TaxonSort,UltrataxonID,taxonRank,SpNo,taxonID,vernacularName,scientificName,FamilyCommonName,family,order,Population,Australian IUCN RedListStatus_2020,Supplementary,ABD_Avibase ID
1261,1,subspecies,710,u710c,Tasmanian Little Wattlebird,Anthochaera chrysoptera tasmanica,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,Least Concern,,avibase-4E7F86DB
1262,1,species,603,u603,Regent Honeyeater,Anthochaera phrygia,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,Critically Endangered,,avibase-1C525B4A
1263,,species,638,638,Red Wattlebird,Anthochaera carunculata,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,,,avibase-F8C0016A
1264,1,subspecies,638,u638a,Eastern Red Wattlebird,Anthochaera carunculata carunculata,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,Least Concern,,avibase-E8A47856
1265,1,subspecies,638,u638b,Kangaroo Island Red Wattlebird,Anthochaera carunculata clelandi,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,Vulnerable,,avibase-AFF4F6FF
1266,1,subspecies,638,u638c,Western Red Wattlebird,Anthochaera carunculata woodwardi,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,Least Concern,,avibase-B215E5E5
1267,,species,639,639,Yellow Wattlebird,Anthochaera paradoxa,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,,,avibase-3A72B910
1268,1,subspecies,639,u639a,King Island Yellow Wattlebird,Anthochaera paradoxa kingi,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,Endangered,,avibase-B082DE5C
1269,1,subspecies,639,u639b,Tasmanian Yellow Wattlebird,Anthochaera paradoxa paradoxa,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,Least Concern,,avibase-16771AB2
1270,,species,609,609,Varied Honeyeater,Gavicalis versicolor,Honeyeaters and Chats,Meliphagidae,Passeriformes,Australian,,,avibase-3C570F2E
1271,1,subspecies,609,u609,Torresian Varied Honeyeater,Gavicalis versicolor versicolor,Honeyeaters and Chats,Meliphagidae,Passeriformes,Australian,Least Concern,,avibase-73F99280
1272,,species,608,608,Singing Honeyeater,Gavicalis virescens,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,,,avibase-ADF91F60
1273,1,subspecies,608,u608a,Top End Singing Honeyeater,Gavicalis virescens cooperi,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,Least Concern,,avibase-44E96842
1274,1,subspecies,608,u608b,Inland Singing Honeyeater,Gavicalis virescens forresti,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,Least Concern,,avibase-62191EC9
1275,1,subspecies,608,u608c,South-eastern Singing Honeyeater,Gavicalis virescens sonorus,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,Least Concern,,avibase-63F9A927
1276,1,subspecies,608,u608d,South-western Singing Honeyeater,Gavicalis virescens virescens,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,Least Concern,,avibase-21CCDC55
1277,1,species,610,u610,Mangrove Honeyeater,Gavicalis fasciogularis,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,Least Concern,,avibase-EEC32D82
1278,,species,625,625,White-plumed Honeyeater,Ptilotula penicillata,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,,,avibase-CE7BDFB9
1279,1,subspecies,625,u625a,Kimberley White-plumed Honeyeater,Ptilotula penicillata calconi,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,Least Concern,,avibase-CFD5D94D
1280,1,subspecies,625,u625b,Western White-plumed Honeyeater,Ptilotula penicillata carteri,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,Least Concern,,avibase-C3D3E0D8
1281,1,subspecies,625,u625c,Central White-plumed Honeyeater,Ptilotula penicillata leilavalensis,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,Least Concern,,avibase-F1078532
1282,1,subspecies,625,u625d,Eastern White-plumed Honeyeater,Ptilotula penicillata penicillata,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,Least Concern,,avibase-0D327239
1283,1,species,622,u622,Yellow-plumed Honeyeater,Ptilotula ornata,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,Least Concern,,avibase-E03A81FF
1284,,species,624,624,Yellow-tinted Honeyeater,Ptilotula flavescens,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,,,avibase-479EEC16
1285,1,subspecies,624,u624a,Mainland Yellow-tinted Honeyeater,Ptilotula flavescens flavescens,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,Least Concern,,avibase-630A1613
1286,1,subspecies,624,u624b,Tiwi Yellow-tinted Honeyeater,Ptilotula flavescens melvillensis,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,Least Concern,,avibase-89786FFD
1287,,species,613,613,Fuscous Honeyeater,Ptilotula fusca,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,,,avibase-34CC9FA8
1288,1,subspecies,613,u613a,Southern Fuscous Honeyeater,Ptilotula fusca fusca,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,Least Concern,,avibase-883B456C
1289,1,subspecies,613,u613b,Northern Fuscous Honeyeater,Ptilotula fusca subgermana,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,Least Concern,,avibase-FEB6B4E6
1290,1,species,621,u621,Grey-headed Honeyeater,Ptilotula keartlandi,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,Least Concern,,avibase-BEA249CC
1291,,species,623,623,Grey-fronted Honeyeater,Ptilotula plumula,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,,,avibase-699EC869
1292,1,subspecies,623,u623a,Eastern Grey-fronted Honeyeater,Ptilotula plumula graingeri,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,Least Concern,,avibase-3139DB7E
1293,1,subspecies,623,u623b,Northern Grey-fronted Honeyeater,Ptilotula plumula planasi,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,Least Concern,,avibase-242EE3C5
1294,1,subspecies,623,u623c,Western Grey-fronted Honeyeater,Ptilotula plumula plumula,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,Least Concern,,avibase-3928509F
1295,1,species,594,u594,White-fronted Honeyeater,Purnella albifrons,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,Least Concern,,avibase-D1C0ED04
1296,,species,614,614,Yellow-faced Honeyeater,Caligavis chrysops,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,,,avibase-C6170551
1297,1,subspecies,614,u614a,Wet Tropics Yellow-faced Honeyeater,Caligavis chrysops barroni,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,Least Concern,,avibase-60BD3330
1298,1,subspecies,614,u614b,South-eastern Yellow-faced Honeyeater,Caligavis chrysops chrysops,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,Least Concern,,avibase-DB028A49
1299,1,subspecies,614,u614c,Mount Lofty Ranges Yellow-faced Honeyeater,Caligavis chrysops samueli,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,Least Concern,,avibase-F8BE284B
1300,,species,620,620,Purple-gaped Honeyeater,Lichenostomus cratitius,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,,,avibase-D2F157E4
1301,1,subspecies,620,u620a,Kangaroo Island Purple-gaped Honeyeater,Lichenostomus cratitius cratitius,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,Vulnerable,,avibase-73951EE5
1302,1,subspecies,620,u620b,Mainland Purple-gaped Honeyeater,Lichenostomus cratitius occidentalis,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,Least Concern,,avibase-785DB373
1303,,species,619,619,Yellow-tufted Honeyeater,Lichenostomus melanops,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,,,avibase-6409E246
1304,1,subspecies,619,u619a,Helmeted Honeyeater,Lichenostomus melanops cassidix,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,Critically Endangered,,avibase-2C29F7C7
1305,1,subspecies,619,u619b,Gippsland Yellow-tufted Honeyeater,Lichenostomus melanops gippslandicus,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,Least Concern,,
1306,1,subspecies,619,u619c,Eastern Yellow-tufted Honeyeater,Lichenostomus melanops melanops,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,Least Concern,,avibase-AEB33CAC
1307,1,subspecies,619,u619d,Western Yellow-tufted Honeyeater,Lichenostomus melanops meltoni,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,Least Concern,,avibase-35103378
1308,1,species,633,u633,Bell Miner,Manorina melanophrys,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,Least Concern,,avibase-7E6D62E4
1309,,species,634,634,Noisy Miner,Manorina melanocephala,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,,,avibase-585D688F
1310,1,subspecies,634,u634a,Tasmanian Noisy Miner,Manorina melanocephala leachi,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,Least Concern,,avibase-6175C913
1311,1,subspecies,634,u634b,Southern Noisy Miner,Manorina melanocephala melanocephala,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,Least Concern,,avibase-FABCCB1B
1312,1,species,967,u967,Black-eared Miner,Manorina melanotis,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,Endangered,,avibase-7661D9F4
1313,,species,635,635,Yellow-throated Miner,Manorina flavigula,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,,,avibase-A2D30980
1314,1,subspecies,635,u635a,Eastern Yellow-throated Miner,Manorina flavigula flavigula,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,Least Concern,,avibase-3EC6C9C1
1315,1,subspecies,635,u635b,Northern Yellow-throated Miner,Manorina flavigula lutea,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,Least Concern,,avibase-6B06E75E
1316,1,subspecies,635,u635c,Tiwi Yellow-throated Miner,Manorina flavigula melvillensis,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,Least Concern,,avibase-7A2D0071
1317,1,subspecies,635,u635d,South-western Yellow-throated Miner,Manorina flavigula obscura,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,Least Concern,,avibase-7AD2EC8F
1318,1,subspecies,635,u635e,Inland Yellow-throated Miner,Manorina flavigula wayensis,Honeyeaters and Chats,Meliphagidae,Passeriformes,Endemic,Least Concern,,avibase-1FA995DA
1319,,species,565,565,Spotted Pardalote,Pardalotus punctatus,Pardalotes,Pardalotidae,Passeriformes,Endemic,,,avibase-54C12F34
1320,1,subspecies,565,u565a,Wet Tropics Spotted Pardalote,Pardalotus punctatus millitaris,Pardalotes,Pardalotidae,Passeriformes,Endemic,Least Concern,,avibase-85E511F9
1321,1,subspecies,565,u565b,Coastal Spotted Pardalote,Pardalotus punctatus punctatus,Pardalotes,Pardalotidae,Passeriformes,Endemic,Least Concern,,avibase-2823CDE5
1322,1,subspecies,565,u565c,Yellow-rumped Pardalote,Pardalotus punctatus xanthopyge,Pardalotes,Pardalotidae,Passeriformes,Endemic,Least Concern,,avibase-29D635FC
1323,1,species,571,u571,Forty-spotted Pardalote,Pardalotus quadragintus,Pardalotes,Pardalotidae,Passeriformes,Endemic,Endangered,,avibase-EAB686DF
1324,,species,570,570,Red-browed Pardalote,Pardalotus rubricatus,Pardalotes,Pardalotidae,Passeriformes,Endemic,,,avibase-83FCEF52
1325,1,subspecies,570,u570a,Inland Red-browed Pardalote,Pardalotus rubricatus rubricatus,Pardalotes,Pardalotidae,Passeriformes,Endemic,Least Concern,,avibase-3918A02C
1326,1,subspecies,570,u570b,Cape York Red-browed Pardalote,Pardalotus rubricatus yorki,Pardalotes,Pardalotidae,Passeriformes,Endemic,Least Concern,,avibase-D7AB9363
1327,,species,976,976,Striated Pardalote,Pardalotus striatus,Pardalotes,Pardalotidae,Passeriformes,Endemic,,,avibase-747BFF64
1328,1,subspecies,976,u976a,Black-headed Pardalote,Pardalotus striatus melanocephalus,Pardalotes,Pardalotidae,Passeriformes,Endemic,Least Concern,,avibase-0D06D411
1329,1,subspecies,976,u976b,Tiwi Striated Pardalote,Pardalotus striatus melvillensis,Pardalotes,Pardalotidae,Passeriformes,Endemic,Least Concern,,avibase-1036AF59
1330,1,subspecies,976,u976c,Eastern Striated Pardalote,Pardalotus striatus ornatus,Pardalotes,Pardalotidae,Passeriformes,Endemic,Least Concern,,avibase-8053C247
1331,1,subspecies,976,u976d,Yellow-tipped Pardalote,Pardalotus striatus striatus,Pardalotes,Pardalotidae,Passeriformes,Endemic,Least Concern,,avibase-6ECBCCC9
1332,1,subspecies,976,u976e,Western Striated Pardalote,Pardalotus striatus substriatus,Pardalotes,Pardalotidae,Passeriformes,Endemic,Least Concern,,avibase-037B8F7E
1333,1,subspecies,976,u976f,Northern Striated Pardalote,Pardalotus striatus uropygialis,Pardalotes,Pardalotidae,Passeriformes,Endemic,Least Concern,,avibase-77DAD5E5
1334,1,species,496,u496,Fernwren,Oreoscopus gutturalis,Thornbills and Gerygones,Acanthizidae,Passeriformes,Endemic,Endangered,,avibase-A902336F
1335,,species,454,454,Brown Gerygone,Gerygone mouki,Thornbills and Gerygones,Acanthizidae,Passeriformes,Endemic,,,avibase-8A475492
1336,1,subspecies,454,u454a,Eungella Brown Gerygone,Gerygone mouki amalia,Thornbills and Gerygones,Acanthizidae,Passeriformes,Endemic,Near Threatened,,avibase-04E51D1E
1337,1,subspecies,454,u454b,Wet Tropics Brown Gerygone,Gerygone mouki mouki,Thornbills and Gerygones,Acanthizidae,Passeriformes,Endemic,Endangered,,avibase-231870E2
1338,1,subspecies,454,u454c,Southern Brown Gerygone,Gerygone mouki richmondi,Thornbills and Gerygones,Acanthizidae,Passeriformes,Endemic,Least Concern,,avibase-297DB7BF
1339,,species,456,456,Fairy Gerygone,Gerygone palpebrosa,Thornbills and Gerygones,Acanthizidae,Passeriformes,Australian,,,avibase-B0902BCC
1340,1,subspecies,456,u456a,Southern Fairy Gerygone,Gerygone palpebrosa flavida,Thornbills and Gerygones,Acanthizidae,Passeriformes,Endemic,Least Concern,,avibase-4FC6812C
1341,1,subspecies,456,u456b,Cape York Fairy Gerygone,Gerygone palpebrosa personata,Thornbills and Gerygones,Acanthizidae,Passeriformes,Endemic,Least Concern,,avibase-826B3D41
1342,,species,458,458,Green-backed Gerygone,Gerygone chloronota,Thornbills and Gerygones,Acanthizidae,Passeriformes,Australian,,,avibase-7C18F120
1343,1,subspecies,458,u458a,Top End Green-backed Gerygone,Gerygone chloronota chloronota,Thornbills and Gerygones,Acanthizidae,Passeriformes,Endemic,Least Concern,,avibase-A9F6B4BD
1344,1,subspecies,458,u458b,Kimberley Green-backed Gerygone,Gerygone chloronota darwini,Thornbills and Gerygones,Acanthizidae,Passeriformes,Endemic,Least Concern,,avibase-01063791
1345,,species,453,453,White-throated Gerygone,Gerygone olivacea,Thornbills and Gerygones,Acanthizidae,Passeriformes,Australian,,,avibase-4744C788
1346,1,subspecies,453,u453a,Torresian White-throated Gerygone,Gerygone olivacea cinerascens,Thornbills and Gerygones,Acanthizidae,Passeriformes,Australian,Least Concern,,avibase-C3D2C78D
1347,1,subspecies,453,u453b,Eastern White-throated Gerygone,Gerygone olivacea olivacea,Thornbills and Gerygones,Acanthizidae,Passeriformes,Endemic,Least Concern,,avibase-4B238DC7
1348,1,subspecies,453,u453c,North-western White-throated Gerygone,Gerygone olivacea rogersi,Thornbills and Gerygones,Acanthizidae,Passeriformes,Endemic,Least Concern,,avibase-E1199350
1349,,species,457,457,Large-billed Gerygone,Gerygone magnirostris,Thornbills and Gerygones,Acanthizidae,Passeriformes,Australian,,,avibase-05E1D079
1350,1,subspecies,457,u457a,Papuan Large-billed Gerygone,Gerygone magnirostris brunneipectus,Thornbills and Gerygones,Acanthizidae,Passeriformes,Australian,Least Concern,,avibase-66F06161
1351,1,subspecies,457,u457b,North Queensland Large-billed Gerygone,Gerygone magnirostris cairnsensis,Thornbills and Gerygones,Acanthizidae,Passeriformes,Endemic,Least Concern,,avibase-9FE7E209
1352,1,subspecies,457,u457c,Top End Large-billed Gerygone,Gerygone magnirostris magnirostris,Thornbills and Gerygones,Acanthizidae,Passeriformes,Endemic,Least Concern,,avibase-BC2AA81F
1353,,species,461,461,Dusky Gerygone,Gerygone tenebrosa,Thornbills and Gerygones,Acanthizidae,Passeriformes,Endemic,,,avibase-36A21852
1354,1,subspecies,461,u461a,Southern Dusky Gerygone,Gerygone tenebrosa christophori,Thornbills and Gerygones,Acanthizidae,Passeriformes,Endemic,Least Concern,,avibase-3BFD9D4C
1355,1,subspecies,461,u461b,Northern Dusky Gerygone,Gerygone tenebrosa tenebrosa,Thornbills and Gerygones,Acanthizidae,Passeriformes,Endemic,Least Concern,,avibase-278C56C2
1356,1,species,958,u958,Norfolk Island Gerygone,Gerygone modesta,Thornbills and Gerygones,Acanthizidae,Passeriformes,Endemic,Least Concern,,avibase-EECB2AB2
1357,1,species,8215,u8215,Lord Howe Gerygone,Gerygone insularis,Thornbills and Gerygones,Acanthizidae,Passeriformes,"Extinct, Endemic",Extinct,,avibase-D7A97007
1358,,species,460,460,Mangrove Gerygone,Gerygone levigaster,Thornbills and Gerygones,Acanthizidae,Passeriformes,Australian,,,avibase-1B655B31
1359,1,subspecies,460,u460a,Eastern Mangrove Gerygone,Gerygone levigaster cantator,Thornbills and Gerygones,Acanthizidae,Passeriformes,Endemic,Least Concern,,avibase-D6C7BC5B
1360,1,subspecies,460,u460b,Northern Mangrove Gerygone,Gerygone levigaster levigaster,Thornbills and Gerygones,Acanthizidae,Passeriformes,Endemic,Least Concern,,avibase-86EFA319
1361,1,subspecies,460,u460c,Papuan Mangrove Gerygone,Gerygone levigaster pallida,Thornbills and Gerygones,Acanthizidae,Passeriformes,Australian,Least Concern,,avibase-EC2BE446
1362,,species,463,463,Western Gerygone,Gerygone fusca,Thornbills and Gerygones,Acanthizidae,Passeriformes,Endemic,,,avibase-0EF82B71
1363,1,subspecies,463,u463a,Eastern Woodlands Western Gerygone,Gerygone fusca exsul,Thornbills and Gerygones,Acanthizidae,Passeriformes,Endemic,Least Concern,,avibase-E19EE98E
1364,1,subspecies,463,u463b,South-west Western Gerygone,Gerygone fusca fusca,Thornbills and Gerygones,Acanthizidae,Passeriformes,Endemic,Least Concern,,avibase-E7DB94C9
1365,1,subspecies,463,u463c,Desert Western Gerygone,Gerygone fusca mungi,Thornbills and Gerygones,Acanthizidae,Passeriformes,Endemic,Least Concern,,avibase-CD41976A
1366,,species,465,465,Weebill,Smicrornis brevirostris,Thornbills and Gerygones,Acanthizidae,Passeriformes,Endemic,,,avibase-4568006A
1367,1,subspecies,465,u465a,Eastern Weebill,Smicrornis brevirostris brevirostris,Thornbills and Gerygones,Acanthizidae,Passeriformes,Endemic,Least Concern,,avibase-9627D69B
1368,1,subspecies,465,u465b,Northern Weebill,Smicrornis brevirostris flavescens,Thornbills and Gerygones,Acanthizidae,Passeriformes,Endemic,Least Concern,,avibase-B13C866E
1369,1,subspecies,465,u465c,Southern Weebill,Smicrornis brevirostris occidentalis,Thornbills and Gerygones,Acanthizidae,Passeriformes,Endemic,Least Concern,,avibase-FD7502C5
1370,1,subspecies,465,u465d,Western Weebill,Smicrornis brevirostris ochrogaster,Thornbills and Gerygones,Acanthizidae,Passeriformes,Endemic,Least Concern,,avibase-036826CA
1371,,species,506,506,Pilotbird,Pycnoptilus floccosus,Thornbills and Gerygones,Acanthizidae,Passeriformes,Endemic,,,avibase-F16E99A0
1372,1,subspecies,506,u506a,Upland Pilotbird,Pycnoptilus floccosus floccosus,Thornbills and Gerygones,Acanthizidae,Passeriformes,Endemic,Vulnerable,,avibase-F35BDB87
1373,1,subspecies,506,u506b,Lowland Pilotbird,Pycnoptilus floccosus sandlandi,Thornbills and Gerygones,Acanthizidae,Passeriformes,Endemic,Vulnerable,,avibase-394A3DBE
1374,1,species,497,u497,Redthroat,Pyrrholaemus brunneus,Thornbills and Gerygones,Acanthizidae,Passeriformes,Endemic,Least Concern,,avibase-AFAD2F60
1375,1,species,504,u504,Speckled Warbler,Pyrrholaemus sagittatus,Thornbills and Gerygones,Acanthizidae,Passeriformes,Endemic,Least Concern,,avibase-A68B1787
1376,,species,498,498,Chestnut-rumped Heathwren,Calamanthus pyrrhopygius,Thornbills and Gerygones,Acanthizidae,Passeriformes,Endemic,,,avibase-61C34487
1377,1,subspecies,498,u498a,Mount Lofty Ranges Chestnut-rumped Heathwren,Calamanthus pyrrhopygius parkeri,Thornbills and Gerygones,Acanthizidae,Passeriformes,Endemic,Vulnerable,,avibase-25686CC0
1378,1,subspecies,498,u498b,Flinders Ranges Chestnut-rumped Heathwren,Calamanthus pyrrhopygius pedleri,Thornbills and Gerygones,Acanthizidae,Passeriformes,Endemic,Endangered,,avibase-CDCBE46D
1379,1,subspecies,498,u498c,Eastern Chestnut-rumped Heathwren,Calamanthus pyrrhopygius pyrrhopygius,Thornbills and Gerygones,Acanthizidae,Passeriformes,Endemic,Least Concern,,avibase-2F218A57
