TEMPORARY TAXONOMIC SORT ORDER,MAJOR GROUP,FAMILYNAME,COMMON NAME,NSXCODE,GENUS,SP,SUBSPECIES,SCIENTIFIC NAME,INTRODUCED,NPW ACT STATUS,NPW ACT STATUS COMMENT,EPBC ACT STATUS,EPBC ACT STATUS COMMENT,WEED OF NATIONAL SIGNIFICANCE,LANDSCAPE ACT Weed Status,DATE CREATED IN BDBSA,DATE TAXONOMY MODIFIED IN BDBSA,SPECIES with AUTHOR
276,Angiospermae,SANTALACEAE,Leafless Cherry,W00943,Exocarpos,aphyllus,     ,Exocarpos aphyllus,,,,,,,,1990-10-02 00:00:00,,Exocarpos aphyllus R.Br.
277,Angiospermae,SANTALACEAE,Native Cherry,A00944,Exocarpos,cupressiformis,     ,Exocarpos cupressiformis,,,,,,,,1990-10-02 00:00:00,,Exocarpos cupressiformis Labill.
278,Angiospermae,SANTALACEAE,Native Cherry/Ballart,W10403,Exocarpos,sp.,     ,Exocarpos sp.,,,,,,,,1990-10-02 00:00:00,,Exocarpos sp.
279,Angiospermae,SANTALACEAE,Slender Cherry,C00945,Exocarpos,sparteus,     ,Exocarpos sparteus,,,,,,,,1990-10-02 00:00:00,,Exocarpos sparteus R.Br.
280,Angiospermae,SANTALACEAE,Pale-fruit Cherry,E00946,Exocarpos,strictus,     ,Exocarpos strictus,,R,,,,,,1990-10-02 00:00:00,,Exocarpos strictus R.Br.
281,Angiospermae,SANTALACEAE,Coast Cherry,G00947,Exocarpos,syrticola,     ,Exocarpos syrticola,,,,,,,,1990-10-02 00:00:00,,Exocarpos syrticola (F.Muell. ex Miq.)Stauffer
282,Angiospermae,SANTALACEAE,Leafless Currant-bush,Y00948,Leptomeria,aphylla,     ,Leptomeria aphylla,,,,,,,,1990-10-02 00:00:00,,Leptomeria aphylla R.Br.
283,Angiospermae,SANTALACEAE,,K00949,Leptomeria,preissiana,     ,Leptomeria preissiana,,E,,,,,,1990-10-02 00:00:00,,Leptomeria preissiana (Miq.)A.DC.
284,Angiospermae,SANTALACEAE,Currant-bush,Y10572,Leptomeria,sp.,     ,Leptomeria sp.,,,,,,,,1990-10-02 00:00:00,,Leptomeria sp.
285,Angiospermae,SANTALACEAE,Sandalwood Family,G15139,Santalaceae,sp.,     ,Santalaceae sp.,,,,,,,,1990-10-02 00:00:00,,Santalaceae sp.
286,Angiospermae,SANTALACEAE,Quandong,U00950,Santalum,acuminatum,     ,Santalum acuminatum,,,,,,,,1990-10-02 00:00:00,,Santalum acuminatum (R.Br.)A.DC.
287,Angiospermae,SANTALACEAE,Plumbush,W00951,Santalum,lanceolatum,     ,Santalum lanceolatum,,,,,,,,1990-10-02 00:00:00,,Santalum lanceolatum R.Br.
288,Angiospermae,SANTALACEAE,Bitter Quandong,A00952,Santalum,murrayanum,     ,Santalum murrayanum,,,,,,,,1990-10-02 00:00:00,,Santalum murrayanum (T.L.Mitch.)C.A.Gardner
289,Angiospermae,SANTALACEAE,,W10879,Santalum,sp.,     ,Santalum sp.,,,,,,,,1990-10-02 00:00:00,,Santalum sp.
290,Angiospermae,SANTALACEAE,Sandalwood,C00953,Santalum,spicatum,     ,Santalum spicatum,,V,,,,,,1990-10-02 00:00:00,,Santalum spicatum (R.Br.)A.DC.
291,Angiospermae,LORANTHACEAE,Pincushion Mistletoe,E00954,Amyema,fitzgeraldii,     ,Amyema fitzgeraldii,,,,,,,,1990-10-02 00:00:00,,Amyema fitzgeraldii (Blakely)Danser
292,Angiospermae,LORANTHACEAE,Twin-flower Mistletoe,G00955,Amyema,gibberula,var. gibberula    ,Amyema gibberula var. gibberula,,,,,,,,1990-10-02 00:00:00,2004-10-12 00:00:00,Amyema gibberula (Tate)Danser var. gibberula
293,Angiospermae,LORANTHACEAE,Hill's Mistletoe,Y00956,Amyema,hilliana,     ,Amyema hilliana,,,,,,,,1990-10-02 00:00:00,2004-10-18 00:00:00,Amyema hilliana (Blakely)Danser
294,Angiospermae,LORANTHACEAE,Casuarina Mistletoe,K00957,Amyema,linophylla,ssp. orientalis    ,Amyema linophylla ssp. orientalis,,,,,,,,1990-10-02 00:00:00,2012-05-31 17:01:10,Amyema linophylla (Fenzl)Tiegh. ssp. orientalis Barlow
295,Angiospermae,LORANTHACEAE,Pale-leaf Mistletoe,M00958,Amyema,maidenii,ssp. maidenii    ,Amyema maidenii ssp. maidenii,,,,,,,,1990-10-02 00:00:00,,Amyema maidenii (Blakely)Barlow ssp. maidenii
296,Angiospermae,LORANTHACEAE,Tea-tree Mistletoe,Z00959,Amyema,melaleucae,     ,Amyema melaleucae,,,,,,,,1990-10-02 00:00:00,,Amyema melaleucae (Lehm.ex Miq.)Tiegh.
297,Angiospermae,LORANTHACEAE,Box Mistletoe,A00960,Amyema,miquelii,     ,Amyema miquelii,,,,,,,,1990-10-02 00:00:00,,Amyema miquelii (Lehm.ex Miq.)Tiegh.
298,Angiospermae,LORANTHACEAE,Fleshy Mistletoe,C00961,Amyema,miraculosa,ssp. boormanii    ,Amyema miraculosa ssp. boormanii,,,,,,,,1990-10-02 00:00:00,2004-10-18 00:00:00,Amyema miraculosa (Miq.)Tiegh. ssp. boormanii (Blakely)Barlow
299,Angiospermae,LORANTHACEAE,Drooping Mistletoe,E00962,Amyema,pendula,ssp. pendula    ,Amyema pendula ssp. pendula,,,,,,,,1990-10-02 00:00:00,2004-10-18 00:00:00,Amyema pendula (Sieber ex Spreng.)Tiegh. ssp. pendula
300,Angiospermae,LORANTHACEAE,Wire-leaf Mistletoe,G00963,Amyema,preissii,     ,Amyema preissii,,,,,,,,1990-10-02 00:00:00,,Amyema preissii (Miq.)Tiegh.
301,Angiospermae,LORANTHACEAE,Grey Mistletoe,Y00964,Amyema,quandang,var. quandang    ,Amyema quandang var. quandang,,,,,,,,1990-10-02 00:00:00,,Amyema quandang (Lindl.)Tiegh. var. quandang
302,Angiospermae,LORANTHACEAE,Bloodwood Mistletoe,A02888,Amyema,sanguinea,var. sanguinea    ,Amyema sanguinea var. sanguinea,,,,,,,,1990-10-02 00:00:00,2004-10-18 00:00:00,Amyema sanguinea (F.Muell.)Danser var. sanguinea
303,Angiospermae,LORANTHACEAE,Mistletoe,M10054,Amyema,sp.,     ,Amyema sp.,,,,,,,,1990-10-02 00:00:00,,Amyema sp.
304,Angiospermae,LORANTHACEAE,Coolibah Mistletoe,K00965,Diplatia,grandibractea,     ,Diplatia grandibractea,,,,,,,,1990-10-02 00:00:00,,Diplatia grandibractea (F.Muell.)Tiegh.
305,Angiospermae,LORANTHACEAE,Mistletoe Family,G15091,Loranthaceae,sp.,     ,Loranthaceae sp.,,,,,,,,1990-10-02 00:00:00,,Loranthaceae sp.
306,Angiospermae,LORANTHACEAE,Harlequin Mistletoe,M00966,Lysiana,exocarpi,ssp. exocarpi    ,Lysiana exocarpi ssp. exocarpi,,,,,,,,1990-10-02 00:00:00,,Lysiana exocarpi (Behr)Tiegh. ssp. exocarpi
307,Angiospermae,LORANTHACEAE,Mulga Mistletoe,Z00967,Lysiana,murrayi,     ,Lysiana murrayi,,,,,,,,1990-10-02 00:00:00,,Lysiana murrayi (F.Muell. & Tate)Tiegh.
308,Angiospermae,LORANTHACEAE,Mistletoe,M10610,Lysiana,sp.,     ,Lysiana sp.,,,,,,,,1990-10-02 00:00:00,,Lysiana sp.
309,Angiospermae,LORANTHACEAE,Northern Mistletoe,Q00968,Lysiana,subfalcata,     ,Lysiana subfalcata,,,,,,,,1990-10-02 00:00:00,,Lysiana subfalcata (Hook.)Barlow
310,Angiospermae,LORANTHACEAE,Creeping Mistletoe,E00970,Muellerina,eucalyptoides,     ,Muellerina eucalyptoides,,,,,,,,1990-10-02 00:00:00,,Muellerina eucalyptoides (DC.)Barlow
311,Angiospermae,VISCACEAE,Jointed Mistletoe,Q03640,Korthalsella,leucothrix,     ,Korthalsella leucothrix,,,,,,,,1990-10-02 00:00:00,2018-04-20 17:10:33,Korthalsella leucothrix Barlow
312,Angiospermae,POLYGONACEAE,,Q11084,Acetosa,sp.,     ,Acetosa sp.,*,,,,,,,1993-11-30 00:00:00,,Acetosa sp.
313,Angiospermae,POLYGONACEAE,Sandhill Lignum,Z00975,Duma,coccoloboides,     ,Duma coccoloboides,,,"does not meet criteria for rare; updated R to null, Apr 2007",,,,,1990-10-02 00:00:00,2013-02-28 16:08:20,Duma coccoloboides (J.M.Black)T.M.Schust.
314,Angiospermae,POLYGONACEAE,Lignum,Q00976,Duma,florulenta,     ,Duma florulenta,,,,,,,,1990-10-02 00:00:00,2013-02-28 15:47:55,Duma florulenta (Meisn.)T.M.Schust.
315,Angiospermae,POLYGONACEAE,Spiny Lignum,W00979,Duma,horrida,ssp. horrida    ,Duma horrida ssp. horrida,,R,not evaluated,,,,,1990-10-02 00:00:00,2013-02-28 15:53:19,Duma horrida (H.Gross)T.M.Schust. ssp. horrida
316,Angiospermae,POLYGONACEAE,,Z10363,Emex,sp.,     ,Emex sp.,*,,,,,,,1990-10-02 00:00:00,,Emex sp.
317,Angiospermae,POLYGONACEAE,Black Bindweed,Z00983,Fallopia,convolvulus,     ,Fallopia convolvulus,*,,,,,,,1990-10-02 00:00:00,1992-11-13 00:00:00,Fallopia convolvulus (L.)A.Love
318,Angiospermae,POLYGONACEAE,Climbing Lignum,M00974,Muehlenbeckia,adpressa,     ,Muehlenbeckia adpressa,,,,,,,,1990-10-02 00:00:00,,Muehlenbeckia adpressa (Labill.)Meisn.
319,Angiospermae,POLYGONACEAE,Twiggy Lignum,S00977,Muehlenbeckia,diclina,ssp. diclina    ,Muehlenbeckia diclina ssp. diclina,,,,,,,,1990-10-02 00:00:00,1993-03-22 00:00:00,Muehlenbeckia diclina (F.Muell.)F.Muell. ssp. diclina
320,Angiospermae,POLYGONACEAE,Coastal Climbing Lignum,U00978,Muehlenbeckia,gunnii,     ,Muehlenbeckia gunnii,,,,,,,,1990-10-02 00:00:00,,Muehlenbeckia gunnii (Hook.f.)Endl.
321,Angiospermae,POLYGONACEAE,Lignum,A10668,Muehlenbeckia,sp.,     ,Muehlenbeckia sp.,,,,,,,,1990-10-02 00:00:00,,Muehlenbeckia sp.
322,Angiospermae,POLYGONACEAE,,Y00980,Persicaria,attenuata,ssp. attenuata    ,Persicaria attenuata ssp. attenuata,,,,,,,,1990-10-02 00:00:00,2005-06-07 00:00:00,Persicaria attenuata (R.Br.)Sojak ssp. attenuata
323,Angiospermae,POLYGONACEAE,Japanese Knotweed,M00982,Persicaria,capitata,     ,Persicaria capitata,*,,,,,,,1990-10-02 00:00:00,1992-11-13 00:00:00,Persicaria capitata (Buch.-Ham. ex D.Don)H.Gross
324,Angiospermae,POLYGONACEAE,Slender Knotweed,Y06284,Persicaria,decipiens,     ,Persicaria decipiens,,,,,,,,2005-12-29 00:00:00,,Persicaria decipiens (R.Br.)K.L.Wilson
325,Angiospermae,POLYGONACEAE,Knotweed,Y15332,Persicaria,decipiens/lapathifolia,     ,Persicaria decipiens/lapathifolia,,,,,,,,1993-11-12 00:00:00,,Persicaria decipiens/lapathifolia
326,Angiospermae,POLYGONACEAE,,Q00984,Persicaria,glabra,     ,Persicaria glabra,*,,,,,,,1990-10-02 00:00:00,2005-06-07 00:00:00,Persicaria glabra (Willd.)M.Gomez
327,Angiospermae,POLYGONACEAE,Pale Knotweed,U00986,Persicaria,lapathifolia,     ,Persicaria lapathifolia,,,,,,,,1990-10-02 00:00:00,1992-11-13 00:00:00,Persicaria lapathifolia (L.)Gray
328,Angiospermae,POLYGONACEAE,Slender Knotweed,K06285,Persicaria,maculosa,     ,Persicaria maculosa,*,,,,,,,2005-12-29 00:00:00,,Persicaria maculosa Gray
329,Angiospermae,POLYGONACEAE,Prince's Feathers,W00987,Persicaria,orientalis,     ,Persicaria orientalis,*,,,,,,,1990-10-02 00:00:00,1992-11-13 00:00:00,Persicaria orientalis (L.)Spach
330,Angiospermae,POLYGONACEAE,Spotted Knotweed,W01355,Persicaria,praetermissa,     ,Persicaria praetermissa,,,,,,,,1990-10-02 00:00:00,2005-12-29 00:00:00,Persicaria praetermissa (Hook.f.)H.Hara
331,Angiospermae,POLYGONACEAE,Creeping Knotweed,S01301,Persicaria,prostrata,     ,Persicaria prostrata,,,,,,,,1990-10-02 00:00:00,1992-11-13 00:00:00,Persicaria prostrata (R.Br.)Sojak
332,Angiospermae,POLYGONACEAE,Knotweed,U11086,Persicaria,sp.,     ,Persicaria sp.,,,,,,,,1993-11-30 00:00:00,,Persicaria sp.
333,Angiospermae,POLYGONACEAE,,Z15123,Polygonaceae,sp.,     ,Polygonaceae sp.,,,,,,,,1990-10-02 00:00:00,,Polygonaceae sp.
334,Angiospermae,POLYGONACEAE,Wireweed,Z06067,Polygonum,arenastrum,     ,Polygonum arenastrum,*,,,,,,,2005-06-08 00:00:00,,Polygonum arenastrum Boreau
335,Angiospermae,POLYGONACEAE,Wireweed,M06066,Polygonum,aviculare,     ,Polygonum aviculare,*,,,,,,,2005-06-08 00:00:00,,Polygonum aviculare L.
336,Angiospermae,POLYGONACEAE,Tree Hogweed,A00988,Polygonum,bellardii,     ,Polygonum bellardii,*,,,,,,,1990-10-02 00:00:00,1999-07-26 00:00:00,Polygonum bellardii All.
337,Angiospermae,POLYGONACEAE,Small Knotweed,C00989,Polygonum,plebeium,     ,Polygonum plebeium,,,,,,,,1990-10-02 00:00:00,,Polygonum plebeium R.Br.
338,Angiospermae,POLYGONACEAE,Knotweed,S11085,Polygonum,sp.,     ,Polygonum sp.,,,,,,,,1993-11-30 00:00:00,,Polygonum sp.
339,Angiospermae,POLYGONACEAE,Sorrel,K04993,Rumex,acetosella,     ,Rumex acetosella,*,,,,,,,1990-10-02 00:00:00,2018-01-17 14:03:44,Rumex acetosella Fourr.
340,Angiospermae,POLYGONACEAE,Mud Dock,Q00992,Rumex,bidens,     ,Rumex bidens,,,,,,,,1990-10-02 00:00:00,,Rumex bidens R.Br.
341,Angiospermae,POLYGONACEAE,Slender Dock,M05566,Rumex,brownii,     ,Rumex brownii,,,,,,,,1997-08-06 00:00:00,,Rumex brownii Campd.
342,Angiospermae,POLYGONACEAE,Clustered Dock,U00994,Rumex,conglomeratus,     ,Rumex conglomeratus,*,,,,,,,1990-10-02 00:00:00,,Rumex conglomeratus Murray
343,Angiospermae,POLYGONACEAE,Curled Dock,W00995,Rumex,crispus,     ,Rumex crispus,*,,,,,,,1990-10-02 00:00:00,,Rumex crispus L.
344,Angiospermae,POLYGONACEAE,Glistening Dock,A00996,Rumex,crystallinus,     ,Rumex crystallinus,,,,,,,,1990-10-02 00:00:00,,Rumex crystallinus Lange
345,Angiospermae,POLYGONACEAE,Wiry Dock,Q05840,Rumex,dumosus,     ,Rumex dumosus,,R,,,,,,2005-02-16 00:00:00,,Rumex dumosus A.Cunn. ex Meisn.
346,Angiospermae,POLYGONACEAE,Three-corner Jack,Y00972,Rumex,hypogaeus,     ,Rumex hypogaeus,*,,,,,,Declared Landscape Act - Not For Sale,1990-10-02 00:00:00,2018-01-17 13:57:23,Rumex hypogaeus T.M.Schust. & Reveal
347,Angiospermae,POLYGONACEAE,Broad-leaf Dock,E00998,Rumex,obtusifolius,     ,Rumex obtusifolius,*,,,,,,,1990-10-02 00:00:00,,Rumex obtusifolius L.
348,Angiospermae,POLYGONACEAE,Fiddle Dock,K20165,Rumex,pulcher,ssp.     ,Rumex pulcher ssp.,*,,,,,,,1990-10-02 00:00:00,,Rumex pulcher
349,Angiospermae,POLYGONACEAE,Fiddle Dock,S04777,Rumex,pulcher,ssp. pulcher    ,Rumex pulcher ssp. pulcher,*,,,,,,,1990-10-02 00:00:00,,Rumex pulcher L. ssp. pulcher
350,Angiospermae,POLYGONACEAE,Fiddle Dock,M04026,Rumex,pulcher,ssp. woodsii    ,Rumex pulcher ssp. woodsii,*,,,,,,,1990-10-02 00:00:00,2006-02-15 00:00:00,Rumex pulcher L. ssp. woodsii (De Not.)Arcang.
351,Angiospermae,POLYGONACEAE,Rambling Dock,Q01000,Rumex,sagittatus,     ,Rumex sagittatus,*,,,,,,,1990-10-02 00:00:00,2018-01-17 14:06:50,Rumex sagittatus Thunb.
352,Angiospermae,POLYGONACEAE,Dock,K10865,Rumex,sp.,     ,Rumex sp.,,,,,,,,1990-10-02 00:00:00,,Rumex sp.
353,Angiospermae,POLYGONACEAE,Lesser Jack,K00973,Rumex,spinosus,     ,Rumex spinosus,*,,,,,,,1990-10-02 00:00:00,2018-01-17 14:01:01,Rumex spinosus L.
354,Angiospermae,POLYGONACEAE,Shiny Dock,C04129,Rumex,tenax,     ,Rumex tenax,,,,,,,,1990-10-02 00:00:00,,Rumex tenax Rech.f.
355,Angiospermae,POLYGONACEAE,Rosy Dock,S01001,Rumex,vesicarius,     ,Rumex vesicarius,*,,,,,,,1990-10-02 00:00:00,2018-01-17 14:10:43,Rumex vesicarius L.
356,Angiospermae,POLYGONACEAE,Comaum Dock,U01266,Rumex,comaumensis,     ,Rumex X comaumensis,,,,,,,,1990-10-02 00:00:00,2005-11-29 00:00:00,Rumex X comaumensis Rech.f.
357,Angiospermae,POLYGONACEAE,,K03905,Rumex,pratensis,     ,Rumex X pratensis,*,,,,,,,1990-10-02 00:00:00,2005-11-29 00:00:00,Rumex X pratensis Mert. & W.D.J.Koch
358,Angiospermae,PHYTOLACCACEAE,Pokeweed,Z32451,Phytolacca,americana,     ,Phytolacca americana,*,,,,,,,2014-03-21 00:00:00,,Phytolacca americana L.
359,Angiospermae,PHYTOLACCACEAE,Red-ink Weed,U01002,Phytolacca,octandra,     ,Phytolacca octandra,*,,,,,,,1990-10-02 00:00:00,,Phytolacca octandra L.
360,Angiospermae,GYROSTEMONACEAE,Desert Poplar,W01003,Codonocarpus,cotinifolius,     ,Codonocarpus cotinifolius,,,,,,,,1990-10-02 00:00:00,,Codonocarpus cotinifolius (Desf.)F.Muell.
361,Angiospermae,GYROSTEMONACEAE,Slender Bell-fruit,A01004,Codonocarpus,pyramidalis,     ,Codonocarpus pyramidalis,,E,not evaluated,VU,2000-07-16 00:00:00,,,1990-10-02 00:00:00,,Codonocarpus pyramidalis (F.Muell.)F.Muell.
362,Angiospermae,GYROSTEMONACEAE,Bell Fruit Tree,W10243,Codonocarpus,sp.,     ,Codonocarpus sp.,,,,,,,,1990-10-02 00:00:00,,Codonocarpus sp.
363,Angiospermae,GYROSTEMONACEAE,Buckbush Wheel-fruit,E01006,Gyrostemon,australasicus,     ,Gyrostemon australasicus,,,,,,,,1990-10-02 00:00:00,,Gyrostemon australasicus (Moq.)Heimerl
364,Angiospermae,GYROSTEMONACEAE,Bushy Wheel-fruit,G01007,Gyrostemon,ramulosus,     ,Gyrostemon ramulosus,,,,,,,,1990-10-02 00:00:00,,Gyrostemon ramulosus Desf.
365,Angiospermae,GYROSTEMONACEAE,Wheel-fruit,E10466,Gyrostemon,sp.,     ,Gyrostemon sp.,,,,,,,,1990-10-02 00:00:00,,Gyrostemon sp.
366,Angiospermae,GYROSTEMONACEAE,Tepper's Wheel-fruit,C01005,Gyrostemon,tepperi,     ,Gyrostemon tepperi,,,,,,,,1990-10-02 00:00:00,,Gyrostemon tepperi (F.Muell. ex H.Walter)A.S.George
367,Angiospermae,GYROSTEMONACEAE,Broom Wheel-fruit,E02334,Gyrostemon,thesioides,     ,Gyrostemon thesioides,,,,,,,,1990-10-02 00:00:00,,Gyrostemon thesioides (Hook.f.)A.S.George
368,Angiospermae,GYROSTEMONACEAE,Wheel-fruit Family,G15067,Gyrostemonaceae,sp.,     ,Gyrostemonaceae sp.,,,,,,,,1990-10-02 00:00:00,,Gyrostemonaceae sp.
369,Angiospermae,NYCTAGINACEAE,Tar-vine,K32477,Boerhavia,burbidgeana,     ,Boerhavia burbidgeana,,,,,,,,2014-09-11 00:00:00,,Boerhavia burbidgeana Hewson
370,Angiospermae,NYCTAGINACEAE,Tar-vine,C04065,Boerhavia,coccinea,     ,Boerhavia coccinea,,,,,,,,1990-10-02 00:00:00,,Boerhavia coccinea Mill.
371,Angiospermae,NYCTAGINACEAE,Tar-vine,Y32476,Boerhavia,dominii,     ,Boerhavia dominii,,,,,,,,2014-09-11 00:00:00,,Boerhavia dominii Meikle & Hewson
372,Angiospermae,NYCTAGINACEAE,,S05569,Boerhavia,repleta,     ,Boerhavia repleta,,,,,,,,1997-08-07 00:00:00,,Boerhavia repleta Hewson
373,Angiospermae,NYCTAGINACEAE,Schomburgk's Tar-vine,M32478,Boerhavia,schomburgkiana,     ,Boerhavia schomburgkiana,,,,,,,,2014-09-11 00:00:00,,Boerhavia schomburgkiana Oliv.
374,Angiospermae,NYCTAGINACEAE,Tar-vine,K10133,Boerhavia,sp.,     ,Boerhavia sp.,,,,,,,,1990-10-02 00:00:00,,Boerhavia sp.
375,Angiospermae,NYCTAGINACEAE,Pink Gum-fruit,G04227,Commicarpus,australis,     ,Commicarpus australis,,,,,,,,1990-10-02 00:00:00,,Commicarpus australis Meikle
376,Angiospermae,NYCTAGINACEAE,Marvel-of-Peru,Y03444,Mirabilis,jalapa,     ,Mirabilis jalapa,*,,,,,,,1990-10-02 00:00:00,,Mirabilis jalapa L.
377,Angiospermae,AIZOACEAE,Pigface Family,C15005,Aizoaceae,sp.,     ,Aizoaceae sp.,,,,,,,,1990-10-02 00:00:00,,Aizoaceae sp.
378,Angiospermae,AIZOACEAE,Coastal Galenia,A01020,Aizoon,pubescens,     ,Aizoon pubescens,*,,,,,,,1990-10-02 00:00:00,2019-04-15 09:13:06,Aizoon pubescens Eckl. & Zeyh.
379,Angiospermae,AIZOACEAE,Galenia,C01021,Aizoon,secundum,     ,Aizoon secundum,*,,,,,,,1990-10-02 00:00:00,2019-04-15 09:19:42,Aizoon secundum L.f.
380,Angiospermae,AIZOACEAE,Galenia,C10421,Aizoon,sp.,     ,Aizoon sp.,*,,,,,,,1990-10-02 00:00:00,2019-04-15 09:29:16,Aizoon sp.
381,Angiospermae,AIZOACEAE,Heart-leaf Iceplant,Y32740,Aptenia,cordifolia,     ,Aptenia cordifolia,*,,,,,,,2019-04-30 00:00:00,,Aptenia cordifolia (L.f.)Schwantes
382,Angiospermae,AIZOACEAE,,K32741,Aptenia,cordifolia,     ,Aptenia cordifolia X Aptenia haeckeliana,*,,,,,,,2019-04-30 00:00:00,,Aptenia cordifolia  (L.f.)Schwantes X Aptenia haeckeliana (A.Berger) Bittrich ex Gerbaulet
383,Angiospermae,AIZOACEAE,Angled Pigface,E01014,Carpobrotus,chilensis,     ,Carpobrotus chilensis,*,,,,,,,1990-10-02 00:00:00,2005-07-20 00:00:00,Carpobrotus chilensis (Molina)N.E.Br.
384,Angiospermae,AIZOACEAE,Hottentot Fig,G01015,Carpobrotus,edulis,ssp. edulis    ,Carpobrotus edulis ssp. edulis,*,,,,,,,1990-10-02 00:00:00,2006-06-21 00:00:00,Carpobrotus edulis (L.)N.E.Br. ssp. edulis
385,Angiospermae,AIZOACEAE,Inland Pigface,Y01016,Carpobrotus,modestus,     ,Carpobrotus modestus,,,,,,,,1990-10-02 00:00:00,,Carpobrotus modestus S.T.Blake
386,Angiospermae,AIZOACEAE,Native Pigface,Q15184,Carpobrotus,modestus/rossii,     ,Carpobrotus modestus/rossii,,,,,,,,1990-10-02 00:00:00,,Carpobrotus modestus/rossii
387,Angiospermae,AIZOACEAE,Native Pigface,Q06164,Carpobrotus,rossii,     ,Carpobrotus rossii,,,,,,,,2005-08-24 00:00:00,,Carpobrotus rossii (Haw.)Schwantes
388,Angiospermae,AIZOACEAE,Pigface,S10189,Carpobrotus,sp.,     ,Carpobrotus sp.,,,,,,,,1990-10-02 00:00:00,,Carpobrotus sp.
389,Angiospermae,AIZOACEAE,Native Pigface,S06165,Carpobrotus,sp. Short calyx (S.T.Blake 20451),     ,Carpobrotus sp. Short calyx (S.T.Blake 20451),,,,,,,,2005-08-24 00:00:00,,Carpobrotus sp. Short calyx (S.T.Blake 20451) Toelken
390,Angiospermae,AIZOACEAE,Livingstone Daisy,M32558,Cleretum,bellidiforme,     ,Cleretum bellidiforme,*,,,,,,,2015-10-19 00:00:00,,Cleretum bellidiforme (Burm.f.)G.D.Rowley
391,Angiospermae,AIZOACEAE,,C03637,Cleretum,papulosum,ssp. papulosum    ,Cleretum papulosum ssp. papulosum,*,,,,,,,1990-10-02 00:00:00,2005-06-06 00:00:00,Cleretum papulosum (L.f.)L.Bolus ssp. papulosum
392,Angiospermae,AIZOACEAE,Round-leaf Pigface,E04886,Disphyma,crassifolium,ssp. clavellatum    ,Disphyma crassifolium ssp. clavellatum,,,,,,,,1990-10-02 00:00:00,,Disphyma crassifolium (L.)L.Bolus ssp. clavellatum (Haw.)Chinnock
393,Angiospermae,AIZOACEAE,Rodondo Creeper,Z01019,Drosanthemum,candens,     ,Drosanthemum candens,*,,,,,,,1990-10-02 00:00:00,,Drosanthemum candens (Haw.)Schwantes
394,Angiospermae,AIZOACEAE,Hairy Carpet-weed,K01025,Glinus,lotoides,     ,Glinus lotoides,,,,,,,,1990-10-02 00:00:00,,Glinus lotoides L.
395,Angiospermae,AIZOACEAE,Slender Carpet-weed,K01713,Glinus,oppositifolius,     ,Glinus oppositifolius,,,,,,,,1990-10-02 00:00:00,2011-08-02 17:04:35,Glinus oppositifolius (L.)Aug.DC.
396,Angiospermae,AIZOACEAE,Desert Carpet-weed,M01026,Glinus,orygioides,     ,Glinus orygioides,,,,,,,,1990-10-02 00:00:00,,Glinus orygioides F.Muell.
397,Angiospermae,AIZOACEAE,Carpet-weed,K10441,Glinus,sp.,     ,Glinus sp.,,,,,,,,1990-10-02 00:00:00,,Glinus sp.
398,Angiospermae,AIZOACEAE,,Q03896,Gunniopsis,calcarea,     ,Gunniopsis calcarea,,,,,,,,1990-10-02 00:00:00,,Gunniopsis calcarea Chinnock
399,Angiospermae,AIZOACEAE,,W03899,Gunniopsis,calva,     ,Gunniopsis calva,,,,,,,,1990-10-02 00:00:00,,Gunniopsis calva Chinnock
400,Angiospermae,AIZOACEAE,Koch's Pigface,U03898,Gunniopsis,kochii,     ,Gunniopsis kochii,,,"does not meet criteria for rare, updated R to null, Apr 2007",,,,,1990-10-02 00:00:00,,Gunniopsis kochii (R.Wagner)Chinnock
401,Angiospermae,AIZOACEAE,Twin-leaf Pigface,S03897,Gunniopsis,papillata,     ,Gunniopsis papillata,,,,,,,,1990-10-02 00:00:00,,Gunniopsis papillata Chinnock
402,Angiospermae,AIZOACEAE,Sturt's Pigface,Y03904,Gunniopsis,quadrifida,     ,Gunniopsis quadrifida,,,,,,,,1990-10-02 00:00:00,,Gunniopsis quadrifida (F.Muell.)Pax
403,Angiospermae,AIZOACEAE,Green Pigface,G03903,Gunniopsis,septifraga,     ,Gunniopsis septifraga,,,,,,,,1990-10-02 00:00:00,,Gunniopsis septifraga (F.Muell.)Chinnock
404,Angiospermae,AIZOACEAE,Pigface,S10461,Gunniopsis,sp.,     ,Gunniopsis sp.,,,,,,,,1990-10-02 00:00:00,,Gunniopsis sp.
405,Angiospermae,AIZOACEAE,Narrow-leaf Pigface,Z03895,Gunniopsis,tenuifolia,     ,Gunniopsis tenuifolia,,,,,,,,1990-10-02 00:00:00,,Gunniopsis tenuifolia Chinnock
406,Angiospermae,AIZOACEAE,Twin-leaf Pigface,E03910,Gunniopsis,zygophylloides,     ,Gunniopsis zygophylloides,,,,,,,,1990-10-02 00:00:00,,Gunniopsis zygophylloides (F.Muell.)Diels
407,Angiospermae,AIZOACEAE,Wire-stem Chickweed,Q01028,Hypertelis,cerviana,     ,Hypertelis cerviana,,,,,,,,1990-10-02 00:00:00,2018-01-17 11:10:24,Hypertelis cerviana (L.)Thulin
