name,scientificName_old,scientificName_new,commonName_old,commonName_new,status_old,status_new,listUpdate
Harnieria sp. Gascoyne (J.P. Bull ONS-2721.04),,Harnieria,,,,Priority 1: Poorly-known species,added
Hibbertia archeri,,,,,,Priority 1: Poorly-known species,added
Hibbertia ciliolata,,Hibbertia ciliolata,,,,Priority 1: Poorly-known species,added
Hibbertia hesperia,,,,,,Priority 1: Poorly-known species,added
Hibbertia sp. Bendering (J.W. Horn 4101),,,,,,Priority 1: Poorly-known species,added
Hibbertia sp. Dragon Rocks (A.M. Coates 2875),,,,,,Priority 2: Poorly-known species,added
Hibbertia sp. Frank Hann (K. Newbey 10900),,,,,,Priority 2: Poorly-known species,added
Hibbertia sp. Mount Gibbs (G.F. Craig 6668-1),,,,,,Priority 2: Poorly-known species,added
Hibbertia sp. Mount Gibson (B.H. Smith 883),,,,,,Priority 1: Poorly-known species,added
Hibbertia sp. Mt Holland (B. Ellery BE 1437),,Hibbertia sp. Mt Holland (B.Ellery BE 1437),,,,Priority 1: Poorly-known species,added
Hibbertia subvillosa,,,,,,Priority 3: Poorly-known species,added
Hibiscus sp. Kununurra (K.F. Kenneally 1940),,Hibiscus,,,,Priority 1: Poorly-known species,added
Hypocalymma lateriticola,,Hypocalymma,,,,Priority 1: Poorly-known species,added
Hypocalymma x linifolium,,Hypocalymma linifolium,,,,Priority 1: Poorly-known species,added
Hypocalymma quadrangulare,,Hypocalymma,,,,Priority 3: Poorly-known species,added
Hypocalymma sp. Nambung (R. Spjut & R. Smith s.n. 22/09/1992),,Hypocalymma sp. Nambung (R.Spjut & R.Smith s.n. 22/09/1992),,,,Priority 3: Poorly-known species,added
Hypocalymma x proliferum,,Hypocalymma,,,,Priority 1: Poorly-known species,added
Hysterobaeckea sp. Exclamation Lake (M.E. Trudgen 1524),,Hysterobaeckea sp. Exclamation Lake (M.E.Trudgen 1524),,,,Priority 1: Poorly-known species,added
Ipomoea argillicola,,Ipomoea argillicola,,,,Priority 1: Poorly-known species,added
Isopogon sp. Ravensthorpe (D.B. Foreman 1207),,Isopogon sp. Ravensthorpe (D.B.Foreman 1207),,,,"Priority 4: Rare, Near Threatened",added
Lambertia orbifolia subsp. pecuniosa,,Lambertia orbifolia,,Roundleaf Honeysuckle,,Priority 2: Poorly-known species,added
Lambertia orbifolia subsp. Bowelling (A. Webb AW 09107),,Lambertia,,,,Priority 2: Poorly-known species,added
Lambertia orbifolia subsp. vespera,,Lambertia orbifolia,,Roundleaf Honeysuckle,,Endangered,added
Lazarum nudibaccatum,,Typhonium,,,,Priority 1: Poorly-known species,added
Lazarum peltandroides,,Typhonium,,,,Priority 1: Poorly-known species,added
Lecania turicensis turicensis,,Lecania turicensis var. turicensis,,,,Priority 2: Poorly-known species,added
Lepidium sp. Stirling Range (S. Barrett 1359),,Lepidium sp. Stirling Range (S.Barrett 1359),,,,Priority 2: Poorly-known species,added
Lepidosperma sp. Kambalda (A.A. Mitchell 5156),,Lepidosperma sp. Kambalda (A.A.Mitchell 5156),,,,Priority 2: Poorly-known species,added
Leucopogon sp. Dongolocking (K. Kershaw KK 2333),,Leucopogon sp. Dongolocking (K.Kershaw KK2333),,,,Priority 3: Poorly-known species,added
Leucopogon sp. Gunapin (F. Hort 808),,Leucopogon sp. Gunapin (F.Hort 808),,,,Priority 3: Poorly-known species,added
Leucopogon sp. Karroun Hill (K.R. Thiele 4167),,Leucopogon sp. Karroun Hill (K.R.Thiele 4167),,,,Priority 2: Poorly-known species,added
Leucopogon sp. Lake King (A.J.G. Wilson 65),,Leucopogon sp. Lake King (A.J.G.Wilson 65),,,,Priority 3: Poorly-known species,added
Leucopogon sp. Tathra (M. Hislop 2900),,Leucopogon sp. Tathra (M.Hislop 2900),,,,Priority 2: Poorly-known species,added
Leucopogon sp. Yandanooka (M. Hislop 2507),,Leucopogon sp. Yandanooka (M.Hislop 2507),,,,Priority 3: Poorly-known species,added
Lindernia sp. Theda (R.L. Barrett & M.D. Barrett RLB 3220),,Lindernia,,,,Priority 1: Poorly-known species,added
Machaerina ascendens,,,,,,Priority 2: Poorly-known species,added
Microcorys sp. Great Victoria Desert (J. Alford s.n. PERTH 09041567),,Microcorys,,,,Priority 2: Poorly-known species,added
Microcorys sp. Parker Range (C. Hancock s.n. PERTH 09215123),,Microcorys,,,,Priority 2: Poorly-known species,added
Phebalium pauciflorum subsp. grande,,Phebalium,,,,Priority 1: Poorly-known species,added
Phebalium sp. Windy Hill (G.F. Craig 6583),,Phebalium,,,,Priority 3: Poorly-known species,added
Micromyrtus racemosa var. Jingemarra (R.J. Cranfield 5253a),,Micromyrtus racemosa var. Jingemarra (R.J.Cranfield 5253a),,,,Priority 2: Poorly-known species,added
Mirbelia sp. Zuytdorp (G.J. Keighery & N. Gibson 1688),,Mirbelia sp. Zuytdorp (G.J.Keighery & N.Gibson 1688),,,,Priority 1: Poorly-known species,added
Murdannia sp. Top End (G.M. Chippendale 7726),,Murdannia sp. Top End (G.M.Chippendale 7726),,,,Priority 1: Poorly-known species,added
Myosotis australis subsp. australis,,Myosotis australis,,Austral Forget-me-not,,"Priority 4: Rare, Near Threatened",added
Neptunia longipila,,,,,,Priority 2: Poorly-known species,added
Neptunia tactilis,,,,,,Priority 3: Poorly-known species,added
Neptunia valida,,,,,,Priority 2: Poorly-known species,added
Netrostylis sp. Blackwood River (A.R. Annels 3043),,Netrostylis,,,,Priority 3: Poorly-known species,added
Netrostylis sp. Chandala (G.J. Keighery 17055),,Netrostylis,,,,Priority 2: Poorly-known species,added
Netrostylis sp. Nannup (P.A. Jurjevich 1133),,Netrostylis,,,,Priority 1: Poorly-known species,added
Netrostylis sp. Warren (M. McCallum Webster 23/2/1979),,Netrostylis,,,,Priority 1: Poorly-known species,added
Olearia sp. Jerramungup (E.M. Sandiford 2528),,,,,,Priority 1: Poorly-known species,added
Paranotis sp. Pilbara (H. Ajduk HAOP04a),,Paranotis,,,,Priority 1: Poorly-known species,added
Pigea cymulosa,,Pigea cymulosa,,,,Critically Endangered,added
Pigea sp. Chloroxantha (E. Bennett & D. Bright EUC 1810),,Pigea,,,,Priority 3: Poorly-known species,added
Pigea volubilis,,Pigea volubilis,,,,Priority 2: Poorly-known species,added
Poranthera dissecta,,Poranthera dissecta,,,,Priority 2: Poorly-known species,added
Portulaca sp. Berkeley River (M.D. Barrett MDB 4766),,Portulaca,,Purslane Plants,,Priority 1: Poorly-known species,added
Portulaca sp. finely echinate (D.G. Tulloch 41),,Portulaca sp. finely echinate (D.G.Tulloch 41),,,,Priority 1: Poorly-known species,added
Portulaca sp. Kununurra (M.D. Barrett MDB 5981),,Portulaca,,Purslane Plants,,Priority 1: Poorly-known species,added
Portulaca sp. Theda Station (R.L. Barrett & M.D. Barrett RLB 3285),,Portulaca,,Purslane Plants,,Priority 3: Poorly-known species,added
Pterostylis segregata,,Pterostylis,,Greenhoods,,Priority 1: Poorly-known species,added
Ptilotus crinitus,,,,,,Priority 1: Poorly-known species,added
Ptilotus seminudus,,Ptilotus seminudus,,Rabbit Tails,,Priority 3: Poorly-known species,added
Ptilotus sp. Cue (P. Armstrong PA 16/362),,Ptilotus sp. Cue (P.Armstrong PA 16/362),,,,Priority 1: Poorly-known species,added
Ptilotus sp. Kalgoorlie (J. Jackson & B. Moyle 260),,Ptilotus sp. Kalgoorlie (J.Jackson & B.Moyle 260),,,,Priority 1: Poorly-known species,added
Ptilotus sp. Kookynie (J. Jackson & B. Moyle 261),,Ptilotus sp. Kookynie (J.Jackson & B.Moyle 261),,,,Priority 1: Poorly-known species,added
Pultenaea sp. Mt Lesueur (J.S. Beard 7827),,Pultenaea sp. Mt Lesueur (J.S.Beard 7827),,,,Priority 2: Poorly-known species,added
Chorilaena rudis subsp. linearis,,Chorilaena,,,,"Priority 4: Rare, Near Threatened",added
"Rhodanthe sp. Yuna (G.J. Keighery, B.J. Keighery & B. Moyle 2820)",,"Rhodanthe sp. Yuna (G.J.Keighery, B.J.Keighery & B.Moyle 2820)",,,,Priority 3: Poorly-known species,added
Diplacrum blakei,,Diplacrum,,,,Priority 1: Poorly-known species,added
Sida sp. Turee Creek (P.-L.de Kock PLDK1116),,,,,,Priority 1: Poorly-known species,added
Solanum sp. W Hamersley Range (S. Colwill & B. Duncan LCR99-01),,Solanum,,Tūpurupuru,,Priority 1: Poorly-known species,added
Stackhousia muricata subsp. Perennial (W.R. Barker 3641),,Stackhousia,,Candles,,Priority 3: Poorly-known species,added
Stenanthemum sp. Eganu (S. Patrick 4537),,Stenanthemum,,,,Priority 2: Poorly-known species,added
Stenanthera lacsalaria A.J.G.Wilson & Hislop,,Stenanthera,,Rare Flame Heath,,Priority 1: Poorly-known species,added
Streptoglossa sp. Cracking clays (S. van Leeuwen et al. PBS 7353),,Streptoglossa sp. Cracking clays (S.van Leeuwen et al. PBS 7353),,,,Priority 3: Poorly-known species,added
Streptoglossa sp. South Coast (R.M. Hoggart 16/1113),,Streptoglossa,,,,Priority 2: Poorly-known species,added
Stylidium milleri,,,,,,Priority 2: Poorly-known species,added
Stylidium perizoster,,,,,,Priority 3: Poorly-known species,added
Styphelia bracteolosa,,Styphelia,,Maal,,Priority 3: Poorly-known species,added
Styphelia echinulata,,Styphelia,,Maal,,Priority 2: Poorly-known species,added
Styphelia hyalina,,Styphelia,,Maal,,Priority 3: Poorly-known species,added
Styphelia incerta,,Styphelia,,Maal,,Priority 3: Poorly-known species,added
Styphelia pallens,,Styphelia,,Maal,,Priority 2: Poorly-known species,added
Styphelia papillosa,,Styphelia,,Maal,,Priority 3: Poorly-known species,added
Styphelia platyneura,,Styphelia,,Maal,,Priority 2: Poorly-known species,added
Styphelia sp. Kirkalocka (A.S. George 17738),,Styphelia,,Maal,,Priority 1: Poorly-known species,added
Styphelia sp. Watheroo (M. Hislop 4324),,Styphelia,,Maal,,Priority 2: Poorly-known species,added
Styphelia subglauca,,Styphelia,,Maal,,Priority 3: Poorly-known species,added
Styphelia williamsiorum,,Styphelia williamsiorum,,,,Priority 3: Poorly-known species,added
Swainsona sp. Burnerbinmah (D. Edinger et al. 38),,Swainsona sp. Burnerbinmah (D.Edinger et al. 38),,,,Priority 1: Poorly-known species,added
Synaphea sp. Jilakin Flat Rocks Rd (R. Butcher et. al RB200),,Synaphea sp. Jilakin Flat Rocks Rd (R.Butcher et al. RB200),,,,Priority 1: Poorly-known species,added
Themeda sp. Panorama (J. Nelson et al. NS 102),,Themeda,,,,Priority 1: Poorly-known species,added
"Tricostularia sp. Mogumber (A. Harris s.n., 23/12/2015)",,"Tricostularia sp. Mogumber (A.Harris s.n., 23/12/2015)",,,,Priority 2: Poorly-known species,added
Tricostularia sp. Porongurup (I. Abbott 18),,Tricostularia sp. Porongurup (I.Abbott 18),,,,Priority 1: Poorly-known species,added
Tricostularia sp. Two Peoples Bay (G. Wardell-Johnson GWJ 114),,Tricostularia sp. Two Peoples Bay (G.Wardell-Johnson GWJ 114),,,,Priority 2: Poorly-known species,added
Triodia sp. De Grey River (M.D. Barrett & B.M. Anderson MDB 4432),,,,,,Priority 1: Poorly-known species,added
Typhonium sp. Middle Creek (M.D. Barrett MDB 3246),,Typhonium sp. Middle Creek (M.D.Barrett MDB 3246),,,,Priority 1: Poorly-known species,added
Utricularia cowiei,,Utricularia,,Bladderworts,,Priority 1: Poorly-known species,added
Anilios sp. (Cape Range),,Anilios,,,,Priority 1: Poorly-known species,added
Anous stolidus pileatus,,Anous stolidus pileatus,,Common Noddy,,Migratory,added
Anstisia alba,,,,,,Critically Endangered,added
Anstisia lutea,,,,,,"Priority 4: Rare, Near Threatened",added
Anstisia vitellina,,,,,,Vulnerable,added
Antichiropus cirratus,,Antichiropus cirratus,,,,Priority 1: Poorly-known species,added
Antichiropus filiolus,,Antichiropus filiolus,,,,Priority 1: Poorly-known species,added
Antichiropus forcipatus,,Antichiropus forcipatus,,,,Priority 1: Poorly-known species,added
Antichiropus lucyae,,Antichiropus lucyae,,,,Priority 1: Poorly-known species,added
Antichiropus nimbus,,Antichiropus nimbus,,,,Priority 1: Poorly-known species,added
Antichiropus pendiculus,,Antichiropus pendiculus,,,,Priority 1: Poorly-known species,added
Antichiropus sloanae,,Antichiropus sloanae,,,,Priority 1: Poorly-known species,added
Apus pacificus pacificus,,Apus (Apus) pacificus pacificus,,,,Migratory,added
Arenaria interpres interpres,,Arenaria interpres interpres,,Ruddy Turnstone,,Migratory,added
Balaenoptera borealis schlegelii,,Balaenoptera borealis,,Sei Whale,,Endangered,added
Balaenoptera musculus brevicauda,,Balaenoptera musculus brevicauda,,,,Endangered,added
Balaenoptera physalus quoyi,,Balaenoptera physalus,,Fin Whale,,Endangered,added
Bettongia lesueur (Barrow and Boodie Islands),,Bettongia lesueur Barrow and Boodie Islands subspecies,,Burrowing Bettong (barrow And Boodie Islands),,Conservation Dependent,added
Calidris canutus piersmai,,Calidris (Calidris) canutus piersmai,,,,Endangered,added
Calidris canutus rogersi,,Calidris (Calidris) canutus rogersi,,Red Knot (ssp. Rogersi),,Endangered,added
Calidris falcinellus,,Calidris (Calidris) falcinellus,,Broad-billed Sandpiper,,Migratory,added
Calidris falcinellus falcinellus,,Calidris (Calidris) falcinellus,,Broad-billed Sandpiper,,Migratory,added
Calidris falcinellus sibirica,,Calidris (Calidris) falcinellus sibirica,,,,Migratory,added
Calidris pugnax,,Calidris pugnax,,Ruff,,Migratory,added
Cecropis daurica japonica,,HIRUNDINIDAE,,Swallows And Martins,,Migratory,added
Chaeropus ecaudatus occidentalis,,Chaeropus ecaudatus occidentalis,,,,Extinct,added
Chaeropus yirratji,,Chaeropus yirratji,,Yirratji,,Extinct,added
Charadrius dubius curonicus,,Charadrius (Charadrius) dubius,,Little Ringed Plover,,Migratory,added
Charadrius leschenaultii leschenaultii,,Charadrius (Charadrius) leschenaultii leschenaultii,,Greater Sand Plover,,Vulnerable,added
Charadrius mongolus mongolus,,Charadrius (Charadrius) mongolus mongolus,,Lesser Sand Plover,,Endangered,added
Chloebia gouldiae,,Chloebia gouldiae,,Gouldian Finch,,"Priority 4: Rare, Near Threatened",added
Crenadactylus tuberculatus,,Crenadactylus tuberculatus,,Cape Range Clawless Gecko,,Priority 2: Poorly-known species,added
Dasyurus geoffroii fortis,,Dasyurus geoffroii fortis,,,,Vulnerable,added
Diomedea amsterdamensis,,Diomedea amsterdamensis,,Amsterdam Albatross,,Critically Endangered,added
Diomedea antipodensis antipodensis,,Diomedea antipodensis antipodensis,,,,IA,added
Draculoides anachoretus,,Draculoides anachoretus,,,,Vulnerable,added
Draculoides bythius,,Draculoides bythius,,,,Vulnerable,added
Draculoides gnophicola,,Draculoides gnophicola,,,,Vulnerable,added
Draculoides kryptus,,Draculoides kryptus,,,,Vulnerable,added
Falco peregrinus japonensis,,Falco (Hierofalco) peregrinus,,Duck Hawk,,Other Specially Protected,added
Falco peregrinus macropus,,Falco (Hierofalco) peregrinus macropus,,Peregrine Falcon,,Other Specially Protected,added
Fregata ariel ariel,,Fregata ariel ariel,,,,Migratory,added
Gelochelidon nilotica [nilotica],,Gelochelidon,,,,Migratory,added
Gelochelidon nilotica affinis,,Gelochelidon nilotica affinis,,,,Migratory,added
Hirundapus caudacutus caudacutus,,Hirundapus caudacutus caudacutus,,White-throated Needletail,,Migratory,added
Hirundo rustica gutturalis,,Hirundo (Hirundo) rustica gutturalis,,,,Migratory,added
Hirundo rustica tytleri,,Hirundo (Hirundo) rustica,,Barn Swallow,,Migratory,added
Ixobrychus eurhythmus,,ARDEIDAE,,Herons And Bitterns,,IA,added
Ixobrychus flavicollis australis,,Ixobrychus flavicollis australis,,,,Priority 2: Poorly-known species,added
Lagorchestes hirsutus (Central Australia),,Lagorchestes hirsutus Central Australian subspecies,,Mala,,Endangered,added
Limosa lapponica anadyrensis,,Limosa lapponica anadyrensis,,,,Migratory,added
Limosa lapponica lapponica,,Limosa lapponica,,Bar-tailed Godwit,,Migratory,added
Limosa limosa melanuroides,,Limosa limosa melanuroides,,Black-tailed Godwit,,Migratory,added
Malurus assimilis bernieri,,Malurus (Leggeornis) assimilis bernieri,,,,Vulnerable,added
Megaptera novaeangliae australis,,Megaptera novaeangliae australis,,Southern Humpback Whale,,Conservation Dependent,added
Mobula alfredi,,Mobula alfredi,,Coastal Manta Ray,,Migratory,added
Mobula birostris,,Mobula birostris,,Giant Manta Ray,,Migratory,added
Mobula eregoodoo,,Mobula eregoodoo,,Pygmy Devilray,,Migratory,added
Motacilla cinerea cinerea,,Motacilla (Calobates) cinerea,,Grey Wagtail,,Migratory,added
Myrmecobius fasciatus fasciatus,,Myrmecobius fasciatus fasciatus,,,,Endangered,added
Ninox connivens connivens,,Ninox (Hieracoglaux) connivens connivens,,Barking Owl (southwest Subpop.),,Priority 3: Poorly-known species,added
Numenius phaeopus variegatus,,Numenius (Phaeopus) phaeopus variegatus,,Asiatic Whimbrel,,Migratory,added
Oceanites oceanicus oceanicus,,Oceanites oceanicus oceanicus,,,,Migratory,added
Oceanodroma matsudariae,,Hydrobates,,,,Migratory,added
Oceanodroma monorhis,,Hydrobates monorhis,,Swinhoe's Storm-petrel,,Migratory,added
Onychoprion anaethetus anaethetus,,Onychoprion anaethetus anaethetus,,,,Migratory,added
Ozimops cobourgianus,,Ozimops cobourgianus,,North-western Free-tailed Bat,,Priority 1: Poorly-known species,added
Petrogale lateralis (MacDonnell Ranges),,Petrogale lateralis,,Black-footed Rock-wallaby,,Vulnerable,added
Petrogale lateralis (West Kimberley),,Petrogale lateralis,,Black-footed Rock-wallaby,,Endangered,added
Pezoporus wallicus flaviventris,,Pezoporus flaviventris,,Kyloring,,Critically Endangered,added
Phaps elegans (Abrolhos subpop.),,Phaps elegans (Abrolhos subpop.),,Brush Bronzewing (abrolhos Subpop.),,"Priority 4: Rare, Near Threatened",added
Pletholax edelensis,,Pletholax,,,,Priority 3: Poorly-known species,added
Pluvialis squatarola squatarola,,Pluvialis squatarola squatarola,,,,Migratory,added
Pseudomys gouldii,,Pseudomys gouldii,,Koontin,,Vulnerable,added
Rhinonicteris aurantia (Pilbara),,Rhinonicteris aurantia,,Orange Leaf-nosed Bat,,Vulnerable,added
Stenella attenuata attenuata,,Stenella attenuata,,Pantropical Spotted Dolphin,,Migratory,added
Stenella longirostris roseiventris,,Stenella longirostris roseiventris,,Dwarf Spinner Dolphin,,"Priority 4: Rare, Near Threatened",added
Sterna dougallii bangsi,,Sterna (Sterna) dougallii bangsi,,,,Migratory,added
Sterna dougallii gracilis,,Sterna (Sterna) dougallii gracilis,,,,Migratory,added
Sterna hirundo hirundo,,Sterna hirundo hirundo (Western Palearctic populations),,Atlantic Common Tern,,Migratory,added
Sterna hirundo longipennis,,Sterna (Sterna) hirundo longipennis,,Common Tern,,Migratory,added
Sterna hirundo minussensis,,Sterna (Sterna) hirundo,,Common Tern,,Migratory,added
Sula dactylatra personata,,Sula dactylatra personata,,Masked (blue-faced) Booby,,Migratory,added
Sula leucogaster plotus,,Sula leucogaster plotus,,Brown Booby,,Migratory,added
"Teyl sp (BY Main 1953/2683, 1984/13)",,Teyl,,,,Critically Endangered,added
Teyl sp. MYG693,,Teyl,,,,Critically Endangered,added
Zanda baudinii,,Zanda baudinii,,Baudin's Black-cockatoo,,Endangered,added
Zanda latirostris,,Zanda latirostris,,Short-billed Black-cockatoo,,Endangered,added
Acacia eremophila var. variabilis,Acacia eremophila var. variabilis,,,,Priority 3: Poorly-known species,,removed
Acacia sp. Cockburn Range (R. Pullen 10. 763),Acacia sp. Cockburn Range (R.Pullen 10.763),,,,Priority 3: Poorly-known species,,removed
Acacia sp. Southern Cross (G. Cockerton et al. WB 38518),Acacia sp. Southern Cross (G.Cockerton et al. WB 38518),,,,Priority 1: Poorly-known species,,removed
Alyogyne sp. Hyden (G.S. Durell GD 127) PN,Alyogyne sp. Hyden (G.S.Durell GD127),,,,Priority 1: Poorly-known species,,removed
