taxonID,scientificName,vernacularName,scientificNameAuthority,primaryDiscipline,establishmentMeans,taxonRank,speciesGroup,ffgactstatus,epbcactStatus,vicadvisorystatus,restrictedFlag,modified,extractDate,status,sourceStatus
504996,Thelymitra longiloba,Marsh Sun-orchid,D.L. Jones & M.A. Clem.,Flora,,species,Monocotyledons,Critically Endangered,,Endangered,,2014-02-18,2023-01-16,Critically Endangered,Critically Endangered
505913,Thelymitra lucida,Glistening Sun-orchid,Jeanes,Flora,,species,Monocotyledons,Endangered,,Endangered,,2010-09-16,2023-01-16,Endangered,Endangered
503375,Thelymitra luteocilium,Fringed Sun-orchid,Fitzg.,Flora,,species,Monocotyledons,Vulnerable,,Rare,,2012-04-03,2023-01-16,Vulnerable,Vulnerable
503376,Thelymitra mackibbinii,Brilliant Sun-orchid,F. Muell.,Flora,,species,Monocotyledons,Critically Endangered,Vulnerable,Endangered,rest,2019-01-18,2023-01-16,Critically Endangered,Critically Endangered
503374,Thelymitra malvina,Mauve-tuft Sun-orchid,"M.A. Clem., D.L. Jones & Molloy",Flora,,species,Monocotyledons,Endangered,,Vulnerable,,2010-09-16,2023-01-16,Endangered,Endangered
503378,Thelymitra matthewsii,Spiral Sun-orchid,Cheeseman,Flora,,species,Monocotyledons,Endangered,Vulnerable,Vulnerable,,2012-04-04,2023-01-16,Endangered,Endangered
903835,Thelymitra orientalis,Slender Plum-orchid,R.J. Bates,Flora,,species,Monocotyledons,Critically Endangered,,,,2018-11-20,2023-01-16,Critically Endangered,Critically Endangered
504009,Thelymitra pallidiflora,Pallid Sun-orchid,Jeanes,Flora,,species,Monocotyledons,Critically Endangered,,Endangered,,2014-02-18,2023-01-16,Critically Endangered,Critically Endangered
507630,Thelymitra reflexa,Gaping Sun-orchid,Jeanes,Flora,,species,Monocotyledons,Critically Endangered,,Endangered,,2010-09-16,2023-01-16,Critically Endangered,Critically Endangered
504015,Thelymitra simulata,Graceful Sun-orchid,D.L. Jones & M.A. Clem.,Flora,,species,Monocotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
503386,Thelypteris confluens,Swamp Fern,(Thunb.) C.V. Morton,Flora,,species,Fern and allies,Critically Endangered,,Endangered,,2016-05-05,2023-01-16,Critically Endangered,Critically Endangered
503389,Thesium australe,Austral Toad-flax,R. Br.,Flora,,species,Dicotyledons,Endangered,Vulnerable,Vulnerable,,2010-09-16,2023-01-16,Endangered,Endangered
503390,Thismia rodwayi,Fairy Lanterns,F. Muell.,Flora,,species,Monocotyledons,Endangered,,Vulnerable,,2017-11-22,2023-01-16,Endangered,Endangered
503392,Thomasia petalocalyx,Paper Flower,F. Muell.,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
503395,Thryptomene calycina,Grampians Thryptomene,(Lindl.) Stapf,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
503396,Thryptomene micrantha,Ribbed Thryptomene,Hook. f.,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
506774,Thuidium cymbifolium,Eastern Weft-moss,(Dozy & Molkenboer) Dozy & Molkenboer,Flora,,species,Mosses,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
506773,Thuidium laeviusculum s.s.,Forest Weft-moss,(W. Mitten) A. Jaeger,Flora,,species,Mosses,Endangered,,Vulnerable,,2010-09-16,2023-01-16,Endangered,Endangered
503403,Tmesipteris elongata,Slender Fork-fern,P.A. Dang.,Flora,,species,Fern and allies,Critically Endangered,,Vulnerable,,2010-09-16,2023-01-16,Critically Endangered,Critically Endangered
503404,Tmesipteris ovata,Oval Fork-fern,N.A. Wakef.,Flora,,species,Fern and allies,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
503405,Tmesipteris parva,Small Fork-fern,N.A. Wakef.,Flora,,species,Fern and allies,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
506719,Trachyloma planifolium,Trachyloma,(Hedwig) Brid.,Flora,,species,Mosses,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
507719,Trachymene composita var. robertsonii,Dergholm Trachymene,(Domin) J.M. Hart,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2010-09-16,2023-01-16,Endangered,Endangered
505003,Trachymene humilis subsp. breviscapa,Alpine Trachymene,(Domin) P.S. Short,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
505004,Trachymene humilis subsp. humilis,Alpine Trachymene,(Hook. f.) Benth.,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
503412,Trachymene thysanocarpa,Mallee Trachymene,J.M. Hart,Flora,,species,Dicotyledons,Vulnerable,,Rare,,2010-09-16,2023-01-16,Vulnerable,Vulnerable
503418,Tragus australianus,Small Burr-grass,S.T. Blake,Flora,Native but some stands may be alien,species,Monocotyledons,Endangered,,Rare,,2022-02-25,2023-01-16,Endangered,Endangered
503419,Trema tomentosa var. aspera,Peach-leaf Poison-bush,(Brongn.) Hewson,Flora,,species,Dicotyledons,Extinct,,Presumed extinct,,2013-04-08,2023-01-16,Extinct,Extinct
506724,Treubia tasmanica,Treubia,R.M. Schust. & G.A.M. Scott,Flora,,species,Liverworts,Critically Endangered,,Endangered,,2010-09-16,2023-01-16,Critically Endangered,Critically Endangered
506826,Triandrophyllum subtrifidum,Variable Gondwanawort,(Hook. f. & Taylor) Fulford & Hatcher,Flora,,species,Liverworts,Critically Endangered,,Endangered,,2014-09-26,2023-01-16,Critically Endangered,Critically Endangered
507744,Trianthema triquetrum,Red Spinach,Willd.,Flora,,species,Dicotyledons,Critically Endangered,,Endangered,,2021-05-07,2023-01-16,Critically Endangered,Critically Endangered
501476,Trichanthodium baracchianum,Dwarf Yellow-heads,(Ewart & Jean White) P.S. Short,Flora,,species,Dicotyledons,Endangered,Vulnerable,Vulnerable,,2018-10-30,2023-01-16,Endangered,Endangered
501478,Trichanthodium skirrophorum,Woolly Yellow-heads,Sond. & F. Muell.,Flora,,species,Dicotyledons,Vulnerable,,Vulnerable,,2016-10-13,2023-01-16,Vulnerable,Vulnerable
506726,Trichocolea rigida,Montane Woollywort,R.M. Schust.,Flora,,species,Liverworts,Critically Endangered,,Rare,,2022-05-30,2023-01-16,Critically Endangered,Critically Endangered
506683,Tricholepidozia pulcherrima var. mooreana,Silky Threadwort,(Steph.) E.D. Cooper,Flora,,species,Liverworts,Critically Endangered,,Vulnerable,,2021-02-18,2023-01-16,Critically Endangered,Critically Endangered
503445,Triglochin hexagona,Six-point Arrowgrass,J.M. Black,Flora,,species,Monocotyledons,Endangered,,Vulnerable,,2010-09-16,2023-01-16,Endangered,Endangered
503446,Triglochin minutissima,Tiny Arrowgrass,F. Muell.,Flora,,species,Monocotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
503447,Triglochin mucronata,Prickly Arrowgrass,R. Br.,Flora,,species,Monocotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
505510,Triglochin trichophora,Torpedo Arrowgrass,Nees,Flora,,species,Monocotyledons,Critically Endangered,,Endangered,,2017-11-22,2023-01-16,Critically Endangered,Critically Endangered
503452,Trigonella suavissima,Sweet Fenugreek,Lindl.,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
503455,Tripogonella loliiformis,Rye Beetle-grass,(F. Muell.) P.M. Peterson & Romasch.,Flora,,species,Monocotyledons,Endangered,,Rare,,2018-10-19,2023-01-16,Endangered,Endangered
503456,Triraphis mollis,Needle Grass,R. Br.,Flora,,species,Monocotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
503463,Trochocarpa clarkei,Lilac Berry,(F. Muell.) F. Muell.,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
507593,Usnea acromelana,Black-beard Lichen,Stirton,Flora,,species,Lichens,Critically Endangered,,Endangered,,2019-09-04,2023-01-16,Critically Endangered,Critically Endangered
505223,Utricularia gibba,Floating Bladderwort,L.,Flora,Native but some stands may be alien,species,Dicotyledons,Endangered,,Vulnerable,,2021-05-07,2023-01-16,Endangered,Endangered
503481,Utricularia monanthos,Tasmanian Bladderwort,Hook. f.,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2016-10-13,2023-01-16,Endangered,Endangered
503482,Utricularia violacea,Violet Bladderwort,R. Br.,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
504041,Veronica hillebrandii,Coast Speedwell,F. Muell.,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2010-09-16,2023-01-16,Endangered,Endangered
503508,Veronica nivea,Milfoil Speedwell,Lindl.,Flora,,species,Dicotyledons,Endangered,,Rare,,2018-05-16,2023-01-16,Endangered,Endangered
505793,Viola X zophodes,Dark Violet,K.R. Thiele & Prober,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
505874,Viola betonicifolia subsp. novaguineensis,Floodplain Violet,D.M. Moore,Flora,,species,Dicotyledons,Endangered,,Rare,,2018-03-21,2023-01-16,Endangered,Endangered
503527,Viola caleyana,Swamp Violet,G. Don,Flora,,species,Dicotyledons,Vulnerable,,Rare,,2010-09-16,2023-01-16,Vulnerable,Vulnerable
505057,Viola fuscoviolacea,Dusky Violet,(L.G. Adams) T.A. James,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
505059,Viola sieberiana s.s.,Tiny Violet,Spreng.,Flora,,species,Dicotyledons,Endangered,,Rare,,2021-04-22,2023-01-16,Endangered,Endangered
503534,Vittadinia blackii,Western New Holland Daisy,N.T. Burb.,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2010-09-16,2023-01-16,Endangered,Endangered
503536,Vittadinia condyloides,Club-hair New Holland Daisy,N.T. Burb.,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
505068,Vittadinia cuneata var. hirsuta,Fuzzy New Holland Daisy,N.T. Burb.,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
505060,Vittadinia cuneata var. morrisii,Fuzzy New Holland Daisy,N.T. Burb.,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
503540,Vittadinia megacephala,Giant New Holland Daisy,(F. Muell. ex Benth.) J.M. Black,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2016-10-13,2023-01-16,Endangered,Endangered
503542,Vittadinia pterochaeta,Winged New Holland Daisy,(F. Muell. ex Benth.) J.M. Black,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2018-07-10,2023-01-16,Endangered,Endangered
528765,Vittadinia pustulata,Warty New Holland Daisy,N.T. Burb.,Flora,,species,Dicotyledons,Critically Endangered,,Endangered,,2017-11-22,2023-01-16,Critically Endangered,Critically Endangered
503543,Vittadinia tenuissima,Delicate New Holland Daisy,(Benth.) J.M. Black,Flora,,species,Dicotyledons,Vulnerable,,Rare,,2010-09-16,2023-01-16,Vulnerable,Vulnerable
503552,Wahlenbergia densifolia,Fairy Bluebell,Lothian,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2010-09-16,2023-01-16,Endangered,Endangered
504064,Wahlenbergia planiflora subsp. planiflora,Flat Bluebell,P.J. Sm.,Flora,,species,Dicotyledons,Vulnerable,,Vulnerable,,2016-10-13,2023-01-16,Vulnerable,Vulnerable
504060,Wahlenbergia tumidifructa,Mallee Annual-bluebell,P.J. Sm.,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
503567,Westringia crassifolia,Whipstick Westringia,N.A. Wakef.,Flora,,species,Dicotyledons,Endangered,Endangered,Endangered,,2010-09-16,2023-01-16,Endangered,Endangered
503568,Westringia cremnophila,Snowy River Westringia,N.A. Wakef.,Flora,,species,Dicotyledons,Endangered,Vulnerable,Vulnerable,,2010-09-16,2023-01-16,Endangered,Endangered
503570,Westringia glabra,Violet Westringia,R. Br.,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
504062,Westringia lucida,Shining Westringia,B. Boivin,Flora,,species,Dicotyledons,Critically Endangered,,Vulnerable,,2010-09-16,2023-01-16,Critically Endangered,Critically Endangered
503572,Westringia senifolia,Alpine Westringia,F. Muell.,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
503576,Wittsteinia vacciniacea,Baw Baw Berry,F. Muell.,Flora,,species,Dicotyledons,Vulnerable,,Rare,,2010-09-16,2023-01-16,Vulnerable,Vulnerable
503580,Wurmbea biglandulosa subsp. biglandulosa,Glandular Early Nancy,(R. Br.) T.D. Macfarl.,Flora,,species,Monocotyledons,Endangered,,Rare,,2012-02-06,2023-01-16,Endangered,Endangered
503583,Wurmbea uniflora,One-flower Early Nancy,(R. Br.) T.D. Macfarl.,Flora,,species,Monocotyledons,Vulnerable,,Rare,,2012-02-06,2023-01-16,Vulnerable,Vulnerable
507594,Xanthoparmelia suberadicata,Underdark Sheild,(Abbayes) Hale,Flora,,species,Lichens,Endangered,,Endangered,,2020-01-10,2023-01-16,Endangered,Endangered
505088,Xanthorrhoea caespitosa,Tufted Grass-tree,D.J. Bedford,Flora,,species,Monocotyledons,Vulnerable,,Rare,,2017-11-22,2023-01-16,Vulnerable,Vulnerable
507229,Xanthorrhoea glauca subsp. angustifolia,Grey Grass-tree,D.J. Bedford,Flora,,species,Monocotyledons,Critically Endangered,,Endangered,,2018-11-26,2023-01-16,Critically Endangered,Critically Endangered
504562,Xanthosia leiophylla,Parsley Xanthosia,F. Muell. ex Klatt.,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
505649,Xanthosia stellata,Star Xanthosia,J.M. Hart & Henwood,Flora,,species,Dicotyledons,Critically Endangered,,Vulnerable,,2016-10-13,2023-01-16,Critically Endangered,Critically Endangered
504088,Xanthosia tasmanica,Southern Xanthosia,Domin,Flora,,species,Dicotyledons,Endangered,,Rare,,2016-01-05,2023-01-16,Endangered,Endangered
503763,Xerochrysum palustre,Swamp Everlasting,(Flann) R.J. Bayer,Flora,,species,Dicotyledons,Critically Endangered,Vulnerable,Vulnerable,,2010-09-16,2023-01-16,Critically Endangered,Critically Endangered
505425,Xerochrysum papillosum,Island Everlasting,(Labill.) R.J. Bayer,Flora,,species,Dicotyledons,Critically Endangered,,Rare,,2016-07-21,2023-01-16,Critically Endangered,Critically Endangered
503596,Xyris juncea,Dwarf Yellow-eye,R. Br.,Flora,,species,Monocotyledons,Critically Endangered,,Vulnerable,,2010-09-16,2023-01-16,Critically Endangered,Critically Endangered
517643,Zannichellia palustris,Horned Pondweed,L.,Flora,,species,Monocotyledons,Critically Endangered,,Endangered,,2019-03-04,2023-01-16,Critically Endangered,Critically Endangered
503602,Zieria aspalathoides subsp. aspalathoides,Whorled Zieria,A. Cunn. ex Benth.,Flora,,species,Dicotyledons,Endangered,,Vulnerable,,2016-10-18,2023-01-16,Endangered,Endangered
503603,Zieria cytisoides,Downy Zieria,Sm.,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
504513,Zieria littoralis,Dwarf Zieria,J.A. Armstr.,Flora,,species,Dicotyledons,Critically Endangered,,Vulnerable,,2010-09-16,2023-01-16,Critically Endangered,Critically Endangered
503606,Zieria oreocena,Grampians Zieria,J.A. Armstr.,Flora,,species,Dicotyledons,Endangered,,Rare,,2019-03-04,2023-01-16,Endangered,Endangered
503604,Zieria robusta,Round-leaf Zieria,Maiden & Betche,Flora,,species,Dicotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
503605,Zieria smithii,Sandfly Zieria,Jacks.,Flora,,species,Dicotyledons,Endangered,,Rare,,2020-11-26,2023-01-16,Endangered,Endangered
503607,Zieria veronicea subsp. veronicea,Pink Zieria,(F. Muell.) Benth.,Flora,,species,Dicotyledons,Endangered,,Rare,,2020-11-26,2023-01-16,Endangered,Endangered
503610,Zoysia macrantha subsp. walshii,Walsh's Couch,M.E. Nightingale,Flora,,species,Monocotyledons,Endangered,,Rare,,2010-09-16,2023-01-16,Endangered,Endangered
15250,Amphiura (Amphiura) trisacantha,Brittle Star species,"Clark, 1928",Marine,,species,Marine invertebrates,Endangered,,Vulnerable,,2017-06-06,2023-01-16,Endangered,Endangered
15251,Apsolidium densum,Sea Cucumber 5251,"O'Loughlin & O'Hara, 1992",Marine,,species,Marine invertebrates,Endangered,,Vulnerable,,2022-04-07,2023-01-16,Endangered,Endangered
19071,Apsolidium falconerae,Sea-cucumber,"O'Loughlin, 2007",Marine,,species,Marine invertebrates,Critically Endangered,,Vulnerable,,2017-06-06,2023-01-16,Critically Endangered,Critically Endangered
15252,Apsolidium handrecki,Sea Cucumber 5052,"O'Loughlin & O'Hara, 1992",Marine,,species,Marine invertebrates,Endangered,,Vulnerable,,2022-04-07,2023-01-16,Endangered,Endangered
11543,Arctophoca forsteri,Long-nosed Fur Seal,"(Lesson, 1828)",Marine,,species,Mammals,Vulnerable,,Vulnerable,,2018-10-10,2023-01-16,Vulnerable,Vulnerable
15096,Australomedusa baylii,Brackish Jellyfish,"Russell, 1970",Marine,,species,Marine invertebrates,Endangered,,Vulnerable,,2017-05-31,2023-01-16,Endangered,Endangered
11567,Balaenoptera musculus,Blue Whale,"(Linnaeus, 1758)",Marine,,species,Mammals,Endangered,Endangered,Critically endangered,,2018-10-03,2023-01-16,Endangered,Endangered
15254,Bassethullia glypta,Chiton 5254,"(Sykes, 1896) ",Marine,,species,Marine invertebrates,Critically Endangered,,Vulnerable,,2022-04-07,2023-01-16,Critically Endangered,Critically Endangered
14301,Carcharias taurus,Grey Nurse Shark,,Marine,,species,Fish,Critically Endangered,Critically Endangered,Data deficient,,2018-11-08,2023-01-16,Critically Endangered,Critically Endangered
14300,Carcharodon carcharias,Great White Shark,,Marine,,species,Fish,Endangered,Vulnerable,Vulnerable,,2010-12-02,2023-01-16,Endangered,Endangered
15257,Clarkcoma australis,Brittle Star species,"Clark, 1928",Marine,,species,Invertebrates,Critically Endangered,,Vulnerable,,2021-06-16,2023-01-16,Critically Endangered,Critically Endangered
12013,Dermochelys coriacea,Leathery Turtle,,Marine,,species,Reptiles,Critically Endangered,Endangered,Critically endangered,,2013-03-28,2023-01-16,Critically Endangered,Critically Endangered
11561,Eubalaena australis,Southern Right Whale,"(Desmoulins, 1822)",Marine,,species,Mammals,Endangered,Endangered,Critically endangered,,2018-10-03,2023-01-16,Endangered,Endangered
4689,Lovettia sealii,Australian Whitebait,"(Johnston, 1883)",Marine,,species,Fish,Critically Endangered,,Critically endangered,,2017-11-01,2023-01-16,Critically Endangered,Critically Endangered
11575,Megaptera novaeangliae australis,Southern Humpback Whale,"(Lesson, 1828)",Marine,,species,Mammals,Critically Endangered,,Vulnerable,,2022-03-07,2023-01-16,Critically Endangered,Critically Endangered
15258,Pentocnus bursatus,Sea Cucumber (species 5258),"O'Loughlin & O'Hara, 1993",Marine,,species,Marine invertebrates,Critically Endangered,,Vulnerable,,2022-04-07,2023-01-16,Critically Endangered,Critically Endangered
15048,Platydoris galbana,Sea slug,"Burn, 1958",Marine,,species,Marine invertebrates,Endangered,,Vulnerable,,2010-12-02,2023-01-16,Endangered,Endangered
15162,Ralpharia coccinea,Stalked Hydroid species,"Watson, 1984",Marine,,species,Sea fans/corals,Critically Endangered,,Vulnerable,,2013-12-19,2023-01-16,Critically Endangered,Critically Endangered
903743,Rhodope rousei,Marine opisthobranch,,Marine,,species,Marine invertebrates,Critically Endangered,,Vulnerable,,2021-06-16,2023-01-16,Critically Endangered,Critically Endangered
15260,Rowedota shepherdi,Sea-cucumber species,"(Rowe, 1976)",Marine,,species,Marine invertebrates,Critically Endangered,,Vulnerable,,2021-03-17,2023-01-16,Critically Endangered,Critically Endangered
5067,Seriolella brama,Blue Warehou,"(GÃ¼nther, 1860)",Marine,,species,Fish,Conservation Dependent,Conservation Dependent,,,2022-08-09,2023-01-16,Conservation Dependent,Conservation Dependent
525158,Sphyrna lewini,Scalloped Hammerhead,"(Griffith & Smith, 1834)",Marine,,species,Fish,Conservation Dependent,Conservation Dependent,,,2022-08-09,2023-01-16,Conservation Dependent,Conservation Dependent
14207,Thunnus maccoyii,Southern Bluefin Tuna,,Marine,,species,Fish,Conservation Dependent,Conservation Dependent,,,2022-08-09,2023-01-16,Conservation Dependent,Conservation Dependent
15259,Thyone nigra,Sea-cucumber species,"Joshua & Creed, 1915",Marine,,species,Marine invertebrates,Endangered,,Vulnerable,,2010-12-02,2023-01-16,Endangered,Endangered
11617,Tursiops australis,Burrunan Dolphin,Charlton-Robb et al. 2011,Marine,,species,Mammals,Critically Endangered,,Endangered,,2018-10-03,2023-01-16,Critically Endangered,Critically Endangered
10482,Acanthiza iredalei hedleyi,Slender-billed Thornbill (Lowan Mallee),,Terrestrial fauna,,species,Passerine birds,Endangered,,Near threatened,,2018-10-18,2023-01-16,Endangered,Endangered
12640,Acanthophis antarcticus,Common Death Adder,,Terrestrial fauna,,species,Reptiles,Critically Endangered,,Data deficient,,2010-12-02,2023-01-16,Critically Endangered,Critically Endangered
10220,Accipiter novaehollandiae,Grey Goshawk,,Terrestrial fauna,,species,Other Non-passerine birds,Endangered,,Vulnerable,,2018-10-16,2023-01-16,Endangered,Endangered
15006,Acrodipsas brisbanensis,Large Ant Blue Butterfly,"(Miskin, 1884)",Terrestrial fauna,,species,Invertebrates,Endangered,,Endangered,,2010-12-02,2023-01-16,Endangered,Endangered
15007,Acrodipsas myrmecophila,Small Ant Blue Butterfly,"(Waterhouse & Lyell, 1913)",Terrestrial fauna,,species,Invertebrates,Endangered,,Critically endangered,,2010-12-02,2023-01-16,Endangered,Endangered
10157,Actitis hypoleucos,Common Sandpiper,,Terrestrial fauna,,species,Waders,Vulnerable,,Vulnerable,,2014-06-24,2023-01-16,Vulnerable,Vulnerable
11187,Aepyprymnus rufescens,Rufous Bettong,"(J.Gray, 1837)",Terrestrial fauna,,species,Mammals,Extinct,,Regionally extinct,,2018-10-03,2023-01-16,Extinct,Extinct
15204,Allocharopa erskinensis,Land Snail,"(Gabriel, 1930)",Terrestrial fauna,,species,Invertebrates,Vulnerable,,Vulnerable,,2010-12-02,2023-01-16,Vulnerable,Vulnerable
10199,Anseranas semipalmata,Magpie Goose,,Terrestrial fauna,,species,Other Non-passerine birds,Vulnerable,,Near threatened,,2010-08-17,2023-01-16,Vulnerable,Vulnerable
11034,Antechinus minimus maritimus,Swamp Antechinus,"(Finlayson, 1958)",Terrestrial fauna,,species,Mammals,Vulnerable,Vulnerable,Near threatened,,2018-10-03,2023-01-16,Vulnerable,Vulnerable
10603,Anthochaera phrygia,Regent Honeyeater,,Terrestrial fauna,,species,Passerine birds,Critically Endangered,Critically Endangered,Critically endangered,,2015-07-24,2023-01-16,Critically Endangered,Critically Endangered
10177,Antigone rubicunda,Brolga,"(Perry, 1810)",Terrestrial fauna,,species,Other Non-passerine birds,Endangered,,Vulnerable,,2019-12-13,2023-01-16,Endangered,Endangered
15263,Antipodia atralba,Diamond Sand-skipper Butterfly,"(Tepper, 1882)",Terrestrial fauna,,species,Invertebrates,Vulnerable,,Endangered,,2010-12-02,2023-01-16,Vulnerable,Vulnerable
12141,Aprasia aurita,Mallee Worm-Lizard,,Terrestrial fauna,,species,Reptiles,Endangered,,Vulnerable,rest,2018-08-03,2023-01-16,Endangered,Endangered
12144,Aprasia parapulchella,Pink-tailed Worm-Lizard,,Terrestrial fauna,,species,Reptiles,Endangered,Vulnerable,Endangered,rest,2018-08-03,2023-01-16,Endangered,Endangered
12150,Aprasia striolata,Striped Worm-Lizard,,Terrestrial fauna,,species,Reptiles,Endangered,,Near threatened,,2010-09-16,2023-01-16,Endangered,Endangered
15205,Arachnocampa (Lucifera) buffaloensis,Mt Buffalo Glow-worm,"Baker, 2010",Terrestrial fauna,,species,Invertebrates,Critically Endangered,,Vulnerable,,2016-09-27,2023-01-16,Critically Endangered,Critically Endangered
10187,Ardea alba modesta,Eastern Great Egret,,Terrestrial fauna,,species,Other Non-passerine birds,Vulnerable,,Vulnerable,,2019-12-06,2023-01-16,Vulnerable,Vulnerable
10186,Ardea intermedia plumifera,Plumed Egret,,Terrestrial fauna,,species,Other Non-passerine birds,Critically Endangered,,Endangered,,2020-07-01,2023-01-16,Critically Endangered,Critically Endangered
10176,Ardeotis australis,Australian Bustard,,Terrestrial fauna,,species,Other Non-passerine birds,Critically Endangered,,Critically endangered,,2010-12-02,2023-01-16,Critically Endangered,Critically Endangered
10129,Arenaria interpres,Ruddy Turnstone,,Terrestrial fauna,,species,Waders,Endangered,,Vulnerable,,2013-04-29,2023-01-16,Endangered,Endangered
75154,Austropyrgus grampianensis,Dairy Creek Austropyrgus Snail,"(Gabriel, 1939)",Terrestrial fauna,,species,Aquatic inverts,Critically Endangered,,Critically endangered,rest,2010-12-02,2023-01-16,Critically Endangered,Critically Endangered
10215,Aythya australis,Hardhead,,Terrestrial fauna,,species,Other Non-passerine birds,Vulnerable,,Vulnerable,,2010-12-02,2023-01-16,Vulnerable,Vulnerable
11182,Bettongia gaimardi gaimardi,Eastern Bettong,"(Desmarest, 1822)",Terrestrial fauna,,species,Mammals,Extinct,Extinct,Presumed extinct,,2018-10-10,2023-01-16,Extinct,Extinct
61181,Bettongia penicillata penicillata,Brush-tailed Bettong (eastern subspecies),"J. Gray, 1837",Terrestrial fauna,,species,Mammals,Extinct,Extinct,Presumed extinct,,2018-10-10,2023-01-16,Extinct,Extinct
10217,Biziura lobata,Musk Duck,,Terrestrial fauna,,species,Other Non-passerine birds,Vulnerable,,Vulnerable,,2010-12-02,2023-01-16,Vulnerable,Vulnerable
10197,Botaurus poiciloptilus,Australasian Bittern,,Terrestrial fauna,,species,Other Non-passerine birds,Critically Endangered,Endangered,Endangered,,2013-02-22,2023-01-16,Critically Endangered,Critically Endangered
10174,Burhinus grallarius,Bush Stone-curlew,,Terrestrial fauna,,species,Other Non-passerine birds,Critically Endangered,,Endangered,,2014-02-19,2023-01-16,Critically Endangered,Critically Endangered
11156,Burramys parvus,Mountain Pygmy-possum,"Broom, 1895",Terrestrial fauna,,species,Mammals,Endangered,Endangered,Critically endangered,,2018-10-03,2023-01-16,Endangered,Endangered
10498,Calamanthus pyrrhopygius,Chestnut-rumped Heathwren,,Terrestrial fauna,,species,Passerine birds,Vulnerable,,Vulnerable,,2017-06-01,2023-01-16,Vulnerable,Vulnerable
10164,Calidris canutus,Red Knot,,Terrestrial fauna,,species,Waders,Endangered,Endangered,Endangered,,2016-05-24,2023-01-16,Endangered,Endangered
10161,Calidris ferruginea,Curlew Sandpiper,,Terrestrial fauna,,species,Waders,Critically Endangered,Critically Endangered,Endangered,,2019-04-04,2023-01-16,Critically Endangered,Critically Endangered
10165,Calidris tenuirostris,Great Knot,,Terrestrial fauna,,species,Waders,Critically Endangered,Critically Endangered,Endangered,,2016-05-24,2023-01-16,Critically Endangered,Critically Endangered
10264,Calyptorhynchus banksii graptogyne,Red-tailed Black-Cockatoo (south-eastern),,Terrestrial fauna,,species,Other Non-passerine birds,Endangered,Endangered,Endangered,breed,2018-10-17,2023-01-16,Endangered,Endangered
10265,Calyptorhynchus lathami,Glossy Black-Cockatoo,"(Temminck, 1807)",Terrestrial fauna,,species,Other Non-passerine birds,Critically Endangered,Vulnerable,Vulnerable,breed,2022-08-10,2023-01-16,Critically Endangered,Critically Endangered
