taxonRank,kingdom,class,order,family,genus,scientificName,specificEpithet,vernacularName,establishmentMeans,sourceStatus,protectedInNSW,sensitivityClass,tsprofileid,countryConservation,dcterms_modified,speciesID,taxonID,status
Species,Animalia,Mammalia,Diprotodonta,Vombatidae,Lasiorhinus,Lasiorhinus krefftii,krefftii,Northern Hairy-nosed Wombat,"Extinct in NSW, Native",Extinct,true,Not Sensitive,20190.0,Endangered,2012-08-05T13:29:13.003+10:00,2171,2171,Extinct
Species,Animalia,Mammalia,Diprotodonta,Burramyidae,Cercartetus,Cercartetus nanus,nanus,Eastern Pygmy-possum,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10155.0,Not Listed,2011-11-11T11:23:01+11:00,2173,2173,Vulnerable
Species,Animalia,Mammalia,Dasyuromorphia,Dasyuridae,Ningaui,Ningaui yvonneae,yvonneae,Southern Ningaui,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10560.0,Not Listed,2011-11-11T11:23:06+11:00,2180,2180,Vulnerable
Species,Animalia,Mammalia,Diprotodonta,Burramyidae,Cercartetus,Cercartetus concinnus,concinnus,Western Pygmy Possum,"Alive in NSW, Native",Endangered,true,Not Sensitive,10154.0,Not Listed,2011-11-11T11:23:01+11:00,2199,2199,Endangered
Species,Animalia,Aves,Columbiformes,Columbidae,Ptilinopus,Ptilinopus superbus,superbus,Superb Fruit-Dove,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10709.0,Not Listed,2011-11-11T11:23:08+11:00,2204,2204,Vulnerable
Species,Animalia,Mammalia,Peramelemorphia,Thylacomyidae,Macrotis,Macrotis lagotis,lagotis,Bilby,"Extinct in NSW, Native",Extinct,true,Not Sensitive,20189.0,Vulnerable,2012-08-05T13:29:13.003+10:00,2212,2212,Extinct
Species,Animalia,Mammalia,Diprotodonta,Phascolarctidae,Phascolarctos,Phascolarctos cinereus,cinereus,Koala,"Alive in NSW, Native",Endangered,true,Not Sensitive,10616.0,Endangered,2011-11-11T11:23:07+11:00,2214,2214,Endangered
Species,Animalia,Aves,Charadriiformes,Laridae,Sternula,Sternula albifrons,albifrons,Little Tern,"Alive in NSW, Native",Endangered,true,Not Sensitive,10769.0,Not Listed,2011-12-21T17:20:09.097+11:00,2218,2218,Endangered
Species,Animalia,Aves,Columbiformes,Columbidae,Ptilinopus,Ptilinopus magnificus,magnificus,Wompoo Fruit-Dove,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10707.0,Not Listed,2011-11-11T11:23:08+11:00,2221,2221,Vulnerable
Species,Animalia,Aves,Columbiformes,Columbidae,Ptilinopus,Ptilinopus regina,regina,Rose-crowned Fruit-Dove,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10708.0,Not Listed,2011-11-11T11:23:08+11:00,2226,2226,Vulnerable
Species,Animalia,Mammalia,Chiroptera,Vespertilionidae,Vespadelus,Vespadelus troughtoni,troughtoni,Eastern Cave Bat,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10829.0,Not Listed,2011-11-11T11:23:09+11:00,2229,2229,Vulnerable
Species,Animalia,Mammalia,Cetacea,Balaenidae,Eubalaena,Eubalaena australis,australis,Southern Right Whale,"Alive in NSW, Native",Endangered,true,Not Sensitive,10910.0,Endangered,2011-11-11T11:23:08+11:00,2230,2230,Endangered
Species,Animalia,Mammalia,Chiroptera,Molossidae,Micronomus,Micronomus norfolkensis,norfolkensis,Eastern Coastal Free-tailed Bat,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10544.0,Not Listed,2019-07-11T12:24:51.477+10:00,2231,2231,Vulnerable
Species,Animalia,Mammalia,Cetacea,Physeteridae,Physeter,Physeter macrocephalus,macrocephalus,Sperm Whale,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10916.0,Not Listed,2011-11-11T11:23:08+11:00,2241,2241,Vulnerable
Species,Animalia,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,Balaenoptera musculus,musculus,Blue Whale,"Alive in NSW, Native",Endangered,true,Not Sensitive,10905.0,Endangered,2011-11-11T11:23:08+11:00,2242,2242,Endangered
Species,Animalia,Amphibia,Anura,Hylidae,Litoria,Litoria littlejohni,littlejohni,Littlejohn's Tree Frog,"Alive in NSW, Native",Endangered,true,Not Sensitive,10488.0,Endangered,2011-12-22T14:58:22.833+11:00,2244,2244,Endangered
Species,Plantae,Flora,Flora,Apocynaceae,Tylophora,Tylophora woollsii,woollsii,Cryptic Forest Twiner,"Alive in NSW, Native",Endangered,false,Not Sensitive,10816.0,Endangered,2017-10-04T17:23:45.143+11:00,2396,2396,Endangered
Species,Plantae,Flora,Flora,Myrtaceae,Micromyrtus,Micromyrtus minutiflora,minutiflora,,"Alive in NSW, Native",Endangered,false,Not Sensitive,10529.0,Vulnerable,2017-10-04T17:35:18.11+11:00,2402,2402,Endangered
Species,Plantae,Flora,Flora,Asteraceae,Brachyscome,Brachyscome muelleroides,muelleroides,Claypan Daisy,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10107.0,Vulnerable,2017-10-04T17:40:31.18+11:00,2445,2445,Vulnerable
Species,Plantae,Flora,Flora,Thymelaeaceae,Pimelea,Pimelea bracteata,bracteata,,"Alive in NSW, Native",Critically Endangered,false,Not Sensitive,20364.0,Not Listed,2022-10-20T10:41:38.223+11:00,2453,2453,Critically Endangered
Species,Plantae,Flora,Flora,Polygonaceae,Persicaria,Persicaria elatior,elatior,Tall Knotweed,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10590.0,Vulnerable,2017-10-04T17:37:17.737+11:00,2473,2473,Vulnerable
Species,Plantae,Flora,Flora,Orchidaceae,Pterostylis,Pterostylis oreophila,oreophila,Blue-tongued Greenhood,"Alive in NSW, Native",Critically Endangered,true,Category 2,20059.0,Critically Endangered,2017-10-04T17:36:00.173+11:00,2549,2549,Critically Endangered
Species,Plantae,Flora,Flora,Juncaginaceae,Maundia,Maundia triglochinoides,triglochinoides,,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10511.0,Not Listed,2017-10-04T17:32:20.153+11:00,2579,2579,Vulnerable
Species,Plantae,Flora,Flora,Asteliaceae,Neoastelia,Neoastelia spectabilis,spectabilis,Silver Sword Lily,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10552.0,Vulnerable,2017-10-04T17:41:09.413+11:00,2580,2580,Vulnerable
Species,Plantae,Flora,Flora,Orchidaceae,Genoplesium,Genoplesium baueri,baueri,Bauer's Midge Orchid,"Alive in NSW, Native",Endangered,true,Category 2,10875.0,Endangered,2017-10-04T17:35:48.657+11:00,2587,2587,Endangered
Species,Plantae,Flora,Flora,Proteaceae,Banksia,Banksia conferta,conferta,,"Alive in NSW, Native",Critically Endangered,false,Category 2,20063.0,Not Listed,2021-10-22T13:19:08.207+11:00,2632,2632,Critically Endangered
Species,Plantae,Flora,Flora,Orchidaceae,Diuris,Diuris tricolor,tricolor,Pine Donkey Orchid,"Alive in NSW, Native",Vulnerable,true,Category 2,10243.0,Not Listed,2017-10-04T17:35:47.533+11:00,2646,2646,Vulnerable
Species,Plantae,Flora,Flora,Rubiaceae,Knoxia,Knoxia sumatrensis,sumatrensis,,"Extinct in NSW, Native",Extinct,false,Not Sensitive,20233.0,Not Listed,2020-01-22T14:17:10.55+11:00,2650,2650,Extinct
Species,Plantae,Flora,Flora,Proteaceae,Persoonia,Persoonia marginata,marginata,Clandulla Geebung,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10596.0,Vulnerable,2017-10-04T17:37:54.037+11:00,2657,2657,Vulnerable
Species,Plantae,Flora,Flora,Chenopodiaceae,Atriplex,Atriplex sturtii,sturtii,A saltbush,"Alive in NSW, Native",Endangered,false,Not Sensitive,10078.0,Not Listed,2017-10-04T17:28:38.523+11:00,2659,2659,Endangered
Species,Plantae,Flora,Flora,Lauraceae,Endiandra,Endiandra floydii,floydii,Crystal Creek Walnut,"Alive in NSW, Native",Endangered,false,Not Sensitive,10269.0,Endangered,2017-10-04T17:45:53.56+11:00,2674,2674,Endangered
Species,Plantae,Flora,Flora,Fabaceae (Faboideae),Swainsona,Swainsona adenophylla,adenophylla,Violet Swainson-Pea,"Alive in NSW, Native",Endangered,false,Not Sensitive,10776.0,Not Listed,2017-10-04T17:44:53.997+11:00,2682,2682,Endangered
Species,Plantae,Flora,Flora,Orchidaceae,Cryptostylis,Cryptostylis hunteriana,hunteriana,Leafless Tongue Orchid,"Alive in NSW, Native",Vulnerable,true,Category 2,10187.0,Vulnerable,2017-10-04T17:35:40+11:00,2705,2705,Vulnerable
Species,Plantae,Flora,Flora,Orchidaceae,Peristeranthus,Peristeranthus hillii,hillii,Brown Fairy-chain Orchid,"Alive in NSW, Native",Vulnerable,true,Category 2,10868.0,Not Listed,2017-10-04T17:35:50.423+11:00,2711,2711,Vulnerable
Species,Plantae,Flora,Flora,Proteaceae,Grevillea,Grevillea hilliana,hilliana,White Yiel Yiel,"Alive in NSW, Native",Endangered,false,Not Sensitive,10365.0,Not Listed,2017-10-04T17:37:31.83+11:00,2730,2730,Endangered
Species,Plantae,Flora,Flora,Fabaceae (Faboideae),Pultenaea,Pultenaea pedunculata,pedunculata,Matted Bush-pea,"Alive in NSW, Native",Endangered,false,Not Sensitive,10716.0,Not Listed,2017-10-04T17:31:25.137+11:00,2772,2772,Endangered
Species,Plantae,Flora,Flora,Campanulaceae,Wahlenbergia,Wahlenbergia scopulicola,scopulicola,Rock-face Bluebell,"Alive in NSW, Native",Endangered,false,Not Sensitive,10832.0,Not Listed,2017-10-04T17:46:10.56+11:00,2777,2777,Endangered
Species,Plantae,Flora,Flora,Proteaceae,Grevillea,Grevillea quadricauda,quadricauda,Four-tailed Grevillea,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10375.0,Vulnerable,2017-10-04T17:46:48.063+11:00,2846,2846,Vulnerable
Species,Plantae,Flora,Flora,Rhamnaceae,Pomaderris,Pomaderris parrisiae,parrisiae,Parris' Pomaderris,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10654.0,Vulnerable,2022-11-04T17:29:03.083+11:00,2854,2854,Vulnerable
Species,Plantae,Flora,Flora,Rutaceae,Boronia,Boronia ruppii,ruppii,Rupp's Boronia,"Alive in NSW, Native",Endangered,true,Not Sensitive,10100.0,Not Listed,2017-10-04T17:38:38.8+11:00,2858,2858,Endangered
Species,Plantae,Flora,Flora,Fabaceae (Mimosoideae),Acacia,Acacia rivalis,rivalis,Creek Wattle,"Alive in NSW, Native",Endangered,false,Not Sensitive,10026.0,Not Listed,2017-10-04T17:33:57.27+11:00,2934,2934,Endangered
Species,Plantae,Flora,Flora,Rubiaceae,Oldenlandia,Oldenlandia galioides,galioides,,"Alive in NSW, Native",Endangered,false,Not Sensitive,10397.0,Not Listed,2017-10-04T17:40:17.257+11:00,2936,2936,Endangered
Species,Plantae,Flora,Flora,Convolvulaceae,Wilsonia,Wilsonia rotundifolia,rotundifolia,Round-leafed Wilsonia,"Alive in NSW, Native",Endangered,false,Not Sensitive,10839.0,Not Listed,2017-10-04T17:29:05.773+11:00,2942,2942,Endangered
Subspecies,Plantae,Flora,Flora,Elaeocarpaceae,Tetratheca,Tetratheca pilosa subsp. pilosa,pilosa,,"Extinct in NSW, Native",Extinct,false,Not Sensitive,20239.0,Not Listed,2020-01-22T14:17:57.22+11:00,2951,2951,Extinct
Subspecies,Plantae,Flora,Flora,Myrtaceae,Eucalyptus,Eucalyptus rubida subsp. barbigerorum,rubida,Blackbutt Candlebark,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10312.0,Vulnerable,2017-10-04T17:46:24.047+11:00,2995,2995,Vulnerable
Species,Plantae,Flora,Flora,Orchidaceae,Thelymitra,Thelymitra epipactoides,epipactoides,,"Extinct in NSW, Native",Extinct,true,Category 2,20227.0,Endangered,2020-01-22T14:19:13.297+11:00,3010,3010,Extinct
Species,Plantae,Flora,Flora,Fabaceae (Mimosoideae),Acacia,Acacia flocktoniae,flocktoniae,Flockton Wattle,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10013.0,Vulnerable,2022-11-04T17:28:55.417+11:00,3014,3014,Vulnerable
Species,Plantae,Flora,Flora,Araliaceae,Astrotricha,Astrotricha roddii,roddii,Rodd's Star Hair,"Alive in NSW, Native",Endangered,false,Not Sensitive,10075.0,Endangered,2017-10-04T17:46:03.36+11:00,3057,3057,Endangered
Species,Plantae,Flora,Flora,Poaceae,Amphibromus,Amphibromus fluitans,fluitans,Floating Swamp Wallaby-grass,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10045.0,Vulnerable,2017-10-04T17:36:16.813+11:00,3070,3070,Vulnerable
Species,Plantae,Flora,Flora,Davalliaceae,Arthropteris,Arthropteris palisotii,palisotii,Lesser Creeping Fern,"Alive in NSW, Native",Endangered,false,Category 3,10067.0,Not Listed,2017-10-04T17:43:54.903+11:00,3103,3103,Endangered
Species,Plantae,Flora,Flora,Fabaceae (Mimosoideae),Acacia,Acacia macnuttiana,macnuttiana,MacNutt's Wattle,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10018.0,Vulnerable,2017-10-04T17:33:45.763+11:00,3118,3118,Vulnerable
Species,Plantae,Flora,Flora,Fabaceae (Faboideae),Pultenaea,Pultenaea baeuerlenii,baeuerlenii,Budawangs Bush-pea,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10711.0,Vulnerable,2017-10-04T17:31:18.527+11:00,3123,3123,Vulnerable
Species,Plantae,Flora,Flora,Rutaceae,Correa,Correa baeuerlenii,baeuerlenii,Chef's Cap Correa,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10179.0,Vulnerable,2022-11-04T17:28:57.79+11:00,3124,3124,Vulnerable
Species,Plantae,Flora,Flora,Fabaceae (Mimosoideae),Acacia,Acacia acrionastes,acrionastes,Pindari Wattle,"Alive in NSW, Native",Endangered,false,Not Sensitive,10002.0,Not Listed,2017-10-04T17:45:55.763+11:00,3132,3132,Endangered
Species,Plantae,Flora,Flora,Gentianaceae,Gentiana,Gentiana baeuerlenii,baeuerlenii,Baeuerlen's Gentian,"Alive in NSW, Native",Endangered,false,Not Sensitive,10345.0,Endangered,2017-10-04T17:42:20.027+11:00,3174,3174,Endangered
Species,Plantae,Flora,Flora,Asteraceae,Erodiophyllum,Erodiophyllum elderi,elderi,Koonamore Daisy,"Alive in NSW, Native",Endangered,false,Not Sensitive,10278.0,Not Listed,2017-10-04T17:27:03.553+11:00,3182,3182,Endangered
Species,Plantae,Flora,Flora,Cyperaceae,Cyperus,Cyperus rupicola,rupicola,Cliff Sedge,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10199.0,Not Listed,2017-10-04T17:46:16.263+11:00,3186,3186,Vulnerable
Species,Plantae,Flora,Flora,Ericaceae,Gaultheria,Gaultheria viridicarpa,viridicarpa,Green Waxberry,"Alive in NSW, Native",Endangered,false,Not Sensitive,20330.0,Vulnerable,2020-01-21T12:45:27.977+11:00,3193,3193,Endangered
Species,Plantae,Flora,Flora,Myrtaceae,Eucalyptus,Eucalyptus approximans,approximans,Barren Mountain Mallee,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10282.0,Not Listed,2017-10-04T17:34:28.453+11:00,3198,3198,Vulnerable
Species,Plantae,Flora,Flora,Fabaceae (Mimosoideae),Acacia,Acacia ruppii,ruppii,Rupp's Wattle,"Alive in NSW, Native",Endangered,false,Not Sensitive,10027.0,Endangered,2017-10-04T17:33:57.78+11:00,3217,3217,Endangered
Species,Plantae,Flora,Flora,Flacourtiaceae,Xylosma,Xylosma terrae-reginae,terrae-reginae,Queensland Xylosma,"Alive in NSW, Native",Endangered,false,Not Sensitive,10846.0,Not Listed,2017-10-04T17:31:42.903+11:00,3227,3227,Endangered
Species,Plantae,Flora,Flora,Haloragaceae,Haloragis,Haloragis stricta,stricta,,"Extinct in NSW, Native",Extinct,false,Not Sensitive,20226.0,Not Listed,2020-01-22T14:20:00.22+11:00,3231,3231,Extinct
Species,Plantae,Flora,Flora,Asteraceae,Helichrysum,Helichrysum calvertianum,calvertianum,,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,20344.0,Not Listed,2019-06-07T10:48:31.57+10:00,3281,3281,Vulnerable
Species,Plantae,Flora,Flora,Myrtaceae,Melaleuca,Melaleuca biconvexa,biconvexa,Biconvex Paperbark,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10514.0,Vulnerable,2017-10-04T17:41:03.243+11:00,3307,3307,Vulnerable
Species,Plantae,Flora,Flora,Polygalaceae,Polygala,Polygala linariifolia,linariifolia,Native Milkwort,"Alive in NSW, Native",Endangered,false,Not Sensitive,10643.0,Not Listed,2017-10-04T17:37:16.003+11:00,3365,3365,Endangered
Species,Plantae,Flora,Flora,Lindsaeaceae,Lindsaea,Lindsaea fraseri,fraseri,Fraser's Screw Fern,"Alive in NSW, Native",Endangered,false,Category 3,10481.0,Not Listed,2017-10-04T17:43:59.823+11:00,3396,3396,Endangered
Species,Plantae,Flora,Flora,Myrtaceae,Homoranthus,Homoranthus floydii,floydii,,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,20421.0,Not Listed,2022-10-20T10:31:00.463+11:00,3485,3485,Vulnerable
Species,Plantae,Flora,Flora,Asteraceae,Picris,Picris evae,evae,Hawkweed,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10627.0,Vulnerable,2017-10-04T17:43:20.4+11:00,3500,3500,Vulnerable
Species,Plantae,Flora,Flora,Fabaceae (Mimosoideae),Archidendron,Archidendron hendersonii,hendersonii,White Lace Flower,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10062.0,Not Listed,2017-10-04T17:43:07.417+11:00,3511,3511,Vulnerable
Variety,Plantae,Flora,Flora,Sapindaceae,Dodonaea,Dodonaea microzyga var. microzyga,microzyga,Brilliant Hopbush,"Alive in NSW, Native",Endangered,false,Not Sensitive,10245.0,Not Listed,2017-11-30T17:22:48.167+11:00,3516,3516,Endangered
Species,Plantae,Flora,Flora,Fabaceae (Faboideae),Rhynchosia,Rhynchosia acuminatissima,acuminatissima,Pointed Trefoil,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10731.0,Not Listed,2022-11-04T17:29:05.163+11:00,3518,3518,Vulnerable
Species,Plantae,Flora,Flora,Proteaceae,Grevillea,Grevillea rhizomatosa,rhizomatosa,Gibraltar Grevillea,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10377.0,Vulnerable,2017-10-04T17:46:48.25+11:00,3529,3529,Vulnerable
Species,Plantae,Flora,Flora,Proteaceae,Persoonia,Persoonia acerosa,acerosa,Needle Geebung,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10591.0,Vulnerable,2017-10-04T17:37:51.097+11:00,3550,3550,Vulnerable
Species,Plantae,Flora,Flora,Rubiaceae,Randia,Randia moorei,moorei,Spiny Gardenia,"Alive in NSW, Native",Endangered,false,Not Sensitive,10726.0,Endangered,2017-10-04T17:44:20.06+11:00,3607,3607,Endangered
Species,Plantae,Flora,Flora,Proteaceae,Grevillea,Grevillea molyneuxii,molyneuxii,Wingello Grevillea,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10371.0,Endangered,2017-10-04T17:44:21.387+11:00,3609,3609,Vulnerable
Species,Plantae,Flora,Flora,Myrtaceae,Callistemon,Callistemon linearifolius,linearifolius,Netted Bottle Brush,"Alive in NSW, Native",Vulnerable,false,Category 3,10129.0,Not Listed,2017-10-04T17:34:20.733+11:00,3619,3619,Vulnerable
Species,Plantae,Flora,Flora,Brassicaceae,Lepidium,Lepidium aschersonii,aschersonii,Spiny Peppercress,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10461.0,Vulnerable,2017-10-04T17:28:07.053+11:00,3703,3703,Vulnerable
Species,Plantae,Flora,Flora,Euphorbiaceae,Baloghia,Baloghia marmorata,marmorata,Jointed Baloghia,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10087.0,Vulnerable,2017-10-04T17:44:25.48+11:00,3754,3754,Vulnerable
Species,Plantae,Flora,Flora,Zamiaceae,Macrozamia,Macrozamia johnsonii,johnsonii,Johnson's Cycad,"Alive in NSW, Native",Endangered,true,Not Sensitive,10503.0,Not Listed,2017-10-04T17:46:48.437+11:00,3772,3772,Endangered
Species,Plantae,Flora,Flora,Polypodiaceae,Drynaria,Drynaria rigidula,rigidula,Basket Fern,"Alive in NSW, Native",Endangered,false,Category 3,10253.0,Not Listed,2017-10-04T17:44:04.323+11:00,3802,3802,Endangered
Species,Plantae,Flora,Flora,Fabaceae (Faboideae),Sophora,Sophora tomentosa,tomentosa,Silverbush,"Alive in NSW, Native",Endangered,false,Not Sensitive,10765.0,Not Listed,2017-10-04T17:31:29.963+11:00,3857,3857,Endangered
Species,Plantae,Flora,Flora,Casuarinaceae,Allocasuarina,Allocasuarina simulans,simulans,Nabiac Casuarina,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10040.0,Vulnerable,2017-10-04T17:46:02.687+11:00,3869,3869,Vulnerable
Species,Plantae,Flora,Flora,Lindsaeaceae,Lindsaea,Lindsaea incisa,incisa,Slender Screw Fern,"Alive in NSW, Native",Endangered,false,Category 3,10482.0,Not Listed,2017-10-04T17:43:59.607+11:00,3875,3875,Endangered
Species,Plantae,Flora,Flora,Rutaceae,Boronia,Boronia umbellata,umbellata,Orara Boronia,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10102.0,Vulnerable,2017-10-04T17:46:15.843+11:00,3920,3920,Vulnerable
Species,Plantae,Flora,Flora,Lamiaceae,Prostanthera,Prostanthera marifolia,marifolia,Seaforth Mintbush,"Alive in NSW, Native",Critically Endangered,false,Category 3,20101.0,Critically Endangered,2017-10-04T17:32:28.78+11:00,3992,3992,Critically Endangered
Species,Plantae,Flora,Flora,Rutaceae,Boronia,Boronia granitica,granitica,Granite Boronia,"Alive in NSW, Native",Vulnerable,true,Not Sensitive,10098.0,Endangered,2017-10-04T17:38:32.13+11:00,4004,4004,Vulnerable
Species,Plantae,Flora,Flora,Orchidaceae,Chiloglottis,Chiloglottis platyptera,platyptera,Barrington Tops Ant Orchid,"Alive in NSW, Native",Vulnerable,true,Category 2,10165.0,Not Listed,2017-10-04T17:46:04.95+11:00,4021,4021,Vulnerable
Species,Plantae,Flora,Flora,Orobanchaceae,Euphrasia,Euphrasia scabra,scabra,Rough Eyebright,"Alive in NSW, Native",Endangered,false,Category 3,10329.0,Not Listed,2017-10-04T17:39:05.583+11:00,4070,4070,Endangered
Species,Plantae,Flora,Flora,Orchidaceae,Diuris,Diuris praecox,praecox,Rough Doubletail,"Alive in NSW, Native",Vulnerable,true,Category 2,10240.0,Vulnerable,2017-10-04T17:46:05.843+11:00,4094,4094,Vulnerable
Species,Plantae,Flora,Flora,Sapindaceae,Dodonaea,Dodonaea procumbens,procumbens,Creeping Hop-bush,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10246.0,Vulnerable,2017-10-04T17:38:57.27+11:00,4100,4100,Vulnerable
Variety,Plantae,Flora,Flora,Ericaceae,Epacris,Epacris purpurascens var. purpurascens,purpurascens,,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10273.0,Not Listed,2017-11-30T17:22:50.557+11:00,4121,4121,Vulnerable
Subspecies,Plantae,Flora,Flora,Sapindaceae,Dodonaea,Dodonaea sinuolata subsp. acrodentata,sinuolata,A Hopbush,"Alive in NSW, Native",Endangered,false,Not Sensitive,10247.0,Not Listed,2017-10-04T17:41:34.197+11:00,4127,4127,Endangered
Species,Plantae,Flora,Flora,Fabaceae (Faboideae),Desmodium,Desmodium campylocaulon,campylocaulon,Creeping Tick-trefoil,"Alive in NSW, Native",Endangered,false,Not Sensitive,10219.0,Not Listed,2017-10-04T17:30:59.963+11:00,4189,4189,Endangered
Species,Plantae,Flora,Flora,Casuarinaceae,Allocasuarina,Allocasuarina portuensis,portuensis,Nielsen Park She-oak,"Alive in NSW, Native",Endangered,false,Category 3,10039.0,Endangered,2017-10-04T17:44:24.747+11:00,4206,4206,Endangered
Species,Plantae,Flora,Flora,Elaeocarpaceae,Elaeocarpus,Elaeocarpus williamsianus,williamsianus,Hairy Quandong,"Alive in NSW, Native",Endangered,false,Category 3,10262.0,Endangered,2017-10-04T17:30:10.79+11:00,4248,4248,Endangered
Species,Plantae,Flora,Flora,Myrtaceae,Eucalyptus,Eucalyptus imlayensis,imlayensis,Imlay Mallee,"Alive in NSW, Native",Critically Endangered,false,Category 3,10296.0,Endangered,2017-10-04T17:34:44.33+11:00,4256,4256,Critically Endangered
Species,Plantae,Flora,Flora,Proteaceae,Persoonia,Persoonia glaucescens,glaucescens,Mittagong Geebung,"Alive in NSW, Native",Endangered,true,Not Sensitive,10593.0,Vulnerable,2017-10-04T17:42:57.463+11:00,4279,4279,Endangered
Species,Plantae,Flora,Flora,Eriocaulaceae,Eriocaulon,Eriocaulon australasicum,australasicum,Austral Pipewort,"Alive in NSW, Native",Endangered,false,Not Sensitive,10276.0,Endangered,2011-11-11T11:23:03+11:00,4288,4288,Endangered
Species,Plantae,Flora,Flora,Myrtaceae,Uromyrtus,Uromyrtus australis,australis,Peach Myrtle,"Alive in NSW, Native",Endangered,false,Not Sensitive,10825.0,Endangered,2017-10-04T17:35:22.03+11:00,4303,4303,Endangered
Species,Plantae,Flora,Flora,Ebenaceae,Diospyros,Diospyros mabacea,mabacea,Red-fruited Ebony,"Alive in NSW, Native",Endangered,false,Not Sensitive,10227.0,Endangered,2017-10-04T17:30:08.18+11:00,4323,4323,Endangered
Species,Plantae,Flora,Flora,Eriocaulaceae,Eriocaulon,Eriocaulon carsonii,carsonii,Salt Pipewort,"Alive in NSW, Native",Endangered,false,Not Sensitive,10277.0,Endangered,2017-10-04T17:30:30.933+11:00,4324,4324,Endangered
Species,Plantae,Flora,Flora,Poaceae,Dichanthium,Dichanthium setosum,setosum,Bluegrass,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10221.0,Vulnerable,2022-11-04T17:28:58.417+11:00,4350,4350,Vulnerable
Species,Plantae,Flora,Flora,Winteraceae,Tasmannia,Tasmannia purpurascens,purpurascens,Broad-leaved Pepperbush,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10797.0,Not Listed,2017-10-04T17:39:52.523+11:00,4356,4356,Vulnerable
Species,Plantae,Flora,Flora,Apocynaceae,Marsdenia,Marsdenia longiloba,longiloba,Slender Marsdenia,"Alive in NSW, Native",Endangered,false,Not Sensitive,10507.0,Vulnerable,2017-10-04T17:23:27.313+11:00,4358,4358,Endangered
Species,Plantae,Flora,Flora,Fabaceae (Faboideae),Indigofera,Indigofera efoliata,efoliata,Leafless Indigo,"Alive in NSW, Native",Endangered,false,Category 3,10429.0,Endangered,2017-10-04T17:31:10.98+11:00,4366,4366,Endangered
Species,Plantae,Flora,Flora,Myrtaceae,Rhodamnia,Rhodamnia maideniana,maideniana,Smooth Scrub Turpentine,"Alive in NSW, Native",Critically Endangered,false,Not Sensitive,20377.0,Not Listed,2022-10-20T10:29:07.333+11:00,4369,4369,Critically Endangered
Species,Plantae,Flora,Flora,Lauraceae,Endiandra,Endiandra hayesii,hayesii,Rusty Rose Walnut,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10270.0,Vulnerable,2017-10-04T17:32:44.857+11:00,4385,4385,Vulnerable
Species,Plantae,Flora,Flora,Fabaceae (Mimosoideae),Acacia,Acacia courtii,courtii,North Brother Wattle,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10011.0,Vulnerable,2017-10-04T17:38:07.473+11:00,4391,4391,Vulnerable
