taxonRank,kingdom,class,order,family,genus,scientificName,specificEpithet,vernacularName,establishmentMeans,sourceStatus,protectedInNSW,sensitivityClass,tsprofileid,countryConservation,dcterms_modified,speciesID,taxonID,status
Species,Plantae,Flora,Flora,Rutaceae,Zieria,Zieria involucrata,involucrata,,"Alive in NSW, Native",Endangered,false,Not Sensitive,10858.0,Vulnerable,2017-10-04T17:38:47.007+11:00,10956,10956,Endangered
Species,Plantae,Flora,Flora,Myrtaceae,Kunzea,Kunzea rupestris,rupestris,,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10447.0,Vulnerable,2017-10-04T17:35:05.687+11:00,10966,10966,Vulnerable
Species,Plantae,Flora,Flora,Orchidaceae,Pterostylis,Pterostylis chaetophora,chaetophora,,"Alive in NSW, Native",Vulnerable,true,Category 2,20280.0,Not Listed,2018-10-26T23:43:18.813+11:00,10971,10971,Vulnerable
Species,Plantae,Flora,Flora,Chenopodiaceae,Osteocarpum,Osteocarpum pentapterum,pentapterum,,"Extinct in NSW, Native",Extinct,false,Not Sensitive,20222.0,Not Listed,2020-01-22T14:46:42.093+11:00,10997,10997,Extinct
Species,Plantae,Flora,Flora,Proteaceae,Persoonia,Persoonia hirsuta,hirsuta,Hairy Geebung,"Alive in NSW, Native",Endangered,true,Category 3,10595.0,Endangered,2017-10-04T17:37:52.66+11:00,11014,11014,Endangered
Species,Plantae,Flora,Flora,Lamiaceae,Plectranthus,Plectranthus alloplectus,alloplectus,Narrow-leaved Plectranthus,"Alive in NSW, Native",Endangered,false,Not Sensitive,10637.0,Not Listed,2017-10-04T17:32:23.7+11:00,11065,11065,Endangered
Species,Plantae,Flora,Flora,Lamiaceae,Prostanthera,Prostanthera cineolifera,cineolifera,Singleton Mint Bush,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10672.0,Vulnerable,2017-10-04T17:32:25.513+11:00,11069,11069,Vulnerable
Species,Plantae,Flora,Flora,Asteraceae,Leptorhynchos,Leptorhynchos waitzia,waitzia,Button Immortelle,"Alive in NSW, Native",Endangered,false,Not Sensitive,10467.0,Not Listed,2017-10-04T17:27:32.27+11:00,11083,11083,Endangered
Variety,Plantae,Flora,Flora,Capparaceae,Capparis,Capparis loranthifolia var. loranthifolia,loranthifolia,Narrow-leafed Bumble,"Alive in NSW, Native",Endangered,false,Not Sensitive,10144.0,Not Listed,2017-11-30T17:23:27.713+11:00,11098,11098,Endangered
Species,Plantae,Flora,Flora,Orchidaceae,Caladenia,Caladenia tessellata,tessellata,Thick Lip Spider Orchid,"Alive in NSW, Native",Endangered,true,Category 2,10124.0,Vulnerable,2022-11-04T17:28:57.15+11:00,11109,11109,Endangered
Variety,Plantae,Flora,Flora,Anthericaceae,Caesia,Caesia parviflora var. minor,parviflora,Small Pale Grass-lily,"Alive in NSW, Native",Endangered,false,Not Sensitive,10120.0,Not Listed,2017-11-30T17:23:28.43+11:00,11190,11190,Endangered
Species,Plantae,Flora,Flora,Malvaceae,Lasiopetalum,Lasiopetalum joyceae,joyceae,,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10451.0,Vulnerable,2017-10-04T17:39:24.71+11:00,11227,11227,Vulnerable
Species,Plantae,Flora,Flora,Orchidaceae,Dendrobium,Dendrobium melaleucaphilum,melaleucaphilum,Spider orchid,"Alive in NSW, Native",Endangered,true,Category 2,10213.0,Not Listed,2017-10-04T17:40:41.367+11:00,11238,11238,Endangered
Subspecies,Plantae,Flora,Flora,Myrtaceae,Eucalyptus,Eucalyptus parramattensis subsp. decadens,parramattensis,,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10305.0,Vulnerable,2017-10-04T17:46:23.843+11:00,11240,11240,Vulnerable
Species,Plantae,Flora,Flora,Ericaceae,Styphelia,Styphelia perileuca,perileuca,Montane Green Five-corners,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10772.0,Vulnerable,2017-10-04T17:46:09.907+11:00,11249,11249,Vulnerable
Species,Plantae,Flora,Flora,Poaceae,Homopholis,Homopholis belsonii,belsonii,Belson's Panic,"Alive in NSW, Native",Endangered,false,Not Sensitive,10925.0,Vulnerable,2017-10-04T17:36:52.05+11:00,11306,11306,Endangered
Species,Plantae,Flora,Flora,Myrtaceae,Kunzea,Kunzea cambagei,cambagei,Cambage Kunzea,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10446.0,Vulnerable,2017-10-04T17:35:04.36+11:00,11343,11343,Vulnerable
Species,Plantae,Flora,Flora,Fabaceae (Mimosoideae),Acacia,Acacia dangarensis,dangarensis,,"Alive in NSW, Native",Critically Endangered,false,Category 3,20028.0,Not Listed,2017-10-04T17:45:55.983+11:00,11394,11394,Critically Endangered
Variety,Plantae,Flora,Flora,Asteraceae,Leucochrysum,Leucochrysum albicans var. tricolor,albicans,Hoary Sunray,"Alive in NSW, Native",Endangered,false,Not Sensitive,20258.0,Endangered,2017-11-30T17:23:29.307+11:00,11395,11395,Endangered
Species,Plantae,Flora,Flora,Rutaceae,Asterolasia,Asterolasia elegans,elegans,,"Alive in NSW, Native",Endangered,false,Not Sensitive,10072.0,Endangered,2017-10-04T17:45:39.233+11:00,11411,11411,Endangered
Species,Plantae,Flora,Flora,Acanthaceae,Isoglossa,Isoglossa eranthemoides,eranthemoides,Isoglossa,"Alive in NSW, Native",Endangered,false,Not Sensitive,10438.0,Endangered,2017-10-04T17:42:08.337+11:00,11424,11424,Endangered
Species,Plantae,Flora,Flora,Asteraceae,Kippistia,Kippistia suaedifolia,suaedifolia,Fleshy Minuria,"Alive in NSW, Native",Endangered,false,Not Sensitive,10445.0,Not Listed,2017-10-04T17:27:30.88+11:00,11429,11429,Endangered
Species,Plantae,Flora,Flora,Fabaceae (Faboideae),Crotalaria,Crotalaria cunninghamii,cunninghamii,Green Bird Flower,"Alive in NSW, Native",Endangered,false,Not Sensitive,10184.0,Not Listed,2017-10-04T17:41:15.51+11:00,11446,11446,Endangered
Species,Plantae,Flora,Flora,Myrtaceae,Eucalyptus,Eucalyptus aggregata,aggregata,Black Gum,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,20128.0,Vulnerable,2018-10-29T14:29:26.807+11:00,11491,11491,Vulnerable
Species,Plantae,Flora,Flora,Winteraceae,Tasmannia,Tasmannia glaucifolia,glaucifolia,Fragrant Pepperbush,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10796.0,Vulnerable,2017-10-04T17:44:10.7+11:00,11520,11520,Vulnerable
Species,Plantae,Flora,Flora,Orobanchaceae,Euphrasia,Euphrasia arguta,arguta,,"Alive in NSW, Native",Critically Endangered,false,Not Sensitive,20165.0,Critically Endangered,2017-10-04T17:39:03.803+11:00,11529,11529,Critically Endangered
Subspecies,Plantae,Flora,Flora,Myrtaceae,Eucalyptus,Eucalyptus leucoxylon subsp. pruinosa,leucoxylon,Yellow Gum,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,20050.0,Not Listed,2018-10-26T23:43:19.55+11:00,11532,11532,Vulnerable
Species,Plantae,Flora,Flora,Linderniaceae,Lindernia,Lindernia alsinoides,alsinoides,Noah's False Chickweed,"Alive in NSW, Native",Endangered,false,Not Sensitive,10922.0,Not Listed,2017-10-04T17:42:14.79+11:00,11583,11583,Endangered
Species,Plantae,Flora,Flora,Myrtaceae,Rhodamnia,Rhodamnia rubescens,rubescens,Scrub Turpentine,"Alive in NSW, Native",Critically Endangered,false,Not Sensitive,20341.0,Critically Endangered,2019-05-30T15:03:15.13+10:00,11588,11588,Critically Endangered
Species,Plantae,Flora,Flora,Goodeniaceae,Goodenia,Goodenia occidentalis,occidentalis,Western Goodenia,"Alive in NSW, Native",Endangered,false,Not Sensitive,10355.0,Not Listed,2017-10-04T17:44:55.467+11:00,11592,11592,Endangered
Species,Plantae,Flora,Flora,Euphorbiaceae,Fontainea,Fontainea oraria,oraria,Coastal Fontainea,"Alive in NSW, Native",Critically Endangered,false,Category 2,10334.0,Endangered,2017-10-04T17:44:27.497+11:00,11667,11667,Critically Endangered
Species,Plantae,Flora,Flora,Brassicaceae,Stenopetalum,Stenopetalum velutinum,velutinum,Velvet Thread-petal,"Extinct in NSW, Native",Extinct,false,Not Sensitive,20219.0,Not Listed,2020-01-22T14:47:30.59+11:00,11678,11678,Extinct
Species,Plantae,Flora,Flora,Malvaceae,Lasiopetalum,Lasiopetalum longistamineum,longistamineum,,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10452.0,Vulnerable,2017-10-04T17:39:24.943+11:00,11680,11680,Vulnerable
Species,Plantae,Flora,Flora,Myrtaceae,Rhodomyrtus,Rhodomyrtus psidioides,psidioides,Native Guava,"Alive in NSW, Native",Critically Endangered,false,Not Sensitive,20342.0,Critically Endangered,2019-06-07T10:41:35.75+10:00,11683,11683,Critically Endangered
Species,Plantae,Flora,Flora,Orchidaceae,Pterostylis,Pterostylis foliata,foliata,Slender Greenhood,"Alive in NSW, Native",Vulnerable,true,Category 2,20321.0,Not Listed,2022-11-04T17:29:03.8+11:00,11689,11689,Vulnerable
Species,Plantae,Flora,Flora,Thymelaeaceae,Pimelea,Pimelea venosa,venosa,Bolivia Hill Rice-flower,"Alive in NSW, Native",Endangered,false,Category 3,10633.0,Endangered,2020-09-08T19:03:37.473+10:00,11698,11698,Endangered
Species,Plantae,Flora,Flora,Orchidaceae,Oberonia,Oberonia titania,titania,Red-flowered King of the Fairies,"Alive in NSW, Native",Vulnerable,true,Category 2,10571.0,Not Listed,2017-10-04T17:41:39.273+11:00,11705,11705,Vulnerable
Species,Plantae,Flora,Flora,Fabaceae (Faboideae),Desmodium,Desmodium acanthocladum,acanthocladum,Thorny Pea,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10218.0,Vulnerable,2017-10-04T17:30:59.463+11:00,11710,11710,Vulnerable
Species,Plantae,Flora,Flora,Lamiaceae,Prostanthera,Prostanthera discolor,discolor,,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10677.0,Vulnerable,2017-10-04T17:32:26.433+11:00,11742,11742,Vulnerable
Species,Plantae,Flora,Flora,Fabaceae (Mimosoideae),Acacia,Acacia bakeri,bakeri,Marblewood,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10004.0,Not Listed,2017-10-04T17:33:19.67+11:00,11755,11755,Vulnerable
Species,Plantae,Flora,Flora,Myrtaceae,Eucalyptus,Eucalyptus saxatilis,saxatilis,Suggan Buggan Mallee,"Alive in NSW, Native",Endangered,false,Not Sensitive,10313.0,Not Listed,2017-10-04T17:44:38.607+11:00,11934,11934,Endangered
Subspecies,Plantae,Flora,Flora,Proteaceae,Grevillea,Grevillea acanthifolia subsp. paludosa,acanthifolia,Bog Grevillea,"Alive in NSW, Native",Endangered,false,Not Sensitive,10358.0,Endangered,2017-10-04T17:44:17.137+11:00,11941,11941,Endangered
Species,Plantae,Flora,Flora,Fabaceae (Faboideae),Pultenaea,Pultenaea aristata,aristata,Prickly Bush-pea,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10710.0,Vulnerable,2017-10-04T17:31:18.277+11:00,11958,11958,Vulnerable
Species,Plantae,Flora,Flora,Orchidaceae,Pterostylis,Pterostylis gibbosa,gibbosa,Illawarra Greenhood,"Alive in NSW, Native",Endangered,true,Category 2,10701.0,Endangered,2017-10-04T17:35:57.377+11:00,11960,11960,Endangered
Species,Plantae,Flora,Flora,Fabaceae (Mimosoideae),Acacia,Acacia pubescens,pubescens,Downy Wattle,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10023.0,Vulnerable,2017-10-04T17:33:55.17+11:00,11961,11961,Vulnerable
Species,Plantae,Flora,Flora,Fabaceae (Faboideae),Sophora,Sophora fraseri,fraseri,Brush Sophora,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10764.0,Vulnerable,2017-10-04T17:31:29.463+11:00,11962,11962,Vulnerable
Species,Plantae,Flora,Flora,Proteaceae,Persoonia,Persoonia nutans,nutans,Nodding Geebung,"Alive in NSW, Native",Endangered,true,Not Sensitive,10598.0,Endangered,2017-10-04T17:37:54.723+11:00,11963,11963,Endangered
Species,Plantae,Flora,Flora,Myrtaceae,Syzygium,Syzygium paniculatum,paniculatum,Magenta Lilly Pilly,"Alive in NSW, Native",Endangered,false,Not Sensitive,10794.0,Vulnerable,2017-10-04T17:35:21.11+11:00,11964,11964,Endangered
Species,Plantae,Flora,Flora,Fabaceae (Faboideae),Dillwynia,Dillwynia tenuifolia,tenuifolia,,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10226.0,Not Listed,2018-10-26T23:43:20.033+11:00,11966,11966,Vulnerable
Species,Plantae,Flora,Flora,Myrtaceae,Melaleuca,Melaleuca deanei,deanei,Deane's Paperbark,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10515.0,Vulnerable,2017-10-04T17:35:12.83+11:00,11969,11969,Vulnerable
Species,Plantae,Flora,Flora,Haloragaceae,Haloragodendron,Haloragodendron lucasii,lucasii,,"Alive in NSW, Native",Endangered,false,Not Sensitive,10394.0,Endangered,2017-10-04T17:32:08.403+11:00,11970,11970,Endangered
Species,Plantae,Flora,Flora,Proteaceae,Grevillea,Grevillea caleyi,caleyi,Caley's Grevillea,"Alive in NSW, Native",Critically Endangered,false,Category 3,10361.0,Critically Endangered,2017-10-04T17:37:30.643+11:00,11971,11971,Critically Endangered
Species,Plantae,Flora,Flora,Olacaceae,Olax,Olax angulata,angulata,Square-stemmed Olax,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10574.0,Vulnerable,2017-10-04T17:42:42.68+11:00,11972,11972,Vulnerable
Species,Plantae,Flora,Flora,Asteraceae,Rutidosis,Rutidosis leptorrhynchoides,leptorrhynchoides,Button Wrinklewort,"Alive in NSW, Native",Endangered,false,Not Sensitive,10739.0,Endangered,2022-11-04T17:29:06.243+11:00,11974,11974,Endangered
Species,Plantae,Flora,Flora,Fabaceae (Faboideae),Pultenaea,Pultenaea parviflora,parviflora,,"Alive in NSW, Native",Endangered,false,Not Sensitive,10715.0,Vulnerable,2017-10-04T17:31:24.76+11:00,11975,11975,Endangered
Species,Plantae,Flora,Flora,Myrtaceae,Syzygium,Syzygium moorei,moorei,Durobby,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10793.0,Vulnerable,2017-10-04T17:35:20.89+11:00,11976,11976,Vulnerable
Species,Plantae,Flora,Flora,Myrtaceae,Darwinia,Darwinia glaucophylla,glaucophylla,,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10204.0,Not Listed,2017-10-04T17:34:25.25+11:00,11979,11979,Vulnerable
Species,Plantae,Flora,Flora,Rutaceae,Zieria,Zieria granulata,granulata,Illawarra Zieria,"Alive in NSW, Native",Endangered,false,Not Sensitive,10856.0,Endangered,2022-11-04T17:29:08.243+11:00,11980,11980,Endangered
Species,Plantae,Flora,Flora,Elaeocarpaceae,Tetratheca,Tetratheca glandulosa,glandulosa,,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10798.0,Not Listed,2017-10-04T17:39:40.27+11:00,11982,11982,Vulnerable
Species,Plantae,Flora,Flora,Myrtaceae,Eucalyptus,Eucalyptus benthamii,benthamii,Camden White Gum,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10284.0,Vulnerable,2017-10-04T17:34:30.547+11:00,11983,11983,Vulnerable
Species,Plantae,Flora,Flora,Elaeocarpaceae,Tetratheca,Tetratheca juncea,juncea,Black-eyed Susan,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10799.0,Vulnerable,2017-10-04T17:39:40.507+11:00,11984,11984,Vulnerable
Species,Plantae,Flora,Flora,Myrtaceae,Eucalyptus,Eucalyptus macarthurii,macarthurii,"Paddys River Box, Camden Woollybutt","Alive in NSW, Native",Endangered,false,Not Sensitive,20037.0,Endangered,2018-10-26T23:43:20.3+11:00,11986,11986,Endangered
Species,Plantae,Flora,Flora,Thymelaeaceae,Pimelea,Pimelea spicata,spicata,Spiked Rice-flower,"Alive in NSW, Native",Endangered,false,Not Sensitive,10632.0,Endangered,2017-10-04T17:39:33.38+11:00,11987,11987,Endangered
Species,Plantae,Flora,Flora,Rhamnaceae,Pomaderris,Pomaderris brunnea,brunnea,Brown Pomaderris,"Alive in NSW, Native",Endangered,false,Not Sensitive,10647.0,Vulnerable,2018-10-26T23:43:20.55+11:00,11990,11990,Endangered
Species,Plantae,Flora,Flora,Rutaceae,Acronychia,Acronychia littoralis,littoralis,Scented Acronychia,"Alive in NSW, Native",Endangered,false,Not Sensitive,10030.0,Endangered,2017-10-04T17:40:17.96+11:00,11991,11991,Endangered
Species,Plantae,Flora,Flora,Myrtaceae,Eucalyptus,Eucalyptus camfieldii,camfieldii,Camfield's Stringybark,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10287.0,Vulnerable,2017-10-04T17:34:33.157+11:00,11993,11993,Vulnerable
Species,Plantae,Flora,Flora,Myrtaceae,Darwinia,Darwinia biflora,biflora,,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10202.0,Vulnerable,2017-10-04T17:34:24.327+11:00,11995,11995,Vulnerable
Species,Plantae,Flora,Flora,Cunoniaceae,Acrophyllum,Acrophyllum australe,australe,,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10031.0,Vulnerable,2017-10-04T17:29:08.367+11:00,11996,11996,Vulnerable
Species,Plantae,Flora,Flora,Fabaceae (Faboideae),Pultenaea,Pultenaea glabra,glabra,Smooth Bush-Pea,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10712.0,Vulnerable,2017-10-04T17:31:21.713+11:00,12008,12008,Vulnerable
Species,Plantae,Flora,Flora,Euphorbiaceae,Acalypha,Acalypha eremorum,eremorum,Acalypha,"Alive in NSW, Native",Endangered,false,Not Sensitive,10029.0,Not Listed,2017-10-04T17:47:05.093+11:00,12047,12047,Endangered
Variety,Plantae,Flora,Flora,Euphorbiaceae,Amperea,Amperea xiphoclada var. pedicellata,xiphoclada,,"Extinct in NSW, Native",Extinct,false,Not Sensitive,20224.0,Extinct,2020-01-22T14:48:18.73+11:00,12048,12048,Extinct
Species,Plantae,Flora,Flora,Orchidaceae,Caladenia,Caladenia concolor,concolor,Crimson Spider Orchid,"Alive in NSW, Native",Endangered,true,Category 2,10122.0,Vulnerable,2022-11-04T17:28:56.807+11:00,12051,12051,Endangered
Species,Plantae,Flora,Flora,Orchidaceae,Caladenia,Caladenia rosella,rosella,Rosella Spider Orchid,"Extinct in NSW, Native",Extinct,true,Category 2,10123.0,Endangered,2020-01-22T14:49:05.617+11:00,12052,12052,Extinct
Species,Plantae,Flora,Flora,Asteraceae,Calotis,Calotis moorei,moorei,A burr-daisy,"Alive in NSW, Native",Endangered,false,Not Sensitive,10136.0,Endangered,2017-10-04T17:47:04.64+11:00,12053,12053,Endangered
Subspecies,Plantae,Flora,Flora,Pteridaceae,Cheilanthes,Cheilanthes sieberi subsp. pseudovellea,sieberi,,"Alive in NSW, Native",Endangered,false,Category 3,10163.0,Not Listed,2017-10-04T17:47:10.11+11:00,12054,12054,Endangered
Species,Plantae,Flora,Flora,Rubiaceae,Dentella,Dentella minutissima,minutissima,,"Alive in NSW, Native",Endangered,false,Not Sensitive,10215.0,Not Listed,2017-10-04T17:47:07.86+11:00,12056,12056,Endangered
Subspecies,Plantae,Flora,Flora,Myrtaceae,Eucalyptus,Eucalyptus caleyi subsp. ovendenii,caleyi,Ovenden's Ironbark,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10286.0,Vulnerable,2017-10-04T17:47:12.437+11:00,12060,12060,Vulnerable
Species,Plantae,Flora,Flora,Myrtaceae,Eucalyptus,Eucalyptus langleyi,langleyi,Albatross Mallee,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10298.0,Vulnerable,2022-11-04T17:29:00.12+11:00,12061,12061,Vulnerable
Species,Plantae,Flora,Flora,Myrtaceae,Eucalyptus,Eucalyptus parvula,parvula,Small-leaved Gum,"Alive in NSW, Native",Endangered,false,Not Sensitive,10307.0,Vulnerable,2017-10-04T17:47:12.89+11:00,12063,12063,Endangered
Subspecies,Plantae,Flora,Flora,Myrtaceae,Eucalyptus,Eucalyptus robertsonii subsp. hemisphaerica,robertsonii,Robertson's Peppermint,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10311.0,Vulnerable,2017-10-04T17:47:13.127+11:00,12064,12064,Vulnerable
Species,Plantae,Flora,Flora,Grammitidaceae,Grammitis,Grammitis stenophylla,stenophylla,Narrow-leaf Finger Fern,"Alive in NSW, Native",Endangered,false,Category 3,10356.0,Not Listed,2017-10-04T17:47:05.767+11:00,12069,12069,Endangered
Species,Plantae,Flora,Flora,Proteaceae,Grevillea,Grevillea guthrieana,guthrieana,Guthrie's Grevillea,"Alive in NSW, Native",Endangered,false,Not Sensitive,10364.0,Endangered,2017-10-04T17:47:06.92+11:00,12070,12070,Endangered
Species,Plantae,Flora,Flora,Proteaceae,Grevillea,Grevillea masonii,masonii,Mason's Grevillea,"Alive in NSW, Native",Endangered,false,Category 3,10369.0,Endangered,2017-10-04T17:47:07.14+11:00,12071,12071,Endangered
Species,Plantae,Flora,Flora,Proteaceae,Grevillea,Grevillea wilkinsonii,wilkinsonii,Tumut Grevillea,"Alive in NSW, Native",Critically Endangered,false,Not Sensitive,10381.0,Endangered,2017-10-04T17:47:07.36+11:00,12072,12072,Critically Endangered
Subspecies,Plantae,Flora,Flora,Haloragaceae,Haloragis,Haloragis exalata subsp. exalata,exalata,Square Raspwort,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10392.0,Vulnerable,2017-10-04T17:47:12.203+11:00,12075,12075,Vulnerable
Species,Plantae,Flora,Flora,Myrtaceae,Homoranthus,Homoranthus prolixus,prolixus,Granite Homoranthus,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10411.0,Vulnerable,2017-10-04T17:47:13.377+11:00,12077,12077,Vulnerable
Species,Plantae,Flora,Flora,Fabaceae (Faboideae),Indigofera,Indigofera longibractea,longibractea,Showy Indigo,"Alive in NSW, Native",Endangered,false,Not Sensitive,10432.0,Not Listed,2017-10-04T17:47:05.547+11:00,12078,12078,Endangered
Species,Plantae,Flora,Flora,Brassicaceae,Lepidium,Lepidium foliosum,foliosum,Leafy Peppercress,"Extinct in NSW, Native",Extinct,false,Not Sensitive,20218.0,Not Listed,2020-01-22T14:50:55.86+11:00,12079,12079,Extinct
Species,Plantae,Flora,Flora,Asteraceae,Ozothamnus,Ozothamnus tesselatus,tesselatus,,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10581.0,Vulnerable,2017-10-04T17:47:11.47+11:00,12080,12080,Vulnerable
Species,Plantae,Flora,Flora,Apocynaceae,Parsonsia,Parsonsia dorrigoensis,dorrigoensis,Milky Silkpod,"Alive in NSW, Native",Vulnerable,false,Not Sensitive,10587.0,Endangered,2017-10-04T17:47:11.233+11:00,12081,12081,Vulnerable
Species,Plantae,Flora,Flora,Proteaceae,Persoonia,Persoonia bargoensis,bargoensis,Bargo Geebung,"Alive in NSW, Native",Endangered,true,Not Sensitive,10592.0,Vulnerable,2017-10-04T17:47:13.813+11:00,12082,12082,Endangered
Species,Plantae,Flora,Flora,Proteaceae,Persoonia,Persoonia laxa,laxa,,"Extinct in NSW, Native",Extinct,true,Not Sensitive,20230.0,Extinct,2020-01-22T14:51:45.543+11:00,12083,12083,Extinct
