Taxon_Id,Kingdom,Class,family,scientificName,vernacularName,scientificNameAuthorship,sourceStatus,EPBC_status,Significant,Confidential,Endemicity,status
17856,plants,land plants,Lauraceae,Beilschmiedia castrisinensis,,B.Hyland,NT,,Y,N,Q,Near threatened
15860,plants,land plants,Lauraceae,Cinnamomum propinquum,pepperwood,F.M.Bailey,V,,Y,N,Q,Vulnerable
11813,plants,land plants,Lauraceae,Cryptocarya floydii,gorge laurel,Kosterm.,NT,,Y,N,QA,Near threatened
17577,plants,land plants,Lauraceae,Cryptocarya foetida,stinking cryptocarya,R.T.Baker,V,V,Y,N,QA,Vulnerable
9554,plants,land plants,Lauraceae,Cryptocarya glaucocarpa,,B.Hyland,V,,Y,N,Q,Vulnerable
9101,plants,land plants,Lauraceae,Endiandra anthropophagorum,,Domin,V,,Y,N,Q,Vulnerable
9100,plants,land plants,Lauraceae,Endiandra bellendenkerana,,B.Hyland,NT,,Y,N,Q,Near threatened
8942,plants,land plants,Lauraceae,Endiandra cooperana,,B.Hyland,E,E,Y,N,Q,Endangered
17305,plants,land plants,Lauraceae,Endiandra globosa,ball-fruited walnut,Maiden & Betche,NT,,Y,N,QA,Near threatened
9097,plants,land plants,Lauraceae,Endiandra grayi,,B.Hyland,V,,Y,N,Q,Vulnerable
11470,plants,land plants,Lauraceae,Endiandra hayesii,rusty rose walnut,Kosterm.,V,V,Y,N,QA,Vulnerable
11822,plants,land plants,Lauraceae,Endiandra jonesii,,B.Hyland,V,,Y,N,Q,Vulnerable
17310,plants,land plants,Lauraceae,Endiandra microneura,,C.T.White,NT,,Y,N,Q,Near threatened
9102,plants,land plants,Lauraceae,Endiandra phaeocarpa,,B.Hyland,V,,Y,N,Q,Vulnerable
41803,plants,land plants,Lauraceae,Endiandra wongawallanensis,,L.Weber,E,,Y,N,Q,Endangered
12404,plants,land plants,Lauraceae,Litsea granitica,,B.Hyland,V,,Y,N,Q,Vulnerable
9516,plants,land plants,Lauraceae,Litsea macrophylla,,Blume,NT,,Y,N,QI,Near threatened
9674,plants,land plants,Laxmanniaceae,Lomandra teres,,T.D.Macfarl.,V,,Y,N,Q,Vulnerable
32507,plants,land plants,Laxmanniaceae,Romnalda ophiopogonoides,,"Conran, P.I.Forst. & Donnon",V,,Y,N,Q,Vulnerable
12377,plants,land plants,Laxmanniaceae,Romnalda strobilacea,,R.J.F.Hend. & Sharpe,V,V,Y,N,Q,Vulnerable
13796,plants,land plants,Laxmanniaceae,Sowerbaea subtilis,,D.A.Stewart,V,,Y,N,Q,Vulnerable
11892,plants,land plants,Leguminosae,Acacia acrionastes,,Pedley,NT,,Y,N,Q,Near threatened
14898,plants,land plants,Leguminosae,Acacia ammophila,,Pedley,V,V,Y,N,Q,Vulnerable
3304,plants,land plants,Leguminosae,Acacia arbiana,,Pedley,NT,,Y,N,Q,Near threatened
31097,plants,land plants,Leguminosae,Acacia argentina,,Pedley,V,,Y,N,Q,Vulnerable
3361,plants,land plants,Leguminosae,Acacia argyrotricha,,Pedley,V,,Y,N,Q,Vulnerable
11574,plants,land plants,Leguminosae,Acacia armitii,,F.Muell. ex Maiden,NT,,Y,N,QA,Near threatened
14929,plants,land plants,Leguminosae,Acacia attenuata,,Maiden & Blakely,V,V,Y,N,Q,Vulnerable
2299,plants,land plants,Leguminosae,Acacia barakulensis,,Pedley,V,,Y,N,Q,Vulnerable
15774,plants,land plants,Leguminosae,Acacia baueri subsp. baueri,tiny wattle,Benth.,V,,Y,N,QA,Vulnerable
14901,plants,land plants,Leguminosae,Acacia calantha,,Pedley,NT,,Y,N,Q,Near threatened
41056,plants,land plants,Leguminosae,Acacia castorum,Peak Range wattle,Pedley,V,,Y,N,Q,Vulnerable
14904,plants,land plants,Leguminosae,Acacia crombiei,pink gidgee,C.T.White,V,V,Y,N,Q,Vulnerable
14905,plants,land plants,Leguminosae,Acacia curranii,curly-bark wattle,Maiden,V,V,Y,N,QA,Vulnerable
14906,plants,land plants,Leguminosae,Acacia deuteroneura,,Pedley,CR,V,Y,N,Q,Critically endangered
9565,plants,land plants,Leguminosae,Acacia eremophiloides,,Pedley & P.I.Forst.,V,V,Y,N,Q,Vulnerable
40993,plants,land plants,Leguminosae,Acacia forsteri,Forster's wattle,Pedley,CR,,Y,N,Q,Critically endangered
10201,plants,land plants,Leguminosae,Acacia guymeri,,Tindale,V,,Y,N,Q,Vulnerable
14074,plants,land plants,Leguminosae,Acacia handonis,Hando's wattle,Pedley,V,V,Y,N,Q,Vulnerable
14911,plants,land plants,Leguminosae,Acacia hockingsii,,Pedley,V,,Y,N,Q,Vulnerable
11548,plants,land plants,Leguminosae,Acacia homaloclada,,F.Muell.,V,,Y,N,Q,Vulnerable
11549,plants,land plants,Leguminosae,Acacia hylonoma,,Pedley,V,,Y,N,Q,Vulnerable
14915,plants,land plants,Leguminosae,Acacia islana,,Pedley,V,,Y,N,Q,Vulnerable
14862,plants,land plants,Leguminosae,Acacia lauta,Tara wattle,Pedley,V,V,Y,N,Q,Vulnerable
11538,plants,land plants,Leguminosae,Acacia longipedunculata,,Pedley,NT,,Y,N,Q,Near threatened
31095,plants,land plants,Leguminosae,Acacia lumholtzii,,Pedley,V,,Y,N,Q,Vulnerable
10746,plants,land plants,Leguminosae,Acacia ommatosperma,,(Pedley) Pedley,NT,,Y,N,Q,Near threatened
8381,plants,land plants,Leguminosae,Acacia pedleyi,,Tindale & Kodela,V,,Y,N,Q,Vulnerable
14870,plants,land plants,Leguminosae,Acacia peuce,waddy,F.Muell.,V,V,Y,N,QA,Vulnerable
14080,plants,land plants,Leguminosae,Acacia porcata,,P.I.Forst.,E,E,Y,N,Q,Endangered
14081,plants,land plants,Leguminosae,Acacia pubifolia,Wyberba wattle,Pedley,V,V,Y,N,QA,Vulnerable
14873,plants,land plants,Leguminosae,Acacia purpureopetala,purple-flowered wattle,F.M.Bailey,V,CE,Y,N,Q,Vulnerable
2298,plants,land plants,Leguminosae,Acacia rubricola,,Pedley,E,,Y,N,Q,Endangered
14069,plants,land plants,Leguminosae,Acacia saxicola,Mt. Maroon wattle,Pedley,E,,Y,N,Q,Endangered
3362,plants,land plants,Leguminosae,Acacia solenota,,Pedley,V,,Y,N,Q,Vulnerable
6393,plants,land plants,Leguminosae,Acacia sp. (Castletower N.Gibson TOI345),,,V,,Y,N,Q,Vulnerable
5830,plants,land plants,Leguminosae,Acacia sp. (Ruined Castle Creek P.I.Forster+ PIF17848),,,V,,Y,N,Q,Vulnerable
14876,plants,land plants,Leguminosae,Acacia spania,,Pedley,NT,,Y,N,Q,Near threatened
15702,plants,land plants,Leguminosae,Acacia storyi,,Tindale,NT,,Y,N,Q,Near threatened
21785,plants,land plants,Leguminosae,Acacia tingoorensis,,Pedley,V,,Y,N,Q,Vulnerable
3695,plants,land plants,Leguminosae,Acacia torringtonensis,,Tindale,V,,Y,N,QA,Vulnerable
11533,plants,land plants,Leguminosae,Acacia wardellii,,Tindale,NT,,Y,N,QA,Near threatened
6000,plants,land plants,Leguminosae,Archidendron kanisii,,R.S.Cowan,V,,Y,N,Q,Vulnerable
14035,plants,land plants,Leguminosae,Archidendron lovelliae,bacon wood,(F.M.Bailey) I.C.Nielsen,V,V,Y,N,Q,Vulnerable
41292,plants,land plants,Leguminosae,Austrocallerya pilipes,,(F.M.Bailey) J.Compton & Schrire,NT,,Y,Y,Q,Near threatened
14735,plants,land plants,Leguminosae,Cassia marksiana,,(F.M.Bailey) Domin,V,,Y,N,QA,Vulnerable
33787,plants,land plants,Leguminosae,Crudia abbreviata,,A.R.Bean,NT,,Y,N,Q,Near threatened
13027,plants,land plants,Leguminosae,Crudia papuana,,Kosterm.,V,,Y,N,QI,Vulnerable
36080,plants,land plants,Leguminosae,Cynometra roseiflora,,W.E.Cooper,CR,,Y,N,Q,Critically endangered
15442,plants,land plants,Leguminosae,Daviesia discolor,,Pedley,V,V,Y,N,Q,Vulnerable
8899,plants,land plants,Leguminosae,Daviesia quoquoversus,,Crisp,V,,Y,N,Q,Vulnerable
8189,plants,land plants,Leguminosae,Dioclea hexandra,,(Ralph) Mabb.,V,,Y,N,QI,Vulnerable
9719,plants,land plants,Leguminosae,Glycine argyrea,,Tindale,NT,,Y,N,Q,Near threatened
6822,plants,land plants,Leguminosae,Hardenbergia sp. (Mt Mulligan J.R.Clarkson 5775),,,V,,Y,N,Q,Vulnerable
41973,plants,land plants,Leguminosae,Heliodendron xanthoxylon,yellow siris,(C.T.White & W.D.Francis) Gill.K.Br. & Bayly,NT,,Y,N,Q,Near threatened
6800,plants,land plants,Leguminosae,Indigofera oxyrachis,,Peter G.Wilson,V,,Y,N,Q,Vulnerable
13851,plants,land plants,Leguminosae,Labichea brassii,,C.T.White & W.D.Francis,NT,,Y,N,Q,Near threatened
36121,plants,land plants,Leguminosae,Mezoneuron hymenocarpum,,Wight & Arn. ex Prain,NT,,Y,N,QI,Near threatened
15190,plants,land plants,Leguminosae,Mirbelia confertiflora,,Pedley,NT,,Y,N,QA,Near threatened
12904,plants,land plants,Leguminosae,Phylacium bracteosum,,Benn.,NT,,Y,N,QI,Near threatened
10835,plants,land plants,Leguminosae,Pultenaea setulosa,,Benth.,V,V,Y,N,Q,Vulnerable
13774,plants,land plants,Leguminosae,Pultenaea whiteana,Mt. Barney bush pea,S.T.Blake,V,,Y,N,Q,Vulnerable
34235,plants,land plants,Leguminosae,Senegalia albizioides,,(Pedley) Pedley,NT,,Y,N,Q,Near threatened
34732,plants,land plants,Leguminosae,Senegalia pennata subsp. kerrii,,(I.C.Nielsen) Maslin,V,,Y,N,Q,Vulnerable
10791,plants,land plants,Leguminosae,Sophora fraseri,brush sophora,Benth.,V,V,Y,N,QA,Vulnerable
12873,plants,land plants,Leguminosae,Strongylodon lucidus,,(G.Forst.) Seem.,NT,,Y,N,QAI,Near threatened
13750,plants,land plants,Leguminosae,Swainsona murrayana,slender Darling pea,Wawra,V,V,Y,N,QA,Vulnerable
13507,plants,land plants,Linderniaceae,Torenia polygonoides,,Benth.,V,,Y,N,QI,Vulnerable
12058,plants,land plants,Lindsaeaceae,Lindsaea terrae-reginae,,K.U.Kramer,E,,Y,Y,Q,Endangered
12982,plants,land plants,Loganiaceae,Logania diffusa,,R.J.F.Hend.,V,V,Y,N,Q,Vulnerable
12854,plants,land plants,Loranthaceae,Cecarria obtusifolia,,(Merr.) Barlow,NT,,Y,N,QI,Near threatened
9499,plants,land plants,Loranthaceae,Dactyliophora novae-guineae,,(F.M.Bailey) Danser,NT,,Y,N,QI,Near threatened
11693,plants,land plants,Loranthaceae,Muellerina myrtifolia,,(A.Cunn. ex Benth.) Barlow,NT,,Y,N,QA,Near threatened
12357,plants,land plants,Lycopodiaceae,Huperzia serrata,,(Thunb. ex Murray) Trevis.,PE,EX,Y,Y,QI,Extinct in the wild
34745,plants,land plants,Lycopodiaceae,Phlegmariurus carinatus,,(Desv. ex Poir.) Ching,E,E,Y,Y,QI,Endangered
36500,plants,land plants,Lycopodiaceae,Phlegmariurus creber,rat-tail tassel-fern,(Alderw.) A.R.Field & Bostock,CR,,Y,Y,Q,Critically endangered
34757,plants,land plants,Lycopodiaceae,Phlegmariurus dalhousieanus,blue tassel-fern,(Spring) A.R.Field & Bostock,CR,E,Y,Y,QI,Critically endangered
36497,plants,land plants,Lycopodiaceae,Phlegmariurus delbrueckii,,(Herter) A.R.Field & Bostock,V,,Y,Y,Q,Vulnerable
40992,plants,land plants,Lycopodiaceae,Phlegmariurus ledermannii,,(Herter) A.R.Field & Bostock,V,,Y,Y,Q,Vulnerable
34766,plants,land plants,Lycopodiaceae,Phlegmariurus lockyeri,,(D.L.Jones & B.Gray) A.R.Field & Bostock,V,V,Y,Y,Q,Vulnerable
34782,plants,land plants,Lycopodiaceae,Phlegmariurus phlegmarioides,,(Gaudich.) A.R.Field & Bostock,V,,Y,Y,QAI,Vulnerable
41046,plants,land plants,Lycopodiaceae,Phlegmariurus pinifolius,,(Trevis.) Kiew,E,,Y,Y,Q,Endangered
34780,plants,land plants,Lycopodiaceae,Phlegmariurus squarrosus,water tassel-fern,(G.Forst.) A.Love & D.Love,CR,CE,Y,Y,QAI,Critically endangered
34772,plants,land plants,Lycopodiaceae,Phlegmariurus tetrastichoides,,(A.R.Field & Bostock) A.R.Field & Bostock,V,V,Y,Y,Q,Vulnerable
34771,plants,land plants,Lycopodiaceae,Phlegmariurus varius,,(R.Br.) A.R.Field & Bostock,V,,Y,Y,QAI,Vulnerable
41166,plants,land plants,Lycopodiaceae,Pseudodiphasium volubile,,(G.Forst.) Holub,PE,EX,Y,Y,QI,Extinct in the wild
41174,plants,land plants,Lycopodiaceae,Pseudolycopodiella limosa,,(Hook.) A.R.Field,NT,,Y,Y,Q,Near threatened
34963,plants,land plants,Lythraceae,Ammannia robertsii,,(F.Muell.) S.A.Graham & Gandhi,V,,Y,N,Q,Vulnerable
16755,plants,land plants,Macarthuriaceae,Macarthuria complanata,,E.M.Ross,NT,,Y,N,Q,Near threatened
12889,plants,land plants,Malpighiaceae,Tristellateia australasiae,,A.Rich.,NT,,Y,N,QI,Near threatened
12976,plants,land plants,Malvaceae,Lawrencia buchananensis,,Lander,V,V,Y,N,Q,Vulnerable
12135,plants,land plants,Maundiaceae,Maundia triglochinoides,,F.Muell.,V,,Y,N,QA,Vulnerable
14836,plants,land plants,Meliaceae,Aglaia argentea,silver boodyarra,Blume,V,,Y,N,QI,Vulnerable
41754,plants,land plants,Meliaceae,Aglaia monticola,,W.E.Cooper & P.I.Forst.,NT,,Y,N,Q,Near threatened
13309,plants,land plants,Meliaceae,Owenia cepiodora,onion cedar,F.Muell.,V,V,Y,N,QA,Vulnerable
9013,plants,land plants,Menispermaceae,Carronia pedicellata,,Forman,E,E,Y,N,Q,Endangered
41392,plants,land plants,Menispermaceae,Fawcettia tinosporoides,,F.Muell.,V,,Y,N,QA,Vulnerable
19890,plants,land plants,Menispermaceae,Hypserpa polyandra,,Becc.,V,,Y,N,QI,Vulnerable
9012,plants,land plants,Menispermaceae,Hypserpa polyandra var. polyandra,,Becc.,V,,Y,N,QI,Vulnerable
31487,plants,land plants,Monimiaceae,Hemmantia webbii,,Whiffin,V,,Y,N,Q,Vulnerable
13746,plants,land plants,Monimiaceae,Steganthera australiana,,C.T.White,NT,,Y,N,Q,Near threatened
31415,plants,land plants,Monimiaceae,Steganthera laxiflora subsp. lewisensis,,Whiffin,NT,,Y,N,Q,Near threatened
30948,plants,land plants,Monimiaceae,Wilkiea sp. (McDowall Range J.G.Tracey 14552),,,NT,,Y,N,Q,Near threatened
13347,plants,land plants,Moraceae,Ficus melinocarpa var. hololampra,,(Diels) Corner,NT,,Y,N,QI,Near threatened
13831,plants,land plants,Musaceae,Musa fitzalanii,,F.Muell.,PE,EX,Y,N,Q,Extinct in the wild
13832,plants,land plants,Musaceae,Musa jackeyi,,W.Hill,E,,Y,N,Q,Endangered
12535,plants,land plants,Myrsinaceae,Ardisia bakeri,ardisia,C.T.White,NT,,Y,N,QA,Near threatened
14036,plants,land plants,Myrsinaceae,Ardisia fasciculata,,C.T.White,V,,Y,N,Q,Vulnerable
30697,plants,land plants,Myrsinaceae,Embelia flueckigeri,,F.Muell.,PE,,Y,N,Q,Extinct in the wild
29961,plants,land plants,Myrsinaceae,Myrsine serpenticola,,Jackes,E,,Y,N,QA,Endangered
18107,plants,land plants,Myrtaceae,Acmena mackinnoniana,Rocky River satinash,B.Hyland,NT,,Y,N,Q,Near threatened
9424,plants,land plants,Myrtaceae,Acmenosperma pringlei,,B.Hyland,V,,Y,N,Q,Vulnerable
28807,plants,land plants,Myrtaceae,Backhousia oligantha,,A.R.Bean,CR,,Y,N,Q,Critically endangered
34783,plants,land plants,Myrtaceae,Backhousia tetraptera,,Jackes,CR,,Y,N,Q,Critically endangered
18495,plants,land plants,Myrtaceae,Baeckea trapeza,,A.R.Bean,V,,Y,N,Q,Vulnerable
9169,plants,land plants,Myrtaceae,Barongia lophandra,,Peter G.Wilson & B.Hyland,V,,Y,N,Q,Vulnerable
17762,plants,land plants,Myrtaceae,Calytrix gurulmundensis,,Craven,V,V,Y,N,Q,Vulnerable
12492,plants,land plants,Myrtaceae,Calytrix islensis,,Craven,V,,Y,N,Q,Vulnerable
6441,plants,land plants,Myrtaceae,Corymbia clandestina,,(A.R.Bean) K.D.Hill & L.A.S.Johnson,V,V,Y,N,Q,Vulnerable
6448,plants,land plants,Myrtaceae,Corymbia leptoloma,,(Brooker & A.R.Bean) K.D.Hill & L.A.S.Johnson,V,V,Y,N,Q,Vulnerable
6452,plants,land plants,Myrtaceae,Corymbia petalophylla,,(Brooker & A.R.Bean) K.D.Hill & L.A.S.Johnson,V,,Y,N,Q,Vulnerable
6446,plants,land plants,Myrtaceae,Corymbia rhodops,red-throated bloodwood,(D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,V,V,Y,N,QA,Vulnerable
6416,plants,land plants,Myrtaceae,Corymbia scabrida,rough-leaved yellowjacket,(Brooker & A.R.Bean) K.D.Hill & L.A.S.Johnson,NT,,Y,N,Q,Near threatened
6568,plants,land plants,Myrtaceae,Corymbia xanthope,Glen Geddes bloodwood,(A.R.Bean & Brooker) K.D.Hill & L.A.S.Johnson,V,V,Y,N,QA,Vulnerable
27465,plants,land plants,Myrtaceae,Decaspermum struckoilicum,Mount Morgan myrtle,N.Snow & Guymer,CR,CE,Y,N,Q,Critically endangered
12508,plants,land plants,Myrtaceae,Eucalyptus argophloia,Queensland western white gum,Blakely,CR,V,Y,N,Q,Critically endangered
9238,plants,land plants,Myrtaceae,Eucalyptus beaniana,,L.A.S.Johnson & K.D.Hill,V,V,Y,N,Q,Vulnerable
27449,plants,land plants,Myrtaceae,Eucalyptus broviniensis,,A.R.Bean,E,E,Y,N,Q,Endangered
3571,plants,land plants,Myrtaceae,Eucalyptus codonocarpa,mallee ash,Blakely & McKie,NT,,Y,N,QA,Near threatened
13612,plants,land plants,Myrtaceae,Eucalyptus conglomerata,swamp stringybark,Maiden & Blakely,E,E,Y,N,Q,Endangered
17256,plants,land plants,Myrtaceae,Eucalyptus curtisii,Plunkett mallee,Blakely & C.T.White,NT,,Y,N,QAI,Near threatened
40899,plants,land plants,Myrtaceae,Eucalyptus dalveenica,,"T.L.Collins, R.L.Andrew & J.J.Bruhl",CR,,Y,N,Q,Critically endangered
9375,plants,land plants,Myrtaceae,Eucalyptus decolor,,A.R.Bean & Brooker,NT,,Y,N,Q,Near threatened
17260,plants,land plants,Myrtaceae,Eucalyptus dunnii,Dunn's white gum,Maiden,V,,Y,N,QA,Vulnerable
18798,plants,land plants,Myrtaceae,Eucalyptus farinosa,Mount Stewart ironbark,K.D.Hill,E,,Y,N,Q,Endangered
13905,plants,land plants,Myrtaceae,Eucalyptus hallii,Goodwood gum,Brooker,V,V,Y,N,Q,Vulnerable
12514,plants,land plants,Myrtaceae,Eucalyptus infera,Durikai mallee,A.R.Bean,V,V,Y,N,Q,Vulnerable
9242,plants,land plants,Myrtaceae,Eucalyptus kabiana,Mt. Beerwah mallee,L.A.S.Johnson & K.D.Hill,V,V,Y,N,Q,Vulnerable
9239,plants,land plants,Myrtaceae,Eucalyptus nudicaulis,Mt Isa mallee,A.R.Bean,E,,Y,N,Q,Endangered
9072,plants,land plants,Myrtaceae,Eucalyptus pachycalyx subsp. waajensis,,L.A.S.Johnson & K.D.Hill,E,,Y,N,Q,Endangered
9627,plants,land plants,Myrtaceae,Eucalyptus paedoglauca,Mt. Stuart ironbark,L.A.S.Johnson & Blaxell,V,V,Y,N,Q,Vulnerable
17195,plants,land plants,Myrtaceae,Eucalyptus scoparia,Wallangarra white gum,Maiden,V,V,Y,N,QA,Vulnerable
9240,plants,land plants,Myrtaceae,Eucalyptus sicilifolia,,L.A.S.Johnson & K.D.Hill,V,,Y,N,Q,Vulnerable
33790,plants,land plants,Myrtaceae,Eucalyptus sideroxylon subsp. improcera,,A.R.Bean,V,,Y,N,Q,Vulnerable
6582,plants,land plants,Myrtaceae,Eucalyptus taurina,Helidon ironbark,A.R.Bean & Brooker,E,,Y,N,Q,Endangered
35031,plants,land plants,Myrtaceae,Eucalyptus tereticornis subsp. rotunda,,A.R.Bean,NT,,Y,N,Q,Near threatened
9558,plants,land plants,Myrtaceae,Eucalyptus virens,shiny-leaved ironbark,Brooker & A.R.Bean,V,V,Y,N,Q,Vulnerable
27385,plants,land plants,Myrtaceae,Gossia fragrantissima,,(F.Muell. ex Benth.) N.Snow & Guymer,E,E,Y,N,QA,Endangered
27386,plants,land plants,Myrtaceae,Gossia gonoclada,,(F.Muell. ex Benth.) N.Snow & Guymer,CR,E,Y,N,Q,Critically endangered
27388,plants,land plants,Myrtaceae,Gossia inophloia,,(J.F.Bailey & C.T.White) N.Snow & Guymer,CR,,Y,N,Q,Critically endangered
34763,plants,land plants,Myrtaceae,Homoranthus brevistylis,,L.M.Copel.,CR,,Y,N,Q,Critically endangered
26372,plants,land plants,Myrtaceae,Homoranthus coracinus,,A.R.Bean,CR,,Y,N,Q,Critically endangered
34765,plants,land plants,Myrtaceae,Homoranthus cummingii,,L.M.Copel.,CR,,Y,N,Q,Critically endangered
13447,plants,land plants,Myrtaceae,Homoranthus decumbens,,(Byrnes) Craven & S.R.Jones,V,E,Y,N,Q,Vulnerable
34988,plants,land plants,Myrtaceae,Homoranthus inopinatus,,"L.M.Copel., J.Holmes & G.Holmes",CR,,Y,N,Q,Critically endangered
8991,plants,land plants,Myrtaceae,Homoranthus montanus,,Craven & S.R.Jones,CR,V,Y,N,Q,Critically endangered
16918,plants,land plants,Myrtaceae,Homoranthus papillatus,mouse bush,Byrnes,CR,,Y,N,Q,Critically endangered
13970,plants,land plants,Myrtaceae,Homoranthus porteri,,(C.T.White) Craven & S.R.Jones,V,V,Y,N,Q,Vulnerable
33038,plants,land plants,Myrtaceae,Homoranthus tricolor,,A.R.Bean,CR,,Y,N,Q,Critically endangered
14505,plants,land plants,Myrtaceae,Homoranthus tropicus,,Byrnes,NT,,Y,N,Q,Near threatened
31444,plants,land plants,Myrtaceae,Homoranthus vagans,,L.M.Copel.,V,,Y,N,Q,Vulnerable
9021,plants,land plants,Myrtaceae,Homoranthus zeteticorum,,Craven & S.R.Jones,E,,Y,N,Q,Endangered
31857,plants,land plants,Myrtaceae,Kardomia granitica,,(A.R.Bean) Peter G.Wilson,E,V,Y,N,Q,Endangered
31855,plants,land plants,Myrtaceae,Kardomia silvestris,,(A.R.Bean) Peter G.Wilson,E,,Y,N,QA,Endangered
31854,plants,land plants,Myrtaceae,Kardomia squarrulosa,,(Domin) Peter G.Wilson,V,,Y,N,Q,Vulnerable
8919,plants,land plants,Myrtaceae,Kunzea calida,Mount Stewart kunzea,F.Muell.,V,,Y,N,Q,Vulnerable
36110,plants,land plants,Myrtaceae,Kunzea sericothrix,,Toelken,E,,Y,N,Q,Endangered
36105,plants,land plants,Myrtaceae,Kunzea truncata,,Toelken,E,,Y,N,Q,Endangered
25944,plants,land plants,Myrtaceae,Lenwebbia prominens,,N.Snow & Guymer,NT,,Y,N,QA,Near threatened
27869,plants,land plants,Myrtaceae,Lenwebbia sp. (Blackall Range P.R.Sharpe 5387),,,E,,Y,N,Q,Endangered
28334,plants,land plants,Myrtaceae,Lenwebbia sp. (Main Range P.R.Sharpe+ 4877),Main Range lenwebbia,,CR,CE,Y,N,Q,Critically endangered
29864,plants,land plants,Myrtaceae,Leptospermum barneyense,,A.R.Bean,V,,Y,N,Q,Vulnerable
13466,plants,land plants,Myrtaceae,Leptospermum luehmannii,,F.M.Bailey,V,,Y,N,Q,Vulnerable
13415,plants,land plants,Myrtaceae,Leptospermum oreophilum,,Joy Thomps.,V,,Y,N,Q,Vulnerable
8377,plants,land plants,Myrtaceae,Leptospermum pallidum,,A.R.Bean,NT,,Y,N,Q,Near threatened
8380,plants,land plants,Myrtaceae,Leptospermum venustum,,A.R.Bean,V,,Y,N,Q,Vulnerable
14387,plants,land plants,Myrtaceae,Melaleuca cheelii,,C.T.White,NT,,Y,N,Q,Near threatened
36380,plants,land plants,Myrtaceae,Melaleuca comosa,,A.R.Bean,V,,Y,N,Q,Vulnerable
31333,plants,land plants,Myrtaceae,Melaleuca flavovirens,,(Cheel) Craven,NT,,Y,N,QA,Near threatened
31339,plants,land plants,Myrtaceae,Melaleuca formosa,,(S.T.Blake) Craven,NT,,Y,N,Q,Near threatened
13429,plants,land plants,Myrtaceae,Melaleuca groveana,,Cheel & C.T.White,NT,,Y,N,QA,Near threatened
26403,plants,land plants,Myrtaceae,Melaleuca irbyana,,R.T.Baker,E,,Y,N,QA,Endangered
9590,plants,land plants,Myrtaceae,Melaleuca kunzeoides,,Byrnes,V,V,Y,N,Q,Vulnerable
35418,plants,land plants,Myrtaceae,Melaleuca lophocoracorum,,"A.J.Ford, Craven & Brophy",CR,,Y,N,Q,Critically endangered
31335,plants,land plants,Myrtaceae,Melaleuca pearsonii,,(R.D.Spencer & Lumley) Craven,NT,,Y,N,Q,Near threatened
29538,plants,land plants,Myrtaceae,Melaleuca sylvana,,Craven & A.J.Ford,E,,Y,N,Q,Endangered
29166,plants,land plants,Myrtaceae,Melaleuca uxorum,,"Craven, G.Holmes & Sankowsky",E,,Y,N,Q,Endangered
31372,plants,land plants,Myrtaceae,Melaleuca williamsii,,Craven,V,,Y,N,Q,Vulnerable
33116,plants,land plants,Myrtaceae,Melaleuca williamsii subsp. fletcheri,,Craven,V,V,Y,N,Q,Vulnerable
18706,plants,land plants,Myrtaceae,Micromyrtus carinata,Gurulmundi heath-myrtle,A.R.Bean,E,,Y,N,Q,Endangered
5659,plants,land plants,Myrtaceae,Micromyrtus delicata,,A.R.Bean,E,,Y,N,Q,Endangered
5657,plants,land plants,Myrtaceae,Micromyrtus patula,,A.R.Bean,E,,Y,N,Q,Endangered
5658,plants,land plants,Myrtaceae,Micromyrtus rotundifolia,,A.R.Bean,V,,Y,N,Q,Vulnerable
18349,plants,land plants,Myrtaceae,Micromyrtus vernicosa,,A.R.Bean,V,,Y,N,Q,Vulnerable
9166,plants,land plants,Myrtaceae,Mitrantia bilocularis,,Peter G.Wilson & B.Hyland,E,CE,Y,N,Q,Endangered
22331,plants,land plants,Myrtaceae,Ochrosperma obovatum,,A.R.Bean,V,,Y,N,Q,Vulnerable
22496,plants,land plants,Myrtaceae,Rhodamnia angustifolia,narrow-leaved malletwood,N.Snow & Guymer,CR,CE,Y,N,Q,Critically endangered
31585,plants,land plants,Myrtaceae,Rhodamnia arenaria,,N.Snow,E,,Y,N,Q,Endangered
13406,plants,land plants,Myrtaceae,Rhodamnia dumicola,rib-fruited malletwood,Guymer & Jessup,E,,Y,N,Q,Endangered
16286,plants,land plants,Myrtaceae,Rhodamnia glabrescens,,Guymer & Jessup,NT,,Y,N,Q,Near threatened
27480,plants,land plants,Myrtaceae,Rhodamnia longisepala,,N.Snow & A.J.Ford,CR,CE,Y,N,Q,Critically endangered
13407,plants,land plants,Myrtaceae,Rhodamnia maideniana,smooth scrub turpentine,C.T.White,CR,CE,Y,N,QA,Critically endangered
14255,plants,land plants,Myrtaceae,Rhodamnia rubescens,scrub turpentine,(Benth.) Miq.,CR,CE,Y,N,QA,Critically endangered
16287,plants,land plants,Myrtaceae,Rhodamnia sessiliflora,,Benth.,E,,Y,N,Q,Endangered
13405,plants,land plants,Myrtaceae,Rhodamnia whiteana,white malletwood,Guymer & Jessup,E,,Y,N,QA,Endangered
16292,plants,land plants,Myrtaceae,Rhodomyrtus canescens,,C.T.White & W.D.Francis,E,,Y,N,Q,Endangered
9125,plants,land plants,Myrtaceae,Rhodomyrtus effusa,,Guymer,E,,Y,N,Q,Endangered
9338,plants,land plants,Myrtaceae,Rhodomyrtus pervagata,,Guymer,E,,Y,N,Q,Endangered
