scientificName,vernacularName,Current Scientific Name,status,Australian Capital Territory,New South Wales,Northern Territory,Queensland,South Australia,Tasmania,Victoria,Western Australia,Ashmore and Cartier Islands,Cocos  Keeling  Islands,Christmas Island,Coral Sea Islands,Jervis Bay Territory,Norfolk Island,Heard and McDonald Islands,Australian Antarctic Territory,Commonwealth Marine Area,listed sprat taxonID,current sprat taxonID,kingdom,class,Profile,Date extracted,nsl name,family,genus,species,Infraspecific Rank,Infraspecies,Species Author,Infraspecies Author,sourceStatus
Macadamia integrifolia,"Macadamia Nut, Queensland Nut Tree, Smooth-shelled Macadamia, Bush Nut, Nut Oak",-,Vulnerable,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,7326,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=7326,2022-10-05,https://id.biodiversity.org.au/name/apni/100011,Proteaceae,Macadamia,integrifolia,-,-,Maiden  E.Betche,-,Vulnerable
Macadamia jansenii,"Bulberin Nut, Bulburin Nut Tree",-,Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,55597,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55597,2022-10-05,https://id.biodiversity.org.au/name/apni/118010,Proteaceae,Macadamia,jansenii,-,-,C.L.Gross  P.H.Weston,-,Endangered
Macadamia ternifolia,"Small-fruited Queensland Nut, Gympie Nut",-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,7214,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=7214,2022-10-05,https://id.biodiversity.org.au/name/apni/100081,Proteaceae,Macadamia,ternifolia,-,-,F.Muell.,-,Vulnerable
Macadamia tetraphylla,"Rough-shelled Bush Nut, Macadamia Nut, Rough-shelled Macadamia, Rough-leaved Queensland Nut",-,Vulnerable,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,6581,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=6581,2022-10-05,https://id.biodiversity.org.au/name/apni/100151,Proteaceae,Macadamia,tetraphylla,-,-,L.Johnson,-,Vulnerable
Macarthuria keigheryi,Keighery's Macarthuria,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,64930,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64930,2022-10-05,https://id.biodiversity.org.au/name/apni/160363,Molluginaceae,Macarthuria,keigheryi,-,-,Lepschi,-,Endangered
Maccullochella ikei,"Clarence River Cod, Eastern Freshwater Cod",-,Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26170,-,Animalia,Actinopterygii,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26170,2022-10-05,-,Percichthyidae,Maccullochella,ikei,-,-,"Rowland, 1993",-,Endangered
Maccullochella macquariensis,Trout Cod,-,Endangered,Yes,Yes,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,26171,-,Animalia,Actinopterygii,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26171,2022-10-05,-,Percichthyidae,Maccullochella,macquariensis,-,-,"(Cuvier, 1829)",-,Endangered
Maccullochella mariensis,Mary River Cod,-,Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,83806,-,Animalia,Actinopterygii,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83806,2022-10-05,-,Percichthyidae,Maccullochella,mariensis,-,-,"(Rowland, 1993)",-,Endangered
Maccullochella peelii,Murray Cod,-,Vulnerable,Yes,Yes,-,Yes,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,66633,-,Animalia,Actinopterygii,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66633,2022-10-05,-,Percichthyidae,Maccullochella,peelii,-,-,"(Mitchell, 1838)",-,Vulnerable
Macquaria australasica,Macquarie Perch,-,Endangered,Yes,Yes,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,66632,-,Animalia,Actinopterygii,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66632,2022-10-05,-,Percichthyidae,Macquaria,australasica,-,-,"Cuvier, 1830",-,Endangered
Macroderma gigas,Ghost Bat,-,Vulnerable,-,-,Yes,Yes,Yes,-,-,Yes,-,-,-,-,-,-,-,-,-,174,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=174,2022-10-05,-,Megadermatidae,Macroderma,gigas,-,-,"(Dobson, 1880)",-,Vulnerable
Macronectes giganteus,"Southern Giant-Petrel, Southern Giant Petrel",-,Endangered,-,Yes,-,Yes,Yes,Yes,Yes,Yes,-,-,-,Yes,Yes,Yes,Yes,Yes,Yes,1060,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1060,2022-10-05,-,Procellariidae,Macronectes,giganteus,-,-,"(Gmelin, 1789)",-,Endangered
Macronectes halli,Northern Giant Petrel,-,Vulnerable,-,Yes,-,Yes,Yes,Yes,Yes,Yes,-,-,-,Yes,Yes,Yes,Yes,Yes,Yes,1061,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1061,2022-10-05,-,Procellariidae,Macronectes,halli,-,-,"Mathews, 1912",-,Vulnerable
Macropteranthes montana,-,-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,9003,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=9003,2022-10-05,https://id.biodiversity.org.au/name/apni/58354,Combretaceae,Macropteranthes,montana,-,-,(F.Muell.) Benth.,-,Vulnerable
Macrotis lagotis,Greater Bilby,-,Vulnerable,-,Yes,Yes,Yes,Yes,-,-,Yes,-,-,-,-,-,-,-,-,-,282,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=282,2022-10-05,-,Thylacomyidae,Macrotis,lagotis,-,-,"(Reid,1837)",-,Vulnerable
Macrotis leucura,"Yallara, Lesser Bilby, Djoonpi",-,Extinct,-,-,Yes,Yes,Yes,-,-,Yes,-,-,-,-,-,-,-,-,-,283,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=283,2022-10-05,-,Thylacomyidae,Macrotis,leucura,-,-,"(Thomas, 1887)",-,Extinct
Macrozamia conferta,-,-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,64582,-,Plantae,Cycadatae,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64582,2022-10-05,https://id.biodiversity.org.au/name/apni/154602,Zamiaceae,Macrozamia,conferta,-,-,D.L.Jones  P.I.Forster,-,Vulnerable
Macrozamia cranei,-,-,Endangered,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,64681,-,Plantae,Cycadatae,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64681,2022-10-05,https://id.biodiversity.org.au/name/apni/154603,Zamiaceae,Macrozamia,cranei,-,-,D.L.Jones  P.I.Forster,-,Endangered
Macrozamia johnsonii,-,-,Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55674,-,Plantae,Cycadatae,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55674,2022-10-05,https://id.biodiversity.org.au/name/apni/118113,Zamiaceae,Macrozamia,johnsonii,-,-,D.L.Jones  K.D.Hill,-,Endangered
Macrozamia lomandroides,cycad,-,Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,55406,-,Plantae,Cycadatae,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55406,2022-10-05,https://id.biodiversity.org.au/name/apni/117819,Zamiaceae,Macrozamia,lomandroides,-,-,D.L.Jones,-,Endangered
Macrozamia macdonnellii,MacDonnell Ranges Cycad,-,Vulnerable,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11843,-,Plantae,Cycadatae,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11843,2022-10-05,https://id.biodiversity.org.au/name/apni/59523,Zamiaceae,Macrozamia,macdonnellii,-,-,(Miq.) A.DC.,-,Vulnerable
Macrozamia machinii,-,-,Vulnerable,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,64583,-,Plantae,Cycadatae,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64583,2022-10-05,https://id.biodiversity.org.au/name/apni/154604,Zamiaceae,Macrozamia,machinii,-,-,P.I.Forst.  D.L.Jones,-,Vulnerable
Macrozamia occidua,-,-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,64584,-,Plantae,Cycadatae,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64584,2022-10-05,https://id.biodiversity.org.au/name/apni/154666,Zamiaceae,Macrozamia,occidua,-,-,D.L.Jones  P.I.Forster,-,Vulnerable
Macrozamia parcifolia,-,-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,64682,-,Plantae,Cycadatae,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64682,2022-10-05,https://id.biodiversity.org.au/name/apni/147260,Zamiaceae,Macrozamia,parcifolia,-,-,P.I.Forster  D.L.Jones,-,Vulnerable
Macrozamia pauli-guilielmi,Pineapple Zamia,-,Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,5712,-,Plantae,Cycadatae,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=5712,2022-10-05,https://id.biodiversity.org.au/name/apni/59710,Zamiaceae,Macrozamia,pauli-guilielmi,-,-,F.Muell.,-,Endangered
Macrozamia platyrhachis,cycad,-,Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,3412,-,Plantae,Cycadatae,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3412,2022-10-05,https://id.biodiversity.org.au/name/apni/59847,Zamiaceae,Macrozamia,platyrhachis,-,-,F.M.Bailey,-,Endangered
Maireana cheelii,Chariot Wheels,-,Vulnerable,-,Yes,-,Yes,-,-,Yes,-,-,-,-,-,-,-,-,-,-,8008,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=8008,2022-10-05,https://id.biodiversity.org.au/name/apni/101310,Chenopodiaceae,Maireana,cheelii,-,-,(R.H.Anderson) Paul G.Wilson,-,Vulnerable
Malurus coronatus coronatus,Purple-crowned Fairy-wren (western),-,Endangered,-,-,Yes,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,64442,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64442,2022-10-05,-,Maluridae,Malurus,coronatus,-,coronatus,"Gould, 1858",-,Endangered
Malurus leucopterus edouardi,"White-winged Fairy-wren (Barrow Island), Barrow Island Black-and-white Fairy-wren",-,Vulnerable,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,26194,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26194,2022-10-05,-,Maluridae,Malurus,leucopterus,-,edouardi,-,"Campbell,1901",Vulnerable
Malurus leucopterus leucopterus,"White-winged Fairy-wren (Dirk Hartog Island), Dirk Hartog Black-and-White Fairy-wren",-,Vulnerable,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,26004,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26004,2022-10-05,-,Maluridae,Malurus,leucopterus,-,leucopterus,-,"Dumont, 1824",Vulnerable
Manorina melanotis,Black-eared Miner,-,Endangered,-,Yes,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,449,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=449,2022-10-05,-,Meliphagidae,Manorina,melanotis,-,-,"(Wilson,1911)",-,Endangered
Marattia salicina,"King Fern, Para, Potato Fern",Ptisana salicina,Endangered,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,-,-,-,16197,91570,Plantae,Polypodiatae,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=16197,2022-10-05,https://id.biodiversity.org.au/name/apni/84623,Marattiaceae,Marattia,salicina,-,-,Sm.,-,Endangered
Marginaster littoralis,Derwent River Seastar,-,Critically Endangered,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,66762,-,Animalia,Asteroidea,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66762,2022-10-05,-,Poraniidae,Marginaster,littoralis,-,-,"Dartnall, 1970",-,Critically Endangered
Marianthus paralius,-,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,83925,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83925,2022-10-05,https://id.biodiversity.org.au/name/apni/156609,Pittosporaceae,Marianthus,paralius,-,-,L.Cayzer  Crisp,-,Endangered
Marsdenia araujacea,-,Leichhardtia araujacea,Extinct,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,20391,91900,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=20391,2022-10-05,https://id.biodiversity.org.au/name/apni/103779,Apocynaceae,Marsdenia,araujacea,-,-,F.Muell.,-,Extinct
Marsdenia brevifolia,-,Leichhardtia brevifolia,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,64585,91893,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64585,2022-10-05,https://id.biodiversity.org.au/name/apni/154605,Apocynaceae,Marsdenia,brevifolia,-,-,(Benth.) P.I.Forst.,-,Vulnerable
Marsdenia longiloba,Clear Milkvine,Leichhardtia longiloba,Vulnerable,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,2794,91911,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2794,2022-10-05,https://id.biodiversity.org.au/name/apni/104111,Apocynaceae,Marsdenia,longiloba,-,-,Benth.,-,Vulnerable
Marsdenia paludicola,-,Leichhardtia paludicola,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,64529,91913,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64529,2022-10-05,https://id.biodiversity.org.au/name/apni/154606,Apocynaceae,Marsdenia,paludicola,-,-,P.I.Forster,-,Vulnerable
Mastacomys fuscus mordicus,"Broad-toothed Rat (mainland), Tooarrana",-,Vulnerable,Yes,Yes,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,87617,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=87617,2022-10-05,-,Muridae,Mastacomys,fuscus,-,mordicus,-,"Thomas,1922",Vulnerable
Mathewsoconcha grayi ms,Gray's Helicarionid Land Snail,-,Critically Endangered,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,-,-,-,81852,-,Animalia,Gastropoda,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81852,2022-10-05,-,Helicarionidae,Mathewsoconcha,grayi ms,-,-,-,-,Critically Endangered
Mathewsoconcha phillipii,Phillip Island Helicarionid Land Snail,-,Critically Endangered,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,-,-,-,81252,-,Animalia,Gastropoda,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81252,2022-10-05,-,Helicarionidae,Mathewsoconcha,phillipii,-,-,"Gray, 1834",-,Critically Endangered
Mathewsoconcha suteri,Suter's Striped Glass-snail,-,Critically Endangered,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,-,-,-,81851,-,Animalia,Gastropoda,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81851,2022-10-05,-,Helicarionidae,Mathewsoconcha,suteri,-,-,"Sykes, 1900",-,Critically Endangered
Medicosma elliptica,-,-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,12192,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=12192,2022-10-05,https://id.biodiversity.org.au/name/apni/73643,Rutaceae,Medicosma,elliptica,-,-,T.Hartley,-,Vulnerable
Medicosma obovata,-,-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,17533,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=17533,2022-10-05,https://id.biodiversity.org.au/name/apni/73650,Rutaceae,Medicosma,obovata,-,-,T.Hartley,-,Vulnerable
Megascolides australis,Giant Gippsland Earthworm,-,Vulnerable,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,64420,-,Animalia,Oligochaeta,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64420,2022-10-05,-,Megascolecidae,Megascolides,australis,-,-,-,-,Vulnerable
Melaleuca biconvexa,Biconvex Paperbark,-,Vulnerable,-,Yes,-,-,-,-,-,-,-,-,-,-,Yes,-,-,-,-,5583,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=5583,2022-10-05,https://id.biodiversity.org.au/name/apni/88446,Myrtaceae,Melaleuca,biconvexa,-,-,Byrnes,-,Vulnerable
Melaleuca deanei,Deane's Melaleuca,-,Vulnerable,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5818,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=5818,2022-10-05,https://id.biodiversity.org.au/name/apni/89392,Myrtaceae,Melaleuca,deanei,-,-,F.Muell.,-,Vulnerable
Melaleuca kunzeoides,-,-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,13192,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=13192,2022-10-05,https://id.biodiversity.org.au/name/apni/91029,Myrtaceae,Melaleuca,kunzeoides,-,-,Byrnes,-,Vulnerable
Melaleuca sciotostyla,Wongan Melaleuca,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,24324,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=24324,2022-10-05,https://id.biodiversity.org.au/name/apni/111142,Myrtaceae,Melaleuca,sciotostyla,-,-,Barlow,-,Endangered
Melaleuca sp. Wanneroo (G.J. Keighery 16705),-,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,89456,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=89456,2022-10-05,https://id.biodiversity.org.au/name/apni/229117,Myrtaceae,Melaleuca,sp. Wanneroo (G.J. Keighery 16705),-,-,WA Herbarium,-,Endangered
Melanodryas cucullata melvillensis,"Tiwi Islands Hooded Robin, Hooded Robin (Tiwi Islands)",-,Critically Endangered,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,67092,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=67092,2022-10-05,-,Petroicidae,Melanodryas,cucullata,-,melvillensis,-,"(Zietz, 1914)",Critically Endangered
Melanotaenia eachamensis,Lake Eacham Rainbowfish,-,Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,26185,-,Animalia,Actinopterygii,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26185,2022-10-05,-,Melanotaeniidae,Melanotaenia,eachamensis,-,-,"Allen  Cross, 1982",-,Endangered
Melanotaenia sp. nov. 'Malanda',Malanda Rainbowfish,-,Critically Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,89880,-,Animalia,Actinopterygii,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=89880,2022-10-05,-,Melanotaeniidae,Melanotaenia,sp. nov. 'Malanda',-,-,-,-,Critically Endangered
Melichrus sp. Gibberagee (Benwell 97239),Narrow-leaf Melichrus,-,Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,86881,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86881,2022-10-05,https://id.biodiversity.org.au/name/apni/194502,Ericaceae,Melichrus,sp. Gibberagee (Benwell 97239),-,-,NSW Herbarium,-,Endangered
Melichrus sp. Newfoundland State Forest (P.Gilmour 7852),Hairy Melichrus,-,Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,82048,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82048,2022-10-05,https://id.biodiversity.org.au/name/apni/194638,Epacridaceae,Melichrus,sp. Newfoundland State Forest (P.Gilmour 7852),-,-,-,-,Endangered
Melicope littoralis,Shade Tree,-,Vulnerable,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,-,-,-,22042,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=22042,2022-10-05,https://id.biodiversity.org.au/name/apni/117564,Rutaceae,Melicope,littoralis,-,-,(Endl.) T.G.Hartley,-,Vulnerable
Melicytus latifolius,Norfolk Island Mahoe,-,Critically Endangered,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,-,-,-,56677,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56677,2022-10-05,https://id.biodiversity.org.au/name/apni/119244,Violaceae,Melicytus,latifolius,-,-,(Endl.) P.S.Green,-,Critically Endangered
Melicytus ramiflorus subsp. oblongifolius,"Whiteywood, a tree",-,Vulnerable,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,-,-,-,56680,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56680,2022-10-05,https://id.biodiversity.org.au/name/apni/119247,Violaceae,Melicytus,ramiflorus,subsp.,oblongifolius,-,(Cunn.) P.S.Green,Vulnerable
Melithreptus brevirostris magnirostris,Kangaroo Island Brown-headed Honeyeater,-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,80453,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=80453,2022-10-05,-,Meliphagidae,Melithreptus,brevirostris,-,magnirostris,-,"North, 1905",Endangered
Melomys rubicola,Bramble Cay Melomys,-,Extinct,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,64477,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64477,2022-10-05,-,Muridae,Melomys,rubicola,-,-,-,-,Extinct
Meridolum maryae,"Maroubra Woodland Snail, Maroubra Land Snail",-,Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,89884,-,Animalia,Gastropoda,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=89884,2022-10-05,-,Camaenidae,Meridolum,maryae ,-,-,"Clark, 2009",-,Endangered
Meryta angustifolia,Narrow-leaved Meryta,-,Vulnerable,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,-,-,-,65881,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=65881,2022-10-05,https://id.biodiversity.org.au/name/apni/172123,Araliaceae,Meryta,angustifolia,-,-,(Endl.) Seem.,-,Vulnerable
Meryta latifolia,"Shade Tree, Broad-leaved Meryta",-,Critically Endangered,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,-,-,-,65882,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=65882,2022-10-05,https://id.biodiversity.org.au/name/apni/159456,Araliaceae,Meryta,latifolia,-,-,(Endl.) Seem.,-,Critically Endangered
Mesembriomys gouldii gouldii,"Black-footed Tree-rat (Kimberley and mainland Northern Territory), Djintamoonga, Manbul",-,Endangered,-,-,Yes,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,87618,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=87618,2022-10-05,-,Muridae,Mesembriomys,gouldii,-,gouldii,"(J.E. Gray, 1843)",-,Endangered
Mesembriomys gouldii melvillensis,Black-footed Tree-rat (Melville Island),-,Vulnerable,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,87619,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=87619,2022-10-05,-,Muridae,Mesembriomys,gouldii,-,melvillensis,-,"Hayman, 1936",Vulnerable
Mesembriomys gouldii rattoides,"Black-footed Tree-rat (north Queensland), Shaggy Rabbit-rat",-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,87620,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=87620,2022-10-05,-,Muridae,Mesembriomys,gouldii,-,rattoides,-,"Thomas, 1924",Vulnerable
Mesodontrachia fitzroyana,Fitzroy Land Snail,-,Endangered,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79111,-,Animalia,Gastropoda,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=79111,2022-10-05,-,Camaenidae,Mesodontrachia,fitzroyana,-,-,"Solem, 1985",-,Endangered
Microcarpaea agonis,-,-,Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,64933,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64933,2022-10-05,https://id.biodiversity.org.au/name/apni/180461,Scrophulariaceae,Microcarpaea,agonis,-,-,A.R.Bean,-,Endangered
Microcorys eremophiloides,Wongan Microcorys,-,Vulnerable,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,3498,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3498,2022-10-05,https://id.biodiversity.org.au/name/apni/71877,Lamiaceae,Microcorys,eremophiloides,-,-,Kenneally,-,Vulnerable
