scientificName,vernacularName,Current Scientific Name,status,Australian Capital Territory,New South Wales,Northern Territory,Queensland,South Australia,Tasmania,Victoria,Western Australia,Ashmore and Cartier Islands,Cocos  Keeling  Islands,Christmas Island,Coral Sea Islands,Jervis Bay Territory,Norfolk Island,Heard and McDonald Islands,Australian Antarctic Territory,Commonwealth Marine Area,listed sprat taxonID,current sprat taxonID,kingdom,class,Profile,Date extracted,nsl name,family,genus,species,Infraspecific Rank,Infraspecies,Species Author,Infraspecies Author,sourceStatus
Lepidium monoplocoides,Winged Pepper-cress,-,Endangered,-,Yes,-,Yes,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,9190,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=9190,2022-10-05,https://id.biodiversity.org.au/name/apni/83940,Brassicaceae,Lepidium,monoplocoides,-,-,F.Muell.,-,Endangered
Lepidium peregrinum,Wandering Pepper-cress,-,Endangered,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,14035,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=14035,2022-10-05,https://id.biodiversity.org.au/name/apni/84229,Brassicaceae,Lepidium,peregrinum,-,-,Thell.,-,Endangered
Lepidium pseudopapillosum,Erect Pepper-cress,-,Vulnerable,-,Yes,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,11548,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11548,2022-10-05,https://id.biodiversity.org.au/name/apni/84379,Brassicaceae,Lepidium,pseudopapillosum,-,-,Thell.,-,Vulnerable
Lepidochelys olivacea,"Olive Ridley Turtle, Pacific Ridley Turtle",-,Endangered,-,Yes,Yes,Yes,-,-,-,Yes,Yes,Yes,Yes,Yes,-,-,-,-,Yes,1767,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1767,2022-10-05,-,Cheloniidae,Lepidochelys,olivacea,-,-,"(Eschscholtz,1829)",-,Endangered
Lepidodactylus listeri,"Christmas Island Gecko, Lister's Gecko",-,Critically Endangered,-,-,-,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,1711,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1711,2022-10-05,-,Gekkonidae,Lepidodactylus,listeri,-,-,"(Boulenger, 1889)",-,Critically Endangered
Lepidorrhachis mooreana,"Little Mountain Palm, Moorei Palm",-,Critically Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6388,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=6388,2022-10-05,https://id.biodiversity.org.au/name/apni/85051,Arecaceae,Lepidorrhachis,mooreana,-,-,(F.Muell.) Cook,-,Critically Endangered
Lepidosperma rostratum,Beaked Lepidosperma,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,14152,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=14152,2022-10-05,https://id.biodiversity.org.au/name/apni/86614,Cyperaceae,Lepidosperma,rostratum,-,-,S.T.Blake,-,Endangered
Leporillus apicalis,"Lesser Stick-nest Rat,Tjooyalpi, White-tailed Stick-nest Rat",-,Extinct,-,Yes,Yes,-,Yes,-,Yes,Yes,-,-,-,-,-,-,-,-,-,136,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=136,2022-10-05,-,Muridae,Leporillus,apicalis,-,-,"(Gould, 1853)",-,Extinct
Leporillus conditor,"Wopilkara, Greater Stick-nest Rat",-,Vulnerable,-,Yes,-,-,Yes,-,-,Yes,-,-,-,-,-,-,-,-,-,137,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=137,2022-10-05,-,Muridae,Leporillus,conditor,-,-,"(Sturt,1848)",-,Vulnerable
Leptomeria dielsiana,Diels' Currant Bush,-,Vulnerable,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,5146,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=5146,2022-10-05,https://id.biodiversity.org.au/name/apni/61604,Santalaceae,Leptomeria,dielsiana,-,-,Pilger,-,Vulnerable
Leptospermum deanei,Deane's Tea-tree,-,Vulnerable,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21777,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21777,2022-10-05,https://id.biodiversity.org.au/name/apni/97770,Myrtaceae,Leptospermum,deanei,-,-,J.Thompson,-,Vulnerable
Leptospermum thompsonii,Monga Tea-tree,-,Vulnerable,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21806,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21806,2022-10-05,https://id.biodiversity.org.au/name/apni/101566,Myrtaceae,Leptospermum,thompsonii,-,-,Joy Thomps.,-,Vulnerable
Lerista allanae,"Allan's Lerista, Retro Slider",-,Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,1378,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1378,2022-10-05,-,Scincidae,Lerista,allanae,-,-,"(Longman,1937)",-,Endangered
Lerista nevinae,Nevin's Slider,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,85296,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=85296,2022-10-05,-,Scincidae,Lerista,nevinae,-,-,"Smith  Adams, 2007",-,Endangered
Lerista vittata,"Mount Cooper Striped Skink, Mount Cooper Striped Lerista",-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,1308,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1308,2022-10-05,-,Scincidae,Lerista,vittata,-,-,"Greer, McDonald and Lawrie,1983",-,Vulnerable
Leucocarbo atriceps nivalis,"Imperial Shag (Heard Island), Heard Shag",-,Vulnerable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,Yes,Yes,66994,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66994,2022-10-05,-,Phalacrocoracidae,Leucocarbo,atriceps,-,nivalis,"Falla, 1937",-,Vulnerable
Leucocarbo atriceps purpurascens,Imperial Shag (Macquarie Island),-,Vulnerable,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,Yes,66995,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66995,2022-10-05,-,Phalacrocoracidae,Leucocarbo,atriceps,-,purpurascens,-,"(Brandt, 1837)",Vulnerable
Leucochrysum albicans subsp. tricolor,"Hoary Sunray, Grassland Paper-daisy",-,Endangered,Yes,Yes,-,Yes,-,Yes,Yes,-,-,-,-,-,-,-,-,-,-,89104,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=89104,2022-10-05,https://id.biodiversity.org.au/name/apni/4432940,Asteraceae,Leucochrysum,albicans,subsp.,tricolor,-,(DC.) N.G.Walsh,Endangered
Leucopatus anophthalmus,Blind Velvet Worm,-,Endangered,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,90855,-,Animalia,Onychophora (no class),http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=90855,2022-10-05,-,Peripatopsidae,Leucopatus,anophthalmus,-,-,"(Ruhberg, Mesibov, Briscoe  Tait, 1991)",-,Endangered
Leucopogon confertus,Torrington Beard-heath,-,Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14417,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=14417,2022-10-05,https://id.biodiversity.org.au/name/apni/98476,Epacridaceae,Leucopogon,confertus,-,-,Benth.,-,Endangered
Leucopogon cryptanthus,Small-flowered Leucopogon,-,Extinct,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,14621,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=14621,2022-10-05,https://id.biodiversity.org.au/name/apni/98637,Epacridaceae,Leucopogon,cryptanthus,-,-,Benth.,-,Extinct
Leucopogon exolasius,Woronora Beard-heath,-,Vulnerable,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14251,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=14251,2022-10-05,https://id.biodiversity.org.au/name/apni/99193,Epacridaceae,Leucopogon,exolasius,-,-,(F.Muell.) Benth.,-,Vulnerable
Leucopogon gnaphalioides,Stirling Range Beard Heath,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,21609,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21609,2022-10-05,https://id.biodiversity.org.au/name/apni/99612,Epacridaceae,Leucopogon,gnaphalioides,-,-,Stschegl.,-,Endangered
Leucopogon marginatus,Thick-margined Leucopogon,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,12527,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=12527,2022-10-05,https://id.biodiversity.org.au/name/apni/109512,Ericaceae,Leucopogon,marginatus,-,-,W.Fitzg.,-,Endangered
Leucopogon nitidus,-,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,87812,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=87812,2022-10-05,https://id.biodiversity.org.au/name/apni/234420,Ericaceae,Leucopogon,nitidus,-,-,Hislop,-,Endangered
Leucopogon obtectus,Hidden Beard-heath,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,19614,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=19614,2022-10-05,https://id.biodiversity.org.au/name/apni/111856,Ericaceae,Leucopogon,obtectus,-,-,Benth.,-,Endangered
Leucopogon sp. Coolmunda (D.Halford Q1635),-,Styphelia sp. Coolmunda (D.Halford Q1635),Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,64928,92620,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64928,2022-10-05,https://id.biodiversity.org.au/name/apni/179714,Ericaceae,Leucopogon,sp. Coolmunda (D.Halford Q1635),-,-,-,-,Endangered
"Leucopogon sp. Flynn (F.Hort, J.Hort & A.Lowrie 859)",-,-,Critically Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,86385,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86385,2022-10-05,https://id.biodiversity.org.au/name/apni/239976,Ericaceae,Leucopogon,"sp. Flynn (F.Hort, J.Hort & A.Lowrie 859)",-,-,WA Herbarium,-,Critically Endangered
Leucopogon sp. Ongerup (A.S. George 16682),-,-,Vulnerable,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,85018,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=85018,2022-10-05,https://id.biodiversity.org.au/name/apni/240003,Epacridaceae,Leucopogon,sp. Ongerup (A.S. George 16682),-,-,WA Herbarium,-,Vulnerable
Leucopogon spectabilis,Ironstone Beard-heath,-,Critically Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,83012,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83012,2022-10-05,https://id.biodiversity.org.au/name/apni/211515,Epacridaceae,Leucopogon,spectabilis,-,-,Hislop  A.R.Chapm.,-,Critically Endangered
Lewinia pectoralis clelandi,"Western Australian Lewin's Rail, Lewin's Rail (western)",-,Extinct,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,82446,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82446,2022-10-05,-,Rallidae,Lewinia,pectoralis,-,clelandi,-,"(Mathews,1911)",Extinct
Liasis olivaceus barroni,Olive Python (Pilbara subspecies),-,Vulnerable,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,66699,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66699,2022-10-05,-,Boidae,Liasis,olivaceus,-,barroni,"Gray, 1842","(Smith, 1981)",Vulnerable
Lichenostomus melanops cassidix,"Helmeted Honeyeater, Yellow-tufted Honeyeater (Helmeted)",-,Critically Endangered,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,26011,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26011,2022-10-05,-,Meliphagidae,Lichenostomus,melanops,-,cassidix,-,"(Gould, 1867)",Critically Endangered
Limonium australe var. baudinii,Baudin's Sea-lavender,-,Vulnerable,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,86369,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86369,2022-10-05,https://id.biodiversity.org.au/name/apni/233718,Plumbaginaceae,Limonium,australe,var.,baudinii,-,(Lincz.) A.M.Gray,Vulnerable
Limosa lapponica baueri,"Nunivak Bar-tailed Godwit, Western Alaskan Bar-tailed Godwit",-,Vulnerable,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,86380,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86380,2022-10-05,-,Scolopacidae,Limosa,lapponica,-,baueri,-,"Naumann, 1836",Vulnerable
Limosa lapponica menzbieri,"Northern Siberian Bar-tailed Godwit, Russkoye Bar-tailed Godwit",-,Critically Endangered,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,86432,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86432,2022-10-05,-,Scolopacidae,Limosa,lapponica,-,menzbieri,-,"Portenko, 1936",Critically Endangered
Limosella granitica,Granite Mudwort,-,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,6704,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=6704,2022-10-05,https://id.biodiversity.org.au/name/apni/110920,Scrophulariaceae,Limosella,granitica,-,-,W.R.Barker,-,Vulnerable
Lindsaea pulchella var. blanda,-,-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,20842,-,Plantae,Polypodiatae,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=20842,2022-10-05,https://id.biodiversity.org.au/name/apni/113733,Lindsaeaceae,Lindsaea,pulchella,var.,blanda,-,(Mett. ex Kuhn) Kramer,Vulnerable
Liopholis guthega,Guthega Skink,-,Endangered,-,Yes,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,83079,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83079,2022-10-05,-,Scincidae,Liopholis,guthega,-,-,"(Donnellan, Hutchinson, Dempsey  Osborne, 2002)",-,Endangered
Liopholis kintorei,"Great Desert Skink, Tjakura, Warrarna, Mulyamiji",-,Vulnerable,-,-,Yes,-,Yes,-,-,Yes,-,-,-,-,-,-,-,-,-,83160,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83160,2022-10-05,-,Scincidae,Liopholis,kintorei,-,-,"(Stirling  Zietz, 1893)",-,Vulnerable
Liopholis montana,Mountain Skink,-,Endangered,Yes,Yes,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,87162,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=87162,2022-10-05,-,Scincidae,Liopholis,montana,-,-,"(Donnellan, Hutchinson, Dempsey  Osborne, 2002)",-,Endangered
Liopholis pulchra longicauda,"Jurien Bay Skink, Jurien Bay Rock-skink",-,Vulnerable,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,83162,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83162,2022-10-05,-,Scincidae,Liopholis,pulchra,-,longicauda,-,"(Ford, 1963)",Vulnerable
Liopholis slateri slateri,"Slater's Skink, Floodplain Skink",-,Endangered,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,83163,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83163,2022-10-05,-,Scincidae,Liopholis,slateri,-,slateri,"(Storr, 1968)",-,Endangered
Lissotes latidens,"Broad-toothed Stag Beetle, Wielangta Stag Beetle",-,Endangered,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,66760,-,Animalia,Insecta,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66760,2022-10-05,-,Lucanidae,Lissotes,latidens,-,-,"Westwood, 1871",-,Endangered
Litoria aurea,Green and Golden Bell Frog,-,Vulnerable,Yes,Yes,-,-,-,-,Yes,-,-,-,-,-,Yes,-,-,-,-,1870,-,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1870,2022-10-05,-,Hylidae,Litoria,aurea,-,-,"(Lesson,1829)",-,Vulnerable
Litoria booroolongensis,Booroolong Frog,-,Endangered,Yes,Yes,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,1844,-,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1844,2022-10-05,-,Hylidae,Litoria,booroolongensis,-,-,"(Moore,1961)",-,Endangered
Litoria castanea,"Yellow-spotted Tree Frog, Yellow-spotted Bell Frog",-,Critically Endangered,Yes,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1848,-,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1848,2022-10-05,-,Hylidae,Litoria,castanea,-,-,"(Steindachner, 1867)",-,Critically Endangered
Litoria dayi,"Australian Lace-lid, Lace-eyed Tree Frog, Day's Big-eyed Treefrog",-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,86707,-,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86707,2022-10-05,-,Hylidae,Litoria,dayi,-,-,"(Gunther, 1897)",-,Vulnerable
Litoria kroombitensis,Kroombit Treefrog,-,Critically Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,87765,-,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=87765,2022-10-05,-,Hylidae,Litoria,kroombitensis,-,-,"Hoskin, Hines, Meyer, Clarke  Cunningham, 2013",-,Critically Endangered
Litoria littlejohni,"Littlejohn's Tree Frog,  Heath Frog",-,Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64733,-,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64733,2022-10-05,-,Hylidae,Litoria,littlejohni,-,-,"White, Whitford  Mahony, 1994",-,Endangered
Litoria lorica,Armoured Mistfrog,-,Critically Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,1841,-,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1841,2022-10-05,-,Hylidae,Litoria,lorica,-,-,"Davies and McDonald,1979",-,Critically Endangered
Litoria myola,Kuranda Tree Frog,-,Critically Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,82063,-,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82063,2022-10-05,-,Hylidae,Litoria,myola,-,-,"Hoskin, 2007",-,Critically Endangered
Litoria nyakalensis,"Mountain Mistfrog, Nyakala Frog",-,Critically Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,1820,-,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1820,2022-10-05,-,Hylidae,Litoria,nyakalensis,-,-,"Liem,1974",-,Critically Endangered
Litoria olongburensis,Wallum Sedge Frog,-,Vulnerable,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,1821,-,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1821,2022-10-05,-,Hylidae,Litoria,olongburensis,-,-,"Liem and Ingram,1977",-,Vulnerable
Litoria piperata,Peppered Tree Frog,-,Vulnerable,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1827,-,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1827,2022-10-05,-,Hylidae,Litoria,piperata,-,-,"Tyler and Davies,1985",-,Vulnerable
Litoria raniformis,"Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",-,Vulnerable,Yes,Yes,-,-,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,-,1828,-,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1828,2022-10-05,-,Hylidae,Litoria,raniformis,-,-,"(Keferstein,1867)",-,Vulnerable
Litoria spenceri,Spotted Tree Frog,-,Critically Endangered,-,Yes,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,25959,-,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=25959,2022-10-05,-,Hylidae,Litoria,spenceri,-,-,"Dubois,1984",-,Critically Endangered
Litoria verreauxii alpina,"Alpine Tree Frog, Verreaux's Alpine Tree Frog",-,Vulnerable,Yes,Yes,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,66669,-,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66669,2022-10-05,-,Hylidae,Litoria,verreauxii,-,alpina,"(Dumuril, 1853)","(Fry, 1915)",Vulnerable
Litoria watsoni,Watson's Tree Frog,-,Endangered,-,Yes,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,91509,-,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=91509,2022-10-05,-,Hylidae,Litoria,watsoni,-,-,"Mahony, Moses, Mahony, Lemckert  Donellan, 2020",-,Endangered
Livistona lanuginosa,Waxy Cabbage Palm,-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,64581,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64581,2022-10-05,https://id.biodiversity.org.au/name/apni/154647,Arecaceae,Livistona,lanuginosa,-,-,A.N.Rodd,-,Vulnerable
Livistona mariae subsp. mariae,"Central Australian Cabbage Palm, Red Cabbage Palm",-,Endangered,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64929,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64929,2022-10-05,https://id.biodiversity.org.au/name/apni/171479,Arecaceae,Livistona,mariae,subsp.,mariae,F.Muell.,-,Endangered
Lobelia gelida,-,-,Vulnerable,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,49983,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=49983,2022-10-05,https://id.biodiversity.org.au/name/apni/105591,Campanulaceae,Lobelia,gelida,-,-,F.Muell.,-,Vulnerable
Logania diffusa,-,-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,24159,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=24159,2022-10-05,https://id.biodiversity.org.au/name/apni/92320,Loganiaceae,Logania,diffusa,-,-,R.Henderson,-,Vulnerable
Logania insularis,Kangaroo Island Logania,-,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,13105,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=13105,2022-10-05,https://id.biodiversity.org.au/name/apni/92531,Loganiaceae,Logania,insularis,-,-,J.M.Black,-,Vulnerable
Lomatia tasmanica,King's Lomatia,-,Critically Endangered,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,3745,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3745,2022-10-05,https://id.biodiversity.org.au/name/apni/95473,Proteaceae,Lomatia,tasmanica,-,-,W.M.Curtis,-,Critically Endangered
Lucasium occultum,"Yellow-snouted Gecko, Yellow-snouted Ground Gecko",-,Endangered,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,82993,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82993,2022-10-05,-,Diplodactylidae,Lucasium,occultum,-,-,"(King, Braithwaite and Wombey, 1982)",-,Endangered
Lychnothamnus barbatus,a green alga,-,Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,64479,-,Plantae,Streptophyta (no class),http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64479,2022-10-05,https://id.biodiversity.org.au/name/apni/195128,Characeae,Lychnothamnus,barbatus,-,-,(Meyen) Leonhardi,-,Endangered
Lycopodium volubile,-,Pseudodiphasium volubile,Extinct,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,24170,90431,Plantae,Lycopodopiatae,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=24170,2022-10-05,https://id.biodiversity.org.au/name/apni/97917,Lycopodiaceae,Lycopodium,volubile,-,-,G.Forst.,-,Extinct
Lysiosepalum abollatum,Woolly Lysiosepalum,-,Critically Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,83216,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83216,2022-10-05,https://id.biodiversity.org.au/name/apni/170161,Sterculiaceae,Lysiosepalum,abollatum,-,-,C.F.Wilkins,-,Critically Endangered
