taxonID,kingdom,class,family,scientificName,vernacularName,scientificNameAuthorship,status,EPBCstatus,conservationSignificant,confidential,endemicity
14836,plants,land plants,Meliaceae,Aglaia argentea,silver boodyarra,Blume,Vulnerable,,Yes,No,Naturally occurs in Queensland and overseas
13309,plants,land plants,Meliaceae,Owenia cepiodora,onion cedar,F.Muell.,Vulnerable,Vulnerable,Yes,No,Australian endemic
41392,plants,land plants,Menispermaceae,Fawcettia tinosporoides,,F.Muell.,Vulnerable,,Yes,No,Australian endemic
9012,plants,land plants,Menispermaceae,Hypserpa polyandra var. polyandra,,Becc.,Vulnerable,,Yes,No,Naturally occurs in Queensland and overseas
31487,plants,land plants,Monimiaceae,Hemmantia webbii,,Whiffin,Vulnerable,,Yes,No,Queensland endemic
14036,plants,land plants,Myrsinaceae,Ardisia fasciculata,,C.T.White,Vulnerable,,Yes,No,Queensland endemic
9424,plants,land plants,Myrtaceae,Acmenosperma pringlei,,B.Hyland,Vulnerable,,Yes,No,Queensland endemic
18495,plants,land plants,Myrtaceae,Baeckea trapeza,,A.R.Bean,Vulnerable,,Yes,No,Queensland endemic
9169,plants,land plants,Myrtaceae,Barongia lophandra,,Peter G.Wilson & B.Hyland,Vulnerable,,Yes,No,Queensland endemic
17762,plants,land plants,Myrtaceae,Calytrix gurulmundensis,,Craven,Vulnerable,Vulnerable,Yes,No,Queensland endemic
12492,plants,land plants,Myrtaceae,Calytrix islensis,,Craven,Vulnerable,,Yes,No,Queensland endemic
6441,plants,land plants,Myrtaceae,Corymbia clandestina,,(A.R.Bean) K.D.Hill & L.A.S.Johnson,Vulnerable,Vulnerable,Yes,No,Queensland endemic
6448,plants,land plants,Myrtaceae,Corymbia leptoloma,,(Brooker & A.R.Bean) K.D.Hill & L.A.S.Johnson,Vulnerable,Vulnerable,Yes,No,Queensland endemic
6452,plants,land plants,Myrtaceae,Corymbia petalophylla,,(Brooker & A.R.Bean) K.D.Hill & L.A.S.Johnson,Vulnerable,,Yes,No,Queensland endemic
6446,plants,land plants,Myrtaceae,Corymbia rhodops,red-throated bloodwood,(D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,Vulnerable,Vulnerable,Yes,No,Australian endemic
6568,plants,land plants,Myrtaceae,Corymbia xanthope,Glen Geddes bloodwood,(A.R.Bean & Brooker) K.D.Hill & L.A.S.Johnson,Vulnerable,Vulnerable,Yes,No,Australian endemic
9238,plants,land plants,Myrtaceae,Eucalyptus beaniana,,L.A.S.Johnson & K.D.Hill,Vulnerable,Vulnerable,Yes,No,Queensland endemic
17260,plants,land plants,Myrtaceae,Eucalyptus dunnii,Dunn's white gum,Maiden,Vulnerable,,Yes,No,Australian endemic
13905,plants,land plants,Myrtaceae,Eucalyptus hallii,Goodwood gum,Brooker,Vulnerable,Vulnerable,Yes,No,Queensland endemic
12514,plants,land plants,Myrtaceae,Eucalyptus infera,Durikai mallee,A.R.Bean,Vulnerable,Vulnerable,Yes,No,Queensland endemic
9242,plants,land plants,Myrtaceae,Eucalyptus kabiana,Mt. Beerwah mallee,L.A.S.Johnson & K.D.Hill,Vulnerable,Vulnerable,Yes,No,Queensland endemic
9627,plants,land plants,Myrtaceae,Eucalyptus paedoglauca,Mt. Stuart ironbark,L.A.S.Johnson & Blaxell,Vulnerable,Vulnerable,Yes,No,Queensland endemic
17195,plants,land plants,Myrtaceae,Eucalyptus scoparia,Wallangarra white gum,Maiden,Vulnerable,Vulnerable,Yes,No,Australian endemic
9240,plants,land plants,Myrtaceae,Eucalyptus sicilifolia,,L.A.S.Johnson & K.D.Hill,Vulnerable,,Yes,No,Queensland endemic
33790,plants,land plants,Myrtaceae,Eucalyptus sideroxylon subsp. improcera,,A.R.Bean,Vulnerable,,Yes,No,Queensland endemic
9558,plants,land plants,Myrtaceae,Eucalyptus virens,shiny-leaved ironbark,Brooker & A.R.Bean,Vulnerable,Vulnerable,Yes,No,Queensland endemic
13447,plants,land plants,Myrtaceae,Homoranthus decumbens,,(Byrnes) Craven & S.R.Jones,Vulnerable,Endangered,Yes,No,Queensland endemic
13970,plants,land plants,Myrtaceae,Homoranthus porteri,,(C.T.White) Craven & S.R.Jones,Vulnerable,Vulnerable,Yes,No,Queensland endemic
31854,plants,land plants,Myrtaceae,Kardomia squarrulosa,,(Domin) Peter G.Wilson,Vulnerable,,Yes,No,Queensland endemic
29864,plants,land plants,Myrtaceae,Leptospermum barneyense,,A.R.Bean,Vulnerable,,Yes,No,Queensland endemic
13466,plants,land plants,Myrtaceae,Leptospermum luehmannii,,F.M.Bailey,Vulnerable,,Yes,No,Queensland endemic
13415,plants,land plants,Myrtaceae,Leptospermum oreophilum,,Joy Thomps.,Vulnerable,,Yes,No,Queensland endemic
8380,plants,land plants,Myrtaceae,Leptospermum venustum,,A.R.Bean,Vulnerable,,Yes,No,Queensland endemic
9590,plants,land plants,Myrtaceae,Melaleuca kunzeoides,,Byrnes,Vulnerable,Vulnerable,Yes,No,Queensland endemic
33116,plants,land plants,Myrtaceae,Melaleuca williamsii subsp. fletcheri,,Craven,Vulnerable,Vulnerable,Yes,No,Queensland endemic
5658,plants,land plants,Myrtaceae,Micromyrtus rotundifolia,,A.R.Bean,Vulnerable,,Yes,No,Queensland endemic
18349,plants,land plants,Myrtaceae,Micromyrtus vernicosa,,A.R.Bean,Vulnerable,,Yes,No,Queensland endemic
22331,plants,land plants,Myrtaceae,Ochrosperma obovatum,,A.R.Bean,Vulnerable,,Yes,No,Queensland endemic
9184,plants,land plants,Myrtaceae,Ristantia gouldii,,Peter G.Wilson & B.Hyland,Vulnerable,Vulnerable,Yes,No,Queensland endemic
9522,plants,land plants,Myrtaceae,Ristantia waterhousei,,Peter G.Wilson & B.Hyland,Vulnerable,,Yes,No,Queensland endemic
31852,plants,land plants,Myrtaceae,Sannantha brachypoda,,(A.R.Bean) Peter G.Wilson,Vulnerable,,Yes,No,Queensland endemic
31847,plants,land plants,Myrtaceae,Sannantha tozerensis,,(A.R.Bean) Peter G.Wilson,Vulnerable,Vulnerable,Yes,No,Queensland endemic
9167,plants,land plants,Myrtaceae,Sphaerantia chartacea,Shipton's penda,Peter G.Wilson & B.Hyland,Vulnerable,,Yes,No,Queensland endemic
9168,plants,land plants,Myrtaceae,Sphaerantia discolor,Tully penda,Peter G.Wilson & B.Hyland,Vulnerable,,Yes,No,Queensland endemic
27943,plants,land plants,Myrtaceae,Stockwellia quadrifida,,"D.J.Carr, S.G.M.Carr & B.Hyland",Vulnerable,,Yes,No,Queensland endemic
13358,plants,land plants,Myrtaceae,Syzygium aqueum,water apple,(Burm.f.) Alston,Vulnerable,,Yes,No,Naturally occurs in Australia and overseas
13499,plants,land plants,Myrtaceae,Syzygium hodgkinsoniae,red lilly pilly,(F.Muell.) L.A.S.Johnson,Vulnerable,Vulnerable,Yes,No,Australian endemic
9733,plants,land plants,Myrtaceae,Syzygium macilwraithianum,,B.Hyland,Vulnerable,,Yes,No,Queensland endemic
16048,plants,land plants,Myrtaceae,Syzygium moorei,Durobby,(F.Muell.) L.A.S.Johnson,Vulnerable,Vulnerable,Yes,No,Australian endemic
9397,plants,land plants,Myrtaceae,Syzygium rubrimolle,,B.Hyland,Vulnerable,,Yes,No,Queensland endemic
9399,plants,land plants,Myrtaceae,Syzygium velarum,,B.Hyland,Vulnerable,Vulnerable,Yes,No,Queensland endemic
6186,plants,land plants,Myrtaceae,Triplarina nitchaga,,A.R.Bean,Vulnerable,Vulnerable,Yes,No,Queensland endemic
25949,plants,land plants,Myrtaceae,Uromyrtus lamingtonensis,,N.Snow & Guymer,Vulnerable,,Yes,No,Australian endemic
9401,plants,land plants,Myrtaceae,Waterhousea mulgraveana,,B.Hyland,Vulnerable,,Yes,No,Queensland endemic
9692,plants,land plants,Myrtaceae,Xanthostemon graniticus,,Peter G.Wilson,Vulnerable,,Yes,No,Queensland endemic
13088,plants,land plants,Myrtaceae,Xanthostemon oppositifolius,southern penda,F.M.Bailey,Vulnerable,Vulnerable,Yes,No,Australian endemic
9691,plants,land plants,Myrtaceae,Xanthostemon verticillatus,,(C.T.White & W.D.Francis) L.S.Sm.,Vulnerable,,Yes,No,Queensland endemic
9680,plants,land plants,Oleaceae,Notelaea lloydii,Lloyd's native olive,Guymer,Vulnerable,Vulnerable,Yes,No,Queensland endemic
31909,plants,land plants,Orchidaceae,Acriopsis emarginata,pale chandelier orchid,D.L.Jones & M.A.Clem.,Vulnerable,Vulnerable,Yes,Yes,Naturally occurs in Queensland and overseas
41483,plants,land plants,Orchidaceae,Blepharoglossum condylobulbon,,(Rchb.f.) L.Li,Vulnerable,,Yes,Yes,Naturally occurs in Queensland and overseas
41817,plants,land plants,Orchidaceae,Bogoria matutina,,(D.L.Jones & M.A.Clem.) M.A.Clem. & D.L.Jones,Vulnerable,Vulnerable,Yes,Yes,Queensland endemic
33231,plants,land plants,Orchidaceae,Bryobium dischorense,,(Schltr.) M.A.Clem. & D.L.Jones,Vulnerable,,Yes,Yes,Queensland endemic
32737,plants,land plants,Orchidaceae,Bryobium irukandjianum,,(St.Cloud) M.A.Clem. & D.L.Jones,Vulnerable,,Yes,Yes,Queensland endemic
9493,plants,land plants,Orchidaceae,Bulbophyllum argyropus,,(Endl.) Rchb.f.,Vulnerable,,Yes,Yes,Australian endemic
9437,plants,land plants,Orchidaceae,Bulbophyllum boonjee,,B.Gray & D.L.Jones,Vulnerable,,Yes,Yes,Queensland endemic
12448,plants,land plants,Orchidaceae,Bulbophyllum gracillimum,graceful orchid,(Rolfe) Rolfe,Vulnerable,Vulnerable,Yes,Yes,Queensland endemic
9006,plants,land plants,Orchidaceae,Bulbophyllum grandimesense,,B.Gray & D.L.Jones,Vulnerable,,Yes,Yes,Queensland endemic
12872,plants,land plants,Orchidaceae,Bulbophyllum longiflorum,,Thouars,Vulnerable,Vulnerable,Yes,Yes,Naturally occurs in Queensland and overseas
26723,plants,land plants,Orchidaceae,Bulbophyllum weinthalii subsp. striatum,,D.L.Jones,Vulnerable,,Yes,Yes,Queensland endemic
26724,plants,land plants,Orchidaceae,Bulbophyllum weinthalii subsp. weinthalii,,R.S.Rogers,Vulnerable,,Yes,Yes,Queensland endemic
9004,plants,land plants,Orchidaceae,Bulbophyllum windsorense,,B.Gray & D.L.Jones,Vulnerable,,Yes,Yes,Queensland endemic
7975,plants,land plants,Orchidaceae,Bulbophyllum wolfei,,B.Gray & D.L.Jones,Vulnerable,,Yes,Yes,Queensland endemic
9697,plants,land plants,Orchidaceae,Cadetia collinsii,,Lavarack,Vulnerable,,Yes,Yes,Queensland endemic
13493,plants,land plants,Orchidaceae,Cadetia wariana,,Schltr.,Vulnerable,,Yes,Yes,Queensland endemic
7979,plants,land plants,Orchidaceae,Chiloglottis sphyrnoides,,D.L.Jones,Vulnerable,,Yes,Yes,Australian endemic
27532,plants,land plants,Orchidaceae,Corunastylis alticola,,(D.L.Jones & B.Gray) D.L.Jones & M.A.Clem.,Vulnerable,,Yes,Yes,Queensland endemic
27535,plants,land plants,Orchidaceae,Corunastylis cranei,,(D.L.Jones) D.L.Jones & M.A.Clem.,Vulnerable,,Yes,Yes,Queensland endemic
27540,plants,land plants,Orchidaceae,Corunastylis pedersonii,,(D.L.Jones) D.L.Jones & M.A.Clem.,Vulnerable,,Yes,Yes,Queensland endemic
27547,plants,land plants,Orchidaceae,Corunastylis valida,,(D.L.Jones) D.L.Jones & M.A.Clem.,Vulnerable,,Yes,Yes,Queensland endemic
9264,plants,land plants,Orchidaceae,Corybas montanus,small helmet orchid,D.L.Jones,Vulnerable,Vulnerable,Yes,Yes,Queensland endemic
5793,plants,land plants,Orchidaceae,Crepidium fimbriatum,,(Lavarack) Szlach.,Vulnerable,,Yes,Yes,Queensland endemic
18489,plants,land plants,Orchidaceae,Crepidium flavovirens,,D.L.Jones & M.A.Clem.,Vulnerable,,Yes,Yes,Queensland endemic
13977,plants,land plants,Orchidaceae,Dendrobium bigibbum,Cooktown orchid,Lindl.,Vulnerable,Vulnerable,Yes,Yes,Queensland endemic
8944,plants,land plants,Orchidaceae,Dendrobium callitrophilum,cypress orchid,B.Gray & D.L.Jones,Vulnerable,Vulnerable,Yes,Yes,Queensland endemic
9755,plants,land plants,Orchidaceae,Dendrobium carronii,,Lavarack & P.J.Cribb,Vulnerable,Vulnerable,Yes,Yes,Queensland endemic
10523,plants,land plants,Orchidaceae,Dendrobium fellowsii,,F.Muell.,Vulnerable,,Yes,Yes,Queensland endemic
17451,plants,land plants,Orchidaceae,Dendrobium johannis,brown antelope orchid,Rchb.f.,Vulnerable,Vulnerable,Yes,Yes,Naturally occurs in Queensland and overseas
11457,plants,land plants,Orchidaceae,Dendrobium malbrownii,,Dockrill,Vulnerable,,Yes,Yes,Queensland endemic
9134,plants,land plants,Orchidaceae,Dendrobium x superbiens,,Rchb.f.,Vulnerable,,Yes,Yes,Queensland endemic
10526,plants,land plants,Orchidaceae,Diuris parvipetala,,(Dockrill) D.L.Jones & M.A.Clem.,Vulnerable,,Yes,Yes,Queensland endemic
30810,plants,land plants,Orchidaceae,Eulophia pelorica,,D.L.Jones & M.A.Clem.,Vulnerable,,Yes,Yes,Queensland endemic
9758,plants,land plants,Orchidaceae,Eulophia zollingeri,,(Rchb.f.) J.J.Sm.,Vulnerable,,Yes,Yes,Queensland endemic
7948,plants,land plants,Orchidaceae,Gastrodia crebriflora,,D.L.Jones,Vulnerable,,Yes,Yes,Queensland endemic
7949,plants,land plants,Orchidaceae,Gastrodia urceolata,,D.L.Jones,Vulnerable,,Yes,Yes,Queensland endemic
5767,plants,land plants,Orchidaceae,Grastidium tozerense,,(Lavarack) M.A.Clem. & D.L.Jones,Vulnerable,,Yes,Yes,Queensland endemic
29234,plants,land plants,Orchidaceae,Habenaria euryloba,,D.L.Jones,Vulnerable,,Yes,Yes,Queensland endemic
31654,plants,land plants,Orchidaceae,Habenaria fuscina,,D.L.Jones,Vulnerable,,Yes,Yes,Queensland endemic
33887,plants,land plants,Orchidaceae,Habenaria vatia,,D.L.Jones ex. M.T.Mathieson,Vulnerable,,Yes,Yes,Queensland endemic
10464,plants,land plants,Orchidaceae,Oberonia carnosa,,Lavarack,Vulnerable,,Yes,Yes,Queensland endemic
8553,plants,land plants,Orchidaceae,Pachystoma pubescens,,Blume,Vulnerable,,Yes,Yes,Queensland endemic
12724,plants,land plants,Orchidaceae,Phaius pictus,,T.E.Hunt,Vulnerable,Vulnerable,Yes,Yes,Queensland endemic
11376,plants,land plants,Orchidaceae,Pomatocalpa marsupiale,,(Kraenzl.) J.J.Sm.,Vulnerable,,Yes,Yes,Naturally occurs in Queensland and overseas
8488,plants,land plants,Orchidaceae,Prasophyllum wallum,Wallum leek orchid,R.J.Bates & D.L.Jones,Vulnerable,Vulnerable,Yes,Yes,Queensland endemic
8554,plants,land plants,Orchidaceae,Pterostylis bicornis,horned greenhood,D.L.Jones & M.A.Clem.,Vulnerable,Vulnerable,Yes,Yes,Queensland endemic
35496,plants,land plants,Orchidaceae,Rhomboda polygonoides,,(F.Muell.) Ormerod,Vulnerable,Vulnerable,Yes,Yes,Queensland endemic
12710,plants,land plants,Orchidaceae,Sarcochilus hartmannii,,F.Muell.,Vulnerable,Vulnerable,Yes,Yes,Australian endemic
8224,plants,land plants,Orchidaceae,Sarcochilus hirticalcar,harlequin orchid,(Dockrill) M.A.Clem. & B.J.Wallace,Vulnerable,Vulnerable,Yes,Yes,Queensland endemic
12663,plants,land plants,Orchidaceae,Schoenorchis sarcophylla,,Schltr.,Vulnerable,,Yes,Yes,Queensland endemic
12667,plants,land plants,Orchidaceae,Spathoglottis plicata,New Guinea ground orchid,Blume,Vulnerable,,Yes,Yes,Naturally occurs in Queensland and overseas
12673,plants,land plants,Orchidaceae,Thelasis carinata,,Blume,Vulnerable,,Yes,Yes,Naturally occurs in Queensland and overseas
11357,plants,land plants,Orchidaceae,Trichoglottis australiensis,,Dockrill,Vulnerable,,Yes,Yes,Queensland endemic
12680,plants,land plants,Orchidaceae,Vanda hindsii,Cape York vanda,Lindl.,Vulnerable,Vulnerable,Yes,Yes,Naturally occurs in Queensland and overseas
12683,plants,land plants,Pandanaceae,Freycinetia marginata,,Blume,Vulnerable,,Yes,No,Queensland endemic
12684,plants,land plants,Pandanaceae,Freycinetia percostata,,Merr. & L.M.Perry,Vulnerable,,Yes,No,Naturally occurs in Queensland and overseas
30539,plants,land plants,Phyllanthaceae,Actephila bella,,P.I.Forst.,Vulnerable,,Yes,No,Queensland endemic
30644,plants,land plants,Phyllanthaceae,Actephila championiae,,P.I.Forst.,Vulnerable,,Yes,No,Queensland endemic
11365,plants,land plants,Phyllanthaceae,Actephila foetida,,Domin,Vulnerable,Vulnerable,Yes,No,Queensland endemic
35596,plants,land plants,Phyllanthaceae,Breynia macrantha,,(Hassk.) Chakrab. & N.P.Balakr.,Vulnerable,Vulnerable,Yes,No,Naturally occurs in Queensland and overseas
11271,plants,land plants,Phyllanthaceae,Phyllanthus brassii,,C.T.White,Vulnerable,,Yes,No,Queensland endemic
6090,plants,land plants,Phyllanthaceae,Phyllanthus sp. (Bulburin P.I.Forster+ PIF16034),,,Vulnerable,,Yes,No,Queensland endemic
18500,plants,land plants,Picrodendraceae,Dissiliaria tuckeri,,P.I.Forst.,Vulnerable,,Yes,No,Queensland endemic
11318,plants,land plants,Picrodendraceae,Neoroepera buxifolia,,Muell.Arg. & F.Muell.,Vulnerable,Vulnerable,Yes,No,Queensland endemic
2053,plants,land plants,Pittosporaceae,Bursaria reevesii,,"L.Cayzer, Crisp & I.Telford",Vulnerable,,Yes,No,Queensland endemic
11116,plants,land plants,Poaceae,Apluda mutica,,L.,Vulnerable,,Yes,No,Naturally occurs in Australia and overseas
10006,plants,land plants,Poaceae,Aristida annua,,B.K.Simon,Vulnerable,Vulnerable,Yes,No,Queensland endemic
41060,plants,land plants,Poaceae,Arthraxon australiensis,Cape York carpet grass,(B.K.Simon) E.J.Thomps.,Vulnerable,,Yes,No,Queensland endemic
9964,plants,land plants,Poaceae,Arthraxon hispidus,,(Thunb.) Makino,Vulnerable,Vulnerable,Yes,No,Naturally occurs in Australia and overseas
36661,plants,land plants,Poaceae,Arthraxon hispidus var. hispidus,,(Thunb.) Makino,Vulnerable,,Yes,No,Naturally occurs in Australia and overseas
14813,plants,land plants,Poaceae,Arundinella grevillensis,,B.K.Simon,Vulnerable,,Yes,No,Queensland endemic
9981,plants,land plants,Poaceae,Bothriochloa bunyensis,Bunya Mountains bluegrass,B.K.Simon,Vulnerable,Vulnerable,Yes,No,Queensland endemic
11064,plants,land plants,Poaceae,Dichanthium queenslandicum,,B.K.Simon,Vulnerable,Endangered,Yes,No,Queensland endemic
10694,plants,land plants,Poaceae,Germainia capitata,,Balansa & Poitr.,Vulnerable,Vulnerable,Yes,No,Naturally occurs in Queensland and overseas
28611,plants,land plants,Poaceae,Lepturus minutus,,B.K.Simon,Vulnerable,,Yes,No,Queensland endemic
8976,plants,land plants,Poaceae,Panicum chillagoanum,,B.K.Simon,Vulnerable,,Yes,No,Queensland endemic
10258,plants,land plants,Poaceae,Paspalidium grandispiculatum,,B.K.Simon,Vulnerable,Vulnerable,Yes,No,Queensland endemic
10259,plants,land plants,Poaceae,Paspalidium udum,,S.T.Blake,Vulnerable,,Yes,No,Australian endemic
8997,plants,land plants,Poaceae,Paspalum multinodum,,B.K.Simon,Vulnerable,,Yes,No,Queensland endemic
9412,plants,land plants,Poaceae,Scrotochloa tararaensis,,(Jansen) Judz.,Vulnerable,,Yes,No,Naturally occurs in Queensland and overseas
10614,plants,land plants,Poaceae,Scrotochloa urceolata,,(Roxb.) Judz.,Vulnerable,,Yes,No,Naturally occurs in Queensland and overseas
12826,plants,land plants,Polygalaceae,Comesperma oblongatum,,(R.Br. ex Benth.) Pedley,Vulnerable,Vulnerable,Yes,No,Queensland endemic
12656,plants,land plants,Polygalaceae,Comesperma praecelsum,,F.Muell.,Vulnerable,,Yes,No,Queensland endemic
13157,plants,land plants,Polygonaceae,Persicaria elatior,,(R.Br.) Sojak,Vulnerable,Vulnerable,Yes,No,Australian endemic
41542,plants,land plants,Polypodiaceae,Ctenopterella blechnoides,,(Grev.) Parris,Vulnerable,Vulnerable,Yes,Yes,Naturally occurs in Queensland and overseas
21874,plants,land plants,Polypodiaceae,Drynaria x dumicola,,Bostock,Vulnerable,,Yes,Yes,Queensland endemic
41560,plants,land plants,Polypodiaceae,Oreogrammitis albosetosa,,(F.M.Bailey) Parris,Vulnerable,,Yes,Yes,Queensland endemic
41570,plants,land plants,Polypodiaceae,Oreogrammitis leonardii,,(Parris) Parris,Vulnerable,,Yes,Yes,Queensland endemic
41726,plants,land plants,Polypodiaceae,Oreogrammitis reinwardtii,,(Blume) Parris,Vulnerable,Vulnerable,Yes,Yes,Naturally occurs in Queensland and overseas
41541,plants,land plants,Polypodiaceae,Tomophyllum walleri,,(Maiden & Betche) Parris,Vulnerable,Vulnerable,Yes,Yes,Queensland endemic
9346,plants,land plants,Proteaceae,Alloxylon flammeum,,P.H.Weston & Crisp,Vulnerable,Vulnerable,Yes,No,Queensland endemic
22215,plants,land plants,Proteaceae,Austromuellera valida,,B.Hyland,Vulnerable,,Yes,No,Queensland endemic
19751,plants,land plants,Proteaceae,Banksia conferta,,A.S.George,Vulnerable,,Yes,No,Queensland endemic
9792,plants,land plants,Proteaceae,Banksia plagiocarpa,,A.S.George,Vulnerable,,Yes,No,Australian endemic
9296,plants,land plants,Proteaceae,Buckinghamia ferruginiflora,,Foreman & B.Hyland,Vulnerable,,Yes,No,Queensland endemic
6059,plants,land plants,Proteaceae,Eidothea zoexylocarya,,A.W.Douglas & B.Hyland,Vulnerable,,Yes,No,Queensland endemic
13202,plants,land plants,Proteaceae,Floydia praealta,ball nut,(F.Muell.) L.A.S.Johnson & B.G.Briggs,Vulnerable,Vulnerable,Yes,No,Australian endemic
13209,plants,land plants,Proteaceae,Grevillea glossadenia,,McGill.,Vulnerable,Vulnerable,Yes,No,Queensland endemic
7052,plants,land plants,Proteaceae,Grevillea hockingsii,,Molyneux & Olde,Vulnerable,,Yes,No,Queensland endemic
10699,plants,land plants,Proteaceae,Grevillea kennedyana,,F.Muell.,Vulnerable,Vulnerable,Yes,No,Australian endemic
6963,plants,land plants,Proteaceae,Grevillea quadricauda,,Olde & Marriott,Vulnerable,Vulnerable,Yes,No,Australian endemic
13207,plants,land plants,Proteaceae,Grevillea venusta,grevillea,R.Br.,Vulnerable,,Yes,No,Queensland endemic
22355,plants,land plants,Proteaceae,Hakea maconochieana,,Haegi,Vulnerable,Vulnerable,Yes,No,Queensland endemic
5874,plants,land plants,Proteaceae,Hakea macrorrhyncha,,W.R.Barker,Vulnerable,,Yes,No,Australian endemic
14536,plants,land plants,Proteaceae,Hakea trineura,,(F.Muell.) F.Muell.,Vulnerable,Vulnerable,Yes,No,Australian endemic
14491,plants,land plants,Proteaceae,Helicia ferruginea,rusty oak,F.Muell.,Vulnerable,,Yes,No,Australian endemic
13222,plants,land plants,Proteaceae,Helicia grayi,,Foreman,Vulnerable,,Yes,No,Queensland endemic
8946,plants,land plants,Proteaceae,Helicia lewisensis,,Foreman,Vulnerable,,Yes,No,Queensland endemic
13878,plants,land plants,Proteaceae,Hicksbeachia pinnatifolia,red bopple nut,F.Muell.,Vulnerable,Vulnerable,Yes,No,Australian endemic
6101,plants,land plants,Proteaceae,Hollandaea riparia,,B.Hyland,Vulnerable,,Yes,No,Australian endemic
32251,plants,land plants,Proteaceae,Lasjia claudiensis,,(C.L.Gross & B.Hyland) P.H.Weston & A.R.Mast,Vulnerable,,Yes,No,Queensland endemic
32253,plants,land plants,Proteaceae,Lasjia grandis,,(C.L.Gross & B.Hyland) P.H.Weston & A.R.Mast,Vulnerable,,Yes,No,Queensland endemic
16746,plants,land plants,Proteaceae,Macadamia integrifolia,macadamia nut,Maiden & Betche,Vulnerable,Vulnerable,Yes,No,Australian endemic
16747,plants,land plants,Proteaceae,Macadamia ternifolia,bopple nut,F.Muell.,Vulnerable,Vulnerable,Yes,No,Queensland endemic
16748,plants,land plants,Proteaceae,Macadamia tetraphylla,,L.A.S.Johnson,Vulnerable,Vulnerable,Yes,No,Naturally occurs in Australia and overseas
8987,plants,land plants,Proteaceae,Stenocarpus davallioides,fern-leaved stenocarpus,Foreman & B.Hyland,Vulnerable,,Yes,No,Queensland endemic
11744,plants,land plants,Pteridaceae,Antrophyum subfalcatum,,Brack.,Vulnerable,,Yes,Yes,Naturally occurs in Queensland and overseas
13228,plants,land plants,Ranunculaceae,Clematis fawcettii,,F.Muell.,Vulnerable,Vulnerable,Yes,No,Australian endemic
30919,plants,land plants,Rhamnaceae,Polianthion minutiflorum,,(E.M.Ross) K.R.Thiele,Vulnerable,Vulnerable,Yes,No,Queensland endemic
18234,plants,land plants,Rhamnaceae,Pomaderris crassifolia,,N.G.Walsh & Coates,Vulnerable,,Yes,No,Queensland endemic
13145,plants,land plants,Rhamnaceae,Pomaderris notata,,S.T.Blake,Vulnerable,,Yes,No,Australian endemic
29779,plants,land plants,Rhamnaceae,Stenanthemum argenteum,,A.R.Bean,Vulnerable,,Yes,No,Queensland endemic
27435,plants,land plants,Rubiaceae,Cyclophyllum costatum,,(C.T.White) S.T.Reynolds & R.J.F.Hend.,Vulnerable,Vulnerable,Yes,No,Queensland endemic
9245,plants,land plants,Rubiaceae,Gardenia psidioides,,Puttock,Vulnerable,Vulnerable,Yes,No,Queensland endemic
27448,plants,land plants,Rubiaceae,Hydnophytum ferrugineum,,P.I.Forst.,Vulnerable,,Yes,Yes,Queensland endemic
31524,plants,land plants,Rubiaceae,Lasianthus hirsutus,,(Roxb.) Merr.,Vulnerable,,Yes,No,Naturally occurs in Queensland and overseas
12228,plants,land plants,Rubiaceae,Myrmecodia beccarii,,Hook.f.,Vulnerable,Vulnerable,Yes,Yes,Queensland endemic
29830,plants,land plants,Rubiaceae,Psydrax reticulata,,(C.T.White) S.T.Reynolds & R.J.F.Hend.,Vulnerable,,Yes,No,Queensland endemic
17836,plants,land plants,Rutaceae,Boronia keysii,Key's boronia,Domin,Vulnerable,Vulnerable,Yes,No,Queensland endemic
18818,plants,land plants,Rutaceae,Citrus inodora,,F.M.Bailey,Vulnerable,,Yes,No,Queensland endemic
11957,plants,land plants,Rutaceae,Drummondita calida,,(F.Muell.) Paul G.Wilson,Vulnerable,,Yes,No,Australian endemic
26465,plants,land plants,Rutaceae,Euodia hylandii,,T.G.Hartley,Vulnerable,,Yes,No,Queensland endemic
3494,plants,land plants,Rutaceae,Euodia pubifolia,,T.G.Hartley,Vulnerable,,Yes,No,Queensland endemic
11042,plants,land plants,Rutaceae,Flindersia oppositifolia,mountain silkwood,(F.Muell.) T.G.Hartley & Jessup,Vulnerable,,Yes,No,Queensland endemic
21781,plants,land plants,Rutaceae,Leionema ellipticum,,Paul G.Wilson,Vulnerable,,Yes,No,Queensland endemic
21778,plants,land plants,Rutaceae,Leionema gracile,,(C.T.White) Paul G.Wilson,Vulnerable,,Yes,No,Queensland endemic
21779,plants,land plants,Rutaceae,Leionema obtusifolium,,(Paul G.Wilson) Paul G.Wilson,Vulnerable,Vulnerable,Yes,No,Queensland endemic
9768,plants,land plants,Rutaceae,Medicosma elliptica,,T.G.Hartley,Vulnerable,Vulnerable,Yes,No,Queensland endemic
9216,plants,land plants,Rutaceae,Medicosma obovata,,T.G.Hartley,Vulnerable,Vulnerable,Yes,No,Queensland endemic
11939,plants,land plants,Rutaceae,Phebalium glandulosum subsp. eglandulosum,,(Blakely) Paul G.Wilson,Vulnerable,Vulnerable,Yes,No,Australian endemic
16513,plants,land plants,Rutaceae,Phebalium whitei,,Paul G.Wilson,Vulnerable,Vulnerable,Yes,No,Queensland endemic
