taxonID,scientificName,vernacularName,status,EPBC_Threatened_Species_Listed_Name,EPBC_Threatened_Species_Date_Effective,EPBC_Act_Migratory,Bonn,Listed_Name_Bonn,CAMBA,Listed_Name_Camba,JAMBA,Listed_Name_Jamba,ROKAMBA,Listed_Name_Rokamba,Marine_Status,Listed_Name_Marine,Cetacean,Finalised_Priority_Assessment_List_FPAL_,Listed_Name_FPAL,Conservation_Advice,Recovery_Plan,Recovery_Plan_Decisions,kingdom,phylum,class,order,family,genus,taxonRemarks,ACT_NC_Act,ACT_NC_Act_Listed_Name,NSW_TSC_Act_and_FM_Act,NSW_TSC_Act_and_FM_Act_Listed_Name,NT_TPWC_Act,NT_TPWC_Act_Listed_Name,Qld_NC_Act,Qld_NC_Act_Listed_Name,SA_NPW_Act,SA_NPW_Act_Listed_Name,Tas_TSP_Act,Tas_TSP_Act_Listed_Name,Vic_FFG_Act_Advisory_Lists_,Vic_FFG_Act_Advisory_Lists_Listed_Name,WA_WC_Act,WA_WC_Act_Listed_Name,IUCN_Red_List,IUCN_Red_List_Listed_Names,Australian_Capital_Territory,New_South_Wales,Northern_Territory,Queensland,South_Australia,Tasmania,Victoria,Western_Australia,Ashmore_and_Cartier_Islands,Cocos_Keeling_Islands,Christmas_Island,Coral_Sea_Islands,Jervis_Bay_Territory,Norfolk_Island,Heard_and_McDonald_Islands,Australian_Antarctic_Territory,Commonwealth_Marine_Area
66471,Diomedea dabbenena,Tristan Albatross,Endangered,Diomedea dabbenena,16-JUL-2000,Listed,B2,Diomedea dabbenena,,,,,,,Listed,Diomedea dabbenena,,,,,25-May-11,Recovery Plan required,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedea,birds,,,,,,,,,,,,,,,Critically Endangered,Diomedea dabbenena,,,,Present,,"Present, Present","Present, Present",Present,Present,"Present, Present",,,,,Present,,,,Present
89221,Diomedea epomophora,Southern Royal Albatross,Vulnerable,Diomedea epomophora,16-JUL-2000,Listed,B2,Diomedea epomophora,,,,,,,Listed,Diomedea epomophora,,,,,25-May-11,Recovery Plan required,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedea,birds,,,,,,,,,Vulnerable,Diomedea epomophora,,,Critically Endangered,Diomedea epomophora,Vulnerable,Diomedea epomophora,Vulnerable,Diomedea epomophora,,"Present, Present",,"Present, Present","Present, Present","Present, Present","Present, Present","Present, Present",,,,Present,"Present, Present","Present, Present","Present, Present","Present, Present","Present, Present"
89223,Diomedea exulans,Wandering Albatross,Vulnerable,Diomedea exulans,16-JUL-2000,Listed,B2,Diomedea exulans,,,,,,,Listed,Diomedea exulans,,,,,25-May-11,Recovery Plan required,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedea,birds,,,Endangered,Diomedea exulans,,,Vulnerable,Diomedea exulans,Vulnerable,Diomedea exulans,Endangered,Diomedea exulans,Critically Endangered,Diomedea exulans,Vulnerable,Diomedea exulans,Vulnerable,Diomedea exulans,,Present,,Present,Present,Present,Present,Present,,,,Present,Present,Present,Present,Present,Present
64456,Diomedea sanfordi,Northern Royal Albatross,Endangered,Diomedea sanfordi,16-JUL-2000,Listed,B2,Diomedea sanfordi,,,,,,,Listed,Diomedea sanfordi,,,,,25-May-11,Recovery Plan required,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedea,birds,,,,,,,,,Endangered,Diomedea sanfordi,,,,,Endangered,Diomedea sanfordi,Endangered,Diomedea sanfordi,,"Present, Present",,Present,"Present, Present","Present, Present","Present, Present","Present, Present",,,,,"Present, Present",Present,Present,Present,Present
18548,Diospyros mabacea,"Red-fruited Ebony, Silky Persimmon, Ebony",Endangered,Diospyros mabacea,16-JUL-2000,,,,,,,,,,,,,,,,16-Mar-10,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Ebenales,Ebenaceae,Diospyros,dicots (two seed leaves),,,Endangered,Diospyros mabacea,,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,,,
15585,Diplazium cordifolium, ,Vulnerable,Diplazium cordifolium,16-JUL-2000,,,,,,,,,,,,,,,16-Dec-08,,Recovery Plan not required,Plantae,Polypodiophyta,Polypodiatae,Aspidiales,Athyriaceae,Diplazium,"bracken, ferns",,,,,,,Vulnerable,Diplazium cordifolium,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,
12764,Diplazium pallidum, ,Endangered,Diplazium pallidum,16-JUL-2000,,,,,,,,,,,,,,,16-Dec-08,,Recovery Plan not required,Plantae,Polypodiophyta,Polypodiatae,Aspidiales,Athyriaceae,Diplazium,"bracken, ferns",,,,,,,Endangered,Diplazium pallidum,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,
21484,Diploglottis campbellii,Small-leaved Tamarind,Endangered,Diploglottis campbellii,16-JUL-2000,,,,,,,,,,,,,,,,16-Mar-10,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Sapindaceae,Diploglottis,dicots (two seed leaves),,,Endangered,Diploglottis campbellii,,,Endangered,Diploglottis campbellii,,,,,,,,,,,,Present,,Present,,,,,,,,,,,,,
6601,Diplolaena andrewsii, ,Endangered,Diplolaena andrewsii,15-FEB-2018,,,,,,,,,,,,,Completed,Diplolaena andrewsii,15-Feb-18,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,Diplolaena,dicots (two seed leaves),,,,,,,,,,,,,,,Endangered,Diplolaena andrewsii,,,,,,,,,,Present,,,,,,,,,
55051,Dipodium campanulatum,Bell Flower Hyacinth Orchid,Endangered,Dipodium campanulatum,21-MAY-2015,,,,,,,,,,,,,Completed,Dipodium campanulatum,21-May-15,,Recovery Plan not required,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Dipodium,monocots (single seed leaf),,,,,,,,,Vulnerable,Dipodium campanulatum,,,Endangered,Dipodium campanulatum,,,,,,,,,Present,,Present,,,,,,,,,,
2723,Dipodium pictum, ,Endangered,Dipodium pictum,16-JUL-2000,,,,,,,,,,,,,,,16-Dec-08,,Recovery Plan not required,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Dipodium,monocots (single seed leaf),,,,,,,,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,
82026,Dischidia litoralis, ,Vulnerable,Dischidia litoralis,16-JUL-2000,,,,,,,,,,,,,,,16-Dec-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Asclepiadaceae,Dischidia,dicots (two seed leaves),,,,,,,Vulnerable,Dischidia littoralis,,,,,,,,,,,,,,"Endemic, Endemic",,,,,,,,,,,,,
21588,Diuris aequalis,Buttercup Doubletail,Endangered,Diuris aequalis,02-MAR-2021,,,,,,,,,,,,,Completed,Diuris aequalis,02-Mar-21,,Recovery Plan not required,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Diuris,monocots (single seed leaf),,,Endangered,Diuris aequalis,,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,,,
64654,Diuris basaltica,"Small Golden Moths Orchid, Early Golden Moths",Endangered,Diuris basaltica,16-JUL-2000,,,,,,,,,,,,,,,,16-Dec-10,Recovery Plan required,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Diuris,monocots (single seed leaf),,,,,,,,,,,,,Critically Endangered,Diuris basaltica,,,,,,,,,,,"Endemic, Present, Present",,,,,,,,,,
20090,Diuris bracteata, ,Extinct,Diuris bracteata,16-JUL-2000,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Diuris,monocots (single seed leaf),,,Endangered,Diuris bracteata,,,,,,,,,,,,,,,,Extinct,,,,,,,,,,,,,,,
4365,Diuris drummondii,Tall Donkey Orchid,Vulnerable,Diuris drummondii,16-JUL-2000,,,,,,,,,,,,,,,26-Mar-08,,Recovery Plan not required,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Diuris,monocots (single seed leaf),,,,,,,,,,,,,,,Vulnerable,Diuris drummondii,,,,,,,,,,Endemic,,,,,,,,,
88275,Diuris eborensis, ,Endangered,Diuris eborensis,11-MAY-2018,,,,,,,,,,,,,Completed,Diuris eborensis,11-May-18,,Recovery Plan not required,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Diuris,monocots (single seed leaf),,,Endangered,Diuris eborensis,,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,,,
55075,Diuris flavescens,"Pale Yellow Doubletail, Wingham Doubletail",Critically Endangered,Diuris flavescens,24-JAN-2014,,,,,,,,,,,,,,,24-Jan-14,,Recovery Plan not required,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Diuris,monocots (single seed leaf),,,Critically Endangered,Diuris flavescens,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,
21243,Diuris fragrantissima,"Sunshine Diuris, Fragrant Doubletail, White Diuris",Endangered,Diuris fragrantissima,16-JUL-2000,,,,,,,,,,,,,,,,27-Mar-08,Recovery Plan required,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Diuris,monocots (single seed leaf),,,,,,,,,,,,,Critically Endangered,Diuris fragrantissima,,,,,,,,,,,Endemic,,,,,,,,,,
10231,Diuris lanceolata,Snake Orchid,Endangered,Diuris lanceolata,16-JUL-2000,,,,,,,,,,,,,,,,18-Aug-17,Recovery Plan required,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Diuris,monocots (single seed leaf),,,,,,,,,,,Endangered,Diuris lanceolata,,,,,,,,,,,,Endemic,,,,,,,,,,,
55082,Diuris micrantha,Dwarf Bee-orchid,Vulnerable,Diuris micrantha,16-JUL-2000,,,,,,,,,,,,,,,03-Jul-08,,Recovery Plan not required,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Diuris,monocots (single seed leaf),,,,,,,,,,,,,,,Vulnerable,Diuris micrantha,,,,,,,,,,Endemic,,,,,,,,,
64565,Diuris ochroma,Pale Golden Moths,Vulnerable,Diuris ochroma,16-JUL-2000,,,,,,,,,,,,,,,16-Dec-16,18-Aug-04,Recovery Plan required,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Diuris,monocots (single seed leaf),,,Endangered,Diuris ochroma,,,,,,,,,Endangered,Diuris ochroma,,,,,,Present,,,,,Present,,,,,,,,,,
18325,Diuris pedunculata,"Small Snake Orchid, Two-leaved Golden Moths, Golden Moths, Cowslip Orchid, Snake Orchid",Endangered,Diuris pedunculata,16-JUL-2000,,,,,,,,,,,,,,,29-Apr-14,,Recovery Plan not required,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Diuris,monocots (single seed leaf),,,Endangered,Diuris pedunculata,,,,,,,,,,,,,,,,Present,,Present,,,,,,,,,,,,,
55086,Diuris praecox,Newcastle Doubletail,Vulnerable,Diuris praecox,16-JUL-2000,,,,,,,,,,,,,,,26-Mar-08,,Recovery Plan not required,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Diuris,monocots (single seed leaf),,,Vulnerable,Diuris praecox,,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,,,
12950,Diuris purdiei,Purdie's Donkey-orchid,Endangered,Diuris purdiei,16-JUL-2000,,,,,,,,,,,,,,,26-Mar-08,,Recovery Plan not required,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Diuris,monocots (single seed leaf),,,,,,,,,,,,,,,Endangered,Diuris purdiei,,,,,,,,,,Endemic,,,,,,,,,
6425,Diuris venosa,"Veined Doubletail, Goat Orchid, Veined Donkey-orchid",Vulnerable,Diuris venosa,16-JUL-2000,,,,,,,,,,,,,,,26-Mar-08,,Recovery Plan not required,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Diuris,monocots (single seed leaf),,,Vulnerable,Diuris venosa,,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,,,
12149,Dodonaea procumbens,Trailing Hop-bush,Vulnerable,Dodonaea procumbens,16-JUL-2000,,,,,,,,,,,,,,,,13-Aug-10,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Sapindaceae,Dodonaea,dicots (two seed leaves),,,Vulnerable,Dodonaea procumbens,,,,,Vulnerable,Dodonaea procumbens,,,,,,,,,Present,Present,,,Present,,Present,,,,,,,,,,
15140,Dodonaea rupicola,Velvet Hopbush,Vulnerable,Dodonaea rupicola,16-JUL-2000,,,,,,,,,,,,,,,01-Oct-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Sapindaceae,Dodonaea,dicots (two seed leaves),,,,,,,Vulnerable,Dodonaea rupicola,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,
11956,Dodonaea subglandulifera,Peep Hill Hop-bush,Endangered,Dodonaea subglandulifera,16-JUL-2000,,,,,,,,,,,,,,,,13-Aug-10,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Sapindaceae,Dodonaea,dicots (two seed leaves),,,,,,,,,Endangered,Dodonaea subglandulifera,,,,,,,,,,,,,Endemic,,,,,,,,,,,,
56777,Drakaea concolor,Kneeling Hammer-orchid,Vulnerable,Drakaea concolor,16-JUL-2000,,,,,,,,,,,,,,,16-Dec-08,,Recovery Plan not required,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Drakaea,monocots (single seed leaf),,,,,,,,,,,,,,,Endangered,Drakaea concolor,,,,,,,,,,"Endemic, Present, Endemic",,,,,,,,,
56778,Drakaea confluens,Late Hammer-orchid,Endangered,Drakaea confluens,16-JUL-2000,,,,,,,,,,,,,,,16-Dec-16,26-Mar-02,Recovery Plan required,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Drakaea,monocots (single seed leaf),,,,,,,,,,,,,,,Critically Endangered,Drakaea confluens,,,,,,,,,,"Endemic, Present, Endemic",,,,,,,,,
16753,Drakaea elastica,"Glossy-leafed Hammer Orchid, Glossy-leaved Hammer Orchid,  Warty Hammer Orchid",Endangered,Drakaea elastica,16-JUL-2000,,,,,,,,,,,,,,,,12-Mar-10,Recovery Plan required,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Drakaea,monocots (single seed leaf),,,,,,,,,,,,,,,Critically Endangered,Drakaea elastica,,,,,,,,,,Endemic,,,,,,,,,
64669,Drakaea isolata,Lonely Hammer-orchid,Endangered,Drakaea isolata,16-JUL-2000,,,,,,,,,,,,,,,01-Oct-08,,Recovery Plan not required,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Drakaea,monocots (single seed leaf),,,,,,,,,,,,,,,Critically Endangered,Drakaea isolata,,,,,,,,,,"Endemic, Present, Endemic",,,,,,,,,
56755,Drakaea micrantha,Dwarf Hammer-orchid,Vulnerable,Drakaea micrantha,16-JUL-2000,,,,,,,,,,,,,,,26-Mar-08,,Recovery Plan not required,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Drakaea,monocots (single seed leaf),,,,,,,,,,,,,,,Endangered,Drakaea micrantha,,,,,,,,,,"Endemic, Present, Endemic",,,,,,,,,
66724,Dromaius ater,King Island Emu,Extinct,Dromaius ater,16-JUL-2000,,,,,,,,,,,,,,,,,,Animalia,Chordata,Aves,Struthioniformes,Dromaiidae,Dromaius,birds,,,,,,,,,,,Extinct,Dromaius ater,,,,,Extinct,Dromaius minor,,,,,,"Extinct, Extinct",,,,,,,,,,,
26183,Dromaius baudinianus,Kangaroo Island Emu,Extinct,Dromaius baudinianus,16-JUL-2000,,,,,,,,,,,,,,,,,,Animalia,Chordata,Aves,Struthioniformes,Dromaiidae,Dromaius,birds,,,,,,,,,Endangered,Dromaius novaehollandiae baudinianus,,,,,,,Extinct,Dromaius baudinianus,,,,,Extinct,,,,,,,,,,,,
64437,Dromaius novaehollandiae diemenensis,"Tasmanian Emu, Emu (Tasmanian)",Extinct,Dromaius novaehollandiae diemenensis,16-JUL-2000,,,,,,,,,,,,,,,,,,Animalia,Chordata,Aves,Struthioniformes,Dromaiidae,Dromaius,birds,,,,,,,,,,,Extinct,Dromaius novaehollandiae diemenensis,,,,,,,,,,,,Extinct,,,,,,,,,,,
9940,Drosera prolifera, ,Vulnerable,Drosera prolifera,16-JUL-2000,,,,,,,,,,,,,,,01-Oct-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,Vulnerable,Drosera prolifera,,,,,,,,,Least Concern,Drosera prolifera,,,,Endemic,,,,,,,,,,,,,
17085,Drosera schizandra, ,Vulnerable,Drosera schizandra,16-JUL-2000,,,,,,,,,,,,,,,16-Dec-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,Vulnerable,Drosera schizandra,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,
9193,Drummondita ericoides,Morseby Range Drummondita,Endangered,Drummondita ericoides,16-JUL-2000,,,,,,,,,,,,,,,01-Oct-15,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,Drummondita,dicots (two seed leaves),,,,,,,,,,,,,,,Vulnerable,Drummondita ericoides,,,,,,,,,,Endemic,,,,,,,,,
64888,Drummondita longifolia,Peak Charles Drummondita,Vulnerable,Drummondita longifolia,16-JUL-2000,,,,,,,,,,,,,,,16-Dec-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,Drummondita,dicots (two seed leaves),,,,,,,,,,,,,,,Vulnerable,Drummondita longifolia,,,,,,,,,,Endemic,,,,,,,,,
66752,Dryococelus australis,"Lord Howe Island Phasmid, Land Lobster",Critically Endangered,Dryococelus australis,23-JUL-2002,,,,,,,,,,,,,,,,25-May-08,Recovery Plan required,Animalia,Arthropoda,Insecta,Phasmatodea,Phasmatidae,Dryococelus,insects,,,Critically Endangered,Dryococelus australis,,,,,,,,,,,,,Critically Endangered,Dryococelus australis,,Endemic,,,,,,,,,,,,,,,
87538,Duma horrida subsp. abdita,Remote Thorny Lignum,Critically Endangered,Duma horrida subsp. abdita,18-AUG-2006,,,,,,,,,,,,,,,01-Oct-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Duma,dicots (two seed leaves),,,,,,,,,,,,,,,Endangered,Duma horrida subsp. abdita,,,,,,,,,,"Endemic, Endemic",,,,,,,,,
65892,Dysoxylum bijugum,"Sharkwood, a tree",Vulnerable,Dysoxylum bijugum,25-NOV-2003,,,,,,,,,,,,,,,,28-Jul-10,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Meliaceae,Dysoxylum,dicots (two seed leaves),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Endemic,,,
90714,Egernia roomi,"Kaputar Rock Skink, Mt Kaputar Rock Skink",Critically Endangered,Egernia roomi,22-APR-2022,,,,,,,,,,,,,Completed,Egernia roomi,22-Apr-22,,Recovery Plan not required,Animalia,Chordata,Reptilia,Squamata,Scincidae,Egernia,reptiles,,,Critically Endangered,Egernia roomi,,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,,,
1420,Egernia rugosa,Yakka Skink,Vulnerable,Egernia rugosa,16-JUL-2000,,,,,,,,,,,,,,,29-Apr-14,,Recovery Plan not required,Animalia,Chordata,Reptilia,Squamata,Scincidae,Egernia,reptiles,,,,,,,Vulnerable,Egernia rugosa,,,,,,,,,Least Concern,Egernia rugosa,,Present,,Endemic,,,,,,,,,,,,,
64483,Egernia stokesii badia,"Western Spiny-tailed Skink, Baudin Island Spiny-tailed Skink",Endangered,Egernia stokesii badia,16-JUL-2000,,,,,,,,,,,,,,,,22-Mar-13,Recovery Plan required,Animalia,Chordata,Reptilia,Squamata,Scincidae,Egernia,reptiles,,,,,,,,,,,,,,,Vulnerable,Egernia stokesii badia,,,,,,,,,,"Endemic, Endemic",,,,,,,,,
76351,Eidothea hardeniana,Nightcap Oak,Critically Endangered,Eidothea hardeniana,23-JUL-2002,,,,,,,,,,,,,,,01-Oct-15,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Eidothea,dicots (two seed leaves),,,Endangered,Eidothea hardeniana,,,,,,,,,,,,,Critically Endangered,Eidothea hardeniana,,Endemic,,,,,,,,,,,,,,,
65147,Elaeocarpus miegei, ,Endangered,Elaeocarpus miegei,31-MAR-2022,,,,,,,,,,,,,Completed,Elaeocarpus miegei,31-Mar-22,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Elaeocarpaceae,Elaeocarpus,dicots (two seed leaves),,,,,Critically Endangered,Elaeocarpus miegei,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,
83093,Elaeocarpus sedentarius,Minyon Quandong,Endangered,Elaeocarpus sedentarius,16-JUL-2000,,,,,,,,,,,,,,,15-Jul-16,19-Feb-04,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Elaeocarpaceae,Elaeocarpus,dicots (two seed leaves),,,Endangered,Elaeocarpus sedentarius,,,,,,,,,,,,,,,,"Endemic, Endemic",,,,,,,,,,,,,,,
8956,Elaeocarpus williamsianus,Hairy Quandong,Endangered,Elaeocarpus williamsianus,16-JUL-2000,,,,,,,,,,,,,,,03-Jul-08,16-Mar-10,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Elaeocarpaceae,Elaeocarpus,dicots (two seed leaves),,,Endangered,Elaeocarpus williamsianus,,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,,,
33862,Elatostema montanum,Mountain Procris,Critically Endangered,Elatostema montanum,25-NOV-2003,,,,,,,,,,,,,,,,28-Jul-10,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Urticales,Urticaceae,Elatostema,dicots (two seed leaves),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Endemic,,,
64893,Eleocharis keigheryi,Keighery's Eleocharis,Vulnerable,Eleocharis keigheryi,16-JUL-2000,,,,,,,,,,,,,,,16-Dec-08,,Recovery Plan not required,Plantae,Magnoliophyta,Liliopsida,Cyperales,Cyperaceae,Eleocharis,monocots (single seed leaf),,,,,,,,,,,,,,,Vulnerable,Eleocharis keigheryi,,,,,,,,,,Endemic,,,,,,,,,
15320,Eleocharis obicis,a spike rush,Vulnerable,Eleocharis obicis,16-JUL-2000,,,,,,,,,,,,,,,01-Oct-08,,Recovery Plan not required,Plantae,Magnoliophyta,Liliopsida,Cyperales,Cyperaceae,Eleocharis,monocots (single seed leaf),,,Vulnerable,Eleocharis obicis,,,,,,,,,,,,,,,,Present,,,,,Present,,,,,,,,,,
2519,Eleocharis papillosa,Dwarf Desert Spike-rush,Vulnerable,Eleocharis papillosa,18-AUG-2006,,,,,,,,,,,,,,,01-Oct-08,,Recovery Plan not required,Plantae,Magnoliophyta,Liliopsida,Cyperales,Cyperaceae,Eleocharis,monocots (single seed leaf),,,,,Vulnerable,Eleocharis papillosa,,,Rare,Eleocharis papillosa,,,,,,,,,,,Present,,Present,,,Present,,,,,,,,,
23672,Eleocharis retroflexa,a sedge,Vulnerable,Eleocharis retroflexa,16-JUL-2000,,,,,,,,,,,,,,,16-Dec-08,,Recovery Plan not required,Plantae,Magnoliophyta,Liliopsida,Cyperales,Cyperaceae,Eleocharis,monocots (single seed leaf),,,,,,,Vulnerable,Eleocharis retroflexa,,,,,,,,,,,,,Present,Present,,,,,,,,,,,,,
81648,Elseya albagula,"Southern Snapping Turtle, White-throated Snapping Turtle",Critically Endangered,Elseya albagula,07-NOV-2014,,,,,,,,,,,,,Completed,Elseya albagula,07-Nov-14,24-Apr-21,Recovery Plan required,Animalia,Chordata,Reptilia,Testudines,Chelidae,Elseya,reptiles,,,,,,,Critically Endangered,Elseya albagula,,,,,,,,,,,,,,Present,,,,,,,,,,,,,
67197,Elseya lavarackorum,Gulf Snapping Turtle,Endangered,Elseya lavarackorum,16-JUL-2000,,,,,,,,,,,,,,,03-Jul-08,,Recovery Plan not required,Animalia,Chordata,Reptilia,Testudines,Chelidae,Elseya,reptiles,,,,,,,Vulnerable,Elseya lavarackorum,,,,,,,,,,,,,"Present, Present","Present, Present",,,,,,,,,,,,,
64389,Elusor macrurus,"Mary River Turtle, Mary River Tortoise",Endangered,Elusor macrurus,16-JUL-2000,,,,,,,,,,,,,,,26-Mar-08,,Recovery Plan not required,Animalia,Chordata,Reptilia,Testudines,Chelidae,Elusor,reptiles,,,,,,,Endangered,Elusor macrurus,,,,,,,,,Endangered,Elusor macrurus,,,,Endemic,,,,,,,,,,,,,
1400,Emoia nativitatis,"Christmas Island Forest Skink, Christmas Island Whiptail-skink",Extinct,Emoia nativitatis,03-MAR-2021,,,,,,,,,,,,,Completed,Emoia nativitatis,,,Recovery Plan required,Animalia,Chordata,Reptilia,Squamata,Scincidae,Emoia,reptiles,,,,,,,,,,,,,,,,,Extinct,Emoia nativitatis,,,,,,,,,,,Present,,,,,,
52889,Endiandra cooperana, ,Endangered,Endiandra cooperana,16-JUL-2000,,,,,,,,,,,,,,,01-Oct-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Laurales,Lauraceae,Endiandra,dicots (two seed leaves),,,,,,,Endangered,Endiandra cooperana,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,
52955,Endiandra floydii,"Floyd's Walnut, Crystal Creek Walnut",Endangered,Endiandra floydii,16-JUL-2000,,,,,,,,,,,,,,,,16-Mar-10,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Laurales,Lauraceae,Endiandra,dicots (two seed leaves),,,Endangered,Endiandra floydii,,,Endangered,Endiandra floydii,,,,,,,,,,,,Present,,Present,,,,,,,,,,,,,
13866,Endiandra hayesii,"Rusty Rose Walnut, Velvet Laurel",Vulnerable,Endiandra hayesii,16-JUL-2000,,,,,,,,,,,,,,,01-Oct-08,16-Mar-10,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Laurales,Lauraceae,Endiandra,dicots (two seed leaves),,,Vulnerable,Endiandra hayesii,,,Vulnerable,Endiandra hayesii,,,,,,,,,,,,Present,,Present,,,,,,,,,,,,,
78959,Engaeus granulatus,Central North Burrowing Crayfish,Endangered,Engaeus granulatus,15-NOV-2005,,,,,,,,,,,,,,,03-Jul-08,,Recovery Plan not required,Animalia,Arthropoda,Malacostraca,Decapoda,Parastacidae,Engaeus,"crabs, lobsters, shrimps, woodlice",,,,,,,,,,,Endangered,Engaeus granulatus,,,,,Critically Endangered,Engaeus granulatus,,,,,,Endemic,,,,,,,,,,,
67220,Engaeus martigener,Furneaux Burrowing Crayfish,Endangered,Engaeus martigener,06-AUG-2001,,,,,,,,,,,,,,,16-Dec-16,14-Jul-01,Recovery Plan required,Animalia,Arthropoda,Malacostraca,Decapoda,Parastacidae,Engaeus,"crabs, lobsters, shrimps, woodlice",,,,,,,,,,,Vulnerable,Engaeus martigener,,,,,Endangered,Engaeus martigener,,,,,,Endemic,,,,,,,,,,,
66778,Engaeus orramakunna,Mount Arthur Burrowing Crayfish,Vulnerable,Engaeus orramakunna,06-AUG-2001,,,,,,,,,,,,,,,16-Dec-16,14-Jul-01,Recovery Plan required,Animalia,Arthropoda,Malacostraca,Decapoda,Parastacidae,Engaeus,"crabs, lobsters, shrimps, woodlice",,,,,,,,,,,Vulnerable,Engaeus orramakunna,,,,,Near Threatened,Engaeus orramakunna,,,,,,Endemic,,,,,,,,,,,
