scientificName,vernacularName,status,sourceStatus
Lepidochelys olivacea,olive ridley turtle,Endangered,EN
Lepidogalaxias salamandroides,salamanderfish,Endangered,EN
Leporillus apicalis,lesser stick-nest rat,Extinct,EX
Leporillus conditor,"greater stick-nest rat, wopilkara",Conservation Dependent,CD
Lerista allochira,Cape Range slider,Priority 3: Poorly-known species,P3
Lerista axillaris,striped-sided robust slider (Kalbarri),Priority 2: Poorly-known species,P2
Lerista bunglebungle,Bungle Bungle robust slider,Priority 2: Poorly-known species,P2
Lerista eupoda,West Coast mulga slider,Priority 1: Poorly-known species,P1
Lerista haroldi,Gnaraloo mulch slider,Priority 1: Poorly-known species,P1
Lerista humphriesi,taper-tailed West Coast slider (Murchison River),Priority 3: Poorly-known species,P3
Lerista kalumburu,Kalumburu Kimberley slider,Priority 2: Poorly-known species,P2
Lerista lineata,"Perth slider, lined skink",Priority 3: Poorly-known species,P3
Lerista macropisthopus remota,unpatterned robust slider (Robertson Range),Priority 2: Poorly-known species,P2
Lerista nevinae,Nevin's slider,Endangered,EN
Lerista planiventralis maryani,Maryan's keeled slider (Ashburton),Priority 1: Poorly-known species,P1
Lerista praefrontalis,"Buccaneer burrowing skink, Yampi sandslider",Priority 1: Poorly-known species,P1
Lerista puncticauda,dotty-tailed robust slider (Great Victoria Desert),Priority 2: Poorly-known species,P2
Lerista quadrivincula,four-lined slider (Karratha),Priority 1: Poorly-known species,P1
Lerista robusta,broad-eyed slider (Kimberley),Priority 1: Poorly-known species,P1
Lerista separanda,Dampierland plain slider,Priority 2: Poorly-known species,P2
Lerista viduata,Ravensthorpe range slider,Priority 1: Poorly-known species,P1
Lerista yuna,Yuna broad-blazed slider,Priority 3: Poorly-known species,P3
Lewinia pectoralis clelandi,"Western Australian Lewin's rail, Lewin's rail (western)",Extinct,EX
Liagoceradocus branchialis,Cape Range liagoceradocus amphipod,Endangered,EN
Liagoceradocus subthalassicus,Barrow Island liagoceradocus amphipod,Vulnerable,VU
Liasis olivaceus barroni,Pilbara olive python,Vulnerable,VU
Limicola falcinellus,broad-billed sandpiper,Migratory,MI
Limnodromus semipalmatus,Asian dowitcher,Migratory,MI
Limosa lapponica,bar-tailed godwit,Migratory,MI
Limosa lapponica baueri,bar-tailed godwit (Western Alaskan),Vulnerable,VU
Limosa lapponica menzbieri,bar-tailed godwit (Northern Siberian),Critically Endangered,CR
Limosa limosa,black-tailed godwit,Migratory,MI
Liopholis kintorei,great desert skink,Vulnerable,VU
Liopholis pulchra longicauda,Jurien Bay skink,Vulnerable,VU
Macroderma gigas,ghost bat,Vulnerable,VU
Macronectes giganteus,southern giant petrel,Migratory,MI
Macronectes halli,northern giant petrel,Migratory,MI
Macrotis lagotis,"bilby, dalgyte, ninu",Vulnerable,VU
Macrotis leucura,"lesser bilby, tjunpi",Extinct,EX
Malurus coronatus coronatus,purple-crowned fairy-wren (western),Endangered,EN
Malurus lamberti bernieri,Shark Bay variegated fairy-wren,Vulnerable,VU
Malurus leucopterus edouardi,Barrow Island black and white fairy-wren,Vulnerable,VU
Malurus leucopterus leucopterus,Dirk Hartog black and white fairy-wren,Vulnerable,VU
Maratus sarahae,Sarah's peacock spider,Critically Endangered,CR
Megaptera novaeangliae,humpback whale,Conservation Dependent,CD & MI
Melanotaenia pygmaea,pygmy rainbowfish,Priority 2: Poorly-known species,P2
Mesembriomys gouldii gouldii,"black-footed tree-rat, djintamoonga",Endangered,EN
Mesembriomys macrurus,golden-backed tree-rat,"Priority 4: Rare, Near Threatened",P4
Milyeringa justitia,Barrow cave gudgeon,Vulnerable,VU
Milyeringa veritas,"cave gudgeon, blind gudgeon",Vulnerable,VU
Mobula alfredi ,"reef manta ray, coastal manta ray",Migratory,MI
Mobula birostris ,giant manta ray,Migratory,MI
Mobula eregoodoo ,pygmy devilray,Migratory,MI
Mobula thurstoni,bentfin devilray,Migratory,MI
Morelia carinata,rough-scaled python,Other Specially Protected,OS
Mormopterus cobourgianus,north-western free-tailed bat,Priority 1: Poorly-known species,P1
Motacilla cinerea,grey wagtail,Migratory,MI
Motacilla flava,yellow wagtail,Migratory,MI
Mouldingia occidentalis,a camaenid land snail (eastern Napier Ranges),Critically Endangered,CR
Myrmecobius fasciatus,"numbat, walpurti",Endangered,EN
Nannatherina balstoni,Balston's pygmy perch,Vulnerable,VU
Nannoperca pygmaea,little pygmy perch,Endangered,EN
Nanotrachia orientalis,a camaenid land snail (eastern Napier Ranges),Vulnerable,VU
Natator depressus,flatback turtle,Vulnerable,VU
Nedsia chevronia,Chevron's freshwater amphipod (Barrow Island),Priority 2: Poorly-known species,P2
Nedsia fragilis,a freshwater amphipod,Vulnerable,VU
Nedsia humphreysi,a freshwater amphipod,Vulnerable,VU
Nedsia hurlberti,a freshwater amphipod,Vulnerable,VU
Nedsia macrosculptilis,a freshwater amphipod,Vulnerable,VU
Nedsia sculptilis,a freshwater amphipod,Vulnerable,VU
Nedsia straskraba,a freshwater amphipod,Vulnerable,VU
Nedsia urifimbriata,a freshwater amphipod,Vulnerable,VU
Neelaps calonotos,"black-striped snake, black-striped burrowing snake",Priority 3: Poorly-known species,P3
