scientificName,vernacularName,effectiveDate,status,sourceStatus
Daviesia laevis,Grampians Bitter-pea,2000-07-16,Vulnerable,Vulnerable
Dendrobium bigibbum,Cooktown Orchid,2000-07-16,Vulnerable,Vulnerable
Dendrobium johannis,Chocolate Tea Tree Orchid,2000-07-16,Vulnerable,Vulnerable
Denhamia parvifolia,Small-leaved Denhamia,2000-07-16,Vulnerable,Vulnerable
Desmodium acanthocladum,Thorny Pea,2000-07-16,Vulnerable,Vulnerable
Deyeuxia pungens,Narrow-leaf Bent-grass,2000-07-16,Vulnerable,Vulnerable
Dichanthium setosum,bluegrass,2000-07-16,Vulnerable,Vulnerable
Diplazium cordifolium,,2000-07-16,Vulnerable,Vulnerable
Dischidia litoralis,,2000-07-16,Vulnerable,Vulnerable
Diuris drummondii,Tall Donkey Orchid,2000-07-16,Vulnerable,Vulnerable
Diuris micrantha,Dwarf Bee-orchid,2000-07-16,Vulnerable,Vulnerable
Diuris ochroma,Pale Golden Moths,2000-07-16,Vulnerable,Vulnerable
Diuris praecox,Newcastle Doubletail,2000-07-16,Vulnerable,Vulnerable
Diuris venosa,"Veined Doubletail, Goat Orchid, Veined Donkey-orchid",2000-07-16,Vulnerable,Vulnerable
Dodonaea procumbens,Trailing Hop-bush,2000-07-16,Vulnerable,Vulnerable
Dodonaea rupicola,Velvet Hopbush,2000-07-16,Vulnerable,Vulnerable
Drakaea concolor,Kneeling Hammer-orchid,2000-07-16,Vulnerable,Vulnerable
Drakaea micrantha,Dwarf Hammer-orchid,2000-07-16,Vulnerable,Vulnerable
Drosera prolifera,,2000-07-16,Vulnerable,Vulnerable
Drosera schizandra,,2000-07-16,Vulnerable,Vulnerable
Drummondita longifolia,Peak Charles Drummondita,2000-07-16,Vulnerable,Vulnerable
Dysoxylum bijugum,"Sharkwood, a tree",2003-11-25,Vulnerable,Vulnerable
Eleocharis keigheryi,Keighery's Eleocharis,2000-07-16,Vulnerable,Vulnerable
Eleocharis obicis,a spike rush,2000-07-16,Vulnerable,Vulnerable
Eleocharis papillosa,Dwarf Desert Spike-rush,2006-08-18,Vulnerable,Vulnerable
Eleocharis retroflexa,a sedge,2000-07-16,Vulnerable,Vulnerable
Endiandra hayesii,"Rusty Rose Walnut, Velvet Laurel",2000-07-16,Vulnerable,Vulnerable
Epacris sparsa,,2000-07-16,Vulnerable,Vulnerable
Epilobium brunnescens�subsp.�beaugleholei,Bog Willow-herb,2000-07-16,Vulnerable,Vulnerable
Eremophila denticulata�subsp.�denticulata,Fitzgerald Eremophila,2000-07-16,Vulnerable,Vulnerable
Eremophila prostrata,Rainbow Valley Fuchsia Bush,2000-07-16,Vulnerable,Vulnerable
Eremophila vernicosa,Resinous Poverty Bush,2006-08-18,Vulnerable,Vulnerable
Eucalyptus aggregata,Black Gum,2015-11-17,Vulnerable,Vulnerable
Eucalyptus alligatrix�subsp.�miscella,a stringybark,2000-07-16,Vulnerable,Vulnerable
Eucalyptus aquatica,"Mountain Swamp Gum, Broad-leaved Sallee, Broad-leaved Sally",2000-07-16,Vulnerable,Vulnerable
Eucalyptus argophloia,"Queensland White Gum, Queensland Western White Gum, Lapunyah, Scrub Gum, White Gum",2000-07-16,Vulnerable,Vulnerable
Eucalyptus argutifolia,"Yanchep Mallee, Wabling Hill Mallee",2000-07-16,Vulnerable,Vulnerable
Eucalyptus articulata,Ponton Creek Mallee,2000-07-16,Vulnerable,Vulnerable
Eucalyptus beaniana,Bean's Ironbark,2000-07-16,Vulnerable,Vulnerable
Eucalyptus beardiana,Beard's Mallee,2013-05-14,Vulnerable,Vulnerable
Eucalyptus benthamii,"Camden White Gum, Nepean River Gum",2000-07-16,Vulnerable,Vulnerable
Eucalyptus cadens,Warby Range Swamp Gum,2000-07-16,Vulnerable,Vulnerable
Eucalyptus caleyi�subsp.�ovendenii,Ovenden's Ironbark,2000-07-16,Vulnerable,Vulnerable
Eucalyptus camfieldii,Camfield's Stringybark,2000-07-16,Vulnerable,Vulnerable
Eucalyptus ceracea,Seppelt Range Gum,2000-07-16,Vulnerable,Vulnerable
Eucalyptus coronata,Crowned Mallee,2000-07-16,Vulnerable,Vulnerable
Eucalyptus crispata,Yandanooka Mallee,2000-07-16,Vulnerable,Vulnerable
Eucalyptus crucis�subsp.�crucis,Silver Mallee,2000-07-16,Vulnerable,Vulnerable
Eucalyptus glaucina,Slaty Red Gum,2000-07-16,Vulnerable,Vulnerable
Eucalyptus hallii,Goodwood Gum,2000-07-16,Vulnerable,Vulnerable
Eucalyptus infera,Durikai Mallee,2000-07-16,Vulnerable,Vulnerable
Eucalyptus johnsoniana,Johnson's Mallee,2000-07-16,Vulnerable,Vulnerable
Eucalyptus kabiana,Mount Beerwah Mallee,2000-07-16,Vulnerable,Vulnerable
Eucalyptus kartzoffiana,Araluen Gum,2000-07-16,Vulnerable,Vulnerable
Eucalyptus langleyi,"Albatross Mallee, Green Mallee Ash",2000-07-16,Vulnerable,Vulnerable
Eucalyptus lateritica,Laterite Mallee,2000-07-16,Vulnerable,Vulnerable
Eucalyptus mckieana,McKie's Stringybark,2000-07-16,Vulnerable,Vulnerable
Eucalyptus merrickiae,Goblet Mallee,2000-07-16,Vulnerable,Vulnerable
Eucalyptus mooreana,"Mountain White Gum, King Leopold Range Mallee, Moore's Gum",2000-07-16,Vulnerable,Vulnerable
Eucalyptus nicholii,"Narrow-leaved Peppermint, Narrow-leaved Black Peppermint",2000-07-16,Vulnerable,Vulnerable
Eucalyptus paedoglauca,Mt Stuart Ironbark,2000-07-16,Vulnerable,Vulnerable
Eucalyptus parramattensis�subsp.�decadens,"Earp's Gum, Earp's Dirty Gum",2000-07-16,Vulnerable,Vulnerable
Eucalyptus parvula,Small-leaved Gum,2000-07-16,Vulnerable,Vulnerable
Eucalyptus platydisca,Jimberlana Mallee,2000-07-16,Vulnerable,Vulnerable
Eucalyptus pulverulenta,"Silver-leaved Mountain Gum, Silver-leaved Gum",2000-07-16,Vulnerable,Vulnerable
Eucalyptus pumila,Pokolbin Mallee,2000-07-16,Vulnerable,Vulnerable
Eucalyptus raveretiana,Black Ironbox,2000-07-16,Vulnerable,Vulnerable
Eucalyptus rhodantha,Rose Mallee,2000-07-16,Vulnerable,Vulnerable
Eucalyptus robertsonii�subsp.�hemisphaerica,Robertson's Peppermint,2000-07-16,Vulnerable,Vulnerable
Eucalyptus rubida�subsp.�barbigerorum,Blackbutt Candlebark,2000-07-16,Vulnerable,Vulnerable
Eucalyptus scoparia,"Wallangarra White Gum, Willow Gum",2000-07-16,Vulnerable,Vulnerable
Eucalyptus steedmanii,Steedmans Gum,2000-07-16,Vulnerable,Vulnerable
Eucalyptus strzeleckii,Strzelecki Gum,2000-07-16,Vulnerable,Vulnerable
Eucalyptus suberea,"Cork Mallee, Mount Lesueur Mallee",2000-07-16,Vulnerable,Vulnerable
Eucalyptus synandra,Jingymia Mallee,2000-07-16,Vulnerable,Vulnerable
Eucalyptus tetrapleura,Square-fruited Ironbark,2000-07-16,Vulnerable,Vulnerable
Eucalyptus virens,,2000-07-16,Vulnerable,Vulnerable
Eucryphia wilkiei,,2000-07-16,Vulnerable,Vulnerable
Euphorbia carissoides,,2000-07-16,Vulnerable,Vulnerable
Euphorbia obliqua,a herb,2003-11-25,Vulnerable,Vulnerable
Euphrasia amphisysepala,Shiny Cliff Eyebright,2000-07-16,Vulnerable,Vulnerable
Euphrasia bella,"Lamington Eyebright, Mt. Merino Eyebright",2000-07-16,Vulnerable,Vulnerable
Euphrasia bowdeniae,,2000-07-16,Vulnerable,Vulnerable
Euphrasia crassiuscula�subsp.�glandulifera,Thick Eyebright,2000-07-16,Vulnerable,Vulnerable
Euphrasia eichleri,Bogong Eyebright,2000-07-16,Vulnerable,Vulnerable
Euphrasia phragmostoma,"Buftons Eyebright, Hairy Cliff Eyebright",2000-07-16,Vulnerable,Vulnerable
Floydia praealta,"Ball Nut, Possum Nut, Big Nut, Beefwood",2000-07-16,Vulnerable,Vulnerable
Fontainea australis,Southern Fontainea,2000-07-16,Vulnerable,Vulnerable
Fontainea rostrata,,2000-07-16,Vulnerable,Vulnerable
Fontainea venosa,,2000-07-16,Vulnerable,Vulnerable
Gardenia psidioides,Hann Gardenia,2000-07-16,Vulnerable,Vulnerable
Gastrolobium appressum,Scale-leaf Poison,2000-07-16,Vulnerable,Vulnerable
Gastrolobium lehmannii,Cranbrook Pea,2006-08-18,Vulnerable,Vulnerable
Gastrolobium modestum,Broad-leaved Gastrolobium,2000-07-16,Vulnerable,Vulnerable
Genoplesium vernale,East Lynne Midge-orchid,2001-10-04,Vulnerable,Vulnerable
Gentiana wissmannii,New England Gentian,2000-07-16,Vulnerable,Vulnerable
Germainia capitata,,2000-07-16,Vulnerable,Vulnerable
Glycine latrobeana,"Clover Glycine, Purple Clover",2000-07-16,Vulnerable,Vulnerable
Goodenia integerrima,Gypsum Goodenia,2000-07-16,Vulnerable,Vulnerable
Goodenia quadrifida,,2000-07-16,Vulnerable,Vulnerable
Graptophyllum ilicifolium,"Holly-leaved Graptophyllum, Mt Blackwood Holly",2000-07-16,Vulnerable,Vulnerable
Grevillea banyabba,,2000-07-16,Vulnerable,Vulnerable
Grevillea bedggoodiana,Enfield Grevillea,2000-07-16,Vulnerable,Vulnerable
Grevillea brachystylis�subsp.�australis,,2000-07-16,Vulnerable,Vulnerable
Grevillea celata,"Colquhoun Grevillea, Nowa Nowa Grevillea",2000-07-16,Vulnerable,Vulnerable
Grevillea elongata,Ironstone Grevillea,2000-07-16,Vulnerable,Vulnerable
Grevillea evansiana,,2000-07-16,Vulnerable,Vulnerable
Grevillea flexuosa,Zig Zag Grevillea,2000-07-16,Vulnerable,Vulnerable
Grevillea floripendula,"Drooping Grevillea, Ben Major Grevillea",2000-07-16,Vulnerable,Vulnerable
Grevillea glossadenia,,2000-07-16,Vulnerable,Vulnerable
Grevillea infecunda,Anglesea Grevillea,2000-07-16,Vulnerable,Vulnerable
Grevillea kennedyana,Flame Spider-flower,2000-07-16,Vulnerable,Vulnerable
Grevillea montis-cole�subsp.�brevistyla,Langi Ghiran Grevillea,2000-07-16,Vulnerable,Vulnerable
Grevillea parviflora�subsp.�parviflora,Small-flower Grevillea,2000-07-16,Vulnerable,Vulnerable
Grevillea quadricauda,,2000-07-16,Vulnerable,Vulnerable
Grevillea raybrownii,,2020-09-25,Vulnerable,Vulnerable
Grevillea rhizomatosa,,2000-07-16,Vulnerable,Vulnerable
Grevillea shiressii,,2000-07-16,Vulnerable,Vulnerable
Grevillea treueriana,"Mt Finke Grevillea, Scarlet Grevillea",2000-07-16,Vulnerable,Vulnerable
Hakea aculeata,Column Hakea,2000-07-16,Vulnerable,Vulnerable
Hakea archaeoides,,2000-07-16,Vulnerable,Vulnerable
Hakea fraseri,"Gnarled Corkbark, Fraser's Hakea",2000-07-16,Vulnerable,Vulnerable
Hakea maconochieana,,2000-07-16,Vulnerable,Vulnerable
Hakea megalosperma,Lesueur Hakea,2000-07-16,Vulnerable,Vulnerable
Hakea trineura,Three-veined Hakea,2000-07-16,Vulnerable,Vulnerable
Haloragis exalata�subsp.�exalata,"Wingless Raspwort, Square Raspwort",2000-07-16,Vulnerable,Vulnerable
Haloragis exalata�subsp.�velutina,Tall Velvet Sea-berry,2000-07-16,Vulnerable,Vulnerable
Helichrysum calvertianum,,2020-09-25,Vulnerable,Vulnerable
Hensmania chapmanii,Chapman's Hensmania,2000-07-16,Vulnerable,Vulnerable
Hexaspora pubescens,,2000-07-16,Vulnerable,Vulnerable
Hibbertia crispula,Ooldea Guinea-flower,2000-07-16,Vulnerable,Vulnerable
Hibbertia humifusa�subsp.�debilis,Dergholm Guinea-flower,2000-07-16,Vulnerable,Vulnerable
Hibbertia humifusa�subsp.�erigens,Euroa Guinea-flower,2000-07-16,Vulnerable,Vulnerable
Hibbertia marginata,,2000-07-16,Vulnerable,Vulnerable
Hibiscus brennanii,a shrub,2006-08-18,Vulnerable,Vulnerable
Hibiscus cravenii,,2006-08-18,Vulnerable,Vulnerable
Hicksbeachia pinnatifolia,"Monkey Nut, Bopple Nut, Red Bopple, Red Bopple Nut, Red Nut, Beef Nut, Red Apple Nut, Red Boppel Nut, Ivory Silky Oak",2000-07-16,Vulnerable,Vulnerable
Homopholis belsonii,Belson's Panic,2000-07-16,Vulnerable,Vulnerable
Homoranthus darwinioides,,2000-07-16,Vulnerable,Vulnerable
Homoranthus lunatus,,2000-07-16,Vulnerable,Vulnerable
Homoranthus montanus,,2000-07-16,Vulnerable,Vulnerable
Homoranthus porteri,,2000-07-16,Vulnerable,Vulnerable
Homoranthus prolixus,,2000-07-16,Vulnerable,Vulnerable
Hoya australis�subsp.�oramicola,a vine,2006-08-18,Vulnerable,Vulnerable
Hydriastele costata,a palm,2000-07-16,Vulnerable,Vulnerable
Hypocalymma longifolium,Long-leaved Myrtle,2013-02-26,Vulnerable,Vulnerable
Hypolepis dicksonioides,"Downy Ground-fern, Brake Fern, Ground Fern",2003-11-25,Vulnerable,Vulnerable
Ileostylus micranthus,Mistletoe,2003-11-25,Vulnerable,Vulnerable
Isopogon fletcheri,Fletcher's Drumsticks,2000-07-16,Vulnerable,Vulnerable
Ixodia achillaeoides�subsp.�arenicola,"Sand Ixodia, Ixodia",2000-07-16,Vulnerable,Vulnerable
Kardomia granitica,a shrub,2000-07-16,Vulnerable,Vulnerable
Kelleria bogongensis,Kelleria,2000-07-16,Vulnerable,Vulnerable
Kennedia glabrata,Northcliffe Kennedia,2000-07-16,Vulnerable,Vulnerable
Kennedia retrorsa,,2000-07-16,Vulnerable,Vulnerable
Kunzea cambagei,,2000-07-16,Vulnerable,Vulnerable
Kunzea ericifolia�subsp.�subulata,,2018-05-11,Vulnerable,Vulnerable
Kunzea rupestris,,2000-07-16,Vulnerable,Vulnerable
Lasiopetalum joyceae,,2000-07-16,Vulnerable,Vulnerable
Lasiopetalum longistamineum,,2000-07-16,Vulnerable,Vulnerable
Lastreopsis walleri,a fern,2000-07-16,Vulnerable,Vulnerable
Lawrencia buchananensis,,2000-07-16,Vulnerable,Vulnerable
Lechenaultia chlorantha,Kalbarri Leschenaultia,2000-07-16,Vulnerable,Vulnerable
Leiocarpa gatesii,Wrinkled Buttons,2000-07-16,Vulnerable,Vulnerable
Leionema obtusifolium,,2000-07-16,Vulnerable,Vulnerable
Leionema ralstonii,,2000-07-16,Vulnerable,Vulnerable
Leionema sympetalum,Rylstone Bell,2000-07-16,Vulnerable,Vulnerable
Lepidium aschersonii,Spiny Pepper-cress,2000-07-16,Vulnerable,Vulnerable
Lepidium ginninderrense,Ginninderra Peppercress,2005-02-28,Vulnerable,Vulnerable
Lepidium pseudopapillosum,Erect Pepper-cress,2000-07-16,Vulnerable,Vulnerable
Leptomeria dielsiana,Diels' Currant Bush,2000-07-16,Vulnerable,Vulnerable
Leptospermum deanei,Deane's Tea-tree,2000-07-16,Vulnerable,Vulnerable
Leptospermum thompsonii,Monga Tea-tree,2000-07-16,Vulnerable,Vulnerable
Leucopogon exolasius,Woronora Beard-heath,2000-07-16,Vulnerable,Vulnerable
Leucopogon�sp. Ongerup (A.S. George 16682),,2018-02-15,Vulnerable,Vulnerable
Limonium australe�var.�baudinii,Baudin's Sea-lavender,2005-04-13,Vulnerable,Vulnerable
Limosella granitica,Granite Mudwort,2000-07-16,Vulnerable,Vulnerable
Lindsaea pulchella�var.�blanda,,2000-07-16,Vulnerable,Vulnerable
Livistona lanuginosa,Waxy Cabbage Palm,2000-07-16,Vulnerable,Vulnerable
Lobelia gelida,,2000-07-16,Vulnerable,Vulnerable
Logania diffusa,,2000-07-16,Vulnerable,Vulnerable
Logania insularis,Kangaroo Island Logania,2000-07-16,Vulnerable,Vulnerable
Macadamia integrifolia,"Macadamia Nut, Queensland Nut Tree, Smooth-shelled Macadamia, Bush Nut, Nut Oak",2000-07-16,Vulnerable,Vulnerable
Macadamia ternifolia,"Small-fruited Queensland Nut, Gympie Nut",2000-07-16,Vulnerable,Vulnerable
Macadamia tetraphylla,"Rough-shelled Bush Nut, Macadamia Nut, Rough-shelled Macadamia, Rough-leaved Queensland Nut",2000-07-16,Vulnerable,Vulnerable
Macropteranthes montana,,2000-07-16,Vulnerable,Vulnerable
Macrozamia conferta,,2000-07-16,Vulnerable,Vulnerable
Macrozamia macdonnellii,MacDonnell Ranges Cycad,2000-07-16,Vulnerable,Vulnerable
Macrozamia machinii,,2000-07-16,Vulnerable,Vulnerable
Macrozamia occidua,,2000-07-16,Vulnerable,Vulnerable
Macrozamia parcifolia,,2000-07-16,Vulnerable,Vulnerable
Maireana cheelii,Chariot Wheels,2000-07-16,Vulnerable,Vulnerable
Marsdenia brevifolia,,2000-07-16,Vulnerable,Vulnerable
Marsdenia longiloba,Clear Milkvine,2000-07-16,Vulnerable,Vulnerable
Marsdenia paludicola,,2000-07-16,Vulnerable,Vulnerable
Medicosma elliptica,,2000-07-16,Vulnerable,Vulnerable
Medicosma obovata,,2000-07-16,Vulnerable,Vulnerable
Melaleuca biconvexa,Biconvex Paperbark,2000-07-16,Vulnerable,Vulnerable
Melaleuca deanei,Deane's Melaleuca,2001-04-04,Vulnerable,Vulnerable
Melaleuca kunzeoides,,2000-07-16,Vulnerable,Vulnerable
Melicope littoralis,Shade Tree,2003-11-25,Vulnerable,Vulnerable
Melicytus ramiflorus�subsp.�oblongifolius,"Whiteywood, a tree",2003-11-25,Vulnerable,Vulnerable
Meryta angustifolia,a tree,2003-11-25,Vulnerable,Vulnerable
Microcorys eremophiloides,Wongan Microcorys,2000-07-16,Vulnerable,Vulnerable
Microlepidium alatum,,2000-07-16,Vulnerable,Vulnerable
Micromyrtus blakelyi,,2000-07-16,Vulnerable,Vulnerable
Micromyrtus minutiflora,,2000-07-16,Vulnerable,Vulnerable
Microtis globula,South-Coast Mignonette Orchid,2000-07-16,Vulnerable,Vulnerable
Minuria tridens,Minnie Daisy,2000-07-16,Vulnerable,Vulnerable
Mitrella tiwiensis,a vine,2006-08-18,Vulnerable,Vulnerable
Myoporum cordifolium,Jerramungup Myoporum,2000-07-16,Vulnerable,Vulnerable
Myriophyllum coronatum,,2000-07-16,Vulnerable,Vulnerable
Myriophyllum porcatum,Ridged Water-milfoil,2000-07-16,Vulnerable,Vulnerable
Myrmecodia beccarii,Ant Plant,2000-07-16,Vulnerable,Vulnerable
Myrsine ralstoniae,Beech,2003-11-25,Vulnerable,Vulnerable
Neisosperma kilneri,,2000-07-16,Vulnerable,Vulnerable
Nematolepis frondosa,Leafy Nematolepis,2000-07-16,Vulnerable,Vulnerable
Nematolepis rhytidophylla,,2000-07-16,Vulnerable,Vulnerable
Nematolepis squamea�subsp.�coriacea,Harsh Nematolepis,2000-07-16,Vulnerable,Vulnerable
Nematolepis wilsonii,Shiny Nematolepis,2000-07-16,Vulnerable,Vulnerable
Neoastelia spectabilis,,2000-07-16,Vulnerable,Vulnerable
Neoroepera buxifolia,,2000-07-16,Vulnerable,Vulnerable
Newcastelia velutina,,2000-07-16,Vulnerable,Vulnerable
Notelaea lloydii,Lloyd's Olive,2000-07-16,Vulnerable,Vulnerable
Olax angulata,Minnie Waters Olax,2000-07-16,Vulnerable,Vulnerable
Olearia astroloba,Marble Daisy-bush,2000-07-16,Vulnerable,Vulnerable
Olearia cordata,,2000-07-16,Vulnerable,Vulnerable
Olearia macdonnellensis,,2000-07-16,Vulnerable,Vulnerable
Olearia pannosa�subsp.�pannosa,"Silver Daisy-bush, Silver-leaved Daisy, Velvet Daisy-bush",2000-07-16,Vulnerable,Vulnerable
Omphalea celata,,2000-07-16,Vulnerable,Vulnerable
Oreogrammitis reinwardtii,,2000-07-16,Vulnerable,Vulnerable
Owenia cepiodora,"Onionwood, Bog Onion, Onion Cedar",2000-07-16,Vulnerable,Vulnerable
Ozothamnus eriocephalus,,2000-07-16,Vulnerable,Vulnerable
Ozothamnus reflexifolius,Reflexed Everlasting,2004-07-06,Vulnerable,Vulnerable
Ozothamnus tesselatus,,2000-07-16,Vulnerable,Vulnerable
Ozothamnus vagans,Wollumbin Dogwood,2000-07-16,Vulnerable,Vulnerable
Parsonsia larcomensis,Mt Larcom Silk Pod,2000-07-16,Vulnerable,Vulnerable
Paspalidium grandispiculatum,a grass,2000-07-16,Vulnerable,Vulnerable
Persicaria elatior,"Knotweed, Tall Knotweed",2000-07-16,Vulnerable,Vulnerable
Persoonia acerosa,Needle Geebung,2000-07-16,Vulnerable,Vulnerable
Persoonia bargoensis,Bargo Geebung,2000-07-16,Vulnerable,Vulnerable
Persoonia glaucescens,Mittagong Geebung,2000-07-16,Vulnerable,Vulnerable
Persoonia marginata,Clandulla Geebung,2000-07-16,Vulnerable,Vulnerable
Persoonia mollis�subsp.�revoluta,,2021-06-24,Vulnerable,Vulnerable
Petrophile nivea,,2018-05-11,Vulnerable,Vulnerable
Phaius pictus,,2000-07-16,Vulnerable,Vulnerable
Phaleria biflora,,2000-07-16,Vulnerable,Vulnerable
Phebalium glandulosum�subsp.�eglandulosum,Rusty Desert Phebalium,2000-07-16,Vulnerable,Vulnerable
Phebalium lowanense,Lowan Phebalium,2000-07-16,Vulnerable,Vulnerable
Phebalium whitei,,2000-07-16,Vulnerable,Vulnerable
Philotheca papillata,,2021-12-07,Vulnerable,Vulnerable
Phlegmariurus lockyeri,,2000-07-16,Vulnerable,Vulnerable
Phlegmariurus marsupiiformis,Water Tassel-fern,2000-07-16,Vulnerable,Vulnerable
Phlegmariurus tetrastichoides,Square Tassel Fern,2000-07-16,Vulnerable,Vulnerable
Phyllota humifusa,Dwarf Phyllota,2000-07-16,Vulnerable,Vulnerable
Picris evae,Hawkweed,2000-07-16,Vulnerable,Vulnerable
Pimelea curviflora�var.�curviflora,,2000-07-16,Vulnerable,Vulnerable
Pimelea leptospermoides,,2000-07-16,Vulnerable,Vulnerable
Pimelea pagophila,Grampians Rice-flower,2000-07-16,Vulnerable,Vulnerable
Pittosporum bracteolatum,Oleander,2003-11-25,Vulnerable,Vulnerable
Pityrodia augustensis,Mt Augustus Foxglove,2000-07-16,Vulnerable,Vulnerable
Plectranthus gratus,,2000-07-16,Vulnerable,Vulnerable
Plectranthus leiperi,,2000-07-16,Vulnerable,Vulnerable
Pleuropappus phyllocalymmeus�=�Angianthus phyllocalymmeus,Silver Candles,2000-07-16,Vulnerable,Vulnerable
Poa sallacustris,Salt-lake Tussock-grass,2000-07-16,Vulnerable,Vulnerable
Polianthion minutiflorum,,2000-07-16,Vulnerable,Vulnerable
Polyscias bellendenkerensis,,2000-07-16,Vulnerable,Vulnerable
Pomaderris brunnea,"Rufous Pomaderris, Brown Pomaderris",2000-07-16,Vulnerable,Vulnerable
Pomaderris clivicola,,2000-07-16,Vulnerable,Vulnerable
Pomaderris gilmourii�var.�cana,Grey Deua Pomaderris,2000-07-16,Vulnerable,Vulnerable
Pomaderris halmaturina�subsp.�halmaturina,Kangaroo Island Pomaderris,2000-07-16,Vulnerable,Vulnerable
Pomaderris pallida,Pale Pomaderris,2000-07-16,Vulnerable,Vulnerable
Pomaderris parrisiae,Parris' Pomaderris,2000-07-16,Vulnerable,Vulnerable
Pomaderris pilifera�subsp.�talpicutica,Moleskin Dogwood,2013-02-26,Vulnerable,Vulnerable
Pomaderris sericea,Bent Pomaderris,2000-07-16,Vulnerable,Vulnerable
Pomaderris subplicata,Concave Pomaderris,2000-07-16,Vulnerable,Vulnerable
Poranthera petalifera,Mountain Poranthera,2000-07-16,Vulnerable,Vulnerable
Prasophyllum colemaniae,Lilac Leek-orchid,2000-07-16,Vulnerable,Vulnerable
Prasophyllum fuscum,"Tawny Leek-orchid, Slaty Leek-orchid",2000-07-16,Vulnerable,Vulnerable
Prasophyllum morganii,"Mignonette Leek-orchid, Cobungra Leek-orchid, Dense Leek-orchid",2000-07-16,Vulnerable,Vulnerable
Prasophyllum pallidum,Pale Leek-orchid,2000-07-16,Vulnerable,Vulnerable
Prasophyllum spicatum,Dense Leek-orchid,2000-07-16,Vulnerable,Vulnerable
Prasophyllum validum,"Sturdy Leek-orchid, Mount Remarkable Leek-orchid",2000-07-16,Vulnerable,Vulnerable
Prasophyllum wallum,Wallum Leek-orchid,2000-07-16,Vulnerable,Vulnerable
Prostanthera calycina,"West Coast Mintbush, Limestone Mintbush, Red Mintbush",2000-07-16,Vulnerable,Vulnerable
Prostanthera cineolifera,,2000-07-16,Vulnerable,Vulnerable
Prostanthera cryptandroides�subsp.�cryptandroides,Wollemi Mint-bush,2000-07-16,Vulnerable,Vulnerable
Prostanthera densa,Villous Mintbush,2000-07-16,Vulnerable,Vulnerable
Prostanthera discolor,,2000-07-16,Vulnerable,Vulnerable
Prostanthera galbraithiae,Wellington Mintbush,2000-07-16,Vulnerable,Vulnerable
Prostanthera nudula,Mount Illbilie Mintbush,2000-07-16,Vulnerable,Vulnerable
Prostanthera palustris,Swamp Mint-bush,2000-07-16,Vulnerable,Vulnerable
Prostanthera schultzii,,2000-07-16,Vulnerable,Vulnerable
Prostanthera�sp. Dunmore (D.M.Gordon 8A),,2000-07-16,Vulnerable,Vulnerable
Prostanthera spathulata,,2000-07-16,Vulnerable,Vulnerable
Prostanthera stricta,Mount Vincent Mintbush,2000-07-16,Vulnerable,Vulnerable
Pseudocephalozia paludicola,Alpine Leafy Liverwort,2000-07-16,Vulnerable,Vulnerable
Pterostylis arenicola,Sandhill Greenhood Orchid,2000-07-16,Vulnerable,Vulnerable
Pterostylis bicornis,,2000-07-16,Vulnerable,Vulnerable
Pterostylis cheraphila,Floodplain Rustyhood,2000-07-16,Vulnerable,Vulnerable
Pterostylis chlorogramma,Green-striped Greenhood,2000-07-16,Vulnerable,Vulnerable
Pterostylis cucullata,Leafy Greenhood,2000-07-16,Vulnerable,Vulnerable
Pterostylis mirabilis,Nodding Rufoushood,2000-07-16,Vulnerable,Vulnerable
Pterostylis pratensis,Liawenee Greenhood,2001-10-16,Vulnerable,Vulnerable
Pterostylis pulchella,Pretty Greenhood,2000-07-16,Vulnerable,Vulnerable
Pterostylis tenuissima,"Swamp Greenhood, Dainty Swamp Orchid",2000-07-16,Vulnerable,Vulnerable
Pterostylis xerophila,Desert Greenhood,2000-07-16,Vulnerable,Vulnerable
Pterostylis ziegeleri,"Grassland Greenhood, Cape Portland Greenhood",2008-11-26,Vulnerable,Vulnerable
Ptilotus beckerianus,Ironstone Mulla Mulla,2000-07-16,Vulnerable,Vulnerable
Ptychosema pusillum,Dwarf Pea,2000-07-16,Vulnerable,Vulnerable
Pultenaea aristata,,2000-07-16,Vulnerable,Vulnerable
Pultenaea baeuerlenii,Budawangs Bush-pea,2000-07-16,Vulnerable,Vulnerable
Pultenaea glabra,"Smooth Bush-pea, Swamp Bush-pea",2000-07-16,Vulnerable,Vulnerable
Pultenaea parrisiae,,2000-07-16,Vulnerable,Vulnerable
Pultenaea parviflora,,2000-07-16,Vulnerable,Vulnerable
Pultenaea pauciflora,Narrogin Pea,2000-07-16,Vulnerable,Vulnerable
Pultenaea setulosa,,2000-07-16,Vulnerable,Vulnerable
Pultenaea villifera�var.�glabrescens,"Yellow Bush-pea, Splendid Bush-pea",2000-07-16,Vulnerable,Vulnerable
Pultenaea williamsoniana,Williamsons Bush-pea,2000-07-16,Vulnerable,Vulnerable
Ranunculus anemoneus,Anemone Buttercup,2000-07-16,Vulnerable,Vulnerable
Rhagodia acicularis,Wongan Rhagodia,2000-07-16,Vulnerable,Vulnerable
Rhaphidospora bonneyana,,2000-07-16,Vulnerable,Vulnerable
Rhaponticum australe,"Austral Cornflower, Native Thistle",2000-07-16,Vulnerable,Vulnerable
Rhinerrhizopsis matutina,,2000-07-16,Vulnerable,Vulnerable
Ricinocarpos gloria-medii,Glory of the Centre,2000-07-16,Vulnerable,Vulnerable
Ristantia gouldii,,2000-07-16,Vulnerable,Vulnerable
