class,order,family,vernacularName,taxonID,genus,species,scientificName,sourceStatus,npwActStatusComments,epbcStatus,epbcActStatusComments,taxonRemarks,bdbsaCreatedDate,bdbsaModifiedDate,scientificNameAuthorship,subspeciesAuthor,status,majorGroup,subSpecies,NPW ACT STATUS,NPW ACT STATUS COMMENT,WEED OF NATIONAL SIGNIFICANCE,LANDSCAPE ACT Weed Status,DATE CREATED IN BDBSA,DATE TAXONOMY MODIFIED IN BDBSA
,,LEGUMINOSAE,Small Scurf-pea,A01744,Cullen,parvum,Cullen parvum,,,,updated from E to null Jun 07,,,,Cullen parvum (F.Muell.)J.W.Grimes,,Vulnerable,Angiospermae,     ,V,not evaluated,,,1990-10-02 00:00:00,1997-07-29 00:00:00
,,LEGUMINOSAE,Zig-zag Bitter-pea,C01665,Daviesia,pectinata,Daviesia pectinata,,,,,,,,Daviesia pectinata Lindl.,,Rare,Angiospermae,     ,R,,,,1990-10-02 00:00:00,
,,LEGUMINOSAE,Disjunct Bitter-pea,S05577,Daviesia,sejugata,Daviesia sejugata,,,,,,,,Daviesia sejugata G.Chandler & Crisp,,Endangered,Angiospermae,     ,E,,,,1997-09-25 00:00:00,
,,LEGUMINOSAE,Flinders Ranges Bitter-pea,E01666,Daviesia,stricta,Daviesia stricta,,,,,,,,Daviesia stricta Crisp,,Rare,Angiospermae,     ,R,RA d(ii),,,1990-10-02 00:00:00,
,,LEGUMINOSAE,Grey Parrot-pea,Y01668,Dillwynia,cinerascens,Dillwynia cinerascens,,,,,,,,Dillwynia cinerascens R.Br.,,Endangered,Angiospermae,     ,E,,,,1990-10-02 00:00:00,
,,LEGUMINOSAE,Clover Glycine,C01681,Glycine,latrobeana,Glycine latrobeana,,,VU,2000-07-16 00:00:00,,,,Glycine latrobeana (Meisn.)Benth.,,Vulnerable,Angiospermae,     ,V,not evaluated,,,1990-10-02 00:00:00,
,,LEGUMINOSAE,Variable Glycine,K05417,Glycine,tabacina,Glycine tabacina,,,,,,,,Glycine tabacina (Labill.)Benth.,,Vulnerable,Angiospermae,     ,V,,,,1993-07-07 00:00:00,
,,LEGUMINOSAE,Common Hovea,A32296,Hovea,heterophylla,Hovea heterophylla,,,,,,,,Hovea heterophylla A.Cunn. ex Hook.f.,,Vulnerable,Angiospermae,     ,V,,,,2012-03-15 00:00:00,
,,LEGUMINOSAE,Tall Hovea,E01690,Hovea,purpurea,Hovea purpurea,,,,,,,,Hovea purpurea Sweet,,Rare,Angiospermae,     ,R,,,,1990-10-02 00:00:00,1993-07-14 00:00:00
,,LEGUMINOSAE,Clustered Bush-pea,W01751,Pultenaea,dentata,Pultenaea dentata,,,,,,,,Pultenaea dentata Labill.,,Vulnerable,Angiospermae,     ,V,"VU C2a(i) - PJL 17 Dec 2019: updated status, effective from 1 Jan 2020.",,,1990-10-02 00:00:00,
,,LEGUMINOSAE,Scented Bush-pea,E05130,Pultenaea,graveolens,Pultenaea graveolens,,,,,,,,Pultenaea graveolens Tate,,Rare,Angiospermae,     ,R,"RA d(ii) - PJL 17 Dec 2019: updated status, effective from 1 Jan 2020.",,,1992-04-08 00:00:00,
,,LEGUMINOSAE,Beyeria Bush-pea,G05467,Pultenaea,insularis,Pultenaea insularis,,,,,,,,Pultenaea insularis J.Z.Weber,,Endangered,Angiospermae,     ,E,"EN B1ab(i,ii,iii,iv,v)+2ab(I,ii,iii,iv,v) - PJL 17 Dec 2019: updated status, effective from 1 Jan 2020.",,,1995-01-24 00:00:00,2004-07-07 00:00:00
,,LEGUMINOSAE,Tothill Bush-pea,E05466,Pultenaea,kraehenbuehlii,Pultenaea kraehenbuehlii,,,,,,,,Pultenaea kraehenbuehlii P.J.Lang,,Rare,Angiospermae,     ,R,,,,1995-01-24 00:00:00,1998-07-09 00:00:00
,,LEGUMINOSAE,Rough Bush-pea,G01763,Pultenaea,scabra,Pultenaea scabra,,,,,,,,Pultenaea scabra R.Br.,,Rare,Angiospermae,     ,R,,,,1990-10-02 00:00:00,
,,LEGUMINOSAE,Tufted Bush-pea,Z01767,Pultenaea,trichophylla,Pultenaea trichophylla,,,EN,Listed as VU 16/7/00. Upgraded to EN 1/12/09. BDBSA updated by D Bickerton 27/7/10,,,,Pultenaea trichophylla H.B.Will. ex J.M.Black,,Rare,Angiospermae,     ,R,"RA d(i,ii)",,,1990-10-02 00:00:00,
,,LEGUMINOSAE,Splendid Bush-pea,Y01772,Pultenaea,villifera,Pultenaea villifera var. glabrescens,,,VU,2000-07-16 00:00:00,,,,Pultenaea villifera Sieber ex DC. var. glabrescens J.M.Black,,Vulnerable,Angiospermae,var. glabrescens    ,V,VU D2,,,1990-10-02 00:00:00,
,,LEGUMINOSAE,Leafless Globe-pea,U01778,Sphaerolobium,minus,Sphaerolobium minus,,,,,,,,Sphaerolobium minus Labill.,,Rare,Angiospermae,     ,R,,,,1990-10-02 00:00:00,1993-06-10 00:00:00
,,LEGUMINOSAE,Behr's Swainson-pea,Q05320,Swainsona,behriana,Swainsona behriana,,,,,,,,Swainsona behriana F.Muell. ex J.M.Black,,Vulnerable,Angiospermae,     ,V,,,,1993-03-23 00:00:00,
,,LEGUMINOSAE,,W01787,Swainsona,dictyocarpa,Swainsona dictyocarpa,,,,,,,,Swainsona dictyocarpa J.M.Black,,Vulnerable,Angiospermae,     ,V,"VU B2ac(iv), updated R to V, Apr 2007",,,1990-10-02 00:00:00,
,,LEGUMINOSAE,Dark Green Swainson-pea,C05553,Swainsona,fuscoviridis,Swainsona fuscoviridis,,,,,,,,Swainsona fuscoviridis Joy Thomps.,,Rare,Angiospermae,     ,R,"expert opinion, updated V to R, Apr 2007",,,1997-07-31 00:00:00,
,,LEGUMINOSAE,,Y15260,Swainsona,kingii,Swainsona kingii,,,,,,,,Swainsona kingii F.Muell.,,Vulnerable,Angiospermae,     ,V,,,,1991-06-14 00:00:00,1997-07-31 00:00:00
,,LEGUMINOSAE,Lee's Swainson-pea,Z04491,Swainsona,leeana,Swainsona leeana,,,,,,,,Swainsona leeana J.Z.Weber,,Rare,Angiospermae,     ,R,,,,1990-10-02 00:00:00,
,,LEGUMINOSAE,Wild Violet,S01793,Swainsona,microcalyx,Swainsona microcalyx,,,,,,,,Swainsona microcalyx J.M.Black,,Rare,Angiospermae,     ,R,,,,1990-10-02 00:00:00,1997-07-31 00:00:00
,,LEGUMINOSAE,Small-flower Swainson-pea,W01795,Swainsona,minutiflora,Swainsona minutiflora,,,,,,,,Swainsona minutiflora A.T.Lee,,Vulnerable,Angiospermae,     ,V,,,,1990-10-02 00:00:00,
,,LEGUMINOSAE,Murray Swainson-pea,Z20191,Swainsona,murrayana,Swainsona murrayana,,,VU,2000-07-16 00:00:00,,,,Swainsona murrayana Wawra,,Vulnerable,Angiospermae,     ,V,,,,1990-10-02 00:00:00,1997-07-31 00:00:00
,,LEGUMINOSAE,,C01797,Swainsona,oligophylla,Swainsona oligophylla,,,,,,,,Swainsona oligophylla F.Muell. ex Benth.,,Rare,Angiospermae,     ,R,,,,1990-10-02 00:00:00,
,,LEGUMINOSAE,Broughton Pea,K01801,Swainsona,procumbens,Swainsona procumbens,,,,,,,,Swainsona procumbens (F.Muell.)F.Muell.,,Vulnerable,Angiospermae,     ,V,,,,1990-10-02 00:00:00,
,,LEGUMINOSAE,Yellow Swainson-pea,Z01791,Swainsona,pyrophila,Swainsona pyrophila,,,VU,2000-07-16 00:00:00,,,,Swainsona pyrophila Joy Thomps.,,Rare,Angiospermae,     ,R,not evaluated,,,1990-10-02 00:00:00,1992-12-22 00:00:00
,,LEGUMINOSAE,,K05557,Swainsona,vestita,Swainsona vestita,,,,,,,,Swainsona vestita Joy Thomps.,,Vulnerable,Angiospermae,     ,V,VU B1ac(iv),,,1997-08-01 00:00:00,
,,LEGUMINOSAE,Creeping Darling Pea,A01808,Swainsona,viridis,Swainsona viridis,,,,,,,,Swainsona viridis J.M.Black,,Vulnerable,Angiospermae,     ,V,,,,1990-10-02 00:00:00,
,,LEGUMINOSAE,Spiny Templetonia,S01813,Templetonia,battii,Templetonia battii,,,,,,,,Templetonia battii F.Muell.,,Rare,Angiospermae,     ,R,,,,1990-10-02 00:00:00,
,,LEGUMINOSAE,Leafy Templetonia,A01816,Templetonia,stenophylla,Templetonia stenophylla,,,,,,,,Templetonia stenophylla (F.Muell.)J.M.Black,,Vulnerable,Angiospermae,     ,V,,,,1990-10-02 00:00:00,
,,LEGUMINOSAE,Native Broom,G01851,Viminaria,juncea,Viminaria juncea,,,,,,,,Viminaria juncea (Schrad. & J.C.Wendl.)Hoffmanns.,,Rare,Angiospermae,     ,R,,,,1990-10-02 00:00:00,
,,GERANIACEAE,Blesing Heron's-bill,K04149,Erodium,sp. Blesing (J.R.Wheeler 471),Erodium sp. Blesing (J.R.Wheeler 471),,,,,,,,Erodium sp. Blesing (J.R.Wheeler 471) W.R.Barker,,Rare,Angiospermae,     ,R,not evaluated,,,1990-10-02 00:00:00,2006-02-23 00:00:00
,,ZYGOPHYLLACEAE,Thick Twinleaf,Y01896,Roepera,crassissima,Roepera crassissima,,,,,,,,Roepera crassissima (Ising)Beier & Thulin,,Rare,Angiospermae,     ,R,,,,1990-10-02 00:00:00,2018-01-19 10:08:59
,,ZYGOPHYLLACEAE,Small-fruit Twinleaf,S01901,Roepera,humillima,Roepera humillima,,,,,,,,Roepera humillima (M.Koch ex Tate)Beier & Thulin,,Rare,Angiospermae,     ,R,,,,1990-10-02 00:00:00,2018-01-19 10:26:05
,,ZYGOPHYLLACEAE,,U01902,Roepera,hybrida,Roepera hybrida,,,,,,,,Roepera hybrida (Tate)Beier & Thulin,,Rare,Angiospermae,     ,R,,,,1990-10-02 00:00:00,2018-01-19 10:27:14
,,EUPHORBIACEAE,Kangaroo Island Turpentine Bush,M01918,Beyeria,subtecta,Beyeria subtecta,,,VU,2000-07-16 00:00:00,,,,Beyeria subtecta J.M.Black,,Endangered,Angiospermae,     ,E,"EN B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v), updated V to E Apr 2007",,,1990-10-02 00:00:00,
,,EUPHORBIACEAE,Snowdrop Spurge,Q01944,Lysiandra,calycina,Lysiandra calycina,,,,,,,,Lysiandra calycina (Labill.)R.W.Bouman,,Rare,Angiospermae,     ,R,,,,1990-10-02 00:00:00,2022-05-30 17:20:50
,,EUPHORBIACEAE,Fringed Pseudanthus,Q01952,Pseudanthus,micranthus,Pseudanthus micranthus,,,,,,,,Pseudanthus micranthus Benth.,,Rare,Angiospermae,     ,R,,,,1990-10-02 00:00:00,
,,EUPHORBIACEAE,,C03409,Synostemon,ramosissimus,Synostemon ramosissimus,,,,,,,,Synostemon ramosissimus (F.Muell.)Airy Shaw,,Rare,Angiospermae,     ,R,"RA d(ii) - PJL 17 Dec 2019: updated status, effective from 1 Jan 2020.",,,1990-10-02 00:00:00,2016-12-21 11:20:35
,,RUTACEAE,Lemon Star-bush,E32158,Asterolasia,muricata,Asterolasia muricata,,,,,,,,Asterolasia muricata J.M.Black,,Rare,Angiospermae,     ,R,,,,2010-02-15 00:00:00,
,,RUTACEAE,Downy Star-bush,Y04616,Asterolasia,phebalioides,Asterolasia phebalioides,,,VU,2000-07-16 00:00:00,,,,Asterolasia phebalioides F.Muell.,,Vulnerable,Angiospermae,     ,V,VU D2,,,1990-10-02 00:00:00,
,,RUTACEAE,Dwarf Boronia,Q05876,Boronia,nana,Boronia nana var. hyssopifolia,,,,,,,,Boronia nana Hook. var. hyssopifolia Melville,,Rare,Angiospermae,var. hyssopifolia    ,R,RA d(i),,,2005-02-23 00:00:00,
,,RUTACEAE,Dwarf Boronia,Z05875,Boronia,nana,Boronia nana var. pubescens,,,,,,,,Boronia nana Hook. var. pubescens (Benth.)J.H.Willis,,Rare,Angiospermae,var. pubescens    ,R,RA d(i),,,2005-02-22 00:00:00,
,,RUTACEAE,Swamp Boronia,S01961,Boronia,parviflora,Boronia parviflora,,,,,,,,Boronia parviflora Sm.,,Rare,Angiospermae,     ,R,,,,1990-10-02 00:00:00,
,,RUTACEAE,Hairy Boronia,U01962,Boronia,pilosa,Boronia pilosa ssp. torquata,,,,,,,,Boronia pilosa Labill. ssp. torquata Duretto,,Rare,Angiospermae,ssp. torquata    ,R,not evaluated,,,1990-10-02 00:00:00,2005-03-02 00:00:00
,,RUTACEAE,Desert Lime,W01971,Citrus,glauca,Citrus glauca,,,,,,,,Citrus glauca (Lindl.)Burkill,,Vulnerable,Angiospermae,     ,V,not evaluated,,,1990-10-02 00:00:00,2005-01-31 00:00:00
,,RUTACEAE,Hairy Correa,W01963,Correa,aemula,Correa aemula,,,,,,,,Correa aemula (Lindl.)F.Muell.,,Rare,Angiospermae,     ,R,,,,1990-10-02 00:00:00,
,,RUTACEAE,White Correa,Q03756,Correa,alba,Correa alba var. pannosa,,,,,,,,Correa alba Andrews var. pannosa Paul G.Wilson,,Rare,Angiospermae,var. pannosa    ,R,,,,1990-10-02 00:00:00,
,,RUTACEAE,Round-leaf Correa,C05861,Correa,backhouseana,Correa backhouseana var. orbicularis,,,,,,,,Correa backhouseana Hook. var. orbicularis Paul G.Wilson,,Rare,Angiospermae,var. orbicularis    ,R,RA d(i),,,2005-02-22 00:00:00,
,,RUTACEAE,Hindmarsh Correa,Q05796,Correa,calycina,Correa calycina var. calycina,,,VU*,16 Jul 00 listed as Correa calycina,,,,Correa calycina J.M.Black var. calycina,,Vulnerable,Angiospermae,var. calycina    ,V,VU B1ab(iii);D2,,,2005-02-08 00:00:00,
,,RUTACEAE,Hindmarsh Correa,S05797,Correa,calycina,Correa calycina var. halmaturorum,,,VU*,16 Jul 00 listed as Correa calycina,,,,Correa calycina J.M.Black var. halmaturorum Paul G. Wilson,,Endangered,Angiospermae,var. halmaturorum    ,E,"EN D, corrected V > E Sep 2007",,,2005-02-08 00:00:00,
,,RUTACEAE,Deep Creek Correa,Z04619,Correa,eburnea,Correa eburnea,,,EN,2014-01-24 00:00:00,,,,Correa eburnea Paul G.Wilson,,Vulnerable,Angiospermae,     ,V,VU B1ab(iii)+2ab(iii);D2 // needs upgrade to E following addition to EPBC listing as EN on 24 Jan 2014 (since SA endemic) - PJL 16 Feb 2015.,,,1990-10-02 00:00:00,1999-07-01 00:00:00
,,RUTACEAE,Rock Correa,Y05864,Correa,glabra,Correa glabra var. leucoclada,,,,,,,,Correa glabra Lindl. var. leucoclada (Lindl.) Paul G.Wilson,,Rare,Angiospermae,var. leucoclada    ,R,RA d(i),,,2005-02-22 00:00:00,
,,RUTACEAE,Wilga,M01978,Geijera,parviflora,Geijera parviflora,,,,,,,,Geijera parviflora Lindl.,,Rare,Angiospermae,     ,R,,,,1990-10-02 00:00:00,
,,RUTACEAE,Kangaroo Island Phebalium,G04623,Leionema,equestre,Leionema equestre,,,EN,2000-07-16 00:00:00,,,,Leionema equestre (D.A.Cooke)Paul G.Wilson,,Endangered,Angiospermae,     ,E,"EN B1ab(ii,iii,v)+2an(ii,iii,v)",,,1990-10-02 00:00:00,2005-01-31 00:00:00
,,RUTACEAE,Mount Lofty Phebalium,Y01984,Leionema,hillebrandii,Leionema hillebrandii,,,,,,,,Leionema hillebrandii (J.H.Willis)Paul G.Wilson,,Rare,Angiospermae,     ,R,,,,1990-10-02 00:00:00,2005-01-31 00:00:00
,,RUTACEAE,Limestone Phebalium,C01981,Leionema,microphyllum,Leionema microphyllum,,,,,,,,Leionema microphyllum (F.Muell.)Paul G.Wilson,,Rare,Angiospermae,     ,R,not evaluated,,,1990-10-02 00:00:00,2005-01-31 00:00:00
,,RUTACEAE,Lowan Phebalium,K01985,Phebalium,lowanense,Phebalium lowanense,,,VU,2000-07-16 00:00:00,,,,Phebalium lowanense J.H.Willis,,Vulnerable,Angiospermae,     ,V,,,,1990-10-02 00:00:00,
,,RUTACEAE,Narrow-leaf Wax-flower,C04013,Philotheca,angustifolia,Philotheca angustifolia ssp. angustifolia,,,,,,,,Philotheca angustifolia (Paul G.Wilson)Paul G.Wilson ssp. angustifolia,,Rare,Angiospermae,ssp. angustifolia    ,R,,,,1990-10-02 00:00:00,2005-02-01 00:00:00
,,RUTACEAE,Small-leaf Wax-flower,S04725,Philotheca,difformis,Philotheca difformis ssp. difformis,,,,,,,,Philotheca difformis (A.Cunn. ex Endl.)Paul G.Wilson ssp. difformis,,Vulnerable,Angiospermae,ssp. difformis    ,V,,,,1990-10-02 00:00:00,2005-02-01 00:00:00
,,RUTACEAE,Bendigo Wax-flower,Y01976,Philotheca,verrucosa,Philotheca verrucosa,,,,,,,,Philotheca verrucosa (A.Rich.)Paul G.Wilson,,Vulnerable,Angiospermae,     ,V,,,,1990-10-02 00:00:00,2005-02-01 00:00:00
,,RUTACEAE,Pink Zieria,W05915,Zieria,veronicea,Zieria veronicea ssp. insularis,,,,,,,,Zieria veronicea (F.Muell.)Benth. ssp. insularis J.A.Armstr.,,Rare,Angiospermae,ssp. insularis    ,R,not evaluated,,,2005-03-02 00:00:00,
,,RUTACEAE,Pink Zieria,U05914,Zieria,veronicea,Zieria veronicea ssp. veronicea,,,,,,,,Zieria veronicea (F.Muell.)Benth. ssp. veronicea,,Rare,Angiospermae,ssp. veronicea    ,R,not evaluated,,,2005-03-02 00:00:00,
,,SAPINDACEAE,Trailing Hop-bush,W02015,Dodonaea,procumbens,Dodonaea procumbens,,,VU,2000-07-16 00:00:00,,,,Dodonaea procumbens F.Muell.,,Vulnerable,Angiospermae,     ,V,,,,1990-10-02 00:00:00,
,,SAPINDACEAE,,K04757,Dodonaea,subglandulifera,Dodonaea subglandulifera,,,EN,2000-07-16 00:00:00,,,,Dodonaea subglandulifera J.G.West,,Endangered,Angiospermae,     ,E,EN B2a,,,1990-10-02 00:00:00,
,,STACKHOUSIACEAE,Annual Candles,E02026,Stackhousia,annua,Stackhousia annua,,,VU,2000-07-16 00:00:00,,,,Stackhousia annua W.R.Barker,,Vulnerable,Angiospermae,     ,V,,,,1990-10-02 00:00:00,
,,RHAMNACEAE,Long-flower Cryptandra,E04006,Cryptandra,campanulata,Cryptandra campanulata,,,,,,,,Cryptandra campanulata Schltdl.,,Rare,Angiospermae,     ,R,"not evaluated, equivalent (name mismatch: NPW Act name missing collection citation)",,,1990-10-02 00:00:00,2011-05-09 16:23:58
,,RHAMNACEAE,,Z02039,Pomaderris,forrestiana,Pomaderris forrestiana,,,,,,,,Pomaderris forrestiana F.Muell.,,Rare,Angiospermae,     ,R,,,,1990-10-02 00:00:00,
,,RHAMNACEAE,Glenelg Pomaderris,U05090,Pomaderris,halmaturina,Pomaderris halmaturina ssp. continentis,,,,,,,,Pomaderris halmaturina J.M.Black ssp. continentis N.G.Walsh,,Vulnerable,Angiospermae,ssp. continentis    ,V,,,,1990-10-02 00:00:00,
,,RHAMNACEAE,Kangaroo Island Pomaderris,A02040,Pomaderris,halmaturina,Pomaderris halmaturina ssp. halmaturina,,,VU,2000-07-16 00:00:00,,,,Pomaderris halmaturina J.M.Black ssp. halmaturina,,Vulnerable,Angiospermae,ssp. halmaturina    ,V,,,,1990-10-02 00:00:00,
,,RHAMNACEAE,Marble Range Spyridium,G05491,Spyridium,bifidum,Spyridium bifidum ssp. bifidum,,,,,,,,Spyridium bifidum (F.Muell.)F.Muell. ex Benth. ssp. bifidum,,Vulnerable,Angiospermae,ssp. bifidum    ,V,,,,1996-03-08 00:00:00,2013-03-13 15:15:06
,,RHAMNACEAE,Wanilla Spyridium,W32367,Spyridium,bifidum,Spyridium bifidum ssp. wanillae,,,,,,,,Spyridium bifidum (F.Muell.)F.Muell. ex Benth. ssp. wanillae Kellermann & W.R.Barker,,Vulnerable,Angiospermae,ssp. wanillae    ,V,"17/7/2020 Email to JK by E.Robertson, in 2019 amendments to Schedules listed as Vulnerable.",,,2013-03-13 00:00:00,
,,RHAMNACEAE,Butterfly Spyridium,Q02048,Spyridium,coactilifolium,Spyridium coactilifolium,,,VU,2000-07-16 00:00:00,,,,Spyridium coactilifolium Reissek,,Vulnerable,Angiospermae,     ,V,,,,1990-10-02 00:00:00,
,,RHAMNACEAE,Flinders Chase Spyridium,Y04016,Spyridium,coalitum,Spyridium coalitum,,,,,,,,Spyridium coalitum Kellermann & W.R.Barker,,Rare,Angiospermae,     ,R,"RA d(i) - PJL 17 Dec 2019: updated status, effective from 1 Jan 2020.",,,1990-10-02 00:00:00,2013-03-13 11:51:38
,,RHAMNACEAE,Spoon-leaved Spyridium,Q02056,Spyridium,daphnoides,Spyridium daphnoides,,,,,,,,Spyridium daphnoides (Reissek) Kellermann,,Rare,Angiospermae,     ,R,,,,1990-10-02 00:00:00,2021-04-07 11:34:34
,,RHAMNACEAE,Cloaked Spyridium,S05489,Spyridium,erymnocladum,Spyridium erymnocladum,,,,,,,,Spyridium erymnocladum W.R.Barker,,Rare,Angiospermae,     ,R,"RA d(i,ii) - PJL 17 Dec 2019: updated status, effective from 1 Jan 2020.",,,1996-03-06 00:00:00,
,,RHAMNACEAE,Woods Well Spyridium,U32366,Spyridium,fontis-woodii,Spyridium fontis-woodii,,,CR,Listed 6th March 2021.,,,,Spyridium fontis-woodii (F.Muell.)F.Muell. ex Benth.,,Endangered,Angiospermae,     ,E,"CR B1ab(i,ii,iii,v)+2ab(i,ii,iii,v); C2a(i,ii); D) but listed in Schedule 7 - PJL 17 Dec 2019: updated status, effective from 1 Jan 2020.",,,2013-03-13 00:00:00,
,,RHAMNACEAE,Silvery Spyridium,G02051,Spyridium,leucopogon,Spyridium leucopogon,,,,,,,,Spyridium leucopogon (F.Muell. ex Reissek)F.Muell.,,Rare,Angiospermae,     ,R,,,,1990-10-02 00:00:00,
,,RHAMNACEAE,Rough Spyridium,K04017,Spyridium,scabridum,Spyridium scabridum,,,,,,,,Spyridium scabridum (Tate)Kellermann & W.R.Barker,,Rare,Angiospermae,     ,R,,,,1990-10-02 00:00:00,2013-03-13 11:56:47
,,RHAMNACEAE,Rusty Spyridium,M03906,Spyridium,tricolor,Spyridium tricolor,,,,,,,,Spyridium tricolor W.R.Barker & Rye,,Vulnerable,Angiospermae,     ,V,,,,1990-10-02 00:00:00,1993-08-20 00:00:00
,,RHAMNACEAE,,Q05788,Stenanthemum,arens,Stenanthemum arens,,,,,,,,Stenanthemum arens K.Thiele,,Rare,Angiospermae,     ,R,"RA d(i) - PJL 17 Dec 2019: updated status, effective from 1 Jan 2020.",,,2005-02-03 00:00:00,2010-04-08 17:21:51
,,MALVACEAE,Australian Mallow,U04010,Althaea,australis,Althaea australis,,,,,,,,Althaea australis W.R.Barker,,Vulnerable,Angiospermae,     ,V,VU D1+2,,,1990-10-02 00:00:00,
,,MALVACEAE,Showy Lawrencia,E02086,Lawrencia,berthae,Lawrencia berthae,,,,,,,,Lawrencia berthae (F.Muell.)Melville,,Rare,Angiospermae,     ,R,,,,1990-10-02 00:00:00,
,,MALVACEAE,,C05529,Sida,sp. Wakaya Desert (C.Dunlop 1984),Sida sp. Wakaya Desert (C.Dunlop 1984),,,,,,,,Sida sp. Wakaya Desert (C.Dunlop 1984) W.R.Barker,,Rare,Angiospermae,     ,R,"not evaluated, updated null > R, Apr 2007",,,1997-04-28 00:00:00,2005-03-15 00:00:00
,,STERCULIACEAE,Trailing Commersonia,C30089,Androcalva,multiloba,Androcalva multiloba,,,,,,,,Androcalva multiloba (C.F.Wilkins & Whitlock)C.F.Wilkins & Whitlock,,Endangered,Angiospermae,     ,E,EN D,,,2006-10-27 00:00:00,2015-05-06 14:57:24
,,STERCULIACEAE,Brittle-leaf Rulingia,C02121,Commersonia,craurophylla,Commersonia craurophylla,,,,,,,,Commersonia craurophylla (F.Muell.)F.Muell.,,Vulnerable,Angiospermae,     ,V,,,,1990-10-02 00:00:00,2012-01-18 13:13:01
,,STERCULIACEAE,Western Tar-vine,A02112,Gilesia,biniflora,Gilesia biniflora,,,,,,,,Gilesia biniflora F.Muell.,,Rare,Angiospermae,     ,R,,,,1990-10-02 00:00:00,
,,THYMELAEACEAE,,Q05516,Pimelea,hewardiana,Pimelea hewardiana,,,,,,,,Pimelea hewardiana Meisn.,,Vulnerable,Angiospermae,     ,V,,,,1997-03-20 00:00:00,
,,THYMELAEACEAE,Tall Riceflower,E02130,Pimelea,ligustrina,Pimelea ligustrina ssp. ligustrina,,,,,,,,Pimelea ligustrina Labill. ssp. ligustrina,,Endangered,Angiospermae,ssp. ligustrina    ,E,,,,1990-10-02 00:00:00,
,,THYMELAEACEAE,Sandhill Riceflower,Q02136,Pimelea,penicillaris,Pimelea penicillaris,,,,,,,,Pimelea penicillaris F.Muell.,,Rare,Angiospermae,     ,R,,,,1990-10-02 00:00:00,
,,THYMELAEACEAE,Williamson's Riceflower,S02145,Pimelea,williamsonii,Pimelea williamsonii,,,,,,,,Pimelea williamsonii J.M.Black,,Rare,Angiospermae,     ,R,,,,1990-10-02 00:00:00,
,,VIOLACEAE,Showy Violet,Z02151,Viola,betonicifolia,Viola betonicifolia ssp. betonicifolia,,,,,,,,Viola betonicifolia Sm. ssp. betonicifolia,,Endangered,Angiospermae,ssp. betonicifolia    ,E,,,,1990-10-02 00:00:00,
,,FRANKENIACEAE,,E02158,Frankenia,cinerea,Frankenia cinerea,,,,,,,,Frankenia cinerea A.DC.,,Rare,Angiospermae,     ,R,,,,1990-10-02 00:00:00,
,,FRANKENIACEAE,,U02162,Frankenia,cupularis,Frankenia cupularis,,,,,,,,Frankenia cupularis Summerh.,,Rare,Angiospermae,     ,R,,,,1990-10-02 00:00:00,
,,FRANKENIACEAE,,E02174,Frankenia,plicata,Frankenia plicata,,,EN,2000-07-16 00:00:00,,,,Frankenia plicata Melville,,Vulnerable,Angiospermae,     ,V,"VU B2a, updated null to V, Apr 2007",,,1990-10-02 00:00:00,
,,FRANKENIACEAE,,A02180,Frankenia,subteres,Frankenia subteres,,,,,,,,Frankenia subteres Summerh.,,Rare,Angiospermae,     ,R,RA d(i),,,1990-10-02 00:00:00,
,,ELATINACEAE,,U04530,Bergia,occultipetala,Bergia occultipetala,,,,,,,,Bergia occultipetala G.J.Leach,,Vulnerable,Angiospermae,     ,V,,,,1990-10-02 00:00:00,
,,ELATINACEAE,Waterwort,Y02184,Elatine,gratioloides,Elatine gratioloides,,,,,,,,Elatine gratioloides A.Cunn.,,Rare,Angiospermae,     ,R,,,,1990-10-02 00:00:00,
,,LYTHRACEAE,Purple Loosestrife,Q02196,Lythrum,salicaria,Lythrum salicaria,,,,,,,,Lythrum salicaria L.,,Rare,Angiospermae,     ,R,,,,1990-10-02 00:00:00,
,,MYRTACEAE,Prickly Bottlebrush,C02201,Callistemon,brachyandrus,Callistemon brachyandrus,,,,,,,,Callistemon brachyandrus Lindl.,,Rare,Angiospermae,     ,R,,,,1990-10-02 00:00:00,
,,MYRTACEAE,Kangaroo Island Heath-myrtle,Y04536,Calytrix,smeatoniana,Calytrix smeatoniana,,,,,,,,Calytrix smeatoniana (F.Muell.)Craven,,Rare,Angiospermae,     ,R,,,,1990-10-02 00:00:00,
,,MYRTACEAE,Kingsmill's Mallee,W02243,Eucalyptus,alatissima,Eucalyptus alatissima,,,,,,,,Eucalyptus alatissima (Brooker & Hopper)D.Nicolle,,Rare,Angiospermae,     ,R,,,,1990-10-02 00:00:00,2013-06-07 11:03:49
,,MYRTACEAE,White Box,E02210,Eucalyptus,albens,Eucalyptus albens,,,,,,,,Eucalyptus albens Benth.,,Rare,Angiospermae,     ,R,,,,1990-10-02 00:00:00,
,,MYRTACEAE,Carpenters Rocks Manna Gum,Q05592,Eucalyptus,arcana,Eucalyptus arcana,,,,,,,,Eucalyptus arcana (D.Nicolle & Brooker)Rule,,Vulnerable,Angiospermae,     ,V,,,,1998-02-18 00:00:00,2013-06-06 11:53:54
