scientificName,vernacularName,effectiveDate,status,sourceStatus
Rheobatrachus silus,Southern Gastric-brooding Frog,2000-07-16,Extinct,Extinct
Rheobatrachus vitellinus,"Northern Gastric-brooding Frog, Eungella Gastric-brooding Frog",2000-07-16,Extinct,Extinct
Taudactylus acutirostris,"Sharp-snouted Day Frog, Sharp-snouted Torrent Frog",2000-07-16,Extinct,Extinct
Taudactylus diurnus,"Southern Day Frog, Mt Glorious Torrent Frog",2000-07-16,Extinct,Extinct
Emoia nativitatis,"Christmas Island Forest Skink, Christmas Island Whiptail-skink",2021-03-03,Extinct,Extinct
Aplonis fusca,Tasman Starling,2000-07-16,Extinct,Extinct
Columba vitiensis godmanae,"Lord Howe White-throated Pigeon, White-throated Pigeon (Lord Howe Island)",2000-07-16,Extinct,Extinct
Cyanoramphus novaezelandiae erythrotis,"Macquarie Island Red-fronted Parakeet, Red-crowned Parakeet (Macquarie Island)",2000-07-16,Extinct,Extinct
Cyanoramphus novaezelandiae subflavescens,"Lord Howe Tasman Parakeet, Red-crowned Parakeet (Lord Howe Island)",2000-07-16,Extinct,Extinct
Dasyornis broadbenti litoralis,"Rufous Bristlebird (western), South-western Rufous Bristlebird",2000-07-16,Extinct,Extinct
Dromaius ater,King Island Emu,2000-07-16,Extinct,Extinct
Dromaius baudinianus,Kangaroo Island Emu,2000-07-16,Extinct,Extinct
Dromaius novaehollandiae diemenensis,"Tasmanian Emu, Emu (Tasmanian)",2000-07-16,Extinct,Extinct
Gerygone insularis,"Lord Howe Gerygone, Lord Howe Warbler",2000-07-16,Extinct,Extinct
Hemiphaga novaeseelandiae spadicea,"New Zealand Pigeon (Norfolk Island race), Norfolk Island New Zealand Pigeon",2000-07-16,Extinct,Extinct
Hypotaenidia philippensis macquariensis,"Macquarie Island Buff-banded Rail, Buff-banded Rail (Macquarie Island)",2000-07-16,Extinct,Extinct
Lalage leucopyga leucopyga,Norfolk Island Long-tailed Triller,2000-07-16,Extinct,Extinct
Lewinia pectoralis clelandi,"Western Australian Lewin's Rail, Lewin's Rail (western)",2000-07-16,Extinct,Extinct
Nestor productus,Norfolk Island Kaka,2000-07-16,Extinct,Extinct
Ninox novaeseelandiae albaria,"Lord Howe Southern Boobook, Lord Howe Boobook Owl",2000-07-16,Extinct,Extinct
Porphyrio albus,White Gallinule,2000-07-16,Extinct,Extinct
Psephotus pulcherrimus,Paradise Parrot,2000-07-16,Extinct,Extinct
Rhipidura fuliginosa cervina,"Lord Howe Grey Fantail, Grey Fantail (Lord Howe Island)",2000-07-16,Extinct,Extinct
Turdus poliocephalus poliocephalus,"Grey-headed Blackbird, Norfolk Island Thrush",2000-07-16,Extinct,Extinct
Turdus poliocephalus vinitinctus,"Lord Howe Thrush, Vinous-tinted Thrush",2000-07-16,Extinct,Extinct
Zosterops albogularis,"White-chested White-eye, Norfolk Island Silvereye",2000-07-16,Extinct,Extinct
Zosterops strenuus,Robust White-eye,2000-07-16,Extinct,Extinct
Bettongia anhydra,Desert Bettong,2021-03-03,Extinct,Extinct
Bettongia gaimardi gaimardi,"Eastern Bettong (mainland), Eastern Rat-kangaroo",2000-07-16,Extinct,Extinct
Bettongia lesueur graii,"Boodie (inland), Burrowing Bettong (inland)",2000-07-16,Extinct,Extinct
Bettongia penicillata penicillata,"Brush-tailed Bettong (central and south-east), Brush-tailed Bettong (south-east mainland)",2000-07-16,Extinct,Extinct
Bettongia pusilla,Nullarbor Dwarf Bettong,2021-03-03,Extinct,Extinct
Caloprymnus campestris,Desert Rat-kangaroo,2000-07-16,Extinct,Extinct
Chaeropus ecaudatus,"Pig-footed Bandicoot, Kanjilpa, Wilalya",2000-07-16,Extinct,Extinct
Chaeropus yirratji,"Yirratji, Northern Pig-footed Bandicoot",2000-07-16,Extinct,Extinct
Conilurus albipes,"White-footed Rabbit-rat, Parroo, White-footed Tree-rat",2000-07-16,Extinct,Extinct
Conilurus capricornensis,Capricorn Rabbit-rat,2021-03-03,Extinct,Extinct
Lagorchestes asomatus,"Kuluwarri, Central Hare-wallaby",2000-07-16,Extinct,Extinct
Lagorchestes hirsutus hirsutus,"Rufous Hare-wallaby (south-western), Woorap",2000-07-16,Extinct,Extinct
Lagorchestes leporides,Eastern Hare-wallaby,2000-07-16,Extinct,Extinct
Lagostrophus fasciatus albipilis,Banded Hare-wallaby (mainland),2000-07-16,Extinct,Extinct
Leporillus apicalis,"Lesser Stick-nest Rat,Tjooyalpi, White-tailed Stick-nest Rat",2000-07-16,Extinct,Extinct
Macrotis leucura,"Yallara, Lesser Bilby, Djoonpi",2000-07-16,Extinct,Extinct
Melomys rubicola,Bramble Cay Melomys,2019-02-22,Extinct,Extinct
Notamacropus greyi,Toolache Wallaby,2000-07-16,Extinct,Extinct
Notomys amplus,"Short-tailed Hopping-mouse, Yoontoo",2000-07-16,Extinct,Extinct
Notomys longicaudatus,"Long-tailed Hopping-mouse, Koolawa, Talamba",2000-07-16,Extinct,Extinct
Notomys macrotis,"Large-eared Hopping-mouse, Noompa, Big -eared Hopping-mouse",2000-07-16,Extinct,Extinct
Notomys mordax,"Darling Downs Hopping-mouse, Payi",2000-07-16,Extinct,Extinct
Notomys robustus,"Broad-cheeked Hopping-mouse, Great Hopping-mouse",2021-03-03,Extinct,Extinct
Nyctophilus howensis,"Lord Howe Long-eared Bat, Lord Howe Island Bat",2001-04-04,Extinct,Extinct
Onychogalea lunata,"Crescent Nailtail Wallaby, Tjawalpa, Wurrung",2000-07-16,Extinct,Extinct
Perameles bougainville fasciata�=�Perameles fasciata,"Western Barred Bandicoot (eastern), Liverpool Plains Striped Bandicoot",2000-07-16,Extinct,Extinct
Perameles eremiana,"Desert Bandicoot, Walilya",2000-07-16,Extinct,Extinct
Perameles myosurus�=�Perameles myosuros,"Marl, Western Barred Bandicoot",2021-03-03,Extinct,Extinct
Perameles notina,South-eastern Striped Bandicoot,2021-03-03,Extinct,Extinct
Perameles papillon,"Butterfly Bandicoot, Nullarbor Barred Bandicoot",2021-03-03,Extinct,Extinct
Pipistrellus murrayi,Christmas Island Pipistrelle,2021-03-03,Extinct,Extinct
Potorous platyops,"Broad-faced Potoroo, Moda",2000-07-16,Extinct,Extinct
Pseudomys auritus,Long-eared Mouse,2021-03-03,Extinct,Extinct
Pseudomys glaucus,Blue-grey Mouse,2021-03-03,Extinct,Extinct
Pseudomys gouldii,"Gould's Mouse, Koontin",2000-07-16,Extinct,Extinct
Pteropus brunneus,"Percy Island Flying-fox, Dusky Fruit Bat",2021-03-03,Extinct,Extinct
Rattus macleari,"Maclear's Rat, Christmas Island Rat",2000-07-16,Extinct,Extinct
Rattus nativitatis,"Bulldog Rat, Christmas Island Burrowing Rat",2000-07-16,Extinct,Extinct
Thylacinus cynocephalus,"Thylacine, Tasmanian Tiger",2000-07-16,Extinct,Extinct
Hypolimnus pedderensis,Lake Pedder Earthworm,2009-06-30,Extinct,Extinct
Galaxias pedderensis,Pedder Galaxias,2005-06-06,Extinct in wild,Extinct in wild
Bidyanus bidyanus,"Silver Perch, Bidyan",2013-12-21,Critically Endangered,Critically Endangered
Brachionichthys hirsutus,Spotted Handfish,2012-10-11,Critically Endangered,Critically Endangered
Carcharias taurus (east coast population),Grey Nurse Shark (east coast population),2001-10-16,Critically Endangered,Critically Endangered
Galaxias rostratus,"Flathead Galaxias, Beaked Minnow, Flat-headed Galaxias, Flat-headed Jollytail, Flat-headed Minnow",2016-05-05,Critically Endangered,Critically Endangered
Galaxias tantangara,Stocky Galaxias,2021-03-03,Critically Endangered,Critically Endangered
Glyphis glyphis,Speartooth Shark,2001-10-16,Critically Endangered,Critically Endangered
Stiphodon semoni,Opal Cling Goby,2011-02-16,Critically Endangered,Critically Endangered
Thymichthys politus,Red Handfish,2012-10-11,Critically Endangered,Critically Endangered
Cophixalus concinnus,Elegant Frog,2019-07-04,Critically Endangered,Critically Endangered
Cophixalus hosmeri,"Hosmer's Frog, Rattling Nursery-frog",2019-07-04,Critically Endangered,Critically Endangered
Cophixalus mcdonaldi,"McDonald's Frog, Mt Elliot Nursery-frog",2019-07-04,Critically Endangered,Critically Endangered
Cophixalus monticola,Mountain-top Nursery-frog,2019-07-04,Critically Endangered,Critically Endangered
Cophixalus neglectus,"Neglected Frog, Bellenden Ker Nursery-frog",2019-07-04,Critically Endangered,Critically Endangered
Geocrinia alba,"White-bellied Frog, Creek Frog",2019-07-04,Critically Endangered,Critically Endangered
Litoria castanea,"Yellow-spotted Tree Frog, Yellow-spotted Bell Frog",2019-07-04,Critically Endangered,Critically Endangered
Litoria kroombitensis,Kroombit Treefrog,2019-07-04,Critically Endangered,Critically Endangered
Litoria lorica,Armoured Mistfrog,2007-02-01,Critically Endangered,Critically Endangered
Litoria myola,Kuranda Tree Frog,2019-07-04,Critically Endangered,Critically Endangered
Litoria nyakalensis,"Mountain Mistfrog, Nyakala Frog",2007-02-01,Critically Endangered,Critically Endangered
Litoria spenceri,Spotted Tree Frog,2021-11-13,Critically Endangered,Critically Endangered
Philoria frosti,Baw Baw Frog,2019-07-04,Critically Endangered,Critically Endangered
Pseudophryne corroboree,Southern Corroboree Frog,2013-04-06,Critically Endangered,Critically Endangered
Pseudophryne pengilleyi,Northern Corroboree Frog,2013-04-06,Critically Endangered,Critically Endangered
Taudactylus pleione,"Kroombit Tinker Frog, Pleione's Torrent Frog",2012-01-18,Critically Endangered,Critically Endangered
Taudactylus rheophilus,Tinkling Frog,2021-11-24,Critically Endangered,Critically Endangered
Aipysurus apraefrontalis,Short-nosed Seasnake,2011-02-15,Critically Endangered,Critically Endangered
Aipysurus foliosquama,Leaf-scaled Seasnake,2011-02-15,Critically Endangered,Critically Endangered
Cryptoblepharus egeriae,"Christmas Island Blue-tailed Skink, Blue-tailed Snake-eyed Skink",2014-01-03,Critically Endangered,Critically Endangered
Elseya albagula,"Southern Snapping Turtle, White-throated Snapping Turtle",2014-11-07,Critically Endangered,Critically Endangered
Lepidodactylus listeri,"Christmas Island Gecko, Lister's Gecko",2014-01-03,Critically Endangered,Critically Endangered
Nangura spinosa,Nangur Spiny Skink,2007-12-18,Critically Endangered,Critically Endangered
Phyllurus gulbaru,Gulbaru Gecko,2015-11-17,Critically Endangered,Critically Endangered
Pseudemydura umbrina,Western Swamp Tortoise,2004-07-06,Critically Endangered,Critically Endangered
Wollumbinia georgesi,"Georges' Snapping Turtle, Bellinger River Sawshell Turtle, Georges Helmeted Turtle",2016-12-07,Critically Endangered,Critically Endangered
Acanthornis magna greeniana,"King Island Scrubtit, Scrubtit (King Island)",2002-07-02,Critically Endangered,Critically Endangered
Amytornis modestus obscurior,"Grey Range Thick-billed Grasswren, Thick-billed Grasswren (north-west NSW)",2014-11-06,Critically Endangered,Critically Endangered
Anthochaera phrygia,Regent Honeyeater,2015-07-08,Critically Endangered,Critically Endangered
Calidris ferruginea,Curlew Sandpiper,2015-05-26,Critically Endangered,Critically Endangered
Calidris tenuirostris,Great Knot,2016-05-05,Critically Endangered,Critically Endangered
Cinclosoma punctatum anachoreta,"Mt Lofty Ranges Spotted Quail-thrush, Spotted Quail-thrush (Mt Lofty Ranges)",2002-07-02,Critically Endangered,Critically Endangered
Epthianura crocea macgregori,"Capricorn Yellow Chat, Yellow Chat (Dawson)",2002-07-02,Critically Endangered,Critically Endangered
Lathamus discolor,Swift Parrot,2016-05-05,Critically Endangered,Critically Endangered
Lichenostomus melanops cassidix,"Helmeted Honeyeater, Yellow-tufted Honeyeater (Helmeted)",2014-11-06,Critically Endangered,Critically Endangered
Limosa lapponica menzbieri,"Northern Siberian Bar-tailed Godwit, Russkoye Bar-tailed Godwit",2016-05-05,Critically Endangered,Critically Endangered
Melanodryas cucullata melvillensis,"Tiwi Islands Hooded Robin, Hooded Robin (Tiwi Islands)",2018-05-11,Critically Endangered,Critically Endangered
Neophema chrysogaster,Orange-bellied Parrot,2006-09-13,Critically Endangered,Critically Endangered
Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",2015-05-26,Critically Endangered,Critically Endangered
Pedionomus torquatus,Plains-wanderer,2015-07-08,Critically Endangered,Critically Endangered
Pezoporus flaviventris,"Western Ground Parrot, Kyloring",2013-05-14,Critically Endangered,Critically Endangered
Pterodroma arminjoniana,"Round Island Petrel, Trinidade Petrel",2002-07-02,Critically Endangered,Critically Endangered
Pterodroma heraldica,Herald Petrel,2002-07-02,Critically Endangered,Critically Endangered
Crocidura trichura,Christmas Island Shrew,2018-02-15,Critically Endangered,Critically Endangered
Gymnobelideus leadbeateri,Leadbeater's Possum,2015-05-02,Critically Endangered,Critically Endangered
Lasiorhinus krefftii,"Northern Hairy-nosed Wombat, Yaminon",2018-02-15,Critically Endangered,Critically Endangered
Miniopterus orianae bassanii,Southern Bent-wing Bat,2007-12-18,Critically Endangered,Critically Endangered
Petrogale concinna concinna,Nabarlek (Victoria River District),2019-07-04,Critically Endangered,Critically Endangered
Potorous gilbertii,"Gilbert's Potoroo, Ngilkat",2004-07-06,Critically Endangered,Critically Endangered
Pseudocheirus occidentalis,"Western Ringtail Possum, Ngwayir, Womp, Woder, Ngoor, Ngoolangit",2018-05-11,Critically Endangered,Critically Endangered
Pteropus natalis,"Christmas Island Flying-fox, Christmas Island Fruit-bat",2014-01-03,Critically Endangered,Critically Endangered
Zyzomys pedunculatus,"Central Rock-rat, Antina",2018-02-15,Critically Endangered,Critically Endangered
Adclarkia dawsonensis,"Boggomoss Snail, Dawson River Snail, Dawson Valley Snail",2003-06-02,Critically Endangered,Critically Endangered
Advena campbellii,Campbell's Keeled Glass-snail,2009-01-08,Critically Endangered,Critically Endangered
Ammoniropa vigens,Ammonite Pinwheel Snail,2014-01-24,Critically Endangered,Critically Endangered
Argynnis hyperbius inconstans,Australian Fritillary,2017-08-15,Critically Endangered,Critically Endangered
Cherax tenuimanus,"Hairy Marron, Margaret River Hairy Marron, Margaret River Marron",2006-08-18,Critically Endangered,Critically Endangered
Dryococelus australis,"Lord Howe Island Phasmid, Land Lobster",2002-07-23,Critically Endangered,Critically Endangered
Engaewa pseudoreducta,Margaret River Burrowing Crayfish,2009-04-24,Critically Endangered,Critically Endangered
Engaewa reducta,Dunsborough Burrowing Crayfish,2009-04-24,Critically Endangered,Critically Endangered
Euastacus bindal,"freshwater crayfish, spiny crayfish",2016-12-07,Critically Endangered,Critically Endangered
Euastacus dharawalus,Fitzroy Falls Spiny Crayfish,2016-12-07,Critically Endangered,Critically Endangered
Gudeoconcha sophiae magnifica,Magnificent Helicarionid Land Snail,2009-01-08,Critically Endangered,Critically Endangered
Hesperocolletes douglasi,"Douglas' Broad-headed Bee, Rottnest Bee",2019-07-04,Critically Endangered,Critically Endangered
Hoplogonus bornemisszai,Bornemissza's Stag Beetle,2009-01-08,Critically Endangered,Critically Endangered
Hyridella glenelgensis,Glenelg Freshwater Mussel,2011-02-16,Critically Endangered,Critically Endangered
Leioproctus douglasiellus,a short-tongued bee,2013-05-14,Critically Endangered,Critically Endangered
Marginaster littoralis,Derwent River Seastar,2009-06-30,Critically Endangered,Critically Endangered
Mathewsoconcha grayi ms,Gray's Helicarionid Land Snail,2009-01-08,Critically Endangered,Critically Endangered
Mathewsoconcha phillipii,Phillip Island Helicarionid Land Snail,2009-01-08,Critically Endangered,Critically Endangered
Mathewsoconcha suteri,Suter's Striped Glass-snail,2009-01-08,Critically Endangered,Critically Endangered
Micropathus kiernani,"Francistown Cave Cricket, Southern sandstone cave cricket",2014-01-24,Critically Endangered,Critically Endangered
Mystivagor mastersi,Masters' Charopid Land Snail,2009-01-08,Critically Endangered,Critically Endangered
Neopasiphae simplicior,A native bee,2009-01-08,Critically Endangered,Critically Endangered
Ogyris subterrestris petrina,Arid Bronze Azure,2015-04-09,Critically Endangered,Critically Endangered
Ordtrachia septentrionalis,Rosewood Keeled Snail,2015-11-17,Critically Endangered,Critically Endangered
Pseudocharopa ledgbirdi,Mount Lidgbird Charopid Land Snail,2009-01-08,Critically Endangered,Critically Endangered
Pseudocharopa whiteleggei,Whitelegge's Land Snail,2009-01-08,Critically Endangered,Critically Endangered
Pseudococcus markharveyi,Banksia montana mealybug,2018-05-11,Critically Endangered,Critically Endangered
Quintalia stoddartii,Stoddart's Helicarionid Land Snail,2009-01-08,Critically Endangered,Critically Endangered
Thersites mitchellae,Mitchell's Rainforest Snail,2002-07-23,Endangered,Endangered
Chlamydogobius micropterus,Elizabeth Springs Goby,2000-07-16,Endangered,Endangered
Craterocephalus fluviatilis,Murray Hardyhead,2012-03-16,Endangered,Endangered
Galaxias auratus,Golden Galaxias,2005-06-06,Endangered,Endangered
Galaxias fontanus,Swan Galaxias,2000-07-16,Endangered,Endangered
Galaxias fuscus,Barred Galaxias,2000-07-16,Endangered,Endangered
Galaxias johnstoni,Clarence Galaxias,2000-07-16,Endangered,Endangered
Galaxias truttaceus (Western Australian population),Western Trout Minnow,2019-07-04,Endangered,Endangered
Galaxiella nigrostriata,"Blackstriped Dwarf Galaxias, Black-stripe Minnow",2018-05-11,Endangered,Endangered
Glyphis garricki,"Northern River Shark, New Guinea River Shark",2001-10-16,Endangered,Endangered
Hippocampus whitei,"White's Seahorse, Crowned Seahorse, Sydney Seahorse",2020-12-12,Endangered,Endangered
Maccullochella ikei,"Clarence River Cod, Eastern Freshwater Cod",2000-07-16,Endangered,Endangered
Maccullochella macquariensis,Trout Cod,2000-07-16,Endangered,Endangered
Maccullochella mariensis,Mary River Cod,2000-07-16,Endangered,Endangered
Macquaria australasica,Macquarie Perch,2000-07-16,Endangered,Endangered
Melanotaenia eachamensis,Lake Eacham Rainbowfish,2000-07-16,Endangered,Endangered
Nannoperca oxleyana,Oxleyan Pygmy Perch,2000-07-16,Endangered,Endangered
Nannoperca pygmaea,Little Pygmy Perch,2019-07-04,Endangered,Endangered
Paragalaxias mesotes,Arthurs Paragalaxias,2005-06-06,Endangered,Endangered
Scaturiginichthys vermeilipinnis,"Redfin Blue Eye, Redfin Blue-eye",2000-07-16,Endangered,Endangered
Zearaja maugeana,"Maugean Skate, Port Davey Skate",2004-03-04,Endangered,Endangered
Cophixalus aenigma,Tapping Nursery-frog,2019-07-04,Endangered,Endangered
Crinia sloanei,Sloane's Froglet,2019-07-04,Endangered,Endangered
Litoria booroolongensis,Booroolong Frog,2007-12-18,Endangered,Endangered
Litoria littlejohni,"Littlejohn's Tree Frog, Heath Frog",2022-02-18,Endangered,Endangered
Litoria watsoni,Watson's Tree Frog,2022-02-18,Endangered,Endangered
Mixophyes fleayi,Fleay's Frog,2000-07-16,Endangered,Endangered
Philoria kundagungan,Mountain Frog,2021-11-13,Endangered,Endangered
