NSXCODE,SPECIESNR,SYNONYM,SUPRAFAMILY,FAMILY,FAMILY_NUM,STATUS,GENUS,SPECIES,SPECIES_AUTHOR,INFRASP_RANK,INFRASP_NAME,INFRASP_AUTHOR,EPBC_STATUS,NPWSA_STATUS,HYBRID,HYBRIDRANK,SYNQUALIFIER,COMMON_NAME_1,COMMON_NAME_2,NW,NW_QUEST,NW_FLAG,LE,LE_QUEST,LE_FLAG,NU,NU_QUEST,NU_FLAG,GT,GT_QUEST,GT_FLAG,FR,FR_QUEST,FR_FLAG,EA,EA_QUEST,EA_FLAG,EP,EP_QUEST,EP_FLAG,NL,NL_QUEST,NL_FLAG,MU,MU_QUEST,MU_FLAG,YP,YP_QUEST,YP_FLAG,SL,SL_QUEST,SL_FLAG,KI,KI_QUEST,KI_FLAG,SE,SE_QUEST,SE_FLAG,Final data modification on: Tuesday 15 March 2022 2:45 AM. Extract created on: Tuesday 15 March 2022 11:40 AM
G03071,28928,0,Angiospermae,Compositae,91.435,,Ethuliopsis,cunninghamii,(Hook.) F.Muell.,,,,,,,,,Tall Nut-heads,,,,,LE,,,,,,,,,,,,EA,,,,,,,,,MU,,,,,,,,,,,,,,,
G03071,28929,1,Angiospermae,Compositae,91.435,,Epaltes,cunninghamii,(Hook.) Benth.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G03071,16499,1,Angiospermae,Compositae,91.435,,Ethulia,cunninghamii,Hook.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G03071,16500,1,Angiospermae,Compositae,91.435,,Ethuliopsis,dioica,F.Muell.,,,,,,,,nom. illeg.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U05402,13211,0,Angiospermae,Compositae,91.435,,Euchiton,collinus,Cass.,,,,,,,,,Creeping Cudweed,,,,,,,,,,,,,,FR,,,,,,EP,,,NL,,,MU,,,,,,SL,,,KI,,,SE,,,
U05402,16852,1,Angiospermae,Compositae,91.435,,Euchiton,audax,auct.non (D.G.Drury) Holub: Jessop(1993),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U05402,16851,1,Angiospermae,Compositae,91.435,,Euchiton,ensifer,auct.non (D.G.Drury) Anderb.: Jessop(1993),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U05402,16845,1,Angiospermae,Compositae,91.435,,Euchiton,gymnocephalus,(DC.) Holub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U05402,16847,1,Angiospermae,Compositae,91.435,,Gnaphalium,collinum,"Labill.(1805), non Salisb.(1796)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U05402,16850,1,Angiospermae,Compositae,91.435,,Gnaphalium,ensifer,auct.non D.G.Drury: D.A.Cooke(1986),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U05402,16846,1,Angiospermae,Compositae,91.435,,Gnaphalium,gymnocephalum,DC.(1838),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U05402,16849,1,Angiospermae,Compositae,91.435,,Gnaphalium,japonicum,auct.non Thunb.: Paul G.Wilson(1965),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U05402,16848,1,Angiospermae,Compositae,91.435,,Gnaphalium,japonicum,Thunb.,var.,collinum,(Labill.) Maiden & Betche,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06370,14112,0,Angiospermae,Compositae,91.435,,Euchiton,involucratus,(G.Forst.) Holub,,,,,,,,,Star Cudweed,Common Cudweed,,,,,,,,,,,,,FR,,,,,,EP,,,,,,MU,,,,,,SL,,,KI,,,SE,,,
E06370,16856,1,Angiospermae,Compositae,91.435,,Euchiton,forsteri,Cass.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06370,16857,1,Angiospermae,Compositae,91.435,,Euchiton,pulchellus,Cass.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06370,16854,1,Angiospermae,Compositae,91.435,,Gnaphalium,cephaloideum,Willd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06370,16853,1,Angiospermae,Compositae,91.435,,Gnaphalium,involucratum,G.Forst.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06370,16855,1,Angiospermae,Compositae,91.435,,Gnaphalium,japonicum,auct.non Thunb.: Paul G.Wilson(1965),,,,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06371,14113,0,Angiospermae,Compositae,91.435,?e,Euchiton,limosus,(D.G.Drury) Holub,,,,,,,,,Star Cudweed,Common Cudweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,?e,,,,,,,
G06371,16858,1,Angiospermae,Compositae,91.435,,Euchiton,involucratus,auct.non (G.Forst.) Holub: Barker et al.(2005),,,,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z03091,6087,0,Angiospermae,Compositae,91.435,,Euchiton,sphaericus,(Willd.) Holub,,,,,,,,,Annual Cudweed,Japanese Cudweed,NW,,,LE,,,,,,GT,,,FR,,,EA,,,EP,,,NL,,,MU,,,YP,,,SL,,,KI,,,SE,,,
Z03091,16860,1,Angiospermae,Compositae,91.435,,Gnaphalium,involucratum,auct.non G.Forst.: Paul G.Wilson(1965),,,,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z03091,16861,1,Angiospermae,Compositae,91.435,,Gnaphalium,japonicum,auct.non Thunb.: J.M.Black(1929),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z03091,16859,1,Angiospermae,Compositae,91.435,,Gnaphalium,sphaericum,Willd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z02947,5845,0,Angiospermae,Compositae,91.435,*,Euryops,abrotanifolius,(L.) DC.,,,,,,,,,Euryops,,,,,,,,,,,,,,,,,,,,,,,,,,MU,,?e,,,,SL,,*,,,,,,,
Z02947,16884,1,Angiospermae,Compositae,91.435,,Othonna,abrotanifolia,L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E32254,27595,0,Angiospermae,Compositae,91.435,?e,Felicia,echinata,(Thunb.) Nees,,,,,,,,,Prickly Felicia,Dune Daisy,,,,,,,,,,,,,,,,,,,EP,,?e,,,,,,,,,,SL,,?e,,,,,,,
E32254,27599,1,Angiospermae,Compositae,91.435,,Aster,echinatus,(Thunb.) Less.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E32254,27598,1,Angiospermae,Compositae,91.435,,Aster,echinatus,(Thunb.) Less.,var.,paralia,(DC.) Harv.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E32254,27597,1,Angiospermae,Compositae,91.435,,Felicia,paralia,DC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E32254,27596,1,Angiospermae,Compositae,91.435,,Pteronia,echinata,Thunb.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K32281,27683,0,Angiospermae,Compositae,91.435,?e,Felicia,fruticosa,(L.) G.Nicholson,,,,,,,,,Shrub Aster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YP,,?e,SL,,?e,,,,,,,
K32281,27684,1,Angiospermae,Compositae,91.435,,Aster,fruticosus,L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S02949,13643,0,Angiospermae,Compositae,91.435,*,Filago,pygmaea,L.,,,,,,,,,Filago,,,,,,,,,,,,,,,,,,,,,,,NL,,*,MU,,*,YP,,*,,,,,,,SE,,*,
S02949,16918,1,Angiospermae,Compositae,91.435,,Evax,pygmaea,(L.) Brot.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S03077,6068,0,Angiospermae,Compositae,91.435,*,Filago,pyramidata,L.,,,,,,,,,Filago,,,,,,,,,,,,,,,,,,,,,,,NL,,*,MU,,*,YP,,*,,,,,,,SE,,*,
U03078,27332,0,Angiospermae,Compositae,91.435,*,Flaveria,trinervia,(Spreng.) C.Mohr,,,,,,,,,Speedy Weed,Yellow Twin-stem,NW,?,*,LE,,*,,,,GT,,?e,FR,,*,EA,,*,,,,,,,,,,,,,,,,,,,,,,
U03078,27333,1,Angiospermae,Compositae,91.435,,Flaveria,australasica,Hook.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U03078,27334,1,Angiospermae,Compositae,91.435,,Oedera,trinervia,Spreng.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K03761,13906,0,Angiospermae,Compositae,91.435,?e,Gaillardia,grandiflora,Pursh,,,,,,,species,,Blanket Flower,Gaillardia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE,,?e,
K03761,16967,1,Angiospermae,Compositae,91.435,,Gaillardia,aristata,auct.non Pursh: D.A.Cooke(1986),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W03079,6070,0,Angiospermae,Compositae,91.435,*,Galinsoga,parviflora,Cav.,,,,,,,,,Yellow Weed,Potato Weed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,*,,,,,,,
A06028,13545,0,Angiospermae,Compositae,91.435,*,Gamochaeta,americana,(Mill.) Wedd.,,,,,,,,,Spiked Cudweed,,,,,,,,,,,,,,,,,,,,,,,,,,MU,,?e,,,,SL,,*,,,,,,,
A06028,16985,1,Angiospermae,Compositae,91.435,,Gamochaeta,spicata,auct.non (Lam.) Cabrera: Vonow(1993),,,,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A06028,16983,1,Angiospermae,Compositae,91.435,,Gnaphalium,americanum,Mill.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A06028,16986,1,Angiospermae,Compositae,91.435,,Gnaphalium,coarctatum,auct.non Willd.: Jessop(1984),,,,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A06028,16984,1,Angiospermae,Compositae,91.435,,Gnaphalium,spicatum,auct.non Lam.: D.A.Cooke(1986),,,,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M06030,13547,0,Angiospermae,Compositae,91.435,*,Gamochaeta,calviceps,(Fernald) Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,*,,,,SE,,*,
M06030,16989,1,Angiospermae,Compositae,91.435,,Gamochaeta,spicata,auct.non (Lam.) Cabrera: Vonow(1993),,,,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M06030,16987,1,Angiospermae,Compositae,91.435,,Gnaphalium,calviceps,Fernald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M06030,16990,1,Angiospermae,Compositae,91.435,,Gnaphalium,coarctatum,auct.non Willd.: Jessop(1984),,,,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M06030,16988,1,Angiospermae,Compositae,91.435,,Gnaphalium,subfalcatum,auct.non Cabrera: D.A.Cooke(1986),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z06031,13548,0,Angiospermae,Compositae,91.435,?e,Gamochaeta,pensylvanica,(Willd.) Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,?e,,,,,,,
Z06031,16991,1,Angiospermae,Compositae,91.435,,Gnaphalium,pensylvanicum,Willd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z06031,16992,1,Angiospermae,Compositae,91.435,,Gnaphalium,subfalcatum,auct.non Cabrera: D.A.Cooke(1986),,,,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C06029,13546,0,Angiospermae,Compositae,91.435,?e,Gamochaeta,purpurea,(L.) Cabrera,,,,,,,,,Spiked Cudweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,?e,,,,SE,,?e,
C06029,16995,1,Angiospermae,Compositae,91.435,,Gamochaeta,spicata,auct.non (Lam.) Cabrera: Vonow(1993),,,,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C06029,16996,1,Angiospermae,Compositae,91.435,,Gnaphalium,coarctatum,auct.non Willd.: Jessop(1984),,,,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C06029,16993,1,Angiospermae,Compositae,91.435,,Gnaphalium,purpureum,L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C06029,16994,1,Angiospermae,Compositae,91.435,,Gnaphalium,spicatum,auct.non Lam.: D.A.Cooke(1986),,,,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U04434,8347,0,Angiospermae,Compositae,91.435,*,Gazania,linearis,(Thunb.) Druce,,,,,,,,,Gazania,,,,,,,,,,,,,,FR,,*,EA,,*,EP,,*,NL,,*,MU,,*,YP,,*,SL,,*,KI,,*,SE,,*,
U04434,17001,1,Angiospermae,Compositae,91.435,,Gazania,longiscapa,DC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U04434,17002,1,Angiospermae,Compositae,91.435,,Gorteria,linearis,Thunb.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M04202,8033,0,Angiospermae,Compositae,91.435,*,Gazania,rigens,(L.) Gaertn.,,,,,,,,,Gazania,,,,,,,,,,,,,,,,,,,,EP,,*,,,,MU,,*,YP,,*,SL,,*,,,,SE,,*,
M04202,27331,1,Angiospermae,Compositae,91.435,,Gazania,rigens,(L.) Gaertn.,var.,rigens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M04202,17003,1,Angiospermae,Compositae,91.435,,Gorteria,rigens,(L.) L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q06120,13695,0,Angiospermae,Compositae,91.435,?e,Gazania,serrata,DC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,?e,,,,,,,
Q06120,17004,1,Angiospermae,Compositae,91.435,,Gazania,pavonia,auct.non R.Br.: J.M.Black(1909),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W02991,29305,0,Angiospermae,Compositae,91.435,*,Glebionis,coronaria,(L.) Cass. ex Spach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NL,,?e,MU,,*,,,,SL,,*,,,,,,,
W02991,29306,1,Angiospermae,Compositae,91.435,,Chrysanthemum,coronarium,L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W04435,13416,0,Angiospermae,Compositae,91.435,,Glossocardia,bidens,(Retz.) Veldkamp,,,,,,,,,Native Cobbler's-pegs,,NW,,,LE,,,,,,GT,,,FR,,,EA,,,,,,,,,,,,,,,,,,,,,,,,
W04435,17092,1,Angiospermae,Compositae,91.435,,Bidens,tenuifolia,Labill.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W04435,17090,1,Angiospermae,Compositae,91.435,,Coreopsis,tannensis,G.Forst. ex Spreng.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W04435,17089,1,Angiospermae,Compositae,91.435,,Glossogyne,tannensis,(G.Forst. ex Spreng.) Garn.-Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W04435,17091,1,Angiospermae,Compositae,91.435,,Glossogyne,tenuifolia,(Labill.) Cass.,,,,,,,,nom.inval.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W04435,27987,1,Angiospermae,Compositae,91.435,,Glossogyne,tenuifolia,(Labill.) Cass. ex Less.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W04435,17093,1,Angiospermae,Compositae,91.435,,Zinnia,bidens,Retz.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q03084,6073,0,Angiospermae,Compositae,91.435,,Gnaphalium,diamantinense,Paul G.Wilson,,,,,,,,,Diamantina Cudweed,,,,,LE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U03086,26845,0,Angiospermae,Compositae,91.435,,Gnaphalium,indutum,Hook.f.,ssp.,indutum,,,,,,,Tiny Cudweed,,,,,,,,,,,,,,FR,,,,,,EP,,,,,,MU,,,YP,,,SL,,,KI,,,SE,,,
U03086,26846,1,Angiospermae,Compositae,91.435,,Gnaphalium,indutum,Hook.f.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C04437,8355,0,Angiospermae,Compositae,91.435,*,Gnaphalium,polycaulon,Pers.,,,,,,,,,Indian Cudweed,Western Cudweed,,,,LE,,*,,,,,,,,,,,,,,,,,,,MU,,*,,,,,,,,,,,,,
C04437,17122,1,Angiospermae,Compositae,91.435,,Gnaphalium,indicum,auct.non L.: J.M.Black(1957),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C04437,17123,1,Angiospermae,Compositae,91.435,,Gnaphalium,multicaule,Willd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C04437,17125,1,Angiospermae,Compositae,91.435,,Gnaphalium,policaulon,Pers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C04437,17124,1,Angiospermae,Compositae,91.435,,Helichrysum,indicum,auct.non (L.) Grierson: Jessop(1984),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y04164,7984,0,Angiospermae,Compositae,91.435,,Gnephosis,arachnoidea,Turcz.,,,,,,,,,Spidery Button-flower,,NW,,,LE,,,,,,GT,,,FR,,,EA,,,EP,,,,,,MU,,,,,,,,,,,,,,,
Y04164,17126,1,Angiospermae,Compositae,91.435,,Cyathopappus,gnephosioides,F.Muell.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y04164,17128,1,Angiospermae,Compositae,91.435,,Gnephosis,arachnoidea,Turcz.,var.,foliata,(Sond.) Benth.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y04164,17129,1,Angiospermae,Compositae,91.435,,Gnephosis,cyathopappa,Benth.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y04164,17130,1,Angiospermae,Compositae,91.435,,Gnephosis,foliata,(Sond.) H.Eichler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y04164,17131,1,Angiospermae,Compositae,91.435,,Gnephosis,gnephosioides,(F.Muell.) Druce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y04164,17127,1,Angiospermae,Compositae,91.435,,Nematopus,foliatus,Sond.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y04200,8026,0,Angiospermae,Compositae,91.435,,Gnephosis,drummondii,(A.Gray) P.S.Short,,,,,,,,,Slender Golden-tip,Slender Cup-flower,,,,,,,,,,,,,,,,,,,EP,,,,,,,,,,,,,,,,,,SE,,,
Y04200,17135,1,Angiospermae,Compositae,91.435,,Angianthus,tenellus,(F.Muell.) Benth.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y04200,17132,1,Angiospermae,Compositae,91.435,,Chrysocoryne,drummondii,A.Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y04200,17136,1,Angiospermae,Compositae,91.435,,Chrysocoryne,tenella,F.Muell.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y04200,17133,1,Angiospermae,Compositae,91.435,,Siloxerus,tenellus,(F.Muell.) Ostenf.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y04200,17134,1,Angiospermae,Compositae,91.435,,Styloncerus,tenellus,(F.Muell.) Kuntze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U03094,6093,0,Angiospermae,Compositae,91.435,,Gnephosis,eriocarpa,(F.Muell.) Benth.,,,,,,,,,Native Camomile,,NW,,,LE,,,,,,,,,,,,EA,,,,,,,,,,,,,,,,,,,,,,,,
U03094,17137,1,Angiospermae,Compositae,91.435,,Skirrophorus,eriocarpus,F.Muell.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K04201,8029,0,Angiospermae,Compositae,91.435,,Gnephosis,tenuissima,Cass.,,,,,,,,,Dwarf Golden-tip,Dwarf Cup-flower,NW,,,LE,,,NU,,,GT,,,FR,,,EA,,,EP,,,NL,,,MU,,,,,,,,,,,,SE,,,
K04201,17142,1,Angiospermae,Compositae,91.435,,Angianthus,pusillus,(Benth.) Benth.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K04201,17144,1,Angiospermae,Compositae,91.435,,Chrysocoryne,angianthoides,F.Muell.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K04201,17139,1,Angiospermae,Compositae,91.435,,Chrysocoryne,huegelii,A.Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K04201,17138,1,Angiospermae,Compositae,91.435,,Chrysocoryne,pusilla,(Benth.) Endl.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K04201,17143,1,Angiospermae,Compositae,91.435,,Crossolepis,pusilla,Benth.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K04201,17141,1,Angiospermae,Compositae,91.435,,Siloxerus,pusillus,(Benth.) Ising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K04201,17140,1,Angiospermae,Compositae,91.435,,Styloncerus,pusillus,(Benth.) Kuntze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U03158,6198,0,Angiospermae,Compositae,91.435,,Gratwickia,monochaeta,F.Muell.,,,,,Rare,,,,,,,,,LE,,,NU,,,GT,,,,,,EA,,,EP,,,,,,,,,,,,,,,,,,,,,
U03158,17227,1,Angiospermae,Compositae,91.435,,Helichrysum,mellorianum,J.M.Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U03158,17228,1,Angiospermae,Compositae,91.435,,Helichrysum,monochaetum,(F.Muell.) H.Eichler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q04204,13091,0,Angiospermae,Compositae,91.435,,Haeckeria,cassiniiformis,F.Muell.,,,,,Rare,,,,Dogwood Haeckeria,,,,,,,,,,,,,,,,,,,,EP,,,NL,,,,,,,,,,,,,,,,,,
Q04204,17302,1,Angiospermae,Compositae,91.435,,Haeckeria,cassiniaeformis,F.Muell.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q04204,17304,1,Angiospermae,Compositae,91.435,,Humea,cassiniacea,F.Muell.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q04204,17303,1,Angiospermae,Compositae,91.435,,Humea,cassiniaeformis,(F.Muell.) J.M.Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z04203,8035,0,Angiospermae,Compositae,91.435,,Haeckeria,punctulata,(F.Muell.) J.H.Willis,,,,,,,,,Sticky Haeckeria,,,,,,,,,,,,,,FR,,,EA,,,EP,,,NL,,,MU,,,,,,,,,,,,,,,
Z04203,17305,1,Angiospermae,Compositae,91.435,,Cassinia,punctulata,(F.Muell.) F.Muell.& Tate ex Tate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z04203,17306,1,Angiospermae,Compositae,91.435,,Humea,punctulata,F.Muell.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K03973,7697,0,Angiospermae,Compositae,91.435,,Haegiela,tatei,(F.Muell.) P.S.Short & Paul G.Wilson,,,,,Rare,,,,Small Nut-heads,,,,,,,,,,,,,,,,,,,,EP,,,NL,,,MU,,,YP,,,SL,?,,,,,SE,,,
K03973,17307,1,Angiospermae,Compositae,91.435,,Epaltes,tatei,F.Muell.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E03098,6100,0,Angiospermae,Compositae,91.435,*,Helianthus,annuus,L.,,,,,,,,,Sunflower,Common Sunflower,,,,LE,,*,,,,GT,,*,FR,,*,EA,,*,EP,,*,NL,,*,MU,,*,YP,,*,SL,,*,,,,,,,
G32263,27624,0,Angiospermae,Compositae,91.435,*,Helianthus,tuberosus,L.,,,,,,,,,Jersualem Artichoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,*,,,,,,,
S03157,6197,0,Angiospermae,Compositae,91.435,,Helichrysum,leucopsideum,DC.,,,,,,,,,Satin Everlasting,Coast Everlasting,,,,,,,NU,,,,,,FR,,,,,,EP,,,NL,,,MU,,,YP,,,SL,,,KI,,,SE,,,
U03270,6431,0,Angiospermae,Compositae,91.435,*,Helminthotheca,echioides,(L.) Holub,,,,,,,,,Ox-tongue,,,,,,,,,,,,,,,,,,,,EP,,?e,NL,,*,MU,,*,YP,,*,SL,,*,,,,SE,,*,
U03270,17425,1,Angiospermae,Compositae,91.435,,Helmintia,echioides,(L.) Gaertn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U03270,17426,1,Angiospermae,Compositae,91.435,,Picris,echioides,L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
