NSXCODE,SPECIESNR,SYNONYM,SUPRAFAMILY,FAMILY,FAMILY_NUM,STATUS,GENUS,SPECIES,SPECIES_AUTHOR,INFRASP_RANK,INFRASP_NAME,INFRASP_AUTHOR,EPBC_STATUS,NPWSA_STATUS,HYBRID,HYBRIDRANK,SYNQUALIFIER,COMMON_NAME_1,COMMON_NAME_2,NW,NW_QUEST,NW_FLAG,LE,LE_QUEST,LE_FLAG,NU,NU_QUEST,NU_FLAG,GT,GT_QUEST,GT_FLAG,FR,FR_QUEST,FR_FLAG,EA,EA_QUEST,EA_FLAG,EP,EP_QUEST,EP_FLAG,NL,NL_QUEST,NL_FLAG,MU,MU_QUEST,MU_FLAG,YP,YP_QUEST,YP_FLAG,SL,SL_QUEST,SL_FLAG,KI,KI_QUEST,KI_FLAG,SE,SE_QUEST,SE_FLAG,Final data modification on: Tuesday 15 March 2022 2:45 AM. Extract created on: Tuesday 15 March 2022 11:40 AM
W01963,4035,0,Angiospermae,Rutaceae,91.212,,Correa,aemula,(Lindl.) F.Muell.,,,,,Rare,,,,Hairy Correa,,,,,,,,,,,,,,,,,,,,,,,,,,MU,,,,,,SL,,,KI,,,,,,
W01963,15986,1,Angiospermae,Rutaceae,91.212,,Correa,affinis,Ashby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W01963,15985,1,Angiospermae,Rutaceae,91.212,,Didimeria,aemula,Lindl.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q03756,7306,0,Angiospermae,Rutaceae,91.212,,Correa,alba,Andrews,var.,pannosa,Paul G.Wilson,,Rare,,,,White Correa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,SE,,,
Q03756,15988,1,Angiospermae,Rutaceae,91.212,,Correa,alba,Andrews,var.,rotundifolia,(Lindl.) Benth.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q03756,15989,1,Angiospermae,Rutaceae,91.212,,Correa,rotundifolia,Lindl.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S03757,13221,0,Angiospermae,Rutaceae,91.212,,Correa,backhouseana,Hook.,var.,coriacea,(Paul G.Wilson) Paul G.Wilson,,,,,,Thick-leaf Correa,,,,,,,,NU,,,GT,,,,,,,,,EP,,,NL,,,,,,YP,,,SL,,,,,,,,,
S03757,15990,1,Angiospermae,Rutaceae,91.212,,Correa,reflexa,(Labill.) Vent.,var.,coriacea,Paul G.Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05861,13253,0,Angiospermae,Rutaceae,91.212,,Correa,backhouseana,Hook.,var.,orbicularis,Paul G.Wilson,,Rare,,,,Round-leaf Correa,Kangaroo Island Correa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KI,,,,,,
C05861,15991,1,Angiospermae,Rutaceae,91.212,,Correa,rubra,Sm.,var.,orbicularis,J.M.Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E01966,4039,0,Angiospermae,Rutaceae,91.212,,Correa,decumbens,F.Muell.,,,,,,,,,Spreading Correa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,KI,,,,,,
Z04619,15992,1,Angiospermae,Rutaceae,91.212,,Correa,reflexa,auct.non (Labill.) Vent.: J.M.Black(1948),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z04619,15993,1,Angiospermae,Rutaceae,91.212,,Correa,sp. aff. calycina J.M.Black,: R.Anderson(1986),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y05864,13256,0,Angiospermae,Rutaceae,91.212,,Correa,glabra,Lindl.,var.,leucoclada,(Lindl.) Paul G.Wilson,,Rare,,,,Rock Correa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,,,,
Y05864,15994,1,Angiospermae,Rutaceae,91.212,,Correa,rubra,Sm.,var.,megacalyx,J.M.Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G05863,13255,0,Angiospermae,Rutaceae,91.212,,Correa,glabra,Lindl.,var.,turnbullii,(Ashby) Paul G.Wilson,,,,,,Smooth Correa,Rock Correa,,,,,,,,,,,,,FR,,,EA,,,,,,NL,,,MU,,,,,,SL,,,,,,SE,,,
G05863,15997,1,Angiospermae,Rutaceae,91.212,,Correa,rubra,Sm.,var.,turnbullii,(Ashby) J.M.Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G05863,15995,1,Angiospermae,Rutaceae,91.212,,Correa,schlechtendalii,auct.non Behr: R.J.Anderson(1986),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G05863,15996,1,Angiospermae,Rutaceae,91.212,,Correa,turnbullii,Ashby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y01968,4043,0,Angiospermae,Rutaceae,91.212,,Correa,pulchella,J.Mackay ex Sweet,,,,,,,,,Salmon Correa,,,,,,,,,,,,,,,,,,,,EP,,,,,,,,,YP,,,SL,,,KI,,,SE,,,
Y01968,15998,1,Angiospermae,Rutaceae,91.212,,Correa,minor,(Ashby) J.M.Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y01968,15999,1,Angiospermae,Rutaceae,91.212,,Correa,neglecta,Ashby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y01968,16000,1,Angiospermae,Rutaceae,91.212,,Correa,neglecta,Ashby,var.,minor,Ashby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y01968,16001,1,Angiospermae,Rutaceae,91.212,,Correa,rubra,Sm.,var.,pulchella,(Sweet) J.M.Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E05862,13254,0,Angiospermae,Rutaceae,91.212,,Correa,reflexa,(Labill.) Vent.,var.,insularis,Paul G.Wilson,,,,,,Round-leaf Correa,Kangaroo Island Correa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KI,,,,,,
E05862,16002,1,Angiospermae,Rutaceae,91.212,,Correa,reflexa,(Labill.) Vent.,var.,nummulariifolia,auct.non (Hook.f.) Paul G.Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S05869,13261,0,Angiospermae,Rutaceae,91.212,,Correa,reflexa,(Labill.) Vent.,var.,reflexa,,,,,,,Common Correa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE,,,
E05870,13262,0,Angiospermae,Rutaceae,91.212,,Correa,reflexa,(Labill.) Vent.,var.,scabridula,Paul G.Wilson,,,,,,Common Correa,,,,,,,,,,,,,,,,,,,,,,,,,,MU,,,,,,SL,,,,,,SE,,,
S32613,29081,0,Angiospermae,Rutaceae,91.212,?e,Crowea,exalata,F.Muell.,ssp.,exalata,,,,,,,Small Crowea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,?e,,,,,,,
S32613,29082,1,Angiospermae,Rutaceae,91.212,,Crowea,exalata,F.Muell.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K01977,4067,0,Angiospermae,Rutaceae,91.212,,Geijera,linearifolia,(DC.) J.M.Black,,,,,,,,,Sheep Bush,Oil Bush,,,,,,,NU,,,GT,,,FR,,,,,,EP,,,NL,,,MU,,,YP,,,SL,,,KI,,,,,,
K01977,17005,1,Angiospermae,Rutaceae,91.212,,Eriostemon,linearifolius,DC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K01977,17006,1,Angiospermae,Rutaceae,91.212,,Geijera,parviflora,Lindl.,var.,crassifolia,Benth.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K01977,17007,1,Angiospermae,Rutaceae,91.212,,Zanthoxylum,australasicum,A.Juss.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M01978,4071,0,Angiospermae,Rutaceae,91.212,,Geijera,parviflora,Lindl.,,,,,Rare,,,,Wilga,,,,,,,,,,,,,,FR,,,EA,,,,,,,,,MU,,,,,,,,,,,,,,,
G04623,17759,1,Angiospermae,Rutaceae,91.212,,Phebalium,equestre,D.A.Cooke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y01984,12982,0,Angiospermae,Rutaceae,91.212,,Leionema,hillebrandii,(J.H.Willis) Paul G.Wilson,,,,,Rare,,,,Mount Lofty Phebalium,Hillebrand's Phebalium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,,,,
Y01984,17760,1,Angiospermae,Rutaceae,91.212,,Eriostemon,hillebrandii,F.Muell.(1854),,,,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y01984,17761,1,Angiospermae,Rutaceae,91.212,,Phebalium,bilobum,auct.non Lindl.: J.M.Black(1948),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y01984,17762,1,Angiospermae,Rutaceae,91.212,,Phebalium,hillebrandii,J.H.Willis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C01981,12983,0,Angiospermae,Rutaceae,91.212,,Leionema,microphyllum,(F.Muell.) Paul G.Wilson,,,,,Rare,,,,Limestone Phebalium,Spreading Phebalium,,,,,,,,,,,,,,,,,,,,,,,,,MU,,,YP,,,,,,,,,SE,,,
C01981,17764,1,Angiospermae,Rutaceae,91.212,,Eriostemon,brachyphyllus,(Benth.) Tate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C01981,17763,1,Angiospermae,Rutaceae,91.212,,Eriostemon,microphyllus,F.Muell.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C01981,17765,1,Angiospermae,Rutaceae,91.212,,Phebalium,brachyphyllum,Benth.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z04995,13131,0,Angiospermae,Rutaceae,91.212,,Microcybe,multiflora,Turcz.,ssp.,baccharoides,(F.Muell.) Paul G.Wilson,,,,,,Scale-leaf Microcybe,Red Microcybe,,,,,,,NU,,,,,,,,,,,,EP,,,NL,?,,MU,,,YP,?,,,,,,,,,,,
Z04995,18276,1,Angiospermae,Rutaceae,91.212,,Eriostemon,capitatus,F.Muell.,var.,baccharoides,F.Muell.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z04995,18277,1,Angiospermae,Rutaceae,91.212,,Microcybe,multiflora,Turcz.,var.,baccharoides,(F.Muell.) Ewart & Tovey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E04622,13132,0,Angiospermae,Rutaceae,91.212,,Microcybe,multiflora,Turcz.,ssp.,multiflora,,,,,,,Small-leaf Microcybe,Red Microcybe,,,,,,,,,,GT,,,,,,,,,EP,,,NL,?,,MU,,,YP,?,,,,,,,,,,,
E04622,18278,1,Angiospermae,Rutaceae,91.212,,Eriostemon,capitatus,F.Muell.,var.,capitatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A01980,13133,0,Angiospermae,Rutaceae,91.212,,Microcybe,pauciflora,Turcz.,ssp.,pauciflora,,,,,,,Yellow Microcybe,,,,,,,,,,,,,,,,,,,,EP,,,NL,?,,MU,,,YP,,,SL,?,,KI,,,SE,?,,
A01980,18279,1,Angiospermae,Rutaceae,91.212,,Eriostemon,capitatus,F.Muell.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E01982,4077,0,Angiospermae,Rutaceae,91.212,,Phebalium,bullatum,J.M.Black,,,,,,,,,Silvery Phebalium,Sand Phebalium,,,,,,,,,,,,,,,,,,,EP,,,,,,MU,,,YP,,,,,,,,,SE,,,
E01982,18759,1,Angiospermae,Rutaceae,91.212,,Phebalium,sedifolium,F.Muell.,,,,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E04842,29988,0,Angiospermae,Rutaceae,91.212,,Phebalium,calcicola,S.Dema & I.Telford,,,,,Endangered*,,,,Limestone Phebalium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE,,,
E04842,29990,1,Angiospermae,Rutaceae,91.212,,Phebalium,squamulosum,auct.non Vent.: Jessop(1989),,,,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E04842,29989,1,Angiospermae,Rutaceae,91.212,,Phebalium,squamulosum,auct.non Vent.:Barker et al.(2005),ssp.,squamulosum,,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y04780,28287,0,Angiospermae,Rutaceae,91.212,,Phebalium,glandulosum,Hook.,ssp.,macrocalyx,R.L.Giles,,Endangered*,,,,Glandular Phebalium,Desert Phebalium,,,,,,,,,,,,,,,,,,,EP,?,,NL,,,MU,,,YP,,,,,,,,,,,,
Y04780,18760,1,Angiospermae,Rutaceae,91.212,,Eriostemon,sediflorus,F.Muell.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y04780,28289,1,Angiospermae,Rutaceae,91.212,,Phebalium,glandulosum,auct.non. Hook.: J.M.Black(1948),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y04780,28288,1,Angiospermae,Rutaceae,91.212,,Phebalium,glandulosum,,ssp.,glandulosum,auct.non Hook.: J.A.Armstr. & I.Telford in Jessop & Toelken(1986),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q04052,7831,0,Angiospermae,Rutaceae,91.212,,Phebalium,stenophyllum,(Benth.) Maiden & Betche,,,,,,,,,Narrow-leaf Phebalium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE,,,
Q04052,18761,1,Angiospermae,Rutaceae,91.212,,Phebalium,squamulosum,Vent.,var.,stenophyllum,Benth.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C04013,13007,0,Angiospermae,Rutaceae,91.212,,Philotheca,angustifolia,(Paul G.Wilson) Paul G.Wilson,ssp.,angustifolia,,,Rare,,,,Narrow-leaf Wax-flower,,,,,,,,,,,,,,FR,,,,,,EP,,,NL,,,MU,,,YP,,,SL,,,KI,,,SE,,,
C04013,18768,1,Angiospermae,Rutaceae,91.212,,Eriostemon,angustifolius,Paul G.Wilson,ssp.,angustifolius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C04013,18766,1,Angiospermae,Rutaceae,91.212,,Eriostemon,brevifolius,auct.non Endl.: J.M.Black(1948),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C04013,18767,1,Angiospermae,Rutaceae,91.212,,Eriostemon,difformis,A.Cunn. ex Endl.,var.,teretifolius,Benth.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S04725,13008,0,Angiospermae,Rutaceae,91.212,,Philotheca,difformis,(A.Cunn. ex Endl.) Paul G.Wilson,ssp.,difformis,,,Vulnerable,,,,Small-leaf Wax-flower,,,,,,,,,,,,,,FR,,,EA,,,,,,,,,,,,,,,,,,,,,,,,
S04725,18769,1,Angiospermae,Rutaceae,91.212,,Eriostemon,difformis,A.Cunn. ex Endl.,ssp.,difformis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E01974,13009,0,Angiospermae,Rutaceae,91.212,,Philotheca,linearis,(A.Cunn. ex Endl.) Paul G.Wilson,,,,,,,,,Narrow-leaf Wax-flower,,NW,,,,,,,,,GT,,,FR,,,EA,,,EP,,,,,,,,,,,,,,,,,,,,,
E01974,18770,1,Angiospermae,Rutaceae,91.212,,Eriostemon,halmaturorum,F.Muell.,,,,,,,,orth.var.(orig.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E01974,18772,1,Angiospermae,Rutaceae,91.212,,Eriostemon,halmaturorus,F.Muell.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E01974,18771,1,Angiospermae,Rutaceae,91.212,,Eriostemon,linearis,A.Cunn. ex Endl.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G01975,13010,0,Angiospermae,Rutaceae,91.212,,Philotheca,pungens,(Lindl.) Paul G.Wilson,,,,,,,,,Prickly Wax-flower,,,,,,,,,,,,,,,,,,,,EP,,,,,,MU,,,YP,,,SL,,,KI,,,SE,,,
G01975,18774,1,Angiospermae,Rutaceae,91.212,,Eriostemon,pungens,Lindl.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G01975,18773,1,Angiospermae,Rutaceae,91.212,,Phebalium,pungens,(Lindl.) Benth.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y01976,13011,0,Angiospermae,Rutaceae,91.212,,Philotheca,verrucosa,(A.Rich.) Paul G.Wilson,,,,,Vulnerable,,,,Bendigo Wax-flower,Fairy Wax-flower,,,,,,,,,,,,,,,,,,,,,,NL,,,,,,,,,,,,,,,,,,
Y01976,18775,1,Angiospermae,Rutaceae,91.212,,Eriostemon,obovalis,auct.non A.Cunn.: J.M.Black(1948),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y01976,18776,1,Angiospermae,Rutaceae,91.212,,Eriostemon,verrucosus,A.Rich.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W32155,27004,0,Angiospermae,Rutaceae,91.212,?e,Ruta,chalepensis,L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,?e,,,,,,,
W32155,27005,1,Angiospermae,Rutaceae,91.212,,Ruta,chalapensis,L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y04624,8652,0,Angiospermae,Rutaceae,91.212,*,Ruta,graveolens,L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE,?,*,
W05915,13333,0,Angiospermae,Rutaceae,91.212,,Zieria,veronicea,(F.Muell.) Benth.,ssp.,insularis,J.A.Armstr.,,Rare,,,,Pink Zieria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KI,,,,,,
W05915,20557,1,Angiospermae,Rutaceae,91.212,,Zieria,veronicea,(F.Muell.) Benth.,,,,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U05914,13332,0,Angiospermae,Rutaceae,91.212,,Zieria,veronicea,(F.Muell.) Benth.,ssp.,veronicea,,,Rare,,,,Pink Zieria,,,,,,,,,,,,,,,,,,,,,,,,,,MU,,,,,,SL,,,,,,SE,,,
U05914,20558,1,Angiospermae,Rutaceae,91.212,,Boronia,veronicea,F.Muell.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U05914,20559,1,Angiospermae,Rutaceae,91.212,,Zieria,veronicea,(F.Muell.) Benth.,,,,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C00125,236,0,Angiospermae,Simaroubaceae,91.216,*,Ailanthus,altissima,(Mill.) Swingle,,,,,,,,,Tree Of Heaven,Varnish Tree,,,,,,,,,,,,,,,,,,,,,,NL,,*,MU,,?e,,,,SL,,*,,,,SE,,?e,
C00125,14555,1,Angiospermae,Simaroubaceae,91.216,,Toxicodendron,altissimum,Mill.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q01988,23903,0,Angiospermae,Meliaceae,91.22,?e,Melia,azedarach,L.,,,,,,,,,White Cedar,Kooribill,,,,,,,,,,,,,FR,,?e,,,,EP,,?e,NL,,?e,MU,,?e,,,,SL,,?e,,,,SE,,?e,
Q01988,18239,1,Angiospermae,Meliaceae,91.22,,Melia,australasica,A.Juss.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q01988,23904,1,Angiospermae,Meliaceae,91.22,,Melia,azedarach,L.,var.,australasica,(A.Juss.) C.DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q01988,18240,1,Angiospermae,Meliaceae,91.22,,Melia,composita,auct.non Willd.: Benth.(1863),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01989,4089,0,Angiospermae,Meliaceae,91.22,,Owenia,acidula,F.Muell.,,,,,,,,,Sour Plum,Emu Apple,,,,LE,,,,,,,,,,,,,,,EP,,,,,,,,,,,,,,,,,,,,,
E01990,4090,0,Angiospermae,Tremandraceae,91.226,?e,Platytheca,galioides,Steetz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE,,?e,
E01990,18889,1,Angiospermae,Tremandraceae,91.226,,Platytheca,verticillata,(Paxton) Baill.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E01990,18890,1,Angiospermae,Tremandraceae,91.226,,Tetratheca,verticillata,Paxton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G01991,4093,0,Angiospermae,Tremandraceae,91.226,,Tetratheca,ciliata,Lindl.,,,,,,,,,Pink-bells,Pink Eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE,,,
Y01992,4094,0,Angiospermae,Tremandraceae,91.226,,Tetratheca,halmaturina,J.M.Black,,,,,,,,,Leafless Kangaroo Island Tetratheca,Curly Pink-bells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KI,,,,,,
Y01992,20179,1,Angiospermae,Tremandraceae,91.226,,Tetratheca,ericifolia,Sm.,var.,aphylla,Tate,,,,,nom.illeg.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K01993,4096,0,Angiospermae,Tremandraceae,91.226,,Tetratheca,insularis,Joy Thomps.,,,,,,,,,Kangaroo Island Tetratheca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KI,,,,,,
K01993,20180,1,Angiospermae,Tremandraceae,91.226,,Tetratheca,ericifolia,auct.non Sm.: J.M.Black(1948),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K01993,27120,1,Angiospermae,Tremandraceae,91.226,,Tetratheca,ericifolia,Sm.,var.,pilosa,Tate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M01994,28552,0,Angiospermae,Tremandraceae,91.226,,Tetratheca,pilosa,Labill.,,,,,,,,,Hairy Pink-bells,Pink-eyed Susan,,,,,,,,,,,,,,,,,,,,,,,,,MU,,,YP,,,SL,,,,,,SE,,,
M01994,28553,1,Angiospermae,Tremandraceae,91.226,,Tetratheca,pilosa,Labill.,ssp.,pilosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z01995,4099,0,Angiospermae,Polygalaceae,91.227,,Comesperma,calymega,Labill.,,,,,,,,,Blue-spike Milkwort,Heath Milkwort,,,,,,,,,,,,,,,,,,,EP,,,,,,MU,,,,,,SL,,,KI,,,SE,,,
Z01995,15949,1,Angiospermae,Polygalaceae,91.227,,Bredemeyera,calymega,(Labill.) Anon.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01997,4102,0,Angiospermae,Polygalaceae,91.227,,Comesperma,polygaloides,F.Muell.,,,,,,,,,Mauve Milkwort,Small Milkwort,,,,,,,,,,,,,,,,,,,EP,,,,,,MU,,,,,,SL,,,KI,,,SE,,,
S01997,15950,1,Angiospermae,Polygalaceae,91.227,,Bredemeyera,polygaloides,(F.Muell.) Chodat ex Anon.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U01998,4104,0,Angiospermae,Polygalaceae,91.227,,Comesperma,scoparium,J.Drumm.,,,,,,,,,Broom Milkwort,,,,,,,,,,,,,,FR,,,,,,EP,,,,,,MU,,,YP,,,,,,,,,SE,,,
U01998,15951,1,Angiospermae,Polygalaceae,91.227,,Bredemeyera,scoparia,(J.Drumm.) Chodat ex Anon.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S04353,8209,0,Angiospermae,Polygalaceae,91.227,,Comesperma,viscidulum,F.Muell.,,,,,,,,,Varnished Milkwort,Sticky Milkwort,NW,,,,,,,,,GT,,,,,,,,,EP,,,,,,,,,,,,,,,,,,,,,
W01999,4106,0,Angiospermae,Polygalaceae,91.227,,Comesperma,volubile,Labill.,,,,,,,,,Love Creeper,Twining Milkwort,,,,,,,NU,,,,,,,,,,,,EP,,,NL,,,MU,,,YP,,,SL,,,KI,,,SE,,,
W01999,15953,1,Angiospermae,Polygalaceae,91.227,,Bredemeyera,ciliata,auct.non (Steetz) Steenis: J.M.Black(1948),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W01999,15952,1,Angiospermae,Polygalaceae,91.227,,Bredemeyera,volubilis,(Labill.) Chodat ex Anon.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W01999,15954,1,Angiospermae,Polygalaceae,91.227,,Comesperma,ciliatum,auct.non Steetz: J.M.Black(1948),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y02000,4110,0,Angiospermae,Polygalaceae,91.227,*,Muraltia,heisteria,(L.) DC.,,,,,,,,,African Furze,Furze Muraltia,,,,,,,,,,,,,,,,,,,,,,,,,MU,,*,,,,SL,,*,,,,,,,
Y02000,18397,1,Angiospermae,Polygalaceae,91.227,,Polygala,heisteria,L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q32380,28078,0,Angiospermae,Polygalaceae,91.227,,Polygala,glaucifolia,R.A.Kerrigan,,,,,,,,,Central Australian Milkwort,Ising's Milkwort,NW,,,LE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q32380,18943,1,Angiospermae,Polygalaceae,91.227,,Polygala,chinensis,L.,var.,squarrosa,auct.non (Benth.) Domin: Eichler(1965),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
