id,name,commonName,scientificName,lsid,dataResourceUid,kvpValues,taxonID,kingdom,class,family,vernacular name,scientificNameAuthorship,sourceStatus,significant,status,endemicity,epbcStatus
4040816,Euastacus maidae,Freshwater Crayfish Or Yabby,Euastacus maidae,https://biodiversity.org.au/afd/taxa/2c41bdf2-4613-40cf-abf5-39ed724aaf5d,dr493,"[{'key': 'taxonID', 'value': '33595'}, {'key': 'kingdom', 'value': 'Animalia'}, {'key': 'class', 'value': 'Malacostraca'}, {'key': 'family', 'value': 'Parastacidae'}, {'key': 'scientificNameAuthorship', 'value': '(Riek, 1956)'}, {'key': 'sourceStatus', 'value': 'CR'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",33595,Animalia,Malacostraca,Parastacidae,,"(Riek, 1956)",CR,Y,Critically Endangered,Queensland endemic,
4040527,Euastacus monteithorum,Freshwater Crayfish Or Yabby,Euastacus monteithorum,https://biodiversity.org.au/afd/taxa/ba9579e7-e4ec-4412-bb94-8a63af7e99fa,dr493,"[{'key': 'taxonID', 'value': '33596'}, {'key': 'kingdom', 'value': 'Animalia'}, {'key': 'class', 'value': 'Malacostraca'}, {'key': 'family', 'value': 'Parastacidae'}, {'key': 'scientificNameAuthorship', 'value': 'Morgan, 1989'}, {'key': 'sourceStatus', 'value': 'E'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",33596,Animalia,Malacostraca,Parastacidae,,"Morgan, 1989",E,Y,Endangered,Queensland endemic,
4040734,Selenocosmia crassipes,,Selenocosmia crassipes,ALA_DR493_96,dr493,"[{'key': 'taxonID', 'value': '29180'}, {'key': 'kingdom', 'value': 'Animalia'}, {'key': 'class', 'value': 'Arachnida'}, {'key': 'family', 'value': 'Theraphosidae'}, {'key': 'scientificNameAuthorship', 'value': '(Koch, 1874)'}, {'key': 'sourceStatus', 'value': 'C'}, {'key': 'significant', 'value': 'N'}, {'key': 'status', 'value': 'Least concern'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",29180,Animalia,Arachnida,Theraphosidae,,"(Koch, 1874)",C,N,Least concern,Queensland endemic,
4041064,Selenocosmia strenua,,Selenocosmia strenua,https://biodiversity.org.au/afd/taxa/a21c5d8f-b20c-4ddb-b090-08afd4fe8fae,dr493,"[{'key': 'taxonID', 'value': '29182'}, {'key': 'kingdom', 'value': 'Animalia'}, {'key': 'class', 'value': 'Arachnida'}, {'key': 'family', 'value': 'Theraphosidae'}, {'key': 'scientificNameAuthorship', 'value': '(Thorell, 1881)'}, {'key': 'sourceStatus', 'value': 'C'}, {'key': 'significant', 'value': 'N'}, {'key': 'status', 'value': 'Least concern'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",29182,Animalia,Arachnida,Theraphosidae,,"(Thorell, 1881)",C,N,Least concern,Queensland endemic,
4040644,Selenotypus plumipes,,Selenotypus plumipes,https://biodiversity.org.au/afd/taxa/6f65b83e-755e-4bf0-928a-b45da17e04a6,dr493,"[{'key': 'taxonID', 'value': '29185'}, {'key': 'kingdom', 'value': 'Animalia'}, {'key': 'class', 'value': 'Arachnida'}, {'key': 'family', 'value': 'Theraphosidae'}, {'key': 'scientificNameAuthorship', 'value': 'Pocock, 1895'}, {'key': 'sourceStatus', 'value': 'C'}, {'key': 'significant', 'value': 'N'}, {'key': 'status', 'value': 'Least concern'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",29185,Animalia,Arachnida,Theraphosidae,,"Pocock, 1895",C,N,Least concern,Queensland endemic,
4040929,Aponogeton,,Aponogeton,https://id.biodiversity.org.au/taxon/apni/51266805,dr493,"[{'key': 'taxonID', 'value': '17957'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Aponogetonaceae'}, {'key': 'significant', 'value': 'N'}, {'key': 'endemicity', 'value': 'Native to Queensland - endemicity not defined'}]",17957,Plantae,Equisetopsida,Aponogetonaceae,,,,N,,Native to Queensland - endemicity not defined,
4040958,Aponogeton bullosus,North Queensland Lace Plant,Aponogeton bullosus,https://id.biodiversity.org.au/node/apni/2890583,dr493,"[{'key': 'taxonID', 'value': '11218'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Aponogetonaceae'}, {'key': 'scientificNameAuthorship', 'value': 'H.Bruggen'}, {'key': 'sourceStatus', 'value': 'E'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'endemicity', 'value': 'Australian endemic'}, {'key': 'epbcStatus', 'value': 'Endangered'}]",11218,Plantae,Equisetopsida,Aponogetonaceae,,H.Bruggen,E,Y,Endangered,Australian endemic,Endangered
4041011,Aponogeton cuneatus,,Aponogeton cuneatus,https://id.biodiversity.org.au/node/apni/2911151,dr493,"[{'key': 'taxonID', 'value': '30917'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Aponogetonaceae'}, {'key': 'scientificNameAuthorship', 'value': 'S.W.L.Jacobs'}, {'key': 'sourceStatus', 'value': 'SL'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Special least concern'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",30917,Plantae,Equisetopsida,Aponogetonaceae,,S.W.L.Jacobs,SL,Y,Special least concern,Queensland endemic,
4040970,Aponogeton elongatus,Gabirr,Aponogeton elongatus,https://id.biodiversity.org.au/taxon/apni/51266799,dr493,"[{'key': 'taxonID', 'value': '12437'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Aponogetonaceae'}, {'key': 'scientificNameAuthorship', 'value': 'F.Muell. ex Benth.'}, {'key': 'sourceStatus', 'value': 'NT'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Near Threatened'}]",12437,Plantae,Equisetopsida,Aponogetonaceae,,F.Muell. ex Benth.,NT,Y,Near Threatened,,
4040419,Aponogeton elongatus subsp. elongatus,,Aponogeton elongatus subsp. elongatus,https://id.biodiversity.org.au/node/apni/2919039,dr493,"[{'key': 'taxonID', 'value': '21902'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Aponogetonaceae'}, {'key': 'scientificNameAuthorship', 'value': 'F.Muell. ex Benth.'}, {'key': 'sourceStatus', 'value': 'NT'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Near Threatened'}, {'key': 'endemicity', 'value': 'Australian endemic'}]",21902,Plantae,Equisetopsida,Aponogetonaceae,,F.Muell. ex Benth.,NT,Y,Near Threatened,Australian endemic,
4040360,Aponogeton elongatus subsp. fluitans,,Aponogeton elongatus subsp. fluitans,https://id.biodiversity.org.au/node/apni/2907097,dr493,"[{'key': 'taxonID', 'value': '21903'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Aponogetonaceae'}, {'key': 'scientificNameAuthorship', 'value': 'Hellq. & S.W.L.Jacobs'}, {'key': 'sourceStatus', 'value': 'V'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",21903,Plantae,Equisetopsida,Aponogetonaceae,,Hellq. & S.W.L.Jacobs,V,Y,Vulnerable,Queensland endemic,
4040530,Aponogeton lancesmithii,,Aponogeton lancesmithii,https://id.biodiversity.org.au/node/apni/2892842,dr493,"[{'key': 'taxonID', 'value': '21901'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Aponogetonaceae'}, {'key': 'scientificNameAuthorship', 'value': 'Hellq. & S.W.L.Jacobs'}, {'key': 'sourceStatus', 'value': 'E'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",21901,Plantae,Equisetopsida,Aponogetonaceae,,Hellq. & S.W.L.Jacobs,E,Y,Endangered,Queensland endemic,
4040698,Aponogeton prolifer,An Aquatic Herb,Aponogeton prolifer,https://id.biodiversity.org.au/node/apni/2906136,dr493,"[{'key': 'taxonID', 'value': '21900'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Aponogetonaceae'}, {'key': 'scientificNameAuthorship', 'value': 'Hellq. & S.W.L.Jacobs'}, {'key': 'sourceStatus', 'value': 'E'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'endemicity', 'value': 'Queensland endemic'}, {'key': 'epbcStatus', 'value': 'Endangered'}]",21900,Plantae,Equisetopsida,Aponogetonaceae,,Hellq. & S.W.L.Jacobs,E,Y,Endangered,Queensland endemic,Endangered
4040488,Aponogeton queenslandicus,,Aponogeton queenslandicus,https://id.biodiversity.org.au/node/apni/2901053,dr493,"[{'key': 'taxonID', 'value': '11267'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Aponogetonaceae'}, {'key': 'scientificNameAuthorship', 'value': 'H.Bruggen'}, {'key': 'sourceStatus', 'value': 'SL'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Special least concern'}, {'key': 'endemicity', 'value': 'Australian endemic'}]",11267,Plantae,Equisetopsida,Aponogetonaceae,,H.Bruggen,SL,Y,Special least concern,Australian endemic,
4040502,Aponogeton vanbruggenii,,Aponogeton vanbruggenii,https://id.biodiversity.org.au/taxon/apni/51266809,dr493,"[{'key': 'taxonID', 'value': '21847'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Aponogetonaceae'}, {'key': 'scientificNameAuthorship', 'value': 'Hellq. & S.W.L.Jacobs'}, {'key': 'sourceStatus', 'value': 'SL'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Special least concern'}, {'key': 'endemicity', 'value': 'Australian endemic'}]",21847,Plantae,Equisetopsida,Aponogetonaceae,,Hellq. & S.W.L.Jacobs,SL,Y,Special least concern,Australian endemic,
4041024,Archontophoenix myolensis,Myola Archontophoenix,Archontophoenix myolensis,https://id.biodiversity.org.au/node/apni/2893756,dr493,"[{'key': 'taxonID', 'value': '6523'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Arecaceae'}, {'key': 'scientificNameAuthorship', 'value': 'Dowe'}, {'key': 'sourceStatus', 'value': 'E'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'endemicity', 'value': 'Queensland endemic'}, {'key': 'epbcStatus', 'value': 'Endangered'}]",6523,Plantae,Equisetopsida,Arecaceae,,Dowe,E,Y,Endangered,Queensland endemic,Endangered
4040300,Arenga australasica,Native Sugar Palm,Arenga australasica,https://id.biodiversity.org.au/node/apni/2893257,dr493,"[{'key': 'taxonID', 'value': '12864'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Arecaceae'}, {'key': 'scientificNameAuthorship', 'value': '(H.Wendl. & Drude) S.T.Blake ex H.E. Moore'}, {'key': 'sourceStatus', 'value': 'V'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'endemicity', 'value': 'Australian endemic'}]",12864,Plantae,Equisetopsida,Arecaceae,,(H.Wendl. & Drude) S.T.Blake ex H.E. Moore,V,Y,Vulnerable,Australian endemic,
4040364,Calamus aruensis,Bamaga Wait-a-while,Calamus aruensis,https://id.biodiversity.org.au/node/apni/2908307,dr493,"[{'key': 'taxonID', 'value': '8610'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Arecaceae'}, {'key': 'scientificNameAuthorship', 'value': 'Becc.'}, {'key': 'sourceStatus', 'value': 'V'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'endemicity', 'value': 'Naturally occurs in Queensland and overseas'}]",8610,Plantae,Equisetopsida,Arecaceae,,Becc.,V,Y,Vulnerable,Naturally occurs in Queensland and overseas,
4040431,Calamus warburgii,Iron Range Wait-a-while,Calamus warburgii,https://id.biodiversity.org.au/node/apni/2888238,dr493,"[{'key': 'taxonID', 'value': '12823'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Arecaceae'}, {'key': 'scientificNameAuthorship', 'value': 'K.Schum.'}, {'key': 'sourceStatus', 'value': 'V'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'endemicity', 'value': 'Naturally occurs in Queensland and overseas'}]",12823,Plantae,Equisetopsida,Arecaceae,,K.Schum.,V,Y,Vulnerable,Naturally occurs in Queensland and overseas,
4040429,Hydriastele costata,Gulubia Palm,Hydriastele costata,https://id.biodiversity.org.au/node/apni/2887019,dr493,"[{'key': 'taxonID', 'value': '29580'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Arecaceae'}, {'key': 'scientificNameAuthorship', 'value': 'F.M.Bailey'}, {'key': 'sourceStatus', 'value': 'V'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'endemicity', 'value': 'Naturally occurs in Queensland and overseas'}, {'key': 'epbcStatus', 'value': 'Vulnerable'}]",29580,Plantae,Equisetopsida,Arecaceae,,F.M.Bailey,V,Y,Vulnerable,Naturally occurs in Queensland and overseas,Vulnerable
4040588,Linospadix palmerianus,Walking-stick Palm,Linospadix palmerianus,https://id.biodiversity.org.au/node/apni/6931109,dr493,"[{'key': 'taxonID', 'value': '12768'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Arecaceae'}, {'key': 'scientificNameAuthorship', 'value': '(F.M.Bailey) Burret'}, {'key': 'sourceStatus', 'value': 'NT'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Near Threatened'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",12768,Plantae,Equisetopsida,Arecaceae,,(F.M.Bailey) Burret,NT,Y,Near Threatened,Queensland endemic,
4040998,Livistona concinna,Cooktown Fan Palm,Livistona concinna,https://id.biodiversity.org.au/node/apni/2891205,dr493,"[{'key': 'taxonID', 'value': '26863'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Arecaceae'}, {'key': 'scientificNameAuthorship', 'value': 'Dowe & Barfod'}, {'key': 'sourceStatus', 'value': 'NT'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Near Threatened'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",26863,Plantae,Equisetopsida,Arecaceae,,Dowe & Barfod,NT,Y,Near Threatened,Queensland endemic,
4040404,Livistona drudei,Halifax Fan Palm,Livistona drudei,https://id.biodiversity.org.au/node/apni/2900687,dr493,"[{'key': 'taxonID', 'value': '12780'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Arecaceae'}, {'key': 'vernacular name', 'value': 'Halifax fan palm'}, {'key': 'scientificNameAuthorship', 'value': 'F.Muell.'}, {'key': 'sourceStatus', 'value': 'V'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",12780,Plantae,Equisetopsida,Arecaceae,Halifax fan palm,F.Muell.,V,Y,Vulnerable,Queensland endemic,
4040473,Livistona fulva,Blackdown Fan Palm,Livistona fulva,https://id.biodiversity.org.au/taxon/apni/51266892,dr493,"[{'key': 'taxonID', 'value': '3321'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Arecaceae'}, {'key': 'scientificNameAuthorship', 'value': 'Rodd'}, {'key': 'sourceStatus', 'value': 'V'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",3321,Plantae,Equisetopsida,Arecaceae,,Rodd,V,Y,Vulnerable,Queensland endemic,
4041122,Livistona lanuginosa,Waxy Cabbage Palm,Livistona lanuginosa,https://id.biodiversity.org.au/node/apni/2889724,dr493,"[{'key': 'taxonID', 'value': '2224'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Arecaceae'}, {'key': 'scientificNameAuthorship', 'value': 'Rodd'}, {'key': 'sourceStatus', 'value': 'V'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'endemicity', 'value': 'Queensland endemic'}, {'key': 'epbcStatus', 'value': 'Vulnerable'}]",2224,Plantae,Equisetopsida,Arecaceae,,Rodd,V,Y,Vulnerable,Queensland endemic,Vulnerable
4040330,Livistona nitida,Carnavon Gorge Cabbage Palm,Livistona nitida,https://id.biodiversity.org.au/taxon/apni/51266901,dr493,"[{'key': 'taxonID', 'value': '3322'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Arecaceae'}, {'key': 'scientificNameAuthorship', 'value': 'Rodd'}, {'key': 'sourceStatus', 'value': 'NT'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Near Threatened'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",3322,Plantae,Equisetopsida,Arecaceae,,Rodd,NT,Y,Near Threatened,Queensland endemic,
4040879,Wodyetia bifurcata,Foxtail Palm,Wodyetia bifurcata,https://id.biodiversity.org.au/node/apni/2910952,dr493,"[{'key': 'taxonID', 'value': '8539'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Arecaceae'}, {'key': 'vernacular name', 'value': 'foxtail palm'}, {'key': 'scientificNameAuthorship', 'value': 'A.K.Irvine'}, {'key': 'sourceStatus', 'value': 'V'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",8539,Plantae,Equisetopsida,Arecaceae,foxtail palm,A.K.Irvine,V,Y,Vulnerable,Queensland endemic,
4040422,Acianthus,Mosquito Orchids,Acianthus,https://id.biodiversity.org.au/taxon/apni/51395378,dr493,"[{'key': 'taxonID', 'value': '9655'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'sourceStatus', 'value': 'C'}, {'key': 'status', 'value': 'Least concern'}]",9655,Plantae,Equisetopsida,Orchidaceae,,,C,,Least concern,,
4040782,Acianthus borealis,,Acianthus borealis,https://id.biodiversity.org.au/taxon/apni/51395389,dr493,"[{'key': 'taxonID', 'value': '7974'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'scientificNameAuthorship', 'value': 'D.L.Jones'}, {'key': 'sourceStatus', 'value': 'SL'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Special least concern'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",7974,Plantae,Equisetopsida,Orchidaceae,,D.L.Jones,SL,Y,Special least concern,Queensland endemic,
4040368,Acianthus caudatus,Mayfly Orchid,Acianthus caudatus,https://id.biodiversity.org.au/taxon/apni/51395391,dr493,"[{'key': 'taxonID', 'value': '13477'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'vernacular name', 'value': 'mayfly orchid'}, {'key': 'scientificNameAuthorship', 'value': 'R.Br.'}, {'key': 'sourceStatus', 'value': 'SL'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Special least concern'}, {'key': 'endemicity', 'value': 'Australian endemic'}]",13477,Plantae,Equisetopsida,Orchidaceae,mayfly orchid,R.Br.,SL,Y,Special least concern,Australian endemic,
4040407,Acianthus exsertus,Gnat Orchid,Acianthus exsertus,https://id.biodiversity.org.au/taxon/apni/51395397,dr493,"[{'key': 'taxonID', 'value': '14086'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'scientificNameAuthorship', 'value': 'R.Br.'}, {'key': 'sourceStatus', 'value': 'SL'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Special least concern'}, {'key': 'endemicity', 'value': 'Australian endemic'}]",14086,Plantae,Equisetopsida,Orchidaceae,,R.Br.,SL,Y,Special least concern,Australian endemic,
4041153,Acianthus fornicatus,Pixie Caps,Acianthus fornicatus,https://id.biodiversity.org.au/taxon/apni/51395399,dr493,"[{'key': 'taxonID', 'value': '14087'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'vernacular name', 'value': 'pixie caps'}, {'key': 'scientificNameAuthorship', 'value': 'R.Br.'}, {'key': 'sourceStatus', 'value': 'SL'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Special least concern'}, {'key': 'endemicity', 'value': 'Australian endemic'}]",14087,Plantae,Equisetopsida,Orchidaceae,pixie caps,R.Br.,SL,Y,Special least concern,Australian endemic,
4041023,Acianthus ledwardii,,Acianthus ledwardii,https://id.biodiversity.org.au/taxon/apni/51395401,dr493,"[{'key': 'taxonID', 'value': '8545'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'scientificNameAuthorship', 'value': 'Rupp'}, {'key': 'sourceStatus', 'value': 'SL'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Special least concern'}, {'key': 'endemicity', 'value': 'Queensland endemic'}, {'key': 'epbcStatus', 'value': 'Extinct'}]",8545,Plantae,Equisetopsida,Orchidaceae,,Rupp,SL,Y,Special least concern,Queensland endemic,Extinct
4040332,Acianthus pusillus,Gnat Orchid,Acianthus pusillus,https://id.biodiversity.org.au/taxon/apni/51395403,dr493,"[{'key': 'taxonID', 'value': '7931'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'scientificNameAuthorship', 'value': 'D.L.Jones'}, {'key': 'sourceStatus', 'value': 'SL'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Special least concern'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",7931,Plantae,Equisetopsida,Orchidaceae,,D.L.Jones,SL,Y,Special least concern,Queensland endemic,
4040990,Acianthus saxatilis,,Acianthus saxatilis,https://id.biodiversity.org.au/taxon/apni/51395405,dr493,"[{'key': 'taxonID', 'value': '35341'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'scientificNameAuthorship', 'value': 'D.L.Jones & M.A.Clem.'}, {'key': 'sourceStatus', 'value': 'E'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",35341,Plantae,Equisetopsida,Orchidaceae,,D.L.Jones & M.A.Clem.,E,Y,Endangered,Queensland endemic,
4041060,Acriopsis,,Acriopsis,https://id.biodiversity.org.au/taxon/apni/51395421,dr493,"[{'key': 'taxonID', 'value': '20094'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'sourceStatus', 'value': 'C'}, {'key': 'significant', 'value': 'N'}, {'key': 'status', 'value': 'Least concern'}, {'key': 'endemicity', 'value': 'Native to Queensland - endemicity not defined'}]",20094,Plantae,Equisetopsida,Orchidaceae,,,C,N,Least concern,Native to Queensland - endemicity not defined,
4040666,Acriopsis emarginata,Pale Chandelier Orchid,Acriopsis emarginata,https://id.biodiversity.org.au/taxon/apni/51395430,dr493,"[{'key': 'taxonID', 'value': '31909'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'vernacular name', 'value': 'pale chandelier orchid'}, {'key': 'scientificNameAuthorship', 'value': 'D.L.Jones & M.A.Clem.'}, {'key': 'sourceStatus', 'value': 'V'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'endemicity', 'value': 'Naturally occurs in Queensland and overseas'}, {'key': 'epbcStatus', 'value': 'Vulnerable'}]",31909,Plantae,Equisetopsida,Orchidaceae,pale chandelier orchid,D.L.Jones & M.A.Clem.,V,Y,Vulnerable,Naturally occurs in Queensland and overseas,Vulnerable
4040440,Anoectochilus,Jewel Orchid,Anoectochilus,https://id.biodiversity.org.au/taxon/apni/51395445,dr493,"[{'key': 'taxonID', 'value': '20170'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'sourceStatus', 'value': 'C'}, {'key': 'significant', 'value': 'N'}, {'key': 'status', 'value': 'Least concern'}]",20170,Plantae,Equisetopsida,Orchidaceae,,,C,N,Least concern,,
4040591,Anoectochilus yatesiae,Jewel Orchid,Anoectochilus yatesiae,https://id.biodiversity.org.au/taxon/apni/51395447,dr493,"[{'key': 'taxonID', 'value': '12862'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'vernacular name', 'value': 'jewel orchid'}, {'key': 'scientificNameAuthorship', 'value': 'F.M.Bailey'}, {'key': 'sourceStatus', 'value': 'NT'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Near Threatened'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",12862,Plantae,Equisetopsida,Orchidaceae,jewel orchid,F.M.Bailey,NT,Y,Near Threatened,Queensland endemic,
4040270,Aphyllorchis,,Aphyllorchis,https://id.biodiversity.org.au/taxon/apni/51395452,dr493,"[{'key': 'taxonID', 'value': '20190'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Orchidaceae'}, {'key': 'significant', 'value': 'N'}]",20190,Plantae,Equisetopsida,Orchidaceae,,,,N,,,
