id,name,commonName,scientificName,lsid,dataResourceUid,kvpValues,taxonID,kingdom,class,family,vernacular name,scientificNameAuthorship,sourceStatus,significant,status,endemicity,epbcStatus
4040750,Macrozamia crassifolia,,Macrozamia crassifolia,https://id.biodiversity.org.au/node/apni/2886099,dr493,"[{'key': 'taxonID', 'value': '6479'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Zamiaceae'}, {'key': 'scientificNameAuthorship', 'value': 'P.I.Forst. & D.L.Jones'}, {'key': 'sourceStatus', 'value': 'V'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",6479,Plantae,Equisetopsida,Zamiaceae,,P.I.Forst. & D.L.Jones,V,Y,Vulnerable,Queensland endemic,
4040871,Macrozamia douglasii,,Macrozamia douglasii,https://id.biodiversity.org.au/node/apni/2912247,dr493,"[{'key': 'taxonID', 'value': '8435'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Zamiaceae'}, {'key': 'scientificNameAuthorship', 'value': 'W.Hill ex F.M.Bailey'}, {'key': 'sourceStatus', 'value': 'SL'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Special least concern'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",8435,Plantae,Equisetopsida,Zamiaceae,,W.Hill ex F.M.Bailey,SL,Y,Special least concern,Queensland endemic,
4041088,Macrozamia fearnsidei,,Macrozamia fearnsidei,https://id.biodiversity.org.au/node/apni/2886756,dr493,"[{'key': 'taxonID', 'value': '8851'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Zamiaceae'}, {'key': 'scientificNameAuthorship', 'value': 'D.L.Jones'}, {'key': 'sourceStatus', 'value': 'SL'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Special least concern'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",8851,Plantae,Equisetopsida,Zamiaceae,,D.L.Jones,SL,Y,Special least concern,Queensland endemic,
4040986,Macrozamia fearnsidei x Macrozamia moorei,,Macrozamia fearnsidei x Macrozamia moorei,ALA_DR493_851,dr493,"[{'key': 'taxonID', 'value': '5850'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Zamiaceae'}, {'key': 'sourceStatus', 'value': 'C'}, {'key': 'significant', 'value': 'N'}, {'key': 'status', 'value': 'Least concern'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",5850,Plantae,Equisetopsida,Zamiaceae,,,C,N,Least concern,Queensland endemic,
4040551,Macrozamia lomandroides,Cycad,Macrozamia lomandroides,https://id.biodiversity.org.au/node/apni/2889844,dr493,"[{'key': 'taxonID', 'value': '8511'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Zamiaceae'}, {'key': 'scientificNameAuthorship', 'value': 'D.L.Jones'}, {'key': 'sourceStatus', 'value': 'E'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'endemicity', 'value': 'Queensland endemic'}, {'key': 'epbcStatus', 'value': 'Endangered'}]",8511,Plantae,Equisetopsida,Zamiaceae,,D.L.Jones,E,Y,Endangered,Queensland endemic,Endangered
4040952,Macrozamia lomandroides - Macrozamia pauli-guilielmi,,Macrozamia lomandroides - Macrozamia pauli-guilielmi,ALA_DR493_853,dr493,"[{'key': 'taxonID', 'value': '29176'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Zamiaceae'}, {'key': 'sourceStatus', 'value': 'C'}, {'key': 'significant', 'value': 'N'}, {'key': 'status', 'value': 'Least concern'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",29176,Plantae,Equisetopsida,Zamiaceae,,,C,N,Least concern,Queensland endemic,
4040746,Macrozamia lomandroides x M.pauli-guilielmi,,Macrozamia lomandroides x M.pauli-guilielmi,ALA_DR493_854,dr493,"[{'key': 'taxonID', 'value': '5876'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Zamiaceae'}, {'key': 'scientificNameAuthorship', 'value': 'D.L.Jones'}, {'key': 'sourceStatus', 'value': 'C'}, {'key': 'significant', 'value': 'N'}, {'key': 'status', 'value': 'Least concern'}, {'key': 'endemicity', 'value': 'Native to Queensland - endemicity not defined'}]",5876,Plantae,Equisetopsida,Zamiaceae,,D.L.Jones,C,N,Least concern,Native to Queensland - endemicity not defined,
4041084,Macrozamia longispina,,Macrozamia longispina,https://id.biodiversity.org.au/node/apni/2891775,dr493,"[{'key': 'taxonID', 'value': '21873'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Zamiaceae'}, {'key': 'scientificNameAuthorship', 'value': 'P.I.Forst. & D.L.Jones'}, {'key': 'sourceStatus', 'value': 'NT'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Near Threatened'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",21873,Plantae,Equisetopsida,Zamiaceae,,P.I.Forst. & D.L.Jones,NT,Y,Near Threatened,Queensland endemic,
4041133,Macrozamia longispina - Macrozamia macleayi,,Macrozamia longispina - Macrozamia macleayi,ALA_DR493_856,dr493,"[{'key': 'taxonID', 'value': '33772'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Zamiaceae'}, {'key': 'sourceStatus', 'value': 'C'}, {'key': 'significant', 'value': 'N'}, {'key': 'status', 'value': 'Least concern'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",33772,Plantae,Equisetopsida,Zamiaceae,,,C,N,Least concern,Queensland endemic,
4040889,Macrozamia lucida,Pineapple Zamia,Macrozamia lucida,https://id.biodiversity.org.au/node/apni/2899258,dr493,"[{'key': 'taxonID', 'value': '14429'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Zamiaceae'}, {'key': 'vernacular name', 'value': 'pineapple zamia'}, {'key': 'scientificNameAuthorship', 'value': 'L.A.S.Johnson'}, {'key': 'sourceStatus', 'value': 'SL'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Special least concern'}, {'key': 'endemicity', 'value': 'Australian endemic'}]",14429,Plantae,Equisetopsida,Zamiaceae,pineapple zamia,L.A.S.Johnson,SL,Y,Special least concern,Australian endemic,
4040513,Macrozamia lucida x Macrozamia macleayi,,Macrozamia lucida x Macrozamia macleayi,ALA_DR493_858,dr493,"[{'key': 'taxonID', 'value': '32994'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Zamiaceae'}, {'key': 'sourceStatus', 'value': 'C'}, {'key': 'significant', 'value': 'N'}, {'key': 'status', 'value': 'Least concern'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",32994,Plantae,Equisetopsida,Zamiaceae,,,C,N,Least concern,Queensland endemic,
4040963,Macrozamia machinii,,Macrozamia machinii,https://id.biodiversity.org.au/node/apni/2914591,dr493,"[{'key': 'taxonID', 'value': '6480'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Zamiaceae'}, {'key': 'scientificNameAuthorship', 'value': 'P.I.Forst. & D.L.Jones'}, {'key': 'sourceStatus', 'value': 'V'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'endemicity', 'value': 'Queensland endemic'}, {'key': 'epbcStatus', 'value': 'Vulnerable'}]",6480,Plantae,Equisetopsida,Zamiaceae,,P.I.Forst. & D.L.Jones,V,Y,Vulnerable,Queensland endemic,Vulnerable
4041155,Macrozamia macleayi,,Macrozamia macleayi,https://id.biodiversity.org.au/node/apni/2917359,dr493,"[{'key': 'taxonID', 'value': '22414'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Zamiaceae'}, {'key': 'scientificNameAuthorship', 'value': 'Miq.'}, {'key': 'sourceStatus', 'value': 'SL'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Special least concern'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",22414,Plantae,Equisetopsida,Zamiaceae,,Miq.,SL,Y,Special least concern,Queensland endemic,
4040282,Macrozamia macleayi - Macrozamia mountperriensis,,Macrozamia macleayi - Macrozamia mountperriensis,ALA_DR493_861,dr493,"[{'key': 'taxonID', 'value': '34393'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Zamiaceae'}, {'key': 'sourceStatus', 'value': 'C'}, {'key': 'significant', 'value': 'N'}, {'key': 'status', 'value': 'Least concern'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",34393,Plantae,Equisetopsida,Zamiaceae,,,C,N,Least concern,Queensland endemic,
4040355,Macrozamia miquelii,Zamia Palm,Macrozamia miquelii,https://id.biodiversity.org.au/taxon/apni/51294692,dr493,"[{'key': 'taxonID', 'value': '16707'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Zamiaceae'}, {'key': 'scientificNameAuthorship', 'value': '(F.Muell.) A.DC.'}, {'key': 'sourceStatus', 'value': 'SL'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Special least concern'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",16707,Plantae,Equisetopsida,Zamiaceae,,(F.Muell.) A.DC.,SL,Y,Special least concern,Queensland endemic,
4040943,Macrozamia moorei,Zamia Palm,Macrozamia moorei,https://id.biodiversity.org.au/node/apni/2907789,dr493,"[{'key': 'taxonID', 'value': '12010'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Zamiaceae'}, {'key': 'scientificNameAuthorship', 'value': 'F.Muell.'}, {'key': 'sourceStatus', 'value': 'SL'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Special least concern'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",12010,Plantae,Equisetopsida,Zamiaceae,,F.Muell.,SL,Y,Special least concern,Queensland endemic,
4040259,Macrozamia mountperriensis,,Macrozamia mountperriensis,https://id.biodiversity.org.au/node/apni/2920366,dr493,"[{'key': 'taxonID', 'value': '8972'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Zamiaceae'}, {'key': 'scientificNameAuthorship', 'value': 'F.M.Bailey'}, {'key': 'sourceStatus', 'value': 'SL'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Special least concern'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",8972,Plantae,Equisetopsida,Zamiaceae,,F.M.Bailey,SL,Y,Special least concern,Queensland endemic,
4040944,Macrozamia occidua,,Macrozamia occidua,https://id.biodiversity.org.au/node/apni/2901278,dr493,"[{'key': 'taxonID', 'value': '6483'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Zamiaceae'}, {'key': 'scientificNameAuthorship', 'value': 'D.L.Jones & P.I.Forst.'}, {'key': 'sourceStatus', 'value': 'V'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'endemicity', 'value': 'Queensland endemic'}, {'key': 'epbcStatus', 'value': 'Vulnerable'}]",6483,Plantae,Equisetopsida,Zamiaceae,,D.L.Jones & P.I.Forst.,V,Y,Vulnerable,Queensland endemic,Vulnerable
4040581,Macrozamia parcifolia,,Macrozamia parcifolia,https://id.biodiversity.org.au/node/apni/2895445,dr493,"[{'key': 'taxonID', 'value': '6481'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Zamiaceae'}, {'key': 'scientificNameAuthorship', 'value': 'P.I.Forst. & D.L.Jones'}, {'key': 'sourceStatus', 'value': 'V'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'endemicity', 'value': 'Queensland endemic'}, {'key': 'epbcStatus', 'value': 'Vulnerable'}]",6481,Plantae,Equisetopsida,Zamiaceae,,P.I.Forst. & D.L.Jones,V,Y,Vulnerable,Queensland endemic,Vulnerable
4040328,Macrozamia pauli-guilielmi,Pineapple Zamia,Macrozamia pauli-guilielmi,https://id.biodiversity.org.au/node/apni/2918773,dr493,"[{'key': 'taxonID', 'value': '16708'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Zamiaceae'}, {'key': 'scientificNameAuthorship', 'value': 'W.Hill & F.Muell.'}, {'key': 'sourceStatus', 'value': 'E'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'endemicity', 'value': 'Queensland endemic'}, {'key': 'epbcStatus', 'value': 'Endangered'}]",16708,Plantae,Equisetopsida,Zamiaceae,,W.Hill & F.Muell.,E,Y,Endangered,Queensland endemic,Endangered
4041166,Macrozamia platyrhachis,Cycad,Macrozamia platyrhachis,https://id.biodiversity.org.au/node/apni/2895463,dr493,"[{'key': 'taxonID', 'value': '16709'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Zamiaceae'}, {'key': 'scientificNameAuthorship', 'value': 'F.M.Bailey'}, {'key': 'sourceStatus', 'value': 'E'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'endemicity', 'value': 'Queensland endemic'}, {'key': 'epbcStatus', 'value': 'Endangered'}]",16709,Plantae,Equisetopsida,Zamiaceae,,F.M.Bailey,E,Y,Endangered,Queensland endemic,Endangered
4040989,Macrozamia serpentina,,Macrozamia serpentina,https://id.biodiversity.org.au/node/apni/2899345,dr493,"[{'key': 'taxonID', 'value': '27445'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Zamiaceae'}, {'key': 'scientificNameAuthorship', 'value': 'D.L.Jones & P.I.Forst.'}, {'key': 'sourceStatus', 'value': 'E'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",27445,Plantae,Equisetopsida,Zamiaceae,,D.L.Jones & P.I.Forst.,E,Y,Endangered,Queensland endemic,
4040652,Macrozamia viridis,,Macrozamia viridis,https://id.biodiversity.org.au/node/apni/2917053,dr493,"[{'key': 'taxonID', 'value': '6482'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Zamiaceae'}, {'key': 'scientificNameAuthorship', 'value': 'D.L.Jones & P.I.Forst.'}, {'key': 'sourceStatus', 'value': 'E'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Endangered'}, {'key': 'endemicity', 'value': 'Australian endemic'}]",6482,Plantae,Equisetopsida,Zamiaceae,,D.L.Jones & P.I.Forst.,E,Y,Endangered,Australian endemic,
4040472,Austrocallerya pilipes,Northern Wisteria,Austrocallerya pilipes,ALA_DR652_1002,dr493,"[{'key': 'taxonID', 'value': '41292'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Leguminosae'}, {'key': 'scientificNameAuthorship', 'value': '(F.M.Bailey) J.Compton & Schrire'}, {'key': 'sourceStatus', 'value': 'NT'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Near Threatened'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",41292,Plantae,Equisetopsida,Leguminosae,,(F.M.Bailey) J.Compton & Schrire,NT,Y,Near Threatened,Queensland endemic,
4040426,Hydnophytum,,Hydnophytum,https://id.biodiversity.org.au/node/apni/2917100,dr493,"[{'key': 'taxonID', 'value': '20873'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Rubiaceae'}, {'key': 'significant', 'value': 'N'}]",20873,Plantae,Equisetopsida,Rubiaceae,,,,N,,,
4041052,Hydnophytum ferrugineum,,Hydnophytum ferrugineum,https://id.biodiversity.org.au/node/apni/2898233,dr493,"[{'key': 'taxonID', 'value': '27448'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Rubiaceae'}, {'key': 'scientificNameAuthorship', 'value': 'P.I.Forst.'}, {'key': 'sourceStatus', 'value': 'V'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",27448,Plantae,Equisetopsida,Rubiaceae,,P.I.Forst.,V,Y,Vulnerable,Queensland endemic,
4040375,Hydnophytum moseleyanum,Smooth Ant Plant,Hydnophytum moseleyanum,https://id.biodiversity.org.au/node/apni/2887261,dr493,"[{'key': 'taxonID', 'value': '18900'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Rubiaceae'}, {'key': 'scientificNameAuthorship', 'value': 'Becc.'}, {'key': 'sourceStatus', 'value': 'SL'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Special least concern'}, {'key': 'endemicity', 'value': 'Naturally occurs in Queensland and overseas'}]",18900,Plantae,Equisetopsida,Rubiaceae,,Becc.,SL,Y,Special least concern,Naturally occurs in Queensland and overseas,
4040607,Hydnophytum moseleyanum var. moseleyanum,,Hydnophytum moseleyanum var. moseleyanum,https://id.biodiversity.org.au/node/apni/2896519,dr493,"[{'key': 'taxonID', 'value': '7991'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Rubiaceae'}, {'key': 'scientificNameAuthorship', 'value': 'Becc.'}, {'key': 'sourceStatus', 'value': 'C'}, {'key': 'significant', 'value': 'N'}, {'key': 'status', 'value': 'Least concern'}]",7991,Plantae,Equisetopsida,Rubiaceae,,Becc.,C,N,Least concern,,
4040774,Myrmecodia,,Myrmecodia,https://id.biodiversity.org.au/node/apni/2895090,dr493,"[{'key': 'taxonID', 'value': '21120'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Rubiaceae'}, {'key': 'significant', 'value': 'N'}]",21120,Plantae,Equisetopsida,Rubiaceae,,,,N,,,
4040278,Myrmecodia beccarii,Ant-house,Myrmecodia beccarii,https://id.biodiversity.org.au/node/apni/2902693,dr493,"[{'key': 'taxonID', 'value': '12228'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Rubiaceae'}, {'key': 'scientificNameAuthorship', 'value': 'Hook.f.'}, {'key': 'sourceStatus', 'value': 'V'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'endemicity', 'value': 'Queensland endemic'}, {'key': 'epbcStatus', 'value': 'Vulnerable'}]",12228,Plantae,Equisetopsida,Rubiaceae,,Hook.f.,V,Y,Vulnerable,Queensland endemic,Vulnerable
4040386,Myrmecodia platytyrea,,Myrmecodia platytyrea,https://id.biodiversity.org.au/node/apni/2887782,dr493,"[{'key': 'taxonID', 'value': '19935'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Rubiaceae'}, {'key': 'scientificNameAuthorship', 'value': 'Becc.'}, {'key': 'sourceStatus', 'value': 'C'}, {'key': 'significant', 'value': 'N'}, {'key': 'status', 'value': 'Least concern'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",19935,Plantae,Equisetopsida,Rubiaceae,,Becc.,C,N,Least concern,Queensland endemic,
4041026,Myrmecodia platytyrea subsp. antoinii,Ridged Ant Plant,Myrmecodia platytyrea subsp. antoinii,https://id.biodiversity.org.au/node/apni/2889509,dr493,"[{'key': 'taxonID', 'value': '16610'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Rubiaceae'}, {'key': 'scientificNameAuthorship', 'value': '(Becc.) C.R.Huxley & Jebb'}, {'key': 'sourceStatus', 'value': 'SL'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Special least concern'}, {'key': 'endemicity', 'value': 'Naturally occurs in Queensland and overseas'}]",16610,Plantae,Equisetopsida,Rubiaceae,,(Becc.) C.R.Huxley & Jebb,SL,Y,Special least concern,Naturally occurs in Queensland and overseas,
4040381,Myrmecodia tuberosa,,Myrmecodia tuberosa,https://id.biodiversity.org.au/node/apni/2903039,dr493,"[{'key': 'taxonID', 'value': '8188'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Rubiaceae'}, {'key': 'scientificNameAuthorship', 'value': 'Jack'}, {'key': 'sourceStatus', 'value': 'SL'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Special least concern'}, {'key': 'endemicity', 'value': 'Naturally occurs in Queensland and overseas'}]",8188,Plantae,Equisetopsida,Rubiaceae,,Jack,SL,Y,Special least concern,Naturally occurs in Queensland and overseas,
4041010,Dipteris conjugata,,Dipteris conjugata,https://id.biodiversity.org.au/node/apni/2893747,dr493,"[{'key': 'taxonID', 'value': '12034'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Dipteridaceae'}, {'key': 'scientificNameAuthorship', 'value': 'Reinw.'}, {'key': 'sourceStatus', 'value': 'NT'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Near Threatened'}, {'key': 'endemicity', 'value': 'Naturally occurs in Queensland and overseas'}]",12034,Plantae,Equisetopsida,Dipteridaceae,,Reinw.,NT,Y,Near Threatened,Naturally occurs in Queensland and overseas,
4040285,Sticherus milnei,,Sticherus milnei,https://id.biodiversity.org.au/node/apni/2904586,dr493,"[{'key': 'taxonID', 'value': '12024'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Gleicheniaceae'}, {'key': 'scientificNameAuthorship', 'value': '(Baker) Ching'}, {'key': 'sourceStatus', 'value': 'V'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'endemicity', 'value': 'Naturally occurs in Queensland and overseas'}]",12024,Plantae,Equisetopsida,Gleicheniaceae,,(Baker) Ching,V,Y,Vulnerable,Naturally occurs in Queensland and overseas,
4040950,Crepidomanes aphlebioides,,Crepidomanes aphlebioides,https://id.biodiversity.org.au/node/apni/7404140,dr493,"[{'key': 'taxonID', 'value': '21854'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Hymenophyllaceae'}, {'key': 'scientificNameAuthorship', 'value': '(Christ) I.M.Turner'}, {'key': 'sourceStatus', 'value': 'CR'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'endemicity', 'value': 'Naturally occurs in Queensland and overseas'}]",21854,Plantae,Equisetopsida,Hymenophyllaceae,,(Christ) I.M.Turner,CR,Y,Critically Endangered,Naturally occurs in Queensland and overseas,
4040643,Crepidomanes majoriae,,Crepidomanes majoriae,https://id.biodiversity.org.au/node/apni/2915758,dr493,"[{'key': 'taxonID', 'value': '14093'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Hymenophyllaceae'}, {'key': 'scientificNameAuthorship', 'value': '(Watts) N.A.Wakef.'}, {'key': 'sourceStatus', 'value': 'V'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'endemicity', 'value': 'Queensland endemic'}]",14093,Plantae,Equisetopsida,Hymenophyllaceae,,(Watts) N.A.Wakef.,V,Y,Vulnerable,Queensland endemic,
4041003,Didymoglossum exiguum,,Didymoglossum exiguum,https://id.biodiversity.org.au/node/apni/7406651,dr493,"[{'key': 'taxonID', 'value': '8513'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Hymenophyllaceae'}, {'key': 'scientificNameAuthorship', 'value': '(Bedd.) Copel.'}, {'key': 'sourceStatus', 'value': 'PE'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Extinct in the wild'}, {'key': 'endemicity', 'value': 'Queensland endemic'}, {'key': 'epbcStatus', 'value': 'Extinct'}]",8513,Plantae,Equisetopsida,Hymenophyllaceae,,(Bedd.) Copel.,PE,Y,Extinct in the wild,Queensland endemic,Extinct
4040993,Didymoglossum mindorense,,Didymoglossum mindorense,https://id.biodiversity.org.au/node/apni/7407357,dr493,"[{'key': 'taxonID', 'value': '33356'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Hymenophyllaceae'}, {'key': 'scientificNameAuthorship', 'value': '(Christ) Ebihara & K.Iwats.'}, {'key': 'sourceStatus', 'value': 'NT'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Near Threatened'}, {'key': 'endemicity', 'value': 'Naturally occurs in Queensland and overseas'}]",33356,Plantae,Equisetopsida,Hymenophyllaceae,,(Christ) Ebihara & K.Iwats.,NT,Y,Near Threatened,Naturally occurs in Queensland and overseas,
4041143,Hymenophyllum digitatum,,Hymenophyllum digitatum,https://id.biodiversity.org.au/node/apni/2920480,dr493,"[{'key': 'taxonID', 'value': '29896'}, {'key': 'kingdom', 'value': 'Plantae'}, {'key': 'class', 'value': 'Equisetopsida'}, {'key': 'family', 'value': 'Hymenophyllaceae'}, {'key': 'scientificNameAuthorship', 'value': '(Sw.) Fosberg'}, {'key': 'sourceStatus', 'value': 'V'}, {'key': 'significant', 'value': 'Y'}, {'key': 'status', 'value': 'Vulnerable'}, {'key': 'endemicity', 'value': 'Naturally occurs in Queensland and overseas'}]",29896,Plantae,Equisetopsida,Hymenophyllaceae,,(Sw.) Fosberg,V,Y,Vulnerable,Naturally occurs in Queensland and overseas,
