"Supplied Name","guid","scientificName","family","kingdom","vernacular","sourceStatus","status"
"Xanthoparmelia darlingensis","https://id.biodiversity.org.au/name/apni/121805","Xanthoparmelia darlingensis","Parmeliaceae",,,"Priority One","Near Threatened"
"Grevillea fililoba","https://id.biodiversity.org.au/node/apni/2903604","Grevillea fililoba","Proteaceae",,,"Priority One","Near Threatened"
"Sporobolus blakei","https://id.biodiversity.org.au/node/apni/2915556","Sporobolus blakei","Poaceae",,,"Priority Three","Near Threatened"
"Banksia verticillata","https://id.biodiversity.org.au/node/apni/2891102","Banksia verticillata","Proteaceae",,"Albany Banksia","Vulnerable","Endangered"
"Lerista planiventralis maryani","urn:lsid:biodiversity.org.au:afd.taxon:db3013e5-7cda-451c-89ac-d4e27f45272a","Lerista planiventralis maryani","Scincidae",,,"Priority One","Near Threatened"
"Aotus sp. Cunderdin (B.J.Lepschi et al. 3587)","https://id.biodiversity.org.au/node/apni/2918781","Aotus sp. Cunderdin (B.J.Lepschi et al. 3587)","Fabaceae",,,"Priority One","Near Threatened"
"Grevillea asteriscosa","https://id.biodiversity.org.au/node/apni/2896014","Grevillea asteriscosa","Proteaceae",,"Staf-leaf Grevillea","Priority Four","Near Threatened"
"Neelaps calonotus","urn:lsid:biodiversity.org.au:afd.taxon:47207ba8-4d27-4535-8263-1f4ff135be31","Neelaps calonotus","Elapidae",,"Western Black-striped Snake","Priority Three","Near Threatened"
"Hibbertia priceana","https://id.biodiversity.org.au/node/apni/2920315","Hibbertia priceana","Dilleniaceae",,,"Endangered","Endangered"
"Pseudocheirus occidentalis","urn:lsid:biodiversity.org.au:afd.taxon:df5c846f-14a9-4f0a-93f4-92710cdb4cd7","Pseudocheirus occidentalis","Pseudocheiridae",,"Ngwayir","Vulnerable","Endangered"
"Swainsona sp. Hamersley Station (A.A.Mitchell 196)","https://id.biodiversity.org.au/node/apni/7246442","Swainsona thompsoniana","Fabaceae",,,"Priority Three","Near Threatened"
"Tecticornia mellaria","https://id.biodiversity.org.au/node/apni/2902375","Tecticornia mellarium","Chenopodiaceae",,,"Priority One","Near Threatened"
"Spyridium spadiceum","https://id.biodiversity.org.au/node/apni/2919324","Spyridium spadiceum","Rhamnaceae",,,"Priority Two","Near Threatened"
"Grevillea humifusa","https://id.biodiversity.org.au/node/apni/2905897","Grevillea humifusa","Proteaceae",,"Spreading Grevillea","Critically Endangered","Endangered"
"Solanum pugiunculiferum","https://id.biodiversity.org.au/node/apni/2897572","Solanum pugiunculiferum","Solanaceae",,,"Priority One","Near Threatened"
"Ipomoea sp. Mt Fyfe (R.L.Barrett & M.D.Barrett RLB1526)","https://id.biodiversity.org.au/node/apni/7101388","Ipomoea bracteolata","Convolvulaceae",,,"Priority One","Near Threatened"
"Eucalyptus kruseana","https://id.biodiversity.org.au/node/apni/2920807","Eucalyptus kruseana","Myrtaceae",,"Bookleaf mallee","Priority Four","Near Threatened"
"Gymnanthera cunninghamii","https://id.biodiversity.org.au/node/apni/2918805","Gymnanthera cunninghamii","Apocynaceae",,,"Priority Three","Near Threatened"
"Ctenotus angusticeps","urn:lsid:biodiversity.org.au:afd.taxon:40d55810-17a5-4f3f-8b23-c4f94953dee7","Ctenotus angusticeps","Scincidae",,"Airlie Island Ctenotus","Vulnerable","Endangered"
"Catacolea enodis","https://id.biodiversity.org.au/node/apni/2916346","Catacolea enodis","Restionaceae",,,"Priority Two","Near Threatened"
"Hibbertia graniticola","https://id.biodiversity.org.au/node/apni/2908468","Hibbertia graniticola","Dilleniaceae",,,"Priority Three","Near Threatened"
"Gastrolobium euryphyllum","https://id.biodiversity.org.au/node/apni/2920627","Gastrolobium euryphyllum","Fabaceae",,,"Priority One","Near Threatened"
"Gastrolobium appressum","https://id.biodiversity.org.au/node/apni/2887813","Gastrolobium appressum","Fabaceae",,"Scale-leaf Poison","Endangered","Endangered"
"Acacia botrydion","https://id.biodiversity.org.au/node/apni/2894868","Acacia botrydion","Fabaceae",,,"Priority Four","Near Threatened"
"Astartea sp. Red Hill (K.R.Newbey 8462)","https://id.biodiversity.org.au/node/apni/2916137","Astartea sp. Red Hill (K.R.Newbey 8462)","Myrtaceae",,,"Priority One","Near Threatened"
"Hypocalymma elongatum","https://id.biodiversity.org.au/node/apni/2908847","Hypocalymma elongatum","Myrtaceae",,,"Priority Three","Near Threatened"
"Sphaerolobium benetectum","https://id.biodiversity.org.au/node/apni/2909095","Sphaerolobium benetectum","Fabaceae",,,"Priority Two","Near Threatened"
"Poranthera coerulea","https://id.biodiversity.org.au/node/apni/2920803","Poranthera coerulea","Phyllanthaceae",,,"Priority One","Near Threatened"
"Acacia ryaniana","https://id.biodiversity.org.au/node/apni/2919351","Acacia ryaniana","Fabaceae",,,"Priority Two","Near Threatened"
"Caladenia x triangularis","https://id.biodiversity.org.au/name/apni/174198","Caladenia x triangularis","Orchidaceae",,"Shy Spider Orchid","Priority Four","Near Threatened"
"Olearia mucronata","https://id.biodiversity.org.au/node/apni/2913501","Olearia mucronata","Asteraceae",,,"Priority Three","Near Threatened"
"Caretta caretta","urn:lsid:biodiversity.org.au:afd.taxon:910b27e8-19c3-4194-b55a-fd95a80ccdf9","Caretta caretta","Cheloniidae",,"Loggerhead Turtle","Endangered","Endangered"
"Pimelea longiflora subsp. eyrei","https://id.biodiversity.org.au/taxon/apni/51302346","Pimelea eyrei","Thymelaeaceae",,,"Priority Two","Near Threatened"
"Sterculia holtzei","https://id.biodiversity.org.au/node/apni/2911808","Sterculia holtzei","Malvaceae",,,"Priority One","Near Threatened"
"Sphaerolobium calcicola","https://id.biodiversity.org.au/node/apni/2905687","Sphaerolobium calcicola","Fabaceae",,,"Priority Three","Near Threatened"
"Kunzea similis subsp. mediterranea","https://id.biodiversity.org.au/node/apni/2896749","Kunzea similis subsp. mediterranea","Myrtaceae",,,"Endangered","Endangered"
"Logania sylvicola","https://id.biodiversity.org.au/node/apni/2898037","Logania sylvicola","Loganiaceae",,,"Priority Two","Near Threatened"
"Eucalyptus crucis subsp. crucis","https://id.biodiversity.org.au/node/apni/2899782","Eucalyptus crucis subsp. crucis","Myrtaceae",,"Silver Mallee","Endangered","Endangered"
"Scleria polycarpa","https://id.biodiversity.org.au/node/apni/2889498","Scleria polycarpa","Cyperaceae",,,"Priority One","Near Threatened"
"Acacia drummondii subsp. affinis","https://id.biodiversity.org.au/node/apni/2898611","Acacia drummondii subsp. affinis","Fabaceae",,,"Priority Three","Near Threatened"
"Acacia cuneifolia","https://id.biodiversity.org.au/node/apni/2890123","Acacia cuneifolia","Fabaceae",,,"Priority Four","Near Threatened"
"Cyperus flaccidus","https://id.biodiversity.org.au/node/apni/2905164","Cyperus flaccidus","Cyperaceae",,"Flaccid Flat-sedge","Priority Two","Near Threatened"
"Melaleuca penicula","https://id.biodiversity.org.au/node/apni/2891706","Melaleuca penicula","Myrtaceae",,,"Priority Four","Near Threatened"
"Astartea sp. Scott River (D.Backshall 88233)","https://id.biodiversity.org.au/node/apni/7537101","Astartea onycis","Myrtaceae",,,"Priority Four","Near Threatened"
"Astartea sp. Fitzgerald (K.R.Newbey 10844)","https://id.biodiversity.org.au/taxon/apni/51289593","Cyathostemon gracilis","Myrtaceae",,,"Priority Two","Near Threatened"
"Eriachne minuta","https://id.biodiversity.org.au/node/apni/2921086","Eriachne minuta","Poaceae",,,"Priority Three","Near Threatened"
"Ozothamnus sp. Northampton (J.Brooker & M.Weir 913)","https://id.biodiversity.org.au/node/apni/2906866","Ozothamnus sp. Northampton (J.Brooker & M.Weir 913)","Asteraceae",,,"Priority One","Near Threatened"
"Egernia stokesii badia","urn:lsid:biodiversity.org.au:afd.taxon:3542a139-ee07-4675-92c0-f57dc6ceac5f","Egernia stokesii badia","Scincidae",,"Baudin Island Spiny-tailed Skink","Vulnerable","Endangered"
"Draculoides mesozeirus","urn:lsid:biodiversity.org.au:afd.taxon:cb4acb70-3e48-4111-8ba7-1c2fae7cc961","Draculoides mesozeirus","Hubbardiidae",,"Middle Robe Draculoides","Vulnerable","Endangered"
"Banksia insulanemorecincta","https://id.biodiversity.org.au/node/apni/2900447","Banksia insulanemorecincta","Proteaceae",,,"Priority Four","Near Threatened"
"Verticordia attenuata","https://id.biodiversity.org.au/node/apni/2890566","Verticordia attenuata","Myrtaceae",,,"Priority Three","Near Threatened"
"Grevillea crowleyae","https://id.biodiversity.org.au/node/apni/7813639","Grevillea crowleyae","Proteaceae",,,"Priority Two","Near Threatened"
"Keraudrenia adenogyna MS","https://id.biodiversity.org.au/taxon/apni/51288573","Seringia adenogyna","Malvaceae",,,"Priority Three","Near Threatened"
"Isopogon uncinatus","https://id.biodiversity.org.au/node/apni/2902568","Isopogon uncinatus","Proteaceae",,"Hook-leaf Isopogon","Critically Endangered","Endangered"
"Melaleuca eximia","https://id.biodiversity.org.au/node/apni/2919476","Melaleuca eximia","Myrtaceae",,,"Priority Two","Near Threatened"
"Pimelea rara","https://id.biodiversity.org.au/node/apni/2889101","Pimelea rara","Thymelaeaceae",,"Summer Pimelea","Priority Four","Near Threatened"
"Eucalyptus famelica","https://id.biodiversity.org.au/node/apni/2911116","Eucalyptus famelica","Myrtaceae",,,"Priority Three","Near Threatened"
"Ricinocarpos pilifer","https://id.biodiversity.org.au/node/apni/2915045","Ricinocarpos pilifer","Euphorbiaceae",,,"Priority Two","Near Threatened"
"Jacksonia velutina","https://id.biodiversity.org.au/node/apni/2918994","Jacksonia velutina","Fabaceae",,,"Priority Four","Near Threatened"
"Galaxiella munda","urn:lsid:biodiversity.org.au:afd.taxon:607ec6ae-18b6-43e8-9e02-23f946aabdf7","Galaxiella munda","Galaxiidae",,"Western Dwarf Galaxias","Vulnerable","Endangered"
"Calytrix sp. Sandstone (D.J.Edinger 5498)","https://id.biodiversity.org.au/node/apni/7544928","Calytrix hislopii","Myrtaceae",,,"Priority Three","Near Threatened"
"Gnephosis sp. Billabong (B.Nordenstam & A.Anderberg 203)","https://id.biodiversity.org.au/taxon/apni/51268506","Gnephosis gynotricha","Asteraceae",,,"Priority One","Near Threatened"
"Scholtzia sp. Binnu East Road (M.E.Trudgen 12013)","https://id.biodiversity.org.au/node/apni/2896091","Scholtzia sp. Binnu East Road (M.E.Trudgen 12013)","Myrtaceae",,,"Priority One","Near Threatened"
"Eremophila sp. Snowy Mountain (S.van Leeuwen 3737)","https://id.biodiversity.org.au/node/apni/2910575","Eremophila sp. Snowy Mountain (S.van Leeuwen 3737)","Scrophulariaceae",,,"Priority One","Near Threatened"
"Pithocarpa corymbulosa","https://id.biodiversity.org.au/node/apni/2894492","Pithocarpa corymbulosa","Asteraceae",,,"Priority Three","Near Threatened"
"Opercularia loganioides","https://id.biodiversity.org.au/node/apni/2918586","Opercularia loganioides","Rubiaceae",,,"Priority Two","Near Threatened"
"Acacia sulcaticaulis","https://id.biodiversity.org.au/node/apni/2906498","Acacia sulcaticaulis","Fabaceae",,"Mt Mulgine Fluted Wattle","Priority One","Near Threatened"
"Grevillea sp. Stirling Range (D.J. McGillivray 3488 & A.S. George)","ALA_Grevillea_sp_Stirling_Range_D_J_McGillivray_3488_A_S_George","Grevillea sp. Stirling Range (D.J. McGillivray 3488 & A.S. George)",,,,"Priority Two","Near Threatened"
"Acacia stanleyi","https://id.biodiversity.org.au/node/apni/2914614","Acacia stanleyi","Fabaceae",,"Stanley's Rock Wattle","Priority One","Near Threatened"
"Caustis gigas","https://id.biodiversity.org.au/taxon/apni/51283017","Caustis gigas","Cyperaceae",,,"Priority Two","Near Threatened"
"Lecania sylvestris","ALA_Lecania_sylvestris","Lecania sylvestris",,,,"Priority Two","Near Threatened"
"Westringia acifolia","https://id.biodiversity.org.au/node/apni/2912452","Westringia acifolia","Lamiaceae",,,"Priority One","Near Threatened"
"Loxocarya magna","https://id.biodiversity.org.au/node/apni/2901137","Loxocarya magna","Restionaceae",,,"Priority Three","Near Threatened"
"Boronia kalumburuensis","https://id.biodiversity.org.au/node/apni/2886516","Boronia kalumburuensis","Rutaceae",,,"Priority Three","Near Threatened"
"Diomedea exulans exulans","urn:lsid:biodiversity.org.au:afd.taxon:4eed45a2-d155-4feb-851b-4738b9582a13","Diomedea exulans exulans","Diomedeidae",,"Wandering Albatross","Vulnerable","Endangered"
"Nedsia chevronia","urn:lsid:biodiversity.org.au:afd.taxon:f9d172b7-2dbd-4c95-8d18-e82b163277b9","Nedsia chevronia","Eriopisidae",,,"Priority Two","Near Threatened"
"Acacia repens","https://id.biodiversity.org.au/node/apni/2896877","Acacia repens","Fabaceae",,,"Priority One","Near Threatened"
"Fuirena incrassata","https://id.biodiversity.org.au/node/apni/2895930","Fuirena incrassata","Cyperaceae",,,"Priority Three","Near Threatened"
"Acacia synoria","https://id.biodiversity.org.au/node/apni/2892363","Acacia synoria","Fabaceae",,,"Priority Two","Near Threatened"
"Tartarus thampannensis","urn:lsid:biodiversity.org.au:afd.taxon:19f56b99-a01a-4f94-b4be-ef6931b4d082","Tartarus thampannensis","Stiphidiidae",,"Murdoch Sink Cave Spider","Vulnerable","Endangered"
"Grevillea punctata","https://id.biodiversity.org.au/node/apni/2903649","Grevillea punctata","Proteaceae",,,"Priority Three","Near Threatened"
"Stylidium aceratum","https://id.biodiversity.org.au/node/apni/2910954","Stylidium aceratum","Stylidiaceae",,,"Priority Two","Near Threatened"
"Stylidium coroniforme subsp. amblyphyllum","https://id.biodiversity.org.au/node/apni/2914579","Stylidium coroniforme subsp. amblyphyllum","Stylidiaceae",,,"Priority One","Near Threatened"
"Eucalyptus impensa","https://id.biodiversity.org.au/node/apni/2908082","Eucalyptus x impensa","Myrtaceae",,"Eneabba Mallee","Critically Endangered","Endangered"
"Gastrolobium hians","https://id.biodiversity.org.au/node/apni/2889846","Gastrolobium hians","Fabaceae",,,"Priority One","Near Threatened"
"Papistylus intropubens","https://id.biodiversity.org.au/node/apni/2912693","Papistylus intropubens","Rhamnaceae",,,"Priority One","Near Threatened"
"Pseudonaja affinis tanneri","urn:lsid:biodiversity.org.au:afd.taxon:98de06bb-435c-4e66-8e11-055aa6da99f0","Pseudonaja affinis tanneri","Elapidae",,"Recherche Dugite","Vulnerable","Endangered"
"Alexgeorgea ganopoda","https://id.biodiversity.org.au/node/apni/2914266","Alexgeorgea ganopoda","Restionaceae",,,"Priority Three","Near Threatened"
"Calytrix sp. Jingaring (F.Obbens, R.Davis & L.W.Sage LWS1332)","https://id.biodiversity.org.au/node/apni/7547140","Calytrix sagei","Myrtaceae",,,"Priority Two","Near Threatened"
"Helicteres sp. Mt Shadforth (I.R.Telford 11609)","https://id.biodiversity.org.au/node/apni/2889359","Helicteres sp. Mt Shadforth (I.R.Telford 11609)","Malvaceae",,,"Priority One","Near Threatened"
"Thysanotus unicupensis","https://id.biodiversity.org.au/node/apni/2888090","Thysanotus unicupensis","Asparagaceae",,,"Priority Two","Near Threatened"
"Poa billardierei","https://id.biodiversity.org.au/node/apni/2908237","Poa billardierei","Poaceae",,,"Priority Three","Near Threatened"
"Hydrocotyle sp. Coraginaensis (K.R.Newbey 7477)","https://id.biodiversity.org.au/node/apni/2903279","Hydrocotyle sp. Coraginaensis (K.R.Newbey 7477)","Araliaceae",,,"Priority Two","Near Threatened"
"Aluta quadrata","https://id.biodiversity.org.au/node/apni/2912648","Aluta quadrata","Myrtaceae",,,"Priority One","Near Threatened"
"Scaevola chrysopogon","https://id.biodiversity.org.au/node/apni/2900187","Scaevola chrysopogon","Goodeniaceae",,,"Priority Two","Near Threatened"
"Acacia speckii","https://id.biodiversity.org.au/node/apni/2902304","Acacia speckii","Fabaceae",,,"Priority Four","Near Threatened"
"Notoryctes typhlops","urn:lsid:biodiversity.org.au:afd.taxon:14a93d0e-c823-4623-810d-0e32c132d4ef","Notoryctes typhlops","Notoryctidae",,"Central Marsupial Mole","Endangered","Endangered"
"Atriplex eremitis","https://id.biodiversity.org.au/node/apni/2917671","Atriplex eremitis","Chenopodiaceae",,,"Priority One","Near Threatened"
"Petrophile conifera subsp. divaricata","https://id.biodiversity.org.au/node/apni/2888502","Petrophile conifera subsp. divaricata","Proteaceae",,,"Priority Two","Near Threatened"
"Baeckea sp. Narembeen (G.J.Keighery & N.Gibson 3010)","https://id.biodiversity.org.au/node/apni/2888477","Baeckea sp. Narembeen (G.J.Keighery & N.Gibson 3010)","Myrtaceae",,,"Priority Two","Near Threatened"
"Acrotriche dura","https://id.biodiversity.org.au/node/apni/2902045","Acrotriche dura","Ericaceae",,,"Priority Two","Near Threatened"
"Petrogale lateralis","urn:lsid:biodiversity.org.au:afd.taxon:71f36535-f035-4672-95b5-bcc3fcf23436","Petrogale lateralis","Macropodidae",,"Black-footed Rock-wallaby (macdonnell Ranges Race)","Vulnerable","Endangered"
"Tetratheca affinis subsp. Cape Riche (T.D. Macfarlane TDM 1832)","https://id.biodiversity.org.au/node/apni/2920201","Tetratheca affinis subsp. Cape Riche (T.D.Macfarlane TDM 1832)","Elaeocarpaceae",,,"Priority One","Near Threatened"
"Solanum vansittartense","https://id.biodiversity.org.au/node/apni/2892113","Solanum vansittartense","Solanaceae",,,"Priority Two","Near Threatened"
"Macarthuria intricata","https://id.biodiversity.org.au/node/apni/2912968","Macarthuria intricata","Limeaceae",,,"Priority Three","Near Threatened"
"Jacksonia carduacea","https://id.biodiversity.org.au/node/apni/2913498","Jacksonia carduacea","Fabaceae",,,"Priority Three","Near Threatened"
"Drakaea andrewsiae","https://id.biodiversity.org.au/name/apni/219740","Drakaea andrewsiae","Orchidaceae",,,"Priority One","Near Threatened"
"Eucalyptus stoatei","https://id.biodiversity.org.au/node/apni/2912639","Eucalyptus stoatei","Myrtaceae",,"Pear Gum","Priority Four","Near Threatened"
"Austroassiminea letha","urn:lsid:biodiversity.org.au:afd.taxon:1a73eed0-65e0-4459-8427-42d9225bb6cf","Austroassiminea letha","Assimineidae",,"Cape Leeuwin Freshwater Snail","Vulnerable","Endangered"
"Malleostemon sp. Erangy Springs (M.E.Trudgen 12030)","https://id.biodiversity.org.au/taxon/apni/51290204","Malleostemon nephroideus","Myrtaceae",,,"Priority Three","Near Threatened"
"Gastrolobium ovalifolium","https://id.biodiversity.org.au/node/apni/2909135","Gastrolobium ovalifolium","Fabaceae",,"Runner Poison","Priority Four","Near Threatened"
"Eucalyptus absita","https://id.biodiversity.org.au/node/apni/2888425","Eucalyptus absita","Myrtaceae",,"Badgingarra box","Critically Endangered","Endangered"
"Genus sp. Nillup (R.D.Royce 98)","https://id.biodiversity.org.au/node/apni/4625916","Genus sp. Nillup (R.D.Royce 98)","Asteraceae",,,"Priority Two","Near Threatened"
"Lepidosperma sp. Blue Hills (A.Markey & S.Dillon 3468)","https://id.biodiversity.org.au/node/apni/2910476","Lepidosperma sp. Blue Hills (A.Markey & S.Dillon 3468)","Cyperaceae",,,"Priority One","Near Threatened"
"Eremophila dendritica","https://id.biodiversity.org.au/node/apni/2894310","Eremophila dendritica","Scrophulariaceae",,,"Priority Two","Near Threatened"
"Caladenia evanescens","https://id.biodiversity.org.au/name/apni/173157","Caladenia evanescens","Orchidaceae",,"Semaphore Spider Orchid","Priority One","Near Threatened"
"Milyeringa veritas","urn:lsid:biodiversity.org.au:afd.taxon:25bfd6a9-c3c4-41d4-8c66-4620d75a83c4","Milyeringa veritas","Eleotridae",,"Cave Gudgeon","Vulnerable","Endangered"
"Eremophila magnifica subsp. velutina","https://id.biodiversity.org.au/node/apni/2887697","Eremophila magnifica subsp. velutina","Scrophulariaceae",,,"Priority Three","Near Threatened"
"Lerista yuna","urn:lsid:biodiversity.org.au:afd.taxon:e105c238-d526-4611-911e-b3834ca6c3a1","Lerista yuna","Scincidae",,"Yuna Broad-blazed Slider","Priority Three","Near Threatened"
"Myriophyllum balladoniense","https://id.biodiversity.org.au/node/apni/2889730","Myriophyllum balladoniense","Haloragaceae",,,"Priority Four","Near Threatened"
"Grevillea candolleana","https://id.biodiversity.org.au/node/apni/2888740","Grevillea candolleana","Proteaceae",,"Toodyay Grevillea","Priority Two","Near Threatened"
"Andersonia axilliflora","https://id.biodiversity.org.au/node/apni/2886487","Andersonia axilliflora","Ericaceae",,"Giant Andersonia","Critically Endangered","Endangered"
"Leiopotherapon macrolepis","urn:lsid:biodiversity.org.au:afd.taxon:6f5a94ad-14f9-4e16-85d7-18d6d6d93de5","Leiopotherapon macrolepis","Terapontidae",,"Kimberley Spangled Perch","Priority Two","Near Threatened"
"Leucopogon multiflorus","https://id.biodiversity.org.au/node/apni/2905603","Leucopogon multiflorus","Ericaceae",,,"Priority Two","Near Threatened"
"Xanthoparmelia dayiana","https://id.biodiversity.org.au/name/apni/164229","Xanthoparmelia dayiana","Parmeliaceae",,,"Priority Three","Near Threatened"
"Hibbertia atrichosepala","https://id.biodiversity.org.au/node/apni/2920592","Hibbertia atrichosepala","Dilleniaceae",,,"Priority One","Near Threatened"
"Jacksonia jackson","https://id.biodiversity.org.au/node/apni/2886942","Jacksonia jackson","Fabaceae",,,"Priority One","Near Threatened"
"Adenanthos ellipticus","https://id.biodiversity.org.au/node/apni/2887408","Adenanthos ellipticus","Proteaceae",,"Oval-leaf Adenanthos","Vulnerable","Endangered"
"Baeckea sp. Elsewhere Road (M.E.Trudgen 5420)","https://id.biodiversity.org.au/node/apni/2899721","Baeckea sp. Elsewhere Road (M.E.Trudgen 5420)","Myrtaceae",,,"Priority Three","Near Threatened"
"Ctenotus delli","urn:lsid:biodiversity.org.au:afd.taxon:81870e53-d641-4d61-a8a8-637478a4c53d","Ctenotus delli","Scincidae",,"Darling Range South-west Ctenotus","Priority Four","Near Threatened"
"Tetraria sp. Nannup (P.A. Jurjevich 1133)","https://id.biodiversity.org.au/node/apni/2902967","Tetraria sp. Nannup (P.A.Jurjevich 1133)","Cyperaceae",,,"Priority One","Near Threatened"
"Botaurus poiciloptilus","urn:lsid:biodiversity.org.au:afd.taxon:47dca80b-ac7c-4130-bef3-4afb4fad35ab","Botaurus poiciloptilus","Ardeidae",,"Australasian Bittern","Vulnerable","Endangered"
"Allocasuarina grevilleoides","https://id.biodiversity.org.au/node/apni/2919746","Allocasuarina grevilleoides","Casuarinaceae",,,"Priority Three","Near Threatened"
"Eriachne filiformis","https://id.biodiversity.org.au/node/apni/2891936","Eriachne filiformis","Poaceae",,,"Priority Three","Near Threatened"
"Brachyloma delbi","https://id.biodiversity.org.au/node/apni/2909986","Brachyloma delbi","Ericaceae",,,"Priority One","Near Threatened"
"Hypocalymma connatum","https://id.biodiversity.org.au/taxon/apni/51290105","Hypocalymma connatum","Myrtaceae",,,"Priority One","Near Threatened"
"Triodia acutispicula","https://id.biodiversity.org.au/node/apni/2896034","Triodia acutispicula","Poaceae",,,"Priority Three","Near Threatened"
"Ptilotus procumbens","https://id.biodiversity.org.au/node/apni/2890324","Ptilotus procumbens","Amaranthaceae",,,"Priority One","Near Threatened"
"Ningbingia laurina","urn:lsid:biodiversity.org.au:afd.taxon:a98540bd-a3b4-415b-b2a1-3dbf86061216","Ningbingia laurina","Camaenidae",,,"Critically Endangered","Endangered"
"Verticordia mitchelliana subsp. mitchelliana","https://id.biodiversity.org.au/node/apni/2914610","Verticordia mitchelliana subsp. mitchelliana","Myrtaceae",,,"Priority Three","Near Threatened"
"Korthalsella leucothrix","https://id.biodiversity.org.au/node/apni/2910933","Korthalsella leucothrix","Santalaceae",,,"Priority Three","Near Threatened"
"Homalocalyx echinulatus","https://id.biodiversity.org.au/node/apni/2904232","Homalocalyx echinulatus","Myrtaceae",,,"Priority Three","Near Threatened"
"Actinoschoenus sp. D Kimberley Flora (K.F. Kenneally 4789)","https://id.biodiversity.org.au/taxon/apni/51313345","Actinoschoenus glabrispiculus","Cyperaceae",,,"Priority Three","Near Threatened"
"Eucalyptus deflexa","https://id.biodiversity.org.au/node/apni/2890190","Eucalyptus deflexa","Myrtaceae",,"Lake King Mallee","Priority Four","Near Threatened"
"Gastrolobium sp. Yoongarillup (S.Dilkes s.n. 1/9/1969)","https://id.biodiversity.org.au/node/apni/2919649","Gastrolobium sp. Yoongarillup (S.Dilkes s.n. 1/9/1969)","Fabaceae",,,"Priority One","Near Threatened"
"Allocasuarina hystricosa","https://id.biodiversity.org.au/node/apni/2908835","Allocasuarina hystricosa","Casuarinaceae",,,"Priority Four","Near Threatened"
"Diporiphora convergens","urn:lsid:biodiversity.org.au:afd.taxon:c956764f-658f-418b-bc3c-33153411c39c","Diporiphora convergens","Agamidae",,"Crystal Creek Two-line Dragon","Priority Two","Near Threatened"
"Isolepis humillima","https://id.biodiversity.org.au/node/apni/2894256","Isolepis humillima","Cyperaceae",,,"Priority Two","Near Threatened"
"Darwinia sp. Thumb Peak (K.R.Newbey 4847)","https://id.biodiversity.org.au/node/apni/2908947","Darwinia sp. Thumb Peak (K.R.Newbey 4847)","Myrtaceae",,,"Priority Two","Near Threatened"
"Leucopogon bracteolaris","https://id.biodiversity.org.au/node/apni/2895595","Leucopogon bracteolaris","Ericaceae",,,"Priority Two","Near Threatened"
"Caladenia barbarella","https://id.biodiversity.org.au/node/apni/2895878","Caladenia barbarella","Orchidaceae",,"Small Dragon Orchid","Endangered","Endangered"
"Halgania corymbosa","https://id.biodiversity.org.au/node/apni/2905578","Halgania corymbosa","Boraginaceae",,,"Priority Three","Near Threatened"
"Calothamnus superbus","https://id.biodiversity.org.au/taxon/apni/51289302","Calothamnus superbus","Myrtaceae",,,"Priority One","Near Threatened"
"Heliotropium aenigmatum","https://id.biodiversity.org.au/node/apni/2913467","Heliotropium aenigmatum","Boraginaceae",,,"Priority One","Near Threatened"
"Stennella longirostris longirostris","ALA_Stennella_longirostris_longirostris","Stennella longirostris longirostris",,,"Spinner Dolphin","Priority Four","Near Threatened"
"Pertusaria trachyspora","ALA_Pertusaria_trachyspora","Pertusaria trachyspora","Pertusariaceae",,,"Priority Two","Near Threatened"
"Pityrodia viscida","https://id.biodiversity.org.au/node/apni/2904640","Pityrodia viscida","Lamiaceae",,,"Priority Four","Near Threatened"
"Paracaleana dixonii","https://id.biodiversity.org.au/node/apni/2919560","Paracaleana dixonii","Orchidaceae",,"Sandplain Duck Orchid","Vulnerable","Endangered"
"Lepidosperma sp. Koolanooka (K.R.Newbey 9336)","https://id.biodiversity.org.au/node/apni/2914481","Lepidosperma sp. Koolanooka (K.R.Newbey 9336)","Cyperaceae",,,"Priority One","Near Threatened"
"Solanum leopoldense","https://id.biodiversity.org.au/node/apni/2905980","Solanum leopoldense","Solanaceae",,,"Priority Three","Near Threatened"
"Persoonia pungens","https://id.biodiversity.org.au/node/apni/2898222","Persoonia pungens","Proteaceae",,,"Priority Three","Near Threatened"
"Ptilotus sp. Warradarge (R.Warner & S.Werner WWF 12-14)","https://id.biodiversity.org.au/taxon/apni/51266562","Ptilotus falcatus","Amaranthaceae",,,"Priority One","Near Threatened"
"Carex tereticaulis","https://id.biodiversity.org.au/node/apni/2919780","Carex tereticaulis","Cyperaceae",,,"Priority One","Near Threatened"
"Verticordia lehmannii","https://id.biodiversity.org.au/node/apni/2910556","Verticordia lehmannii","Myrtaceae",,,"Priority Four","Near Threatened"
"Leucopogon rotundifolius","https://id.biodiversity.org.au/node/apni/2920000","Leucopogon rotundifolius","Ericaceae",,,"Priority Three","Near Threatened"
"Acacia splendens","https://id.biodiversity.org.au/node/apni/2900174","Acacia splendens","Fabaceae",,"Dandaragan Wattle","Endangered","Endangered"
"Lasiopetalum lineare","https://id.biodiversity.org.au/node/apni/2906208","Lasiopetalum lineare","Malvaceae",,,"Priority Three","Near Threatened"
"Cullen candidum","https://id.biodiversity.org.au/node/apni/2912388","Cullen candidum","Fabaceae",,,"Priority One","Near Threatened"
