id,name,commonName,scientificName,lsid,dataResourceUid,kvpValues,status,source Status
4745858,Isoodon obesulus obesulus,Southern Brown Bandicoot (sa Mainland And Ki),Isoodon obesulus obesulus,https://biodiversity.org.au/afd/taxa/1aa0b9a0-5c6d-4713-aea9-dd33856182f4,dr649,"[{'key': 'status', 'value': 'Endangered'}, {'key': 'source Status', 'value': 'Endangered'}]",Endangered,Endangered
4745859,Keyacris scurra,Key's Matchstick Grasshopper,Keyacris scurra,https://biodiversity.org.au/afd/taxa/0aa4d63d-c3cc-4561-a880-921efa9266ce,dr649,"[{'key': 'status', 'value': 'Endangered'}, {'key': 'source Status', 'value': 'Endangered'}]",Endangered,Endangered
4745870,Lalage tricolor,Australian White-winged Triller,Lalage (Lalage) tricolor,https://biodiversity.org.au/afd/taxa/92358f59-80ae-482f-8979-5679b23e92cc,dr649,"[{'key': 'status', 'value': 'Vulnerable'}, {'key': 'source Status', 'value': 'Vulnerable'}]",Vulnerable,Vulnerable
4745861,Lathamus discolor,Swift Parrot,Lathamus discolor,https://biodiversity.org.au/afd/taxa/4cb195fd-b127-44cb-ad85-a62d224e9a96,dr649,"[{'key': 'status', 'value': 'Critically Endangered'}, {'key': 'source Status', 'value': 'Critically Endangered'}]",Critically Endangered,Critically Endangered
4745874,Lepidium ginninderrense,Ginninderra Peppercress,Lepidium ginninderrense,https://id.biodiversity.org.au/taxon/apni/51269792,dr649,"[{'key': 'status', 'value': 'Endangered'}, {'key': 'source Status', 'value': 'Endangered'}]",Endangered,Endangered
4745853,Liopholis montana,,Liopholis montana,https://biodiversity.org.au/afd/taxa/64f98a6a-4a37-4730-9d6e-8556a9a45c1d,dr649,"[{'key': 'status', 'value': 'Endangered'}, {'key': 'source Status', 'value': 'Endangered'}]",Endangered,Endangered
4745866,Litoria aurea,Green And Golden Bell Frog,Litoria aurea,https://biodiversity.org.au/afd/taxa/e7adefa4-f799-4b46-8344-c2c0aa805759,dr649,"[{'key': 'status', 'value': 'Vulnerable'}, {'key': 'source Status', 'value': 'Vulnerable'}]",Vulnerable,Vulnerable
4745848,Litoria castanea,Yellow-spotted Bell Frog,Litoria castanea,https://biodiversity.org.au/afd/taxa/898034f7-3665-4566-ada2-0ba6bf48a9b0,dr649,"[{'key': 'status', 'value': 'Critically Endangered'}, {'key': 'source Status', 'value': 'Critically Endangered'}]",Critically Endangered,Critically Endangered
4745872,Litoria raniformis,Southern Bell Frog,Litoria raniformis,https://biodiversity.org.au/afd/taxa/6e63311a-159e-44d5-ae3f-a63dfc0a829a,dr649,"[{'key': 'status', 'value': 'Vulnerable'}, {'key': 'source Status', 'value': 'Vulnerable'}]",Vulnerable,Vulnerable
4745904,Litoria verreauxii alpina,Alpine Tree Frog,Litoria verreauxii alpina,https://biodiversity.org.au/afd/taxa/9e35aef8-6788-4070-b6ac-955915df25f6,dr649,"[{'key': 'status', 'value': 'Vulnerable'}, {'key': 'source Status', 'value': 'Vulnerable'}]",Vulnerable,Vulnerable
4745865,Maccullochella macquariensis,Trout Cod,Maccullochella macquariensis,https://biodiversity.org.au/afd/taxa/1697dd30-7656-4450-a92e-b4c74b62cebc,dr649,"[{'key': 'status', 'value': 'Endangered'}, {'key': 'source Status', 'value': 'Endangered'}]",Endangered,Endangered
4745900,Macquaria australasica,Macca,Macquaria australasica,https://biodiversity.org.au/afd/taxa/42c0f534-bbaa-46ed-90d6-4a78d69fb0e4,dr649,"[{'key': 'status', 'value': 'Endangered'}, {'key': 'source Status', 'value': 'Endangered'}]",Endangered,Endangered
4745884,Mastacomys fuscus,Broad-toothed Rat,Mastacomys fuscus,https://biodiversity.org.au/afd/taxa/d71168ec-1151-4cdc-a95d-6182179e25e4,dr649,"[{'key': 'status', 'value': 'Vulnerable'}, {'key': 'source Status', 'value': 'Vulnerable'}]",Vulnerable,Vulnerable
4745846,Mastacomys fuscus mordicus,Broad-toothed Rat (mainland),Mastacomys fuscus mordicus,https://biodiversity.org.au/afd/taxa/70e10fcf-b3e9-47d3-b5be-70c323570043,dr649,"[{'key': 'status', 'value': 'Vulnerable'}, {'key': 'source Status', 'value': 'Vulnerable'}]",Vulnerable,Vulnerable
4745876,Melanodryas cucullata cucullata,Hooded Robin (south-eastern Form),Melanodryas (Melanodryas) cucullata cucullata,https://biodiversity.org.au/afd/taxa/f411b7e7-5818-45fc-b3d2-8dfa5ed45f1e,dr649,"[{'key': 'status', 'value': 'Endangered'}, {'key': 'source Status', 'value': 'Endangered'}]",Endangered,Endangered
4745907,Melanodryas cucullate,,Melanodryas,https://biodiversity.org.au/afd/taxa/0c87fb2f-ffb5-4202-88fe-88fd93f73060,dr649,"[{'key': 'status', 'value': 'Endangered'}, {'key': 'source Status', 'value': 'Endangered'}]",Endangered,Endangered
4745873,Muehlenbeckia tuggeranong,Tuggeranong Lignum,Muehlenbeckia tuggeranong,https://id.biodiversity.org.au/node/apni/2896218,dr649,"[{'key': 'status', 'value': 'Endangered'}, {'key': 'source Status', 'value': 'Endangered'}]",Endangered,Endangered
4745902,Perunga ochracea,Perunga Grasshopper,Perunga ochracea,https://biodiversity.org.au/afd/taxa/ab03e158-f57a-418d-b9cb-274063cb0573,dr649,"[{'key': 'status', 'value': 'Vulnerable'}, {'key': 'source Status', 'value': 'Vulnerable'}]",Vulnerable,Vulnerable
4745901,Petauroides volans,Greater Glider,Petauroides volans,https://biodiversity.org.au/afd/taxa/7e891f26-c72e-4b29-98db-1cd10c4eaa6d,dr649,"[{'key': 'status', 'value': 'Endangered'}, {'key': 'source Status', 'value': 'Endangered'}]",Endangered,Endangered
4745867,Petaurus australis,Yellow-bellied Glider,Petaurus australis,https://biodiversity.org.au/afd/taxa/b3a61169-1e3c-4d6e-904f-f4d643df13a6,dr649,"[{'key': 'status', 'value': 'Vulnerable'}, {'key': 'source Status', 'value': 'Vulnerable'}]",Vulnerable,Vulnerable
4745899,Petrogale penicillata,Brush-tailed Rock-wallaby,Petrogale penicillata,https://biodiversity.org.au/afd/taxa/7a7a2817-26e7-44bd-bb34-1dc9c1ed4d38,dr649,"[{'key': 'status', 'value': 'Endangered'}, {'key': 'source Status', 'value': 'Endangered'}]",Endangered,Endangered
4745896,Petroica boodang,Scarlet Robin,Petroica (Petroica) boodang,https://biodiversity.org.au/afd/taxa/a3e5376b-f9e6-4bdf-adae-1e7add9f5c29,dr649,"[{'key': 'status', 'value': 'Vulnerable'}, {'key': 'source Status', 'value': 'Vulnerable'}]",Vulnerable,Vulnerable
4745880,Phascolarctos cinereus,Koala,Phascolarctos cinereus,https://biodiversity.org.au/afd/taxa/e9d6fbbd-1505-4073-990a-dc66c930dad6,dr649,"[{'key': 'status', 'value': 'Endangered'}, {'key': 'source Status', 'value': 'Endangered'}]",Endangered,Endangered
4745869,Polytelis swainsonii,Superb Parrot,Polytelis swainsonii,https://biodiversity.org.au/afd/taxa/46fca72f-4a32-44c5-a67c-770bd5333f55,dr649,"[{'key': 'status', 'value': 'Vulnerable'}, {'key': 'source Status', 'value': 'Vulnerable'}]",Vulnerable,Vulnerable
4745888,Pomaderris pallida,Pale Pomaderris,Pomaderris pallida,https://id.biodiversity.org.au/node/apni/2897349,dr649,"[{'key': 'status', 'value': 'Vulnerable'}, {'key': 'source Status', 'value': 'Vulnerable'}]",Vulnerable,Vulnerable
4745898,Prasophyllum petilum,Tarengo Leek Orchid,Prasophyllum petilum,https://id.biodiversity.org.au/taxon/apni/51409851,dr649,"[{'key': 'status', 'value': 'Endangered'}, {'key': 'source Status', 'value': 'Endangered'}]",Endangered,Endangered
4745905,Pseudomys fumeus,Smoky Mouse,Pseudomys fumeus,https://biodiversity.org.au/afd/taxa/c8ba3449-d6f3-405a-9c8a-7b4db471c52a,dr649,"[{'key': 'status', 'value': 'Endangered'}, {'key': 'source Status', 'value': 'Endangered'}]",Endangered,Endangered
4745908,Pseudomys novaehollandiae,New Holland Mouse,Pseudomys novaehollandiae,https://biodiversity.org.au/afd/taxa/47a50ee8-7678-4d8e-8f8a-e11d12a46ec5,dr649,"[{'key': 'status', 'value': 'Vulnerable'}, {'key': 'source Status', 'value': 'Vulnerable'}]",Vulnerable,Vulnerable
4745863,Pseudophryne pengilleyi,Northern Corroboree Frog,Pseudophryne pengilleyi,https://biodiversity.org.au/afd/taxa/cc5315bf-6682-44d9-809c-139afaddf7c8,dr649,"[{'key': 'status', 'value': 'Critically Endangered'}, {'key': 'source Status', 'value': 'Critically Endangered'}]",Critically Endangered,Critically Endangered
4745849,Pteropus poliocephalus,Grey-headed Flying-fox,Pteropus poliocephalus,https://biodiversity.org.au/afd/taxa/7065d246-3017-4768-9c8f-8c58c0e538c1,dr649,"[{'key': 'status', 'value': 'Vulnerable'}, {'key': 'source Status', 'value': 'Vulnerable'}]",Vulnerable,Vulnerable
4745893,Pterostylis oreophila,Blue-tongued Orchid,Pterostylis oreophila,https://id.biodiversity.org.au/taxon/apni/51412246,dr649,"[{'key': 'status', 'value': 'Critically Endangered'}, {'key': 'source Status', 'value': 'Critically Endangered'}]",Critically Endangered,Critically Endangered
4745891,Pycnoptilus floccosus,Pilotbird,Pycnoptilus floccosus,https://biodiversity.org.au/afd/taxa/2e27790b-4503-444b-a7c4-e55c563f2f69,dr649,"[{'key': 'status', 'value': 'Vulnerable'}, {'key': 'source Status', 'value': 'Vulnerable'}]",Vulnerable,Vulnerable
4745878,Rostratula australis,Australian Painted-snipe,Rostratula australis,https://biodiversity.org.au/afd/taxa/0e647393-fbcb-470a-994f-068aebecfceb,dr649,"[{'key': 'status', 'value': 'Endangered'}, {'key': 'source Status', 'value': 'Endangered'}]",Endangered,Endangered
4745881,Rutidosis leptorhynchoides,Button Wrinklewort,Rutidosis leptorhynchoides,https://id.biodiversity.org.au/node/apni/7062437,dr649,"[{'key': 'status', 'value': 'Endangered'}, {'key': 'source Status', 'value': 'Endangered'}]",Endangered,Endangered
4745860,Swainsona recta,Small Purple-pea,Swainsona recta,https://id.biodiversity.org.au/node/apni/2916272,dr649,"[{'key': 'status', 'value': 'Endangered'}, {'key': 'source Status', 'value': 'Endangered'}]",Endangered,Endangered
4745889,Synemon plana,Golden Sun Moth,Synemon plana,https://biodiversity.org.au/afd/taxa/a51dca29-50e7-49b4-ae35-5c35a9c4f854,dr649,"[{'key': 'status', 'value': 'Vulnerable'}, {'key': 'source Status', 'value': 'Vulnerable'}]",Vulnerable,Vulnerable
4745850,Thesium australe,Southern Toadflax,Thesium australe,https://id.biodiversity.org.au/node/apni/2891975,dr649,"[{'key': 'status', 'value': 'Vulnerable'}, {'key': 'source Status', 'value': 'Vulnerable'}]",Vulnerable,Vulnerable
4745844,Tympanocryptis lineata,Grassland Earless Dragon,Tympanocryptis lineata,https://biodiversity.org.au/afd/taxa/49122cf6-e123-47f9-8ee4-a649373a2a47,dr649,"[{'key': 'status', 'value': 'Critically Endangered'}, {'key': 'source Status', 'value': 'Critically Endangered'}]",Critically Endangered,Critically Endangered
4745845,Tympanocryptis lineata pinguicolla,Grassland Earless Dragon,Tympanocryptis pinguicolla,https://biodiversity.org.au/afd/taxa/5bceebc1-06e2-43fe-bf6e-72c9b9b25c92,dr649,"[{'key': 'status', 'value': 'Critically Endangered'}, {'key': 'source Status', 'value': 'Critically Endangered'}]",Critically Endangered,Critically Endangered
4745882,Tympanocryptis pinguicolla,Grassland Earless Dragon,Tympanocryptis pinguicolla,https://biodiversity.org.au/afd/taxa/5bceebc1-06e2-43fe-bf6e-72c9b9b25c92,dr649,"[{'key': 'status', 'value': 'Critically Endangered'}, {'key': 'source Status', 'value': 'Critically Endangered'}]",Critically Endangered,Critically Endangered
