"Supplied Name","guid","scientificName","family","kingdom","vernacular name","guid","family","status","sourceStatus","Supplied  Name"
"Oldenlandia galioides","https://id.biodiversity.org.au/node/apni/2916706","Oldenlandia galioides","Rubiaceae",,"Oldenlandia galioides","<a href=""https://id.biodiversity.org.au/node/apni/2916706"">https://id.biodiversity.org.au/node/apni/2916706</a>","Rubiaceae","Endangered","Endangered","Oldenlandia galioides"
"Zieria adenodonta","https://id.biodiversity.org.au/node/apni/2894658","Zieria adenodonta","Rutaceae",,"Wollumbin Zieria","<a href=""https://id.biodiversity.org.au/node/apni/2894658"">https://id.biodiversity.org.au/node/apni/2894658</a>","Rutaceae","Endangered","Endangered","Zieria adenodonta"
"Eucalyptus pulverulenta","https://id.biodiversity.org.au/node/apni/2899443","Eucalyptus pulverulenta","Myrtaceae",,"Silver-leafed Gum","<a href=""https://id.biodiversity.org.au/node/apni/2899443"">https://id.biodiversity.org.au/node/apni/2899443</a>","Myrtaceae","Vulnerable","Vulnerable","Eucalyptus pulverulenta"
"Carex raleighii","https://id.biodiversity.org.au/node/apni/2910405","Carex raleighii","Cyperaceae",,"Raleigh Sedge","<a href=""https://id.biodiversity.org.au/node/apni/2910405"">https://id.biodiversity.org.au/node/apni/2910405</a>","Cyperaceae","Endangered","Endangered","Carex raleighii"
"Petrogale xanthopus","urn:lsid:biodiversity.org.au:afd.taxon:e772982d-4a6e-4d9c-9b6d-b15889e30feb","Petrogale xanthopus","Macropodidae",,"Yellow-footed Rock-wallaby","urn:lsid:biodiversity.org.au:afd.taxon:e772982d-4a6e-4d9c-9b6d-b15889e30feb","Macropodidae","Endangered","Endangered","Petrogale xanthopus"
"Prasophyllum keltonii","https://id.biodiversity.org.au/name/apni/204872","Prasophyllum keltonii","Orchidaceae",,"Kelton's Leek Orchid","<a href=""https://id.biodiversity.org.au/name/apni/204872"">https://id.biodiversity.org.au/name/apni/204872</a>","Orchidaceae","Critically Endangered","Critically Endangered","Prasophyllum keltonii"
"Calidris (Calidris) tenuirostris","urn:lsid:biodiversity.org.au:afd.taxon:f1a17af7-9855-4ca5-8573-e9fd3e1f57a9","Calidris (Calidris) tenuirostris","Scolopacidae",,"Great Knot","urn:lsid:biodiversity.org.au:afd.taxon:f1a17af7-9855-4ca5-8573-e9fd3e1f57a9","Scolopacidae","Vulnerable","Vulnerable","Calidris tenuirostris"
"Zieria granulata","https://id.biodiversity.org.au/node/apni/2916054","Zieria granulata","Rutaceae",,"Illawarra Zieria","<a href=""https://id.biodiversity.org.au/node/apni/2916054"">https://id.biodiversity.org.au/node/apni/2916054</a>","Rutaceae","Endangered","Endangered","Zieria granulata"
"Xylosma terrae-reginae","https://id.biodiversity.org.au/node/apni/2912088","Xylosma terrae-reginae","Salicaceae",,"Queensland Xylosma","<a href=""https://id.biodiversity.org.au/node/apni/2912088"">https://id.biodiversity.org.au/node/apni/2912088</a>","Salicaceae","Endangered","Endangered","Xylosma terrae-reginae"
"Mixophyes iteratus","urn:lsid:biodiversity.org.au:afd.taxon:9eef5215-a3d4-4435-b82c-9284d730f002","Mixophyes iteratus","Myobatrachidae",,"Giant Barred Frog","urn:lsid:biodiversity.org.au:afd.taxon:9eef5215-a3d4-4435-b82c-9284d730f002","Myobatrachidae","Endangered","Endangered","Mixophyes iteratus"
"Leionema lachnaeoides","https://id.biodiversity.org.au/node/apni/2915524","Leionema lachnaeoides","Rutaceae",,"Leionema lachnaeoides","<a href=""https://id.biodiversity.org.au/node/apni/2915524"">https://id.biodiversity.org.au/node/apni/2915524</a>","Rutaceae","Endangered","Endangered","Leionema lachnaeoides"
"Lepidorrhachis mooreana","https://id.biodiversity.org.au/node/apni/2918196","Lepidorrhachis mooreana","Arecaceae",,"Little Mountain Palm","<a href=""https://id.biodiversity.org.au/node/apni/2918196"">https://id.biodiversity.org.au/node/apni/2918196</a>","Arecaceae","Critically Endangered","Critically Endangered","Lepidorrhachis mooreana"
"Hygrocybe lanecovensis","31946c0e-254f-4052-8d0c-e947424a8c9f","Hygrocybe lanecovensis","Hygrophoraceae",,"Hygrocybe lanecovensis","31946c0e-254f-4052-8d0c-e947424a8c9f","Hygrophoraceae","Endangered","Endangered","Hygrocybe lanecovensis"
"Boronia umbellata","https://id.biodiversity.org.au/node/apni/2913684","Boronia umbellata","Rutaceae",,"Orara Boronia","<a href=""https://id.biodiversity.org.au/node/apni/2913684"">https://id.biodiversity.org.au/node/apni/2913684</a>","Rutaceae","Vulnerable","Vulnerable","Boronia umbellata"
"Lepidium monoplocoides","https://id.biodiversity.org.au/node/apni/2898274","Lepidium monoplocoides","Brassicaceae",,"Winged Peppercress","<a href=""https://id.biodiversity.org.au/node/apni/2898274"">https://id.biodiversity.org.au/node/apni/2898274</a>","Brassicaceae","Endangered","Endangered","Lepidium monoplocoides"
"Bertya ingramii","https://id.biodiversity.org.au/node/apni/2903887","Bertya ingramii","Euphorbiaceae",,"Narrow-leaved Bertya","<a href=""https://id.biodiversity.org.au/node/apni/2903887"">https://id.biodiversity.org.au/node/apni/2903887</a>","Euphorbiaceae","Endangered","Endangered","Bertya ingramii"
"Dysphania platycarpa","https://id.biodiversity.org.au/node/apni/2899932","Dysphania platycarpa","Chenopodiaceae",,"Dysphania platycarpa","<a href=""https://id.biodiversity.org.au/node/apni/2899932"">https://id.biodiversity.org.au/node/apni/2899932</a>","Chenopodiaceae","Endangered","Endangered","Dysphania platycarpa"
"Prasophyllum canaliculatum","https://id.biodiversity.org.au/name/apni/161543","Prasophyllum canaliculatum","Orchidaceae",,"Summer Leek Orchid","<a href=""https://id.biodiversity.org.au/name/apni/161543"">https://id.biodiversity.org.au/name/apni/161543</a>","Orchidaceae","Critically Endangered","Critically Endangered","Prasophyllum canaliculatum"
"Hoplocephalus bungaroides","urn:lsid:biodiversity.org.au:afd.taxon:83b5c16a-3111-4fe7-a7df-93d7ce06f794","Hoplocephalus bungaroides","Elapidae",,"Broad-headed Snake","urn:lsid:biodiversity.org.au:afd.taxon:83b5c16a-3111-4fe7-a7df-93d7ce06f794","Elapidae","Endangered","Endangered","Hoplocephalus bungaroides"
"Gygis alba","urn:lsid:biodiversity.org.au:afd.taxon:98cc1dad-73d1-4b6a-b927-ffa7f69399d4","Gygis alba","Laridae",,"White Tern","urn:lsid:biodiversity.org.au:afd.taxon:98cc1dad-73d1-4b6a-b927-ffa7f69399d4","Laridae","Vulnerable","Vulnerable","Gygis alba"
"Onychogalea fraenata","urn:lsid:biodiversity.org.au:afd.taxon:e60b796d-665b-4856-8fe4-3c140b65cd08","Onychogalea fraenata","Macropodidae",,"Bridled Nailtail Wallaby","urn:lsid:biodiversity.org.au:afd.taxon:e60b796d-665b-4856-8fe4-3c140b65cd08","Macropodidae","Presumed Extinct","Presumed Extinct","Onychogalea fraenata"
"Litoria booroolongensis","urn:lsid:biodiversity.org.au:afd.taxon:740ba8d6-c86d-4af3-b44f-d69a2d686329","Litoria booroolongensis","Hylidae",,"Booroolong Frog","urn:lsid:biodiversity.org.au:afd.taxon:740ba8d6-c86d-4af3-b44f-d69a2d686329","Hylidae","Endangered","Endangered","Litoria booroolongensis"
"Eucalyptus aggregata","https://id.biodiversity.org.au/node/apni/2900093","Eucalyptus aggregata","Myrtaceae",,"Black Gum","<a href=""https://id.biodiversity.org.au/node/apni/2900093"">https://id.biodiversity.org.au/node/apni/2900093</a>","Myrtaceae","Vulnerable","Vulnerable","Eucalyptus aggregata"
"Ocybadistes knightorum","urn:lsid:biodiversity.org.au:afd.taxon:d631c865-958d-4ccd-9a83-928f631d78fd","Ocybadistes knightorum","Hesperiidae",,"Black Grass-dart Butterfly","urn:lsid:biodiversity.org.au:afd.taxon:d631c865-958d-4ccd-9a83-928f631d78fd","Hesperiidae","Endangered","Endangered","Ocybadistes knightorum"
"Mixophyes balbus","urn:lsid:biodiversity.org.au:afd.taxon:7e478d81-8ec8-49ae-a51f-b838bbe05c77","Mixophyes balbus","Myobatrachidae",,"Stuttering Frog","urn:lsid:biodiversity.org.au:afd.taxon:7e478d81-8ec8-49ae-a51f-b838bbe05c77","Myobatrachidae","Endangered","Endangered","Mixophyes balbus"
"Viola cleistogamoides","https://id.biodiversity.org.au/node/apni/2892487","Viola cleistogamoides","Violaceae",,"Hidden Violet","<a href=""https://id.biodiversity.org.au/node/apni/2892487"">https://id.biodiversity.org.au/node/apni/2892487</a>","Violaceae","Endangered","Endangered","Viola cleistogamoides"
"Monotoca rotundifolia","https://id.biodiversity.org.au/node/apni/2904879","Monotoca rotundifolia","Ericaceae",,"Trailing Monotoca","<a href=""https://id.biodiversity.org.au/node/apni/2904879"">https://id.biodiversity.org.au/node/apni/2904879</a>","Ericaceae","Endangered","Endangered","Monotoca rotundifolia"
"Olearia oliganthema","https://id.biodiversity.org.au/node/apni/2919955","Olearia oliganthema","Asteraceae",,"Olearia oliganthema","<a href=""https://id.biodiversity.org.au/node/apni/2919955"">https://id.biodiversity.org.au/node/apni/2919955</a>","Asteraceae","Presumed Extinct","Presumed Extinct","Olearia oliganthema"
"Typhonium sp. aff. brownii","ALA_Typhonium_sp_aff_brownii","Typhonium sp. aff. brownii",,,"Stinky Lily","ALA_Typhonium_sp_aff_brownii",,"Endangered","Endangered","Typhonium sp. aff. brownii"
"Pterostylis despectans","https://id.biodiversity.org.au/node/apni/2901078","Pterostylis despectans","Orchidaceae",,"Pterostylis despectans","<a href=""https://id.biodiversity.org.au/node/apni/2901078"">https://id.biodiversity.org.au/node/apni/2901078</a>","Orchidaceae","Critically Endangered","Critically Endangered","Pterostylis despectans"
"Stenopetalum velutinum","https://id.biodiversity.org.au/node/apni/2903149","Stenopetalum velutinum","Brassicaceae",,"Velvet Thread-petal","<a href=""https://id.biodiversity.org.au/node/apni/2903149"">https://id.biodiversity.org.au/node/apni/2903149</a>","Brassicaceae","Presumed Extinct","Presumed Extinct","Stenopetalum velutinum"
"Eucalyptus camfieldii","https://id.biodiversity.org.au/node/apni/2886929","Eucalyptus camfieldii","Myrtaceae",,"Camfield's Stringybark","<a href=""https://id.biodiversity.org.au/node/apni/2886929"">https://id.biodiversity.org.au/node/apni/2886929</a>","Myrtaceae","Vulnerable","Vulnerable","Eucalyptus camfieldii"
"Eucalyptus mckieana","https://id.biodiversity.org.au/node/apni/2902415","Eucalyptus mckieana","Myrtaceae",,"McKie's Stringybark","<a href=""https://id.biodiversity.org.au/node/apni/2902415"">https://id.biodiversity.org.au/node/apni/2902415</a>","Myrtaceae","Vulnerable","Vulnerable","Eucalyptus mckieana"
"Convolvulus tedmoorei","https://id.biodiversity.org.au/node/apni/2897683","Convolvulus tedmoorei","Convolvulaceae",,"Bindweed","<a href=""https://id.biodiversity.org.au/node/apni/2897683"">https://id.biodiversity.org.au/node/apni/2897683</a>","Convolvulaceae","Endangered","Endangered","Convolvulus tedmoorei"
"Platyzoma microphyllum","https://id.biodiversity.org.au/node/apni/2916514","Platyzoma microphyllum","Pteridaceae",,"Braid Fern","<a href=""https://id.biodiversity.org.au/node/apni/2916514"">https://id.biodiversity.org.au/node/apni/2916514</a>","Pteridaceae","Endangered","Endangered","Platyzoma microphyllum"
"Indigofera longibractea","https://id.biodiversity.org.au/node/apni/2905544","Indigofera longibractea","Fabaceae",,"Showy Indigo","<a href=""https://id.biodiversity.org.au/node/apni/2905544"">https://id.biodiversity.org.au/node/apni/2905544</a>","Fabaceae","Endangered","Endangered","Indigofera longibractea"
"Irenepharsus trypherus","https://id.biodiversity.org.au/node/apni/2888844","Irenepharsus trypherus","Brassicaceae",,"Illawarra Irene","<a href=""https://id.biodiversity.org.au/node/apni/2888844"">https://id.biodiversity.org.au/node/apni/2888844</a>","Brassicaceae","Endangered","Endangered","Irenepharsus trypherus"
"Gentiana wissmannii","https://id.biodiversity.org.au/node/apni/2918070","Gentiana wissmannii","Gentianaceae",,"New England Gentian","<a href=""https://id.biodiversity.org.au/node/apni/2918070"">https://id.biodiversity.org.au/node/apni/2918070</a>","Gentianaceae","Vulnerable","Vulnerable","Gentiana wissmannii"
"Knoxia sumatrensis","https://id.biodiversity.org.au/node/apni/2912344","Knoxia sumatrensis","Rubiaceae",,"Knoxia sumatrensis","<a href=""https://id.biodiversity.org.au/node/apni/2912344"">https://id.biodiversity.org.au/node/apni/2912344</a>","Rubiaceae","Presumed Extinct","Presumed Extinct","Knoxia sumatrensis"
"Diomedea antipodensis","urn:lsid:biodiversity.org.au:afd.taxon:59caa482-04fe-4d0f-a025-c3016f5ef1da","Diomedea antipodensis","Diomedeidae",,"Antipodean Albatross","urn:lsid:biodiversity.org.au:afd.taxon:59caa482-04fe-4d0f-a025-c3016f5ef1da","Diomedeidae","Vulnerable","Vulnerable","Diomedea antipodensis"
"Perameles bougainville fasciata","urn:lsid:biodiversity.org.au:afd.taxon:65624ac7-c99e-4db7-b210-9a67e7ba9d60","Perameles bougainville fasciata","Peramelidae",,"Western Barred Bandicoot (mainland)","urn:lsid:biodiversity.org.au:afd.taxon:65624ac7-c99e-4db7-b210-9a67e7ba9d60","Peramelidae","Presumed Extinct","Presumed Extinct","Perameles bougainville fasciata"
"Grevillea hilliana","https://id.biodiversity.org.au/node/apni/2905899","Grevillea hilliana","Proteaceae",,"White Yiel Yiel","<a href=""https://id.biodiversity.org.au/node/apni/2905899"">https://id.biodiversity.org.au/node/apni/2905899</a>","Proteaceae","Endangered","Endangered","Grevillea hilliana"
"Daphoenositta (Neositta) chrysoptera","urn:lsid:biodiversity.org.au:afd.taxon:559a6440-62db-463a-87ae-7db8a1e9e0b1","Daphoenositta (Neositta) chrysoptera","Neosittidae",,"Varied Sittella","urn:lsid:biodiversity.org.au:afd.taxon:559a6440-62db-463a-87ae-7db8a1e9e0b1","Neosittidae","Vulnerable","Vulnerable","Daphoenositta chrysoptera"
"Acacia rivalis","https://id.biodiversity.org.au/node/apni/2914035","Acacia rivalis","Fabaceae",,"Creek Wattle","<a href=""https://id.biodiversity.org.au/node/apni/2914035"">https://id.biodiversity.org.au/node/apni/2914035</a>","Fabaceae","Endangered","Endangered","Acacia rivalis"
"Caesalpinia bonduc","https://id.biodiversity.org.au/node/apni/2915451","Caesalpinia bonduc","Fabaceae",,"Knicker Nut","<a href=""https://id.biodiversity.org.au/node/apni/2915451"">https://id.biodiversity.org.au/node/apni/2915451</a>","Fabaceae","Endangered","Endangered","Caesalpinia bonduc"
"Hygrocybe collucera","ef270701-4775-4c79-8ef9-4e29626c7e51","Hygrocybe collucera","Hygrophoraceae",,"Hygrocybe collucera","ef270701-4775-4c79-8ef9-4e29626c7e51","Hygrophoraceae","Endangered","Endangered","Hygrocybe collucera"
"Certhionyx (Certhionyx) variegatus","urn:lsid:biodiversity.org.au:afd.taxon:7abda1a4-35a4-4504-a35d-94e9ccce94b9","Certhionyx (Certhionyx) variegatus","Meliphagidae",,"Pied Honeyeater","urn:lsid:biodiversity.org.au:afd.taxon:7abda1a4-35a4-4504-a35d-94e9ccce94b9","Meliphagidae","Vulnerable","Vulnerable","Certhionyx variegatus"
"Eucalyptus saxatilis","https://id.biodiversity.org.au/node/apni/2888096","Eucalyptus saxatilis","Myrtaceae",,"Suggan Buggan Mallee","<a href=""https://id.biodiversity.org.au/node/apni/2888096"">https://id.biodiversity.org.au/node/apni/2888096</a>","Myrtaceae","Endangered","Endangered","Eucalyptus saxatilis"
"Aspidites ramsayi","urn:lsid:biodiversity.org.au:afd.taxon:7066fe38-8828-485b-b553-e4f97b2e4271","Aspidites ramsayi","Pythonidae",,"Woma","urn:lsid:biodiversity.org.au:afd.taxon:7066fe38-8828-485b-b553-e4f97b2e4271","Pythonidae","Vulnerable","Vulnerable","Aspidites ramsayi"
"Isoodon auratus auratus","urn:lsid:biodiversity.org.au:afd.taxon:cd7a66e0-097c-408c-8195-3efe622f4887","Isoodon auratus auratus","Peramelidae",,"Golden Bandicoot (mainland)","urn:lsid:biodiversity.org.au:afd.taxon:cd7a66e0-097c-408c-8195-3efe622f4887","Peramelidae","Presumed Extinct","Presumed Extinct","Isoodon auratus auratus"
"Rhipidura (Rhipidura) fuliginosa cervina","urn:lsid:biodiversity.org.au:afd.taxon:d0b80db0-8c77-4f23-9a8f-eabb8babeb65","Rhipidura (Rhipidura) fuliginosa cervina","Rhipiduridae",,"New Zealand Fantail (Lord Howe Is. subsp.)","urn:lsid:biodiversity.org.au:afd.taxon:d0b80db0-8c77-4f23-9a8f-eabb8babeb65","Rhipiduridae","Presumed Extinct","Presumed Extinct","Rhipidura fuliginosa cervina"
"Atriplex sturtii","https://id.biodiversity.org.au/node/apni/2921213","Atriplex sturtii","Chenopodiaceae",,"A saltbush","<a href=""https://id.biodiversity.org.au/node/apni/2921213"">https://id.biodiversity.org.au/node/apni/2921213</a>","Chenopodiaceae","Endangered","Endangered","Atriplex sturtii"
"Porphyrio (Notornis) albus","urn:lsid:biodiversity.org.au:afd.taxon:1c2c7c14-88c6-43c6-9a85-8043cc4c6f6a","Porphyrio (Notornis) albus","Rallidae",,"White Gallinule","urn:lsid:biodiversity.org.au:afd.taxon:1c2c7c14-88c6-43c6-9a85-8043cc4c6f6a","Rallidae","Presumed Extinct","Presumed Extinct","Porphyrio albus"
"Plectranthus alloplectus","https://id.biodiversity.org.au/node/apni/2893983","Plectranthus alloplectus","Lamiaceae",,"Narrow-leaved Plectranthus","<a href=""https://id.biodiversity.org.au/node/apni/2893983"">https://id.biodiversity.org.au/node/apni/2893983</a>","Lamiaceae","Endangered","Endangered","Plectranthus alloplectus"
"Epacris purpurascens var. purpurascens","https://id.biodiversity.org.au/node/apni/2908286","Epacris purpurascens var. purpurascens","Ericaceae",,"Epacris purpurascens var. purpurascens","<a href=""https://id.biodiversity.org.au/node/apni/2908286"">https://id.biodiversity.org.au/node/apni/2908286</a>","Ericaceae","Vulnerable","Vulnerable","Epacris purpurascens var. purpurascens"
"Angophora inopina","https://id.biodiversity.org.au/taxon/apni/51258113","Angophora inopina","Myrtaceae",,"Charmhaven Apple","<a href=""https://id.biodiversity.org.au/taxon/apni/51258113"">https://id.biodiversity.org.au/taxon/apni/51258113</a>","Myrtaceae","Vulnerable","Vulnerable","Angophora inopina"
"Manorina (Myzantha) melanotis","urn:lsid:biodiversity.org.au:afd.taxon:dc581556-b752-4b63-ad01-8ac51629f114","Manorina (Myzantha) melanotis","Meliphagidae",,"Black-eared Miner","urn:lsid:biodiversity.org.au:afd.taxon:dc581556-b752-4b63-ad01-8ac51629f114","Meliphagidae","Critically Endangered","Critically Endangered","Manorina melanotis"
"Epthianura (Epthianura) albifrons","urn:lsid:biodiversity.org.au:afd.taxon:897586dc-cade-4f83-86c4-fddaf357d256","Epthianura (Epthianura) albifrons","Meliphagidae",,"White-fronted Chat","urn:lsid:biodiversity.org.au:afd.taxon:897586dc-cade-4f83-86c4-fddaf357d256","Meliphagidae","Vulnerable","Vulnerable","Epthianura albifrons"
"Ninox (Ninox) novaeseelandiae albaria","urn:lsid:biodiversity.org.au:afd.taxon:d7573881-771d-415e-810e-3df24e9075ca","Ninox (Ninox) novaeseelandiae albaria","Strigidae",,"Southern Boobook (Lord Howe Is. subsp.)","urn:lsid:biodiversity.org.au:afd.taxon:d7573881-771d-415e-810e-3df24e9075ca","Strigidae","Presumed Extinct","Presumed Extinct","Ninox novaeseelandiae albaria"
"Eleocharis obicis","https://id.biodiversity.org.au/node/apni/2918402","Eleocharis obicis","Cyperaceae",,"Spike-Rush","<a href=""https://id.biodiversity.org.au/node/apni/2918402"">https://id.biodiversity.org.au/node/apni/2918402</a>","Cyperaceae","Vulnerable","Vulnerable","Eleocharis obicis"
