id,name,commonName,scientificName,lsid,dataResourceUid,kvpValues,W A Taxon Id,status,sourceStatus,W A Status,W A Rank,E P B C Status,E P B C Desc,sensitivityZoneId,county,municipality,verbatimLocality,vernacular name,class,taxonRemarks
4036960,Banksia ionthocarpa subsp. chrysophoenix,,Banksia ionthocarpa subsp. chrysophoenix,https://id.biodiversity.org.au/node/apni/2916621,dr2201,"[{'key': 'W A Taxon Id', 'value': '32219.0'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'CR'}, {'key': 'E P B C Status', 'value': 'EN'}, {'key': 'E P B C Desc', 'value': 'Endangered'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'WHTB'}, {'key': 'municipality', 'value': 'GREAT SOUTHERN'}, {'key': 'verbatimLocality', 'value': 'Pingelly'}]",32219.0,Critically Endangered,Critically Endangered,T,CR,EN,Endangered,WA,WHTB,GREAT SOUTHERN,Pingelly,,,
4036807,Pityrodia scabra subsp. scabra,,Pityrodia scabra subsp. scabra,ALA_DR656_1445,dr2201,"[{'key': 'W A Taxon Id', 'value': '42560.0'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'CR'}, {'key': 'E P B C Status', 'value': 'EN'}, {'key': 'E P B C Desc', 'value': 'Endangered'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'WHTB'}, {'key': 'municipality', 'value': 'CENTRAL WHEATBELT'}, {'key': 'verbatimLocality', 'value': 'Cowcowing'}]",42560.0,Critically Endangered,Critically Endangered,T,CR,EN,Endangered,WA,WHTB,CENTRAL WHEATBELT,Cowcowing,,,
4038321,Acacia volubilis,Tangle Wattle,Acacia volubilis,https://id.biodiversity.org.au/node/apni/2905924,dr2201,"[{'key': 'W A Taxon Id', 'value': '3597.0'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'CR'}, {'key': 'E P B C Status', 'value': 'EN'}, {'key': 'E P B C Desc', 'value': 'Endangered'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'WHTB'}, {'key': 'municipality', 'value': 'CENTRAL WHEATBELT'}, {'key': 'verbatimLocality', 'value': 'Cunderdin'}]",3597.0,Critically Endangered,Critically Endangered,T,CR,EN,Endangered,WA,WHTB,CENTRAL WHEATBELT,Cunderdin,,,
4037560,Cyphanthera odgersii subsp. occidentalis,,Cyphanthera odgersii subsp. occidentalis,https://id.biodiversity.org.au/node/apni/2897044,dr2201,"[{'key': 'W A Taxon Id', 'value': '11751.0'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'CR'}, {'key': 'E P B C Status', 'value': 'EN'}, {'key': 'E P B C Desc', 'value': 'Endangered'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'WHTB'}, {'key': 'municipality', 'value': 'CENTRAL WHEATBELT'}, {'key': 'verbatimLocality', 'value': 'Cowcowing'}]",11751.0,Critically Endangered,Critically Endangered,T,CR,EN,Endangered,WA,WHTB,CENTRAL WHEATBELT,Cowcowing,,,
4037341,Daviesia cunderdin,Cunderdin Daviesia,Daviesia cunderdin,https://id.biodiversity.org.au/node/apni/2905232,dr2201,"[{'key': 'W A Taxon Id', 'value': '16988.0'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'CR'}, {'key': 'E P B C Status', 'value': 'EN'}, {'key': 'E P B C Desc', 'value': 'Endangered'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'WHTB'}, {'key': 'municipality', 'value': 'CENTRAL WHEATBELT'}, {'key': 'verbatimLocality', 'value': 'Cunderdin'}]",16988.0,Critically Endangered,Critically Endangered,T,CR,EN,Endangered,WA,WHTB,CENTRAL WHEATBELT,Cunderdin,,,
4037246,Tetratheca deltoidea,Granite Tetratheca,Tetratheca deltoidea,https://id.biodiversity.org.au/node/apni/2901540,dr2201,"[{'key': 'W A Taxon Id', 'value': '4529.0'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'CR'}, {'key': 'E P B C Status', 'value': 'EN'}, {'key': 'E P B C Desc', 'value': 'Endangered'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'WHTB'}, {'key': 'municipality', 'value': 'CENTRAL WHEATBELT'}, {'key': 'verbatimLocality', 'value': 'Mt Caroline'}]",4529.0,Critically Endangered,Critically Endangered,T,CR,EN,Endangered,WA,WHTB,CENTRAL WHEATBELT,Mt Caroline,,,
4039496,Grevillea dryandroides subsp. dryandroides,,Grevillea dryandroides subsp. dryandroides,https://id.biodiversity.org.au/node/apni/2886743,dr2201,"[{'key': 'W A Taxon Id', 'value': '14411.0'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'CR'}, {'key': 'E P B C Status', 'value': 'EN'}, {'key': 'E P B C Desc', 'value': 'Endangered'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'WHTB'}, {'key': 'municipality', 'value': 'CENTRAL WHEATBELT'}, {'key': 'verbatimLocality', 'value': 'Ballidu'}]",14411.0,Critically Endangered,Critically Endangered,T,CR,EN,Endangered,WA,WHTB,CENTRAL WHEATBELT,Ballidu,,,
4036428,Acacia pharangites,Wongan Gully Wattle,Acacia pharangites,https://id.biodiversity.org.au/node/apni/2918682,dr2201,"[{'key': 'W A Taxon Id', 'value': '3487.0'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'CR'}, {'key': 'E P B C Status', 'value': 'EN'}, {'key': 'E P B C Desc', 'value': 'Endangered'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'WHTB'}, {'key': 'municipality', 'value': 'CENTRAL WHEATBELT'}, {'key': 'verbatimLocality', 'value': 'Wongan Hills'}]",3487.0,Critically Endangered,Critically Endangered,T,CR,EN,Endangered,WA,WHTB,CENTRAL WHEATBELT,Wongan Hills,,,
4037481,Adenanthos pungens subsp. effusus,Spiky Adenanthos,Adenanthos pungens subsp. effusus,https://id.biodiversity.org.au/node/apni/2912273,dr2201,"[{'key': 'W A Taxon Id', 'value': '11593.0'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'CR'}, {'key': 'E P B C Status', 'value': 'EN'}, {'key': 'E P B C Desc', 'value': 'Endangered'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'WHTB'}, {'key': 'municipality', 'value': 'GREAT SOUTHERN'}, {'key': 'verbatimLocality', 'value': 'Marribank, Tambellup'}]",11593.0,Critically Endangered,Critically Endangered,T,CR,EN,Endangered,WA,WHTB,GREAT SOUTHERN,"Marribank, Tambellup",,,
4038591,Daviesia euphorbioides,Wongan Cactus,Daviesia euphorbioides,https://id.biodiversity.org.au/node/apni/2918417,dr2201,"[{'key': 'W A Taxon Id', 'value': '3810.0'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'CR'}, {'key': 'E P B C Status', 'value': 'EN'}, {'key': 'E P B C Desc', 'value': 'Endangered'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'WHTB'}, {'key': 'municipality', 'value': 'CENTRAL WHEATBELT'}, {'key': 'verbatimLocality', 'value': 'Cadoux-Wongan Hills'}]",3810.0,Critically Endangered,Critically Endangered,T,CR,EN,Endangered,WA,WHTB,CENTRAL WHEATBELT,Cadoux-Wongan Hills,,,
4038999,Gastrolobium glaucum,Spike Poison,Gastrolobium glaucum,https://id.biodiversity.org.au/node/apni/2889973,dr2201,"[{'key': 'W A Taxon Id', 'value': '3902.0'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'CR'}, {'key': 'E P B C Status', 'value': 'EN'}, {'key': 'E P B C Desc', 'value': 'Endangered'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'WHTB'}, {'key': 'municipality', 'value': 'CENTRAL WHEATBELT'}, {'key': 'verbatimLocality', 'value': 'Wongan Hills'}]",3902.0,Critically Endangered,Critically Endangered,T,CR,EN,Endangered,WA,WHTB,CENTRAL WHEATBELT,Wongan Hills,,,
4037853,Eremophila subteretifolia,Lake King Eremophila,Eremophila subteretifolia,https://id.biodiversity.org.au/node/apni/2902071,dr2201,"[{'key': 'W A Taxon Id', 'value': '13642.0'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'CR'}, {'key': 'E P B C Status', 'value': 'EN'}, {'key': 'E P B C Desc', 'value': 'Endangered'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'WHTB'}, {'key': 'municipality', 'value': 'GREAT SOUTHERN'}, {'key': 'verbatimLocality', 'value': 'Lake Pallarup-Oldfield River, Lake Milarup'}]",13642.0,Critically Endangered,Critically Endangered,T,CR,EN,Endangered,WA,WHTB,GREAT SOUTHERN,"Lake Pallarup-Oldfield River, Lake Milarup",,,
4039145,Drakaea isolata,Lonely Hammer Orchid,Drakaea isolata,https://id.biodiversity.org.au/taxon/apni/51404659,dr2201,"[{'key': 'W A Taxon Id', 'value': '13828.0'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'CR'}, {'key': 'E P B C Status', 'value': 'EN'}, {'key': 'E P B C Desc', 'value': 'Endangered'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'WHTB'}, {'key': 'municipality', 'value': 'GREAT SOUTHERN'}, {'key': 'verbatimLocality', 'value': 'Lake Chinocup'}]",13828.0,Critically Endangered,Critically Endangered,T,CR,EN,Endangered,WA,WHTB,GREAT SOUTHERN,Lake Chinocup,,,
4037289,Acacia subflexuosa subsp. capillata,,Acacia subflexuosa subsp. capillata,https://id.biodiversity.org.au/node/apni/2904242,dr2201,"[{'key': 'W A Taxon Id', 'value': '14146.0'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'CR'}, {'key': 'E P B C Status', 'value': 'EN'}, {'key': 'E P B C Desc', 'value': 'Endangered'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'WHTB'}, {'key': 'municipality', 'value': 'CENTRAL WHEATBELT'}, {'key': 'verbatimLocality', 'value': 'S of Cunderdin'}]",14146.0,Critically Endangered,Critically Endangered,T,CR,EN,Endangered,WA,WHTB,CENTRAL WHEATBELT,S of Cunderdin,,,
4037723,Caladenia williamsiae,William's Spider Orchid,Caladenia williamsiae,https://id.biodiversity.org.au/taxon/apni/51399462,dr2201,"[{'key': 'W A Taxon Id', 'value': '19873.0'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'CR'}, {'key': 'E P B C Status', 'value': 'EN'}, {'key': 'E P B C Desc', 'value': 'Endangered'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'WHTB'}, {'key': 'municipality', 'value': 'GREAT SOUTHERN'}, {'key': 'verbatimLocality', 'value': 'Brookton'}]",19873.0,Critically Endangered,Critically Endangered,T,CR,EN,Endangered,WA,WHTB,GREAT SOUTHERN,Brookton,,,
4035606,Conostylis setigera subsp. dasys,,Conostylis setigera subsp. dasys,https://id.biodiversity.org.au/node/apni/2899869,dr2201,"[{'key': 'W A Taxon Id', 'value': '11363.0'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'CR'}, {'key': 'E P B C Status', 'value': 'CR'}, {'key': 'E P B C Desc', 'value': 'Critically Endangered'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'WHTB'}, {'key': 'municipality', 'value': 'GREAT SOUTHERN'}, {'key': 'verbatimLocality', 'value': 'Kojonup'}]",11363.0,Critically Endangered,Critically Endangered,T,CR,CR,Critically Endangered,WA,WHTB,GREAT SOUTHERN,Kojonup,,,
4035579,Gyrostemon reticulatus,Net-veined Gyrostemon,Gyrostemon reticulatus,https://id.biodiversity.org.au/node/apni/2915622,dr2201,"[{'key': 'W A Taxon Id', 'value': '2785.0'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'CR'}, {'key': 'E P B C Status', 'value': 'CR'}, {'key': 'E P B C Desc', 'value': 'Critically Endangered'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'WHTB'}, {'key': 'municipality', 'value': 'CENTRAL WHEATBELT'}, {'key': 'verbatimLocality', 'value': 'Wubin, Kalannie, Tardun, Perenjori'}]",2785.0,Critically Endangered,Critically Endangered,T,CR,CR,Critically Endangered,WA,WHTB,CENTRAL WHEATBELT,"Wubin, Kalannie, Tardun, Perenjori",,,
4038800,Stylidium applanatum,Flat-leaved Triggerplant,Stylidium applanatum,https://id.biodiversity.org.au/node/apni/2907496,dr2201,"[{'key': 'W A Taxon Id', 'value': '25803.0'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'CR'}, {'key': 'E P B C Status', 'value': 'CR'}, {'key': 'E P B C Desc', 'value': 'Critically Endangered'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'WHTB'}, {'key': 'municipality', 'value': 'GREAT SOUTHERN'}, {'key': 'verbatimLocality', 'value': 'Corrigin'}]",25803.0,Critically Endangered,Critically Endangered,T,CR,CR,Critically Endangered,WA,WHTB,GREAT SOUTHERN,Corrigin,,,
4039478,Acacia leptoneura,,Acacia leptoneura,https://id.biodiversity.org.au/node/apni/2909543,dr2201,"[{'key': 'W A Taxon Id', 'value': '3415.0'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'CR'}, {'key': 'E P B C Status', 'value': 'CR'}, {'key': 'E P B C Desc', 'value': 'Critically Endangered'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'WHTB'}, {'key': 'municipality', 'value': 'CENTRAL WHEATBELT'}, {'key': 'verbatimLocality', 'value': 'Dowerin'}]",3415.0,Critically Endangered,Critically Endangered,T,CR,CR,Critically Endangered,WA,WHTB,CENTRAL WHEATBELT,Dowerin,,,
4037247,Haloragis platycarpa,Broad-fruited Haloragis,Haloragis platycarpa,https://id.biodiversity.org.au/node/apni/2892833,dr2201,"[{'key': 'W A Taxon Id', 'value': '6177.0'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'CR'}, {'key': 'E P B C Status', 'value': 'CR'}, {'key': 'E P B C Desc', 'value': 'Critically Endangered'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'WHTB'}, {'key': 'municipality', 'value': 'CENTRAL WHEATBELT'}, {'key': 'verbatimLocality', 'value': 'Dalwallinu'}]",6177.0,Critically Endangered,Critically Endangered,T,CR,CR,Critically Endangered,WA,WHTB,CENTRAL WHEATBELT,Dalwallinu,,,
4036505,Conospermum galeatum,,Conospermum galeatum,https://id.biodiversity.org.au/node/apni/2893083,dr2201,"[{'key': 'W A Taxon Id', 'value': '14002.0'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'CR'}, {'key': 'E P B C Status', 'value': 'CR'}, {'key': 'E P B C Desc', 'value': 'Critically Endangered'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'WHTB'}, {'key': 'municipality', 'value': 'CENTRAL WHEATBELT'}, {'key': 'verbatimLocality', 'value': 'Kellerberrin, Yilgarn'}]",14002.0,Critically Endangered,Critically Endangered,T,CR,CR,Critically Endangered,WA,WHTB,CENTRAL WHEATBELT,"Kellerberrin, Yilgarn",,,
4035754,Caladenia luteola,Lemon Spider Orchid,Caladenia luteola,https://id.biodiversity.org.au/taxon/apni/51399179,dr2201,"[{'key': 'W A Taxon Id', 'value': '17864.0'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'CR'}, {'key': 'E P B C Status', 'value': 'CR'}, {'key': 'E P B C Desc', 'value': 'Critically Endangered'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'WHTB'}, {'key': 'municipality', 'value': 'GREAT SOUTHERN'}, {'key': 'verbatimLocality', 'value': 'Woodanilling'}]",17864.0,Critically Endangered,Critically Endangered,T,CR,CR,Critically Endangered,WA,WHTB,GREAT SOUTHERN,Woodanilling,,,
4035650,Lysiosepalum abollatum,Woolly Lysiosepalum,Lysiosepalum abollatum,https://id.biodiversity.org.au/node/apni/2896821,dr2201,"[{'key': 'W A Taxon Id', 'value': '17740.0'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'CR'}, {'key': 'E P B C Status', 'value': 'CR'}, {'key': 'E P B C Desc', 'value': 'Critically Endangered'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'WHTB'}, {'key': 'municipality', 'value': 'CENTRAL WHEATBELT'}, {'key': 'verbatimLocality', 'value': 'Wongan Hills'}]",17740.0,Critically Endangered,Critically Endangered,T,CR,CR,Critically Endangered,WA,WHTB,CENTRAL WHEATBELT,Wongan Hills,,,
4035655,Gastrolobium diabolophyllum,Bodallin Poison,Gastrolobium diabolophyllum,https://id.biodiversity.org.au/node/apni/2918947,dr2201,"[{'key': 'W A Taxon Id', 'value': '19113.0'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'CR'}, {'key': 'E P B C Status', 'value': 'CR'}, {'key': 'E P B C Desc', 'value': 'Critically Endangered'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'WHTB'}, {'key': 'municipality', 'value': 'CENTRAL WHEATBELT'}, {'key': 'verbatimLocality', 'value': 'Dulyalbin'}]",19113.0,Critically Endangered,Critically Endangered,T,CR,CR,Critically Endangered,WA,WHTB,CENTRAL WHEATBELT,Dulyalbin,,,
4037704,Acacia cochlocarpa subsp. velutinosa,,Acacia cochlocarpa subsp. velutinosa,https://id.biodiversity.org.au/node/apni/2914824,dr2201,"[{'key': 'W A Taxon Id', 'value': '14063.0'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'CR'}, {'key': 'E P B C Status', 'value': 'CR'}, {'key': 'E P B C Desc', 'value': 'Critically Endangered'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'WHTB'}, {'key': 'municipality', 'value': 'CENTRAL WHEATBELT'}, {'key': 'verbatimLocality', 'value': 'Manmanning, Wongan Hills, Cunderdin'}]",14063.0,Critically Endangered,Critically Endangered,T,CR,CR,Critically Endangered,WA,WHTB,CENTRAL WHEATBELT,"Manmanning, Wongan Hills, Cunderdin",,,
4038531,Caladenia melanema,Ballerina Orchid,Caladenia melanema,https://id.biodiversity.org.au/taxon/apni/51399195,dr2201,"[{'key': 'W A Taxon Id', 'value': '13861.0'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'CR'}, {'key': 'E P B C Status', 'value': 'CR'}, {'key': 'E P B C Desc', 'value': 'Critically Endangered'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'WHTB'}, {'key': 'municipality', 'value': 'GREAT SOUTHERN'}, {'key': 'verbatimLocality', 'value': 'Pingrup, Lake Altham'}]",13861.0,Critically Endangered,Critically Endangered,T,CR,CR,Critically Endangered,WA,WHTB,GREAT SOUTHERN,"Pingrup, Lake Altham",,,
4037334,Isopogon robustus,Robust Coneflower,Isopogon robustus,https://id.biodiversity.org.au/node/apni/2900097,dr2201,"[{'key': 'W A Taxon Id', 'value': '25898.0'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'CR'}, {'key': 'E P B C Status', 'value': 'CR'}, {'key': 'E P B C Desc', 'value': 'Critically Endangered'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'WHTB'}, {'key': 'municipality', 'value': 'CENTRAL WHEATBELT'}, {'key': 'verbatimLocality', 'value': 'Parker Range, Marvel Loch'}]",25898.0,Critically Endangered,Critically Endangered,T,CR,CR,Critically Endangered,WA,WHTB,CENTRAL WHEATBELT,"Parker Range, Marvel Loch",,,
4039472,Hemigenia ramosissima,Branched Hemigenia,Hemigenia ramosissima,https://id.biodiversity.org.au/node/apni/2915850,dr2201,"[{'key': 'W A Taxon Id', 'value': '6867.0'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'CR'}, {'key': 'E P B C Status', 'value': 'CR'}, {'key': 'E P B C Desc', 'value': 'Critically Endangered'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'WHTB'}, {'key': 'municipality', 'value': 'GREAT SOUTHERN'}, {'key': 'verbatimLocality', 'value': 'Beaufort River'}]",6867.0,Critically Endangered,Critically Endangered,T,CR,CR,Critically Endangered,WA,WHTB,GREAT SOUTHERN,Beaufort River,,,
4038180,Guichenotia seorsiflora,,Guichenotia seorsiflora,https://id.biodiversity.org.au/node/apni/2916835,dr2201,"[{'key': 'W A Taxon Id', 'value': '17289.0'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'CR'}, {'key': 'E P B C Status', 'value': 'CR'}, {'key': 'E P B C Desc', 'value': 'Critically Endangered'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'WHTB'}, {'key': 'municipality', 'value': 'GREAT SOUTHERN'}, {'key': 'verbatimLocality', 'value': 'Youndegin, Corrigin'}]",17289.0,Critically Endangered,Critically Endangered,T,CR,CR,Critically Endangered,WA,WHTB,GREAT SOUTHERN,"Youndegin, Corrigin",,,
4038512,Verticordia staminosa subsp. cylindracea var. erecta,,Verticordia staminosa subsp. cylindracea var. erecta,ALA_DR2201_4139,dr2201,"[{'key': 'W A Taxon Id', 'value': '12464.0'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'CR'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'WHTB'}, {'key': 'municipality', 'value': 'GREAT SOUTHERN'}, {'key': 'verbatimLocality', 'value': 'Newdegate'}]",12464.0,Critically Endangered,Critically Endangered,T,CR,,,WA,WHTB,GREAT SOUTHERN,Newdegate,,,
4035657,Lasiopetalum moullean,,Lasiopetalum moullean,https://id.biodiversity.org.au/name/apni/9342528,dr2201,"[{'key': 'W A Taxon Id', 'value': '48348.0'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}, {'key': 'W A Status', 'value': 'T'}, {'key': 'W A Rank', 'value': 'CR'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'WHTB'}, {'key': 'municipality', 'value': 'CENTRAL WHEATBELT'}, {'key': 'verbatimLocality', 'value': 'Mount Caroline N.R.'}]",48348.0,Critically Endangered,Critically Endangered,T,CR,,,WA,WHTB,CENTRAL WHEATBELT,Mount Caroline N.R.,,,
4036787,Ogyris subterrestris petrina,Arid Bronze Azure Butterfly,Ogyris subterrestris petrina,https://biodiversity.org.au/afd/taxa/1f26705f-4706-49ba-8d93-ecd46a637c79,dr2201,"[{'key': 'vernacular name', 'value': 'arid bronze azure butterfly'}, {'key': 'class', 'value': 'INVERTEBRATE'}, {'key': 'status', 'value': 'Critically Endangered'}, {'key': 'sourceStatus', 'value': 'Critically Endangered'}, {'key': 'sensitivityZoneId', 'value': 'WA'}, {'key': 'county', 'value': 'GOLD,WHTB,'}, {'key': 'taxonRemarks', 'value': 'Critically Endangered under the Biodiversity Conservation Act 2016 (Wildlife Conservation (Specially Protected Fauna) Notice 2018, schedule 1)'}]",,Critically Endangered,Critically Endangered,,,,,WA,"GOLD,WHTB,",,,arid bronze azure butterfly,INVERTEBRATE,"Critically Endangered under the Biodiversity Conservation Act 2016 (Wildlife Conservation (Specially Protected Fauna) Notice 2018, schedule 1)"
