,status_id,taxon_id,user_id,place_id,source_id,authority,status,url,description,geoprivacy,iucn,created_at,updated_at,place_name,place_display_name,taxon_id_y,taxonID,identifier,parentNameUsageID,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,modified,scientificName,taxonRank,references,preferred_common_name,is_active,current_synonymous_taxon_ids
924,264687,401461,3249428,7830,,Victoria Flora and Fauna Guarantee Act 1988,Critically Endangered,https://www.environment.vic.gov.au/conserving-threatened-species/threatened-list,,open,50,2022-06-08 10:21:32.878633,2022-06-08 10:21:32.878633,Victoria,"Victoria, AU",401461,https://www.inaturalist.org/taxa/401461,https://www.inaturalist.org/taxa/401461,https://www.inaturalist.org/taxa/764778,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Diphasium,scariosum,,2022-06-08T10:21:32Z,Diphasium scariosum,species,,,,
2928,265086,413471,3249428,7830,,Flora and Fauna Guarantee Act 1988,Endangered,https://www.environment.vic.gov.au/conserving-threatened-species/threatened-list,,open,40,2022-06-13 08:33:39.082635,2022-06-13 08:33:39.082635,Victoria,"Victoria, AU",413471,https://www.inaturalist.org/taxa/413471,https://www.inaturalist.org/taxa/413471,https://www.inaturalist.org/taxa/4943,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,garzetta,nigripes,2022-06-13T08:33:39Z,Egretta garzetta nigripes,subspecies,,,,
3354,265524,5003,3249428,7830,,Flora and Fauna Guarantee Act 1988,Endangered,https://www.environment.vic.gov.au/conserving-threatened-species/threatened-list,,open,40,2022-06-14 10:43:18.307866,2022-06-14 10:43:18.307866,Victoria,"Victoria, AU",5003,https://www.inaturalist.org/taxa/5003,https://www.inaturalist.org/taxa/5003,https://www.inaturalist.org/taxa/5002,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ixobrychus,flavicollis,,2022-06-14T10:43:18Z,Ixobrychus flavicollis,species,http://www.birdlife.org/datazone/speciesfactsheet.php?id=3763,,,
100,170286,505120,702203,7830,,FFG Threatened List,EN,https://www.environment.vic.gov.au/__data/assets/pdf_file/0031/536089/FFG-Threatened-List-June-2021-v2.pdf,,obscured,40,2021-07-30 02:20:38.575337,2021-07-30 02:20:38.575337,Victoria,"Victoria, AU",505120,https://www.inaturalist.org/taxa/505120,https://www.inaturalist.org/taxa/505120,https://www.inaturalist.org/taxa/83401,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Pterostylis,cucullata,,2021-08-08T07:59:59Z,Pterostylis cucullata,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/9722873,,,
2740,264906,517073,3249428,7830,,Victoria Flora and Fauna Guarantee Act 1988,Critically Endangered,https://www.environment.vic.gov.au/conserving-threatened-species/threatened-list,,obscured,50,2022-06-11 03:58:41.677434,2022-06-11 03:58:41.677434,Victoria,"Victoria, AU",517073,https://www.inaturalist.org/taxa/517073,https://www.inaturalist.org/taxa/517073,https://www.inaturalist.org/taxa/517030,Animalia,Chordata,Amphibia,Anura,Pelodryadidae,Ranoidea,booroolongensis,,2022-07-30T04:41:14Z,Ranoidea booroolongensis,species,http://research.amnh.org/vz/herpetology/amphibia/,,,
2814,264790,517107,3249428,7830,,Victoria Flora and Fauna Guarantee Act 1988,Vulnerable,https://www.environment.vic.gov.au/conserving-threatened-species/threatened-list,,obscured,30,2022-06-09 16:33:11.549865,2022-06-09 16:33:11.549865,Victoria,"Victoria, AU",517107,https://www.inaturalist.org/taxa/517107,https://www.inaturalist.org/taxa/517107,https://www.inaturalist.org/taxa/517030,Animalia,Chordata,Amphibia,Anura,Pelodryadidae,Ranoidea,raniformis,,2022-06-09T16:33:11Z,Ranoidea raniformis,species,http://research.amnh.org/vz/herpetology/amphibia/,,,
2741,264907,517110,3249428,7830,,Victoria Flora and Fauna Guarantee Act 1988,Critically Endangered,https://www.environment.vic.gov.au/conserving-threatened-species/threatened-list,,obscured,50,2022-06-11 04:12:44.817797,2022-06-11 04:12:44.817797,Victoria,"Victoria, AU",517110,https://www.inaturalist.org/taxa/517110,https://www.inaturalist.org/taxa/517110,https://www.inaturalist.org/taxa/517030,Animalia,Chordata,Amphibia,Anura,Pelodryadidae,Ranoidea,spenceri,,2022-07-30T04:40:22Z,Ranoidea spenceri,species,http://research.amnh.org/vz/herpetology/amphibia/,,,
2882,265117,525439,3249428,7830,,Flora and Fauna Guarantee Act 1988,Endangered,https://www.environment.vic.gov.au/conserving-threatened-species/threatened-list,,open,40,2022-06-13 10:21:37.169138,2022-06-13 10:21:37.169138,Victoria,"Victoria, AU",525439,https://www.inaturalist.org/taxa/525439,https://www.inaturalist.org/taxa/525439,https://www.inaturalist.org/taxa/144536,Animalia,Chordata,Aves,Charadriiformes,Laridae,Gelochelidon,nilotica,macrotarsa,2022-06-13T10:21:37Z,Gelochelidon nilotica macrotarsa,subspecies,http://www.birds.cornell.edu/clementschecklist/download/,,,
2998,265201,560655,3249428,7830,,Flora and Fauna Guarantee Act 1988,Endangered,https://www.environment.vic.gov.au/conserving-threatened-species/threatened-list,,open,40,2022-06-13 14:18:44.528607,2022-06-13 14:18:44.528607,Victoria,"Victoria, AU",560655,https://www.inaturalist.org/taxa/560655,https://www.inaturalist.org/taxa/560655,https://www.inaturalist.org/taxa/185921,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Marsdenia,australis,,2022-06-13T14:18:44Z,Marsdenia australis,species,http://eol.org/pages/5328855,,,
2719,265050,602378,3249428,7830,,Flora and Fauna Guarantee Act 1988,Endangered,https://www.environment.vic.gov.au/conserving-threatened-species/threatened-list,,open,40,2022-06-12 18:48:25.932983,2022-06-12 18:48:25.932983,Victoria,"Victoria, AU",602378,https://www.inaturalist.org/taxa/602378,https://www.inaturalist.org/taxa/602378,https://www.inaturalist.org/taxa/48704,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,canarius,,2022-06-12T18:48:25Z,Cortinarius canarius,species,http://nzfungi2.landcareresearch.co.nz/,,,
2982,265185,733329,3249428,7830,,Flora and Fauna Guarantee Act 1988,Endangered,https://www.environment.vic.gov.au/conserving-threatened-species/threatened-list,,open,40,2022-06-13 13:48:39.16588,2022-06-13 13:48:39.16588,Victoria,"Victoria, AU",,,,,,,,,,,,,,Leucopogon woodsii,,,Broom Beard-heath,False,[1399666]
2997,265199,768167,3249428,7830,,Flora and Fauna Guarantee Act 1988,Endangered,https://www.environment.vic.gov.au/conserving-threatened-species/threatened-list,,open,40,2022-06-13 14:04:00.606481,2022-06-13 14:04:00.606481,Victoria,"Victoria, AU",768167,https://www.inaturalist.org/taxa/768167,https://www.inaturalist.org/taxa/768167,https://www.inaturalist.org/taxa/55978,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Malva,preissiana,,2022-12-16T14:45:51Z,Malva preissiana,species,,,,
969,264693,78164,3249428,7830,,Victoria Flora and Fauna Guarantee Act 1988,Critically Endangered,https://www.environment.vic.gov.au/conserving-threatened-species/threatened-list,,open,50,2022-06-08 10:52:32.172505,2022-06-08 10:52:32.172505,Victoria,"Victoria, AU",78164,https://www.inaturalist.org/taxa/78164,https://www.inaturalist.org/taxa/78164,https://www.inaturalist.org/taxa/72249,Plantae,Tracheophyta,Liliopsida,Alismatales,Hydrocharitaceae,Najas,marina,,2022-06-08T10:52:31Z,Najas marina,species,,,,
2628,161880,790596,717122,6744,,Flora and Fauna Guarantee Act 1988,Poorly known,https://www.environment.vic.gov.au/__data/assets/pdf_file/0021/50448/Advisory-List-of-Rare-or-Threatened-Plants-in-Victoria-2014.pdf,,,5,2020-09-01 04:20:11.430055,2020-10-24 01:04:40.954585,Australia,Australia,790596,https://www.inaturalist.org/taxa/790596,https://www.inaturalist.org/taxa/790596,https://www.inaturalist.org/taxa/570168,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Spyridium,vexilliferum,latifolium,2020-09-01T04:20:11Z,Spyridium vexilliferum latifolium,variety,,,,
3113,265682,804794,3669610,7830,,Victoria Flora and Fauna Guarantee Act 1988,EN,https://www.environment.vic.gov.au/conserving-threatened-species/threatened-list,Listed as endangered under the synonym Corunastylis pumila,obscured,40,2022-06-25 04:29:00.892154,2022-06-25 04:29:00.892154,Victoria,"Victoria, AU",804794,https://www.inaturalist.org/taxa/804794,https://www.inaturalist.org/taxa/804794,https://www.inaturalist.org/taxa/378963,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Genoplesium,pumilum,,2022-06-25T04:29:00Z,Genoplesium pumilum,species,,,,
444,264628,964501,3249428,7830,,Victoria Flora and Fauna Guarantee Act 1988,Critically Endangered ,https://www.environment.vic.gov.au/conserving-threatened-species/threatened-list,,open,50,2022-06-07 12:11:19.308296,2022-06-07 12:11:19.308296,Victoria,"Victoria, AU",964501,https://www.inaturalist.org/taxa/964501,https://www.inaturalist.org/taxa/964501,https://www.inaturalist.org/taxa/1372663,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,omalophylla,,2022-06-07T12:11:19Z,Acacia omalophylla,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/598948,,,
