id,taxonid,taxonname,taxonstatus,authority,taxonurl,user_id,taxonID,kingdom,class,family,scientificName,vernacularName,scientificNameAuthorship,sourceStatus,Significant,status,Endemicity,EPBC Status
152621.0,829458.0,Dipodium stenocheilum,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,12791.0,Plantae,Equisetopsida,Orchidaceae,Dipodium stenocheilum,,O.Schwarz,SL,Y,Special least concern,Intranational,
152623.0,369238.0,Dendrobium mortii,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,,,,,,,,,,,,
152625.0,411311.0,Sarcochilus hartmannii,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,12710.0,Plantae,Equisetopsida,Orchidaceae,Sarcochilus hartmannii,,F.Muell.,V,Y,Vulnerable,Intranational,Vulnerable
152639.0,140477.0,Phalaenopsis,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=21268,708886.0,21268.0,Plantae,Equisetopsida,Orchidaceae,Phalaenopsis,,,C,N,Least concern,Unknown,
152627.0,505886.0,Myrmecodia platytyrea,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,19935.0,Plantae,Equisetopsida,Rubiaceae,Myrmecodia platytyrea,,Becc.,C,N,Least concern,Queensland Endemic,
152632.0,549968.0,Acianthus pusillus,LC,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,7931.0,Plantae,Equisetopsida,Orchidaceae,Acianthus pusillus,,D.L.Jones,SL,Y,Special least concern,Queensland Endemic,
152629.0,534390.0,Chiloglottis sylvestris,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,9260.0,Plantae,Equisetopsida,Orchidaceae,Chiloglottis sylvestris,,D.L.Jones & M.A.Clem.,SL,Y,Special least concern,Intranational,
152631.0,867578.0,Amblovenatum immersum,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,41350.0,Plantae,Equisetopsida,Thelypteridaceae,Amblovenatum immersum,,(Blume) Parris,CR,Y,Critically Endangered,Regional Endemic,
152615.0,541386.0,Diuris lanceolata,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,7944.0,Plantae,Equisetopsida,Orchidaceae,Diuris lanceolata,snake orchid,Lindl.,C,Y,Least concern,,Endangered
152599.0,901434.0,Pterostylis ziegeleri,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,,,,,,,,,,,,
152637.0,323899.0,Acianthus exsertus,LC,QLD DEHP,https://bie.ala.org.au/species/https://id.biodiversity.org.au/name/apni/73183,708886.0,14086.0,Plantae,Equisetopsida,Orchidaceae,Acianthus exsertus,,R.Br.,SL,Y,Special least concern,Intranational,
152636.0,320644.0,Acianthus caudatus,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,13477.0,Plantae,Equisetopsida,Orchidaceae,Acianthus caudatus,mayfly orchid,R.Br.,SL,Y,Special least concern,Intranational,
152626.0,369228.0,Nervilia plicata,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12786,708886.0,12786.0,Plantae,Equisetopsida,Orchidaceae,Nervilia plicata,,(Andrews) Schltr.,SL,Y,Special least concern,Queensland Endemic,
152638.0,365351.0,Hydriastele costata,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,29580.0,Plantae,Equisetopsida,Arecaceae,Hydriastele costata,,F.M.Bailey,V,Y,Vulnerable,Regional Endemic,Vulnerable
152640.0,365637.0,Livistona drudei,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,12780.0,Plantae,Equisetopsida,Arecaceae,Livistona drudei,Halifax fan palm,F.Muell.,V,Y,Vulnerable,Queensland Endemic,
152642.0,829509.0,Diuris parvipetala,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,10526.0,Plantae,Equisetopsida,Orchidaceae,Diuris parvipetala,,(Dockrill) D.L.Jones & M.A.Clem.,V,Y,Vulnerable,Queensland Endemic,
152643.0,24763.0,Cophixalus mcdonaldi,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,709.0,Animalia,Amphibia,Microhylidae,Cophixalus mcdonaldi,Mount Elliot nurseryfrog,"Zweifel, 1985",CR,Y,Critically Endangered,Queensland Endemic,Critically Endangered
152645.0,38241.0,Lerista allanae,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,161.0,Animalia,Reptilia,Scincidae,Lerista allanae,Allan's lerista,"(Longman, 1937)",E,Y,Endangered,Queensland Endemic,Endangered
152633.0,323925.0,Prasophyllum australe,Least concern,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=14287,708886.0,14287.0,Plantae,Equisetopsida,Orchidaceae,Prasophyllum australe,austral leek orchid,R.Br.,SL,Y,Special least concern,Intranational,
152647.0,411254.0,Cyrtostylis rotundifolia,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,,,,,,,,,,,,
152648.0,49144.0,Huperzia,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,8163.0,Plantae,Equisetopsida,Lycopodiaceae,Huperzia,,,,N,,Unknown,
152649.0,112174.0,Scaturiginichthys vermeilipinnis,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,18165.0,Animalia,Actinopterygii,Pseudomugilidae,Scaturiginichthys vermeilipinnis,redfin blue eye,"Ivantsoff, Unmack, Saeed & Crowley, 1991",E,Y,Endangered,Queensland Endemic,Endangered
152630.0,140708.0,Eulophia,Confidential,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=20704,708886.0,20704.0,Plantae,Equisetopsida,Orchidaceae,Eulophia,,,,N,,Not Endemic to Australia,
152653.0,321090.0,Caladenia carnea,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=13444,708886.0,13444.0,Plantae,Equisetopsida,Orchidaceae,Caladenia carnea,,R.Br.,SL,Y,Special least concern,Not Endemic to Australia,
152666.0,400292.0,Calochilus paludosus,LC,QLD DEHP,https://apps.des.qld.gov.au/species-search/details/?id=13288,708886.0,13288.0,Plantae,Equisetopsida,Orchidaceae,Calochilus paludosus,red beard orchid,R.Br.,SL,Y,Special least concern,Intranational,
152657.0,111060.0,Pseudomugil mellis,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,18166.0,Animalia,Actinopterygii,Pseudomugilidae,Pseudomugil mellis,honey blue eye,"Allen & Ivantsoff, 1982",E,Y,Endangered,Queensland Endemic,Vulnerable
152658.0,25290.0,Taudactylus eungellensis,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,653.0,Animalia,Amphibia,Myobatrachidae,Taudactylus eungellensis,Eungella dayfrog,"Liem & Hosmer, 1973",E,Y,Endangered,Queensland Endemic,Endangered
152660.0,400710.0,Chiloglottis formicifera,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,13324.0,Plantae,Equisetopsida,Orchidaceae,Chiloglottis formicifera,ant orchid,Fitzg.,,N,,,
152682.0,140918.0,Anoectochilus,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=20170,708886.0,20170.0,Plantae,Equisetopsida,Orchidaceae,Anoectochilus,,,C,N,Least concern,,
152677.0,369229.0,Nervilia,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/?class=&family=&kingdom=plants&species=Nervilia,708886.0,19406.0,Plantae,Equisetopsida,Orchidaceae,Nervilia,,,C,N,Least concern,Not Endemic to Australia,
152634.0,785158.0,Pterostylis chaetophora,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,6221.0,Plantae,Equisetopsida,Orchidaceae,Pterostylis chaetophora,,M.A.Clem. & D.L.Jones,E,Y,Endangered,Intranational,
152668.0,100635.0,Euastacus jagara,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,33594.0,Animalia,Malacostraca,Parastacidae,Euastacus jagara,Jagara hairy crayfish,"Morgan, 1988",CR,Y,Critically Endangered,Queensland Endemic,
152669.0,136038.0,Cycas silvestris,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,8384.0,Plantae,Equisetopsida,Cycadaceae,Cycas silvestris,,K.D.Hill,V,Y,Vulnerable,Queensland Endemic,Vulnerable
152667.0,140971.0,Bryobium eriaeoides,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=35688,708886.0,35688.0,Plantae,Equisetopsida,Orchidaceae,Bryobium eriaeoides,,(F.M.Bailey) M.A.Clem. & D.L.Jones,SL,Y,Special least concern,Queensland Endemic,
152664.0,654262.0,Pinalia kingii,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=36405,708886.0,,,,,,,,,,,,
152675.0,884082.0,Dendrobium lineale,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,37194.0,Plantae,Equisetopsida,Orchidaceae,Dendrobium lineale,,Rolfe,,,,,
152678.0,364634.0,Calamus warburgii,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,12823.0,Plantae,Equisetopsida,Arecaceae,Calamus warburgii,,K.Schum.,V,Y,Vulnerable,Regional Endemic,
152673.0,850704.0,Pholidota imbricata,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12725,708886.0,12725.0,Plantae,Equisetopsida,Orchidaceae,Pholidota imbricata,,Hook.,SL,Y,Special least concern,Regional Endemic,
152680.0,39648.0,Elusor macrurus,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,56.0,Animalia,Reptilia,Chelidae,Elusor macrurus,Mary River turtle,"Cann & Legler, 1994",E,Y,Endangered,Queensland Endemic,Endangered
152683.0,558286.0,Hetaeria oblongifolia,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,12819.0,Plantae,Equisetopsida,Orchidaceae,Hetaeria oblongifolia,,Blume,SL,Y,Special least concern,Regional Endemic,
152684.0,411312.0,Sarcochilus spathulatus,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,8223.0,Plantae,Equisetopsida,Orchidaceae,Sarcochilus spathulatus,,R.S.Rogers,SL,Y,Special least concern,Intranational,
152685.0,369276.0,Saccolabiopsis armitii,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,12707.0,Plantae,Equisetopsida,Orchidaceae,Saccolabiopsis armitii,,(F.Muell.) Dockrill,SL,Y,Special least concern,Queensland Endemic,
152686.0,882410.0,Dendrobium finniganense,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,7938.0,Plantae,Equisetopsida,Orchidaceae,Dendrobium finniganense,,D.L.Jones,SL,Y,Special least concern,Queensland Endemic,
152670.0,273528.0,Corymborkis,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=20500,708886.0,20500.0,Plantae,Equisetopsida,Orchidaceae,Corymborkis,,,C,N,Least concern,Unknown,
152665.0,84849.0,Peristylus,Confidential,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=21253,708886.0,21253.0,Plantae,Equisetopsida,Orchidaceae,Peristylus,,,,N,,,
152661.0,142178.0,Bromheadia,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=20317,708886.0,20317.0,Plantae,Equisetopsida,Orchidaceae,Bromheadia,,,C,N,Least concern,Unknown,
152654.0,140333.0,Vanda hindsii,Vulnerable,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12680,708886.0,12680.0,Plantae,Equisetopsida,Orchidaceae,Vanda hindsii,Cape York vanda,Lindl.,V,Y,Vulnerable,Regional Endemic,Vulnerable
152715.0,143357.0,Glossodia minor,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=13203,708886.0,13203.0,Plantae,Equisetopsida,Orchidaceae,Glossodia minor,small wax lip orchid,R.Br.,SL,Y,Special least concern,Intranational,
152688.0,517068.0,Ranoidea andiirrmalin,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,,,,,,,,,,,,
152689.0,369416.0,Liparis habenarina,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,,,,,,,,,,,,
152690.0,485205.0,Bulbophyllum longiflorum,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,12872.0,Plantae,Equisetopsida,Orchidaceae,Bulbophyllum longiflorum,,Thouars,V,Y,Vulnerable,Regional Endemic,Vulnerable
152699.0,140474.0,Prasophyllum,Confidential,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=12688,708886.0,12688.0,Plantae,Equisetopsida,Orchidaceae,Prasophyllum,,,,N,,Unknown,
152694.0,426627.0,Schoenorchis micrantha,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,8463.0,Plantae,Equisetopsida,Orchidaceae,Schoenorchis micrantha,,Reinw. ex Blume,SL,Y,Special least concern,Regional Endemic,
152687.0,83400.0,Pterostylis curta,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12701,708886.0,12701.0,Plantae,Equisetopsida,Orchidaceae,Pterostylis curta,blunt greenhood,R.Br.,SL,Y,Special least concern,Intranational,
152701.0,557264.0,Pterostylis fischii,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,8892.0,Plantae,Equisetopsida,Orchidaceae,Pterostylis fischii,,Nicholls,SL,Y,Special least concern,Intranational,
152702.0,337632.0,Danhatchia australis,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,36407.0,Plantae,Equisetopsida,Orchidaceae,Danhatchia australis,,(Hatch) Garay & Christenson,SL,Y,Special least concern,Queensland Endemic,
152700.0,136282.0,Bowenia spectabilis,LC,QLD DEHP,https://apps.des.qld.gov.au/species-search/details/?id=17846,708886.0,17846.0,Plantae,Equisetopsida,Zamiaceae,Bowenia spectabilis,,Hook. ex Hook.f.,SL,Y,Special least concern,Queensland Endemic,
152704.0,365639.0,Livistona concinna,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,26863.0,Plantae,Equisetopsida,Arecaceae,Livistona concinna,,Dowe & Barfod,NT,Y,Near Threatened,Queensland Endemic,
152705.0,158801.0,Asplenium unilaterale,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,,,,,,,,,,,,
152706.0,37279.0,Calyptotis thorntonensis,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,,,,,,,,,,,,
152707.0,505887.0,Hydnophytum ferrugineum,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,27448.0,Plantae,Equisetopsida,Rubiaceae,Hydnophytum ferrugineum,,P.I.Forst.,V,Y,Vulnerable,Queensland Endemic,
152693.0,827777.0,Aphyllorchis queenslandica,Near threatened,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12863,708886.0,12863.0,Plantae,Equisetopsida,Orchidaceae,Aphyllorchis queenslandica,,Dockrill,NT,Y,Near Threatened,Queensland Endemic,
152709.0,829478.0,Diuris curta,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,34632.0,Plantae,Equisetopsida,Orchidaceae,Diuris curta,,D.L.Jones,E,Y,Endangered,Intranational,
152711.0,32131.0,Aspidites ramsayi,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,541.0,Animalia,Reptilia,Boidae,Aspidites ramsayi,woma,"(Macleay, 1882)",NT,Y,Near Threatened,Intranational,
152712.0,137524.0,Lastreopsis silvestris,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,13855.0,Plantae,Equisetopsida,Dryopteridaceae,Lastreopsis silvestris,,D.A.Sm. ex Tindale,V,Y,Vulnerable,Intranational,
152708.0,882408.0,Dendrobium adae,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=17448,708886.0,17448.0,Plantae,Equisetopsida,Orchidaceae,Dendrobium adae,,F.M.Bailey,SL,Y,Special least concern,Intranational,
152718.0,55664.0,Orthoceras strictum,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12790,708886.0,12790.0,Plantae,Equisetopsida,Orchidaceae,Orthoceras strictum,horned orchid,R.Br.,SL,Y,Special least concern,Intranational,
152714.0,369225.0,Plectorrhiza brevilabris,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12734,708886.0,12734.0,Plantae,Equisetopsida,Orchidaceae,Plectorrhiza brevilabris,,(F.Muell.) Dockrill,SL,Y,Special least concern,Queensland Endemic,
152719.0,72929.0,Hylacola pyrrhopygia,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,1399.0,Animalia,Aves,Acanthizidae,Hylacola pyrrhopygia,chestnut-rumped heathwren,"(Vigors & Horsfield, 1827)",C,N,Least concern,Intranational,
152720.0,73180.0,Pezoporus occidentalis,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,1133.0,Animalia,Aves,Psittacidae,Pezoporus occidentalis,night parrot,"Gould, 1861",E,Y,Endangered,Intranational,Endangered
152745.0,884080.0,Dendrobium smillieae,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12840,708886.0,12840.0,Plantae,Equisetopsida,Orchidaceae,Dendrobium smillieae,,F.Muell.,SL,Y,Special least concern,Regional Endemic,
152727.0,712238.0,Thrixspermum platystachys,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12678,708886.0,12678.0,Plantae,Equisetopsida,Orchidaceae,Thrixspermum platystachys,,(F.M.Bailey) Schltr.,SL,Y,Special least concern,Queensland Endemic,
152726.0,803632.0,Thelymitra longiloba,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,25956.0,Plantae,Equisetopsida,Orchidaceae,Thelymitra longiloba,,D.L.Jones & M.A.Clem.,,N,,,
152750.0,506573.0,Dendrobium pugioniforme,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=5799,708886.0,,,,,,,,,,,,
152729.0,326164.0,Thelypteris confluens,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,16042.0,Plantae,Equisetopsida,Thelypteridaceae,Thelypteris confluens,,(Thunb.) C.V.Morton,V,Y,Vulnerable,Not Endemic to Australia,
152730.0,510016.0,Thelymitra carnea,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,12677.0,Plantae,Equisetopsida,Orchidaceae,Thelymitra carnea,,R.Br.,SL,Y,Special least concern,Intranational,
152731.0,431132.0,Hydnophytum moseleyanum,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,18900.0,Plantae,Equisetopsida,Rubiaceae,Hydnophytum moseleyanum,,Becc.,SL,Y,Special least concern,Regional Endemic,
152734.0,402570.0,Phlegmariurus varius,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,34771.0,Plantae,Equisetopsida,Lycopodiaceae,Phlegmariurus varius,,(R.Br.) A.R.Field & Bostock,V,Y,Vulnerable,Not Endemic to Australia,
152733.0,803047.0,Microtis rara,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,9455.0,Plantae,Equisetopsida,Orchidaceae,Microtis rara,scented onion orchid,R.Br.,SL,Y,Special least concern,Not Endemic to Australia,
152735.0,25291.0,Taudactylus liemi,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,654.0,Animalia,Amphibia,Myobatrachidae,Taudactylus liemi,Eungella tinkerfrog,"Ingram, 1980",NT,Y,Near Threatened,Queensland Endemic,
152728.0,784343.0,Goodyera viridiflora,Near threatened,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12810,708886.0,12810.0,Plantae,Equisetopsida,Orchidaceae,Goodyera viridiflora,,(Blume) Blume,NT,Y,Near Threatened,,
152738.0,136026.0,Cycas platyphylla,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,8897.0,Plantae,Equisetopsida,Cycadaceae,Cycas platyphylla,,K.D.Hill,V,Y,Vulnerable,Queensland Endemic,Vulnerable
152739.0,136027.0,Cycas ophiolitica,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,8437.0,Plantae,Equisetopsida,Cycadaceae,Cycas ophiolitica,Marlborough blue,K.D.Hill,E,Y,Endangered,Queensland Endemic,Endangered
152741.0,33934.0,Phyllurus caudiannulatus,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,379.0,Animalia,Reptilia,Carphodactylidae,Phyllurus caudiannulatus,ringed thin-tailed gecko,"Covacevich, 1975",V,Y,Vulnerable,Queensland Endemic,
152744.0,539441.0,Carlia wundalthini,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,35480.0,Animalia,Reptilia,Scincidae,Carlia wundalthini,Cape Melville rainbow skink,"Hoskin, 2014",C,N,Least concern,Queensland Endemic,
152737.0,369277.0,Saccolabiopsis,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=21434,708886.0,21434.0,Plantae,Equisetopsida,Orchidaceae,Saccolabiopsis,,,C,N,Least concern,Unknown,
152723.0,829533.0,Diuris unica,Least concern,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=31906,708886.0,31906.0,Plantae,Equisetopsida,Orchidaceae,Diuris unica,,D.L.Jones,SL,Y,Special least concern,Queensland Endemic,
152749.0,25252.0,Pseudophryne covacevichae,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,708886.0,660.0,Animalia,Amphibia,Myobatrachidae,Pseudophryne covacevichae,magnificent broodfrog,"Ingram & Corben, 1994",V,Y,Vulnerable,Queensland Endemic,Vulnerable
152746.0,140836.0,Caladenia catenata,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=17790,708886.0,17790.0,Plantae,Equisetopsida,Orchidaceae,Caladenia catenata,,(Sm.) Druce,SL,Y,Special least concern,Intranational,
