wildnetTaxonID,name,status,wildnet_geoprivacy,lsid,scientificName,canonicalName,canonicalNameComplete,type,rankMarker,new_geoprivacy,status_id,taxon_id,user_id,description,iucn,authority,status_inat,geoprivacy,place_id,place_display_name,new_authority,new_description,new_url,new_place_id,new_username,new_iucn_equivalent,new_status,id,taxonID,identifier,parentNameUsageID,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,modified,taxonRank,references
41447,,Vulnerable,,ALA_DR652_1933,Dolichocarpa spathulata,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=41447,7308,peggydnew,Vulnerable,Vulnerable,,,,,,,,,,,,,,,
41407,,Critically Endangered,,ALA_DR652_710,Drosera buubugujin,,,,,obscured,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=41407,7308,peggydnew,Vulnerable,Critically Endangered,,,,,,,,,,,,,,,
7947,,Special least concern,,https://id.biodiversity.org.au/taxon/apni/51404672,Drymoanthus minutus,,,,,obscured,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=7947,7308,peggydnew,Vulnerable,Special least concern,,,,,,,,,,,,,,,
21874,,Vulnerable,,https://id.biodiversity.org.au/node/apni/2887347,Drynaria dumicola,,,,,obscured,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=21874,7308,peggydnew,Vulnerable,Vulnerable,,,,,,,,,,,,,,,
34742,,Vulnerable,,https://id.biodiversity.org.au/node/apni/9032446,Dryopteris wattsii,,,,,obscured,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=34742,7308,peggydnew,Vulnerable,Vulnerable,,,,,,,,,,,,,,,
9575,,Near Threatened,,https://id.biodiversity.org.au/node/apni/2908339,Durringtonia paludosa,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=9575,7308,peggydnew,Vulnerable,Near Threatened,,,,,,,,,,,,,,,
9815,,Endangered,,https://id.biodiversity.org.au/node/apni/2917336,Eleocharis difformis,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=9815,7308,peggydnew,Vulnerable,Endangered,,,,,,,,,,,,,,,
18453,,Vulnerable,,ALA_DR652_299,Elseya oneiros,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=18453,7308,peggydnew,Vulnerable,Vulnerable,,,,,,,,,,,,,,,
30697,,Extinct in the wild,,https://id.biodiversity.org.au/node/apni/2920774,Embelia flueckigeri,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=30697,7308,peggydnew,Vulnerable,Extinct in the wild,,,,,,,,,,,,,,,
30801,,Special least concern,,https://id.biodiversity.org.au/taxon/apni/51406481,Empusa habenarina,,,,,obscured,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=30801,7308,peggydnew,Vulnerable,Special least concern,,,,,,,,,,,,,,,
29733,,Critically Endangered,,ALA_DR652_302,Emydura subglobosa angkibaanya,,,,,obscured,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=29733,7308,peggydnew,Vulnerable,Critically Endangered,,,,,,,,,,,,,,,
9101,,Vulnerable,,https://id.biodiversity.org.au/node/apni/2900048,Endiandra anthropophagorum,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=9101,7308,peggydnew,Vulnerable,Vulnerable,,,,,,,,,,,,,,,
9100,,Near Threatened,,https://id.biodiversity.org.au/node/apni/2920361,Endiandra bellendenkerana,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=9100,7308,peggydnew,Vulnerable,Near Threatened,,,,,,,,,,,,,,,
9097,,Vulnerable,,https://id.biodiversity.org.au/node/apni/2894863,Endiandra grayi,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=9097,7308,peggydnew,Vulnerable,Vulnerable,,,,,,,,,,,,,,,
11822,,Vulnerable,,https://id.biodiversity.org.au/node/apni/2906962,Endiandra jonesii,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=11822,7308,peggydnew,Vulnerable,Vulnerable,,,,,,,,,,,,,,,
36340,,,,ALA_DR493_468,Epidendrum elongatum,,,,,obscured,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=36340,7308,peggydnew,Vulnerable,Confidential,,,,,,,,,,,,,,,
39923,,Least concern,,https://id.biodiversity.org.au/taxon/apni/51395492,Eria australiensis,,,,,obscured,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=39923,7308,peggydnew,Vulnerable,Least concern,,,,,,,,,,,,,,,
39924,,,,https://id.biodiversity.org.au/taxon/apni/51405056,Eria inornata,,,,,obscured,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=39924,7308,peggydnew,Vulnerable,Confidential,,,,,,,,,,,,,,,
39925,,Least concern,,https://id.biodiversity.org.au/taxon/apni/51405048,Eria intermedia,,,,,obscured,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=39925,7308,peggydnew,Vulnerable,Least concern,,,,,,,,,,,,,,,
39926,,,,https://id.biodiversity.org.au/taxon/apni/51405054,Eria johnsonii,,,,,obscured,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=39926,7308,peggydnew,Vulnerable,Confidential,,,,,,,,,,,,,,,
31864,,Critically Endangered,,https://id.biodiversity.org.au/node/apni/2905185,Eriocaulon aloefolium,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=31864,7308,peggydnew,Vulnerable,Critically Endangered,,,,,,,,,,,,,,,
31865,,Endangered,,https://id.biodiversity.org.au/node/apni/2904660,Eriocaulon carsonii carsonii,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=31865,7308,peggydnew,Vulnerable,Endangered,,,,,,,,,,,,,,,
31866,,Endangered,,https://id.biodiversity.org.au/node/apni/2894003,Eriocaulon carsonii orientale,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=31866,7308,peggydnew,Vulnerable,Endangered,,,,,,,,,,,,,,,
31863,,Critically Endangered,,https://id.biodiversity.org.au/node/apni/2904859,Eriocaulon giganticum,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=31863,7308,peggydnew,Vulnerable,Critically Endangered,,,,,,,,,,,,,,,
6515,,Endangered,,https://id.biodiversity.org.au/node/apni/2907131,Eryngium fontanum,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=6515,7308,peggydnew,Vulnerable,Endangered,,,,,,,,,,,,,,,
40899,,Critically Endangered,,ALA_DR652_1136,Eucalyptus dalveenica,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=40899,7308,peggydnew,Vulnerable,Critically Endangered,,,,,,,,,,,,,,,
30799,,Near Threatened,,https://id.biodiversity.org.au/taxon/apni/51405110,Eucosia umbrosa,,,,,obscured,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=30799,7308,peggydnew,Vulnerable,Near Threatened,,,,,,,,,,,,,,,
18195,,Critically Endangered,,https://id.biodiversity.org.au/node/apni/2919236,Eucryphia wilkiei,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=18195,7308,peggydnew,Vulnerable,Critically Endangered,,,,,,,,,,,,,,,
39927,,Least concern,,https://id.biodiversity.org.au/taxon/apni/51405118,Eulophia carrii,,,,,obscured,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=39927,7308,peggydnew,Vulnerable,Least concern,,,,,,,,,,,,,,,
30810,,Vulnerable,,https://id.biodiversity.org.au/taxon/apni/51406775,Eulophia pelorica,,,,,obscured,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=30810,7308,peggydnew,Vulnerable,Vulnerable,,,,,,,,,,,,,,,
3494,,Vulnerable,,https://id.biodiversity.org.au/node/apni/2887479,Euodia pubifolia,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=3494,7308,peggydnew,Vulnerable,Vulnerable,,,,,,,,,,,,,,,
13199,,Near Threatened,,https://id.biodiversity.org.au/node/apni/2891774,Euphrasia orthocheila orthocheila,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=13199,7308,peggydnew,Vulnerable,Near Threatened,,,,,,,,,,,,,,,
13910,,Near Threatened,,https://id.biodiversity.org.au/node/apni/2896857,Euphrasia orthocheila peraspera,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=13910,7308,peggydnew,Vulnerable,Near Threatened,,,,,,,,,,,,,,,
41392,,Vulnerable,,https://id.biodiversity.org.au/node/apni/2912650,Fawcettia tinosporoides,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=41392,7308,peggydnew,Vulnerable,Vulnerable,,,,,,,,,,,,,,,
13347,,Near Threatened,,https://id.biodiversity.org.au/node/apni/2903682,Ficus melinocarpa hololampra,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=13347,7308,peggydnew,Vulnerable,Near Threatened,,,,,,,,,,,,,,,
9716,,Endangered,,https://id.biodiversity.org.au/node/apni/2913732,Fimbristylis adjuncta,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=9716,7308,peggydnew,Vulnerable,Endangered,,,,,,,,,,,,,,,
8828,,Near Threatened,,https://id.biodiversity.org.au/node/apni/2886984,Fimbristylis carolinii,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=8828,7308,peggydnew,Vulnerable,Near Threatened,,,,,,,,,,,,,,,
10141,,Vulnerable,,https://id.biodiversity.org.au/node/apni/2889563,Fimbristylis distincta,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=10141,7308,peggydnew,Vulnerable,Vulnerable,,,,,,,,,,,,,,,
9715,,Vulnerable,,https://id.biodiversity.org.au/node/apni/2907122,Fimbristylis micans,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=9715,7308,peggydnew,Vulnerable,Vulnerable,,,,,,,,,,,,,,,
10186,,Endangered,,https://id.biodiversity.org.au/node/apni/2903617,Fimbristylis vagans,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=10186,7308,peggydnew,Vulnerable,Endangered,,,,,,,,,,,,,,,
30811,,Special least concern,,https://id.biodiversity.org.au/taxon/apni/51405146,Flickingeria clementsii,,,,,obscured,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=30811,7308,peggydnew,Vulnerable,Special least concern,,,,,,,,,,,,,,,
8550,,Special least concern,,https://id.biodiversity.org.au/taxon/apni/51405148,Flickingeria convexa,,,,,obscured,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=8550,7308,peggydnew,Vulnerable,Special least concern,,,,,,,,,,,,,,,
11042,,Vulnerable,,https://id.biodiversity.org.au/node/apni/2900439,Flindersia oppositifolia,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=11042,7308,peggydnew,Vulnerable,Vulnerable,,,,,,,,,,,,,,,
10694,,Vulnerable,,https://id.biodiversity.org.au/node/apni/2898090,Germainia capitata,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=10694,7308,peggydnew,Vulnerable,Vulnerable,,,,,,,,,,,,,,,
9383,,Endangered,,https://id.biodiversity.org.au/node/apni/2904688,Glochidion pruinosum,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=9383,7308,peggydnew,Vulnerable,Endangered,,,,,,,,,,,,,,,
11307,,Near Threatened,,https://id.biodiversity.org.au/node/apni/2912009,Glochidion pungens,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=11307,7308,peggydnew,Vulnerable,Near Threatened,,,,,,,,,,,,,,,
19448,,Special least concern,,https://id.biodiversity.org.au/taxon/apni/51406113,Grastidium baileyi,,,,,obscured,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=19448,7308,peggydnew,Vulnerable,Special least concern,,,,,,,,,,,,,,,
19449,,Special least concern,,https://id.biodiversity.org.au/taxon/apni/51406115,Grastidium cancroides,,,,,obscured,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=19449,7308,peggydnew,Vulnerable,Special least concern,,,,,,,,,,,,,,,
19451,,Special least concern,,https://id.biodiversity.org.au/taxon/apni/51406117,Grastidium insigne,,,,,obscured,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=19451,7308,peggydnew,Vulnerable,Special least concern,,,,,,,,,,,,,,,
19450,,Special least concern,,https://id.biodiversity.org.au/taxon/apni/51406119,Grastidium luteocilium,,,,,obscured,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=19450,7308,peggydnew,Vulnerable,Special least concern,,,,,,,,,,,,,,,
5767,,Vulnerable,,https://id.biodiversity.org.au/taxon/apni/51406121,Grastidium tozerense,,,,,obscured,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=5767,7308,peggydnew,Vulnerable,Vulnerable,,,,,,,,,,,,,,,
41690,,Vulnerable,,ALA_DR652_410,Gymnema stramineum,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=41690,7308,peggydnew,Vulnerable,Vulnerable,,,,,,,,,,,,,,,
39919,,Least concern,,https://id.biodiversity.org.au/taxon/apni/51406347,Habenaria anomala,,,,,obscured,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=39919,7308,peggydnew,Vulnerable,Least concern,,,,,,,,,,,,,,,
39920,,Least concern,,https://id.biodiversity.org.au/taxon/apni/51407838,Habenaria banfieldii,,,,,obscured,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=39920,7308,peggydnew,Vulnerable,Least concern,,,,,,,,,,,,,,,
39921,,Least concern,,https://id.biodiversity.org.au/taxon/apni/51406313,Habenaria millari,,,,,obscured,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=39921,7308,peggydnew,Vulnerable,Least concern,,,,,,,,,,,,,,,
39922,,Least concern,,https://id.biodiversity.org.au/taxon/apni/51407840,Habenaria ovoidea,,,,,obscured,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=39922,7308,peggydnew,Vulnerable,Least concern,,,,,,,,,,,,,,,
41973,,Near Threatened,,https://id.biodiversity.org.au/taxon/apni/51392276,Heliodendron xanthoxylon,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=41973,7308,peggydnew,Vulnerable,Near Threatened,,,,,,,,,,,,,,,
9762,,Vulnerable,,https://id.biodiversity.org.au/node/apni/2910095,Hexaspora pubescens,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=9762,7308,peggydnew,Vulnerable,Vulnerable,,,,,,,,,,,,,,,
42002,,Endangered,,https://id.biodiversity.org.au/taxon/apni/51305456,Hibbertia advena,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=42002,7308,peggydnew,Vulnerable,Endangered,,,,,,,,,,,,,,,
9057,,Vulnerable,,https://id.biodiversity.org.au/node/apni/2892559,Hibbertia cymosa,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=9057,7308,peggydnew,Vulnerable,Vulnerable,,,,,,,,,,,,,,,
1003,,Near Threatened,,https://biodiversity.org.au/afd/taxa/5436c095-8391-4857-ab0d-1b7c6ed0cc85,Hipposideros diadema reginae,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=1003,7308,peggydnew,Vulnerable,Near Threatened,,,,,,,,,,,,,,,
1004,,Endangered,,https://biodiversity.org.au/afd/taxa/b3cd491c-63f0-4ef9-8d87-b320b5df50f6,Hipposideros semoni,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=1004,7308,peggydnew,Vulnerable,Endangered,,,,,,,,,,,,,,,
991,,Vulnerable,,https://biodiversity.org.au/afd/taxa/26fe0f53-6d66-4607-8fc6-55b99302992e,Hipposideros stenotis,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=991,7308,peggydnew,Vulnerable,Vulnerable,,,,,,,,,,,,,,,
9026,,Near Threatened,,https://id.biodiversity.org.au/node/apni/2910836,Hoya anulata,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=9026,7308,peggydnew,Vulnerable,Near Threatened,,,,,,,,,,,,,,,
28797,,Vulnerable,,https://id.biodiversity.org.au/node/apni/2917901,Hydrocotyle dipleura,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=28797,7308,peggydnew,Vulnerable,Vulnerable,,,,,,,,,,,,,,,
41607,,Vulnerable,,ALA_DR652_476,Hymenasplenium perriei,,,,,obscured,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=41607,7308,peggydnew,Vulnerable,Vulnerable,,,,,,,,,,,,,,,
14461,,Special least concern,,https://id.biodiversity.org.au/node/apni/7410941,Hymenophyllum polyanthos contiguum,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=14461,7308,peggydnew,Vulnerable,Special least concern,,,,,,,,,,,,,,,
12048,,Special least concern,,https://id.biodiversity.org.au/node/apni/2911531,Hymenophyllum samoense,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=12048,7308,peggydnew,Vulnerable,Special least concern,,,,,,,,,,,,,,,
16932,,Special least concern,,https://id.biodiversity.org.au/node/apni/2907719,Hymenophyllum subdimidiatum,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=16932,7308,peggydnew,Vulnerable,Special least concern,,,,,,,,,,,,,,,
18,,Vulnerable,,https://biodiversity.org.au/afd/taxa/5a6b303f-32ae-4a5e-a73d-e263a1b8ad9a,Hypochrysops apollo apollo,,,,,obscured,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=18,7308,peggydnew,Vulnerable,Vulnerable,,,,,,,,,,,,,,,
6,,Critically Endangered,,https://biodiversity.org.au/afd/taxa/e34f8ce7-8b33-4778-95bb-8329316843a9,Hypochrysops piceatus,,,,,obscured,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=6,7308,peggydnew,Vulnerable,Critically Endangered,,,,,,,,,,,,,,,
9012,,Vulnerable,,https://id.biodiversity.org.au/node/apni/2907724,Hypserpa polyandra polyandra,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=9012,7308,peggydnew,Vulnerable,Vulnerable,,,,,,,,,,,,,,,
6800,,Vulnerable,,https://id.biodiversity.org.au/node/apni/2912214,Indigofera oxyrachis,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=6800,7308,peggydnew,Vulnerable,Vulnerable,,,,,,,,,,,,,,,
9922,,Near Threatened,,https://id.biodiversity.org.au/node/apni/2911904,Ipomoea antonschmidii,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=9922,7308,peggydnew,Vulnerable,Near Threatened,,,,,,,,,,,,,,,
10979,,Vulnerable,,https://id.biodiversity.org.au/node/apni/2918569,Ipomoea saintronanensis,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=10979,7308,peggydnew,Vulnerable,Vulnerable,,,,,,,,,,,,,,,
27783,,Endangered,,https://id.biodiversity.org.au/node/apni/2905292,Isachne sharpii,,,,,open,,,,,,,,,,,Qld Department of Environment and Science,Listed as Confidential - refer to https://www.data.qld.gov.au/dataset/queensland-confidential-species,https://apps.des.qld.gov.au/species-search/details/?id=27783,7308,peggydnew,Vulnerable,Endangered,,,,,,,,,,,,,,,
