Taxon Id,Kingdom,Class,Family,Scientific name,Common name,Taxon author,NCA status,EPBC status,Significant,Endemicity
12076,plants,land plants,Cycadaceae,Cycas angulata,,R.Br.,SL,,Y,QA
5934,plants,land plants,Cycadaceae,Cycas badensis,,K.D.Hill,SL,,Y,Q
8338,plants,land plants,Cycadaceae,Cycas brunnea,,K.D.Hill,V,,Y,Q
12077,plants,land plants,Cycadaceae,Cycas cairnsiana,,F.Muell.,V,V,Y,Q
27956,plants,land plants,Cycadaceae,Cycas candida,,K.D.Hill,SL,,Y,Q
8439,plants,land plants,Cycadaceae,Cycas couttsiana,,K.D.Hill,V,,Y,Q
27451,plants,land plants,Cycadaceae,Cycas cupida,,P.I.Forst.,V,,Y,Q
6326,plants,land plants,Cycadaceae,Cycas desolata,,P.I.Forst.,V,,Y,Q
36662,plants,land plants,Cycadaceae,Cycas distans,,P.I.Forster & B.Gray,E,,Y,Q
17503,plants,land plants,Cycadaceae,Cycas media,,R.Br.,SL,,Y,Q
8337,plants,land plants,Cycadaceae,Cycas media - Cycas platyphylla,,,C,,N,Q
5939,plants,land plants,Cycadaceae,Cycas media subsp. banksii,,K.D.Hill,SL,,Y,Q
5935,plants,land plants,Cycadaceae,Cycas media subsp. ensata,,K.D.Hill,SL,,Y,Q
5940,plants,land plants,Cycadaceae,Cycas media subsp. media,,R.Br.,SL,,Y,Q
7045,plants,land plants,Cycadaceae,Cycas media subsp. media - C.ophiolitica,,R.Br.,C,,N,XU
8445,plants,land plants,Cycadaceae,Cycas megacarpa,,K.D.Hill,E,E,Y,Q
8437,plants,land plants,Cycadaceae,Cycas ophiolitica,Marlborough blue,K.D.Hill,E,E,Y,Q
34680,plants,land plants,Cycadaceae,Cycas papuana,,F.Muell.,SL,,Y,QI
8897,plants,land plants,Cycadaceae,Cycas platyphylla,,K.D.Hill,V,V,Y,Q
38955,plants,land plants,Cycadaceae,Cycas revoluta,,Thunb.,,,,XU
30730,plants,land plants,Cycadaceae,Cycas scratchleyana,,F.Muell.,SL,,Y,QI
5936,plants,land plants,Cycadaceae,Cycas semota,,K.D.Hill,E,,Y,Q
8384,plants,land plants,Cycadaceae,Cycas silvestris,,K.D.Hill,V,V,Y,Q
34314,plants,land plants,Cycadaceae,Cycas terryana,,P.I.Forst.,V,,Y,Q
5937,plants,land plants,Cycadaceae,Cycas tuckeri,,K.D.Hill,V,,Y,Q
5781,plants,land plants,Cycadaceae,Cycas xipholepis,,K.D.Hill,SL,,Y,Q
5938,plants,land plants,Cycadaceae,Cycas yorkiana,,K.D.Hill,SL,,Y,Q
9800,plants,land plants,Zamiaceae,Bowenia,,,C,,N,XU
17845,plants,land plants,Zamiaceae,Bowenia serrulata,Byfield fern,(W.Bull) Chamb.,SL,,Y,Q
17846,plants,land plants,Zamiaceae,Bowenia spectabilis,,Hook. ex Hook.f.,SL,,Y,Q
20973,plants,land plants,Zamiaceae,Lepidozamia,,,C,,N,U
16811,plants,land plants,Zamiaceae,Lepidozamia hopei,Hope's cycad,(W.Hill) Regel,SL,,Y,Q
12056,plants,land plants,Zamiaceae,Lepidozamia peroffskyana,shining burrawang,Regel,SL,,Y,QA
12011,plants,land plants,Zamiaceae,Macrozamia,,,,,N,U
18142,plants,land plants,Zamiaceae,Macrozamia cardiacensis,,P.I.Forst. & D.L.Jones,V,,Y,Q
6525,plants,land plants,Zamiaceae,Macrozamia conferta,,D.L.Jones & P.I.Forst.,V,V,Y,Q
6478,plants,land plants,Zamiaceae,Macrozamia cranei,,D.L.Jones & P.I.Forst.,E,E,Y,Q
6479,plants,land plants,Zamiaceae,Macrozamia crassifolia,,P.I.Forst. & D.L.Jones,V,,Y,Q
8435,plants,land plants,Zamiaceae,Macrozamia douglasii,,W.Hill ex F.M.Bailey,SL,,Y,Q
8851,plants,land plants,Zamiaceae,Macrozamia fearnsidei,,D.L.Jones,SL,,Y,Q
5850,plants,land plants,Zamiaceae,Macrozamia fearnsidei x Macrozamia moorei,,,C,,N,Q
8511,plants,land plants,Zamiaceae,Macrozamia lomandroides,,D.L.Jones,E,E,Y,Q
29176,plants,land plants,Zamiaceae,Macrozamia lomandroides - Macrozamia pauli-guilielmi,,,C,,N,Q
5876,plants,land plants,Zamiaceae,Macrozamia lomandroides x M.pauli-guilielmi,,D.L.Jones,C,,N,U
21873,plants,land plants,Zamiaceae,Macrozamia longispina,,P.I.Forst. & D.L.Jones,NT,,Y,Q
33772,plants,land plants,Zamiaceae,Macrozamia longispina - Macrozamia macleayi,,,C,,N,Q
14429,plants,land plants,Zamiaceae,Macrozamia lucida,pineapple zamia,L.A.S.Johnson,SL,,Y,QA
32994,plants,land plants,Zamiaceae,Macrozamia lucida x Macrozamia macleayi,,,C,,N,Q
6480,plants,land plants,Zamiaceae,Macrozamia machinii,,P.I.Forst. & D.L.Jones,V,V,Y,Q
22414,plants,land plants,Zamiaceae,Macrozamia macleayi,,Miq.,SL,,Y,Q
34393,plants,land plants,Zamiaceae,Macrozamia macleayi - Macrozamia mountperriensis,,,C,,N,Q
16707,plants,land plants,Zamiaceae,Macrozamia miquelii,,(F.Muell.) A.DC.,SL,,Y,Q
12010,plants,land plants,Zamiaceae,Macrozamia moorei,,F.Muell.,SL,,Y,Q
8972,plants,land plants,Zamiaceae,Macrozamia mountperriensis,,F.M.Bailey,SL,,Y,Q
6483,plants,land plants,Zamiaceae,Macrozamia occidua,,D.L.Jones & P.I.Forst.,V,V,Y,Q
6481,plants,land plants,Zamiaceae,Macrozamia parcifolia,,P.I.Forst. & D.L.Jones,V,V,Y,Q
16708,plants,land plants,Zamiaceae,Macrozamia pauli-guilielmi,,W.Hill & F.Muell.,E,E,Y,Q
16709,plants,land plants,Zamiaceae,Macrozamia platyrhachis,,F.M.Bailey,E,E,Y,Q
27445,plants,land plants,Zamiaceae,Macrozamia serpentina,,D.L.Jones & P.I.Forst.,E,,Y,Q
6482,plants,land plants,Zamiaceae,Macrozamia viridis,,D.L.Jones & P.I.Forst.,E,,Y,QA
41292,plants,land plants,Leguminosae,Austrocallerya pilipes,,(F.M.Bailey) J.Compton & Schrire,NT,,Y,Q
20873,plants,land plants,Rubiaceae,Hydnophytum,,,,,N,U
27448,plants,land plants,Rubiaceae,Hydnophytum ferrugineum,,P.I.Forst.,V,,Y,Q
18900,plants,land plants,Rubiaceae,Hydnophytum moseleyanum,,Becc.,SL,,Y,QI
21120,plants,land plants,Rubiaceae,Myrmecodia,,,,,N,U
12228,plants,land plants,Rubiaceae,Myrmecodia beccarii,,Hook.f.,V,V,Y,Q
19935,plants,land plants,Rubiaceae,Myrmecodia platytyrea,,Becc.,C,,N,Q
16610,plants,land plants,Rubiaceae,Myrmecodia platytyrea subsp. antoinii,,(Becc.) C.R.Huxley & Jebb,SL,,Y,QI
8188,plants,land plants,Rubiaceae,Myrmecodia tuberosa,,Jack,SL,,Y,QI
12034,plants,land plants,Dipteridaceae,Dipteris conjugata,,Reinw.,NT,,Y,QI
12024,plants,land plants,Gleicheniaceae,Sticherus milnei,,(Baker) Ching,V,,Y,QI
21854,plants,land plants,Hymenophyllaceae,Crepidomanes aphlebioides,,(Christ) I.M.Turner,CR,,Y,QI
14093,plants,land plants,Hymenophyllaceae,Crepidomanes majoriae,,(Watts) N.A.Wakef.,V,,Y,Q
8513,plants,land plants,Hymenophyllaceae,Didymoglossum exiguum,,(Bedd.) Copel.,PE,EX,Y,Q
33356,plants,land plants,Hymenophyllaceae,Didymoglossum mindorense,,(Christ) Ebihara & K.Iwats.,NT,,Y,QI
29896,plants,land plants,Hymenophyllaceae,Hymenophyllum digitatum,,(Sw.) Fosberg,V,,Y,QI
13884,plants,land plants,Hymenophyllaceae,Hymenophyllum eboracense,,Croxall,V,,Y,Q
12052,plants,land plants,Hymenophyllaceae,Hymenophyllum gracilescens,,Domin,V,,Y,Q
13885,plants,land plants,Hymenophyllaceae,Hymenophyllum kerianum,,Watts,V,,Y,Q
12047,plants,land plants,Hymenophyllaceae,Hymenophyllum lobbii,,T.Moore,PE,EX,Y,QI
33348,plants,land plants,Hymenophyllaceae,Hymenophyllum pallidum,,(Blume) Ebihara & K.Iwats.,NT,,Y,QI
41411,plants,land plants,Hymenophyllaceae,Hymenophyllum reinwardtii,,Bosch,CR,,Y,QI
13883,plants,land plants,Hymenophyllaceae,Hymenophyllum whitei,,Goy,CR,EX,Y,Q
33350,plants,land plants,Hymenophyllaceae,Polyphlebium endlicherianum,,(C.Presl) Ebihara & K.Iwats.,V,E,Y,QAI
37837,plants,land plants,Orobanchaceae,Striga asiatica,,(L.) Kuntze,,,N,XU
8163,plants,land plants,Lycopodiaceae,Huperzia,,,,,N,U
12357,plants,land plants,Lycopodiaceae,Huperzia serrata,,(Thunb. ex Murray) Trevis.,PE,EX,Y,QI
40994,plants,land plants,Lycopodiaceae,Phlegmariurus,,,,,N,U
34745,plants,land plants,Lycopodiaceae,Phlegmariurus carinatus,,(Desv. ex Poir.) Ching,E,E,Y,QI
36500,plants,land plants,Lycopodiaceae,Phlegmariurus creber,rat-tail tassel-fern,(Alderw.) A.R.Field & Bostock,CR,,Y,Q
34757,plants,land plants,Lycopodiaceae,Phlegmariurus dalhousieanus,blue tassel-fern,(Spring) A.R.Field & Bostock,CR,E,Y,QI
36497,plants,land plants,Lycopodiaceae,Phlegmariurus delbrueckii,,(Herter) A.R.Field & Bostock,V,,Y,Q
40988,plants,land plants,Lycopodiaceae,Phlegmariurus harmsii,,(Nessel) A.R.Field & Bostock,SL,,Y,QI
40992,plants,land plants,Lycopodiaceae,Phlegmariurus ledermannii,,(Herter) A.R.Field & Bostock,V,,Y,Q
34766,plants,land plants,Lycopodiaceae,Phlegmariurus lockyeri,,(D.L.Jones & B.Gray) A.R.Field & Bostock,V,V,Y,Q
40556,plants,land plants,Lycopodiaceae,Phlegmariurus nummulariifolius,,(Blume) Ching,,,,XU
34778,plants,land plants,Lycopodiaceae,Phlegmariurus phlegmaria,,(L.) T.Sen & U.Sen,C,,N,XU
34782,plants,land plants,Lycopodiaceae,Phlegmariurus phlegmarioides,,(Gaudich.) A.R.Field & Bostock,V,,Y,QAI
41046,plants,land plants,Lycopodiaceae,Phlegmariurus pinifolius,,(Trevis.) Kiew,E,,Y,Q
40557,plants,land plants,Lycopodiaceae,Phlegmariurus proliferus,,(Blume) A.R.Field & Bostock,,,,XU
34780,plants,land plants,Lycopodiaceae,Phlegmariurus squarrosus,water tassel-fern,(G.Forst.) A.Love & D.Love,CR,CE,Y,QAI
34772,plants,land plants,Lycopodiaceae,Phlegmariurus tetrastichoides,,(A.R.Field & Bostock) A.R.Field & Bostock,V,V,Y,Q
34771,plants,land plants,Lycopodiaceae,Phlegmariurus varius,,(R.Br.) A.R.Field & Bostock,V,,Y,QAI
41166,plants,land plants,Lycopodiaceae,Pseudodiphasium volubile,,(G.Forst.) Holub,PE,EX,Y,QI
41174,plants,land plants,Lycopodiaceae,Pseudolycopodiella limosa,,(Hook.) A.R.Field,NT,,Y,Q
12111,plants,land plants,Aspleniaceae,Asplenium normale,,D.Don,V,,Y,QI
12113,plants,land plants,Aspleniaceae,Asplenium pellucidum,,Lam.,V,V,Y,QI
41607,plants,land plants,Aspleniaceae,Hymenasplenium perriei,,Li Bing Zhang & K.W.Xu,V,,Y,QI
41579,plants,land plants,Aspleniaceae,Hymenasplenium wildii,,(F.M.Bailey) D.J.Ohlsen,V,V,Y,Q
12084,plants,land plants,Athyriaceae,Diplazium cordifolium,,Blume,V,V,Y,QI
12083,plants,land plants,Athyriaceae,Diplazium pallidum,,(Blume) T.Moore,E,E,Y,QI
34929,plants,land plants,Athyriaceae,Diplazium squamuligerum,,(Rosenst.) Parris,CR,,Y,Q
41596,plants,land plants,Blechnaceae,Blechnum reticulatum,,R.K.Wilson & Bayly,NT,,Y,Q
10282,plants,land plants,Dryopteridaceae,Dryopteris hasseltii,,(Blume) C.Chr.,NT,,Y,Q
12039,plants,land plants,Dryopteridaceae,Dryopteris sparsa,,(Buch.-Ham. ex D.Don) Kuntze,V,,Y,QI
34742,plants,land plants,Dryopteridaceae,Dryopteris wattsii,,"M.McKeown, Sundue & Barrington",V,,Y,Q
9860,plants,land plants,Dryopteridaceae,Elaphoglossum callifolium,,(Blume) T.Moore,NT,,Y,Q
36593,plants,land plants,Dryopteridaceae,Lastreopsis dissecta,,"(C.T.White & Goy) Labiak, Sundue & R.C.Moran",NT,,Y,Q
13855,plants,land plants,Dryopteridaceae,Lastreopsis silvestris,,D.A.Sm. ex Tindale,V,,Y,QA
9868,plants,land plants,Dryopteridaceae,Lastreopsis walleri,,Tindale,V,V,Y,Q
41599,plants,land plants,Dryopteridaceae,Parapolystichum grayi,,(D.L.Jones) J.J.S.Gardner & Nagalingum,V,,Y,Q
41598,plants,land plants,Dryopteridaceae,Parapolystichum tinarooense,,"(Tindale) Labiak, Sundue & R.C.Moran",V,,Y,Q
12057,plants,land plants,Lindsaeaceae,Lindsaea pulchella var. blanda,,(Mett. ex Kuhn) K.U.Kramer,,V,Y,XU
12058,plants,land plants,Lindsaeaceae,Lindsaea terrae-reginae,,K.U.Kramer,E,,Y,Q
41542,plants,land plants,Polypodiaceae,Ctenopterella blechnoides,,(Grev.) Parris,V,V,Y,QI
21874,plants,land plants,Polypodiaceae,Drynaria x dumicola,,Bostock,V,,Y,Q
11649,plants,land plants,Polypodiaceae,Lemmaphyllum accedens,,(Blume) Donk,PE,EX,Y,QI
16625,plants,land plants,Polypodiaceae,Microsorum membranifolium,pimple fern,(R.Br.) Ching,NT,,Y,QI
41560,plants,land plants,Polypodiaceae,Oreogrammitis albosetosa,,(F.M.Bailey) Parris,V,,Y,Q
41570,plants,land plants,Polypodiaceae,Oreogrammitis leonardii,,(Parris) Parris,V,,Y,Q
41726,plants,land plants,Polypodiaceae,Oreogrammitis reinwardtii,,(Blume) Parris,V,V,Y,QI
41541,plants,land plants,Polypodiaceae,Tomophyllum walleri,,(Maiden & Betche) Parris,V,V,Y,Q
2427,plants,land plants,Pteridaceae,Antrophyum austroqueenslandicum,,D.L.Jones,CR,CE,Y,Q
14034,plants,land plants,Pteridaceae,Antrophyum plantagineum,,(Cav.) Kaulf.,NT,,Y,QI
11744,plants,land plants,Pteridaceae,Antrophyum subfalcatum,,Brack.,V,,Y,QI
41200,plants,land plants,Pteridaceae,Haplopteris dareicarpa,,(Hook.) S.Linds. & C.W.Chen,PE,,Y,Q
39465,plants,land plants,Tectariaceae,Tectaria devexa,,(Kunze ex Mett.) Copel.,C,,N,Q
12026,plants,land plants,Tectariaceae,Tectaria devexa var. devexa,,(Kunze ex Mett.) Copel.,E,E,Y,Q
12027,plants,land plants,Tectariaceae,Tectaria siifolia,,(Willd.) Copel.,V,,Y,QAI
41350,plants,land plants,Thelypteridaceae,Amblovenatum immersum,,(Blume) Parris,CR,,Y,QI
41354,plants,land plants,Thelypteridaceae,Amblovenatum tildeniae,,(Holttum) T.E.Almeida & A.R.Field,CR,,Y,Q
9553,plants,land plants,Thelypteridaceae,Chingia australis,,Holttum,E,E,Y,Q
42078,plants,land plants,Thelypteridaceae,Pakau pennigera,,(G.Forst.) S.E.Fawc. & A.R.Sm.,E,,Y,QAI
11646,plants,land plants,Thelypteridaceae,Plesioneuron tuberculatum,,(Ces.) Holttum,E,E,Y,QI
11700,plants,land plants,Thelypteridaceae,Pneumatopteris pennigera,lime fern,(G.Forst.) Holttum,,,N,XU
42079,plants,land plants,Thelypteridaceae,Reholttumia costata,,(Brack.) S.E.Fawc. & A.R.Sm.,NT,,Y,QI
16042,plants,land plants,Thelypteridaceae,Thelypteris confluens,,(Thunb.) C.V.Morton,V,,Y,QAI
8185,plants,land plants,Proteaceae,Macadamia jansenii,,C.L.Gross & P.H.Weston,CR,E,Y,Q
8486,plants,land plants,Psilotaceae,Tmesipteris lanceolata,,P.A.Dang.,PE,EX,Y,Q
