scientificName,family,vernacularName,status,sourceStatus
limnodynastes depressus,myobatrachidae,flat-headed frog,DD,Data Deficient
uperoleia daviesae,myobatrachidae,howard river toadlet,VU,Vulnerable
uperoleia minima,myobatrachidae,small toadlet,DD,Data Deficient
papurana daemeli,ranidae,water frog,NT,Near Threatened
stictonetta naevosa,anatidae,freckled duck,NT,Near Threatened
burhinus grallarius,burhinidae,bush stone-curlew,NT,Near Threatened
charadrius dubius,charadriidae,little ringed plover,DD,Data Deficient
charadrius leschenaultii,charadriidae,greater sand plover,VU,Vulnerable
charadrius mongolus,charadriidae,lesser sand plover,EN,Endangered
pluvialis squatarola,charadriidae,grey plover,NT,Near Threatened
anous stolidus,laridae,common noddy,DD,Data Deficient
pedionomus torquatus,pedionomidae,plains-wanderer,CR,Critically Endangered
rostratula australis,rostratulidae,australian painted-snipe,EN,Endangered
arenaria interpres,scolopacidae,ruddy turnstone,NT,Near Threatened
calidris canutus,scolopacidae,red knot,EN,Endangered
calidris ferruginea,scolopacidae,curlew sandpiper,CR,Critically Endangered
calidris subminuta,scolopacidae,long-toed stint,DD,Data Deficient
calidris tenuirostris,scolopacidae,great knot,CR,Critically Endangered
gallinago hardwickii,scolopacidae,latham's snipe,DD,Data Deficient
gallinago megala,scolopacidae,swinhoe's snipe,DD,Data Deficient
gallinago stenura,scolopacidae,pin-tailed snipe,DD,Data Deficient
limnodromus semipalmatus,scolopacidae,asian dowitcher,NT,Near Threatened
limosa limosa,scolopacidae,black-tailed godwit,NT,Near Threatened
numenius madagascariensis,scolopacidae,far eastern curlew,CR,Critically Endangered
numenius phaeopus,scolopacidae,whimbrel,NT,Near Threatened
tringa brevipes,scolopacidae,grey-tailed tattler,NT,Near Threatened
geophaps smithii,columbidae,partridge pigeon (eastern),VU,Vulnerable
petrophassa albipennis,columbidae,white-quilled rock-pigeon,NT,Near Threatened
petrophassa rufipennis,columbidae,chestnut-quilled rock-pigeon,NT,Near Threatened
phaps histrionica,columbidae,flock bronzewing,NT,Near Threatened
ptilinopus alligator,columbidae,black-banded fruit-dove,NT,Near Threatened
elanus scriptus,accipitridae,letter-winged kite,NT,Near Threatened
erythrotriorchis radiatus,accipitridae,red goshawk,VU,Vulnerable
lophoictinia isura,accipitridae,square-tailed kite,NT,Near Threatened
falco hypoleucos,falconidae,grey falcon,VU,Vulnerable
leipoa ocellata,megapodiidae,malleefowl,CR,Critically Endangered
ardeotis australis,otididae,australian bustard,NT,Near Threatened
amaurornis moluccana,rallidae,pale-vented bush-hen,NT,Near Threatened
porzana fluminea,rallidae,australian spotted crake,DD,Data Deficient
porzana tabuensis,rallidae,spotless crake,DD,Data Deficient
zapornia pusilla,rallidae,baillon's crake,DD,Data Deficient
calamanthus campestris,acanthizidae,rufous fieldwren,NT,Near Threatened
pyrrholaemus brunneus,acanthizidae,redthroat,NT,Near Threatened
acrocephalus australis,acrocephalidae,australian reed-warbler,NT,Near Threatened
mirafra javanica,alaudidae,horsfield's bushlark (tiwi),VU,Vulnerable
chloebia gouldiae,estrildidae,gouldian finch,VU,Vulnerable
heteromunia pectoralis,estrildidae,pictorella mannikin,NT,Near Threatened
lonchura flaviprymna,estrildidae,yellow-rumped mannikin,NT,Near Threatened
neochmia ruficauda,estrildidae,star finch,NT,Near Threatened
amytornis dorotheae,maluridae,carpentarian grasswren,EN,Endangered
amytornis modestus,maluridae,thick-billed grasswren (western),CR,Critically Endangered
amytornis modestus,maluridae,thick-billed grasswren (macdonnell ranges),EX,Extinct
amytornis striatus,maluridae,striated grasswren,NT,Near Threatened
amytornis woodwardi,maluridae,white-throated grasswren,VU,Vulnerable
malurus coronatus,maluridae,purple-crowned fairy-wren (western),VU,Vulnerable
malurus coronatus,maluridae,purple-crowned fairy-wren (eastern),NT,Near Threatened
epthianura crocea,meliphagidae,yellow chat (alligator rivers),EN,Endangered
grantiella picta,meliphagidae,painted honeyeater,VU,Vulnerable
microptilotis albilineata,meliphagidae,white-lined honeyeater,NT,Near Threatened
ptilotula flavescens,meliphagidae,yellow-tinted honeyeater (tiwi),NT,Near Threatened
falcunculus frontatus,pachycephalidae,crested shrike-tit (northern),NT,Near Threatened
melanodryas cucullata,petroicidae,hooded robin (tiwi),CR,Critically Endangered
poecilodryas cerviniventris,petroicidae,buff-sided robin,NT,Near Threatened
cinclosoma castanotum,psophodidae,chestnut quail-thrush,NT,Near Threatened
cinclosoma marginatum,psophodidae,western quail-thrush,NT,Near Threatened
fregata andrewsi,fregatidae,christmas island frigatebird,EN,Endangered
fregata minor,fregatidae,great frigatebird,DD,Data Deficient
papasula abbotti,sulidae,abbott's booby,EN,Endangered
oceanites oceanicus,oceanitidae,wilson's storm-petrel,DD,Data Deficient
calyptorhynchus banksii,cacatuidae,red-tailed black-cockatoo (central australia),NT,Near Threatened
neophema splendida,psittacidae,scarlet-chested parrot,NT,Near Threatened
pezoporus occidentalis,psittacidae,night parrot,EN,Endangered
polytelis alexandrae,psittacidae,princess parrot,VU,Vulnerable
psephotellus dissimilis,psittacidae,hooded parrot,NT,Near Threatened
tyto longimembris,tytonidae,eastern grass owl,NT,Near Threatened
tyto novaehollandiae,tytonidae,masked owl (northern mainland),VU,Vulnerable
tyto novaehollandiae,tytonidae,masked owl (tiwi),EN,Endangered
dromaius novaehollandiae,casuariidae,emu,NT,Near Threatened
orcaella heinsohni,delphinidae,australian snubfin dolphin,DD,Data Deficient
sousa sahulensis,delphinidae,australian humpback dolphin,DD,Data Deficient
stenella attenuata,delphinidae,pantropical spotted dolphin,DD,Data Deficient
stenella longirostris,delphinidae,spinner dolphin,DD,Data Deficient
saccolaimus saccolaimus,emballonuridae,bare-rumped sheath-tailed bat,NT,Near Threatened
taphozous kapalgensis,emballonuridae,arnhem sheath-tailed bat,NT,Near Threatened
doryrhina stenotis,hipposideridae,northern leaf-nosed bat,NT,Near Threatened
hipposideros inornatus,hipposideridae,arnhem leaf-nosed bat,VU,Vulnerable
rhinonicteris aurantia,hipposideridae,orange leaf-nosed bat,NT,Near Threatened
macroderma gigas,megadermatidae,ghost bat,NT,Near Threatened
antechinomys laniger,dasyuridae,kultarr,NT,Near Threatened
antechinomys longicaudatus,dasyuridae,long-tailed dunnart,NT,Near Threatened
antechinus bellus,dasyuridae,fawn antechinus,EN,Endangered
dasycercus hillieri,dasyuridae,crest-tailed mulgara,VU,Vulnerable
dasyuroides byrnei,dasyuridae,kowari,VU-EXNT,Vulnerable
dasyurus geoffroii,dasyuridae,western quoll,VU-EXNT,Vulnerable
dasyurus hallucatus,dasyuridae,northern quoll,CR,Critically Endangered
phascogale calura,dasyuridae,red-tailed phascogale,VU-EXNT,Vulnerable
phascogale pirata,dasyuridae,northern brush-tailed phascogale,EN,Endangered
pseudantechinus mimulus,dasyuridae,carpentarian pseudantechinus,NT,Near Threatened
pseudantechinus ningbing,dasyuridae,ningbing pseudantechinus,NT,Near Threatened
sminthopsis bindi,dasyuridae,kakadu dunnart,DD,Data Deficient
sminthopsis butleri,dasyuridae,butler's dunnart,VU,Vulnerable
sminthopsis psammophila,dasyuridae,sandhill dunnart,EN,Endangered
myrmecobius fasciatus,myrmecobiidae,numbat,EN-EXNT,Endangered
lagorchestes asomatus,macropodidae,central hare-wallaby,EX,Extinct
lagorchestes conspicillatus,macropodidae,spectacled hare-wallaby,NT,Near Threatened
lagorchestes hirsutus,macropodidae,mala,EN-EWNT,Endangered
onychogalea lunata,macropodidae,crescent nailtail wallaby,EX,Extinct
onychogalea unguifera,macropodidae,northern nailtail wallaby,NT,Near Threatened
petrogale concinna,macropodidae,nabarlek (top end),EN,Endangered
petrogale concinna,macropodidae,nabarlek (victoria river district),CR-PE,Critically Endangered
trichosurus vulpecula,phalangeridae,common brushtail possum (north-western),NT,Near Threatened
trichosurus vulpecula,phalangeridae,common brushtail possum (central and south-eastern),EN,Endangered
bettongia anhydra,potoroidae,desert bettong,EX,Extinct
bettongia lesueur,potoroidae,burrowing bettong,EX,Extinct
bettongia penicillata,potoroidae,brush-tailed bettong,EN-EXNT,Endangered
chaeropus ecaudatus,chaeropodidae,pig-footed bandicoot,EX,Extinct
isoodon auratus,peramelidae,golden bandicoot,EN,Endangered
isoodon macrourus,peramelidae,northern brown bandicoot,NT,Near Threatened
perameles eremiana,peramelidae,desert bandicoot,EX,Extinct
macrotis lagotis,thylacomyidae,greater bilby,VU,Vulnerable
macrotis leucura,thylacomyidae,lesser bilby,EX,Extinct
conilurus penicillatus,muridae,brush-tailed rabbit-rat,EN,Endangered
leporillus apicalis,muridae,lesser stick-nest rat,EX,Extinct
mesembriomys gouldii,muridae,black-footed tree-rat (melville island),VU,Vulnerable
mesembriomys gouldii,muridae,black-footed tree-rat (kimberley and mainland northern territory),EN,Endangered
mesembriomys macrurus,muridae,golden-backed tree-rat,CR,Critically Endangered
notomys amplus,muridae,short-tailed hopping-mouse,EX,Extinct
notomys aquilo,muridae,northern hopping-mouse,VU,Vulnerable
notomys fuscus,muridae,dusky hopping-mouse,EN,Endangered
notomys longicaudatus,muridae,long-tailed hopping-mouse,EX,Extinct
pseudomys australis,muridae,plains mouse,EN,Endangered
pseudomys calabyi,muridae,kakadu pebble-mouse,NT,Near Threatened
pseudomys fieldi,muridae,shark bay mouse,VU-EXNT,Vulnerable
pseudomys johnsoni,muridae,central pebble-mouse,NT,Near Threatened
pseudomys nanus,muridae,western chestnut mouse,NT,Near Threatened
rattus tunneyi,muridae,pale field-rat,VU,Vulnerable
rattus villosissimus,muridae,long-haired rat,NT,Near Threatened
xeromys myoides,muridae,water mouse,DD,Data Deficient
zyzomys maini,muridae,arnhem rock-rat,VU,Vulnerable
zyzomys palatalis,muridae,carpentarian rock-rat,EN,Endangered
zyzomys pedunculatus,muridae,central rock-rat,CR,Critically Endangered
dugong dugon,dugongidae,dugong,NT,Near Threatened
chelosania brunnea,agamidae,chameleon dragon,NT,Near Threatened
cryptagama aurita,agamidae,gravel dragon,DD,Data Deficient
ctenophorus rufescens,agamidae,rusty dragon,DD,Data Deficient
tympanocryptis uniformis,agamidae,even-scaled earless dragon,DD,Data Deficient
aspidites ramsayi,boidae,woma,NT,Near Threatened
nyctophilopython oenpelliensis,boidae,oenpelli python,VU,Vulnerable
lucasium occultum,diplodactylidae,yellow-snouted ground gecko,VU,Vulnerable
strophurus robinsoni,diplodactylidae,robinson's spiny-tailed gecko,DD,Data Deficient
acanthophis hawkei,elapidae,plains death adder,VU,Vulnerable
brachyurophis morrisi,elapidae,arnhem shovel-nosed snake,DD,Data Deficient
demansia angusticeps,elapidae,narrow-headed whipsnake,DD,Data Deficient
demansia quaesitor,elapidae,sombre whipsnake,DD,Data Deficient
hydrophis atriceps,elapidae,black-headed sea snake,DD,Data Deficient
hydrophis zweifeli,elapidae,beaked sea snake,DD,Data Deficient
oxyuranus scutellatus,elapidae,coastal taipan,DD,Data Deficient
pseudechis australis,elapidae,mulga snake,NT,Near Threatened
suta ordensis,elapidae,ord snake,DD,Data Deficient
gehyra robusta,gekkonidae,robust dtella,DD,Data Deficient
delma desmosa,pygopodidae,banded delma,DD,Data Deficient
ophidiocephalus taeniatus,pygopodidae,bronzeback,EN,Endangered
bellatorias obiri,scincidae,arnhem land gorges skink,EN,Endangered
cryptoblepharus exochus,scincidae,noble snake-eyed skink,DD,Data Deficient
cryptoblepharus gurrmul,scincidae,arafura snake-eyed skink,EN,Endangered
cryptoblepharus litoralis,scincidae,coastal snake-eyed skink,DD,Data Deficient
cryptoblepharus wulbu,scincidae,spangled snake-eyed skink,DD,Data Deficient
ctenotus arnhemensis,scincidae,jabiluka ctenotus,DD,Data Deficient
ctenotus astictus,scincidae,elegant ctenotus,DD,Data Deficient
ctenotus gagudju,scincidae,magela ctenotus,DD,Data Deficient
ctenotus kurnbudj,scincidae,kurnbudj ctenotus,DD,Data Deficient
ctenotus olympicus,scincidae,saltbush ctenotus,DD,Data Deficient
ctenotus rimacola,scincidae,crack-dwelling ctenotus (keep-ord rivers),VU,Vulnerable
ctenotus stuarti,scincidae,stuart's ctenotus,DD,Data Deficient
glaphyromorphus nigricaudis,scincidae,black-tailed bar-lipped skink,DD,Data Deficient
liopholis kintorei,scincidae,great desert skink,VU,Vulnerable
liopholis slateri,scincidae,slater's skink,VU,Vulnerable
morethia adelaidensis,scincidae,saltbush morethia skink,DD,Data Deficient
tiliqua scincoides,scincidae,common blue-tongue,DD,Data Deficient
anilios centralis,typhlopidae,centralian blind snake,DD,Data Deficient
anilios kimberleyensis,typhlopidae,kimberley shallow-soil blind snake,DD,Data Deficient
anilios nema,typhlopidae,slender blind snake,DD,Data Deficient
anilios yirrikalae,typhlopidae,yirrkala blind snake,DD,Data Deficient
varanus indicus,varanidae,mangrove monitor,NT,Near Threatened
varanus insulanicus,varanidae,black-spotted spiny-tailed monitor,DD,Data Deficient
varanus mertensi,varanidae,mertens' water monitor,VU,Vulnerable
varanus mitchelli,varanidae,mitchell's water monitor,VU,Vulnerable
varanus panoptes,varanidae,yellow-spotted monitor,VU,Vulnerable
varanus primordius,varanidae,northern ridge-tailed monitor,NT,Near Threatened
varanus spenceri,varanidae,spencer's monitor,DD,Data Deficient
carettochelys insculpta,carettochelyidae,pig-nosed turtle,NT,Near Threatened
chelodina burrungandjii,chelidae,sandstone long-necked turtle,DD,Data Deficient
caretta caretta,cheloniidae,loggerhead turtle,VU,Vulnerable
chelonia mydas,cheloniidae,green turtle,NT,Near Threatened
eretmochelys imbricata,cheloniidae,hawksbill turtle,VU,Vulnerable
lepidochelys olivacea,cheloniidae,olive ridley turtle,VU,Vulnerable
natator depressus,cheloniidae,flatback turtle,DD,Data Deficient
dermochelys coriacea,dermochelyidae,leatherback turtle,CR,Critically Endangered
craterocephalus centralis,atherinidae,finke hardyhead,NT,Near Threatened
craterocephalus stercusmuscarum,atherinidae,flyspecked hardyhead,DD,Data Deficient
iriatherina werneri,melanotaeniidae,threadfin rainbowfish,DD,Data Deficient
melanotaenia wilsoni,melanotaeniidae,little rainbowfish,NT,Near Threatened
zenarchopterus buffonis,hemiramphidae,northern river garfish,DD,Data Deficient
zenarchopterus caudovittatus,hemiramphidae,longjaw river garfish,DD,Data Deficient
zenarchopterus dispar,hemiramphidae,spoonfin river garfish,DD,Data Deficient
zenarchopterus gilli,hemiramphidae,shortnose river garfish,DD,Data Deficient
zenarchopterus rasori,hemiramphidae,short river garfish,DD,Data Deficient
thryssa scratchleyi,engraulidae,freshwater anchovy,DD,Data Deficient
campichthys tricarinatus,syngnathidae,threekeel pipefish,DD,Data Deficient
festucalex cinctus,syngnathidae,girdled pipefish,DD,Data Deficient
halicampus brocki,syngnathidae,tasselled pipefish,DD,Data Deficient
halicampus dunckeri,syngnathidae,ridgenose pipefish,DD,Data Deficient
halicampus grayi,syngnathidae,mud pipefish,DD,Data Deficient
haliichthys taeniophorus,syngnathidae,ribboned pipehorse,DD,Data Deficient
hippichthys cyanospilos,syngnathidae,bluespeckled pipefish,DD,Data Deficient
hippichthys parvicarinatus,syngnathidae,shortkeel pipefish,DD,Data Deficient
hippichthys penicillus,syngnathidae,beady pipefish,DD,Data Deficient
hippocampus dahli,syngnathidae,lowcrown seahorse,DD,Data Deficient
hippocampus kuda,syngnathidae,common seahorse,DD,Data Deficient
hippocampus multispinus,syngnathidae,northern spiny seahorse,DD,Data Deficient
hippocampus spinosissimus,syngnathidae,winged seahorse,DD,Data Deficient
micrognathus micronotopterus,syngnathidae,tidepool pipefish,DD,Data Deficient
solegnathus hardwickii,syngnathidae,pallid pipehorse,DD,Data Deficient
solegnathus lettiensis,syngnathidae,gunther's pipehorse,DD,Data Deficient
syngnathoides biaculeatus,syngnathidae,double-end pipefish,DD,Data Deficient
trachyrhamphus bicoarctatus,syngnathidae,bentstick pipefish,DD,Data Deficient
trachyrhamphus longirostris,syngnathidae,straightstick pipefish,DD,Data Deficient
antennarius commerson,antennariidae,giant frogfish,DD,Data Deficient
lophichthys boschmai,antennariidae,boschma's anglerfish,DD,Data Deficient
lophiocharon trisignatus,antennariidae,spot-tail anglerfish,DD,Data Deficient
tathicarpus butleri,antennariidae,blackspot anglerfish,DD,Data Deficient
tetrabrachium ocellatum,antennariidae,humpback anglerfish,DD,Data Deficient
dinematichthys megasoma,bythitidae,robust cusk,DD,Data Deficient
pseudamia nigra,apogonidae,estuary cardinalfish,DD,Data Deficient
meiacanthus luteus,blenniidae,yellow fangblenny,DD,Data Deficient
alepes kleinii,carangidae,razorbelly trevally,DD,Data Deficient
chaetodon adiergastos,chaetodontidae,philippine butterflyfish,DD,Data Deficient
chaetodon baronessa,chaetodontidae,triangular butterflyfish,DD,Data Deficient
chaetodon trifascialis,chaetodontidae,chevron butterflyfish,DD,Data Deficient
hypseleotris barrawayi,eleotridae,barraway’s carp gudgeon,DD,Data Deficient
mogurnda larapintae,eleotridae,desert mogurnda,NT,Near Threatened
mogurnda mogurnda,eleotridae,northern purplespotted gudgeon,DD,Data Deficient
rhinoprenes pentanemus,ephippidae,threadfin scat,DD,Data Deficient
glaucosoma magnificum,glaucosomatidae,threadfin pearl perch,DD,Data Deficient
chlamydogobius japalpa,gobiidae,finke goby,VU,Vulnerable
glossogobius munroi,gobiidae,munro's goby,DD,Data Deficient
redigobius balteatus,gobiidae,rhinohorn goby,DD,Data Deficient
silhouettea hoesei,gobiidae,hoese's silhouette goby,DD,Data Deficient
psammoperca waigiensis,latidae,sand bass,DD,Data Deficient
pomacentrus littoralis,pomacentridae,smoky damsel,DD,Data Deficient
pomacentrus milleri,pomacentridae,miller's damsel,DD,Data Deficient
assiculus punctatus,pseudochromidae,bluespotted dottyback,DD,Data Deficient
pseudochromis wilsoni,pseudochromidae,yellowfin dottyback,DD,Data Deficient
protonibea diacanthus,sciaenidae,black jewfish,DD,Data Deficient
anyperodon leucogrammicus,serranidae,whitelined rockcod,DD,Data Deficient
chromileptes altivelis,serranidae,barramundi cod,DD,Data Deficient
epinephelus lanceolatus,serranidae,queensland grouper,DD,Data Deficient
pseudanthias cooperi,serranidae,red basslet,DD,Data Deficient
amniataba percoides,terapontidae,barred grunter,DD,Data Deficient
pingalla lorentzi,terapontidae,lorentz grunter,VU,Vulnerable
pingalla midgleyi,terapontidae,midgley's grunter,DD,Data Deficient
scortum neili,terapontidae,angalarri grunter,VU,Vulnerable
scortum ogilbyi,terapontidae,gulf grunter,DD,Data Deficient
rendahlia jaubertensis,soleidae,jaubert sole,DD,Data Deficient
amissidens hainesi,ariidae,ridged catfish,DD,Data Deficient
cinetodus froggatti,ariidae,smallmouth catfish,DD,Data Deficient
hemiarius insidiator,ariidae,flat catfish,DD,Data Deficient
neoarius pectoralis,ariidae,saw-spine catfish,DD,Data Deficient
porochilus argenteus,plotosidae,silver catfish,DD,Data Deficient
porochilus obbesi,plotosidae,obbes' catfish,NT,Near Threatened
carcharhinus albimarginatus,carcharhinidae,silvertip shark,DD,Data Deficient
carcharhinus obscurus,carcharhinidae,dusky whaler,DD,Data Deficient
carcharhinus plumbeus,carcharhinidae,sandbar shark,DD,Data Deficient
glyphis garricki,carcharhinidae,northern river shark,EN,Endangered
glyphis glyphis,carcharhinidae,speartooth shark,VU,Vulnerable
rhizoprionodon oligolinx,carcharhinidae,grey sharpnose shark,DD,Data Deficient
hemigaleus australiensis,hemigaleidae,weasel shark,DD,Data Deficient
atelomycterus marnkalha,scyliorhinidae,eastern banded catshark,DD,Data Deficient
galeus gracilis,scyliorhinidae,slender sawtail catshark,DD,Data Deficient
mustelus ravidus,triakidae,grey gummy shark,DD,Data Deficient
carcharias taurus,odontaspididae,grey nurse shark,DD,Data Deficient
neotrygon annotata,dasyatidae,plain maskray,DD,Data Deficient
neotrygon leylandi,dasyatidae,painted maskray,DD,Data Deficient
urogymnus asperrimus,dasyatidae,porcupine ray,DD,Data Deficient
urogymnus dalyensis,dasyatidae,freshwater whipray,DD,Data Deficient
urogymnus granulatus,dasyatidae,mangrove whipray,DD,Data Deficient
aetomylaeus vespertilio,myliobatidae,ornate eagle ray,DD,Data Deficient
eucrossorhinus dasypogon,orectolobidae,tasselled wobbegong,DD,Data Deficient
orectolobus wardi,orectolobidae,northern wobbegong,DD,Data Deficient
rhincodon typus,rhincodontidae,whale shark,DD,Data Deficient
anoxypristis cuspidata,pristidae,narrow sawfish,NT,Near Threatened
pristis clavata,pristidae,dwarf sawfish,VU,Vulnerable
pristis pristis,pristidae,largetooth sawfish,VU,Vulnerable
pristis zijsron,pristidae,green sawfish,VU,Vulnerable
ogyris doddi,lycaenidae,dodd's azure,EN,Endangered
attacus wardi,saturniidae,atlas moth,VU,Vulnerable
amphidromus cognatus,camaenidae,tiwi islands treesnail,VU,Vulnerable
dirutrachia sublevata,camaenidae,harts range knob-lip snail,VU,Vulnerable
divellomelon hillieri,camaenidae,hillier's keeled snail,VU,Vulnerable
granulomelon arcigerens,camaenidae,finke gorge rock snail,VU,Vulnerable
granulomelon gilleni,camaenidae,gillen creek rocksnail,VU,Vulnerable
granulomelon grandituberculatum,camaenidae,harts range rocksnail,VU,Vulnerable
granulomelon squamulosum,camaenidae,palm valley rocksnail,VU,Vulnerable
mesodontrachia fitzroyana,camaenidae,fitzroy station rocksnail,CR,Critically Endangered
ordtrachia australis,camaenidae,behn river keeled snail,EN,Endangered
ordtrachia septentrionalis,camaenidae,rosewood keeled snail,EN,Endangered
semotrachia caupona,camaenidae,temple bar squat snail,VU,Vulnerable
semotrachia elleryi,camaenidae,ellery creek squat snail,VU,Vulnerable
semotrachia emilia,camaenidae,emily gap squat snail,VU,Vulnerable
semotrachia esau,camaenidae,krichauff ranges squat snail,VU,Vulnerable
semotrachia euzyga,camaenidae,alice springs squat snail,EN,Endangered
semotrachia filixiana,camaenidae,fenn gap squat snail,VU,Vulnerable
semotrachia huckittana,camaenidae,huckitta ruins squat snail,VU,Vulnerable
semotrachia illarana,camaenidae,illara waterhole squat snail,VU,Vulnerable
semotrachia jessieana,camaenidae,jessie gap squat snail,VU,Vulnerable
semotrachia jinkana,camaenidae,jinka spring squat snail,VU,Vulnerable
semotrachia rossana,camaenidae,ross river squat snail,VU,Vulnerable
semotrachia runutjirbana,camaenidae,runutjirba ridge squat snail,VU,Vulnerable
semotrachia winneckeana,camaenidae,spencer gorge squat snail,VU,Vulnerable
trachiopsis victoriana,camaenidae,victoria river squat snail,VU,Vulnerable
vidumelon wattii,camaenidae,watt's multicoiled snail,VU,Vulnerable
vincentrachia desmonda,camaenidae,saddle creek rocksnail,CR,Critically Endangered
tateropa aemula,charopidae,red centre pinwheel snail,VU,Vulnerable
bothriembryon spenceri,placostylidae,spencer's tapered snail,VU,Vulnerable
trochomorpha melvillensis,trochomorphidae,melville squat-keeled snail,VU,Vulnerable
asplenium longissimum,aspleniaceae,asplenium,NT,Near Threatened
asplenium polyodon,aspleniaceae,asplenium,DD,Data Deficient
doodia caudata,blechnaceae,"doodia, small rasp fern",NT,Near Threatened
histiopteris incisa,dennstaedtiaceae,"histiopteris, bats wing fern, oak fern",NT,Near Threatened
microlepia speluncae,dennstaedtiaceae,microlepia,NT,Near Threatened
bolbitis quoyana,dryopteridaceae,bolbitis,VU,Vulnerable
gleichenia dicarpa,gleicheniaceae,gleichenia,NT,Near Threatened
sticherus flabellatus,gleicheniaceae,sticherus,VU,Vulnerable
sticherus flabellatus var. compactus,gleicheniaceae,sticherus,VU,Vulnerable
abrodictyum obscurum,hymenophyllaceae,cephalomanes,EN,Endangered
lindsaea media,lindsaeaceae,lindsaea,NT,Near Threatened
lindsaea walkerae,lindsaeaceae,lindsaea,NT,Near Threatened
nephrolepis acutifolia,lomariopsidaceae,nephrolepis,NT,Near Threatened
nephrolepis arida,lomariopsidaceae,,DD,Data Deficient
angiopteris evecta,marattiaceae,angiopteris,VU,Vulnerable
marsilea costulifera,marsileaceae,"marsilea, narrow-leaf nardoo, nardoo",DD,Data Deficient
marsilea cryptocarpa,marsileaceae,"marsilea, nardoo",DD,Data Deficient
marsilea latzii,marsileaceae,"marsilea, nardoo",NT,Near Threatened
ophioglossum lusitanicum,ophioglossaceae,"ophioglossum, austral adders tongue",NT,Near Threatened
acrostichum aureum,pteridaceae,acrostichum,NT,Near Threatened
adiantum atroviride,pteridaceae,adiantum,DD,Data Deficient
adiantum capillus-veneris,pteridaceae,"adiantum, venus-hair fern",VU,Vulnerable
adiantum diaphanum,pteridaceae,adiantum,NT,Near Threatened
paraceterach muelleri,pteridaceae,paraceterach,NT,Near Threatened
pteris comans,pteridaceae,pteris,NT,Near Threatened
pteris vittata,pteridaceae,pteris,DD,Data Deficient
taenitis pinnata,pteridaceae,taenitis,NT,Near Threatened
vittaria ensiformis,pteridaceae,"vittaria, tape fern",NT,Near Threatened
actinostachys wagneri,schizaeaceae,actinostachys,NT,Near Threatened
selaginella sp. mt gilruth,selaginellaceae,selaginella,DD,Data Deficient
tectaria siifolia,tectariaceae,tectaria,NT,Near Threatened
macrothelypteris torresiana,thelypteridaceae,macrothelypteris,EN,Endangered
sphaerostephanos heterocarpus,thelypteridaceae,sphaerostephanos,NT,Near Threatened
sphaerostephanos unitus,thelypteridaceae,sphaerostephanos,DD,Data Deficient
sphaerostephanos unitus var. unitus,thelypteridaceae,sphaerostephanos,NT,Near Threatened
podocarpus grayae,podocarpaceae,podocarpus,NT,Near Threatened
cycas arenicola,cycadaceae,,NT,Near Threatened
cycas armstrongii,cycadaceae,,VU,Vulnerable
cycas maconochiei subsp. viridis,cycadaceae,,DD,Data Deficient
macrozamia macdonnellii,zamiaceae,"macrozamia, macdonnell ranges cycad",NT,Near Threatened
trithuria cookeana,hydatellaceae,trithuria,DD,Data Deficient
trithuria cowieana,hydatellaceae,trithuria,DD,Data Deficient
nymphaea georginae,nymphaeaceae,"nymphaea, water lily",NT,Near Threatened
acanthus ebracteatus,acanthaceae,"acanthus, purple mangrove holly",DD,Data Deficient
acanthus ebracteatus subsp. ebarbatus,acanthaceae,"acanthus, purple mangrove holly",DD,Data Deficient
avicennia integra,acanthaceae,"avicennia, northern territory mangrove",NT,Near Threatened
brunoniella sp. daly river road,acanthaceae,,DD,Data Deficient
dicliptera australis,acanthaceae,dicliptera,DD,Data Deficient
dipteracanthus australasicus subsp. dalyensis,acanthaceae,dipteracanthus,DD,Data Deficient
dipteracanthus bracteatus,acanthaceae,dipteracanthus,NT,Near Threatened
graptophyllum spinigerum,acanthaceae,graptophyllum,NT,Near Threatened
hypoestes floribunda var. distans,acanthaceae,hypoestes,DD,Data Deficient
gunniopsis papillata,aizoaceae,gunniopsis,NT,Near Threatened
gunniopsis quadrifida,aizoaceae,"gunniopsis, sturts pigface",NT,Near Threatened
gunniopsis septifraga,aizoaceae,gunniopsis,NT,Near Threatened
trianthema glossostigmum,aizoaceae,trianthema,NT,Near Threatened
trianthema oxycalyptra var. oxycalyptra,aizoaceae,trianthema,NT,Near Threatened
trianthema oxycalyptrum,aizoaceae,trianthema,NT,Near Threatened
amaranthus induratus,amaranthaceae,amaranthus,DD,Data Deficient
amaranthus macrocarpus,amaranthaceae,"amaranthus, dwarf amaranthus",DD,Data Deficient
amaranthus macrocarpus var. macrocarpus,amaranthaceae,"amaranthus, dwarf amaranthus",DD,Data Deficient
atriplex angulata,amaranthaceae,"atriplex, fan saltbush, angular saltbush",DD,Data Deficient
atriplex crassipes,amaranthaceae,"atriplex, saltbush",DD,Data Deficient
atriplex crassipes var. crassipes,amaranthaceae,"atriplex, saltbush",DD,Data Deficient
atriplex eardleyae,amaranthaceae,"atriplex, small saltbush, eardleys saltbush",NT,Near Threatened
atriplex fissivalvis,amaranthaceae,"atriplex, saltbush",NT,Near Threatened
atriplex flabelliformis,amaranthaceae,"atriplex, saltbush",NT,Near Threatened
atriplex incrassata,amaranthaceae,"atriplex, saltbush",NT,Near Threatened
