taxonId,kingdom,class,family,scientificName,vernacularName,scientificNameAuthorship,sourceStatus,significant,confidential,endemicity,status,endemicity1,epbcStatus
40484,Plantae,Equisetopsida,Orchidaceae,Taeniophyllum baumei,,B.Gray,SL,Y,Y,Q,Special least concern,Queensland endemic,
36103,Plantae,Equisetopsida,Orchidaceae,Taeniophyllum clementsii,,(D.L.Jones & B.Gray) Kocyan & Schuit.,SL,Y,Y,Q,Special least concern,Queensland endemic,
8558,Plantae,Equisetopsida,Orchidaceae,Taeniophyllum confertum,,B.Gray & D.L.Jones,NT,Y,Y,Q,Near Threatened,Queensland endemic,
41733,Plantae,Equisetopsida,Orchidaceae,Taeniophyllum cylindrocentrum,,Schltr.,SL,Y,Y,Q,Special least concern,Queensland endemic,
36337,Plantae,Equisetopsida,Orchidaceae,Taeniophyllum epacridicola,,B.Gray,SL,Y,Y,Q,Special least concern,Queensland endemic,
35944,Plantae,Equisetopsida,Orchidaceae,Taeniophyllum explanatum,,B.Gray,SL,Y,Y,Q,Special least concern,Queensland endemic,
9841,Plantae,Equisetopsida,Orchidaceae,Taeniophyllum lobatum,,Dockrill,NT,Y,Y,Q,Near Threatened,Queensland endemic,
12670,Plantae,Equisetopsida,Orchidaceae,Taeniophyllum malianum,,Schltr.,SL,Y,Y,QI,Special least concern,Naturally occurs in Queensland and overseas,
9840,Plantae,Equisetopsida,Orchidaceae,Taeniophyllum muelleri,,Lindl. ex Benth.,SL,Y,Y,Q,Special least concern,Queensland endemic,
35918,Plantae,Equisetopsida,Orchidaceae,Taeniophyllum triquetroradix,,B.Gray,SL,Y,Y,Q,Special least concern,Queensland endemic,
41210,Plantae,Equisetopsida,Orchidaceae,Taeniophyllum walkeri,,B.Gray,SL,Y,Y,Q,Special least concern,Queensland endemic,
9081,Plantae,Equisetopsida,Orchidaceae,Tainia trinervis,,(Blume) Rchb.f.,SL,Y,Y,QI,Special least concern,Naturally occurs in Queensland and overseas,
12673,Plantae,Equisetopsida,Orchidaceae,Thelasis carinata,,Blume,V,Y,Y,QI,Vulnerable,Naturally occurs in Queensland and overseas,
7915,Plantae,Equisetopsida,Orchidaceae,Thelymitra angustifolia,,R.Br.,SL,Y,Y,QI,Special least concern,Naturally occurs in Queensland and overseas,
12677,Plantae,Equisetopsida,Orchidaceae,Thelymitra carnea,,R.Br.,SL,Y,Y,QA,Special least concern,Australian endemic,
9199,Plantae,Equisetopsida,Orchidaceae,Thelymitra fragrans,,D.L.Jones & M.A.Clem.,SL,Y,Y,QA,Special least concern,Australian endemic,
6207,Plantae,Equisetopsida,Orchidaceae,Thelymitra ixioides,,Sw.,SL,Y,Y,QA,Special least concern,Australian endemic,
7917,Plantae,Equisetopsida,Orchidaceae,Thelymitra malvina,,"M.A.Clem., D.L.Jones & Molloy",SL,Y,Y,QA,Special least concern,Australian endemic,
12675,Plantae,Equisetopsida,Orchidaceae,Thelymitra pauciflora,slender sun orchid,R.Br.,SL,Y,Y,QA,Special least concern,Australian endemic,
7916,Plantae,Equisetopsida,Orchidaceae,Thelymitra purpurata,wallum sun orchid,Rupp,SL,Y,Y,QA,Special least concern,Australian endemic,
29280,Plantae,Equisetopsida,Orchidaceae,Thelymitra queenslandica,,Jeanes,SL,Y,Y,Q,Special least concern,Queensland endemic,
29290,Plantae,Equisetopsida,Orchidaceae,Thelymitra x merraniae,,Nicholls,SL,Y,Y,Q,Special least concern,Queensland endemic,
22806,Plantae,Equisetopsida,Orchidaceae,Thrixspermum congestum,,(F.M.Bailey) Dockrill,SL,Y,Y,Q,Special least concern,Queensland endemic,
12678,Plantae,Equisetopsida,Orchidaceae,Thrixspermum platystachys,,(F.M.Bailey) Schltr.,SL,Y,Y,Q,Special least concern,Queensland endemic,
8182,Plantae,Equisetopsida,Orchidaceae,Trachoma speciosum,,"D.L.Jones, B.Gray, M.A.Clem. & J.J.Wood",SL,Y,Y,Q,Special least concern,Queensland endemic,
8183,Plantae,Equisetopsida,Orchidaceae,Trachoma stellatum,,"M.A.Clem., D.L.Jones, B.Gray & J.J.Wood",SL,Y,Y,Q,Special least concern,Queensland endemic,
34091,Plantae,Equisetopsida,Orchidaceae,Trachoma subluteum,,(Rupp) Garay,SL,Y,Y,Q,Special least concern,Queensland endemic,
11357,Plantae,Equisetopsida,Orchidaceae,Trichoglottis australiensis,,Dockrill,V,Y,Y,Q,Vulnerable,Queensland endemic,
12680,Plantae,Equisetopsida,Orchidaceae,Vanda hindsii,Cape York vanda,Lindl.,V,Y,Y,QI,Vulnerable,Naturally occurs in Queensland and overseas,Vulnerable
30794,Plantae,Equisetopsida,Orchidaceae,Vrydagzynea grayi,,D.L.Jones & M.A.Clem.,E,Y,Y,Q,Endangered,Queensland endemic,Endangered
15903,Plantae,Equisetopsida,Orchidaceae,Zeuxine oblonga,hairy jewel orchid,R.S.Rogers & C.T.White,SL,Y,Y,QAI,Special least concern,Naturally occurs in Australia and overseas,
13909,Plantae,Equisetopsida,Orobanchaceae,Euphrasia bella,Lamington eyebright,S.T.Blake,E,Y,N,QA,Endangered,Australian endemic,Vulnerable
13199,Plantae,Equisetopsida,Orobanchaceae,Euphrasia orthocheila subsp. orthocheila,,W.R.Barker,NT,Y,N,QA,Near Threatened,Australian endemic,
13910,Plantae,Equisetopsida,Orobanchaceae,Euphrasia orthocheila subsp. peraspera,,W.R.Barker,NT,Y,N,Q,Near Threatened,Queensland endemic,
12683,Plantae,Equisetopsida,Pandanaceae,Freycinetia marginata,,Blume,V,Y,N,Q,Vulnerable,Queensland endemic,
12684,Plantae,Equisetopsida,Pandanaceae,Freycinetia percostata,,Merr. & L.M.Perry,V,Y,N,QI,Vulnerable,Naturally occurs in Queensland and overseas,
12755,Plantae,Equisetopsida,Pandanaceae,Pandanus zea,,H.St.John,NT,Y,N,Q,Near Threatened,Queensland endemic,
18491,Plantae,Equisetopsida,Phrymaceae,Microcarpaea agonis,,A.R.Bean,E,Y,N,Q,Endangered,Queensland endemic,Endangered
30539,Plantae,Equisetopsida,Phyllanthaceae,Actephila bella,,P.I.Forst.,V,Y,N,Q,Vulnerable,Queensland endemic,
30644,Plantae,Equisetopsida,Phyllanthaceae,Actephila championiae,,P.I.Forst.,V,Y,N,Q,Vulnerable,Queensland endemic,
11365,Plantae,Equisetopsida,Phyllanthaceae,Actephila foetida,,Domin,V,Y,N,Q,Vulnerable,Queensland endemic,Vulnerable
35596,Plantae,Equisetopsida,Phyllanthaceae,Breynia macrantha,,(Hassk.) Chakrab. & N.P.Balakr.,V,Y,N,QI,Vulnerable,Naturally occurs in Queensland and overseas,Vulnerable
9383,Plantae,Equisetopsida,Phyllanthaceae,Glochidion pruinosum,,Airy Shaw,E,Y,N,Q,Endangered,Queensland endemic,
11307,Plantae,Equisetopsida,Phyllanthaceae,Glochidion pungens,,Airy Shaw,NT,Y,N,Q,Near Threatened,Queensland endemic,
11315,Plantae,Equisetopsida,Phyllanthaceae,Margaritaria indica,,(Dalzell) Airy Shaw,NT,Y,N,QI,Near Threatened,Naturally occurs in Queensland and overseas,
11271,Plantae,Equisetopsida,Phyllanthaceae,Phyllanthus brassii,,C.T.White,V,Y,N,Q,Vulnerable,Queensland endemic,
6090,Plantae,Equisetopsida,Phyllanthaceae,Phyllanthus sp. (Bulburin P.I.Forster+ PIF16034),,,V,Y,N,Q,Vulnerable,Queensland endemic,
18198,Plantae,Equisetopsida,Picrodendraceae,Austrobuxus megacarpus,,P.I.Forst.,NT,Y,N,Q,Near Threatened,Queensland endemic,
18500,Plantae,Equisetopsida,Picrodendraceae,Dissiliaria tuckeri,,P.I.Forst.,V,Y,N,Q,Vulnerable,Queensland endemic,
11318,Plantae,Equisetopsida,Picrodendraceae,Neoroepera buxifolia,,Muell.Arg. & F.Muell.,V,Y,N,Q,Vulnerable,Queensland endemic,Vulnerable
40642,Plantae,Equisetopsida,Picrodendraceae,Pseudanthus pauciflorus,,,NT,Y,N,Q,Near Threatened,Queensland endemic,
26350,Plantae,Equisetopsida,Picrodendraceae,Pseudanthus pauciflorus subsp. arenicola,,Halford & R.J.F.Hend.,NT,Y,N,Q,Near Threatened,Queensland endemic,
26349,Plantae,Equisetopsida,Picrodendraceae,Pseudanthus pauciflorus subsp. pauciflorus,,Halford & R.J.F.Hend.,NT,Y,N,QA,Near Threatened,Australian endemic,
6233,Plantae,Equisetopsida,Picrodendraceae,Sankowskya stipularis,,P.I.Forst.,E,Y,N,Q,Endangered,Queensland endemic,Endangered
10909,Plantae,Equisetopsida,Picrodendraceae,Whyanbeelia terrae-reginae,,Airy Shaw & B.Hyland,NT,Y,N,Q,Near Threatened,Queensland endemic,
16448,Plantae,Equisetopsida,Piperaceae,Piper mestonii,long pepper,F.M.Bailey,NT,Y,N,QI,Near Threatened,Naturally occurs in Queensland and overseas,
2053,Plantae,Equisetopsida,Pittosporaceae,Bursaria reevesii,,"L.Cayzer, Crisp & I.Telford",V,Y,N,Q,Vulnerable,Queensland endemic,
13124,Plantae,Equisetopsida,Pittosporaceae,Pittosporum oreillyanum,thorny pittosporum,C.T.White,NT,Y,N,QA,Near Threatened,Australian endemic,
9879,Plantae,Equisetopsida,Poaceae,Amphibromus whitei,,C.E.Hubb.,PE,Y,N,Q,Extinct in the wild,Queensland endemic,Extinct
11116,Plantae,Equisetopsida,Poaceae,Apluda mutica,,L.,V,Y,N,QAI,Vulnerable,Naturally occurs in Australia and overseas,
10006,Plantae,Equisetopsida,Poaceae,Aristida annua,,B.K.Simon,V,Y,N,Q,Vulnerable,Queensland endemic,Vulnerable
6514,Plantae,Equisetopsida,Poaceae,Aristida forsteri,,B.K.Simon,E,Y,N,Q,Endangered,Queensland endemic,
9744,Plantae,Equisetopsida,Poaceae,Aristida granitica,,B.K.Simon,E,Y,N,Q,Endangered,Queensland endemic,Endangered
8037,Plantae,Equisetopsida,Poaceae,Aristida thompsonii,Thompson's wiregrass,B.K.Simon,E,Y,N,Q,Endangered,Queensland endemic,
41060,Plantae,Equisetopsida,Poaceae,Arthraxon australiensis,Cape York carpet grass,(B.K.Simon) E.J.Thomps.,V,Y,N,Q,Vulnerable,Queensland endemic,
9964,Plantae,Equisetopsida,Poaceae,Arthraxon hispidus,,(Thunb.) Makino,V,Y,N,QAI,Vulnerable,Naturally occurs in Australia and overseas,Vulnerable
36661,Plantae,Equisetopsida,Poaceae,Arthraxon hispidus var. hispidus,,(Thunb.) Makino,V,Y,N,QAI,Vulnerable,Naturally occurs in Australia and overseas,
14813,Plantae,Equisetopsida,Poaceae,Arundinella grevillensis,,B.K.Simon,V,Y,N,Q,Vulnerable,Queensland endemic,
9981,Plantae,Equisetopsida,Poaceae,Bothriochloa bunyensis,Bunya Mountains bluegrass,B.K.Simon,V,Y,N,Q,Vulnerable,Queensland endemic,Vulnerable
34709,Plantae,Equisetopsida,Poaceae,Calyptochloa gracillima subsp. ipsviciensis,,E.J.Thomps.,CR,Y,N,Q,Critically Endangered,Queensland endemic,
40958,Plantae,Equisetopsida,Poaceae,Chloris circumfontinalis,,Fahey & Fensham,E,Y,N,Q,Endangered,Queensland endemic,
9701,Plantae,Equisetopsida,Poaceae,Coix gasteenii,,B.K.Simon,E,Y,N,Q,Endangered,Queensland endemic,
8970,Plantae,Equisetopsida,Poaceae,Dallwatsonia felliana,,B.K.Simon,E,Y,N,Q,Endangered,Queensland endemic,
11064,Plantae,Equisetopsida,Poaceae,Dichanthium queenslandicum,,B.K.Simon,V,Y,N,Q,Vulnerable,Queensland endemic,Endangered
14599,Plantae,Equisetopsida,Poaceae,Digitaria porrecta,,S.T.Blake,NT,Y,N,QA,Near Threatened,Australian endemic,
28740,Plantae,Equisetopsida,Poaceae,Eragrostis fenshamii,,B.K.Simon,V,Y,N,Q,Vulnerable,Queensland endemic,
10694,Plantae,Equisetopsida,Poaceae,Germainia capitata,,Balansa & Poitr.,V,Y,N,QI,Vulnerable,Naturally occurs in Queensland and overseas,Vulnerable
10582,Plantae,Equisetopsida,Poaceae,Homopholis belsonii,Belson's panic,C.E.Hubb.,E,Y,N,QA,Endangered,Australian endemic,Vulnerable
27783,Plantae,Equisetopsida,Poaceae,Isachne sharpii,,B.K.Simon,E,Y,N,Q,Endangered,Queensland endemic,
10677,Plantae,Equisetopsida,Poaceae,Lepturus geminatus,,C.E.Hubb.,NT,Y,N,QA,Near Threatened,Australian endemic,
28611,Plantae,Equisetopsida,Poaceae,Lepturus minutus,,B.K.Simon,V,Y,N,Q,Vulnerable,Queensland endemic,
10676,Plantae,Equisetopsida,Poaceae,Lepturus xerophilus,,Domin,NT,Y,N,QA,Near Threatened,Australian endemic,
8976,Plantae,Equisetopsida,Poaceae,Panicum chillagoanum,,B.K.Simon,V,Y,N,Q,Vulnerable,Queensland endemic,
10258,Plantae,Equisetopsida,Poaceae,Paspalidium grandispiculatum,,B.K.Simon,V,Y,N,Q,Vulnerable,Queensland endemic,Vulnerable
10259,Plantae,Equisetopsida,Poaceae,Paspalidium udum,,S.T.Blake,V,Y,N,QA,Vulnerable,Australian endemic,
10263,Plantae,Equisetopsida,Poaceae,Paspalum batianoffii,,B.K.Simon,PE,Y,N,Q,Extinct in the wild,Queensland endemic,Extinct
8997,Plantae,Equisetopsida,Poaceae,Paspalum multinodum,,B.K.Simon,V,Y,N,Q,Vulnerable,Queensland endemic,
9412,Plantae,Equisetopsida,Poaceae,Scrotochloa tararaensis,,(Jansen) Judz.,V,Y,N,QI,Vulnerable,Naturally occurs in Queensland and overseas,
10614,Plantae,Equisetopsida,Poaceae,Scrotochloa urceolata,,(Roxb.) Judz.,V,Y,N,QI,Vulnerable,Naturally occurs in Queensland and overseas,
8084,Plantae,Equisetopsida,Poaceae,Sporobolus pamelae,,B.K.Simon,E,Y,N,Q,Endangered,Queensland endemic,Endangered
41147,Plantae,Equisetopsida,Podocarpaceae,Pectinopitys ladei,,(F.M.Bailey) C.N.Page,NT,Y,N,Q,Near Threatened,Queensland endemic,
27914,Plantae,Equisetopsida,Podostemaceae,Cladopus queenslandicus,,(Domin) C.D.K.Cook & Rutish.,SL,Y,N,QI,Special least concern,Naturally occurs in Queensland and overseas,
36309,Plantae,Equisetopsida,Polygalaceae,Comesperma anemosmaragdinum,,A.J.Ford & Halford,E,Y,N,Q,Endangered,Queensland endemic,
12825,Plantae,Equisetopsida,Polygalaceae,Comesperma breviflorum,,Pedley,NT,Y,N,QA,Near Threatened,Australian endemic,
12826,Plantae,Equisetopsida,Polygalaceae,Comesperma oblongatum,,(R.Br. ex Benth.) Pedley,V,Y,N,Q,Vulnerable,Queensland endemic,Vulnerable
12656,Plantae,Equisetopsida,Polygalaceae,Comesperma praecelsum,,F.Muell.,V,Y,N,Q,Vulnerable,Queensland endemic,
15931,Plantae,Equisetopsida,Polygalaceae,Xanthophyllum fragrans,,C.T.White,NT,Y,N,Q,Near Threatened,Queensland endemic,
13157,Plantae,Equisetopsida,Polygonaceae,Persicaria elatior,,(R.Br.) Sojak,V,Y,N,QA,Vulnerable,Australian endemic,Vulnerable
8981,Plantae,Equisetopsida,Polypodiaceae,Calymmodon luerssenianus,,(Domin) Copel.,SL,Y,N,Q,Special least concern,Queensland endemic,
41542,Plantae,Equisetopsida,Polypodiaceae,Ctenopterella blechnoides,,(Grev.) Parris,V,Y,Y,QI,Vulnerable,Naturally occurs in Queensland and overseas,Vulnerable
41558,Plantae,Equisetopsida,Polypodiaceae,Ctenopterella gordonii,,(S.B.Andrews) Parris,SL,Y,N,Q,Special least concern,Queensland endemic,
41175,Plantae,Equisetopsida,Polypodiaceae,Dendroconche ampla,,"(F.Muell. ex Benth.) Testo, Sundue & A.R.Field",SL,Y,N,Q,Special least concern,Queensland endemic,
41176,Plantae,Equisetopsida,Polypodiaceae,Dendroconche sayeri,,"(F.Muell. ex Benth.) Testo, Sundue & A.R.Field",SL,Y,N,Q,Special least concern,Queensland endemic,
41173,Plantae,Equisetopsida,Polypodiaceae,Dendroconche scandens,,"(G.Forst.) Testo, Sundue & A.R.Field",SL,Y,N,QAI,Special least concern,Naturally occurs in Australia and overseas,
17431,Plantae,Equisetopsida,Polypodiaceae,Dictymia brownii,strap fern,(Wikstr.) Copel.,SL,Y,N,QAI,Special least concern,Naturally occurs in Australia and overseas,
17353,Plantae,Equisetopsida,Polypodiaceae,Drynaria quercifolia,,(L.) J.Sm.,SL,Y,N,QAI,Special least concern,Naturally occurs in Australia and overseas,
17354,Plantae,Equisetopsida,Polypodiaceae,Drynaria rigidula,,(Sw.) Bedd.,SL,Y,N,QAI,Special least concern,Naturally occurs in Australia and overseas,
17355,Plantae,Equisetopsida,Polypodiaceae,Drynaria sparsisora,,(Desv.) T.Moore,SL,Y,N,QI,Special least concern,Naturally occurs in Queensland and overseas,
21874,Plantae,Equisetopsida,Polypodiaceae,Drynaria x dumicola,,Bostock,V,Y,Y,Q,Vulnerable,Queensland endemic,
21867,Plantae,Equisetopsida,Polypodiaceae,Goniophlebium percussum,,(Cav.) W.H.Wagner & Grether,SL,Y,N,QI,Special least concern,Naturally occurs in Queensland and overseas,
21868,Plantae,Equisetopsida,Polypodiaceae,Goniophlebium subauriculatum,,(Blume) C.Presl,SL,Y,N,QI,Special least concern,Naturally occurs in Queensland and overseas,
17074,Plantae,Equisetopsida,Polypodiaceae,Grammitis stenophylla,,Parris,SL,Y,N,QA,Special least concern,Australian endemic,
9634,Plantae,Equisetopsida,Polypodiaceae,Lecanopteris sinuosa,,(Wall. ex Hook.) Copel.,SL,Y,N,QI,Special least concern,Naturally occurs in Queensland and overseas,
11649,Plantae,Equisetopsida,Polypodiaceae,Lemmaphyllum accedens,,(Blume) Donk,PE,Y,Y,QI,Extinct in the wild,Naturally occurs in Queensland and overseas,Extinct
41606,Plantae,Equisetopsida,Polypodiaceae,Lepisorus mucronatus,,(Fee) Li Wang,SL,Y,N,QAI,Special least concern,Naturally occurs in Australia and overseas,
21869,Plantae,Equisetopsida,Polypodiaceae,Microsorum australiense,,(F.M.Bailey) Bostock,SL,Y,N,Q,Special least concern,Queensland endemic,
16655,Plantae,Equisetopsida,Polypodiaceae,Microsorum grossum,,(Langsd. & Fisch.) S.B.Andrews,SL,Y,N,QAI,Special least concern,Naturally occurs in Australia and overseas,
21830,Plantae,Equisetopsida,Polypodiaceae,Microsorum maximum,,(Brack.) Copel.,SL,Y,N,Q,Special least concern,Queensland endemic,
16625,Plantae,Equisetopsida,Polypodiaceae,Microsorum membranifolium,pimple fern,(R.Br.) Ching,NT,Y,Y,QI,Near Threatened,Naturally occurs in Queensland and overseas,
16626,Plantae,Equisetopsida,Polypodiaceae,Microsorum punctatum,,(L.) Copel.,SL,Y,N,QI,Special least concern,Naturally occurs in Queensland and overseas,
19421,Plantae,Equisetopsida,Polypodiaceae,Microsorum scolopendria,,(Burm.f.) Copel.,SL,Y,N,QI,Special least concern,Naturally occurs in Queensland and overseas,
34720,Plantae,Equisetopsida,Polypodiaceae,Notogrammitis billardierei,,(Willd.) Parris,SL,Y,N,QAI,Special least concern,Naturally occurs in Australia and overseas,
41560,Plantae,Equisetopsida,Polypodiaceae,Oreogrammitis albosetosa,,(F.M.Bailey) Parris,V,Y,Y,Q,Vulnerable,Queensland endemic,
41570,Plantae,Equisetopsida,Polypodiaceae,Oreogrammitis leonardii,,(Parris) Parris,V,Y,Y,Q,Vulnerable,Queensland endemic,
41578,Plantae,Equisetopsida,Polypodiaceae,Oreogrammitis queenslandica,,(Parris) Parris,SL,Y,N,Q,Special least concern,Queensland endemic,
41726,Plantae,Equisetopsida,Polypodiaceae,Oreogrammitis reinwardtii,,(Blume) Parris,V,Y,Y,QI,Vulnerable,Naturally occurs in Queensland and overseas,Vulnerable
41577,Plantae,Equisetopsida,Polypodiaceae,Oreogrammitis wurunuran,,(Parris) Parris,SL,Y,N,Q,Special least concern,Queensland endemic,
11696,Plantae,Equisetopsida,Polypodiaceae,Platycerium bifurcatum,,(Cav.) C.Chr.,SL,Y,N,QA,Special least concern,Australian endemic,
16423,Plantae,Equisetopsida,Polypodiaceae,Platycerium hillii,,T.Moore,SL,Y,N,Q,Special least concern,Queensland endemic,
11697,Plantae,Equisetopsida,Polypodiaceae,Platycerium superbum,staghorn fern,de Jonch. & Hennipman,SL,Y,N,Q,Special least concern,Queensland endemic,
11422,Plantae,Equisetopsida,Polypodiaceae,Platycerium veitchii,silver elkhorn,(Underw.) C.Chr.,SL,Y,N,Q,Special least concern,Queensland endemic,
8962,Plantae,Equisetopsida,Polypodiaceae,Prosaptia contigua,,(G.Forst.) C.Presl,SL,Y,N,QI,Special least concern,Naturally occurs in Queensland and overseas,
6224,Plantae,Equisetopsida,Polypodiaceae,Prosaptia fuscopilosa,,(F.Muell. & Baker) Parris,SL,Y,N,Q,Special least concern,Queensland endemic,
6225,Plantae,Equisetopsida,Polypodiaceae,Prosaptia maidenii,,(Watts) Parris,SL,Y,N,Q,Special least concern,Queensland endemic,
6668,Plantae,Equisetopsida,Polypodiaceae,Pyrrosia confluens,,(R.Br.) Ching,SL,Y,N,QA,Special least concern,Australian endemic,
16314,Plantae,Equisetopsida,Polypodiaceae,Pyrrosia confluens var. confluens,,(R.Br.) Ching,SL,Y,N,QAI,Special least concern,Naturally occurs in Australia and overseas,
6690,Plantae,Equisetopsida,Polypodiaceae,Pyrrosia confluens var. dielsii,,(C.Chr.) Hovenkamp,SL,Y,N,Q,Special least concern,Queensland endemic,
16315,Plantae,Equisetopsida,Polypodiaceae,Pyrrosia lanceolata,,(L.) Farw.,SL,Y,N,QI,Special least concern,Naturally occurs in Queensland and overseas,
16316,Plantae,Equisetopsida,Polypodiaceae,Pyrrosia longifolia,,(Burm.f.) C.V.Morton,SL,Y,N,QI,Special least concern,Naturally occurs in Queensland and overseas,
16317,Plantae,Equisetopsida,Polypodiaceae,Pyrrosia rupestris,rock felt fern,(R.Br.) Ching,SL,Y,N,QAI,Special least concern,Naturally occurs in Australia and overseas,
16227,Plantae,Equisetopsida,Polypodiaceae,Scleroglossum wooroonooran,,(F.M.Bailey) C.Chr.,SL,Y,N,QA,Special least concern,Australian endemic,
41604,Plantae,Equisetopsida,Polypodiaceae,Selliguea simplicissima,,(F.Muell.) Hovenkamp,SL,Y,N,Q,Special least concern,Queensland endemic,
41541,Plantae,Equisetopsida,Polypodiaceae,Tomophyllum walleri,,(Maiden & Betche) Parris,V,Y,Y,Q,Vulnerable,Queensland endemic,Vulnerable
41347,Plantae,Equisetopsida,Polypodiaceae,Zealandia pustulata subsp. pustulata,,(G.Forst.) Testo & A.R.Field,SL,Y,N,QAI,Special least concern,Naturally occurs in Australia and overseas,
41227,Plantae,Equisetopsida,Potamogetonaceae,Althenia bilocularis,,(Kirk) Cockayne,SL,Y,N,QA,Special least concern,Australian endemic,
12400,Plantae,Equisetopsida,Potamogetonaceae,Lepilaena australis,,J.Drumm. ex Harv.,SL,Y,N,QA,Special least concern,Australian endemic,
13099,Plantae,Equisetopsida,Potamogetonaceae,Potamogeton crispus,curly pondweed,L.,SL,Y,N,QAI,Special least concern,Naturally occurs in Australia and overseas,
14284,Plantae,Equisetopsida,Potamogetonaceae,Potamogeton ochreatus,blunt pondweed,Raoul,SL,Y,N,QAI,Special least concern,Naturally occurs in Australia and overseas,
31010,Plantae,Equisetopsida,Potamogetonaceae,Potamogeton octandrus,,Poir.,SL,Y,N,QAI,Special least concern,Naturally occurs in Australia and overseas,
14285,Plantae,Equisetopsida,Potamogetonaceae,Potamogeton perfoliatus,perfoliate pondweed,L.,SL,Y,N,QAI,Special least concern,Naturally occurs in Australia and overseas,
34234,Plantae,Equisetopsida,Potamogetonaceae,Potamogeton sulcatus,,A.Benn.,SL,Y,N,QA,Special least concern,Australian endemic,
13100,Plantae,Equisetopsida,Potamogetonaceae,Potamogeton tepperi,,A.Benn.,SL,Y,N,QA,Special least concern,Australian endemic,
16361,Plantae,Equisetopsida,Potamogetonaceae,Potamogeton tricarinatus,floating pondweed,F.Muell. & A.Benn. ex A.Benn.,SL,Y,N,QA,Special least concern,Australian endemic,
34205,Plantae,Equisetopsida,Potamogetonaceae,Stuckenia pectinata,,(L.) Boerner,SL,Y,N,QAI,Special least concern,Naturally occurs in Australia and overseas,
41497,Plantae,Equisetopsida,Potamogetonaceae,Zannichellia palustris,,L.,SL,Y,N,QI,Special least concern,Naturally occurs in Queensland and overseas,
9346,Plantae,Equisetopsida,Proteaceae,Alloxylon flammeum,,P.H.Weston & Crisp,V,Y,N,Q,Vulnerable,Queensland endemic,Vulnerable
14337,Plantae,Equisetopsida,Proteaceae,Alloxylon pinnatum,,(Maiden & Betche) P.H.Weston & Crisp,NT,Y,N,QA,Near Threatened,Australian endemic,
17921,Plantae,Equisetopsida,Proteaceae,Austromuellera trinervia,,C.T.White,NT,Y,N,Q,Near Threatened,Queensland endemic,
22215,Plantae,Equisetopsida,Proteaceae,Austromuellera valida,,B.Hyland,V,Y,N,Q,Vulnerable,Queensland endemic,
19751,Plantae,Equisetopsida,Proteaceae,Banksia conferta,,A.S.George,V,Y,N,Q,Vulnerable,Queensland endemic,
9792,Plantae,Equisetopsida,Proteaceae,Banksia plagiocarpa,,A.S.George,V,Y,N,QA,Vulnerable,Australian endemic,
9296,Plantae,Equisetopsida,Proteaceae,Buckinghamia ferruginiflora,,Foreman & B.Hyland,V,Y,N,Q,Vulnerable,Queensland endemic,
17597,Plantae,Equisetopsida,Proteaceae,Conospermum burgessiorum,,L.A.S.Johnson & McGill.,NT,Y,N,QA,Near Threatened,Australian endemic,
6059,Plantae,Equisetopsida,Proteaceae,Eidothea zoexylocarya,,A.W.Douglas & B.Hyland,V,Y,N,Q,Vulnerable,Queensland endemic,
13202,Plantae,Equisetopsida,Proteaceae,Floydia praealta,ball nut,(F.Muell.) L.A.S.Johnson & B.G.Briggs,V,Y,N,QA,Vulnerable,Australian endemic,Vulnerable
13209,Plantae,Equisetopsida,Proteaceae,Grevillea glossadenia,,McGill.,V,Y,N,Q,Vulnerable,Queensland endemic,Vulnerable
7052,Plantae,Equisetopsida,Proteaceae,Grevillea hockingsii,,Molyneux & Olde,V,Y,N,Q,Vulnerable,Queensland endemic,
6389,Plantae,Equisetopsida,Proteaceae,Grevillea hodgei,Coochin Hills grevillea,Olde & Marriott,CR,Y,N,Q,Critically Endangered,Queensland endemic,Critically endangered
10699,Plantae,Equisetopsida,Proteaceae,Grevillea kennedyana,,F.Muell.,V,Y,N,QA,Vulnerable,Australian endemic,Vulnerable
14533,Plantae,Equisetopsida,Proteaceae,Grevillea linsmithii,,McGill.,E,Y,N,QA,Endangered,Australian endemic,
6963,Plantae,Equisetopsida,Proteaceae,Grevillea quadricauda,,Olde & Marriott,V,Y,N,QA,Vulnerable,Australian endemic,Vulnerable
17042,Plantae,Equisetopsida,Proteaceae,Grevillea scortechinii subsp. scortechinii,black grevillea,F.Muell.,CR,Y,N,Q,Critically Endangered,Queensland endemic,Critically endangered
13207,Plantae,Equisetopsida,Proteaceae,Grevillea venusta,grevillea,R.Br.,V,Y,N,Q,Vulnerable,Queensland endemic,
22355,Plantae,Equisetopsida,Proteaceae,Hakea maconochieana,,Haegi,V,Y,N,Q,Vulnerable,Queensland endemic,Vulnerable
5874,Plantae,Equisetopsida,Proteaceae,Hakea macrorrhyncha,,W.R.Barker,V,Y,N,QA,Vulnerable,Australian endemic,
14536,Plantae,Equisetopsida,Proteaceae,Hakea trineura,,(F.Muell.) F.Muell.,V,Y,N,QA,Vulnerable,Australian endemic,Vulnerable
14491,Plantae,Equisetopsida,Proteaceae,Helicia ferruginea,rusty oak,F.Muell.,V,Y,N,QA,Vulnerable,Australian endemic,
13222,Plantae,Equisetopsida,Proteaceae,Helicia grayi,,Foreman,V,Y,N,Q,Vulnerable,Queensland endemic,
