dcterms_rightsHolder,dcterms_rights,dcterms_language,dcterms_type,dcterms_modified,dcterms_available,speciesID,taxonRank,kingdomID,kingdom,classID,class,orderID,order,familyID,family,sortOrder,genusID,genus,parentSpeciesID,specificEpithet,infraspecificEpithet,scientificNameAuthorship,scientificNameID,speciesCode_Synonym,scientificName,scientificNameHTML,vernacularName,otherVernacularNames,taxonID,currentScientificNameCode,currentScientificName,currentVernacularName,isCurrent,generalTypeID,generalType,establishmentMeans,primaryGrowthForm,primaryGrowthFormGroup,secondaryGrowthForms,secondaryGrowthFormGroups,stateConservation,protectedInNSW,sensitivityClass,TSProfileID,countryConservation,highThreatWeed,widelyCultivatedNativeSpecies,CAMBA,JAMBA,ROKAMBA,status
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:43:54.903+11:00,1995-12-15T13:11:26+11:00,3103,Species,139,Plantae,38,Flora,137,Flora,299,Davalliaceae,9308,1984.0,Arthropteris,3103.0,palisotii,,(Desv.) Alston,3103,8085,Arthropteris palisotii,<em>Arthropteris palisotii</em>,Lesser Creeping Fern,,3103,8085,Arthropteris palisotii,Lesser Creeping Fern,true,171.0,Ferns and Cycads,"Alive in NSW, Native",Fern and fern allies,Fern (EG),,,Endangered,false,Category 3,10067.0,Not Listed,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:33:45.763+11:00,1995-12-15T13:11:31+11:00,3118,Species,139,Plantae,38,Flora,137,Flora,431,Fabaceae (Mimosoideae),10857,1793.0,Acacia,3118.0,macnuttiana,,Maiden & Blakely,3118,3820,Acacia macnuttiana,<em>Acacia macnuttiana</em>,MacNutt's Wattle,,3118,3820,Acacia macnuttiana,MacNutt's Wattle,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),Tree,Tree (TG),Vulnerable,false,Not Sensitive,10018.0,Vulnerable,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:31:18.527+11:00,1995-12-15T13:11:32+11:00,3123,Species,139,Plantae,38,Flora,137,Flora,421,Fabaceae (Faboideae),10433,3597.0,Pultenaea,3123.0,baeuerlenii,,F. Muell.,3123,2975,Pultenaea baeuerlenii,<em>Pultenaea baeuerlenii</em>,Budawangs Bush-pea,,3123,2975,Pultenaea baeuerlenii,Budawangs Bush-pea,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Vulnerable,false,Not Sensitive,10711.0,Vulnerable,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:38:40.333+11:00,1995-12-15T13:11:33+11:00,3124,Species,139,Plantae,38,Flora,137,Flora,183,Rutaceae,17101,2364.0,Correa,3124.0,baeuerlenii,,F. Muell.,3124,5769,Correa baeuerlenii,<em>Correa baeuerlenii</em>,Chef's Cap Correa,,3124,5769,Correa baeuerlenii,Chef's Cap Correa,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Vulnerable,false,Not Sensitive,10179.0,Vulnerable,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:45:55.763+11:00,1995-12-15T13:11:35+11:00,3132,Species,139,Plantae,38,Flora,137,Flora,431,Fabaceae (Mimosoideae),10662,1793.0,Acacia,3132.0,acrionastes,,Pedley,3132,8970,Acacia acrionastes,<em>Acacia acrionastes</em>,Pindari Wattle,,3132,8970,Acacia acrionastes,Pindari Wattle,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Endangered,false,Not Sensitive,10002.0,Not Listed,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:42:20.027+11:00,1995-12-15T13:11:52+11:00,3174,Species,139,Plantae,38,Flora,137,Flora,301,Gentianaceae,11098,2734.0,Gentiana,3174.0,baeuerlenii,,L. Adams,3174,7397,Gentiana baeuerlenii,<em>Gentiana baeuerlenii</em>,Baeuerlen's Gentian,,3174,7397,Gentiana baeuerlenii,Baeuerlen's Gentian,true,174.0,Herbs and Forbs,"Alive in NSW, Native",Forb,Forb (FG),,,Endangered,false,Not Sensitive,10345.0,Endangered,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:27:03.553+11:00,1995-12-15T13:11:55+11:00,3182,Species,139,Plantae,38,Flora,137,Flora,165,Asteraceae,6970,2628.0,Erodiophyllum,3182.0,elderi,,F. Muell.,3182,1446,Erodiophyllum elderi,<em>Erodiophyllum elderi</em>,Koonamore Daisy,,3182,1446,Erodiophyllum elderi,Koonamore Daisy,true,174.0,Herbs and Forbs,"Alive in NSW, Native",Shrub,Shrub (SG),Forb,Forb (FG),Endangered,false,Not Sensitive,10278.0,Not Listed,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:46:16.263+11:00,1995-12-15T13:11:57+11:00,3186,Species,139,Plantae,38,Flora,137,Flora,209,Cyperaceae,9109,2434.0,Cyperus,3186.0,rupicola,,S.T. Blake,3186,9107,Cyperus rupicola,<em>Cyperus rupicola</em>,Cliff Sedge,,3186,9107,Cyperus rupicola,Cliff Sedge,true,174.0,Herbs and Forbs,"Alive in NSW, Native",Sedge,Grass & grasslike (GG),,,Vulnerable,false,Not Sensitive,10199.0,Not Listed,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2020-01-21T12:45:27.977+11:00,1995-12-15T13:11:59+11:00,3193,Species,139,Plantae,38,Flora,137,Flora,302,Ericaceae,9610,2724.0,Gaultheria,3193.0,viridicarpa,,J.B.Williams,3193,9195,Gaultheria viridicarpa,<em>Gaultheria viridicarpa</em>,Green Waxberry,,3193,9195,Gaultheria viridicarpa,Green Waxberry,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Endangered,false,Not Sensitive,20330.0,Vulnerable,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:34:28.453+11:00,1995-12-15T13:12:01+11:00,3198,Species,139,Plantae,38,Flora,137,Flora,156,Myrtaceae,12892,2641.0,Eucalyptus,3198.0,approximans,,Maiden,3198,4044,Eucalyptus approximans,<em>Eucalyptus approximans</em>,Barren Mountain Mallee,,3198,4044,Eucalyptus approximans,Barren Mountain Mallee,true,185.0,Trees,"Alive in NSW, Native",Mallee shrub,Shrub (SG),Mallee tree,Tree (TG),Vulnerable,false,Not Sensitive,10282.0,Not Listed,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:33:57.78+11:00,1995-12-15T13:12:07+11:00,3217,Species,139,Plantae,38,Flora,137,Flora,431,Fabaceae (Mimosoideae),10926,1793.0,Acacia,3217.0,ruppii,,Maiden & E. Betche,3217,3870,Acacia ruppii,<em>Acacia ruppii</em>,Rupp's Wattle,,3217,3870,Acacia ruppii,Rupp's Wattle,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Endangered,false,Not Sensitive,10027.0,Endangered,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:31:42.903+11:00,1995-12-15T13:12:11+11:00,3227,Species,139,Plantae,38,Flora,137,Flora,304,Flacourtiaceae,11043,4076.0,Xylosma,3227.0,terrae-reginae,,C. White & Sleumer,3227,3114,Xylosma terrae-reginae,<em>Xylosma terrae-reginae</em>,Queensland Xylosma,,3227,3114,Xylosma terrae-reginae,Queensland Xylosma,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),Tree,Tree (TG),Endangered,false,Not Sensitive,10846.0,Not Listed,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2020-01-22T14:20:00.22+11:00,1995-12-15T13:12:12+11:00,3231,Species,139,Plantae,38,Flora,137,Flora,231,Haloragaceae,11352,2805.0,Haloragis,3231.0,stricta,,R. Br. ex Benth.,3231,3255,Haloragis stricta,<em>Haloragis stricta</em>,,,3231,3255,Haloragis stricta,,true,174.0,Herbs and Forbs,"Extinct in NSW, Native",Forb,Forb (FG),,,Extinct,false,Not Sensitive,20226.0,Not Listed,,,false,false,false,Extinct
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2019-06-07T10:48:31.57+10:00,1995-12-15T13:12:29+11:00,3281,Species,139,Plantae,38,Flora,137,Flora,165,Asteraceae,7037,2830.0,Helichrysum,3281.0,calvertianum,,(F.Muell.) F.Muell.,3281,1484,Helichrysum calvertianum,<em>Helichrysum calvertianum</em>,,,3281,1484,Helichrysum calvertianum,,true,174.0,Herbs and Forbs,"Alive in NSW, Native",Forb,Forb (FG),Shrub,Shrub (SG),Vulnerable,false,Not Sensitive,20344.0,Not Listed,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:41:03.243+11:00,1995-12-15T13:12:37+11:00,3307,Species,139,Plantae,38,Flora,137,Flora,156,Myrtaceae,13466,3170.0,Melaleuca,3307.0,biconvexa,,Byrnes,3307,6809,Melaleuca biconvexa,<em>Melaleuca biconvexa</em>,Biconvex Paperbark,,3307,6809,Melaleuca biconvexa,Biconvex Paperbark,true,185.0,Trees,"Alive in NSW, Native",Shrub,Shrub (SG),Tree,Tree (TG),Vulnerable,false,Not Sensitive,10514.0,Vulnerable,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:37:16.003+11:00,1995-12-15T13:12:59+11:00,3365,Species,139,Plantae,38,Flora,137,Flora,171,Polygalaceae,15820,3525.0,Polygala,3365.0,linariifolia,,Willd.,3365,5260,Polygala linariifolia,<em>Polygala linariifolia</em>,Native Milkwort,,3365,5260,Polygala linariifolia,Native Milkwort,true,174.0,Herbs and Forbs,"Alive in NSW, Native",Forb,Forb (FG),,,Endangered,false,Not Sensitive,10643.0,Not Listed,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:43:59.823+11:00,1995-12-15T13:13:10+11:00,3396,Species,139,Plantae,38,Flora,137,Flora,308,Lindsaeaceae,12106,3072.0,Lindsaea,3396.0,fraseri,,Hook.,3396,8129,Lindsaea fraseri,<em>Lindsaea fraseri</em>,Fraser's Screw Fern,,3396,8129,Lindsaea fraseri,Fraser's Screw Fern,true,171.0,Ferns and Cycads,"Alive in NSW, Native",Fern and fern allies,Fern (EG),,,Endangered,false,Category 3,10481.0,Not Listed,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2022-07-01T06:20:07.683+10:00,1995-12-15T13:13:40+11:00,3485,Species,139,Plantae,38,Flora,137,Flora,156,Myrtaceae,13357,2876.0,Homoranthus,3485.0,floydii,,Craven & S.R.Jones,3485,9033,Homoranthus floydii,<em>Homoranthus floydii</em>,,,3485,9033,Homoranthus floydii,,true,,,"Alive in NSW, Native",Shrub,Shrub (SG),,,Vulnerable,false,Not Sensitive,20421.0,Not Listed,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:43:20.4+11:00,1995-12-15T13:13:46+11:00,3500,Species,139,Plantae,38,Flora,137,Flora,165,Asteraceae,7285,3463.0,Picris,3500.0,evae,,Lack,3500,7855,Picris evae,<em>Picris evae</em>,Hawkweed,,3500,7855,Picris evae,Hawkweed,true,174.0,Herbs and Forbs,"Alive in NSW, Native",Forb,Forb (FG),,,Vulnerable,false,Not Sensitive,10627.0,Vulnerable,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:43:07.417+11:00,1995-12-15T13:13:51+11:00,3511,Species,139,Plantae,38,Flora,137,Flora,431,Fabaceae (Mimosoideae),10988,1957.0,Archidendron,3511.0,hendersonii,,(F. Muell.) Nielsen,3511,7757,Archidendron hendersonii,<em>Archidendron hendersonii</em>,White Lace Flower,,3511,7757,Archidendron hendersonii,White Lace Flower,true,185.0,Trees,"Alive in NSW, Native",Tree,Tree (TG),,,Vulnerable,false,Not Sensitive,10062.0,Not Listed,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-11-30T17:22:48.167+11:00,1995-12-15T13:13:53+11:00,3516,Variety,139,Plantae,38,Flora,137,Flora,202,Sapindaceae,17424,2535.0,Dodonaea,3571.0,microzyga,microzyga,F. Muell.,3516,7833,Dodonaea microzyga var. microzyga,<em>Dodonaea microzyga </em>var.<em> microzyga</em>,Brilliant Hopbush,,3516,7833,Dodonaea microzyga var. microzyga,Brilliant Hopbush,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Endangered,false,Not Sensitive,10245.0,Not Listed,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:46:31.72+11:00,1995-12-15T13:13:55+11:00,3518,Species,139,Plantae,38,Flora,137,Flora,421,Fabaceae (Faboideae),10494,3650.0,Rhynchosia,3518.0,acuminatissima,,Miq.,3518,9217,Rhynchosia acuminatissima,<em>Rhynchosia acuminatissima</em>,Pointed Trefoil,,3518,9217,Rhynchosia acuminatissima,Pointed Trefoil,true,174.0,Herbs and Forbs,"Alive in NSW, Native",Vine,Other (OG),Forb,Forb (FG),Vulnerable,false,Not Sensitive,10731.0,Not Listed,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:46:48.25+11:00,1995-12-15T13:13:58+11:00,3529,Species,139,Plantae,38,Flora,137,Flora,167,Proteaceae,16200,2780.0,Grevillea,3529.0,rhizomatosa,,P. Olde & N. Marriott,3529,9299,Grevillea rhizomatosa,<em>Grevillea rhizomatosa</em>,Gibraltar Grevillea,,3529,9299,Grevillea rhizomatosa,Gibraltar Grevillea,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Vulnerable,false,Not Sensitive,10377.0,Vulnerable,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:37:51.097+11:00,1995-12-15T13:14:06+11:00,3550,Species,139,Plantae,38,Flora,137,Flora,167,Proteaceae,16317,3416.0,Persoonia,3550.0,acerosa,,Sieber ex Schultes & Schultes f.,3550,5450,Persoonia acerosa,<em>Persoonia acerosa</em>,Needle Geebung,,3550,5450,Persoonia acerosa,Needle Geebung,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Vulnerable,true,Not Sensitive,10591.0,Vulnerable,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:44:20.06+11:00,1995-12-15T13:14:24+11:00,3607,Species,139,Plantae,38,Flora,137,Flora,241,Rubiaceae,16973,3618.0,Randia,3607.0,moorei,,F. Muell. ex Benth.,3607,8297,Randia moorei,<em>Randia moorei</em>,Spiny Gardenia,,3607,8297,Randia moorei,Spiny Gardenia,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Endangered,false,Not Sensitive,10726.0,Endangered,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:44:21.387+11:00,1995-12-15T13:14:25+11:00,3609,Species,139,Plantae,38,Flora,137,Flora,167,Proteaceae,16172,2780.0,Grevillea,3609.0,molyneuxii,,D.J. McGillivray,3609,8307,Grevillea molyneuxii,<em>Grevillea molyneuxii</em>,Wingello Grevillea,,3609,8307,Grevillea molyneuxii,Wingello Grevillea,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Vulnerable,false,Not Sensitive,10371.0,Endangered,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:34:20.733+11:00,1995-12-15T13:14:29+11:00,3619,Species,139,Plantae,38,Flora,137,Flora,156,Myrtaceae,12797,2161.0,Callistemon,3619.0,linearifolius,,(Link) DC.,3619,4007,Callistemon linearifolius,<em>Callistemon linearifolius</em>,Netted Bottle Brush,,3619,4007,Callistemon linearifolius,Netted Bottle Brush,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Vulnerable,false,Category 3,10129.0,Not Listed,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:28:07.053+11:00,1995-12-15T13:15:01+11:00,3703,Species,139,Plantae,38,Flora,137,Flora,155,Brassicaceae,7874,3023.0,Lepidium,3703.0,aschersonii,,Thell.,3703,1816,Lepidium aschersonii,<em>Lepidium aschersonii</em>,Spiny Peppercress,,3703,1816,Lepidium aschersonii,Spiny Peppercress,true,174.0,Herbs and Forbs,"Alive in NSW, Native",Forb,Forb (FG),,,Vulnerable,false,Not Sensitive,10461.0,Vulnerable,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:44:25.48+11:00,1995-12-15T13:15:18+11:00,3754,Species,139,Plantae,38,Flora,137,Flora,192,Euphorbiaceae,9766,2043.0,Baloghia,3754.0,marmorata,,C. White,3754,8325,Baloghia marmorata,<em>Baloghia marmorata</em>,Jointed Baloghia,,3754,8325,Baloghia marmorata,Jointed Baloghia,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),Tree,Tree (TG),Vulnerable,false,Not Sensitive,10087.0,Vulnerable,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:46:48.437+11:00,1995-12-15T13:15:24+11:00,3772,Species,139,Plantae,38,Flora,137,Flora,193,Zamiaceae,18236,3134.0,Macrozamia,3772.0,johnsonii,,D.L. Jones & K. Hill,3772,9300,Macrozamia johnsonii,<em>Macrozamia johnsonii</em>,Johnson's Cycad,,3772,9300,Macrozamia johnsonii,Johnson's Cycad,true,171.0,Ferns and Cycads,"Alive in NSW, Native",Cycad,Other (OG),Palm & palmlike; Shrub,Other (OG); Shrub (SG),Endangered,true,Not Sensitive,10503.0,Not Listed,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:44:04.323+11:00,1995-12-15T13:15:34+11:00,3802,Species,139,Plantae,38,Flora,137,Flora,260,Polypodiaceae,15893,2551.0,Drynaria,3802.0,rigidula,,(Sw.) Beddome,3802,8156,Drynaria rigidula,<em>Drynaria rigidula</em>,Basket Fern,,3802,8156,Drynaria rigidula,Basket Fern,true,171.0,Ferns and Cycads,"Alive in NSW, Native",Fern and fern allies,Fern (EG),,,Endangered,false,Category 3,10253.0,Not Listed,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:31:29.963+11:00,1995-12-15T13:15:56+11:00,3857,Species,139,Plantae,38,Flora,137,Flora,421,Fabaceae (Faboideae),10508,3792.0,Sophora,3857.0,tomentosa,,L.,3857,3032,Sophora tomentosa,<em>Sophora tomentosa</em>,Silverbush,,3857,3032,Sophora tomentosa,Silverbush,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),Tree,Tree (TG),Endangered,false,Not Sensitive,10765.0,Not Listed,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:46:02.687+11:00,1995-12-15T13:16:00+11:00,3869,Species,139,Plantae,38,Flora,137,Flora,239,Casuarinaceae,8259,1873.0,Allocasuarina,3869.0,simulans,,L. Johnson,3869,9011,Allocasuarina simulans,<em>Allocasuarina simulans</em>,Nabiac Casuarina,,3869,9011,Allocasuarina simulans,Nabiac Casuarina,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Vulnerable,false,Not Sensitive,10040.0,Vulnerable,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:43:59.607+11:00,1995-12-15T13:16:02+11:00,3875,Species,139,Plantae,38,Flora,137,Flora,308,Lindsaeaceae,12107,3072.0,Lindsaea,3875.0,incisa,,Prent.,3875,8128,Lindsaea incisa,<em>Lindsaea incisa</em>,Slender Screw Fern,,3875,8128,Lindsaea incisa,Slender Screw Fern,true,171.0,Ferns and Cycads,"Alive in NSW, Native",Fern and fern allies,Fern (EG),,,Endangered,false,Category 3,10482.0,Not Listed,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:46:15.843+11:00,1995-12-15T13:16:17+11:00,3920,Species,139,Plantae,38,Flora,137,Flora,183,Rutaceae,17075,2093.0,Boronia,3920.0,umbellata,,P. Weston,3920,9099,Boronia umbellata,<em>Boronia umbellata</em>,Orara Boronia,,3920,9099,Boronia umbellata,Orara Boronia,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Vulnerable,true,Not Sensitive,10102.0,Vulnerable,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:32:28.78+11:00,1995-12-15T13:16:42+11:00,3992,Species,139,Plantae,38,Flora,137,Flora,161,Lamiaceae,11834,3559.0,Prostanthera,3992.0,marifolia,,R. Br.,3992,3418,Prostanthera marifolia,<em>Prostanthera marifolia</em>,Seaforth Mintbush,,3992,3418,Prostanthera marifolia,Seaforth Mintbush,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Critically Endangered,false,Category 3,20101.0,Critically Endangered,,,false,false,false,Critically Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:38:32.13+11:00,1995-12-15T13:16:46+11:00,4004,Species,139,Plantae,38,Flora,137,Flora,183,Rutaceae,17048,2093.0,Boronia,4004.0,granitica,,Maiden & E. Betche,4004,5743,Boronia granitica,<em>Boronia granitica</em>,Granite Boronia,,4004,5743,Boronia granitica,Granite Boronia,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Vulnerable,true,Not Sensitive,10098.0,Endangered,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:46:04.95+11:00,1995-12-15T13:16:54+11:00,4021,Species,139,Plantae,38,Flora,137,Flora,170,Orchidaceae,13850,2270.0,Chiloglottis,4021.0,platyptera,,D.L. Jones,4021,9022,Chiloglottis platyptera,<em>Chiloglottis platyptera</em>,Barrington Tops Ant Orchid,,4021,9022,Chiloglottis platyptera,Barrington Tops Ant Orchid,true,179.0,Orchids,"Alive in NSW, Native",Forb,Forb (FG),,,Vulnerable,true,Category 2,10165.0,Not Listed,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:39:05.583+11:00,1995-12-15T13:17:11+11:00,4070,Species,139,Plantae,38,Flora,137,Flora,895,Orobanchaceae,14391,2652.0,Euphrasia,4070.0,scabra,,R. Br.,4070,5961,Euphrasia scabra,<em>Euphrasia scabra</em>,Rough Eyebright,,4070,5961,Euphrasia scabra,Rough Eyebright,true,174.0,Herbs and Forbs,"Alive in NSW, Native",Forb,Forb (FG),,,Endangered,false,Category 3,10329.0,Not Listed,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:46:05.843+11:00,1995-12-15T13:17:20+11:00,4094,Species,139,Plantae,38,Flora,137,Flora,170,Orchidaceae,13986,2532.0,Diuris,4094.0,praecox,,D.L. Jones,4094,9027,Diuris praecox,<em>Diuris praecox</em>,Rough Doubletail,,4094,9027,Diuris praecox,Rough Doubletail,true,179.0,Orchids,"Alive in NSW, Native",Forb,Forb (FG),,,Vulnerable,true,Category 2,10240.0,Vulnerable,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:38:57.27+11:00,1995-12-15T13:17:22+11:00,4100,Species,139,Plantae,38,Flora,137,Flora,202,Sapindaceae,17430,2535.0,Dodonaea,4100.0,procumbens,,F. Muell.,4100,5905,Dodonaea procumbens,<em>Dodonaea procumbens</em>,Creeping Hop-bush,,4100,5905,Dodonaea procumbens,Creeping Hop-bush,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Vulnerable,false,Not Sensitive,10246.0,Vulnerable,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-11-30T17:22:50.557+11:00,1995-12-15T13:17:29+11:00,4121,Variety,139,Plantae,38,Flora,137,Flora,302,Ericaceae,9596,2607.0,Epacris,8017.0,purpurascens,purpurascens,Sims,4121,7752,Epacris purpurascens var. purpurascens,<em>Epacris purpurascens </em>var.<em> purpurascens</em>,,,4121,7752,Epacris purpurascens var. purpurascens,,true,184.0,Shrubs,"Alive in NSW, Native",Heath shrub,Shrub (SG),Shrub,Shrub (SG),Vulnerable,false,Not Sensitive,10273.0,Not Listed,,,false,false,false,Vulnerable
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:41:34.197+11:00,1995-12-15T13:17:32+11:00,4127,Subspecies,139,Plantae,38,Flora,137,Flora,202,Sapindaceae,17435,2535.0,Dodonaea,8260.0,sinuolata,acrodentata,J. West,4127,7067,Dodonaea sinuolata subsp. acrodentata,<em>Dodonaea sinuolata </em>subsp.<em> acrodentata</em>,A Hopbush,,4127,7067,Dodonaea sinuolata subsp. acrodentata,A Hopbush,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),,,Endangered,false,Not Sensitive,10247.0,Not Listed,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:30:59.963+11:00,1995-12-15T13:17:55+11:00,4189,Species,139,Plantae,38,Flora,137,Flora,421,Fabaceae (Faboideae),10134,2476.0,Desmodium,4189.0,campylocaulon,,F. Muell.,4189,2835,Desmodium campylocaulon,<em>Desmodium campylocaulon</em>,Creeping Tick-trefoil,,4189,2835,Desmodium campylocaulon,Creeping Tick-trefoil,true,174.0,Herbs and Forbs,"Alive in NSW, Native",Forb,Forb (FG),Vine,Other (OG),Endangered,false,Not Sensitive,10219.0,Not Listed,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:44:24.747+11:00,1995-12-15T13:18:01+11:00,4206,Species,139,Plantae,38,Flora,137,Flora,239,Casuarinaceae,8256,1873.0,Allocasuarina,4206.0,portuensis,,L. Johnson,4206,8321,Allocasuarina portuensis,<em>Allocasuarina portuensis</em>,Nielsen Park She-oak,,4206,8321,Allocasuarina portuensis,Nielsen Park She-oak,true,184.0,Shrubs,"Alive in NSW, Native",Shrub,Shrub (SG),Tree,Tree (TG),Endangered,false,Category 3,10039.0,Endangered,,,false,false,false,Endangered
"NSW Dept of Planning, Industry and Environment",CC-BY 4.0,en,service,2017-10-04T17:30:10.79+11:00,1995-12-15T13:18:16+11:00,4248,Species,139,Plantae,38,Flora,137,Flora,228,Elaeocarpaceae,9500,2579.0,Elaeocarpus,4248.0,williamsianus,,Guymer,4248,2575,Elaeocarpus williamsianus,<em>Elaeocarpus williamsianus</em>,Hairy Quandong,,4248,2575,Elaeocarpus williamsianus,Hairy Quandong,true,185.0,Trees,"Alive in NSW, Native",Tree,Tree (TG),,,Endangered,false,Category 3,10262.0,Endangered,,,false,false,false,Endangered
