,Taxon_Id,Kingdom,Class,Family,Scientific_name,Common_name,Taxon_author,NCA_status,EPBC_status,Significant,Confidential,Endemicity
10759,10296,plants,land plants,Chenopodiaceae,Maireana ciliata,,(F.Muell.) Paul G.Wilson,C,,N,N,QA
10760,11399,plants,land plants,Chenopodiaceae,Maireana coronata,,(J.M.Black) Paul G.Wilson,C,,N,N,QA
10761,10017,plants,land plants,Chenopodiaceae,Maireana decalvans,black cottonbush,(Gand.) Paul G.Wilson,C,,N,N,QA
10762,11404,plants,land plants,Chenopodiaceae,Maireana dichoptera,,(F.Muell.) Paul G.Wilson,C,,N,N,Q
10763,10018,plants,land plants,Chenopodiaceae,Maireana enchylaenoides,,(F.Muell.) Paul G.Wilson,C,,N,N,QA
10764,10299,plants,land plants,Chenopodiaceae,Maireana eriantha,,(F.Muell.) Paul G.Wilson,C,,N,N,QA
10765,11400,plants,land plants,Chenopodiaceae,Maireana georgei,,(Diels) Paul G.Wilson,C,,N,N,QA
10766,10991,plants,land plants,Chenopodiaceae,Maireana humillima,,(F.Muell.) Paul G.Wilson,C,,N,N,QA
10767,10014,plants,land plants,Chenopodiaceae,Maireana integra,,(Paul G.Wilson) Paul G.Wilson,C,,N,N,QA
10768,10297,plants,land plants,Chenopodiaceae,Maireana lanosa,,(Lindl.) Paul G.Wilson,C,,N,N,QA
10769,34953,plants,land plants,Chenopodiaceae,Maireana lobiflora,,(F.Muell. ex Benth.) Paul G.Wilson,C,,N,N,QA
10770,10011,plants,land plants,Chenopodiaceae,Maireana luehmannii,,(F.Muell.) Paul G.Wilson,C,,N,N,QA
10771,11401,plants,land plants,Chenopodiaceae,Maireana microcarpa,,(Benth.) Paul G.Wilson,C,,N,N,QA
10772,14431,plants,land plants,Chenopodiaceae,Maireana microphylla,,(Moq.) Paul G.Wilson,C,,N,N,QA
10773,34685,plants,land plants,Chenopodiaceae,Maireana obrienii,,N.G.Walsh,C,,N,N,Q
10774,31022,plants,land plants,Chenopodiaceae,Maireana pentagona,,(R.H.Anderson) Paul G.Wilson,C,,N,N,QA
10775,10012,plants,land plants,Chenopodiaceae,Maireana pyramidata,black bluebush,(Benth.) Paul G.Wilson,C,,N,N,QA
10776,11405,plants,land plants,Chenopodiaceae,Maireana schistocarpa,,Paul G.Wilson,C,,N,N,QA
10777,10301,plants,land plants,Chenopodiaceae,Maireana spongiocarpa,,(F.Muell.) Paul G.Wilson,C,,N,N,QA
10778,11402,plants,land plants,Chenopodiaceae,Maireana triptera,three-wing bluebush,(Benth.) Paul G.Wilson,C,,N,N,QA
10779,10015,plants,land plants,Chenopodiaceae,Maireana turbinata,,Paul G.Wilson,C,,N,N,QA
10780,11403,plants,land plants,Chenopodiaceae,Maireana villosa,,(Lindl.) Paul G.Wilson,C,,N,N,QA
10781,10019,plants,land plants,Chenopodiaceae,Malacocera albolanata,,(Ising) Chinnock,C,,N,N,QA
10782,16712,plants,land plants,Chenopodiaceae,Malacocera tricornis,soft horns,(Benth.) R.H.Anderson,C,,N,N,QA
10783,30372,plants,land plants,Chenopodiaceae,Neobassia astrocarpa,,(F.Muell.) A.J.Scott,C,,N,N,QA
10784,14368,plants,land plants,Chenopodiaceae,Neobassia proceriflora,soda bush,(F.Muell.) A.J.Scott,C,,N,N,QA
10785,11003,plants,land plants,Chenopodiaceae,Osteocarpum acropterum,,(F.Muell. & Tate) Volkens,C,,N,N,Q
10786,9336,plants,land plants,Chenopodiaceae,Osteocarpum acropterum var. acropterum,,(F.Muell. & Tate) Volkens,C,,N,N,QA
10787,10954,plants,land plants,Chenopodiaceae,Osteocarpum acropterum x Osteocarpum pentapterum,,,C,,N,N,Q
10788,10955,plants,land plants,Chenopodiaceae,Osteocarpum dipterocarpum,,(F.Muell.) Volkens,C,,N,N,QA
10789,11002,plants,land plants,Chenopodiaceae,Osteocarpum pentapterum,,(F.Muell. & Tate) Volkens,C,,N,N,Q
10790,9983,plants,land plants,Chenopodiaceae,Osteocarpum scleropterum,,(F.Muell.) Volkens,C,,N,N,Q
10791,14253,plants,land plants,Chenopodiaceae,Rhagodia parabolica,,R.Br.,C,,N,N,QA
10792,16331,plants,land plants,Chenopodiaceae,Rhagodia spinescens,thorny saltbush,R.Br.,C,,N,N,QA
10793,41415,plants,land plants,Chenopodiaceae,Salicornia quinqueflora subsp. quinqueflora,,Bunge ex Ung.-Sternb.,C,,N,N,QAI
10794,33924,plants,land plants,Chenopodiaceae,Salsola australis,,R.Br.,C,,N,N,QA
10795,16226,plants,land plants,Chenopodiaceae,Scleroblitum atriplicinum,purple-leaved goosefoot,(F.Muell.) Ulbr.,C,,N,N,QA
10796,16228,plants,land plants,Chenopodiaceae,Sclerolaena anisacanthoides,yellow burr,(F.Muell.) Domin,C,,N,N,QA
10797,35578,plants,land plants,Chenopodiaceae,Sclerolaena articulata,,(J.M.Black) A.J.Scott,C,,N,N,QA
10798,9730,plants,land plants,Chenopodiaceae,Sclerolaena bicornis,,Lindl.,C,,N,N,Q
10799,16229,plants,land plants,Chenopodiaceae,Sclerolaena bicornis var. bicornis,,Lindl.,C,,N,N,QA
10800,16201,plants,land plants,Chenopodiaceae,Sclerolaena bicornis var. horrida,,Domin,C,,N,N,QA
10801,9093,plants,land plants,Chenopodiaceae,Sclerolaena bicornis var. horrida x Sclerolaena,,,C,,N,N,Q
10802,11390,plants,land plants,Chenopodiaceae,Sclerolaena birchii,galvanised burr,(F.Muell.) Domin,C,,N,N,QA
10803,9996,plants,land plants,Chenopodiaceae,Sclerolaena blackiana,Black's copperburr,(Ising) A.J.Scott,C,,N,N,QA
10804,9781,plants,land plants,Chenopodiaceae,Sclerolaena blakei,,(Ising) A.J.Scott,V,V,Y,N,Q
10805,11386,plants,land plants,Chenopodiaceae,Sclerolaena brachyptera,,(F.Muell.) S.W.L.Jacobs,C,,N,N,QA
10806,11389,plants,land plants,Chenopodiaceae,Sclerolaena calcarata,red burr,(Ising) A.J.Scott,C,,N,N,QA
10807,9990,plants,land plants,Chenopodiaceae,Sclerolaena clelandii,,(Ising) A.J.Scott,C,,N,N,QA
10808,11391,plants,land plants,Chenopodiaceae,Sclerolaena convexula,,(R.H.Anderson) A.J.Scott,C,,N,N,QA
10809,9997,plants,land plants,Chenopodiaceae,Sclerolaena cornishiana,,(F.Muell.) A.J.Scott,C,,N,N,QA
10810,36068,plants,land plants,Chenopodiaceae,Sclerolaena costata,,(R.H.Anderson) A.J.Scott,C,,N,N,QA
10811,9987,plants,land plants,Chenopodiaceae,Sclerolaena cuneata,tangled copperburr,Paul G.Wilson,C,,N,N,QA
10812,10237,plants,land plants,Chenopodiaceae,Sclerolaena decurrens,,(J.M.Black) A.J.Scott,C,,N,N,QA
10813,40932,plants,land plants,Chenopodiaceae,Sclerolaena densiflora,,(W.Fitzg.) A.J.Scott.,C,,N,N,QA
10814,32599,plants,land plants,Chenopodiaceae,Sclerolaena deserticola,,Paul G.Wilson,C,,N,N,QA
10815,11392,plants,land plants,Chenopodiaceae,Sclerolaena diacantha,grey copper burr,(Nees) Benth.,C,,N,N,QA
10816,35579,plants,land plants,Chenopodiaceae,Sclerolaena divaricata,,(R.Br.) Sm.,C,,N,N,QA
10817,10613,plants,land plants,Chenopodiaceae,Sclerolaena eriacantha,,(F.Muell.) Ulbr.,C,,N,N,QA
10818,9995,plants,land plants,Chenopodiaceae,Sclerolaena everistiana,,(Ising) A.J.Scott,C,,N,N,Q
10819,11387,plants,land plants,Chenopodiaceae,Sclerolaena glabra,,(F.Muell.) Domin,C,,N,N,QA
10820,16176,plants,land plants,Chenopodiaceae,Sclerolaena intricata,,(R.H.Anderson) A.J.Scott,C,,N,N,QA
10821,9988,plants,land plants,Chenopodiaceae,Sclerolaena johnsonii,,(Ising) A.J.Scott,C,,N,N,QA
10822,11393,plants,land plants,Chenopodiaceae,Sclerolaena lanicuspis,,(F.Muell.) F.Muell. ex Benth.,C,,N,N,QA
10823,16177,plants,land plants,Chenopodiaceae,Sclerolaena longicuspis,,(F.Muell.) A.J.Scott,C,,N,N,QA
10824,9991,plants,land plants,Chenopodiaceae,Sclerolaena minuta,,(Ising) A.J.Scott,C,,N,N,QA
10825,19366,plants,land plants,Chenopodiaceae,Sclerolaena muricata,,(Moq.) Domin,C,,N,N,Q
10826,9607,plants,land plants,Chenopodiaceae,Sclerolaena muricata var. muricata,,(Moq.) Domin,C,,N,N,QA
10827,11388,plants,land plants,Chenopodiaceae,Sclerolaena muricata var. semiglabra,,(Ising) A.J.Scott,C,,N,N,QA
10828,9992,plants,land plants,Chenopodiaceae,Sclerolaena muricata var. villosa,,(Benth.) Ulbr.,C,,N,N,QA
10829,10936,plants,land plants,Chenopodiaceae,Sclerolaena parallelicuspis,,(R.H.Anderson) A.J.Scott,C,,N,N,QA
10830,16178,plants,land plants,Chenopodiaceae,Sclerolaena ramulosa,,(C.T.White) A.J.Scott,C,,N,N,Q
10831,10942,plants,land plants,Chenopodiaceae,Sclerolaena stelligera,,(F.Muell.) S.W.L.Jacobs,C,,N,N,QA
10832,10937,plants,land plants,Chenopodiaceae,Sclerolaena tetracuspis,brigalow burr,(C.T.White) A.J.Scott,C,,N,N,Q
10833,16179,plants,land plants,Chenopodiaceae,Sclerolaena tricuspis,giant red burr,(F.Muell.) Ulbr.,C,,N,N,QA
10834,9994,plants,land plants,Chenopodiaceae,Sclerolaena tubata,,(R.H.Anderson) A.J.Scott,C,,N,N,QA
10835,16180,plants,land plants,Chenopodiaceae,Sclerolaena ventricosa,,(J.M.Black) A.J.Scott,C,,N,N,QA
10836,9993,plants,land plants,Chenopodiaceae,Sclerolaena walkeri,,(C.T.White) A.J.Scott,C,V,Y,N,Q
10837,14183,plants,land plants,Chenopodiaceae,Suaeda arbusculoides,,L.S.Sm.,C,,N,N,QA
10838,16115,plants,land plants,Chenopodiaceae,Suaeda australis,,(R.Br.) Moq.,C,,N,N,QA
10839,16019,plants,land plants,Chenopodiaceae,Tecticornia australasica,,(Moq.) Paul G.Wilson,C,,N,N,QAI
10840,31664,plants,land plants,Chenopodiaceae,Tecticornia cupuliformis,,(Paul G.Wilson) K.A.Sheph. & Paul G.Wilson,C,,N,N,QA
10841,31667,plants,land plants,Chenopodiaceae,Tecticornia halocnemoides,,(Nees) K.A.Sheph. & Paul G.Wilson,C,,N,N,QA
10842,31666,plants,land plants,Chenopodiaceae,Tecticornia halocnemoides subsp. longispicata,,(Paul G.Wilson) K.A.Sheph. & Paul G.Wilson,C,,N,N,QA
10843,31665,plants,land plants,Chenopodiaceae,Tecticornia halocnemoides subsp. tenuis,,(Paul G.Wilson) K.A.Sheph. & Paul G.Wilson,C,,N,N,QA
10844,31677,plants,land plants,Chenopodiaceae,Tecticornia indica,,(Willd.) K.A.Sheph. & Paul G.Wilson,C,,N,N,QAI
10845,31678,plants,land plants,Chenopodiaceae,Tecticornia indica subsp. indica,,(Willd.) K.A.Sheph. & Paul G.Wilson,C,,N,N,QA
10846,31676,plants,land plants,Chenopodiaceae,Tecticornia indica subsp. julacea,,(Paul G.Wilson) K.A.Sheph. & Paul G.Wilson,C,,N,N,QA
10847,31679,plants,land plants,Chenopodiaceae,Tecticornia indica subsp. leiostachya,,(Benth.) K.A.Sheph. & Paul G.Wilson,C,,N,N,QA
10848,31668,plants,land plants,Chenopodiaceae,Tecticornia medullosa,,(Paul G.Wilson) K.A.Sheph. & Paul G.Wilson,C,,N,N,Q
10849,31675,plants,land plants,Chenopodiaceae,Tecticornia pergranulata,,(J.M.Black) K.A.Sheph. & Paul G.Wilson,C,,N,N,QA
10850,31673,plants,land plants,Chenopodiaceae,Tecticornia pergranulata subsp. divaricata,,(Paul G.Wilson) K.A.Sheph. & Paul G.Wilson,C,,N,N,QA
10851,31672,plants,land plants,Chenopodiaceae,Tecticornia pergranulata subsp. elongata,,(Paul G.Wilson) K.A.Sheph. & Paul G.Wilson,C,,N,N,Q
10852,31674,plants,land plants,Chenopodiaceae,Tecticornia pergranulata subsp. pergranulata,,(J.M.Black) K.A.Sheph. & Paul G.Wilson,C,,N,N,QA
10853,31671,plants,land plants,Chenopodiaceae,Tecticornia pergranulata subsp. queenslandica,,(Paul G.Wilson) K.A.Sheph. & Paul G.Wilson,C,,N,N,Q
10854,31670,plants,land plants,Chenopodiaceae,Tecticornia tenuis,,(Benth.) K.A.Sheph. & Paul G.Wilson,C,,N,N,QA
10855,31669,plants,land plants,Chenopodiaceae,Tecticornia triandra,,(F.Muell.) K.A.Sheph. & Paul G.Wilson,C,,N,N,QA
10856,16722,plants,land plants,Chrysobalanaceae,Maranthes corymbosa,,Blume,C,,N,N,QAI
10857,16517,plants,land plants,Chrysobalanaceae,Parinari nonda,,F.Muell. ex Benth.,C,,N,N,QAI
10858,41562,plants,land plants,Cleomaceae,Areocleome oxalidea,,(F.Muell.) R.L.Barrett & Roalson,C,,N,N,QA
10859,41553,plants,land plants,Cleomaceae,Arivela cleomoides,,(F.Muell.) R.L.Barrett,C,,N,N,QA
10860,41540,plants,land plants,Cleomaceae,Arivela limmenensis,,(P.S.Short) R.L.Barrett,C,,N,N,Q
10861,41555,plants,land plants,Cleomaceae,Arivela tetrandra,,(Banks ex DC.) R.L.Barrett,C,,N,N,QA
10862,41554,plants,land plants,Cleomaceae,Arivela viscosa,,(L.) Raf.,C,,N,N,QAI
10863,39797,plants,land plants,Cleomaceae,Cleome flava,,,C,,N,N,Q
10864,41559,plants,land plants,Cleomaceae,Gynandropsis gynandra,,(L.) Briq.,,,N,N,IU
10865,41549,plants,land plants,Cleomaceae,Sieruela monophylla,,(L.) Roalson & J.C.Hall,,,N,N,IU
10866,41478,plants,land plants,Cleomaceae,Tarenaya aculeata,,(L.) Soares Neto & Roalson,,,N,N,IU
10867,41996,plants,land plants,Cleomaceae,Tarenaya houtteana,,(Schltdl.) Soares Neto & Roalson,,,N,N,IU
10868,11828,plants,land plants,Clusiaceae,Garcinia brassii,,C.T.White,C,,N,N,Q
10869,39993,plants,land plants,Clusiaceae,Garcinia cherryi,,,C,,N,N,Q
10870,15345,plants,land plants,Clusiaceae,Garcinia dulcis,,(Roxb.) Kurz,C,,N,N,QI
10871,11829,plants,land plants,Clusiaceae,Garcinia gibbsiae,,S.Moore,C,,N,N,Q
10872,35034,plants,land plants,Clusiaceae,Garcinia jensenii,,W.E.Cooper,C,,N,N,Q
10873,39994,plants,land plants,Clusiaceae,Garcinia kajewskii,,,C,,N,N,Q
10874,35018,plants,land plants,Clusiaceae,Garcinia leggeae,,W.E.Cooper,C,,N,N,Q
10875,15346,plants,land plants,Clusiaceae,Garcinia mestonii,Meston's mangosteen,F.M.Bailey,C,,N,N,Q
10876,35014,plants,land plants,Clusiaceae,Garcinia russellii,Rupert's mangosteen,W.E.Cooper,CR,,Y,N,Q
10877,15347,plants,land plants,Clusiaceae,Garcinia warrenii,,F.Muell.,C,,N,N,QAI
10878,15348,plants,land plants,Clusiaceae,Garcinia xanthochymus,,Hook.f.,,,N,N,IU
10879,35017,plants,land plants,Clusiaceae,Garcinia zichii,,W.E.Cooper,C,,N,N,QI
10880,13629,plants,land plants,Clusiaceae,Hypericum perforatum,St. John's wort,L.,,,N,N,II
10881,12414,plants,land plants,Cochlospermaceae,Cochlospermum fraseri,,Planch.,C,,N,N,U
10882,9894,plants,land plants,Cochlospermaceae,Cochlospermum fraseri subsp. heteronemum,,(F.Muell.) Poppend.,C,,N,N,QA
10883,15502,plants,land plants,Cochlospermaceae,Cochlospermum gillivraei,,Benth.,C,,N,N,QAI
10884,10921,plants,land plants,Cochlospermaceae,Cochlospermum gregorii,,F.Muell.,C,,N,N,QA
10885,17782,plants,land plants,Colchicaceae,Burchardia umbellata,,R.Br.,C,,N,N,QA
10886,17099,plants,land plants,Colchicaceae,Gloriosa superba,glory lily,L.,,,N,N,IU
10887,12969,plants,land plants,Colchicaceae,Iphigenia indica,,(L.) Kunth,C,,N,N,QA
10888,16853,plants,land plants,Colchicaceae,Kuntheria pedunculata,,(F.Muell.) Conran & Clifford,C,,N,N,Q
10889,16202,plants,land plants,Colchicaceae,Schelhammera multiflora,,R.Br.,C,,N,N,QI
10890,15978,plants,land plants,Colchicaceae,Tripladenia cunninghamii,,D.Don,C,,N,N,QA
10891,5864,plants,land plants,Colchicaceae,Wurmbea biglandulosa,,(R.Br.) T.D.Macfarl.,C,,N,N,QA
10892,15930,plants,land plants,Colchicaceae,Wurmbea biglandulosa subsp. biglandulosa,,(R.Br.) T.D.Macfarl.,C,,N,N,QA
10893,20071,plants,land plants,Colchicaceae,Wurmbea dioica,,(R.Br.) F.Muell.,C,,N,N,QA
10894,13731,plants,land plants,Colchicaceae,Wurmbea dioica subsp. dioica,,(R.Br.) F.Muell.,C,,N,N,QA
10895,41458,plants,land plants,Combretaceae,Combretum indicum,,(L.) DeFilipps,,,N,N,IU
10896,13683,plants,land plants,Combretaceae,Combretum paniculatum,,Vent.,,,N,N,IU
10897,13024,plants,land plants,Combretaceae,Combretum trifoliatum,,Vent.,V,,Y,N,QI
10898,17490,plants,land plants,Combretaceae,Dansiea elliptica,,Byrnes,NT,,Y,N,Q
10899,12177,plants,land plants,Combretaceae,Dansiea grandiflora,,Pedley,V,,Y,N,Q
10900,6898,plants,land plants,Combretaceae,Dansiea sp. (Altanmoui Range D.G.Fell+ DGF3198),,,C,,N,N,Q
10901,16734,plants,land plants,Combretaceae,Lumnitzera littorea,,(Jack) F.Voigt,C,,N,N,QAI
10902,13872,plants,land plants,Combretaceae,Lumnitzera racemosa,,Willd.,C,,N,N,QAI
10903,41839,plants,land plants,Combretaceae,Lumnitzera x rosea,,(Gaudich.) C. Presl,C,,N,N,Q
10904,14425,plants,land plants,Combretaceae,Macropteranthes fitzalanii,,F.Muell.,C,,N,N,Q
10905,13589,plants,land plants,Combretaceae,Macropteranthes leichhardtii,bonewood,F.Muell. ex Benth.,C,,N,N,Q
10906,7667,plants,land plants,Combretaceae,Macropteranthes leiocaulis,,P.I.Forst.,NT,,Y,N,Q
10907,13590,plants,land plants,Combretaceae,Macropteranthes montana,,(F.Muell.) F.Muell. ex Benth.,V,V,Y,N,Q
10908,16021,plants,land plants,Combretaceae,Terminalia arenicola,beach almond,Byrnes,C,,N,N,QA
10909,9056,plants,land plants,Combretaceae,Terminalia aridicola,,Domin,C,,N,N,Q
10910,16022,plants,land plants,Combretaceae,Terminalia aridicola subsp. aridicola,,Domin,C,,N,N,QA
10911,9037,plants,land plants,Combretaceae,Terminalia aridicola subsp. chillagoensis,,(Domin) Pedley,C,,N,N,Q
10912,13764,plants,land plants,Combretaceae,Terminalia arostrata,,Ewart & O.B.Davies,C,,N,N,QA
10913,3926,plants,land plants,Combretaceae,Terminalia bursarina,,F.Muell.,C,,N,N,QA
10914,16023,plants,land plants,Combretaceae,Terminalia canescens,,(DC.) Radlk. ex T.Durand,C,,N,N,QA
10915,16024,plants,land plants,Combretaceae,Terminalia catappa,,L.,C,,N,N,QAI
10916,13761,plants,land plants,Combretaceae,Terminalia complanata,,K.Schum.,C,,N,N,QI
10917,20032,plants,land plants,Combretaceae,Terminalia hadleyana,,W.Fitzg.,C,,N,N,QA
10918,9064,plants,land plants,Combretaceae,Terminalia hadleyana subsp. carpentariae,,(C.T.White) Pedley,C,,N,N,QA
10919,13762,plants,land plants,Combretaceae,Terminalia melanocarpa,,F.Muell.,C,,N,N,Q
10920,16025,plants,land plants,Combretaceae,Terminalia muelleri,,Benth.,C,,N,N,Q
10921,8913,plants,land plants,Combretaceae,Terminalia oblongata,,F.Muell.,C,,N,N,Q
10922,16026,plants,land plants,Combretaceae,Terminalia oblongata subsp. oblongata,,F.Muell.,C,,N,N,Q
10923,13765,plants,land plants,Combretaceae,Terminalia oblongata subsp. volucris,,(R.Br. ex Benth.) Pedley,C,,N,N,QA
10924,16027,plants,land plants,Combretaceae,Terminalia platyphylla,,F.Muell.,C,,N,N,QA
10925,13763,plants,land plants,Combretaceae,Terminalia platyptera,,F.Muell.,C,,N,N,QA
10926,16028,plants,land plants,Combretaceae,Terminalia porphyrocarpa,,F.Muell. ex Benth.,C,,N,N,Q
10927,9045,plants,land plants,Combretaceae,Terminalia prostrata,,Pedley,C,,N,N,QA
10928,16029,plants,land plants,Combretaceae,Terminalia sericocarpa,damson,F.Muell.,C,,N,N,QA
10929,16030,plants,land plants,Combretaceae,Terminalia subacroptera,,Domin,C,,N,N,QAI
10930,17996,plants,land plants,Commelinaceae,Aneilema acuminatum,,R.Br.,C,,N,N,QA
10931,14852,plants,land plants,Commelinaceae,Aneilema biflorum,,R.Br.,C,,N,N,QA
10932,35474,plants,land plants,Commelinaceae,Aneilema papuanum,,Warb.,C,,N,N,QI
10933,5990,plants,land plants,Commelinaceae,Aneilema sclerocarpum,,F.Muell.,C,,N,N,Q
10934,11113,plants,land plants,Commelinaceae,Aneilema siliculosum,,R.Br.,C,,N,N,QA
10935,6647,plants,land plants,Commelinaceae,Aneilema sp. (Tower LA P.I.Forster+ PIF14846),,,C,,N,N,Q
10936,15815,plants,land plants,Commelinaceae,Callisia fragrans,,(Lindl.) Woodson,,,N,N,IU
10937,6161,plants,land plants,Commelinaceae,Callisia repens,,(Jacq.) L.,,,N,N,IU
10938,13990,plants,land plants,Commelinaceae,Cartonema baileyi,,F.M.Bailey,C,,N,N,Q
10939,13991,plants,land plants,Commelinaceae,Cartonema brachyantherum,,Benth.,C,,N,N,Q
10940,15575,plants,land plants,Commelinaceae,Cartonema parviflorum,,Hassk.,C,,N,N,QA
10941,13989,plants,land plants,Commelinaceae,Cartonema spicatum,,R.Br.,C,,N,N,QA
10942,8994,plants,land plants,Commelinaceae,Cartonema spicatum var. humile,,Hassk.,C,,N,N,QA
10943,9041,plants,land plants,Commelinaceae,Cartonema spicatum var. spicatum,,R.Br.,C,,N,N,QA
10944,17592,plants,land plants,Commelinaceae,Commelina agrostophylla,,F.Muell.,C,,N,N,QA
10945,10034,plants,land plants,Commelinaceae,Commelina benghalensis,,L.,,,N,N,IU
10946,41936,plants,land plants,Commelinaceae,Commelina calandrinioides,,(F.Muell.) Zuntini & Frankel,C,,N,N,Q
10947,10032,plants,land plants,Commelinaceae,Commelina ciliata,,Stanley,C,,N,N,QA
10948,10033,plants,land plants,Commelinaceae,Commelina diffusa,,Burm.f.,C,,N,N,QAI
10949,11105,plants,land plants,Commelinaceae,Commelina ensifolia,scurvy grass,R.Br.,C,,N,N,QAI
10950,14720,plants,land plants,Commelinaceae,Commelina lanceolata,,R.Br.,C,,N,N,QA
10951,6649,plants,land plants,Commelinaceae,Commelina sp. (Lakefield NP P.I.Forster+ PIF12943),,,C,,N,N,Q
10952,6859,plants,land plants,Commelinaceae,Commelina sp. (Laura River J.R.Clarkson 4723),,,C,,N,N,Q
10953,11489,plants,land plants,Commelinaceae,Commelina tricarinata,,Stanley,C,,N,N,QA
10954,10038,plants,land plants,Commelinaceae,Cyanotis axillaris,,(L.) D.Don ex Sweet,C,,N,N,QAI
10955,31579,plants,land plants,Commelinaceae,Dichorisandra thyrsiflora,,J.C.Mikan,,,N,N,IU
10956,10045,plants,land plants,Commelinaceae,Floscopa scandens,,Lour.,C,,N,N,QI
10957,8133,plants,land plants,Commelinaceae,Murdannia cryptantha,,Faden,C,,N,N,QI
10958,10022,plants,land plants,Commelinaceae,Murdannia gigantea,,(Vahl) G.Brueckn.,C,,N,N,QAI
10959,16599,plants,land plants,Commelinaceae,Murdannia graminea,murdannia,(R.Br.) G.Brueckn.,C,,N,N,QA
10960,10995,plants,land plants,Commelinaceae,Murdannia nudiflora,,(L.) Brenan,,,N,N,IU
10961,9824,plants,land plants,Commelinaceae,Murdannia vaginata,,(L.) G.Brueckn.,,,N,N,IU
10962,16431,plants,land plants,Commelinaceae,Pollia crispata,pollia,(R.Br.) Benth.,C,,N,N,QA
10963,16432,plants,land plants,Commelinaceae,Pollia macrophylla,,(R.Br.) Benth.,C,,N,N,QI
10964,27479,plants,land plants,Commelinaceae,Tradescantia fluminensis,,Vell.,,,N,N,IU
10965,28821,plants,land plants,Commelinaceae,Tradescantia pallida,,(Rose) D.R.Hunt,,,N,N,IU
10966,6644,plants,land plants,Commelinaceae,Tradescantia spathacea,,Sw.,,,N,N,IU
10967,6645,plants,land plants,Commelinaceae,Tradescantia zebrina,,Hort. ex Bosse,,,N,N,IU
10968,19788,plants,land plants,Connaraceae,Connarus conchocarpus,,F.Muell.,C,,N,N,U
10969,17596,plants,land plants,Connaraceae,Connarus conchocarpus subsp. conchocarpus,,F.Muell.,C,,N,N,Q
10970,10483,plants,land plants,Connaraceae,Rourea brachyandra,,F.Muell.,C,,N,N,Q
10971,37117,plants,land plants,Convallariaceae,Ophiopogon japonicus,,(Thunb.) Ker-Gawl.,,,N,N,U
10972,10587,plants,land plants,Convolvulaceae,Aniseia martinicensis,,(Jacq.) Choisy,C,,N,N,QAI
10973,14808,plants,land plants,Convolvulaceae,Argyreia nervosa,,(Burm.f.) Bojer,,,N,N,IU
10974,10600,plants,land plants,Convolvulaceae,Bonamia dietrichiana,,Hallier f.,C,,N,N,Q
10975,10599,plants,land plants,Convolvulaceae,Bonamia linearis,,(R.Br.) Hallier f.,C,,N,N,QA
10976,35545,plants,land plants,Convolvulaceae,Bonamia longipilosa,,R.W.Johnson,C,,N,N,QA
10977,9886,plants,land plants,Convolvulaceae,Bonamia media,,(R.Br.) Hallier f.,C,,N,N,QA
10978,35535,plants,land plants,Convolvulaceae,Bonamia multiflora,,R.W.Johnson,C,,N,N,QA
10979,17828,plants,land plants,Convolvulaceae,Bonamia pannosa,,(R.Br.) Hallier f.,C,,N,N,QA
10980,30886,plants,land plants,Convolvulaceae,Bonamia sp. (Croydon K.R.McDonald KRM4000),,,C,,N,N,Q
10981,35547,plants,land plants,Convolvulaceae,Bonamia toniae,,R.W.Johnson,C,,N,N,Q
10982,10552,plants,land plants,Convolvulaceae,Calystegia marginata,forest bindweed,R.Br.,C,,N,N,QA
10983,10553,plants,land plants,Convolvulaceae,Calystegia soldanella,sea bindweed,(L.) R.Br.,C,,N,N,QAI
10984,36238,plants,land plants,Convolvulaceae,Camonea pilosa,,(Houtt.) A.R.Simoes & Staples,C,,N,N,QAI
10985,36241,plants,land plants,Convolvulaceae,Camonea umbellata,,(L.) A.R.Simoes & Staples,,,N,N,IU
10986,25941,plants,land plants,Convolvulaceae,Convolvulus angustissimus,,R.Br.,C,,N,N,U
10987,27434,plants,land plants,Convolvulaceae,Convolvulus angustissimus subsp. angustissimus,,R.Br.,C,,N,N,QA
10988,26749,plants,land plants,Convolvulaceae,Convolvulus angustissimus x Convolvulus erubescens,,,C,,N,N,Q
10989,17598,plants,land plants,Convolvulaceae,Convolvulus arvensis,,L.,,,N,N,IU
10990,25940,plants,land plants,Convolvulaceae,Convolvulus clementii,,Domin,C,,N,N,QA
10991,17599,plants,land plants,Convolvulaceae,Convolvulus erubescens,Australian bindweed,Sims,C,,N,N,QA
10992,18734,plants,land plants,Convolvulaceae,Convolvulus eyreanus,,R.W.Johnson,C,,N,N,QA
10993,26384,plants,land plants,Convolvulaceae,Convolvulus graminetinus,,R.W.Johnson,C,,N,N,QA
10994,9572,plants,land plants,Convolvulaceae,Convolvulus remotus,,R.Br.,C,,N,N,QA
10995,26702,plants,land plants,Convolvulaceae,Cressa australis,,R.Br.,C,,N,N,QAI
10996,9898,plants,land plants,Convolvulaceae,Cuscuta australis,Australian dodder,R.Br.,C,,N,N,QAI
10997,14649,plants,land plants,Convolvulaceae,Cuscuta campestris,dodder,Yunck.,,,N,N,IU
10998,9899,plants,land plants,Convolvulaceae,Cuscuta chinensis,,Lam.,C,,N,N,QA
10999,9901,plants,land plants,Convolvulaceae,Cuscuta victoriana,,Yunck.,C,,N,N,QA
