WATaxonId,scientificName,vernacularName,class,Status,WAStatus,WARank,EPBCStatus,EPBCDesc,county,municipality,verbatimLocality,taxonRemarks
14280,Eucalyptus rhodantha var. rhodantha,,,Vulnerable,T,VU,VU,Vulnerable,MWST,MOORA,Three Springs-Watheroo,
32082,Banksia serratuloides subsp. serratuloides,,,Vulnerable,T,VU,VU,Vulnerable,MWST,MOORA,"Mogumber, Moora, Boothendarra, Gillingarra",
6799,Pityrodia augustensis,,,Vulnerable,T,VU,VU,Vulnerable,MWST,GERALDTON,Mt Augustus,
32622,Banksia catoglypta,,,Vulnerable,T,VU,VU,Vulnerable,MWST,MOORA,"Badgingarra, Gardner Range",
5680,Eucalyptus johnsoniana,,,Vulnerable,T,VU,VU,Vulnerable,MWST,MOORA,S of Eneabba,
5781,Eucalyptus suberea,,,Vulnerable,T,VU,VU,Vulnerable,MWST,MOORA,Jurien,
2180,Hakea megalosperma,,,Vulnerable,T,VU,VU,Vulnerable,MWST,MOORA,"Gairdner Range-Eneabba, Cooljarloo",
5821,Hypocalymma longifolium,,,Vulnerable,T,VU,VU,Vulnerable,MWST,GERALDTON,Murchison House Stn,
19769,Petrophile nivea,,,Vulnerable,T,VU,VU,Vulnerable,MWST,MOORA,"Warradarge, Eneabba",
3341,Acacia forrestiana,,,Vulnerable,T,VU,VU,Vulnerable,MWST,MOORA,"Dandaragan, Jurien Bay",
35619,Chamelaucium sp. Cataby (G.J. Keighery 11009),,,Vulnerable,T,VU,VU,Vulnerable,MWST,MOORA,Cataby area,
1291,Hensmania chapmanii,,,Vulnerable,T,VU,VU,Vulnerable,MWST,MOORA,Coorow,
31617,Tecticornia bulbosa,,,Vulnerable,T,VU,VU,Vulnerable,MWST,GERALDTON,Morawa-Koolanooka Hills,
11258,Conostylis dielsii subsp. teres,,,Vulnerable,T,VU,EN,Endangered,MWST,GERALDTON,Strawberry,
1404,Wurmbea tubulosa,,,Vulnerable,T,VU,EN,Endangered,MWST,"MOORA,GERALDTON",Geraldton-Mingenew-Three Springs,
1440,Conostylis micrantha,,,Vulnerable,T,VU,EN,Endangered,MWST,GERALDTON,N of Irwin River,
4458,Drummondita ericoides,,,Vulnerable,T,VU,EN,Endangered,MWST,GERALDTON,N of Geraldton,
14400,Acacia recurvata,,,Vulnerable,T,VU,EN,Endangered,MWST,MOORA,"Davies Breakaway, Three Springs, Winchester",
4599,Beyeria lepidopetala,,,Vulnerable,T,VU,EN,Endangered,MWST,GERALDTON,Murchison River,
34776,Darwinia chapmaniana,,,Vulnerable,T,VU,EN,Endangered,MWST,MOORA,Coorow,
40946,Stylidium scintillans,,,Vulnerable,T,VU,,,MWST,GERALDTON,"Warriedar Stn, Karara Stn, Badja Stn",
10796,Diuris drummondii,,,Vulnerable,T,VU,VU,Vulnerable,"MWST,SCST,SWAN,SWST,WARR,WHTB","BLACKWOOD,ALBANY,DONNELLY,FRANKLAND,GERALDTON,PERTH HILLS,SWAN COASTAL,WELLINGTON,GREAT SOUTHERN","Rocky Gully, Bridgetown, Pinjarra, Lake Muir, Frankland River, Nornalup Inlet, Perth, Lake Jasper, Torndirrup NP,Capel, Cranbrook, Yerina Spring, Bunbury, Eaton",
13891,Anigozanthos viridis subsp. terraspectans,,,Vulnerable,T,VU,VU,Vulnerable,"MWST,SWAN","MOORA,SWAN COASTAL","Cataby, Beermullah, Cooljarloo",
13091,Eucalyptus argutifolia,,,Vulnerable,T,VU,VU,Vulnerable,"MWST,SWAN","MOORA,SWAN COASTAL","Yanchep, Lancelin, Seabird, Jurien, Yalgorup",
4161,Ptychosema pusillum,,,Vulnerable,T,VU,VU,Vulnerable,"MWST,SWAN","MOORA,SWAN COASTAL","Gingin, Cataby",
6309,Andersonia gracilis,,,Vulnerable,T,VU,EN,Endangered,"MWST,SWAN","MOORA,SWAN COASTAL","Cannington, Kenwick, Badgingarra, Nambung, Cataby, Swan View",
13867,Paracaleana dixonii,,,Vulnerable,T,VU,EN,Endangered,"MWST,SWAN","MOORA,SWAN COASTAL","Eneabba, Coomallo Creek, Sullivan Rock, Arrowsmith, Yandanooka, Moore River NP",
2360,Spirogardnera rubescens,,,Vulnerable,T,VU,EN,Endangered,"MWST,SWAN","MOORA,PERTH HILLS","Bindoon-Eneabba, Alexander Morrison NP, Wannamal, Badgingarra",
17605,Eleocharis keigheryi,,,Vulnerable,T,VU,VU,Vulnerable,"MWST,SWAN,SWSTWHTB","MOORA,PERTH HILLS,SWAN COASTAL,WELLINGTON,GREAT SOUTHERN,CENTRAL WHEATBELT","Kenwick, Lesueur, Cataby, Wannamal, Ellenbrook, Boyanup, Waterloo, Julimar, Lesueur, Bolgart, Beverley, Woodanilling",
32211,Banksia mimica,,,Vulnerable,T,VU,EN,Endangered,"MWST,SWAN,SWSTWHTB","BLACKWOOD,MOORA,PERTH HILLS,SWAN COASTAL,CENTRAL WHEATBELT","Whicher Range, Kalamunda, Mogumber, Gingin",
19310,Calectasia pignattiana,,,Vulnerable,T,VU,VU,Vulnerable,MWSTWHTB,"MOORA,GREAT SOUTHERN","Quairading, Coorow, Frankland, Toolibin",
5783,Eucalyptus synandra,,,Vulnerable,T,VU,VU,Vulnerable,MWSTWHTB,"GERALDTON,CENTRAL WHEATBELT","Paynes Find-Koorda, Morawa",
14520,Eremophila vernicosa,,,Vulnerable,T,VU,VU,Vulnerable,MWSTWHTB,"MOORA,CENTRAL WHEATBELT","Wubin/Dalwallinu, Coorow",
3019,Lepidium aschersonii,,,Vulnerable,T,VU,VU,Vulnerable,SCST,ALBANY,"Pallinup River, Corackerup, NSW, VIC",
7730,Stylidium galioides,,,Vulnerable,T,VU,VU,Vulnerable,SCST,ALBANY,W of Hopetoun,
1780,Adenanthos ellipticus,,,Vulnerable,T,VU,VU,Vulnerable,SCST,ALBANY,Fitzgerald River NP,
5517,Darwinia meeboldii,,,Vulnerable,T,VU,VU,Vulnerable,SCST,ALBANY,Stirling Range,
14591,Eremophila denticulata subsp. denticulata,,,Vulnerable,T,VU,VU,Vulnerable,SCST,"ALBANY,ESPERANCE","W of Ravensthorpe, Cowerdup, Fitzgerald River N.P.",
17586,Andersonia pinaster,,,Vulnerable,T,VU,VU,Vulnerable,SCST,ALBANY,Two Peoples Bay,
18041,Drummondita longifolia,,,Vulnerable,T,VU,VU,Vulnerable,SCST,ESPERANCE,Peak Charles region,
5712,Eucalyptus merrickiae,,,Vulnerable,T,VU,VU,Vulnerable,SCST,ESPERANCE,N of Esperance,
17507,Kunzea ericifolia subsp. subulata,,,Vulnerable,T,VU,VU,Vulnerable,SCST,ALBANY,West Mt Barren,
1713,Thelymitra psammophila,,,Vulnerable,T,VU,VU,Vulnerable,SCST,ALBANY,"Stirling Range-Ravensthorpe, Kamballup, Nalyerlup",
5530,Darwinia squarrosa,,,Vulnerable,T,VU,VU,Vulnerable,SCST,ALBANY,Stirling Range,
13645,Eucalyptus platydisca,,,Vulnerable,T,VU,VU,Vulnerable,SCST,ESPERANCE,"Norseman, Mt Norcott",
12407,Verticordia crebra,,,Vulnerable,T,VU,VU,Vulnerable,SCST,ALBANY,Fitzgerald River National Park,
6086,Verticordia helichrysantha,,,Vulnerable,T,VU,VU,Vulnerable,SCST,ALBANY,"Cape Riche, Fitzgerald River area",
4702,Ricinocarpos trichophorus,,,Vulnerable,T,VU,EN,Endangered,SCST,"ALBANY,ESPERANCE","Fitzgerald River, Esperance area",
1777,Adenanthos dobagii,,,Vulnerable,T,VU,EN,Endangered,SCST,ALBANY,Fitzgerald River NP,
297,Deyeuxia drummondii,,,Vulnerable,T,VU,EN,Endangered,SCST,ALBANY,Stirling Range,
17705,Chordifex abortivus,,,Vulnerable,T,VU,EN,Endangered,SCST,ALBANY,Mt Manypeaks,
5571,Eucalyptus burdettiana,,,Vulnerable,T,VU,EN,Endangered,SCST,ALBANY,Fitzgerald River National Park,
2020,Grevillea infundibularis,,,Vulnerable,T,VU,EN,Endangered,SCST,ALBANY,Fitzgerald River NP,
37601,Acrotriche orbicularis,,,Vulnerable,T,VU,,,SCST,ALBANY,Ravensthorpe,
12656,Allocasuarina globosa,,,Vulnerable,T,VU,,,SCST,ESPERANCE,"Mt Day, Mt Deans",
34238,Beyeria cockertonii,,,Vulnerable,T,VU,,,SCST,ALBANY,Bandalup Hill,
35778,Darwinia sp. Mt Heywood (R. Davis 11066),,,Vulnerable,T,VU,,,SCST,ESPERANCE,Mt Heywood,
5721,Eucalyptus nutans,,,Vulnerable,T,VU,,,SCST,ALBANY,"Wellstead Inlet, Bremer Bay",
20050,Eucalyptus purpurata,,,Vulnerable,T,VU,,,SCST,ALBANY,"Bandalup Hill, Jerdacuttup",
20769,Kunzea acicularis,,,Vulnerable,T,VU,,,SCST,ALBANY,Ravensthorpe,
1484,Tribonanthes purpurea,,,Vulnerable,T,VU,VU,Vulnerable,"SCST,SWAN,WHTB","ALBANY,PERTH HILLS,GREAT SOUTHERN","Pingaring, Hillman T/S, Mt Dale, Albany",
12400,Verticordia carinata,,,Vulnerable,T,VU,VU,Vulnerable,"SCST,SWST","ALBANY,WELLINGTON","Stirling Range N.P., Trigwell",
13621,Caladenia harringtoniae,,,Vulnerable,T,VU,VU,Vulnerable,"SCST,SWSTWARR","BLACKWOOD,ALBANY,DONNELLY,FRANKLAND","Nannup-Albany, Lake Muir",
1818,Banksia goodii,,,Vulnerable,T,VU,VU,Vulnerable,"SCST,WARR","ALBANY,FRANKLAND","Albany, Narricup, Redmond, Mt Lindesay NP.",
1659,Microtis globula,,,Vulnerable,T,VU,VU,Vulnerable,"SCST,WARR","ALBANY,FRANKLAND",Walpole-Albany,
1441,Conostylis misera,,,Vulnerable,T,VU,EN,Endangered,"SCST,WARR","ALBANY,FRANKLAND","Stirling Range, Porongurups district, Mt Barker",
29490,Tetratheca aphylla subsp. megacarpa,,,Vulnerable,T,VU,VU,Vulnerable,"SCST,WHTB","ESPERANCE,GREAT SOUTHERN","Newdegate, E Varley",
19423,Leucopogon sp. Ongerup (A.S. George 16682),,,Vulnerable,T,VU,VU,Vulnerable,"SCST,WHTB","ALBANY,GREAT SOUTHERN","Borden, Duggan (Kukerin)",
11582,Banksia sphaerocarpa var. dolichostyla,,,Vulnerable,T,VU,VU,Vulnerable,"SCST,WHTB","ESPERANCE,GREAT SOUTHERN,CENTRAL WHEATBELT","Ironcaps, Forrestania, Mt Hampton, Woolocutty, Bremer Range",
12102,Anigozanthos bicolor subsp. minor,,,Vulnerable,T,VU,EN,Endangered,"SCST,WHTB","ESPERANCE,GREAT SOUTHERN","Ravensthorpe-Esperance, Newdegate, Mount Baring",
4439,Boronia revoluta,,,Vulnerable,T,VU,EN,Endangered,"SCST,WHTB","ESPERANCE,GREAT SOUTHERN,CENTRAL WHEATBELT","Ironcaps, Hatter Hill",
1439,Conostylis lepidospermoides,,,Vulnerable,T,VU,EN,Endangered,"SCST,WHTB","ALBANY,ESPERANCE,GREAT SOUTHERN","Jerdacuttup, Frank Hann N.P., Cascade",
13999,Conospermum undulatum,,,Vulnerable,T,VU,VU,Vulnerable,SWAN,"PERTH HILLS,SWAN COASTAL","Forrestfield, Orange Grove, Newburn, Lesmurdie, Maida Vale, Hazelmere",
6946,Anthocercis gracilis,,,Vulnerable,T,VU,VU,Vulnerable,SWAN,PERTH HILLS,"Mundaring Weir, Dandalup, John Forrest NP",
13495,Thomasia glabripetala,,,Vulnerable,T,VU,VU,Vulnerable,SWAN,PERTH HILLS,E of York,
2007,Grevillea flexuosa,,,Vulnerable,T,VU,VU,Vulnerable,SWAN,PERTH HILLS,Gidgegannup,
3219,Acacia anomala,,,Vulnerable,T,VU,VU,Vulnerable,SWAN,"PERTH HILLS,SWAN COASTAL","Darling Scarp, Bullsbrook, Muchea, Pickering Brook, Kalamunda, Bickley, Chittering",
3220,Acacia aphylla,,,Vulnerable,T,VU,VU,Vulnerable,SWAN,PERTH HILLS,Perth - Northam,
35776,Chamelaucium sp. Gingin (N.G. Marchant 6),,,Vulnerable,T,VU,EN,Endangered,SWAN,"PERTH HILLS,SWAN COASTAL","Gingin, Breera, Chittering",
14319,Grevillea corrugata,,,Vulnerable,T,VU,EN,Endangered,SWAN,PERTH HILLS,Bindoon,
32680,Banksia aurantia,,,Vulnerable,T,VU,CR,Critically Endangered,SWAN,PERTH HILLS,"Little Darkin Swamp, Wandoo CP",
1033,Tetraria australiensis,,,Vulnerable,T,VU,VU,Vulnerable,"SWAN,SWST","BLACKWOOD,PERTH HILLS,SWAN COASTAL","Mundijong, Busselton, (Cannington, Serpentine River)",
12938,Diuris micrantha,,,Vulnerable,T,VU,VU,Vulnerable,"SWAN,SWST","PERTH HILLS,SWAN COASTAL,WELLINGTON","Medina, Yarloop, Yunderup, Manjimup, Bowelling, Meelon, Bertram",
4178,Pultenaea pauciflora,,,Vulnerable,T,VU,VU,Vulnerable,"SWAN,WHTB","PERTH HILLS,GREAT SOUTHERN","Narrogin, Lupton Block, Boddington",
7579,Lechenaultia laricina,,,Vulnerable,T,VU,EN,Endangered,"SWAN,WHTB","PERTH HILLS,GREAT SOUTHERN","SW of Northam, Brookton",
12250,Acacia brachypoda,,,Vulnerable,T,VU,EN,Endangered,"SWAN,WHTB","PERTH HILLS,GREAT SOUTHERN","Brookton, Beverley, Darkin Swamp",
5192,Frankenia conferta,,,Vulnerable,T,VU,EN,Endangered,"SWAN,WHTB","PERTH HILLS,CENTRAL WHEATBELT","Ballidu, (East of York)",
14713,Verticordia fimbrilepis subsp. fimbrilepis,,,Vulnerable,T,VU,EN,Endangered,"SWAN,WHTB","PERTH HILLS,GREAT SOUTHERN","Woodanilling, Katanning, Narrogin, Aldersyde, Kojonup, Gibbs SF",
43980,Chamelaucium sp. S coastal plain (R.D.Royce 4872),,,Vulnerable,T,VU,VU,Vulnerable,SWST,BLACKWOOD,"Capel, Tutunup",
32046,Banksia squarrosa subsp. argillacea,,,Vulnerable,T,VU,VU,Vulnerable,SWST,BLACKWOOD,"Ruabon, Tutunup, Whicher Range, Upper Capel",
20510,Gastrolobium modestum,,,Vulnerable,T,VU,VU,Vulnerable,SWST,BLACKWOOD,"Treeton Block, Busselton",
13974,Wurmbea calcicola,,,Vulnerable,T,VU,EN,Endangered,SWST,BLACKWOOD,Cape Naturaliste,
3808,Daviesia elongata,,,Vulnerable,T,VU,,,SWST,BLACKWOOD,Carbunup River,
4039,Kennedia glabrata,,,Vulnerable,T,VU,VU,Vulnerable,WARR,"DONNELLY,FRANKLAND","Northcliffe-Walpole, Denmark",
13084,Grevillea fuscolutea,,,Vulnerable,T,VU,,,WARR,FRANKLAND,Mt Lindesay,
20002,Laxmannia grandiflora subsp. brendae,,,Vulnerable,T,VU,,,WARR,FRANKLAND,"Little Lindesay, Mt Lindesay",
3293,Acacia denticulosa,,,Vulnerable,T,VU,VU,Vulnerable,WHTB,CENTRAL WHEATBELT,Beacon-Mt Churchman,
5777,Eucalyptus steedmanii,,,Vulnerable,T,VU,VU,Vulnerable,WHTB,"GREAT SOUTHERN,CENTRAL WHEATBELT",Forrestania,
3908,Gastrolobium lehmannii,,,Vulnerable,T,VU,VU,Vulnerable,WHTB,GREAT SOUTHERN,"Cranbrook, Tunney",
4402,Boronia adamsiana,,,Vulnerable,T,VU,VU,Vulnerable,WHTB,CENTRAL WHEATBELT,Mukinbudin,
6890,Microcorys eremophiloides,,,Vulnerable,T,VU,VU,Vulnerable,WHTB,CENTRAL WHEATBELT,"Wongan Hills, Konningorring, Ejanding",
5089,Thomasia montana,,,Vulnerable,T,VU,VU,Vulnerable,WHTB,GREAT SOUTHERN,"Hills E of York, Boyagin",
2577,Rhagodia acicularis,,,Vulnerable,T,VU,VU,Vulnerable,WHTB,CENTRAL WHEATBELT,Wongan Hills,
1727,Allocasuarina fibrosa,,,Vulnerable,T,VU,VU,Vulnerable,WHTB,CENTRAL WHEATBELT,"Tammin, Beverley",
12654,Allocasuarina tortiramula,,,Vulnerable,T,VU,VU,Vulnerable,WHTB,GREAT SOUTHERN,"Lake King, Dragon Rocks",
1449,Conostylis rogeri,,,Vulnerable,T,VU,VU,Vulnerable,WHTB,GREAT SOUTHERN,Kulin,
14412,Grevillea dryandroides subsp. hirsuta,,,Vulnerable,T,VU,EN,Endangered,WHTB,"GREAT SOUTHERN,CENTRAL WHEATBELT","Cadoux - Corrigin, Dowerin",
2588,Roycea pycnophylloides,,,Vulnerable,T,VU,EN,Endangered,WHTB,"GREAT SOUTHERN,CENTRAL WHEATBELT","Meckering, Cunderdin, Pingrup, Kondinin",
12463,Verticordia staminosa subsp. cylindracea var. cylindracea,,,Vulnerable,T,VU,EN,Endangered,WHTB,GREAT SOUTHERN,Lake Grace - Varley,
14053,Acacia auratiflora,,,Vulnerable,T,VU,EN,Endangered,WHTB,GREAT SOUTHERN,"Newdegate, Lake Grace",
14212,Boronia capitata subsp. capitata,,,Vulnerable,T,VU,EN,Endangered,WHTB,GREAT SOUTHERN,Tutanning,
12261,Acacia lanuginophylla,,,Vulnerable,T,VU,EN,Endangered,WHTB,"GREAT SOUTHERN,CENTRAL WHEATBELT",Newdegate-Pingaring,
13610,Acacia leptalea,,,Vulnerable,T,VU,EN,Endangered,WHTB,GREAT SOUTHERN,"Nyabing, Chinocup",
7275,Eremophila ternifolia,,,Vulnerable,T,VU,EN,Endangered,WHTB,CENTRAL WHEATBELT,Wongan Hills region,
13016,Eucalyptus recta,,,Vulnerable,T,VU,EN,Endangered,WHTB,CENTRAL WHEATBELT,"Cadoux, Manmanning",
39802,Paragoodia crenulata,,,Vulnerable,T,VU,CR,Critically Endangered,WHTB,CENTRAL WHEATBELT,Lake Cronin,
12251,Acacia caesariata,,,Vulnerable,T,VU,,,WHTB,"GREAT SOUTHERN,CENTRAL WHEATBELT","Wyalkatchem, Lake Grace, Corrigin",
13542,Eucalyptus articulata,,,Endangered,T,EN,VU,Vulnerable,GOLD,KALGOORLIE,NW of Queen Victoria Spring,
14225,Ricinocarpos brevis,,,Endangered,T,EN,EN,Endangered,GOLD,KALGOORLIE,"Diemals, Perrinvale, Windarling",
11294,Eucalyptus crucis subsp. crucis,,,Endangered,T,EN,VU,Vulnerable,"GOLD,WHTB","KALGOORLIE,CENTRAL WHEATBELT","Westonia, Southern Cross, Burracoppin, Ora Banda",
13082,Myriophyllum lapidicola,,,Endangered,T,EN,EN,Endangered,"GOLD,WHTB","KALGOORLIE,CENTRAL WHEATBELT","NW of Chiddarcooping Hill, Yowie Rock, Jaurdi, Yanneymooning",
11511,Pandanus spiralis var. flammeus,,,Endangered,T,EN,EN,Endangered,KIMB,WEST KIMBERLEY,SE of Broome,
20710,Typhonium sp. Kununurra (A.N. Start ANS 1467),,,Endangered,T,EN,,,KIMB,EAST KIMBERLEY,"Kununurra, NT",
13633,Drakaea concolor,,,Endangered,T,EN,VU,Vulnerable,MWST,GERALDTON,"Murchison River, Kalbarri",
1620,Caladenia wanosa,,,Endangered,T,EN,VU,Vulnerable,MWST,GERALDTON,Kalbarri-Mullewa,
15337,Caladenia bryceana subsp. cracens,,,Endangered,T,EN,VU,Vulnerable,MWST,GERALDTON,"Northampton-Kalbarri, East Yuna NR",
3888,Gastrolobium appressum,,,Endangered,T,EN,VU,Vulnerable,MWST,MOORA,Watheroo-Marchagee,
5560,Eucalyptus beardiana,,,Endangered,T,EN,VU,Vulnerable,MWST,"GERALDTON,SHARK BAY","South of Shark Bay, Kalbarri NP",
12885,Eucalyptus crispata,,,Endangered,T,EN,VU,Vulnerable,MWST,MOORA,Three Springs-Jurien,
5691,Eucalyptus lateritica,,,Endangered,T,EN,VU,Vulnerable,MWST,MOORA,Jurien,
7570,Lechenaultia chlorantha,,,Endangered,T,EN,VU,Vulnerable,MWST,GERALDTON,Kalbarri,
34763,Darwinia polychroma,,,Endangered,T,EN,EN,Endangered,MWST,"MOORA,GERALDTON","Carnamah, Latham",
13356,Schoenia filifolia subsp. subulifolia,,,Endangered,T,EN,EN,Endangered,MWST,GERALDTON,"Champion Bay, Geraldton",
436,Glyceria drummondii,,,Endangered,T,EN,EN,Endangered,MWST,GERALDTON,Mingenew,
14051,Acacia aristulata,,,Endangered,T,EN,EN,Endangered,MWST,MOORA,"Moora, Jingemia Hill",
13632,Daviesia speciosa,,,Endangered,T,EN,EN,Endangered,MWST,"MOORA,GERALDTON","Eneabba-Carnarmah, Mingenew",
14000,Conospermum densiflorum subsp. unicephalatum,,,Endangered,T,EN,EN,Endangered,MWST,MOORA,"Gingin, Gillingarra",
13510,Eucalyptus cuprea,,,Endangered,T,EN,EN,Endangered,MWST,GERALDTON,Murchison River,
14154,Acacia wilsonii,,,Endangered,T,EN,EN,Endangered,MWST,MOORA,"Badgingarra, Alexander Morrison N.P., Eneabba",
29612,Patersonia spirifolia,,,Endangered,T,EN,EN,Endangered,MWST,MOORA,Badgingarra,
13857,Caladenia hoffmanii,,,Endangered,T,EN,EN,Endangered,MWST,GERALDTON,Geraldton-Kalbarri,
3806,Daviesia dielsii,,,Endangered,T,EN,EN,Endangered,MWST,MOORA,"Moora, Watheroo, Marchagee, Dalwallinu",
2044,Grevillea murex,,,Endangered,T,EN,EN,Endangered,MWST,MOORA,"Three Srings, Arrino",
19218,Caladenia barbarella,,,Endangered,T,EN,EN,Endangered,MWST,"GERALDTON,SHARK BAY",NE of Kalbarri,
13526,Eucalyptus crucis subsp. praecipua,,,Endangered,T,EN,EN,Endangered,MWST,GERALDTON,S of Paynes Find,
13543,Eucalyptus leprophloia,,,Endangered,T,EN,EN,Endangered,MWST,MOORA,Jurien,
13040,Eucalyptus pruiniramis,,,Endangered,T,EN,EN,Endangered,MWST,MOORA,Mogumber-Three Springs,
6412,Leucopogon marginatus,,,Endangered,T,EN,EN,Endangered,MWST,GERALDTON,"Arrino, Burma Road",
40802,Leucopogon nitidus,,,Endangered,T,EN,EN,Endangered,MWST,GERALDTON,Geraldton,
6418,Leucopogon obtectus,,,Endangered,T,EN,EN,Endangered,MWST,MOORA,Eneabba,
16374,Synaphea quartzitica,,,Endangered,T,EN,EN,Endangered,MWST,MOORA,Moora,
23989,Tetratheca nephelioides,,,Endangered,T,EN,CR,Critically Endangered,MWST,MOORA,Eneabba,
30460,Acacia woodmaniorum,,,Endangered,T,EN,,,MWST,GERALDTON,"Blue Hill Range, Karara",
31764,Lepidosperma gibsonii,,,Endangered,T,EN,,,MWST,GERALDTON,Mt Gibson,
35071,Hypocalymma angustifolium subsp. Hutt River (S. Patrick 2982),,,Endangered,T,EN,,,MWST,"MOORA,GERALDTON","Arrino,  Kalbarri",
17106,Macarthuria keigheryi,,,Endangered,T,EN,EN,Endangered,"MWST,SWAN","MOORA,SWAN COASTAL","Mullering Brook, Cooljarloo, Kewdale, Forrestfield",
7491,Goodenia arthrotricha,,,Endangered,T,EN,EN,Endangered,"MWST,SWAN","MOORA,PERTH HILLS,SWAN COASTAL","Wannamal, Moora, Ellis Brook, Bindoon",
5504,Darwinia acerosa,,,Endangered,T,EN,EN,Endangered,"MWST,SWAN,WHTB","MOORA,PERTH HILLS,CENTRAL WHEATBELT","Mogumber, Wannamal, Gillingarra",
1976,Grevillea christineae,,,Endangered,T,EN,EN,Endangered,"MWST,SWAN,WHTB","MOORA,PERTH HILLS,CENTRAL WHEATBELT","Mortlock River, Goomalling, Watheroo, Upper Swan",
17150,Eremophila glabra subsp. chlorella,,,Endangered,T,EN,EN,Endangered,"MWST,SWAN,WHTB","MOORA,SWAN COASTAL,CENTRAL WHEATBELT","Cannington, Kenwick, Mogumber,  Eneabba,",
10862,Thelymitra stellata,,,Endangered,T,EN,EN,Endangered,"MWST,SWAN,WHTB","MOORA,PERTH HILLS,GREAT SOUTHERN","Perth-Three Springs, Pinjarra, Dumbleyung, Corrigin, Bungendore Park, Unnamed Shire Reserve 34155, Hartfield Rd, Mt Peron, Jurien Bay, Mt Lesueur NP, Arthur River, Coomallo NR, Julimar, Chittering, Armadale",
33580,Grevillea bracteosa subsp. bracteosa,,,Endangered,T,EN,,,"MWST,SWAN,WHTB","MOORA,PERTH HILLS,CENTRAL WHEATBELT","Toodyay, Mogumber, Miling, Dalwalinu, Bindi Bindi, Piawanning",
