scientificName,vernacularName,family,genus,sourceStatus,listedSpratTaxonId,currentSpratTaxonId,status
Eucalyptus imlayensis,"Imlay Mallee, Mount Imlay Mallee",Myrtaceae,Eucalyptus,Critically Endangered,12623,,Critically Endangered
Eucalyptus impensa,Eneabba Mallee,Myrtaceae,Eucalyptus,Endangered,56711,,Endangered
Eucalyptus infera,Durikai Mallee,Myrtaceae,Eucalyptus,Vulnerable,55145,,Vulnerable
Eucalyptus insularis,Twin Peak Island Mallee,Myrtaceae,Eucalyptus,Endangered,3057,,Endangered
Eucalyptus johnsoniana,Johnson's Mallee,Myrtaceae,Eucalyptus,Vulnerable,14516,,Vulnerable
Eucalyptus kabiana,Mount Beerwah Mallee,Myrtaceae,Eucalyptus,Vulnerable,56319,,Vulnerable
Eucalyptus kartzoffiana,Araluen Gum,Myrtaceae,Eucalyptus,Vulnerable,19330,,Vulnerable
Eucalyptus langleyi,"Albatross Mallee, Green Mallee Ash",Myrtaceae,Eucalyptus,Vulnerable,56224,,Vulnerable
Eucalyptus largeana,Craven Grey Box,Myrtaceae,Eucalyptus,Endangered,18581,,Endangered
Eucalyptus lateritica,Laterite Mallee,Myrtaceae,Eucalyptus,Vulnerable,6271,,Vulnerable
Eucalyptus leprophloia,"Scaly Butt Mallee, Scaly-butt Mallee",Myrtaceae,Eucalyptus,Endangered,56712,,Endangered
Eucalyptus macarthurii,"Camden Woollybutt, Paddys River Box",Myrtaceae,Eucalyptus,Endangered,7827,,Endangered
Eucalyptus mckieana,McKie's Stringybark,Myrtaceae,Eucalyptus,Vulnerable,20199,,Vulnerable
Eucalyptus merrickiae,Goblet Mallee,Myrtaceae,Eucalyptus,Vulnerable,13119,,Vulnerable
Eucalyptus mooreana,"Mountain White Gum,  King Leopold Range Mallee, Moore's Gum",Myrtaceae,Eucalyptus,Vulnerable,17656,,Vulnerable
Eucalyptus morrisbyi,"Morrisby's Gum, Morrisbys Gum",Myrtaceae,Eucalyptus,Critically Endangered,7382,,Critically Endangered
Eucalyptus nicholii,"Narrow-leaved Peppermint, Narrow-leaved Black Peppermint",Myrtaceae,Eucalyptus,Vulnerable,20992,,Vulnerable
Eucalyptus nudicaulis,Mt Isa Mallee,Myrtaceae,Eucalyptus,Endangered,55399,,Endangered
Eucalyptus pachycalyx subsp. banyabba,Banyabba Shiny-barked Gum,Myrtaceae,Eucalyptus,Endangered,64898,,Endangered
Eucalyptus paedoglauca,Mt Stuart Ironbark,Myrtaceae,Eucalyptus,Vulnerable,56188,,Vulnerable
Eucalyptus paludicola,"Mount Compass Swamp Gum, Fleurieu Swamp Gum, Marsh Gum",Myrtaceae,Eucalyptus,Endangered,64276,,Endangered
Eucalyptus parramattensis subsp. decadens,"Earp's Gum, Earp's Dirty Gum",Myrtaceae,Eucalyptus,Vulnerable,56148,,Vulnerable
Eucalyptus parvula,Small-leaved Gum,Myrtaceae,Eucalyptus,Vulnerable,56153,,Vulnerable
Eucalyptus phoenix,Brumby Mallee-gum,Myrtaceae,Eucalyptus,Critically Endangered,89462,,Critically Endangered
Eucalyptus platydisca,Jimberlana Mallee,Myrtaceae,Eucalyptus,Vulnerable,64575,,Vulnerable
Eucalyptus pruiniramis,"Midlands Gum, Jingymia Gum",Myrtaceae,Eucalyptus,Endangered,56403,,Endangered
Eucalyptus pulverulenta,"Silver-leaved Mountain Gum, Silver-leaved Gum",Myrtaceae,Eucalyptus,Vulnerable,21537,,Vulnerable
Eucalyptus pumila,Pokolbin Mallee,Myrtaceae,Eucalyptus,Vulnerable,16510,,Vulnerable
Eucalyptus raveretiana,Black Ironbox,Myrtaceae,Eucalyptus,Vulnerable,16344,,Vulnerable
Eucalyptus recta,Silver Mallet,Myrtaceae,Eucalyptus,Endangered,56430,,Endangered
Eucalyptus recurva,Mongarlowe Mallee,Myrtaceae,Eucalyptus,Critically Endangered,11004,,Critically Endangered
Eucalyptus rhodantha,Rose Mallee,Myrtaceae,Eucalyptus,Vulnerable,9362,,Vulnerable
Eucalyptus robertsonii subsp. hemisphaerica,Robertson's Peppermint,Myrtaceae,Eucalyptus,Vulnerable,56223,,Vulnerable
Eucalyptus rubida subsp. barbigerorum,Blackbutt Candlebark,Myrtaceae,Eucalyptus,Vulnerable,64618,,Vulnerable
Eucalyptus scoparia,"Wallangarra White Gum, Willow Gum",Myrtaceae,Eucalyptus,Vulnerable,9640,,Vulnerable
"Eucalyptus sp. Cattai (Gregson s.n., 28 Aug 1954)",-,Myrtaceae,Eucalyptus,Critically Endangered,89499,,Critically Endangered
Eucalyptus steedmanii,Steedmans Gum,Myrtaceae,Eucalyptus,Vulnerable,15393,,Vulnerable
Eucalyptus stenostoma,Jillaga Ash,Myrtaceae,Eucalyptus,Endangered,3976,,Endangered
Eucalyptus strzeleckii,Strzelecki Gum,Myrtaceae,Eucalyptus,Vulnerable,55400,,Vulnerable
Eucalyptus suberea,"Cork Mallee, Mount Lesueur Mallee",Myrtaceae,Eucalyptus,Vulnerable,5529,,Vulnerable
Eucalyptus synandra,Jingymia Mallee,Myrtaceae,Eucalyptus,Vulnerable,3753,,Vulnerable
Eucalyptus taurina,Helidon Ironbark,Myrtaceae,Eucalyptus,Endangered,64255,,Endangered
Eucalyptus tetrapleura,Square-fruited Ironbark,Myrtaceae,Eucalyptus,Vulnerable,7490,,Vulnerable
Eucalyptus virens,-,Myrtaceae,Eucalyptus,Vulnerable,10181,,Vulnerable
Eucalyptus x balanites,"Cadda Road Mallee, Cadda Mallee",Myrtaceae,Eucalyptus,Endangered,87816,,Endangered
Eucalyptus x phylacis,Meelup Mallee,Myrtaceae,Eucalyptus,Endangered,87817,,Endangered
Eucryphia wilkiei,-,Eucryphiaceae,Eucryphia,Vulnerable,64900,,Vulnerable
Eulamprus leuraensis,Blue Mountains Water Skink,Scincidae,Eulamprus,Endangered,59199,,Endangered
Eulamprus tympanum marnieae,"Corangamite Water Skink, Dreeite Water Skink",Scincidae,Eulamprus,Endangered,64487,,Endangered
Euphorbia carissoides,-,Euphorbiaceae,Euphorbia,Vulnerable,12431,,Vulnerable
Euphorbia norfolkiana,Norfolk Island Euphorbia,Euphorbiaceae,Euphorbia,Critically Endangered,65887,,Critically Endangered
Euphorbia obliqua,a herb,Euphorbiaceae,Euphorbia,Vulnerable,44385,,Vulnerable
Euphrasia amphisysepala,Shiny Cliff Eyebright,Scrophulariaceae,Euphrasia,Vulnerable,4534,,Vulnerable
Euphrasia arguta,-,Scrophulariaceae,Euphrasia,Critically Endangered,4325,,Critically Endangered
Euphrasia bella,"Lamington Eyebright, Mt. Merino Eyebright",Scrophulariaceae,Euphrasia,Vulnerable,4425,,Vulnerable
Euphrasia bowdeniae,-,Scrophulariaceae,Euphrasia,Vulnerable,21521,,Vulnerable
Euphrasia collina subsp. muelleri,"Purple Eyebright, Mueller's Eyebright",Scrophulariaceae,Euphrasia,Endangered,16151,,Endangered
Euphrasia collina subsp. osbornii,Osborn's Eyebright,Scrophulariaceae,Euphrasia,Endangered,3684,,Endangered
Euphrasia crassiuscula subsp. glandulifera,Thick Eyebright,Scrophulariaceae,Euphrasia,Vulnerable,21556,,Vulnerable
Euphrasia eichleri,Bogong Eyebright,Scrophulariaceae,Euphrasia,Vulnerable,12831,,Vulnerable
Euphrasia fragosa,"Shy Eyebright, Southport Eyebright",Scrophulariaceae,Euphrasia,Critically Endangered,64901,,Critically Endangered
Euphrasia gibbsiae subsp. psilantherea,Swamp Eyebright,Scrophulariaceae,Euphrasia,Critically Endangered,21507,,Critically Endangered
Euphrasia phragmostoma,"Buftons Eyebright, Hairy Cliff Eyebright",Scrophulariaceae,Euphrasia,Vulnerable,7720,,Vulnerable
Euphrasia ruptura,subshrub,Scrophulariaceae,Euphrasia,Extinct,64902,,Extinct
Euphrasia semipicta,Peninsula Eyebright,Scrophulariaceae,Euphrasia,Endangered,9986,,Endangered
Euphrasia sp. Bivouac Bay (W.R.Barker 7626 et al.),"Masked Eyebright, Masked Cliff Eyebright",Scrophulariaceae,Euphrasia,Endangered,82044,,Endangered
Falco hypoleucos,Grey Falcon,Falconidae,Falco,Vulnerable,929,,Vulnerable
Falcunculus frontatus whitei,"Crested Shrike-tit (northern), Northern Shrike-tit",Pachycephalidae,Falcunculus,Vulnerable,26013,,Vulnerable
Fimbristylis adjuncta,-,Cyperaceae,Fimbristylis,Endangered,16371,,Endangered
Floydia praealta,"Ball Nut, Possum Nut, Big Nut, Beefwood",Proteaceae,Floydia,Vulnerable,15762,,Vulnerable
Fontainea australis,Southern Fontainea,Euphorbiaceae,Fontainea,Vulnerable,24037,,Vulnerable
Fontainea oraria,Coastal Fontainea,Euphorbiaceae,Fontainea,Critically Endangered,24038,,Critically Endangered
Fontainea rostrata,-,Euphorbiaceae,Fontainea,Vulnerable,24039,,Vulnerable
Fontainea venosa,-,Euphorbiaceae,Fontainea,Vulnerable,24040,,Vulnerable
Frankenia conferta,Silky Frankenia,Frankeniaceae,Frankenia,Endangered,6074,,Endangered
Frankenia decurrens,Decurrent-leaved Frankenia,Frankeniaceae,Frankenia,Extinct,8494,,Extinct
Frankenia parvula,Short-leaved Frankenia,Frankeniaceae,Frankenia,Endangered,20872,,Endangered
Frankenia plicata,-,Frankeniaceae,Frankenia,Endangered,4225,,Endangered
Fregata andrewsi,"Christmas Island Frigatebird, Andrew's Frigatebird",Fregatidae,Fregata,Endangered,1011,,Endangered
Fregetta grallaria grallaria,"White-bellied Storm-Petrel (Tasman Sea), White-bellied Storm-Petrel (Australasian)",Hydrobatidae,Fregetta,Vulnerable,64438,,Vulnerable
Furina dunmalli,Dunmall's Snake,Elapidae,Furina,Vulnerable,59254,,Vulnerable
Galaxias aequipinnis,East Gippsland Galaxias,Galaxiidae,Galaxias,Critically Endangered,87174,,Critically Endangered
Galaxias auratus,Golden Galaxias,Galaxiidae,Galaxias,Endangered,77038,,Endangered
Galaxias brevissimus,Short-tail Galaxias,Galaxiidae,Galaxias,Critically Endangered,87880,,Critically Endangered
Galaxias fontanus,Swan Galaxias,Galaxiidae,Galaxias,Endangered,26167,,Endangered
Galaxias fuscus,Barred Galaxias,Galaxiidae,Galaxias,Endangered,26168,,Endangered
Galaxias gunaikurnai,Shaw Galaxias,Galaxiidae,Galaxias,Critically Endangered,87178,,Critically Endangered
Galaxias johnstoni,Clarence Galaxias,Galaxiidae,Galaxias,Endangered,26184,,Endangered
Galaxias lanceolatus,Tapered Galaxias,Galaxiidae,Galaxias,Critically Endangered,87179,,Critically Endangered
Galaxias longifundus,West Gippsland Galaxias,Galaxiidae,Galaxias,Critically Endangered,87180,,Critically Endangered
Galaxias mcdowalli,McDowall's Galaxias,Galaxiidae,Galaxias,Critically Endangered,87177,,Critically Endangered
Galaxias mungadhan,Dargo Galaxias,Galaxiidae,Galaxias,Critically Endangered,87176,,Critically Endangered
Galaxias parvus,Swamp Galaxias,Galaxiidae,Galaxias,Vulnerable,26175,,Vulnerable
Galaxias pedderensis,Pedder Galaxias,Galaxiidae,Galaxias,Extinct in the wild,26169,,Extinct in the wild
Galaxias rostratus,"Flathead Galaxias, Beaked Minnow, Flat-headed Galaxias, Flat-headed Jollytail, Flat-headed Minnow",Galaxiidae,Galaxias,Critically Endangered,84745,,Critically Endangered
Galaxias sp. nov. 'Morwell',Morwell Galaxias,Galaxiidae,Galaxias,Critically Endangered,90730,,Critically Endangered
Galaxias sp. nov. 'Yalmy',Yalmy Galaxias,Galaxiidae,Galaxias,Critically Endangered,90731,,Critically Endangered
Galaxias supremus,Kosciuszko Galaxias,Galaxiidae,Galaxias,Critically Endangered,87878,,Critically Endangered
Galaxias tantangara,Stocky Galaxias,Galaxiidae,Galaxias,Critically Endangered,87879,,Critically Endangered
Galaxias tanycephalus,Saddled Galaxias,Galaxiidae,Galaxias,Vulnerable,26176,,Vulnerable
Galaxias terenasus,Roundsnout Galaxias,Galaxiidae,Galaxias,Endangered,87175,,Endangered
Galaxias truttaceus (Western Australian population),Western Trout Minnow,Galaxiidae,Galaxias,Endangered,89857,,Endangered
Galaxiella nigrostriata,"Blackstriped Dwarf Galaxias, Black-stripe Minnow",Galaxiidae,Galaxiella,Endangered,88677,,Endangered
Galaxiella pusilla,"Eastern Dwarf Galaxias, Dwarf Galaxias",Galaxiidae,Galaxiella,Vulnerable,56790,,Vulnerable
Galeorhinus galeus,"School Shark, Eastern School Shark, Snapper Shark, Tope, Soupfin Shark",Triakidae,Galeorhinus,Conservation Dependent,68453,,Conservation Dependent
Galium antarcticum,Subantarctic Bedstraw,Rubiaceae,Galium,Critically Endangered,68775,,Critically Endangered
Gardenia actinocarpa,-,Rubiaceae,Gardenia,Endangered,3580,,Endangered
Gardenia psidioides,Hann Gardenia,Rubiaceae,Gardenia,Vulnerable,1988,,Vulnerable
Gastrolobium appressum,Scale-leaf Poison,Fabaceae,Gastrolobium,Vulnerable,7358,,Vulnerable
Gastrolobium argyrotrichum,Metricup Pea,Fabaceae,Gastrolobium,Critically Endangered,89145,,Critically Endangered
Gastrolobium diabolophyllum,Bodallin Poison,Fabaceae,Gastrolobium,Critically Endangered,78384,,Critically Endangered
Gastrolobium glaucum,"Spike Poison, Wongan Poison",Fabaceae,Gastrolobium,Endangered,7428,,Endangered
Gastrolobium graniticum,Granite Poison,Fabaceae,Gastrolobium,Endangered,14872,,Endangered
Gastrolobium hamulosum,Hook-point Poison,Fabaceae,Gastrolobium,Endangered,9212,,Endangered
Gastrolobium humile,-,Fabaceae,Gastrolobium,Endangered,78418,,Endangered
Gastrolobium lehmannii,Cranbrook Pea,Fabaceae,Gastrolobium,Vulnerable,22282,,Vulnerable
Gastrolobium luteifolium,Yellow-leafed Gastrolobium,Fabaceae,Gastrolobium,Critically Endangered,78405,,Critically Endangered
Gastrolobium modestum,Broad-leaved Gastrolobium,Fabaceae,Gastrolobium,Vulnerable,78361,,Vulnerable
Gastrolobium papilio,Butterfly-leaved Gastrolobium,Fabaceae,Gastrolobium,Endangered,78415,,Endangered
Gastrolobium vestitum,-,Fabaceae,Gastrolobium,Critically Endangered,78406,,Critically Endangered
Gaultheria viridicarpa,Green Waxberry,Ericaceae,Gaultheria,Endangered,87380,,Endangered
Geniostoma huttonii,-,Loganiaceae,Geniostoma,Endangered,56368,,Endangered
Genoplesium baueri,"Yellow Gnat-orchid, Bauer's Midge Orchid, Brittle Midge Orchid",Orchidaceae,Genoplesium,Endangered,7528,,Endangered
Genoplesium plumosum,"Plumed Midge-orchid, Tallong Midge Orchid",Orchidaceae,Genoplesium,Endangered,32180,78695.0,Endangered
Genoplesium rhyoliticum,Pambula Midge-orchid,Orchidaceae,Genoplesium,Endangered,55116,78697.0,Endangered
Genoplesium tectum,Cardwell Midge Orchid,Orchidaceae,Genoplesium,Endangered,55130,78698.0,Endangered
Genoplesium vernale,East Lynne Midge-orchid,Orchidaceae,Genoplesium,Vulnerable,68379,78699.0,Vulnerable
Gentiana baeuerlenii,Baeuerlen's Gentian,Gentianaceae,Gentiana,Endangered,12001,,Endangered
Gentiana bredboensis,Bredbo Gentian,Gentianaceae,Gentiana,Critically Endangered,15882,,Critically Endangered
Gentiana wingecarribiensis,Wingecarribee Gentian,Gentianaceae,Gentiana,Endangered,18033,,Endangered
Gentiana wissmannii,New England Gentian,Gentianaceae,Gentiana,Critically Endangered,10786,,Critically Endangered
Geocrinia alba,"White-bellied Frog, Creek Frog",Myobatrachidae,Geocrinia,Critically Endangered,26181,92544.0,Critically Endangered
Geocrinia vitellina,Orange-bellied Frog,Myobatrachidae,Geocrinia,Vulnerable,26172,92547.0,Vulnerable
Geophaps scripta scripta,Squatter Pigeon (southern),Columbidae,Geophaps,Vulnerable,64440,,Vulnerable
Geophaps smithii blaauwi,Partridge Pigeon (western),Columbidae,Geophaps,Vulnerable,66501,,Vulnerable
Geophaps smithii smithii,Partridge Pigeon (eastern),Columbidae,Geophaps,Vulnerable,64441,,Vulnerable
Germainia capitata,-,Poaceae,Germainia,Vulnerable,14069,,Vulnerable
Gerygone insularis,"Lord Howe Gerygone, Lord Howe Warbler",Pardalotidae,Gerygone,Extinct,25888,,Extinct
Gingidia rupicola,"Mountain Angelica, Broad-leafed Carrot",Apiaceae,Gingidia,Endangered,86880,,Endangered
Glyceria drummondii,Nangetty Grass,Poaceae,Glyceria,Endangered,14008,,Endangered
Glycine latrobeana,"Clover Glycine, Purple Clover",Fabaceae,Glycine,Vulnerable,13910,,Vulnerable
Glyphis garricki,"Northern River Shark, New Guinea River Shark",Carcharhinidae,Glyphis,Endangered,82454,,Endangered
Glyphis glyphis,Speartooth Shark,Carcharhinidae,Glyphis,Critically Endangered,82453,,Critically Endangered
Goodenia arthrotricha,-,Goodeniaceae,Goodenia,Endangered,12448,,Endangered
Goodenia integerrima,Gypsum Goodenia,Goodeniaceae,Goodenia,Vulnerable,55983,,Vulnerable
Goodenia quadrifida,-,Goodeniaceae,Goodenia,Vulnerable,56035,,Vulnerable
Gossia fragrantissima,"Sweet Myrtle, Small-leaved Myrtle",Myrtaceae,Gossia,Endangered,78867,,Endangered
Gossia gonoclada,Angle-stemmed Myrtle,Myrtaceae,Gossia,Endangered,78866,,Endangered
Grammosolen odgersii subsp. occidentalis,"Western Woolly Cyphanthera, Western Cyphanthera",Solanaceae,Grammosolen,Endangered,92779,,Endangered
Grantiella picta,Painted Honeyeater,Meliphagidae,Grantiella,Vulnerable,470,,Vulnerable
Graptophyllum ilicifolium,"Holly-leaved Graptophyllum, Mt Blackwood Holly",Acanthaceae,Graptophyllum,Vulnerable,8601,,Vulnerable
Graptophyllum reticulatum,Veiny Graptophyllum,Acanthaceae,Graptophyllum,Endangered,55459,,Endangered
Grevillea acanthifolia subsp. paludosa,Bog Grevillea,Proteaceae,Grevillea,Endangered,21872,,Endangered
Grevillea acropogon,-,Proteaceae,Grevillea,Endangered,68272,,Endangered
Grevillea althoferorum,-,Proteaceae,Grevillea,Endangered,64906,,Endangered
Grevillea banyabba,-,Proteaceae,Grevillea,Vulnerable,64677,,Vulnerable
Grevillea batrachioides,Mt Lesueur Grevillea,Proteaceae,Grevillea,Endangered,21735,,Endangered
Grevillea beadleana,Beadle's Grevillea,Proteaceae,Grevillea,Endangered,22002,,Endangered
Grevillea bedggoodiana,Enfield Grevillea,Proteaceae,Grevillea,Vulnerable,22004,,Vulnerable
Grevillea brachystylis subsp. australis,-,Proteaceae,Grevillea,Vulnerable,55525,,Vulnerable
Grevillea brachystylis subsp. grandis,Large-flowered Short-styled Grevillea,Proteaceae,Grevillea,Critically Endangered,85001,,Critically Endangered
Grevillea bracteosa subsp. howatharra,-,Proteaceae,Grevillea,Critically Endangered,85002,,Critically Endangered
Grevillea burrowa,Burrowa Grevillea,Proteaceae,Grevillea,Critically Endangered,89099,,Critically Endangered
Grevillea caleyi,Caley's Grevillea,Proteaceae,Grevillea,Critically Endangered,9683,,Critically Endangered
Grevillea calliantha,"Foote's Grevillea, Cataby Grevillea, Black Magic Grevillea",Proteaceae,Grevillea,Endangered,56339,,Endangered
Grevillea celata,"Colquhoun Grevillea, Nowa Nowa Grevillea",Proteaceae,Grevillea,Vulnerable,64907,,Vulnerable
Grevillea christineae,Christine's Grevillea,Proteaceae,Grevillea,Endangered,64520,,Endangered
Grevillea corrugata,a shrub,Proteaceae,Grevillea,Endangered,65445,,Endangered
Grevillea curviloba subsp. curviloba,Curved-leaf Grevillea,Proteaceae,Grevillea,Endangered,64908,,Endangered
Grevillea curviloba subsp. incurva,Narrow curved-leaf Grevillea,Proteaceae,Grevillea,Endangered,64909,,Endangered
Grevillea dryandroides subsp. dryandroides,Phalanx Grevillea,Proteaceae,Grevillea,Endangered,64646,,Endangered
Grevillea dryandroides subsp. hirsuta,Hairy Phalanx Grevillea,Proteaceae,Grevillea,Endangered,64577,,Endangered
Grevillea elongata,Ironstone Grevillea,Proteaceae,Grevillea,Vulnerable,64578,,Vulnerable
Grevillea evansiana,-,Proteaceae,Grevillea,Vulnerable,22248,,Vulnerable
Grevillea flexuosa,Zig Zag Grevillea,Proteaceae,Grevillea,Vulnerable,2957,,Vulnerable
Grevillea floripendula,"Drooping Grevillea, Ben Major Grevillea",Proteaceae,Grevillea,Vulnerable,16859,,Vulnerable
Grevillea glossadenia,-,Proteaceae,Grevillea,Vulnerable,7979,,Vulnerable
Grevillea guthrieana,-,Proteaceae,Grevillea,Endangered,64521,,Endangered
Grevillea hodgei,Coochin Hills Grevillea,Proteaceae,Grevillea,Critically Endangered,68250,,Critically Endangered
Grevillea humifusa,Spreading Grevillea,Proteaceae,Grevillea,Endangered,61182,,Endangered
Grevillea iaspicula,Wee Jasper Grevillea,Proteaceae,Grevillea,Endangered,22024,,Endangered
Grevillea infecunda,Anglesea Grevillea,Proteaceae,Grevillea,Vulnerable,22026,,Vulnerable
Grevillea infundibularis,Fan-leaf Grevillea,Proteaceae,Grevillea,Endangered,5772,,Endangered
Grevillea involucrata,Lake Varley Grevillea,Proteaceae,Grevillea,Endangered,4631,,Endangered
Grevillea jephcottii,Pine Mountain Grevillea,Proteaceae,Grevillea,Endangered,14272,,Endangered
Grevillea kennedyana,Flame Spider-flower,Proteaceae,Grevillea,Vulnerable,6974,,Vulnerable
Grevillea maccutcheonii,McCutcheon's Grevillea,Proteaceae,Grevillea,Endangered,64522,,Endangered
Grevillea masonii,-,Proteaceae,Grevillea,Endangered,64523,,Endangered
Grevillea maxwellii,Maxwell's Grevillea,Proteaceae,Grevillea,Endangered,21745,,Endangered
Grevillea mollis,-,Proteaceae,Grevillea,Endangered,64524,,Endangered
Grevillea molyneuxii,-,Proteaceae,Grevillea,Endangered,22052,,Endangered
Grevillea montis-cole subsp. brevistyla,Langi Ghiran Grevillea,Proteaceae,Grevillea,Vulnerable,17703,,Vulnerable
Grevillea murex,-,Proteaceae,Grevillea,Endangered,22053,,Endangered
Grevillea obtusiflora,Grey Grevillea,Proteaceae,Grevillea,Endangered,23811,,Endangered
Grevillea parviflora subsp. parviflora,Small-flower Grevillea,Proteaceae,Grevillea,Vulnerable,64910,,Vulnerable
Grevillea pythara,Pythara Grevillea,Proteaceae,Grevillea,Endangered,64525,,Endangered
Grevillea quadricauda,-,Proteaceae,Grevillea,Vulnerable,64651,,Vulnerable
Grevillea rara,Rare Grevillea,Proteaceae,Grevillea,Endangered,64911,,Endangered
Grevillea raybrownii,-,Proteaceae,Grevillea,Vulnerable,65665,,Vulnerable
Grevillea rhizomatosa,-,Proteaceae,Grevillea,Vulnerable,64678,,Vulnerable
Grevillea rivularis,Carrington Falls Grevillea,Proteaceae,Grevillea,Critically Endangered,2953,,Critically Endangered
Grevillea scapigera,Corrigin Grevillea,Proteaceae,Grevillea,Endangered,12195,,Endangered
Grevillea scortechinii subsp. scortechinii,Black Grevillea,Proteaceae,Grevillea,Critically Endangered,4243,,Critically Endangered
Grevillea shiressii,-,Proteaceae,Grevillea,Vulnerable,19186,,Vulnerable
Grevillea sp. Gillingarra (R.J.Cranfield 4087),-,Proteaceae,Grevillea,Critically Endangered,86383,,Critically Endangered
