scientificName,vernacularName,status,sourceStatus
Coprosma pumila,Dwarf Coprosma,Critically Endangered,Critically Endangered
Coronidium adenophorum,Branched Everlasting,Endangered,Endangered
Coronidium gunnianum,Pale Swamp Everlasting,Critically Endangered,Critically Endangered
Coronidium waddelliae,Snowy Everlasting,Vulnerable,Vulnerable
Correa aemula,Hairy Correa,Endangered,Endangered
Correa alba var. pannosa,Velvet White Correa,Endangered,Endangered
Correa backhouseana var. backhouseana,Coast Correa,Critically Endangered,Critically Endangered
Correa lawrenceana var. cordifolia,Pink Mountain-correa,Vulnerable,Vulnerable
Correa lawrenceana var. genoensis,Genoa River Correa,Critically Endangered,Critically Endangered
Correa lawrenceana var. grampiana,Grampians Mountain-correa,Endangered,Endangered
Correa reflexa var. angustifolia,Grampians Correa,Endangered,Endangered
Correa reflexa var. lobata,Powelltown Correa,Endangered,Endangered
Cortinarius canaria,Canary Dermocybe,Endangered,Endangered
Cortinarius cramesinus species complex,Orange Dermocybe,Endangered,Endangered
Corunastylis arrecta,Erect Midge-orchid,Endangered,Endangered
Corunastylis densa,Dense Midge-orchid,Critically Endangered,Critically Endangered
Corunastylis leptochila,Brownish Midge-orchid,Critically Endangered,Critically Endangered
Corunastylis nuda,Tiny Midge-orchid,Vulnerable,Vulnerable
Corunastylis pumila,Green Midge-orchid,Endangered,Endangered
Corybas X miscellus,Veined x Slaty Helmet-orchid hybrid,Critically Endangered,Critically Endangered
Corybas aconitiflorus,Spurred Helmet-orchid,Endangered,Endangered
Corybas despectans,Coast Helmet-orchid,Endangered,Endangered
Corybas fimbriatus,Fringed Helmet-orchid,Endangered,Endangered
Corybas fordhamii,Swamp Pelican-orchid,Endangered,Endangered
Corybas grumulus,Mountain Helmet-orchid,Endangered,Endangered
Corybas hispidus,Bristly Helmet-orchid,Vulnerable,Vulnerable
Corybas sp. aff. diemenicus (Coastal),Late Helmet-orchid,Critically Endangered,Critically Endangered
Corymbia gummifera,Red Bloodwood,Vulnerable,Vulnerable
Corymbia maculata,Spotted Gum,Vulnerable,Vulnerable
Corynotheca licrota,Sand Lily,Endangered,Endangered
Craspedia adenophora,Sticky Billy-buttons,Endangered,Endangered
Craspedia alba,White Billy-buttons,Critically Endangered,Critically Endangered
Craspedia aurantia var. aurantia,Orange Billy-buttons,Endangered,Endangered
Craspedia aurantia var. jamesii,Green Billy-buttons,Endangered,Endangered
Craspedia basaltica,Derrinallum Billy-buttons,Endangered,Endangered
Craspedia canens,Grey Billy-buttons,Critically Endangered,Critically Endangered
Craspedia crocata,Crimson Billy-buttons,Endangered,Endangered
Craspedia haplorrhiza,Plains Billy-buttons,Endangered,Endangered
Craspedia lamicola,Bog Billy-buttons,Endangered,Endangered
Craspedia maxgrayi s.s.,Woolly Billy-buttons,Critically Endangered,Critically Endangered
Craspedia sylvestris,Mountain Forest Billy-buttons,Endangered,Endangered
Cratystylis conocephala,Blue-bush Daisy,Critically Endangered,Critically Endangered
Crinum flaccidum,Darling Lily,Endangered,Endangered
Crowea exalata subsp. revoluta,Whipstick Crowea,Critically Endangered,Critically Endangered
Cryptandra ericoides,Heathy Cryptandra,Critically Endangered,Critically Endangered
Cryptandra myriantha,Western Cryptandra,Critically Endangered,Critically Endangered
Cryptandra speciosa subsp. speciosa,Mountain Cryptandra,Critically Endangered,Critically Endangered
Cryptostylis erecta,Bonnet Orchid,Endangered,Endangered
Cryptostylis hunteriana,Leafless Tongue-orchid,Endangered,Endangered
Cullen australasicum,Native Scurf-pea,Critically Endangered,Critically Endangered
Cullen cinereum,Hoary Scurf-pea,Endangered,Endangered
Cullen discolor,Grey Scurf-pea,Endangered,Endangered
Cullen pallidum,Woolly Scurf-pea,Endangered,Endangered
Cullen parvum,Small Scurf-pea,Endangered,Endangered
Cullen patens,Spreading Scurf-pea,Endangered,Endangered
Cullen tenax,Tough Scurf-pea,Endangered,Endangered
Cyanothamnus anemonifolius subsp. aurifodinus,Goldfield Boronia,Endangered,Endangered
Cyanothamnus anemonifolius subsp. variabilis,Coast Boronia,Critically Endangered,Critically Endangered
Cyanothamnus nanus var. pubescens,Dwarf Boronia,Endangered,Endangered
Cyathea cunninghamii,Slender Tree-fern,Critically Endangered,Critically Endangered
Cyathea leichhardtiana,Prickly Tree-fern,Critically Endangered,Critically Endangered
Cyathochaeta diandra,Sheath Sedge,Vulnerable,Vulnerable
Cyclosorus interruptus,Swamp Shield-fern,Critically Endangered,Critically Endangered
Cycnogeton dubium,Slender Water-ribbons,Endangered,Endangered
Cycnogeton microtuberosum,Eastern Water-ribbons,Endangered,Endangered
Cymbonotus lawsonianus,Bear's-ear,Endangered,Endangered
Cyperus bifax,Downs Nutgrass,Critically Endangered,Critically Endangered
Cyperus concinnus,Trim Flat-sedge,Critically Endangered,Critically Endangered
Cyperus flaccidus,Lax Flat-sedge,Endangered,Endangered
Cyperus flavidus,Yellow Flat-sedge,Extinct,Extinct
Cyperus fulvus,Sticky Sedge,Endangered,Endangered
Cyperus gracilis,Slender Flat-sedge,Vulnerable,Vulnerable
Cyperus leptocarpus,Button Rush,Endangered,Endangered
Cyperus nervulosus,Annual Flat-sedge,Critically Endangered,Critically Endangered
Cyperus pygmaeus,Dwarf Flat-sedge,Endangered,Endangered
Cyperus rigidellus,Curly Flat-sedge,Threatened,Threatened
Cyperus squarrosus,Bearded Flat-sedge,Extinct,Extinct
Cyperus subulatus,Pointed Flat-sedge,Critically Endangered,Critically Endangered
Cyperus vaginatus,Stiff Flat-sedge,Extinct,Extinct
Cyphanthera albicans subsp. albicans,Hoary Ray-flower,Vulnerable,Vulnerable
Cyphanthera anthocercidea,Large-leaf Ray-flower,Endangered,Endangered
Cystopteris tasmanica,Brittle Bladder-fern,Endangered,Endangered
Dactyloctenium radulans,Finger Grass,Vulnerable,Vulnerable
Dampiera fusca,Kydra Dampiera,Critically Endangered,Critically Endangered
Dampiera galbraithiana,Licola Dampiera,Vulnerable,Vulnerable
Dampiera purpurea,Mountain Dampiera,Vulnerable,Vulnerable
Darwinia camptostylis,Clustered Darwinia,Vulnerable,Vulnerable
Darwinia micropetala,Small Darwinia,Critically Endangered,Critically Endangered
Davallia solida var. pyxidata,Hare's-foot Fern,Critically Endangered,Critically Endangered
Daviesia genistifolia s.s.,Broom Bitter-pea,Endangered,Endangered
Daviesia laevis,Grampians Bitter-pea,Critically Endangered,Critically Endangered
